,cid,votes,time,含hate,含hate中文翻译
33878,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd4946c4YUZXFy,0,3 years ago,"liu jeremy its kinda sad you know, but even if its true that everything was fake, im still glad to see their โ€fake lifeโ€ right? atlease i somehow felt the countryside energy, and im grateful to see it in her chanel.๐๐ no hateโ๏ธ",刘·杰里米（Liu Jeremy）有点难过，但是即使一切都是假的，我仍然很高兴看到他们的“虚假生活”，对吗？我以某种方式感受到了乡村的能量，我很高兴在她的香奈儿（Chanel）中看到它。
44582,UgysUZiAGs6FK2KpyLZ4AaABAg,0,4 years ago,"i am indian, i don't understand but whatever you do looks very good, you're so talented girl, i love❤ watching your videos, it makes the senses relax",我是印度人，我不明白，但是你所做的一切看起来都很好，你是如此有才华的女孩，我喜欢看你的视频，这使感官放松了
28399,UgwAmh9mwbsNn2MrK6F4AaABAg.8y_gWQmCqaX9baVX_4Ni6r,0,1 year ago,@rishikeshkadam3318 well it's not working because i still hate china. i just like this lady in particular.,@rishikeshkadam3318嗯，这是不起作用的，因为我仍然讨厌中国。我特别喜欢这位女士。
38905,UgxOqWcCP9ANHogw_eF4AaABAg,0,4 years ago,"what is islam?
can we find an explanation of the great universe? is there any convincing interpretation of the secret of existence? we realize that no family can function properly without a responsible head, that no city can prosperously exist without sound administration, and that no state can survive without a leader of some kind. we also realize that nothing comes into being on its own. moreover, we observe that the universe exists and functions in the most orderly manner, and that it has survived for hundreds of thousand of years. can we then say that all this is accidental and haphazard? can we attribute the existence of man and the whole world to mere chance. โ€ man represents only a very small portion of the great universe. and if he can make plans and appreciate the merits of planning, then his own existence and the survival of the universe must also be a planned policy. this means that there is an extraordinary power to bring things into being and keep them moving in order.in the world then must be a great force in action to keep everything in order. in the beautiful nature there must be a great creator who creates the most charming pieces of art produces every thing for a special purpose in life. the deeply enlightened people recognize this creator and call him allah ""god"". he is not a man because no man can create or make another man. he is not an animal, nor he is a plant. he is neither an idol nor is he a statue of any kind because non of these things can make itself or create anything else. he is different from all these things because he is the maker and keeper of them all. the maker of anything must be different from and greater than things which he makes.โ€ there are various ways to know god ""allah'' and there are many things to tell about him. the great wonders and impressive marvels of the world are like open books in which we can read about god. besides, god himself comes to our aid through the many messengers and revelations he has sent down to man. these messengers and revelations tell us everything we need to know about god. โ€ the complete acceptance of the teachings and guidance of god 'allah' as revealed to his messengers muhammad is the religion of islam. islam enjoins faith in the oneness and sovereignty of allah, which makes man aware of meaningfulness of the universe and of his place in it. this belief frees him from all fears and superstitions by making him conscious of the presence of the almighty allah and of man's obligations towards him. this faith must be expressed and tested in actions, faith alone is not enough. belief in one god requires that we look upon all humanity as one family under the universal omnipotence of god the creator and nourisher of all. islam rejects the idea of chosen people, making belief in god and good actions the only way to heaven. thus, a direct relationship in established with god, without any intercessor.โ€ islam is not a new religion. it is, in essence, the same message and guidance which allah revealed to all prophets. adam, noah, abraham, ismael, david, moses and jesus (pbut). but the message which was revealed to prophet mohammed (pbut) is islam in its comprehensive, complete and final form.the quran is the last revealed word of allah and the basic source of islamic teachings and laws. the quran deals with the basis of creeds, morality, history of humanity, worship, knowledge, wisdom, god-man relationship, and human relationship in all aspects. comprehensive teaching on which, can be built sound systems of social justice, economics, politics, legislation, jurisprudence, law and international relations, are important contents of the quran. hadith, the teachings, sayings and actions of prophet mohammed (pbut), meticulously reported and collected by his devoted companions. explained and elaborated the quranic verses.โ€ the fundamental articles of faith in islam the true faithful muslim believes in the following principal articles of faith:- โ€ he believes in one god 'allah', supreme and eternal, infinite and mighty, merciful and compassionate, creator and provider. he believes in all messengers of god without any discrimination among them. every known nation had a warner or messenger from god. they were chosen by god to teach mankind and deliver his divine message. the quran mentions the name of twenty five of them. among them mohammad stands as the last messenger and the crowning glory of the foundation of prophethood. muslin believes in all scriptures and revelations of god. they were the guiding light which the messengers received to show their respected peoples the right path of god. in the quran a special reference is made to the books of abraham, moses, david and jesus. but long before the revelations has been lost or corrupted. the only authentic and complete book of god in existence in the quran. the true muslim believes in the angels of allah. they are purely spiritual and splendid beings whose nature requires on food, drink or sleep. they spend their days and nights in the worship of god. muslim believes in the last day of judgement. this world will come to an end someday, and the dead will rise to stand for their final and fair trial. people with good records will be generously, rewarded and warmly welcomed to the heaven of allah, and those with bad records will be punished and cast into hell. muslim believes in the timeless knowledge of god and his power to plan and execute his planes and nothing could happen in his kingdom against his will. his knowledge and power are in action at all times and command over his creation. he is wise and merciful, and whatever he does must have a meaningful purpose. if this is established in our mind and hearts, we should accept with good faith all that he does, although we may fail to under stand it fully, or think it is bad. the five pillars of islamโ€ faith without actions arid practice is a dead end, as far as islam is concerned. faith by nature is very sensitive and can be most effective. when it is not out of practice or out of use, it quickly loses its liveliness and motivation power. there are five pillars of islam:โ€ the declaration of faith: to bear witness that there is none worthy of worship except allah, and that mohammad (pbuh) is his messenger to all human beings till the day of judgment. the prophethood of mohammad obliges the muslims to follow, his exemplary life as a model. prayers: daily, prayers are offered five times a day as a duty towards allah. they strengthen and enliven the belief in allah and inspire man to a higher morality. they purify the heart and prevent temptation towards wrong - doings and evil. fasting the month of ramadan. the muslims during the month of ramadan not only abstain from food, drink and sexual intercourse from dawn to sunset but also sincerity and devotion. it develops a sound social conscience, patience, unselfishness and will - power. zakkah: the literal and simple meaning of zakkah is purity. the technical meaning of this word designates the annual amount in kind or coin which a muslim with means must distribute among the rightful beneficiaries. but the religious and spiritual significance of zakkah is much deeper and more lively. so it has humanitarian and sociopolitical values. hajj (pilgrimage to makkah): it is to be performed once in a lifetime, if one can afford it financially and physically","什么是伊斯兰教？
我们可以找到大宇宙的解释吗？对存在秘密有令人信服的解释吗？我们意识到，没有负责任的头脑，没有一个家庭可以正常运作，没有任何城市就可以在没有合理的管理的情况下繁荣，没有某种领导者就无法生存。我们还意识到，没有任何东西可以自己。此外，我们观察到宇宙以最有序的方式存在和功能，并且它已经幸存了数十万年。然后，我们可以说所有这些都是偶然而偶然的吗？我们可以将人和整个世界的存在归因于机会吗？人只代表大宇宙的一小部分。而且，如果他可以制定计划并欣赏计划的优点，那么他自己的存在和宇宙的生存也必须是计划的政策。这意味着有非凡的力量将事物带入生存并保持它们的秩序。在世界上，必须是使一切保持秩序的重要力量。在美丽的大自然中，必须有一个伟大的创造者，他创造了最迷人的艺术作品，为人生的特殊目的而产生了所有东西。深深的人认识到这个创造者，并将他称为“上帝”。他不是一个男人，因为没有人可以创造或创造另一个男人。他不是动物，也不是植物。他既不是偶像，也不是任何形式的雕像，因为这些事情中的任何东西都能使自己造就或创造其他任何东西。他与所有这些事情有所不同，因为他是所有人的制造商和守护者。任何事物的创造者都必须与他所做的事情不同。有多种认识上帝的方式“真主”，还有很多关于他的事情要说的事情。世界上的奇迹和令人印象深刻的奇迹就像开放我们可以阅读关于上帝的书籍。此外，上帝本人通过他寄给人的许多使者和启示来援助我们的援助。这些使者和启示告诉我们我们需要了解的关于上帝的一切。完全接受向他的使者穆罕默德揭示的上帝“真主”的教义和指导是伊斯兰教的宗教。伊斯兰教禁止对真主的统一和主权信仰，这使得人意识到宇宙的有意义和他在其中的意义。这种信仰自由。他从所有的恐惧和迷信中意识到全能真主的存在以及人对他的义务的存在。人类是一个家庭，在上帝的普遍无所不能下，都是所有人的创造者和滋养者。伊斯兰教拒绝选择人民的想法，使对上帝的信仰和善行的信仰成为通往天堂的唯一途径。因此，在没有任何代祷者的情况下与上帝建立的直接关系。伊斯兰教不是一种新宗教。从本质上讲，这是真主向所有先知透露的相同的信息和指导。亚当，诺亚，亚伯拉罕，伊斯梅尔，大卫，摩西和耶稣（pbut）。但是向先知穆罕默德（PBUT）揭示的信息是伊斯兰教的全面，完整和最终的形式。《古兰经》是安拉的最后一个揭示的话，也是伊斯兰教义和法律的基本来源。古兰经涉及信条，道德，人类历史，崇拜，知识，智慧，神人的关系和人类关系的基础。可以在其中构建社会正义，经济学，政治，法学，法律和国际关系的全面教学，这是古兰经的重要内容。圣训，先知穆罕默德（PBUT）的教义，俗语和行为，由他的虔诚同伴精心报告和收集。解释并阐述了古兰经诗句。伊斯兰教信仰的基本文章真正忠实的穆斯林相信以下主要的信仰文章： - 他相信一个神的“阿拉”，至高无上，永恒，无限，无限，强大，仁慈，慈悲，富有同情心，创建者和提供商。他相信上帝的所有使者，而没有任何歧视。每个已知的国家都有来自上帝的华纳或信使。上帝被上帝选中教人类并传达他的神圣信息。古兰经提到了其中25个名称。其中，穆罕默德（Mohammad）站在了最后一个使者和预言基础的荣耀。平纹细布相信上帝的所有经文和启示。他们是使者收到的指导光，向他们尊敬的民族展示了上帝的正确道路。在古兰经中，特别提到了亚伯拉罕，摩西，大卫和耶稣的书。但是很久以前，启示已经丢失或腐败。古兰经中唯一的真实而完整的上帝。真正的穆斯林相信真主的天使。它们纯粹是精神和灿烂的生物，其性质需要食物，饮料或睡眠。他们白天和黑夜都在敬拜上帝上。穆斯林相信审判的最后一天。这个世界将有一天结束，死者将为他们的最后和公正的审判而崛起。拥有良好记录的人将受到慷慨，回报和热烈欢迎真主的天堂，那些记录不良的人将受到惩罚并陷入地狱。穆斯林相信对上帝的永恒知识以及他计划和执行他的飞机的能力，他的王国在他的意愿中没有任何事情发生。他的知识和力量在任何时候都在行动，并为他的创造而指挥。他是明智而仁慈的，他所做的一切都必须具有有意义的目的。如果在我们的思想和心灵中建立这一点，我们应该真诚地接受他所做的一切，尽管我们可能无法完全站立，或者认为这是不好的。就伊斯兰教而言，伊斯兰信仰的五个支柱无需采取行动。信仰天生非常敏感，可以最有效。当它不执行或无法使用时，它很快就会失去活力和动力。伊斯兰教有五个支柱：信仰宣言：见证，除了阿拉以外，没有什么值得敬拜的，而穆罕默德（pbuh）是他在审判日之前向所有人传播的使者。穆罕默德（Mohammad）的预言使穆斯林不得不遵循他的模范生活。祈祷：每天，每天祈祷五次作为对真主的责任。他们加强并充实了对真主的信仰，并激发了人类更高的道德。他们净化心脏并防止对错误的诱惑 - 行为和邪恶。禁食斋月月。在斋月月，穆斯林不仅避免了从黎明到日落的食物，饮料和性交，而且还要诚意和奉献。它发展出合理的社会良心，耐心，无私和意志 - 力量。 Zakkah：Zakkah的文字和简单含义是纯度。这个词的技术含义指定了穆斯林必须在应有的受益人中分配的年度金额或硬币。但是Zakkah的宗教和精神意义更加深入，更加生动。因此，它具有人道主义和社会政治价值观。朝j（前往麦加朝圣）：一生将进行一次，如果可以在财务上和身体上负担得起"
40590,Ugz2bzfcY2-_2Li6CXx4AaABAg,0,4 years ago,"i hate this girl vkl too
the grandparents often say which heaven's hate
so i hate this girl vl then god has given me this to me, guys","我也讨厌这个女孩vkl
祖父母经常说天堂的仇恨
所以我讨厌这个女孩VL，然后上帝给了我这个给我这个，伙计们"
37946,UgxzOrLQNuF3swyDCxZ4AaABAg,0,4 years ago,"whatever it is , i just wanna say i really enjoyed it ๐ฅฐ",不管是什么，我只想说我真的很喜欢
37005,UgzQNR1hggZ085_sU-94AaABAg,0,4 years ago (edited),"you are very talented but in the end there has been used so much plastic, that it hurt my soul or whatever. i really admire you and your work though!",您非常有才华，但最终使用了太多的塑料，以至于伤害了我的灵魂或其他任何东西。我真的很佩服您和您的工作！
41161,UgwKBjiPhklEF4YziQt4AaABAg,0,4 years ago (edited),"really i feel shy , you did alooot of hard work ! hard house works by hard ways! without any tecknology! how that! and how you can live happy like that lifestyle! i cook the lunch and feel so tired and hate my life! i hope be like u and feel like you",我真的很害羞，你做了艰苦的工作！硬屋用艰难的方式工作！没有任何tecknology！那怎么了！以及如何像这种生活方式一样幸福！我煮午餐，感到非常疲倦，讨厌我的生活！我希望你像你一样，感觉就像你一样，让你很高兴
36964,UgwFYQu0ZjqOQGWD12d4AaABAg.8uLfY_QL-Tn9A9DODVBscL,0,2 years ago,who doesn't? except haters maybe...,谁没有？除了仇恨者可能...
36068,UgylTPeyQSrC1d4K1NJ4AaABAg,0,4 years ago,why those hates ?,为什么那些讨厌？
41782,UgyBOnv7w4yG5KkwWdd4AaABAg,0,4 years ago,can someone tell me why she mixed the peanuts with that dirt? or whatever it was,有人可以告诉我为什么她把花生和那个污垢混合在一起吗？或什么
42279,UgyAJ7gQ2yNTKv2FHYF4AaABAg,0,4 years ago,o yrr tum lok kiya khate ho na bapre,o yrr tum lok kiya khate hobapre
42391,UgyaMsf_IQvad2eHGIJ4AaABAg,0,4 years ago,i hate that girl 't see her going wid that bucket full of popcorns,我讨厌那个女孩。
42982,Ugx8A84busfkJtm6w1Z4AaABAg,0,4 years ago,what a beautiful video...i have ever seen!!! i would like to go to this place... m just loving whatever she is doing....out of the world!!!,多么美丽的视频...我见过！！！我想去这个地方...我只是爱她正在做的一切...。
35235,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-9U7fUn9tbOa,0,1 year ago,we dnt care stop comparing your life to other people and appreciate more than hate,我们不在乎不要将您的生活与他人进行比较，而不是讨厌
42984,UgzmdDYzNmk5w45DGPB4AaABAg,0,4 years ago,who will hate u?,谁会讨厌你？
34812,UgxVLnoHUmpoKxVp-Kd4AaABAg,0,4 years ago,"damn. i've always hated the concept of marriage but damn, if i ever get a chance with someone like her i'd get hitched without a second thought.",该死。我一直讨厌婚姻的概念，但是该死，如果我有机会与像她这样的人有机会，我会被搭便车而又不想到。
34679,UgyAioG4T94Ib3ToW8l4AaABAg.8uw8XZDSFR_8uxqw1Su6Cb,0,4 years ago,"it is not wasted. let it be known that it is a man-made education and it does serve it's purpose in a man-dictated world. true education is life itself and it is a lifelong process. it only end when we die. like it or not, this school is compulsory. the subject is random, you can't choose and there's no diploma to collect. pay it with due diligence and with skillful mean, it will serve you well. that whatever your status you may be or wherever you are, your peace will be unshakable.
best of regards from the heart.","它并没有浪费。众所周知，这是一种人为的教育，它确实在一个人文的世界中达到了目的。真正的教育是生活本身，这是一个终生的过程。它只有在我们死后结束。不管喜欢与否，这所学校是强制性的。该主题是随机的，您不能选择，也没有文凭可以收集。以尽职调查且熟练地付款，它将为您服务。无论您身份如何或无论您身在何处，您的和平都是无法动摇的。
发自内心的最好的问候。"
34646,UgwgrRDyqv2FPA8LYsB4AaABAg.8uwt-3S6CL58uy-UEOhEFP,0,4 years ago,@mariahsspleen8312 not a hater. just realistic. many people here are saying they wish they could be like her without realizing how much effort is needed to accomplish everything she does.,@Mariahsspleen8312不是仇恨者。只是现实。许多人在这里说，他们希望自己能像她一样，而没有意识到要完成她所做的一切需要多少努力。
34645,UgwgrRDyqv2FPA8LYsB4AaABAg.8uwt-3S6CL58uxwV2OBy8d,0,4 years ago,lmao hater,lmao仇恨者
43043,Ugw9GZs9TOFagMN7TCV4AaABAg.8rSFVREWTcL8rlzSBDZzW5,0,4 years ago,"yessica xoritee! please don't hate yr life! as and old women , i still work hard here in malaysia! but i enjoy with my life,like my village, i live near the beautiful beach here! i love my country so much!",Yessica Xoritee！请不要讨厌您的生活！作为老妇，我仍然在马来西亚努力工作！但是我喜欢自己的生活，就像我的村庄一样，我住在美丽的海滩附近！我非常爱我的国家！
43499,Ugzo1FOEREGiFyITaGd4AaABAg.8rLO06elMxx8rj2O19cK-c,0,4 years ago,"@bymenz1388 aptly said. i ,myself, believe the same. i do remember the famous saying of rumi. for long i have tried to be clever and change the world, i aspire to be more wiser now. i try to change myself and serve the world with my little service whatever i can do",@bymenz1388恰当地说。我本人也相信同样的。我确实记得鲁米的名字。长期以来，我一直试图变得聪明并改变世界，我渴望现在更加明智。我试图改变自己，并以我的小服务为世界服务，无论我能做什么
43602,UgwnqxoC3w4EdiVKpSR4AaABAg,0,4 years ago,"i'd hate to be her if i had to do everything she does by myself. still, it's a great work and to have that much stock of food, this must be a rich household. by the way, were those prepared food for selling?",如果我不得不自己做她所做的一切，我不愿当她。尽管如此，这是一项伟大的工作，要拥有如此多的食物，这一定是一个富裕的家庭。顺便说一句，那些准备出售食物的食物吗？
29418,UgxCF9edWwinZrIdjEJ4AaABAg,0,3 years ago,"whatever that was, it wasn't a mango like the kind that i know. very cool.",不管是什么，这不是我所知道的那种芒果。很酷。
137,UgzJ-joYCc_rWs9e8yB4AaABAg,0,4 weeks ago,"where ever you are, whatever you do , be safe be healthy,be happy",无论您在哪里，无论您做什么，都要安全，要健康，快乐
27719,Ugwnh8LShGoYvElihNd4AaABAg,0,3 years ago,"hopefully you didn't kill your dog just for meat, for me most of the chinese is like that๐ no hate just loveโค i love your video's ๐",希望你不要仅仅杀死你的狗，而是对我来说，大多数中国人都像没有仇恨只是爱❤我爱你的视频
11583,UgwIUB1dMhomwlM5dKt4AaABAg.9EPh4bm-9QR9FU2CeNc1pl,0,2 years ago,@cringehater4113 0,@cringeHater4113 0
8502,UgzVPZQrTKCOeKYpiu54AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8503,UgzgG65dlc4qTkYKVFB4AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8504,UgwYNRrUDtOnDkAinhJ4AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8505,Ugz3KrinNkdeGuY2l9d4AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8506,UgxwVtviid_I-f49GTN4AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
10465,UgwuPcFSrQtF-67rlNJ4AaABAg.9G03h15g3gY9HPyD9ZhRCo,0,2 years ago,"@gorillaknuckles3976 look i don't know what your problem is with me pal. you're out here insulting me and it gives me nausea to just think about it. plus, i'm trying to help you here can't you sea? i hate simps and all of them should be hanged. that's why i want u to stop simping so hard.",@gorillaknuckles3976看，我不知道你对我有什么问题。您在这里侮辱我，这让我感到恶心，可以考虑一下。另外，我正在尝试在这里帮助您吗？我讨厌辛普斯，所有这些都应该被绞死。这就是为什么我希望您停止如此努力的效率。
11794,UgwIKFHqsTfOvMrAAvp4AaABAg,0,2 years ago (edited),"i can't explain exactly why i don't like her videos. don't hate it though. i was born and raised in rual china not far from her hometown, 2h drive maybe. this looks familiar, but is not what i experienced. as an amature photographer, i know good shooting skill can make it looks great while keep it real. but i still think it's fake, it's more like staged acting (a well made tv series), and it was made for profit. maybe that's why i don't like it. you can still have a good glimpse of what country life is like in rural china, though it is usually worse than what it looks in her video.",我无法确切解释为什么我不喜欢她的视频。虽然不要讨厌。我是在距离她家乡2小时车程不远的Rual China出生和长大的。这看起来很熟悉，但不是我经历的。作为一名伪造的摄影师，我知道好的拍摄技巧可以使其看起来很棒，同时保持真实。但是我仍然认为这是假的，它更像是演戏（制作精良的电视连续剧），并且是为了盈利而造成的。也许这就是为什么我不喜欢它。您仍然可以很好地了解中国农村地区的乡村生活，尽管通常比她的视频看起来还差。
27425,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9Br7pbCqu7k,0,2 years ago,"@leezaranipradhan686 bro, i like it as an bangladeshi and chinese lover i always see indian people hate china but frist time i see people like u ..โค",@leezaranipradhan686兄弟，我喜欢它作为孟加拉国和中国情人，我总是看到印度人讨厌中国，但我看到像你这样的人。
12088,UgwfQphxEryS4jOyHax4AaABAg,0,2 years ago,god so many haters,上帝这么多仇恨者
12099,UgyRdo6RqClrZqhv-E14AaABAg,0,2 years ago,i want to live here... i hate my life,我想住在这里...我讨厌我的生活
12679,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9EPgt00DK9s,0,2 years ago,"i stan with all my heart, soul and bones the people of china, i only hate the government",我全心全意地站在中国人民中，我只讨厌政府
12680,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9EUC8UWFp-T,0,2 years ago,why people hate china,为什么人们讨厌中国
12736,UgxxXJvcQXj3NoWCPOx4AaABAg,0,2 years ago,"waw waw, i hated this life until i",Waw Waw，我讨厌这一生，直到我
12796,Ugz90Sdtg1WJ-OOnjYB4AaABAg,0,2 years ago,"i’m a pre med student trying to not be a failure in life and get into med school but there is uncountable times where i am breaking down, stressed and hate myself. i sometimes think if it could be possible to just live in nature happily with my family and that the world wasn’t this developed in the sense of social media and being overworked ... as silly as it may sound",我是一名医学前学生，试图不要失败并进入医学院，但是有时候我会崩溃，压力和讨厌自己。我有时认为，如果有可能与家人快乐地生活在大自然中，而世界不是从社交媒体意义上发展而来的，那么听起来很愚蠢
8501,UgxClTbDm4NcZC8ZjB54AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8498,Ugx8nDbIRWVQw5hU3ht4AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8350,UgwGcsced5LLgzq_xRd4AaABAg,0,2 years ago,i don’t know if anyone is going to answer me but does anyone know what she is using at 4:23? (i’m talking about the giant pot or whatever it is.),我不知道是否有人会回答我，但是有人知道她在4:23使用什么吗？ （我说的是巨大的锅或任何东西。）
8198,Ugzxf8SNjdAVZtj4ZBt4AaABAg,0,2 years ago,this liziqi hate sijinping u guys know that???,这个liziqi讨厌你们知道吗？？？
7841,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVQboq4kJT,0,2 years ago,"@shinkurosetta2157 you can believe whatever dumb clickbait you want to, i'm not even for the ccp, but ppl like you who attacks other people's hobby videos on yt and labels anyone who disagrees w/ you as ""ccp 50 cent army"" copypasta is a real brain-dead move. before you talk about other people's ""morals"" and how ppl shouldn't attack you for hobbies, you should look in the mirror. otherwise you're going to get a taste of your own medicine",@shinkurosetta2157您可以相信您想要的任何愚蠢的点击诱饵，我什至不适合CCP，而是像您一样的PPL，他们在YT上攻击他人的爱好视频，并标记任何不同意您为“ CCP 50 Cent Yours”的人真正的脑死亡动作。在谈论别人的“道德”以及PPL不应该以爱好攻击您之前，您应该照镜子。否则您将品尝自己的药
7563,UgwS5wfJWTxAgdpAsvN4AaABAg,0,2 years ago (edited),am i the only one laughing and saying this is very had a little lamp no hate and no judgment,我是唯一一个笑着说这是一个小灯，没有仇恨，没有判断力
7288,UgwM1U95auiklK3hrPt4AaABAg,0,2 years ago,"question for the haters:
why do you hate the video/her? give reasons. why need to dislike? 
ps: haters can only reply <3","仇恨者的问题：
你为什么讨厌视频/她？说明原因。为什么需要不喜欢？
PS：仇恨者只能回复<3"
6866,Ugya6mYOAHLWJ1J_MwZ4AaABAg.9Kv19IWzU-x9LiAEz6L0zo,0,2 years ago,why do you hate women?,你为什么讨厌女人？
6839,Ugy17DQb4Mn5xlre3yF4AaABAg,0,2 years ago,i hate the thought that she has these baby animals that follow her around and trust her completely are going to end up butchered and eaten. breaks my vegan heart.,我讨厌这样的想法，她有这些婴儿动物跟随她，并完全相信她会屠宰和吃掉。打破我的素食之心。
5617,Ugz6r4MBLrFQrgzFWQ54AaABAg,0,2 years ago,"you know, when i watch these videos, i wish we were all immortal, no diseases, no crime, all happy, no human trafficking or slavery, no death, forever young, no problems - and humans can do whatever they want, pursue their passion, learn, improve and hone their skills, live peacefully in the mountains, grow vegetables, build a house, maybe a few league games, and there'd be no need for doctors or police. a perfect society. even without immortality, i'd be satisfied as long as people don't die before 80.",您知道，当我观看这些视频时，我希望我们都是不朽的，没有疾病，没有犯罪，所有幸福，没有人口贩运或奴隶制，没有死亡，永远年轻，没有问题 - 人类可以做任何他们想做的事，追求他们激情，学习，提高和磨练自己的技能，在山上和平生活，种植蔬菜，建造房屋，也许是几场联赛比赛，并且不需要医生或警察。一个完美的社会。即使没有永生，只要人们在80岁之前不死，我也会满意。
3576,UgwdSy2GQitLwp79YMB4AaABAg,0,1 year ago,whatever she can do. it is great because god has given her a pair of skillful hands. this is a life that everyone wishes. wish her always succeed,她能做什么。这很棒，因为上帝给了她一对熟练的手。这是每个人都希望的生活。祝她永远成功
3468,UgyyfmeUE2M9XcTZmDJ4AaABAg,0,1 year ago,what a girl i am indian and i didn't understood wnat she was doing bt whatever she didi it was super satisfying,我是印第安人的一个女孩，我不知道她在做bt，无论她做什么，她都非常满意
3422,UgycP9RXUT_Rn8VesRJ4AaABAg,0,1 year ago,"we even write anything in russian, i thought the whole world hates us, i see.",我甚至在俄语中写任何东西，我认为整个世界都讨厌我们。
