,cid,votes,含liziqi,含liziqi中文翻译
757,Ugw2k9Mfgy-BRLwxJ-V4AaABAg,0,i miss liziqi so much. why not vlogging anymore?,我非常想念Liziqi。为什么不再登录呢？
831,Ugz2LqJoQzaWESsL0QN4AaABAg,0,how are you n where are you liziqi?????what hapen with u???? we miss you so much ❤,你好吗，你在哪里liziqi？我们非常想念你❤
417,UgzB1YCp1RdOWZU0GKN4AaABAg,0,re-watching all liziqi's video because i miss her,重新观看所有Liziqi的视频，因为我想念她
408,Ugwdc4gX7QHotLhI0cN4AaABAg,0,"kangen liziqi
where are you going","kangen liziqi
你要去哪里"
407,UgwSI1H-OAPPVj3JXMV4AaABAg,0,do you need husband liziqi?,您需要丈夫Liziqi吗？
397,UgxIAGnT2twGK2N0eLx4AaABAg,0,liziqi where do you liv,liziqi你在哪里
29,Ugy64mAD3tCtspB9WIR4AaABAg,0,come back liziqi.... i miss you so much...love from bangladesh ❤,回来liziqi ....我非常想念你...来自孟加拉国的爱
42,Ugyg-KV7CR8dCddCFD14AaABAg,0,where is liziqi miss you dear,丽兹奇在哪里想念你亲爱的
60,UgzQ81Kb7V5wM_rBwmt4AaABAg,0,"liziqi's hair never get messy nor she's sweating,despite working so hard, how come?",Liziqi的头发永远不会凌乱，也没有出汗，尽管工作如此努力，该怎么办？
68,UgyckRm78W5Qv2MqgQJ4AaABAg,0,where are you liziqi?,您在哪里Liziqi？
70,UgxGDbzpKxEXsZIxXDB4AaABAg,0,missing liziqi,缺少liziqi
79,UgwTfXh_rIp72NkjESh4AaABAg,0,i miss you liziqi. i miss seeing your beautiful calming videos. its been a while and there's no new notification pop up on my phone. hope everything goes well. god bless you dear,我想念你liziqi。我想念您美丽的平静视频。已经有一段时间了，我的手机上没有弹出新的通知。希望一切顺利。上帝保佑你亲爱的
120,Ugx_bab9bwiTx9oRClt4AaABAg,0,liziqi miss you l,Liziqi miss you
147,Ugwi_mncFB5hyVXD8w94AaABAg,0,liziqi ❤,Liziqi ❤
156,UgzV9IT--Ke-0D5g-Y14AaABAg,0,"liziqi, please come back and make new video.",Liziqi，请回来制作新视频。
161,UgxdQxAXpMG3kgfNpbh4AaABAg,0,"liziqi 
i miss you're amazing video","liziqi
我想念你很棒的视频"
174,Ugyv3ZSRHLMUSTvbnal4AaABAg,0,"i love you liziqi, i hate you ms. hà trực",我爱你liziqi，我恨你
312,UgzXsQdG3MoUkrSZyNB4AaABAg,0,where are you liziqi? you abundant your followers. we miss your videos.,您在哪里Liziqi？您的追随者很多。我们想念您的视频。
350,UgwjtUmnoQtVu3WdpR14AaABAg,0,i miss you liziqi,我想念你liziqi
365,UgxEcUz1vnEq5yJz6vh4AaABAg,0,liziqi where are you now?,liziqi你现在在哪里？
371,Ugyx-KdgYDhiNPeVPld4AaABAg,0,i miss you new content liziqi,我想念你新内容liziqi
844,UgwN4zVtoEM3s4e40xh4AaABAg,0,we miss you liziqi,我们想念你liziqi
878,UgztDeuJotPKpOkdOP14AaABAg,0,i missed liziqi. when will he make a video again.,我错过了利兹奇。他什么时候会再次制作视频。
893,Ugya_OJBdlHWP47T27J4AaABAg,0,"kangen liziqi, want to see the latest video ..",Kangen Liziqi，想看最新视频。
1921,UgzTiQxi2T_bnwkCVeV4AaABAg,0,liziqi i really miss you.and your video,liziqi我真的很想念你。
2008,Ugywk7NFUxTisiZu0Xp4AaABAg,0,"liziqi where are u
come back to your channel,we miss you","liziqi你在哪里
回到你的频道，我们想念你"
2013,Ugz5cSmOWhej__tIdLZ4AaABAg,0,thank you ka liziqi for making a very calm video,谢谢Ka Liziqi制作了非常平静的视频
2018,UgxjPWr6THNTHleIblR4AaABAg,0,"~* chinese vloggers similar to liziqi:
dianxi xiaoge little brother | anxiaolu an xiaolu | longmeimei longmei |
grandpa amu grandpa amu | laotai arui old tai arui | summer kitchen xia kitchen chen 20 |
ermichuiyan two -meter cooking smoke | ms miao office channel miaomei jiu yang official channel

~* liziqi's popular background music:
cloud blow | april sakura | sakura march | begonia sleep | august 23 | always with me |
lovesickness ocarina | accel world bye bye | lough leane | sudden
it's better not to read | cicada banxia | huai ancient legacy | hometown story | tao lin | new year's eve | in the past | mo yu","~* Chinese vloggers similar to Liziqi: 
Dianxi Xiaoge 滇西小哥 | AnXiaoLu 安小鹿 | LongMeiMei 龙梅梅 | 
Grandpa Amu 阿木爷爷 | Laotai Arui 老台阿瑞 | Summer Kitchen 夏厨陈二十 | 
ErmiChuiyan 二米炊烟 | Ms Miao Official Channel 苗妹九秧官方频道 

~* Liziqi's popular background music: 
云吹动 | 四月樱花 | 樱花三月 | 海棠未眠 | August 23 | Always with Me | 
Lovesickness Ocarina | Accel World Bye Bye | Lough Leane | 忽如一夜梨花开 | 
不如不念 | 蝉鸣半夏 | 淮古遗殇 | 故乡物语 | 桃林 | 除夕 | 昔年 | 墨雨"
2029,UgwBfx5N3-FW5ngAorN4AaABAg,0,"hello liziqi, how are you? been missing you for the whole 5 months now. we hope you're doing okay.",你好liziqi，你好吗？整个5个月都在想念您。我们希望你一切都好。
2044,Ugy5--GY6VNkn5QBFDF4AaABAg,0,i miss you liziqi where are you?,我想念你liziqi你在哪里？
2158,UgwyTcV9y3FoQ_SwNl14AaABAg,0,i love liziqi,我爱liziqi
2300,UgwkokJL_XnIeLrP-Wd4AaABAg.9UdU840_FyM9Udzjb3orsR,0,"you're like the equivalent of explaining to people why disney princesses and happy endings aren't real. like, dude, everyone knows. but life in the countryside can also be very relaxing for some people. i've lived in the countryside and my people do as much work as liziqi shows in her videos. sure life in the countryside isn't as pretty as she makes it look, but it's achievable and a dream for some people. some of yall are so bitter and for what.",您就像向人们解释为什么迪士尼公主和幸福的结局不是真实的。就像，伙计，每个人都知道。但是，对于某些人来说，乡村生活也很放松。我住在乡村，我的人民做的工作与Liziqi在她的视频中所显示的一样多。当然，乡村的生活并不像她看起来那样漂亮，但是对于某些人来说，这是可以实现的和梦想。你们的一些人是如此的痛苦，并且是什么。
2301,UgyjaIALOOIaV4NV51J4AaABAg.9Uc5WshfoF39UdzBjqE9OR,0,"err what. sure liziqi's vlogs are prettying up and romanticizing life in the mountains, but all of it is real. i've lived in the countryside and i can confirm that what is shown in the video is real. of course she don't do all that by herself every single day and gets plenty of help, but it's obvious that she's very adept at the skills it takes to survive in mountains without the help of technology. is it as pretty as it looks? no. is it achievable? yes.",犯什么。当然，Liziqi的视频博客在山区的生活正在融为一体，但所有这些都是真实的。我住在乡村，可以确认视频中显示的内容是真实的。当然，她并不是每天都自己做所有的事情，并获得了很多帮助，但是很明显，她非常擅长在没有技术帮助的情况下在山上生存所需的技能。看起来很漂亮吗？否。它可以实现吗？是的。
2329,UgwnV-R7F4dfdKuZaeZ4AaABAg,0,sometimes i want to be liziqi but i have so many goals if i get old i will lead a natural life,有时我想成为利兹奇，但是如果我变老，我有很多目标
2379,UgzT70hC3gvzom5iSzR4AaABAg,0,miss u liziqi,Miss u liziqi
2408,Ugzdn0pz4aPGMb9SlkB4AaABAg,0,"i like it , perfect liziqi",我喜欢它，完美的liziqi
2430,Ugw-XCBVH14afZyAcOB4AaABAg,0,"why yes, i like to be sleepy when i see the video of liziqi .. rich now",为什么是，当我看到Liziqi的视频时，我喜欢困了。
2431,UgxzsO7PXrX5YRZtF8p4AaABAg,0,"why yes, i like to be sleepy when i see the video of liziqi .. rich now",为什么是，当我看到Liziqi的视频时，我喜欢困了。
2448,Ugw--mxBcmRAYDhoo194AaABAg.9TzN1Niu9gl9eJUbmBC8ys,0,what happen to liziqi?,Liziqi会发生什么？
2491,UgzcHdRgtPlvE0-hY3N4AaABAg,0,i love u liziqi,我爱你liziqi
1963,UgznkJFs5zLlIXmrwzt4AaABAg,0,liziqi pliz come back fast,liziqi pliz快速回来
1822,UgzYy8J_61YDLJtk9wd4AaABAg,0,"liziqi, you are a very beautiful, clever, diligent girl you are a dream girl a lot of people ❤️❤️",liziqi，你是一个非常美丽，聪明，勤奋的女孩，你是一个梦想中的女孩，很多人❤️❤️
897,UgyllIKZxMaGDW7wyjF4AaABAg,0,l love you liziqi,我爱你liziqi
1728,UgwxocsT1fuG7MnufUF4AaABAg,0,liziqi how come now rarely appear huh fix i miss your latest content,liziqi现在怎么很少出现嗯，我想念你的最新内容
904,UgzJy4VLjvtMc45qa654AaABAg,0,what kind of oil does chef liziqi uses to cook?,Liziqi用哪种油做饭？
912,UgxPWxy5bhwqfu28O294AaABAg,0,and miss in liziqi,和Liziqi的错过
972,Ugy9HzLf_tRTi6qlPX54AaABAg,0,liziqi,Liziqi
983,UgzgGmYatwkQmD8EKFN4AaABAg,0,we are miss ur vlog ms.liziqi....,我们是ur vlog小姐。
1073,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9qLbbg9MTbO,0,miss u liziqi come back soon ❤❤❤❤,你liziqi小姐很快回来❤❤❤❤
1087,Ugwh_oC68L2vlVpRIlR4AaABAg,0,when is liziqi come back? ☹,Liziqi什么时候回来？ ☹
1104,UgwUijydnWvpLwNNbG14AaABAg,0,my love liziqi,我的爱liziqi
1161,UgymvYSy7GmGg9N1H1Z4AaABAg,0,where are you now liziqi ?,您现在在哪里Liziqi？
1176,Ugyw6QL_d6VEa57cwFh4AaABAg,0,where are you liziqi? we miss you.,您在哪里Liziqi？我们想你。
1344,Ugy04xV0vwqCugG7ujZ4AaABAg,0,where are you liziqi???,你在哪里liziqi ？？？
1449,Ugz3SIx0d8mAo0OdxU14AaABAg,0,"i'm from vietnam, hello liziqi",我来自越南，你好liziqi
1535,UgzsO04yrz4rNMXKZyR4AaABAg,0,"liziqi great video as always.
love and respect ❤️
cam on em!!","Liziqi一如既往地很棒的视频。
爱与尊重❤️
cam上的em！"
1550,UgzsHWD0oMX0rZBoT-54AaABAg,0,"liziqi is very good not to feel rare oil,",Liziqi非常好，不要感到稀有油，
1551,UgxG6OI2ov40a3gg2kV4AaABAg,0,whre're you liziqi. are you ok?,你是你的liziqi。你还好吗？
1687,UgxALOnLxYR7SNcbjnh4AaABAg,0,ilove the videos of liziqi❤️❤️what is the title of the 1st background music?,loveliziqi❤️❤️的视频第一个背景音乐的标题是什么？
8497,UgwZMcbRsjNrXsBYxnZ4AaABAg,0,"when does liziqi want to get married? and who are the candidates? what kind of male character does he like?
pliss๐๐๐","Liziqi什么时候想结婚？谁是候选人？他喜欢什么样的男性角色？
pliss"
8649,Ugw-QBS4mFf9tHCt7ch4AaABAg,0,my beautiful liziqi. how beautiful everything you do with your beautiful illuminated life so special in the eyes of god! i admire you ๐ข forgive but i get so excited that you play my soul my spirit from san luis argentina. i send you an infinite hug !!! the world needs millions of liziqi ๐ i have been speechless !!! i love you!! i love and admire your life !!!! all the blessings of the world for you angel de luz !!! i don't know how to say goodbye because i don't know your language ๐ but i send you a greeting from so far ๐ข beautiful chau !! i congratulate you !!!!!!! โฅ ๏ธ๐น๐น๐น๐น๐น๐น๐น amalia ๐•๏ธ,我美丽的利兹奇。在上帝的眼中，您对美丽的照明生活的一切都如此美丽！我很欣赏您
8708,Ugw4KGDht9XyxM66Fct4AaABAg,0,"i love you liziqi, eaven you donโ€t know me!",我爱你liziqi，eaven你不认识我！
19012,UgxTDyysXQg7KyXc1lN4AaABAg,0,"welcome to the tett ... godii, suganteh in indonesia wae ..., i'm a very very liziqi, greetings from her bandung basketball ,. #ba is the most uncomfortable",欢迎来到Tett ... Godii，印度尼西亚Wae的Suganteh ...，我是一个非常非常liziqi，她的万隆篮球的问候。 #BA是最不舒服的
17799,UgwdeRtW91Iok4lIjZZ4AaABAg,0,"as chinese, it is so funny to read comments in #liziqi channel.",作为中文，阅读#liziqi频道中的评论真是太有趣了。
17846,UgxQAz3_kgT3zbHRsdV4AaABAg,0,amazing lovely indostrious beautiful angelic woman...liziqi.,令人惊叹的可爱的印度美丽的美丽的天使般的女人... liziqi。
17978,Ugw6czK9Xf25b4E83At4AaABAg.92ddrN0ohs592nmk8aJT-2,0,check mu channel. you will see my comments on liziqi https://www.youtube.com/watch?v=a17_7vfkl8m&list=plpe6o-or4zd_6hbq-bvqexmpoo87yiqoy&index=4,检查MU频道。您将在liziqi https://www.youtube.com/watch?v=A17_7VFKL8M&list=plpe6o-or4zd_6hbq bvqqexmpoo87yiiqoy&index=4中看到我的评论。
18582,UgwS-xxE_3Yaiy1TMD54AaABAg,0,"bought this liziqi luosifen from tmall shop when i am watching this vidio. this is that kind of food you smell it you hate it, after first bite you will fall in love with it.",当我看这个Vidio时，从Tmall Shop购买了这个Liziqi Luosifen。这就是您讨厌它的那种食物，第一次咬人后，您会爱上它。
18672,UgwSk2nOzmtifcPClMN4AaABAg,0,oh has vietnamese sub. did liziqi favor vietnam fans? thank you very much!,哦，有越南人。利兹奇（Liziqi）偏爱越南球迷吗？非常感谢！
18706,UgyOYAgAfXHVyNMuTol4AaABAg,0,"because google and youtube will block good news about china, there are so many 'dislike' in every video of liziqi. same situation as nathan rich's video and so on. hoping there are more and more people around the world come to china and seeking truth from fact, instead of believing western media without and doubt, world peace!",由于Google和YouTube将阻止有关中国的好消息，因此在Liziqi的每个视频中都有很多“不喜欢”。与内森·里奇（Nathan Rich）的视频相同的情况。希望世界上越来越多的人来中国，从事实中寻求真理，而不是毫无疑问地相信西方媒体，而是世界和平！
18746,UgyLO-G5MJUNK3lNTch4AaABAg,0,li ziyi liziqi> gordon ramsay,李子柒 Liziqi > Gordon Ramsay
19091,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392PCVLatTQA,0,"asian food is not chinese food, and even chinese food has many different types. that liziqi cooked is sichuan food.",亚洲食品不是中国食品，甚至中国食品也有许多不同的类型。 liziqi煮熟的是四川食品。
15185,UgxLknMX1ezrTEqLxm54AaABAg,0,anybody curious who the video grapher could be for liziqi?,有人好奇的是谁可以为liziqi提供视频图表？
19116,Ugy9fL4HVAZQe3KIo5d4AaABAg,0,liziqi kinda looks like mina from twice,Liziqi有点看起来像Mina两次
19295,UgwCzD8DiUiVzwgY6KJ4AaABAg,0,"liziqi is a beautiful young lady exceptional chef very sweet and kind to her grandmother. i enjoy watching all of her educational and beautiful videos, thank you for sharing your beautiful way of life",利兹奇（Liziqi）是一位美丽的年轻女士，对她的祖母非常友善和友善。我喜欢观看她所有的教育和美丽的视频，谢谢您分享您美丽的生活方式
19320,UgxuZDyD7lOhUYx-Nrl4AaABAg.91y6gdkKAqE92BcQwZsHgL,0,@user-oi5wt2lp1p liziqi actually replying the videos.. lots of love to u from nepal,@user-oi5wt2lp1p liziqi实际上回复了视频。.尼泊尔对你的爱情很多，请继续努力！
16,Ugy4T50dXOcrYYC1wtB4AaABAg,0,liziqi we are mis you,liziqi我们误会了你
20043,UgzYa4e8Engac6qdHgN4AaABAg,0,the whole process is falsified. i will see how you end it ?? ghost believes that this is really she really lives in this wilderness village ?? i really do everything ?? no liziqi,全程造假 等曝光了我看你们怎么收场??鬼才相信 这是真的 她真的住在这荒野山村??真的什么都会做??no liziqi
20057,UgwLZCYpJihr5h6JV4F4AaABAg,0,"amazed by kk liziqi ....
slm kk","KK Liziqi感到惊讶。
SLM KK"
20442,Ugwim5p0Wxnm-rln76F4AaABAg.90sI3lwBpNC90uDfJkuCv5,0,@herlindaagustin6669 heheheh yes i am a fan of liziqi mbk,@herlindaagustin6669 heheheh是的，我是Liziqi MBK的粉丝
17785,UgwIuinJuCfFMZ7fMdV4AaABAg,0,"liziqi, i want see your home and garden",liziqi，我想见你的家和花园
17784,Ugy5tSCsFG2nju-0Hkl4AaABAg,0,liziqi reply comments,Liziqi回复评论
17766,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92xIyJqOged,0,@zhenyucai8688 there is no doubt war and starve were existing in ancient china. but all these from liziqi video were really occurred in ancient cn culture,@Zhenyucai8688毫无疑问，战争和饥饿现有在古代中国。但是，所有这些来自利兹奇视频的看法确实发生在古代CN Cultureth中。
17760,UgwMdrhf7-GUJy1-_-94AaABAg,0,"you could say right,im not rich enough like those millionaires,but im more handsome or beautiful than em.you could say i dont care if he/she more handsome or beautiful than me ,take my money and shut the fuck up. 
when u stand before liziqi,ok girl.you win.totally win.","您可以说对了，我不像那些百万富翁那样富有，但是我比Em更帅或美丽。您可以说我不在乎他/她是否比我更帅或美丽，拿我的钱闭嘴。
当你站在liziqi面前时，好吧，你赢了。"
15230,UgyW-j80ds-glmNXb_Z4AaABAg,0,i love you liziqii,我爱你liziqii
15336,UgyxFJqS046oLyuOQ0J4AaABAg,0,"i can't stop watching her videos
i am so overwhelmed

thank you ms. liziqi","我不能停止观看她的视频
我好不知所措

谢谢Liziqi女士"
15339,UgzgbF-HSymXDRmOVXt4AaABAg,0,one of my favorite liziqi,我最喜欢的利兹奇之一
15353,UgxPltIr7Y4EURYWRJ14AaABAg,0,watching liziqi's videos like watching films about the life of ancient chinese people who have wealth in cultural and culinary. it feels cool in the heart.,观看Liziqi的视频，例如观看有关文化和烹饪丰富的古代中国人生活的电影。内心感觉很酷。
15436,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss9C907Wq0VEY,0,"@bozhoujin5925 , you are enchanted by liziqi . i can appreciate that . she is very pretty.",@bozhoujin5925，您被Liziqi迷住了。我可以欣赏。她很漂亮。
15511,Ugxqb3zbUvO_qaM9tTt4AaABAg,0,liziqi should invite some of her fans to work with her and play cameo parts in her video. i'd be the first to join and contribute in my own way;),Liziqi应该邀请她的一些粉丝与她合作，并在视频中玩客串部分。我是第一个以自己的方式加入并贡献的人；）
15541,UgzJAxTRXL1HGA0--m14AaABAg,0,wo ai ni liziqi,Wo ai ni liziqi
15563,UgwKwnzOFtlvD9KkGwN4AaABAg,0,li ziyi liziqi (lý tử kỳ) knows how to make a lot of delicious food,李子柒 Liziqi (Lý Tử Kỳ ) 知道如何做很多美味的食物
15586,Ugy-vOtoQcnZe8s1wUl4AaABAg,0,i really loves all the video by liziqi..keep it up..,我真的很喜欢Liziqi的所有视频..保留它。
15992,Ugw3auJW6P_MTs_yRr94AaABAg,0,"those who say that there is no such beautiful place in china, the video is edited by the studio, and that only people who have not been to china believe it. you can only lie on youtube, china's beautiful place not only liziqi' home, there are many places you have not been to and have not seen, i feel sad for you, you have never seen the beautiful world.",那些说在中国没有如此美丽的地方的人，该视频是由工作室编辑的，只有那些没有去过中国的人才相信这一点。您只能躺在YouTube上，中国美丽的地方不仅是Liziqi的家，而且有很多您从未去过和没有见过的地方，我为您感到难过，您从未见过美丽的世界。
16152,UgwQmwt3bLXwye3i6Xp4AaABAg.92zkaLDVV4u93T9DI4CRo_,0,@darkhumor.8384 also what are you explaining? you are not explaining anything really but saying something that you are not even sure about because i don't think liziqi only makes videos for views and probably cares about her audience.,@darkhumor.8384您还在解释什么？您并没有真正解释任何事情，而是说您甚至不确定的话，因为我认为Liziqi不只制作视频以获取视频，并且可能关心她的听众。
16223,UgzK7xzndAxYQ5UpKpF4AaABAg,0,"liziqi singing video with guitar 
https://youtu.be/6hf5rgb9jjk","liziqi用吉他演唱视频
https://youtu.be/6hf5rgb9jjk"
16478,Ugxepu4IUIlCJI2-N3d4AaABAg,0,liziqi are eaten with pork,利兹奇用猪肉吃
16819,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI939GSd-UH31,0,"emily huang my grand parents live in henan. things are better now but they are still poor. there was still no toilet in the house in the country, concrete floors, and the river that used to be there when i was little got filled with trash. dirt mounds everywhere...no trees, rivers, natural beauty. it looked like poor parts of mexico. i went into the city and was told i couldn’t #2 in the toilet because it would clog the plumbing so it was for show only. sorry, but the infrastructure is just not there. the standard of living is just worse compared to the us. 5-star hotel in china is really 3-4 depending on the city.

maybe where liziqi lives in sichuan there’s is more natural beauty but there is lots of dirt and construction and decrepit stuff she probably doesn’t show on camera.

she’s talented for sure to be able to make her environment appear beautiful on camera. i’m not really jealous. good for her. 

not sure why you need to call me a bitch but if you think ikea is nice you got issues.","我的祖父母艾米丽·黄（Emily Huang）住在河南。现在情况更好，但它们仍然很差。该国的房子里仍然没有厕所，混凝土地板，当我很少被垃圾充满时，曾经在那里的河流。到处都是泥泞的土墩...没有树木，河流，自然的美丽。它看起来像墨西哥的贫困地区。我走进这座城市，被告知我不能在厕所里排名第二，因为它会堵塞管道，所以只能表演。抱歉，但是基础设施不存在。与美国相比，生活水平差得多。根据城市，中国的5星级酒店实际上是3-4。

也许Liziqi居住在四川的地方有更多的自然美景，但是她可能不会在相机上展示很多污垢，建筑和衰老的东西。

她一定有才华，能够使自己的环境在相机上显得美丽。我不是真的很嫉妒。对她有好处。

不知道为什么您需要称呼我为母狗，但是如果您认为宜家很好，您会遇到问题。"
17555,UgyfivlJs8BQ_wkS1RR4AaABAg,0,um looking for her new video...all most all done to watch.everyday um searching her here and watching same video again n again.lisa loves u liziqi ♪♥♪,嗯，寻找她的新视频...所有的全部都在观看。每天都在这里搜索她并再次观看同一视频。
20524,UgzSccA3YjMShQIuZnZ4AaABAg,0,hi... liziqi u r making awesome cooking and making very very yummy videos......thank u..,嗨... liziqi u r做令人敬畏的烹饪，制作非常美味的视频……谢谢..
20918,Ugyh4RGEcRDLZr0_5h54AaABAg,0,i love you liziqi,我爱你liziqi
21235,UgzC79Z78jTaX5GO11t4AaABAg,0,very beautiful this place because it was our god who created and everything he does is perfect jesus christ is coming back he loves you and calls you ... to all who is reading at this moment and you also liziqi is all your family ..,这个地方非常美丽，因为是我们的上帝创造的，而他所做的一切都是完美的耶稣基督回来了，他爱你，给你打电话给你……目前正在阅读的所有人，你也是你的家人。
23125,UgzRUGYIq164rqqtPFZ4AaABAg,0,"very well done, cinematography and the cooking. i wish to have a daugther like liziqi, a chef cuisine and a an artist woman. have a very long and happy life. greetings from brazil.",做得很好，摄影和烹饪。我希望有一个像Liziqi，厨师美食和一个艺术家的女性这样的女儿。过着很长而幸福的生活。来自巴西的问候。
23433,UgwjmAhbZSdl79l2iml4AaABAg,0,liziqi is a talented women how does expect laziness. she walks long distances to get one ingredient. she is truely amazing,利兹奇（Liziqi）是一位才华横溢的女性，如何期待懒惰。她走很长的距离，得到一种成分。她真是太神奇了
23638,UgyqIwT5au0NzVXApn94AaABAg,0,i wish she is my sister ❣️ so incredible talented #liziqi,我希望她是我的姐姐❣️如此不可思议的才华横溢的#liziqi
23641,UgyAbgJo3EpZSsYNAZp4AaABAg,0,liziqi loves a good knot of scallion onions lol i started to tie mine in a knot the same way,利兹奇（Liziqi
24143,UgzqCrNIl_p8zUCMo-p4AaABAg,0,liziqi do you keep disciples? i want to be taught by you,liziqi你保留门徒吗？我想被你教
24189,UgyNV80ZEuvGwSAKi5h4AaABAg,0,"liziqi, where are your grandpa?",Liziqi，您的爷爷在哪里？
24259,UgyQ2hsEgUByNJ5Ua0R4AaABAg,0,liziqi now a days your episode is not coming what happens we are missing so much pls upload waiting for your video,Liziqi现在几天您的剧集没有到来，发生了什么，我们错过了很多上传等待您的视频
24288,UgwWPdrazAiT8I9ZfCh4AaABAg,0,hi queen liziqi . you still amazing me . how is your grandma ? l hope she is well and you too . i wish to have your address in china if it possible . please accept my best wishes .,嗨，liziqi女王。你仍然很棒。你的祖母怎么样？我希望她也很好，你也是。如果可能的话，我希望在中国有您的地址。请接受我的最良好的祝愿。
24323,UgyIq-AW9XD66hoPazB4AaABAg,0,"i like liziqi so much and 
iam from india","我非常喜欢liziqi
我来自印度"
24401,UgygtQUvhIWzasY7HFt4AaABAg.8zMz34cBSHD8zZDNnE6oGV,0,"you can buy in taobao, search liziqi",您可以在淘宝购买，搜索liziqi
24426,Ugzwj8pMyj9JYYHvkKt4AaABAg.8zLbN4XAQcZ8zMce_HXar0,0,"liziqi is not married and it's her crew doing the camera work, not her husband.",利兹奇（Liziqi）未婚，是她的船员在做相机工作，而不是她的丈夫。
24707,UgxRqij7HNgHEuGYFZd4AaABAg,0,"i am in thailand, fc youtuber liziqi",我在泰国，Youtuber Liziqi
24712,UgywhJc58XdNyLxbZEN4AaABAg,0,"hay qua i vietnamese love you
li ziyi liziqi
!! <3","HAY QUA I VIETNAMESE LOVE YOU 
李子柒 Liziqi 
!! <3"
24913,UgwsRaLJN2QerqI264l4AaABAg,0,awesome cooking liziqi i like it very much,很棒的烹饪liziqi我非常喜欢
25285,UgyqI38wZg9rANVFDIN4AaABAg,0,i love liziqi,我爱liziqi
25374,UgwNqj-HdTo2_u7mKJZ4AaABAg,0,is there a liziqi restaurant?,有一家Liziqi餐厅吗？
23240,UgwlUp2bVtFNSRVL3kF4AaABAg,0,enjoy your video all the time！liziqi,一直欣赏您的视频！liziqi
23120,UgxviW_DmXswIhD85WF4AaABAg,0,"wow ! liziqi, you are really fhfl (fast hand fast leg). everything you do just chop chop done !..",哇 ！ liziqi，您真的是FHFL（快速快速腿）。您所做的一切都完成了切碎！..
21236,Ugx2a8hKY57-LRwBHOt4AaABAg,0,i love all your videos liziqi and now finally found you on youtube. i hope this is your real channel.,我喜欢您所有的视频Liziqi，现在终于在YouTube上找到了您。我希望这是您的真正频道。
23078,UgwXZxosZE5E09tK6rt4AaABAg,0,wow! just read about liziqi. at first i thought she's a beautiful actress who's showing off her talents which she's learned but i'am pleasantly surprised to read she's a real farm girl. love how her clips are made and this clip has definately shown what a lot of work cooking can be at times and has made me hungry.,哇！只需阅读有关Liziqi的信息。起初，我以为她是一位漂亮的女演员，她正在炫耀自己学到的才华，但我很惊讶地读到她是一个真正的农场女孩。喜欢她的剪辑的制作方式，并且该剪辑肯定表明了有时可以做很多工作的烹饪，并且使我饿了。
21250,UgxJldJXqC5Rh0zxb4d4AaABAg,0,liziqi is my panda. we eat bamboo everyday.,利兹奇是我的熊猫。我们每天吃竹子。
21317,UgyzvBBi87RGUGAdnRd4AaABAg,0,"i've seen that a lot more channels have come up trying to replicate liziqi's videos and yeah those are good but honestly, no one can beat her. she's the best out here and whenever i want to relax myself, it's only liziqi's videos that give me peace. everyone else feels like a wannabe. people are trying to copy, sure, but she has a sort of authenticity that is unique to her videos only.",我已经看到，有很多渠道试图复制Liziqi的视频，是的，这些频道很好，但是说实话，没人能击败她。她是这里最好的，每当我想放松自己时，只有利兹奇的视频才能给我和平。其他所有人都像个想成为一个想成为一个。当然，人们正在尝试复制，但是她的真实性仅在她的视频中独有。
21399,UgyXEZML3BsI_gODjZh4AaABAg,0,"hello liziqi, i just started watching your videos this week and i am totally hooked. the way you living your life inspired me. i would like to be like you someday. no not a vlogger but a person living a life like yours. i'm inspired by how simple life in the countryside as you portray in your video. please keep making videos with substance.",您好Liziqi，我本周刚刚开始观看您的视频，我完全迷住了。你生活的方式启发了我。我想有一天像你一样。不是vlogger，而是一个像你这样的生活的人。当您在视频中描绘的那样，我的生活在乡村生活的启发。请继续用实质性制作视频。
21735,UgzAZ5LA2Fo4o85dMRV4AaABAg,0,"hard, hard work filmed and edited to look effortless. this is a traditional but not simple life. liziqi is beautiful and talented but do the viewers seriously think everything she cooks is just for granny and her? this girl is a very intelligent business woman and makes a living from everything she makes. and good for her!! congratulations liziqi and all the best wishes for success.",拍摄和编辑艰苦，艰苦的工作看起来毫不费力。这是传统但不是简单的生活。 Liziqi美丽而有才华，但观众是否认真地认为她烹饪的一切都适合奶奶和她？这个女孩是一个非常聪明的商人，她的赚钱谋生。对她有好处！恭喜Liziqi和成功的一切祝福。
