,cid,votes,含house,含house中文翻译
5295,UgyE4M35q7HELHPrbjB4AaABAg,0,"this is what the quur'an says about the birth of mary and jesus and what the children of israel did

๏ดฟ when i said: i was a woman, i have warned you of what is liberated in my stomach, and you accept from me, that you are the most knowledgeable ๏ดพ[al -imran: 35]
[ment, o muแธฅammad], when the wife of สฟimrฤn said, โ€my lord, indeed i had putged to you what is in my womb, consecrated [for your service], so accept this from me. indeed, you are the he art, the knowing. ""
- saheeh international

when i put it, my lord said that i was subjected to a female, and god knows what i was put in place, and it is not the male as the female, and that i named it to mary, and that i will give it to you.
but when she delivered her, she said, ""my lord, i have delivered a female."" and allฤh was most ""and i have named her mary, and i seek refge for her in you and [for] her descendants from satan, the expellled [from the mercy of allฤh].""
- saheeh international

๏ดฟ and her lord accepted her with good acceptance, and she had a good plant, and he spared her zakaria, whenever he entered the mihrab, and he said: โ€he said:โ€ he said: โ€he said:โ€ he said: โ€he said: it is that god bless those who follow the affairs of an account. [al -imran: 37]
so her lord accepted her with good acceptance and caused her to grow in a good manner and put her in the care of zechariah. every time zechayah entered up her in the prayer chamber, he found with her provision. he said, ""o mary, from where is this [coming] to you? she said, ""it is from allฤh. indeed, allฤh valvides for which he wills with account.""
- saheeh international

๏ดฟ this is a good one, his lord, his lord said, ""lord, grant me a good atomic offspring.""
at that, zecariah called upon his lord, saying, ""my lord, grant me from yourself a good offspring.
- saheeh international

๏ดฟ the angels of the angels, and it is a standing stand that prays in the mihrab that god preaches you with a sacrifice, believing in a word from god, as a master, and a mourning, and a prophet of the righteous [39] [39]
so the angels called him who he standing in prayer in the chamber, ""indeed, allฤh gives you good tidings of john, confirming a word from allฤh and [who will be] honorable, abstaining [from women], and a prophet from among the rightteous. ""
- saheeh international

ุงููุงููุงููุงู… my lord said that i have a boy, and i have been rich in the oldest and my wife is barren. he said that god does what he does.
he said, ""my lord, how will i have a boy when i have remred old age and my wife is barren?"" he [the angel] said, ""such is allฤh; he did what he will.""
- saheeh international

ุงููุงููุงูุงููุงูุง say the lord, make a sign for me.
he said, ""my lord, make for me a sign."" he said, ""your sign is that you will not [be able to] speak to the people for three days except by gesture.
- saheeh international

๏ดฟ and when the angels said, o maryam, that god has chosen you, purified you, and chose you with the women of the two worlds [al -imran: 42]
and [mentation] what the angels said, ""o mary, indeed allฤh has chosen you and public you and chosen you above the women of the worlds.
- saheeh international

oh mary, i have been cursed to your lord, my grandfather, and promote with the knees ๏ดพ[al -imran: 43]
o
- saheeh international

๏ดฟ that is from the news of the unseen.
that is from the news of the unseen which we review to you, [o muแธฅammad]. and you did not with them when they have their pens as to present of them should be responsible for mary. nor were you with them when they dispted.
- saheeh international

๏ดฟ when the angels said, o maryam, that god preached to you a word from him, whose name is christ, esa ibn maryam, jiu in the world and the hereafter, and from the one who is close to: [45]
[and mentation] what the angels said, ""o mary, indeed allฤh gives you good tidings of a word from him, whose name will be the messiah, jesus, the son of mary - distinatureshed in this world and the hearefter and amon g those brou near [to allฤh].
- saheeh international

๏ดฟ the people speak in the cradle, as well as from the righteous ๏ดพ[al -imran: 46]
he will speak to the people in the crald and in motherness and will be of the rightteous. ""
- saheeh international

ุงูุงูุงูุงูุง sayer said that i am a son and did not make me human beings.
she said, ""my lord, how will i have a child when no man ha hashd me?"" [the angel] said, ""such is allฤh; he creates what he will.
- saheeh international

the book, the ruling, the torah, and the gospel, teach it [al -imran: 48]
and he will show him writing and wisdom and the torah and the gospel
- saheeh international

a messenger to the children of israel that i have come to you with a verse of your lord, that i create for you from the clay as the form of the bird, so i will be blown in it, so it is a bird with the permission of god and the permission of god and i tell you what you eat and what you smoke in your hierarchy, because in that there is no verse for you if you are believers ๏ดพ[al -imran : 49]
and [make him] bird, then i breathe into it and it becomes a bird by permission of allฤh. and i cure the blind [from birth] and the leper, and i give life to the dead - by permisten of allฤh. and i inform you of what you eat and what you store in your houses. indeed in that is a song for you, if you are beliefs.
- saheeh international

๏ดฟ and i believe in what is between the torah, and i will come to you with some of those who were forbidden to you and your coming with a verse of your lord, so fear god and obediently: [al -imran]
and [i have come] confirming what was before me of the torah and to make lawful for you some of what was was forbeddeen to you. and i have come to you with a song from your lord, so fear allh and obey me.
- saheeh international

๏ดฟ god is my lord and your lord, so make it a straight path. [al -imran: 51]
indeed, allฤh is my lord and your lord, so worked him. that is the straight path. '' '
- saheeh international","这就是Quur'an对玛丽和耶稣的诞生以及以色列的孩子所做的说法

）当我说：我是一个女人时，我警告过您的胃中解放的东西，您接受了我，您是最知识渊博的（[Al -imran：35]
[Mut，Muḥammad]，ʿImrān的妻子说：“我的主，的确，我已经把子宫中的东西置于我的子宫中，奉献[为您服务] ，知道。”
-Saheeh International

当我说的时候，我的主说我受到了一位女性的约束，上帝知道我已经到位了，而不是男性，我将其命名为玛丽，我会给它给你。
但是当她送她时，她说：“我的主，我卖了一个女性。”真主是最大的“我已经给她起了玛丽的命名，我在你的身上为她和她的后代（从阿拉（Allāh）的怜悯中被驱逐出来，为她寻求改善。”
-Saheeh International

），她的主被很好地接受了她，她有一个很好的植物，每当他进入Mihrab时，他都保留了她的Zakaria，他说：“他说：“他说：“他说：“他说：“他说：”他说：上帝保佑那些遵循帐户事务的人。[al -imran：37]
因此，她的主接受了她的接受，使她成长良好，并将她放在撒迦利亚的照顾下。每当Zechayah进入祈祷室时，他都会发现她的规定。他说：“玛丽，这是从哪里来到你的？她说：“这是来自阿拉。的确，阿拉瓦尔维德斯（Allāhvalvides）的遗嘱。”
-Saheeh International

）这是一个好人，他的主说：“主，给我一个好的原子后代。”
那时，扎卡里亚（Zecariah）呼吁他的主说：“我的主，给我一个好后代。
-Saheeh International

）天使的天使，这是一个站立的摊位，在米赫拉布（Mihrab）祈祷，上帝以牺牲献祭，相信上帝，主人和哀悼的圣言，以及义人的先知[39] [39]
因此，天使称他为他在会议厅祈祷中的人，“的确，阿拉给了你约翰的好消息，确认了阿拉的一句话，[谁将]光荣，屈服于[妇女]，并从妇女中屈服右图。”
-Saheeh International

我的主说我有一个男孩，我很大，我的妻子贫瘠。他说上帝竭尽所能。
他说：“我的主人，当我老年人和我的妻子贫瘠时，我会有一个男孩吗？”他（天使）说：“就是真主；他做了他会的。”
-Saheeh International

阿说耶和华，为我做一个迹象。
他说：“我的主，为我做一个迹象。”他说：“您的迹象是，除了手势外，您将无法（能够）与人交谈三天。
-Saheeh International

）玛丽亚姆（Maryam）啊，当天使说，上帝选择了你，净化了你，并与两个世界的女人一起选择了你[al -imran：42]
天使说：“玛丽，玛丽，确实是阿拉选择了您和公开，并选择了您，而是选择了您的世界妇女。
-Saheeh International

哦，玛丽，我被诅咒给你的主，我的祖父，膝盖promote [al -imran：43]
o
-Saheeh International

）那是看不见的消息。
这是我们对您所审查的看不见的新闻，[Omammad]。当他们有笔的礼物时，您没有与他们在一起，应该负责玛丽。当他们被拆除时，您也不会和他们在一起。
-Saheeh International

）玛丽亚姆（Maryam）啊，当天使说，上帝向你传讲了他的话，他的名字叫基督，埃萨·伊本·玛丽亚姆（Esa ibn Maryam），世界和以后的人，以及接近的人：[45]
[和介绍]天使说的话：“玛丽，的确，真主给你一个单词的好消息，他的名字将是弥赛亚，耶稣，玛丽的儿子 - 这个世界上的疾病，赫夫特和赫尔夫特和那些布鲁（靠近阿拉）。
-Saheeh International

）人们在摇篮中讲话，以及从正义的（[al -imran：46]
他将与cral和母亲的人们交谈，并将是正确的。”
-Saheeh International

萨耶说我是儿子，没有让我成为人类。
她说：“我的主，当没有男人的时候，我会生一个孩子吗？” [天使]说：“这就是真主；他创造了他的意愿。
-Saheeh International

这本书，统治，摩西五经和福音，教给它[al -imran：48]
他将向他展示写作和智慧，律法和福音
-Saheeh International

我带着你主的经文来找你的以色列子女的使者，我是从粘土中为你创造的，作为鸟的形式，所以我会被吹入上帝的许可和上帝的允许，我告诉你你吃了什么以及在等级中抽烟，因为如果你是信徒（[al -imran：49]，那就没有经文了
然后[让他]鸟，然后我呼吸进来，它被阿拉的许可变成了鸟。我从[出生]和麻风病人开始治愈盲人，然后通过阿拉（Allāh）允许将死者生命。我告诉您您的饮食以及您在房屋中存储的东西。如果您是信念，那确实是您的歌。
-Saheeh International

）我相信《摩西五经》之间的事，我会和一些被禁止的人和你的主人来找你的人，所以要敬畏上帝并顺服：[al -imran]
[我来了]证实了我面前的摩西五经，并为您合法为您提供了一些东西。我已经带着你的主的歌来找你，所以请惧怕Allh并服从我。
-Saheeh International

）上帝是我的主和你的主，所以要成为直径的道路。[al -imran：51]
的确，阿拉是我的主和你的主，所以他的工作。那是直路。'''
-Saheeh International"
5397,Ugxkr0Iv8gIy8dmRV154AaABAg,0,"in my house, it's a name if cooked ""don't bong""",在我家，如果煮熟的话，这是一个名字
6175,UgxPi2S8g3TlThukUjB4AaABAg,0,"for my vegetarianism, i feel that i can be so self -sufficient. when eating fresh vegetables, we must first have such a good house ...",对于我这种素食主义来说感觉完全可以这样自给自足啊，吃新鲜蔬菜
6751,UgzSCWtVwUk3cuEBbhp4AaABAg,0,nice house,不错的房子
7122,UgzzHo0AYpq6g6uZBs94AaABAg,0,"pandemic brought us fear but in her world, she brought us no fear for tire and abundance of hope, garden plant and harvest, joy for food, self sustained while in city, we had a little to almost no garden for plant but houses",大流行带给我们恐惧，但在她的世界中，她对轮胎和丰富的希望，花园植物和收获，食物的欢乐，在城市中自我维持的恐惧，我们几乎没有花园，而是植物的花园
7626,Ugzto-CqHSQ5l9sKkR54AaABAg,0,if i were a rich man i would have come to the end of lizigi erasain's waking up to enjoy his cooking at his house ๐๐๐,如果我是一个有钱人
7791,UgwTbRE5_3epDjWwA5V4AaABAg,0,"https://riyad-services.com/ house cleaning company in riyadh
village cleaning company in riyadh
water leak detection company in riyadh
pest control company in riyadh
gas cleaning and maintenance company in riyadh","https://riyad-services.com/利雅得的房屋清洁公司
利雅得的乡村清洁公司
利雅得的漏水检测公司
利雅得的害虫控制公司
利雅得的汽油清洁和维护公司"
8687,Ugy4vbMw8pEe7WrBmqx4AaABAg,0,can i eat at your house?,我可以到您家吃饭吗？
8855,UgzvROqNUJqZ2bZ8a3Z4AaABAg,0,your house is so much good ๐๐,你的房子太好了
8856,Ugxg-OP3QWLLsPbMrwN4AaABAg,0,living 1'000'000 times better than working in a amazon warehouse making 15 bucks an hour.,比在亚马逊仓库中工作1'000'000倍，每小时赚15美元。
9245,UgzN0j87Vg88eAHL-wR4AaABAg,0,looking at this girl is like rural girls in vietnam ๐ป๐ณ. my house often makes sour bamboo shoots. can eat gradually decades. the fish stock is delicious,看着这个女孩就像越南的乡村女孩。可以逐渐吃几十年。鱼汤很美味
9365,UgyXINFFtQb_wIUno-t4AaABAg.9AE0SQlMR7S9BFQyv_xHEF,0,"what she showed was just a way of life.in rural china, many people don't need to buy a big house, they don't have the pressure to make a lot of money, they just enjoy life and family",她展示的只是一种生活方式。在中国农村，许多人不需要买大房子，他们没有赚很多钱的压力，他们只是享受生活和家庭
9665,UgxnA41tWNFmFBEsj0h4AaABAg,0,a beautiful housewife congratulations is home,美丽的家庭主妇祝贺在家
9943,UgyCIogP55pLrRgSxOh4AaABAg,0,liziqi can you plz make a video of you house tour,liziqi你可以做一个您的房屋之旅的视频吗
10160,UgwucH9Z8vj4mKwmYUJ4AaABAg,0,"dunno why, but watching her video makes me do housework haha",不知道为什么，但是看着她的视频让我做家务哈哈
10636,Ugw9d8__C7aruIZGLGJ4AaABAg,0,"beautiful although i'd rather let that big bamboo grow up into ""good strong building materials"" - with which to build a very green and very ecologically conscientious - (3) story greenhouse/home.",尽管我宁愿让那大竹子成长为“良好的坚固建筑材料”，但它很漂亮，可以建立一个非常绿色且非常生态的认真认真的人 - （3）故事温室/家庭。
10709,UgyOZUDn4Mh2I72ZsX94AaABAg,0,"all my life i dreamed of having my little house in him and felling my food from the field as my mother did. .. she sowed her ecuaros with corn, pumpkin, beans, quelite, infinity of tubers, nopales, and field animals with a strange flavor fragrances and flavors to the field ... but he development and globalization of the world we have taken from that wonder of the forests and fields where one fed. ..",我一生都梦想着在他里面放着我的小房子，并像母亲一样从田野里摔下我的食物。 。一个喂食的森林和田野的奇迹。 ..
10927,UgzFFLPk5U9G-v3C76l4AaABAg,0,"hi guys, the bonus is here!


drink

tao yuanming



the knot is in the people's realm without the noise.
ask jun he nenger, his heart is far away.
under the east fence of cai ju, see nanshan leisurely.
the mountains and winds are good, and the birds are paid back.
there is a true meaning, and you have forgotten the words.

drinking
by tao yuanming

translated by xu yuanchong



among the haunts of men i built my cot;
there's noise of whenels and hoofs, but i hear not.
how can it leave upon my mind no trace?
seluded heart creates seluded place.
i pick fenceside chrysanthemums at will
and leisurely i see the soundhouse hill,
where mountain air is fresh both day and night,
and where i find home-going birds in flight.
what is the revelation at this view?
words fail me even if i try to talk you.","Hi guys, the bonus is here!


饮酒

陶渊明 



结庐在人境，而无车马喧。 
问君何能尔，心远地自偏。
采菊东篱下，悠然见南山。 
山气日夕佳，飞鸟相与还。
此中有真意，欲辨已忘言。

Drinking
By Tao Yuanming 

Translated by Xu Yuanchong



Among the haunts of men I build my cot;
There's noise of wheels and hoofs, but I hear not.
How can it leave upon my mind no trace?
Seluded heart creates seluded place.
I pick fenceside chrysanthemums at will
And leisurely I see the southern hill,
Where mountain air is fresh both day and night,
And where I find home-going birds in flight.
What is the revelation at this view?
Words fail me even if I try to tell you."
11014,UgxauV1xlXq5-_Xnv194AaABAg,0,i really love ur house an ur work outstanding video ..which place this,我真的很喜欢你的房子，你的工作很棒的视频..
11538,UgxpUzVVdgBp2Y75ZVx4AaABAg,0,your house is sweet and your shape opens the soul,你的房子很甜，你的形状打开了灵魂
11597,Ugw8olGK4Lz8b43bqDZ4AaABAg,0,real independent and philosophy life also the lighting near her house is so stunning! cheers from thailand,真正的独立和哲学生活也是她房子附近的照明如此令人惊叹！来自泰国的欢呼
3213,UgxNIVDuxhdjjFCsOQd4AaABAg,0,i watch from thailand i want to have a house like you i like nature,我从泰国看我想拥有像你一样的房子，我喜欢大自然
3121,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9fqCH-C4gC_,0,stop by my house too my brother,我的兄弟也停在我家旁边
3101,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9Y_qaRBDvQ-,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
1650,UgzNHEGpczJgQ-yHmFd4AaABAg,0,"i just cant believe that is her house its soooo beautiful
☺☺☺","我只是不敢相信那是她的房子太漂亮了
☺☺☺"
522,UgyNCO8U1iN7EY4Rnzh4AaABAg,0,i always feel that the house she lives is not true,总感觉她生活的房子不真实
649,UgxB_vTPjfdR7vKr7JN4AaABAg,0,stop by my house too my brother,我的兄弟也停在我家旁边
857,UgwEFezBNCCSxOx3JWB4AaABAg,0,"there is no snail that is always lost sir, i tried a package of your house through me. the broth is delicious but does not have a snail, sister!",没有总是失去的蜗牛，先生，我尝试了您的房子包装。汤很美味，但没有蜗牛，姐姐！
1153,UgzBO6JQQjri605TMMB4AaABAg,0,mr. u is not a contractor to sell a bag that firing the house two times who woke up the back clothesline,U先生不是卖掉两次唤醒房屋的袋子的承包商
1173,UgyUanUWEUqpCZZdt6h4AaABAg.9bDGiKk_E369bDGz7Mz-xj,0,who bought a house with a lot of savings,谁买了很多积蓄的房子
1206,UgzbGiaB3u6xW7qtLV14AaABAg,0,i got the feeling that it was an elderly grandmother who taught this woman how to live and cook in a village or in a country private house!,我觉得是一个老祖母教这个女人如何在村庄或乡村私人住宅中生活和做饭！
1293,Ugz3l11fMgBJN6Obpa54AaABAg,0,i'm going to cook what in my house,我要在我家做饭
1334,Ugy-_S3I36ypTKJecWN4AaABAg,0,"is there any house with such conditions?
let me be born in the groom
but the scenery is so beautiful and peaceful","有这样的情况吗？
让我出生在新郎
但是风景是如此美丽与和平"
1471,UgyPrOlGHmHrRQeMEZl4AaABAg.9_LDJRpruT29_fdcpgWXZQ,0,congratulations to the host to catch the fat house for success,恭喜楼主成功钓到肥宅
1509,UgyDNmx3yfhs-UnrXrJ4AaABAg,0,i really want to go to your house for meals to eat,好想去你家蹭饭吃
1510,UgyQpluX_4ZKCuAMSTF4AaABAg,0,i really want to go to your house for meals to eat,好想去你家蹭饭吃
1662,Ugxv8lYzyC5W0GbEknt4AaABAg,0,i wish there was a house in such a peaceful village,我希望在一个宁静的村庄里有一所房子
2815,UgyjokKB5kT-vLggUk54AaABAg.9RPpxXlXsf_9fqCMW7UvZZ,0,stop by my house too my brother,我的兄弟也停在我家旁边
1903,UgwqCtFUDHEsOnpWJeF4AaABAg,0,"guanyin bodhisattva [method of the da traveling water]
those who have a purely durable disciple of the sambo disciples can read da tragedy water conditional and give an association. when you read, you must first burn the incense to give a cup for opening the water (how much is not restricted); you should read: 1. xiangzan; 2. the mantra of jingkou; 3. southern wuda's compassion to save the most of the guanyin bodhisattva; 4. thousands of hands and thousands of eyes are not hindered great tragedy dharani (three sounds), great tragedy (forty -nine times); 5. mantra of the puppet; 6. nanwu great ferry guanyin bodhisattva (ten sounds). this great tragedy water can cure all the symptoms of all sizes. those who serve this water must first read the ten sounds of ""nanwu dafeng guanyin bodhisattva"" (such as children or sickness cannot read, all the relationships can be read with each other), and then take it and immediately work. if you serve this water or his family can make a wish, or take a few days a month, you can see the effect; until you diven the great virtue and the sorrowful water, the water can be infinite and the giving is infinite. determined.
[great tragedy mantra fire prevention law]
in addition to sprinkling in the housing housing with great tragedy water, a yellow yuan paper can be replaced, and the ceremony of chanting is the same as the above. think of the great tragedy mantra forty -nine times (that is, the seven o into one line, a total of seven lines), and on the four -corner o, the inspiration of the guanyin (that is, one of the ten small spells) per corner, add a small curse to the corner in the corner in the big o, and then burn this mantra to the stoves, it can avoid the fire of a house. if the meritorious meritorious merits can make the neighbors surrounding the neighbors be with the legal benefits without being returned.
【guanyin inspiration mantra】
alas. well. matta nihina. jidu topada. jaita. weida miles. saiden tower. bu li sitaga. na bu na na. nabili. toshn banner.
(kou nai) masaki. say 啰. shama.
【furnace xiangzan】
furnace incense is shining. meng xun in the legal world. the sea of ​​buddhas. surprisingly. clouds in the clouds. sincerity fang yin. the buddhas are all over the whole body. nanwu xiangyun gai bodhisattva mahasa (three names)
【jingkou mantra】
alas. xiu li xiuli. capricorn xiuli. xiu li. my mother -in -law.
【mantra mantra】
nanmo drank nahuro.佉。 佉. live and live. mo momo. tiger luo. alas. congratulations. su shi took it. alas. splash. my mother -in -law. (three times)
title: lenyan mantra · great tragedy mantra · ten mantra · heart sutra mantra explanation · release rites.
[effect of recite the great tragedy mantra]
1. 1. can get peace. 2. except all diseases. 3. prowning life. 4. get rich. 5. eliminate all the felony of bad karma. 6. difficult to get away. 7. grow all the merits of all white methods. 8. achieve all good roots. 9. stay away from all the horror. 10. at the end of the life, any buddha soil will be born.
2. guanyin fuxing white buddha's words: those who hold this spell have fifteen kinds of good students: 1. the place where the birth is often met with the good king. 2. nostalgia. 3. when the usual value is good. 4. changfeng good friends. 5. the roots are often sufficient. 6. the heart is pure. 7. do not commit banned ring. 8. all dependents, grace and smooth. 9. financial and wealthy food is often abundant. 10. heng gains others respectfully. 11. all treasures, no robbery. 12. the intention to ask for it is known. 13. longtian shan shen constant guard. 14. where you are born, see the buddha. 15 heard the fa -rectification, and enlightenment is deep.
not with fifteen kinds of evil:
1. do not die hard for hunger. 2. do not die for the babble. 3. do not die for the enemy. 4. do not kill each other. 5. do not kill tiger wolves and evil beasts. 6. dist in the poisonous snake scorpion. 7. do not burn to death for water and fire. 8. do not die in the poison. 9. do not kill the poison. 10. do not miss the madness. 11. do not die for the mountains and trees. 12. not to death for the wicked. 13. if you do n’t get evil gods and evil ghosts, you will die. 14. do not died for evil. 15. it is not a non -divided self -killed.
third, the recitation of this spell, 84,000 diseases in the world are treated.
fourth, if you recite meditation in the mountains, if there is a mountain essence, ghosts and gods disrupt, and recite this curse again, all the devils will be bound.
fifth, the person recite the holder, and when the guanyin is in the world, all the good gods and king kong are densely guarded.
6. if all sentient beings are seeking a wish, they will be fast on the 37th to recite this dharani, and they will be willing.

—— the above -mentioned great tragedy dharani sutra

great tragedy
1. nanwu drinking na yeye
2. nanwu aye
3. polylon emperor shuo bowe
4. bodhisattva
5. capricorn
6. capricorn
7. 唵
8. sajie punishment
9. niged 怛 怛 怛 怛
10. nanwu kiji kili 蒙 悉 悉 唎 唎 唎 10
11.
12. nanwan na 囉 囉 囉 囉 囉
13. 沙 咩 咩 1 1 1
14. sapa awa bean losing
15. ahandi pregnancy
16.
17. gunning special bean
18. 怛姪 him
19. 醯 醯 19 唵
20. lu jiadi
21. garo di
22. yiyi
23. capricorn bodhi sasa
24. sa po sa po
25. mo mo 摩
26.
27. judu julu meng
28. du ludu punish 卢 帝 帝
29. capricorn punishment
30. tuo tuo 陀
31. di guni
32. room buddha
33.
34. what is the penalty?
35. mu dili
36. ichi izu
37. the room of the room
38. aya shen buddha
39. punishment and punishment
40. buddha house
41. hu lu hu duo
42. hu lu, lu lu li li
43. 囉 囉
44.
45. su shi su shi
46. ​​bodhi night bodhi night
47. bodhisattva night bodhisattva night
48. mi di 弥 night
49. that 啰 啰
50. earth linia
51. po na mo na
52.
53. si tuo ye
54. 訶
55. capricorn night night
56. 訶
57. si tuo yuyi
58.
59. 訶
60. that 啰 啰
61.
62. mo 啰
63. 訶
64.
65. 訶
66. 摩 6 陀 娑 6 6
67.
68.
69. 訶
70. bota capricorn sita night
71.
72. that 啰 啰 啰 啰
73. 訶
74.
75. 訶
76.
77. nanwu aliya
78. bornei
79. shuo 皤 皤
80. 訶
81. 殿 唵 8 唵
82.
83. ba tuo
84. 訶
bleak","观世音菩萨【大悲水之念服法】
凡三宝弟子净口虔修者均可念大悲水疗疾，并布施结缘。念时，先须焚香顶礼，供开水一杯（多少不拘）；应念：1.香赞；2.净口业真言；3.南无大慈大悲救苦救难广大灵感观世音菩萨；4.千手千眼无碍大悲心陀罗尼（三声），大悲咒（四十九遍）；5.补阙真言；6.南无大悲观世音菩萨（十声）。此大悲水仗佛威力能治一切大小疑难之症。服此水者必须素口先念「南无大悲观世音菩萨」十声（如小儿或病者无法念时，凡有关系之人均可同声代念），然后服下，立刻见效。如服此水者或其家人能发愿放生，或每月斋素几日，尤见功效；至若潜修大德念大悲水时，水可无限而布施亦无限，此随发心者功德如何而定。
【大悲咒防火灾法】
除用大悲水遍洒居屋可免火灾外，可改备黄元纸一张，念咒时仪式同上述；每念大悲咒一遍于此黄纸上印一红。共念大悲咒四十九遍（即印七O成一行，共七行），并于四角O上，每角加念观音灵感真言（即十小咒之一）一遍，加一小咒于角上大O内，然后将此咒纸焚于各家灶君座前，能免一宅火灾。如念咒者功德圆满，能使四周邻舍同受法益，不遭回禄。
【观音灵感真言】
唵。嘛呢叭弥吽。麻曷倪牙纳。积都特巴达。积特些纳。微达哩葛。萨而斡而塔。卜哩悉塔葛。纳补啰纳。纳卜哩。丢忒班纳。
（口奈）麻嚧吉。说啰耶。莎诃。
【炉香赞】
炉香乍爇。法界蒙薰。诸佛海会。悉遥闻。随处结祥云。诚意方殷。诸佛现全身。南无香云盖菩萨摩诃萨（三称）
【净口业真言】
唵。修利修利。摩诃修利。修修利。娑婆訶。
【补阙真言】
南谟喝囉怛那哆囉夜耶。佉啰佉啰。俱住俱住。摩啰摩啰。虎罗。吽。贺贺。苏怛拿。吽。泼抹拿。娑婆訶。 （三遍）
书名：楞严咒·大悲咒·十小咒·心经神咒功德说明·放生仪轨。
【诵持大悲咒之功效】
一、1.能得安乐。 2.除一切病。 3.延年益寿。 4.得富饶。 5.灭除一切恶业重罪。 6.离障难。 7.增长一切白法诸功德。 8.成就一切诸善根。 9.远离一切诸怖畏。 10.临命终时，任何佛土，随愿得生。
二、观世音复白佛言：持此咒者，得十五种善生：1.所生之处常逢善王。 2.常生善国。 3.常值好时。 4.常逢善友。 5.身根常得具足。 6.道心纯熟。 7.不犯禁戒。 8.所有眷属，恩义和顺。 9.资具财食，常得丰足。 10.恒得他人恭敬扶接。 11.所有财宝，无他劫夺。 12.意欲所求，皆悉称遂。 13.龙天善神恒常拥卫。 14.所生之处，见佛闻法。 15所闻正法，悟甚深义。
不受十五种恶死：
1.不为饥饿困苦死。 2.不为枷禁扙楚死。 3.不为冤家仇怼死。 4.不为军阵相杀死。 5.不为虎狼恶兽残害死。 6.不为毒蛇虺蝎所中死。 7.不为水火焚漂死。 8.不为毒药所中死。 9.不为蛊毒害死。 10.不为狂乱失念死。 11.不为山树崖岸坠落死。 12.不为恶人魇魅死。 13.不为邪神恶鬼得便死。 14.不为恶病缠身死。 15.不为非分自害死。
三、诵持此咒者，世间八万四千种病，悉皆治之。
四、若在山野诵经坐禅，如有山精魍魉鬼神扰乱，诵此咒一遍，诸鬼魔皆被缚。
五、如法诵持者，观世音时敕一切善神、金刚密迹，常遂护卫，不离侧，如护眼命。
六、若诸众生现世求愿者，于三七日净持斋戒，诵此陀罗尼，必果所愿。

－以上节录大悲心陀罗尼经

大悲咒
1.南无喝囉怛那哆囉夜耶
2.南无阿唎耶
3.婆卢羯帝烁钵啰耶
4.菩提薩埵婆耶
5.摩诃薩埵婆耶
6.摩诃迦卢尼迦耶
7.唵
8.萨皤囉罚曳
9.数怛那怛写
10.南无悉吉栗埵伊蒙阿唎耶
11.婆卢吉帝室佛啰楞驮婆
12.南无那囉谨墀
13.醯唎摩诃皤哆沙咩
14.萨婆阿他豆输朋
15.阿逝孕
16.萨婆萨哆那摩婆萨多那摩婆伽
17.摩罚特豆
18.怛姪他
19.唵阿婆卢醯
20.卢迦帝
21.迦罗帝
22.夷醯唎
23.摩诃菩提薩埵
24.萨婆萨婆
25.摩啰摩啰
26.摩醯摩醯唎驮孕
27.俱卢俱卢羯蒙
28.度卢度卢罚闍耶帝
29.摩诃罚闍耶帝
30.陀啰陀啰
31.地唎尼
32.室佛啰耶
33.遮啰遮啰
34.么么罚摩啰
35.穆帝隶
36.伊醯伊醯
37.室那室那
38.阿啰参佛啰舍利
39.罚娑罚参
40.佛啰舍耶
41.呼卢呼卢摩啰
42.呼卢呼卢醯利
43.娑囉娑囉
44.悉唎悉唎
45.苏嚧苏嚧
46.菩提夜菩提夜
47.菩驮夜菩驮夜
48.弥帝唎夜
49.那囉谨墀
50.地利瑟尼那
51.婆夜摩那
52.娑婆訶
53.悉陀夜
54.娑婆訶
55.摩诃悉陀夜
56.娑婆訶
57.悉陀喻艺
58.室皤囉耶
59.娑婆訶
60.那囉谨墀
61.娑婆訶
62.摩啰那囉
63.娑婆訶
64.悉啰僧阿穆佉耶
65.娑婆訶
66.娑婆摩诃阿悉陀夜
67.娑婆訶
68.者吉啰阿悉陀夜
69.娑婆訶
70.波陀摩羯悉陀夜
71.娑婆訶
72.那囉谨墀皤伽囉耶
73.娑婆訶
74.摩婆利胜羯啰耶
75.娑婆訶
76.南无喝囉怛那哆囉夜耶
77.南无阿利耶
78.婆罗吉帝
79.烁皤囉耶
80.娑婆訶
81.唵悉殿都
82.漫多啰
83.跋陀耶
84.娑婆訶
"
