,cid,votes,time,含real,含real中文翻译
2065,Ugy_DwwIRvTkzRAXmt94AaABAg,0,1 year ago,"this is a well-staged production, much like a movie. they have a recognized brand and make most of their money selling products related to their videos. in reality farm life is fairly difficult, with long hours and little pay.",这是一部精美的作品，就像一部电影。他们有一个公认的品牌，并赚取与视频相关的大部分资金出售产品。实际上，农场生活非常困难，长时间且工资很少。
1912,UgxFbMuJmFZhp7IUCRJ4AaABAg,0,1 year ago,"god bless this family .
peaceful ... what a beautiful harmony... 
far from a city and technology .
real life is maturely simple.","上帝保佑这个家庭。
和平...多么美丽的和谐...
远离城市和技术。
现实生活很简单。"
1873,UgyQ81XpSQd4P40-es94AaABAg,0,1 year ago,hi all! i really love to watch this girl. i would like to know more about her. maybe someone can tell you where you can find out about it. thanks to everyone,大家好！我真的很喜欢看这个女孩。我想进一步了解她。也许有人可以告诉您在哪里可以找到它。谢谢大家
1756,UgxswuMBXle4SZrowJZ4AaABAg,0,1 year ago,it turns out that taohuayuanji really exists,原来桃花源记真的存在
1692,Ugya96Om03a_TqzaCYt4AaABAg,0,1 year ago,"may i share this with you, if you don't mind?

the bible says in ephesians 2:8-9 kjv for by grace are ye saved through faith; and that not of yourselves: it is the gift of god: not of works, lest any man should boast.
i hope you already know god for yourself, but if you don't know him you can know him today!

jesus suffered, bled and died to pay for your sins and mine, out of love for us! 
salvation is in faith: one must realize that they are a lost sinner and will die and burn in hell for all eternity without christ.
once we see ourselves, all one needs to do is repent of their sins, and put their faith in god: believe with all their heart that he will forgive every sin.. and ask him to save their soul from hell, with all faith and all sincerity. 

if you have never gone to god and repented of your sins and put your faith in him, now is the time my friend.","如果您不介意，我可以与您分享吗？

圣经在以弗所书2：8-9 kjv中说，恩典是通过信仰得救的。而不是自己：这是上帝的恩赐：不是作品，以免任何人都夸耀。
我希望您已经自己认识上帝，但是如果您不认识他，您今天就可以认识他！

出于对我们的爱，耶稣遭受了痛苦，流血和死亡，为您的罪和我的罪恶付出代价！
救赎是有信仰的：必须意识到他们是一个失落的罪人，如果没有基督，将为永恒而死。
一旦我们看到自己，一个人都需要做的就是悔改他们的罪，并将他们的信仰放在上帝身上：全心全意地相信他会宽恕每一个罪恶。所有真诚。

如果您从未去过上帝，对自己的罪恶悔改并对他信仰，那么现在是我的朋友的时间。"
1648,UgzxaHChoImg3_QubQ14AaABAg,0,1 year ago,i really like your meals my favorite food is chinese food,我真的很喜欢你的饭菜，我最喜欢的食物是中国菜
1563,UgxAB_obecKD56bWeSl4AaABAg,0,1 year ago,wow i really like ur videos,哇，我真的很喜欢你的视频
6422,UgyUHzCzRxffQIgQA694AaABAg.9M9kS92l1N29MTwzj_q3wi,0,2 years ago,"@dorobee yeah i know but not all are captioned which is why i said every ingredient, a majority are in the captions or you can figure out what it is but when it comes to alot of the white/cream powders it is hard to say what it is if it doesn't have a caption like you can't really tell the difference between self-raising flour and plain flour or baking powder and corn flour, another that is hard to tell apart is sugar and salt although most of the time she uses crystallized sugar chunks which is easy to identify and then there are special ingredients that you would have no hope of guessing without a caption eg marshmallow root powder or lotus root powder stuff like this that is essential to the recipe

if she made a recipe book that had both chinese and english in it that would be amazing","@dorobee是的，我知道但并非所有人都有字幕，这就是为什么我说每种成分，大多数都在标题中，或者您可以弄清楚它是什么，但是当涉及到很多白色/奶油粉时正是它没有像您真正说出的标题，您无法真正分辨出自升面粉，普通面粉或发酵粉和玉米面粉之间的区别，而另一个很难分开的是糖和盐她使用结晶的糖块，易于识别，然后有一些特殊的成分，您没有希望没有标题的标题，例如棉花糖根粉或莲花根粉，这对于食谱必不可少

如果她制作了一本具有中文和英语的食谱书，那真是太神奇了"
6426,UgwS-HlS76AmM7nVpOp4AaABAg,0,2 years ago (edited),"her love and care of her grandmother is reaping her a beautiful, blessed, productive life. she'll look back on these and the only thing she will search for is her beloved grannie. how many of today's generation only see the matriarchs and patriarchs as living wallets or burdens? too many!! but, liziqi knows that the most beautiful part of her works is not what she does, but having the one she loves most there with her. grannie is the real star, isn't she?",她对祖母的爱和照顾正在为她带来美好，幸福，富有成效的生活。她会回顾这些，她唯一要寻找的就是她心爱的格兰妮。当今有多少一代只将族长和族长视为活钱包或负担？太多！！但是，Liziqi知道她的作品中最美丽的部分不是她所做的，而是让她最爱的那个。格兰妮是真正的明星，不是吗？
11663,UgyGOpjzf2p0hP3n2Y14AaABAg,0,2 years ago,i really like her life style,我真的很喜欢她的生活方式
9626,UgwiUKs9CznPh4uh4AJ4AaABAg.9H1aNavRHpS9HV9xngNY0q,0,2 years ago,@enchantedcastle think beyond animal existence. enter into realm of consciousness,@enchantedcastle超越动物存在。进入意识领域
10145,Ugz75moFYkicjEb9R3N4AaABAg,0,2 years ago,is this real๐ค”,这是真实的
10066,UgwLu9Y3U_FFTNfgg454AaABAg.9GUhP9dBHit9Hlylk3h6x_,0,2 years ago,..we handfed 2 lambs and they followed us everywhere..they forgot that they are lamb..we had to reintroduce them to the flock and it took a while for them to realize that they are lambs๐…,..我们手工手工2只羔羊，他们到处跟随我们。他们忘了他们是羔羊..我们不得不将它们重新引入羊群，而他们花了一段时间才意识到他们是羔羊
10065,UgwhworhCJDPQAiQfPh4AaABAg,0,2 years ago,"wow, canโ€t believe what i am watching. itโ€s like watching a fairytale in real life!",哇，不敢相信我在看什么。就像在现实生活中观看童话！
10064,UgxTP3YKFvE1QmrTxFh4AaABAg,0,2 years ago,i really want to go to china now after seeing this โค๏ธ๐‘๏ธ๐‘๐‘๏ธ,看到这个❤️
10040,Ugz5hD_LGZO9bdAWn5t4AaABAg,0,2 years ago,"i am the loyal fans of li ziyi channel. recently i was really moved by something. i did not think that many people would see the truth at first, but recent more and more netizens resonated, giving more and more courage, let everyone see it to see what happened in this world? for our descendants, we will never do a word of righteousness and support justice. i hope everyone will spread together.
ๅซ paste each episode of the link to the browser.



# ็ฌฌไธ€ ็ฌฌไธ€ #

https://gtv.org/?videoid=53d9cadaed5626f98b8fba



# ็ฌฌไบ ็ฌฌไบ #

https://gtv.org/?videoid=5f5e70e2daed5626f993d789



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f83351106847a4c651064b8



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f87a13206847a4c6512f795



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7



# episode 7 #

https://gtv.org/?videoid=5f948af806847c651a7ead



# episode 8 #

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f



# episode 9 #

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06","我是李子柒频道忠实fans，最近被一些东西真正打动着，我一开始传播真相并没觉得很多人会看见，但近期越来越多的网友共鸣，给越来越多勇气，让大家看看这个世界真是都在发生些什么，为了我们的后代们，绝不做不吭声的孬种，支持正义，希望大家一起传播 。 




# 第一集 # 

https://gtv.org/?videoid=5f53d9cadaed5626f98b8fba 



# 第二集 # 

https://gtv.org/?videoid=5f5e70e2daed5626f993d789 



# 第三集 # 

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c 



# 第四集 # 

https://gtv.org/?videoid=5f83351106847a4c651064b8 



# 第五集 # 

https://gtv.org/?videoid=5f87a13206847a4c6512f795 



# 第六集 # 

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7 



# 第七集 # 

https://gtv.org/?videoid=5f948af806847a4c651a7ead 



# 第八集 # 

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f 



# 第九集 # 

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef 



# 第十集 # 

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06"
9997,UgysqyOYHU5o9Pf1bxN4AaABAg,0,2 years ago,please help me thank dr obela for his good work i really believe herpes have cure i was herpes positive over since (3) years plus before i come across a comment dr obela that he have cure to any disease and virus but when i saw it i have it in mind that he can’t cure herpes i just decided to give a try i contact him that night luckily to me hesaid yes but i don’t believe him i think it was a scam or some thing like that but i still hold on to see the work of dr obela if he is saying the true he ask for different thing and some question about me i give him all the detail he needed and i wait to see his reply to my problem after all the thing is done he ask me to go for check up i went for herpes test i cant believe i was negative thanks dr obela for help me for not dying at this young age if you need help contact him now call or whatsapp him +2348115919700 or email drobelaharbalhome1@gmail.com,请帮助我感谢Obela博士的出色表现，我真的相信疱疹可以治愈我从（3）年以来一直是疱疹阳性请记住，他不能治愈疱疹，我只是决定尝试一下，我那天晚上很幸运地与他联系，我不相信他，我认为这是一个骗局或类似的事情，但我仍然坚持在观看奥贝拉博士的工作我要去检查我去参加疱疹测试，我不敢相信我是负面的，谢谢你奥贝拉博士的帮助，如果您需要帮助我在这个年轻时就没有死，请与他联系或whatsapp他+2348115919700或发送电子邮件至drobelaharbalhome1@gmail.com
9949,UgzxPoq4vw6Sozthhr54AaABAg,0,2 years ago,she is like a princess in real life and im living for it,她就像现实生活中的公主，我为此而活
9942,UgxNVj2FVDqdgRd93454AaABAg,0,2 years ago,"i think, it is not real",我认为，这不是真实的
9941,UgzP4Ze5G4c6Hk9dmfd4AaABAg,0,2 years ago,"my review about doctor mohammed herpes cure. thank god i gave him a chance to cure me, i saw so many comments about him on the cure of herpes virus and other diseases and infection, this man is 100% real. well. i notice there are still other fake doctors on line which they have scam me before, thank god for coming across doctor mohammed facebook page which www.facebook.com/herpes-cure-with-herbal-medicine-643324002519440 i am perfectly cured from the virus and my result came out negative after taking doctor mohammed herbal medicine for weeks. you can also contact him on whatsapp/chat +2349036036397 email herbalcure12@gmail.com this cure is real, i can not keep this healing to myself because i know a lot of people are dying silently of this virus thinking there is no cure. i have been scam several time so i do not want you to fall victim of those fake doctor outside there that is why i refer you to the right doctor which is doctor mohammed .....................",我关于穆罕默德疱疹医生治愈的评论。谢天谢地，我给了他一个治愈我的机会，我看到了很多关于他治愈疱疹病毒以及其他疾病和感染的评论，这个人是100％真实的。出色地。我注意到他们之前还有其他假医生，他们以前曾曾骗过我，感谢上帝遇到了穆罕默德Facebook医生，www.facebook.com/herpes-cure-with-with-herbal-medicine-64324002519440我从病毒和我的结果在服用穆罕默德医生几周后就呈阴性。您还可以通过WhatsApp/CHAP +2349036036397与他联系，电子邮件herbalcure12@gmail.com这种治疗是真实的，我无法对自己进行治疗，因为我知道很多人都默默地静静地垂死着这种病毒，以为没有治愈方法。我曾经骗过几次骗局，所以我不希望您成为外面那些假医生的受害者，这就是为什么我将您推荐给合适的医生，这是穆罕默德医生.................................... ......
9905,UgzbQOeWfF5fI_G2gGR4AaABAg,0,2 years ago,really like. huge garden has all kinds and residues are a very skillful person ❤️,很喜欢。巨大的花园有各种各样的东西，残留物是一个非常熟练的人❤️
9898,Ugz3DAUZkttog3l889p4AaABAg,0,2 years ago,shes really independent,她真的独立
9638,UgwiUKs9CznPh4uh4AJ4AaABAg.9H1aNavRHpS9IRShLFSRGH,0,2 years ago,@mariah9644 first of all i am not a racist.... but you are materialist. life is worthy. consciousness let's you calculate what is of real worth. life is precious.,@mariah9644首先，我不是种族主义者。...但是你是唯物主义者。生活值得。意识让您计算什么是真正的价值。生命诚可贵。
9604,Ugyf88P-NDiGTVA9OQx4AaABAg,0,2 years ago,"i have a problem, this is the real rice brown or white",我有一个问题， 这是真正的大米 棕色或白色
10176,Ugy8OoQnmB7sjEDpwCp4AaABAg,0,2 years ago,sheโ€s really good at it,她真的很擅长
9588,Ugxv1BeTXRzUC-ej7oh4AaABAg.9H4PahxTxp29HHCcEDSP4T,0,2 years ago,"@jesusdiedforyouproofjohn3.16 actually, i might be an agnostic. i might as well believe god is real, since humans aren’t possibly the most powerful beings in this universe. but i do believe in science. i don’t believe god created this world. science did. there you go",@Jesusdiedforyouptraf John3.16实际上，我可能是不可知论者。我也可能相信上帝是真实的，因为人类可能不是这个宇宙中最强大的生物。但是我确实相信科学。我不相信上帝创造了这个世界。科学做到了。你去
9550,UgxWQ2NEMVnHsiIciEB4AaABAg,0,2 years ago,real life monster hunter 5,现实生活中的怪物猎人5
9533,UgwdV70NDr7dzgpiz3Z4AaABAg.9H8Qrkvw57U9H8f2P48IFm,0,2 years ago,@benalonso5302 not really!!!,@benalonso5302不是真的！！！
9350,Ugys3eBxhxkYwH8s32p4AaABAg,0,2 years ago,really blessed u r,真的很幸运
9289,UgwZgVGVMsPwuBM1Wwd4AaABAg,0,2 years ago,i think her life is very tough but she really enjoy that life,我认为她的生活非常艰难，但她真的很喜欢那种生活
9283,Ugyk-azHusestvToc494AaABAg,0,2 years ago,really like,很喜欢
9215,Ugw_Sq-asajwM0tM-JV4AaABAg.9HWwgBF_95v9JLk2xekZT2,0,2 years ago,"@wowok2rlover581 wibu it is a term for people outside japan who really like the japanese, if the original japanese are called wibu",@wowok2rlover581 wibu这是一个真正喜欢日语的日本人的术语，如果原来的日语被称为wibu
9145,Ugz8i7FkVXqSl8UrXBJ4AaABAg,0,2 years ago,real life heroins...angel of the earth...,现实生活中的海洛因...地球的天使...
9101,UgzYtKXULXvMFF-Aok54AaABAg,0,2 years ago,"she is very talented, really its inspire video",她很有才华，确实是它的启发视频
9019,UgzWREMbGE6jWMIwJSR4AaABAg,0,2 years ago,"this seems great in the video but in real life these chores are really not that enjoyable. the candy making, preparing delicacies are really tiring and of course everything is absolutely mess. but the video is well shot and really satisfying.",这在视频中似乎很棒，但是在现实生活中，这些琐事确实不是那么有趣。制作糖果，准备美食确实很累，当然，一切都绝对是混乱的。但是视频拍摄得很好，真的很令人满意。
8964,UgzDAwjBngMMDOza7pl4AaABAg,0,2 years ago,"girl i really envy u... your home is like a dreamland for me... 
the life i always wanted to live, u live that life.","女孩，我真的很羡慕你...你的家对我来说就像一个梦之地...
我一直想生活的生活，你过着那个生活。"
8847,Ugz35ARBZuxac2gWVfB4AaABAg,0,2 years ago,liziqi you are making me realize that what i am doing everyday is nothing,liziqi你让我意识到我每天都在做什么，没什么
10154,Ugylsi-nRxT2KbArufh4AaABAg,0,2 years ago,love the videos but they are fake. just know this is not real.,喜欢这些视频，但它们是假的。只知道这不是真实的。
10314,Ugw4SWLivoCj0CTxcRV4AaABAg,0,2 years ago,i really like your meals you could put the spanish subtitles ๐’–,我真的很喜欢您的饭菜，您可以放上西班牙字幕
6460,Ugw6_jMipLVwqagdbZZ4AaABAg,0,2 years ago,"plot twist in real life she has a diferent character and personalities,,just kidding",现实生活中的情节扭曲她的性格和个性不同，只是开玩笑
11000,UgzzZDJqiwKfKcKD__x4AaABAg,0,2 years ago,all the heavy you are a real example of women. what fun,所有的沉重都是女性的真实榜样。什么乐趣
11528,UgxJCc74Z2ZxNBoZtDN4AaABAg,0,2 years ago,liqki u are such an inspiration for me...i really want to be in nature's shade ....direct me for an excellent gardening skills...plzz rply,liqki u对我来说是一个灵感...我真的很想成为大自然的阴影。
11513,UgxWlEEJzvdqUn6L_Oh4AaABAg.9EUZY6HVaBe9EZuRKLXafh,0,2 years ago,"she has many assistants, a whole team most likely, who shoots, mounts and uploads these films to the network? of course she is super! but it is definitely unrealistic to do this alone!",她有许多助手，最有可能的团队，他们会拍摄，安装和上传这些电影？她当然是超级！但是，独自做到这一点绝对是不现实的！
11499,Ugx3qZFvPWAnUkRgp3N4AaABAg,0,2 years ago,she really leves his mother,她真的有他的母亲
11494,Ugzjb0iN6xiLhRTv2H94AaABAg,0,2 years ago,you really really love your grandma,你真的很喜欢你的奶奶
11472,Ugzd3nLapFvQzjEvQdZ4AaABAg,0,2 years ago,"i liked the point, i really hacking the same",我喜欢这一点，我真的在黑客
11451,Ugx0trdyt6gLwVqPDM94AaABAg,0,2 years ago,"peace be upon you and the mercy and blessings of god almighty i was wearing very obsolete and fully torn clothes, but i had intelligence that was enough to be her favorite from among her students. my signs were very good, which caught her attention to always, i loved her until i loved the arabic subject that she was studying until she became my dialect, and my love for her.
one day (who was not in my mind) i called my name and asked me to stand in front of her office very loudly, so everyone watched and i did, but in my heart a great fear and surprised because the expressions of my teacher are not as usual. i did something that sparked her anger and i do not know, my god, which is a dilemma in it? !! and for a while, i heard her voice calling in my name, but i am suddenly thinking suddenly, i struck the office with a striking stick to me and i and around me to ask me how much your brothers? how old are your father?! ?? my brothers 4.
so i went to the country to four girls and said, i saw ??? you do not want to study and your parents provide all your requirements, while those who really need support here are in front of me and i cannot change the amount, so i directed the severity to me and said that i could help you to complete your studies, i know that you want it and you will not be able to complete it. if they could present to me some of their used clothes in her thinking of this, it may help me, but the opposite happened, i was preferred to her, which would have changed their jealousy, and when i asked them for old clothes for me, they did not come to her, but the opposite humiliated me and mocked me, but the strange thing about the passage of about 16 years old and i became sewn. professional. the subscription button and do the bell to receive all new and to get to know more, and god still i have a lot to tell you and do not forget, please, as long as you are in the care of god ......
https://youtu.be/dpfj7rwyir4","和平在你身边，全能的上帝的怜悯和祝福，我穿着非常过时和完全撕裂的衣服，但是我有足够的智慧，足以成为她在学生中的最爱。我的迹象非常好，这引起了她的注意，总是注意，我爱她，直到我爱她学习的阿拉伯语主题，直到她成为我的方言和对她的爱。
有一天（我不在我的想法）我叫我的名字，要求我大声地站在她的办公室前，所以每个人都看着，我做到了，但是在我心中，我感到非常恐惧和惊讶，因为我老师的表情是不像往常一样。我做的事情激发了她的愤怒，我不知道，我的上帝，这是一个困境？ !!有一段时间，我听到她的声音在我的名字中呼唤，但是我突然突然想着，我用醒目的棍子撞到了办公室，我和我周围和我周围问我多少兄弟？你父亲几岁？ ！??我的兄弟4。
所以我去了四个女孩说，我看到了？？？您不想学习，您的父母提供您的所有要求，而那些真正需要支持的人在我面前，我无法更改金额，所以我将严重程度指导给我，并说我可以帮助您完成您的工作研究，我知道您想要它，您将无法完成它。如果他们可以在她的想法中向我展示一些二手衣服，那可能会对我有所帮助，但相反，我更喜欢她，这会改变他们的嫉妒，当我要求他们为我吃旧衣服时，他们没有来找她，而是羞辱了我并嘲笑我，但是关于大约16岁的奇怪的事情，我变成了缝制。专业。订阅按钮，做铃铛以获得所有新事物并了解更多，上帝仍然有很多要告诉你的，只要你在照顾上帝的情况下，请不要忘记，请不要忘记。 ..... .....
https://youtu.be/dpfj7rwyir4"
11281,UgwpM8nC4t6hDaw8QpJ4AaABAg,0,2 years ago,that's a real popcorn ๐‘๐ป,那是一个真正的爆米花
11217,UgyBmjLOKEnKr5FDqE54AaABAg,0,2 years ago,oh donโ€t put soil again some times dog and cat and those thing that they are really small that they well always walking around an maybe thereโ€s one in it,哦，不要再把土壤再次放在狗和猫的情况
11190,UgxDqmaXJWw1fHBj8UR4AaABAg,0,2 years ago (edited),"the subtitles are too fast.. atimes it's a guess work - what she's doing..... ????๐ค” plz improve the quality if video.. else, its just a kinda interesting documentary video with nice background music,.. about one chinese village girl that's to her works.... everyday' chores... wonder, what's this really all about???...๐ค”",字幕太快了。。。关于她作品的一个中国乡村女孩。。。。。。。。。。。。。。。。。
11170,UgxEc3jjSR3UuORtLmt4AaABAg,0,2 years ago,"it's amazing, i really do anything",厉害了
11085,UgzGp7qebgXD6EeeW8F4AaABAg,0,2 years ago,popcorn is particularly real and full of childhood memories,爆米花特别真实，满满的童年回忆
11001,UgxPRdW1pN0rSvzwykV4AaABAg,0,2 years ago,i really like this video so cool,我真的很喜欢这个视频很酷
10998,UgyfHKW8P1gwIo1mye94AaABAg,0,2 years ago,i really like,我很喜欢
10443,UgyDCIe8SsbxIXPnelR4AaABAg,0,2 years ago,the real rich people,真正的富人
10996,UgyM_DYyNF1orefhrIV4AaABAg,0,2 years ago,"girl you really are like and in these videos, people to god who gives you an excellent man, to generate children like you to this world.",女孩，您真的很像，在这些视频中，为上帝赐给您一个出色男人的上帝，为这个世界带来像您这样的孩子。
10937,UgyWWiv5M8C6eB9hRXF4AaABAg,0,2 years ago,i watch your videos lot of times and they are really good. i wish you watch this channel https://www.youtube.com/channel/ucim-a8jadresjsd9z5a0sfg,我很多次观看了您的视频，它们真的很好。希望您观看此频道https://www.youtube.com/channel/ucim-a8jadresjsd9z5a0sfg
10848,UgwLb1iAzYUNHn1s8Ip4AaABAg,0,2 years ago,best really watched him ๐ salam from malaysia,最好看着他
10816,Ugzh0kK0IDPY7peOj3p4AaABAg,0,2 years ago,"really exciting, make a lot of one",真的很令人兴奋，做很多
10788,Ugz51N7h51T8I1SicB54AaABAg,0,2 years ago,"i wanted to live in such a place, so beautiful and full of plenty that it doesn't even look real.",我想住在这样一个地方，如此美丽而充满了很多，甚至看起来都不是真实的。
10781,UgwlkkSxKKD0unXyD8t4AaABAg,0,2 years ago,love from india...i wonder how beautifully you can cook different dishes from all types of things..i have watched many videos of yours..really inspiring. and look here i know nothing to cook ..can you just let me know from which country are you?..and also do you actually stay there permanently?..on the whole you are amazing..lots of love,来自印度的爱...我想知道您可以从各种类型的所有类型的菜肴中烹饪不同的菜肴。.我看过您的许多视频。在这里看我什么都不知道..你能告诉我你是哪个国家吗？..你实际上是永久呆在那里吗？
10768,Ugxna_i2Ja6EieM6Glh4AaABAg.9FWqKboIn_r9FY55MdZBow,0,2 years ago,"i too ๐, btw really delicious if you live there :)",我也是
10703,Ugy5btnDpndQUW4NPWh4AaABAg,0,2 years ago,"very, very well done video, thanks a ton for sharing. just... one little thing, isn't it the soundtrack from digimon, first season, the one that you're using for almost the whole video? (shouri zen) it really surprised me xd",非常非常出色的视频，感谢您的分享。只是...一件小事，这不是Digimon的原声带，第一个季节，您几乎是整个视频的配乐吗？ （Shouri Zen）真的让我感到惊讶
10638,Ugypf2aTKcG5kXkIpol4AaABAg,0,2 years ago,the real treasure is patience.,真正的宝藏是耐心。
10627,UgwmdP7r6DLPrZ28pMt4AaABAg,0,2 years ago (edited),ccp puppet! she is beautiful and talented...the perfect person to be used by the ccp to brainwash people into believing that communism is good. wake up people. your being brainwashed. communist china isn't good and this does not show real life in china!,CCP木偶！她是美丽而有才华的……由CCP使用的完美人物，以洗脑人们认为共产主义是好的。唤醒人们。您被洗脑了。共产主义中国不好，这在​​中国没有表现出现实生活！
10550,UgyS6iUXV9NaqfC6aBV4AaABAg,0,2 years ago,really a tough life she has but made her own heaven in it,她确实过着艰难的生活，但在里面做了自己的天堂
10479,UgxTjZzW4AdZRlKU61t4AaABAg,0,2 years ago,"hey meeru andharu anduku night heavy meal tintaru adhi good habit kaadu ...... morning and afternoon should heavy meal ..... ok
asala niku antha balam ekkadedi ... enni panluu chestunave ..... you are realy great","嘿Meeru Andharu Anduku Night highte highthe tintaru adhi好习惯Kaadu ......早上和下午应该沉重的饭.....
asala niku antha balam ekkadedi ... enni panluu Chestunave .....你真的很棒"
8666,UgwTlHB_SevOKa1xuJl4AaABAg,0,2 years ago,feels like to settle there 's really awesome place close to nature type ❤️❤️❤️... video was awesome,感觉就像要在那里定居。
8627,UgxP89mW8pCGuo_lx_54AaABAg,0,2 years ago,"你 是 什 你 不 上 不是 不 不 不
what do you mean? you did not forget tiananmen last time and said that democracy will surely recover.

上次 说 香 加 的 的 是?
so what did you say to support hong kong protests?

赞 维 维 人 人 独 独, 欢 欢 啊
it is welcome to agree with the independence of the uighurs

看 你 语 说 怀 刘晓 刘晓, 你 是 人 啊
i'm a good person to see liu xiaobo in korean that i miss it.

你 文 问 过 ""想 人 人民 人 怎 的 的 的 吗?""
did you ask how tibetans wanted to know how they were suppressed by the communist party?

在 这 见 ""轮"" 炼 炼 炼, 真 高兴。
it's really nice to meet falun gong practitioner here. do you know the next collection?

习 的 的 的 的 独 独 ""的 讲 讲 文 文 的 的。
i heard a speech in korean that i oppose xi jinping's dictatorship. now it's time to move into action.

天安 门 门 关 关 进 顺 顺
tiananmen activities are going well

小心 被 当 逮 逮 / 一 结 就 销毁
be careful not to get caught in the authorities.","你你你上不是是不
您是什么意思？您上次没有忘记天安门，并说民主肯定会恢复。

上上说加的的？
那么，您说的是支持香港抗议活动？

赞维维人独，欢欢欢
欢迎同意维格尔人的独立性

看你说怀，你你是人人
我是一个好人，我想念我很想念的刘海奥波。

你文问问想想人怎的的的？
您是否问过藏人想知道他们是如何被共产党压制的？

在这见“轮”炼炼，真真真真
在这里认识Falun Gong的实践者真是太好了。你知道下一个收藏吗？

习的的独独独的的讲讲文的。
我听到韩国人的讲话说我反对习近平的独裁统治。现在是时候采取行动了。

天安天安门关进顺顺
天安门的活动进展顺利

小心 /一 /一一结就
注意不要被当局抓住。"
8619,UgwJJxofCrEQ7b_avfF4AaABAg,0,2 years ago,"i really loved this video, here is the link 
https://youtu.be/eorkllu-o0a","我真的很喜欢这个视频，这是链接
https://youtu.be/eorkllu-o0a"
6835,Ugx0qFin2Y13BR_WoqZ4AaABAg,0,2 years ago,she is real life anime character,她是现实生活中的动漫角色
7786,Ugzs4WXXc8sdSl0gsHp4AaABAg.9JQ8zPGq6ae9JkhVKCpAqD,0,2 years ago,"@shinkurosetta2157 that's why a fairy tale like this exists, make our real lives more acceptable",@shinkurosetta2157这就是为什么这样的童话存在，使我们的现实生活更加可接受
7669,UgzdnwtzmDti_qwG25N4AaABAg,0,2 years ago,this is soo hard working ..we should thank god tht we use to buy any thing easily from markets...we don't admire the real hard works for those who easy our life somuch ..,这是如此艰苦的工作。我们应该感谢上帝，我们用来轻松地从市场上购买任何东西...我们不佩服那些轻松生活的人的真正艰苦的工作。
7541,Ugz33gk2n58Ad39Ysvt4AaABAg.9JfTa1DwsQJ9M65KRP0wpU,0,2 years ago,"@reubennelson4086 we do this in vietnam, i used to live like this due to poor conditions back then but it is really really fun, invent new things, cook food without electric appliance, my father build a small farm and i had a pet baby goat xd, it was super cute.",@reubennelson4086我们在越南这样做，当时我经常过这样的生活，但这真的很有趣，发明新东西，不用电气烹饪食物，我的父亲建造了一个小农场，我有一只宠物婴儿山羊XD，它非常可爱。
7503,Ugz4o7076PUGy60zolV4AaABAg,0,2 years ago,you are realy heard working .,您确实听到了工作。
7430,UgwEKuLVnYGyBfR4LvR4AaABAg,0,2 years ago,she must be called as wonder women for real.❤️❤️...i ask god to make my heart to think like her and to act like her...i hd been depressed for 6 six yrs till now...i pray to god to make my life beautiful n happy like her..,她必须被称为真实的神奇女人。上帝使我的生活像她一样幸福。
7409,UgyJdy5sTjmcEw2TNdp4AaABAg,0,2 years ago,this video are really good,这个视频真的很好
7266,UgzRBkuIihuJQLwnVpN4AaABAg,0,2 years ago,many philosophical teachings that are very deep for life ... and the balance of nature. really look at it.,许多哲学教义对生活非常深刻……以及自然的平衡。真的看着它。
7042,UgwinxWIB5Rkppgi0Bx4AaABAg,0,2 years ago,one side she pick up all natural fruit and vegetables and then she eat a non veg... oh god really bad..,一侧她拿起所有天然水果和蔬菜，然后她吃了一个非蔬菜……哦，上帝真的很糟糕。
6943,Ugy8IxahBsHSnxeStrR4AaABAg,0,2 years ago,besides being beautiful ... super competent ... kd feminists look at a real woman,除了美丽...超级胜任... KD女权主义者看着一个真正的女人
6912,UgyaF28bMHufJzlVDch4AaABAg,0,2 years ago,i really like the video he,我真的很喜欢他直接到这一点的视频。我的灵感爱你liziqi❤
