,cid,votes,time,含real,含real中文翻译
12792,UgxO-CAZiSf23HCVpit4AaABAg,0,3 years ago,when watching these videos i get the feeling that i don't even really know how to human...,观看这些视频时，我会感觉到我什至不知道该如何成为人类...
10138,UgxSygvmXz6dJTdD0r14AaABAg,0,3 years ago,really a girl who makes me jealous of my heart. dear allah,真的是一个让我嫉妒自己的心的女孩。亲爱的阿拉
13862,UgwMDancO5kO8xcPkI54AaABAg,0,3 years ago,i did not realize long bean grew like that...,我没有意识到那样长豆了...
13861,UgyAC61l5lapTRh9zGN4AaABAg,0,3 years ago,"it's so real, especially with a large iron pot with a cloth, i only saw my grandma doing this",太真实了，特别是用布擦大铁锅那个，我只看到我奶奶这么做过
13809,UgxEH3Aic0mHUW54HDJ4AaABAg,0,3 years ago,is it really ... such an earth in china is fertile ????? everything is growing .......,真的...在中国这样的地球是肥沃的吗？？？？
13805,UgxWyZQascH9AcHoKbR4AaABAg,0,3 years ago,"it's really amazing, it's the best youtube i've seen. i want to see you from a young age, but how are you doing that well? when did you see how to use the ingredients?",这真是太神奇了，这是我见过的最好的YouTube。我想从小就见到您，但是您怎么做得很好？什么时候看到如何使用成分？
13802,Ugx4eWQSrehC54xg0Ul4AaABAg,0,3 years ago,"kim falling in love about toi... âne your simply life... i really want to be whith yu !!! stay like that, y're the best for me",Kim爱上了Toi ...ânne您的简单生活...我真的很想成为Yu ！！！像我一样留下那样，对我来说是最好的
13765,Ugx4KQIlWEH_G2_BSeJ4AaABAg,0,3 years ago,and she is real beautiful !,她真的很漂亮！
13734,UgwHZepCokB4vc8Nk514AaABAg,0,3 years ago (edited),i really would like to taste some of these dishes. is there a possibility to make a micro restaurant ?,我真的很想品尝其中一些菜。有可能制作微型餐厅吗？
13706,UgyvHuAh_EVjRwbY9sN4AaABAg,0,3 years ago,i really like life in the middle of nature like this. wonderful !,我真的很喜欢这样的生活中的生活。精彩的 ！
13695,UgzpMc6k1oNS2MMHnMd4AaABAg.951j-CQZqxm95DSaa_MEig,0,3 years ago,"not many people in china like this dish, it really smells",在中国没有多少人像这道菜一样，它确实闻到了
13693,Ugwozg4EJ42WwVD7TO54AaABAg.95294RmHqBk956A7tBMJOr,0,3 years ago,"ligaya annawi it's just different style of shooting and editing. she did all the work, so it is real. don't like it? just leave.",Ligaya Annawi只是拍摄和编辑的不同风格。她完成了所有工作，所以这是真实的。不喜欢吗？走吧。
13689,UgwYWYcbxZ6oEY0jFFh4AaABAg,0,3 years ago,this woman is really good at home like this.,这个女人真的很擅长在家。
13677,UgxT4ckJJLEj6Vk-rlt4AaABAg,0,3 years ago,"at first i saw many polin channels who were recommended here, crazy cooking really quickly turned out",起初，我看到许多Polin频道在这里推荐，疯狂的烹饪真的很快就会出现
13660,UgzYrEL5e7O43FpaXYl4AaABAg,0,3 years ago,"in his real life, he really lives alone with his grandmother, huh?",在他的现实生活中，他真的和祖母独自生活，是吗？
13645,UgzfovbD1QHEUBxoT9R4AaABAg,0,3 years ago,finding such a wife is really the happiest thing in life.,找个这样的老婆，真是人生最幸福的一件事。
13623,UgyBMxNtPHdVqzHmJrV4AaABAg.9568akOSnd2956F959bq3y,0,3 years ago,"people don't understand, it's really a mental retardation",人话都说不明白，真是个智障
13922,Ugw6PCtHp1hl6qQTCCN4AaABAg,0,3 years ago,"bamboo is really a good plant !!!!
you can eat it ~~
i don't know how spicy this is ...","竹子真是好植物!!!!
可以用可以吃~~
不知道这辣度如何...."
13972,UgwvCYKYzMU5jzi4-EN4AaABAg,0,3 years ago,every thing was very natural i really want to have her cooking...i really miss my home town when i watched this video,每件事都很自然，我真的很想做她做饭...当我看这部视频时，我真的很想念我的家乡
13615,UgyBMxNtPHdVqzHmJrV4AaABAg,0,3 years ago,"are you deceiving, cheated abroad?
are you really afraid that your mother scolds you in the hell fire?","你骗人，骗到国外了？
真的你不怕你妈在地狱火里骂你缺德吗？"
14024,UgznloRXckWh9QKPUOt4AaABAg,0,3 years ago,she really has the best farm,她真的有最好的农场
10005,UgwEdNCIdSYUUA7y3Up4AaABAg,0,3 years ago,real life animal crossing!,现实生活中的动物交叉！
10044,Ugy023bM7L61GPd98LR4AaABAg,0,3 years ago,really good,真的很好
14203,UgzycCRDHac15FIFtR54AaABAg,0,3 years ago,"this is really delicious. screw fans .. there is a packaging box in chinatown, new york",这个是真的好吃.螺丝粉..纽约唐人街有卖包装盒
14182,UgzwaqV6_W6bALH097V4AaABAg,0,3 years ago,"the food you cooked is delicious, but i really hope that wuhan people can spend this popular https://www.ntdtv.com/b5/2020/01/29/a 102763883.html?fbclid=iwar1bvrpducvsdzeiuq4jcghghgisgzauqz -84bagnpox24qpgod7g",您煮的食物很好吃，但我真的希望武汉人能度过这场大流行 https://www.ntdtv.com/b5/2020/01/29/a102763883.html?fbclid=IwAR1BvRpDUcvSDzEiUq4JCCgHHGY3xERKISGZAuqz-84bagnpox24qPGod7g
14160,Ugzdb3Ja5TowGO8Dbax4AaABAg,0,3 years ago,ok now i realized that this video has so good quality,好的，现在我意识到该视频的质量很高
14154,UgwONMQtQAjBuc0cfDl4AaABAg,0,3 years ago,if in indo the name is bamboo shoots ... it feels really good,如果在印第安
10136,Ugync-3IyhgZ3vOJOLh4AaABAg,0,3 years ago,hi liziqi all right with you i really like watching your videos return something to me,嗨，liziqi，我真的很喜欢看你的视频给我返回一些东西
14141,UgzvZwOwmwVnELYFcP14AaABAg,0,3 years ago,is it really long beans? ?,真的是豆吗？ ？
14140,UgwTj8fTUzbT7CAmIxF4AaABAg,0,3 years ago,these videos made me 're think about our present lives. life should be like this. i feel this girl is the real 'olang' who was the farmer's wife in the nobel prize winning story 'the good earth'.,这些视频使我想到了我们现在的生活。生活应该是这样的。我觉得这个女孩是真正的“奥朗”，他是诺贝尔奖获奖故事“好地球”中农民的妻子。
14114,UgwDTsqAUs2Tv9FbMbN4AaABAg,0,3 years ago,maskman burst into chestnuts of the ccp ccp? human blood steamed buns really fragrant?,面具人爆了栗子七 中共的大外宣？人血馒头真香？
14113,UgzjX7FdgDxWY2fCKsR4AaABAg,0,3 years ago,"really beautiful, i find great pleasure when i reger all your videos
best wishes","真的很漂亮，当我重新制定您的所有视频时，我感到非常高兴
最好的祝愿"
14071,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p895jxHNAuEce,0,3 years ago,galadreana lopez this is the harsh reality,Galadreana Lopez这是苛刻的现实
14042,UgyX9k0_qK3SIhhyCoR4AaABAg,0,3 years ago,i was really mouth -watering!,我真的很开心！
14028,Ugw5Eu8CdNpCv-bURrd4AaABAg,0,3 years ago,"damn !!!!!!! the video could see lasted an hour and i would not have realized, it was 10 minutes and i never noticed it for how interesting it is and without a single word.",该死 ！！！！！！！视频可以看到一个小时，我不会意识到，那是10分钟，我从未注意到它的有趣，没有一个字。
14027,Ugw873RB3g8Nq5TYdHd4AaABAg,0,3 years ago,this is really relaxing to watch,这真的很放松
13616,UgyAHWYXZDE7ESsCd9l4AaABAg,0,3 years ago,"the snail lion powder is delicious. essence ziyi is really too strong 真
i can't eat it in taiwan
want to know what oil is used (yellow)","
我在台湾都吃不到
想知道子柒用的都是什么油（黄色的）"
13574,Ugx3-Xmo2rp5xXpHVCh4AaABAg,0,3 years ago,i am in love with you.. though it might sound weird but i really wanna help you so much everytime i see you..haha you're amazing,我爱上了你..虽然听起来很奇怪，但是每次见到你时，我真的很想帮助你..哈哈你很棒
12802,Ugy3t6VroAY3GRMPo1x4AaABAg,0,3 years ago,"racked vegetables, really casually!",随便卤菜，果然随便！
13059,UgyOaMH22bWZXWeKzFJ4AaABAg,0,3 years ago,"i will see it ...
this person is really amazing (´ ； ω ； ｀)","我会看到的...
这个人真的很棒（´；ω；；）"
13037,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk976VfHeSM61,0,3 years ago,"then you wouldn't see things like this video... you would see exactly what's around you... this video is good to see because it's not a real life, but just a dream...",然后，您将看不到此视频类似的东西...您会确切地看到周围的内容...这段视频很高兴看到，因为它不是现实生活，而只是一个梦想...
13033,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96to0jYk4Bs,0,3 years ago,curious pillai yes but if we all loved far away from civilisation and we end up getting really hurt or sick then tf are we gonna do. legit you could plant your own fruits and vegetables whenever you want,好奇的Pillai是的，但是如果我们所有人都喜欢远离文明，并且最终会受到真正的伤害或生病，那么我们会做的。合法您可以随时种植自己的水果和蔬菜
13000,Ugx4jWf0K48TCHT_QB94AaABAg,0,3 years ago,"this style of video is really good, i like the rural life the most",这种风格的视频真的很好，乡村的生活我最喜欢
12983,UgyrRS8rDhxTudk30ZV4AaABAg,0,3 years ago,"never heard of her untell to day i hope it's not a social propaganda technique to forget where the coronavirus came from. on that exception nature's very beautiful but with this epidemic we cant appreciate the attribute what really living has to offer . china need help with your disease control , point blank.",从来没有听说过她对一天的揭露，我希望这不是一种社会宣传技术，可以忘记冠状病毒的来源。在这种例外，大自然非常美丽，但是由于这种流行病，我们无法欣赏真正的生活所提供的属性。中国需要帮助您的疾病控制，指向空白。
12956,UgzDPvWJxWyvMzwkW-J4AaABAg,0,3 years ago,i really want to eat,好想吃
12932,Ugz9IQuQJ9F7nlrEDhV4AaABAg,0,3 years ago,"让 will come to help you, so that you can really see you so much",ı会来帮助您，让您如此努力ı能真正看到您
10293,UgxHBwAgqAvBqbIy4UZ4AaABAg,0,3 years ago,did you really have to eat those snails? you have an abundance.,你真的必须吃那些蜗牛吗？你有很多。
10294,UgzYvG3GmZkbf2unpft4AaABAg,0,3 years ago,udh beautiful smart cooking really,UDH美丽的聪明烹饪真的
10306,UgyNrjruMdUkC4yZO9d4AaABAg,0,3 years ago,this.....is a real woman....this is what a man needs,这是一个真正的女人....这是男人需要的
12882,UgzvzXk3hE-YiE0e_0V4AaABAg,0,3 years ago,"hi liziqi, i really enjoy your videos.. they're very relaxing.. can we have a video about a tour in your garden? i'm planning to have a garden similar to yours after my baby's born, i'm want to plant some fruit trees as well as some veggies so that i can feed my family fresh and healthy food like you",嗨，利兹奇，我真的很喜欢你的视频..他们很放松..我们可以在您的花园里有一个有关游览的视频吗？我打算在宝宝出生后有一个与您的花园相似的花园，我想种一些果树以及一些蔬菜，以便我可以像您这样的家人新鲜健康的食物
12872,UgwVipBgVL8h3wNK6Lt4AaABAg,0,3 years ago,that's really right,真的是正确的
12859,Ugz99Yy1xYeuze3pgHZ4AaABAg,0,3 years ago,do you get married? you are very happy to be your husband. essence i really want to be your husband,请问你结婚了吗，做你老公定很幸福。。真想做你老公
10316,Ugx1xiTG0W2et9_wNMh4AaABAg,0,3 years ago,i really like your video,我真的很喜欢你的视频
10340,UgzSRnA7_urjUQ_vzzp4AaABAg.98qQ9IjkkeR9ANDZ5nRzTe,0,2 years ago,"@fafa-rd4wx that's an interesting point you make. the ccp are savages, i will give you that. china is a very bad (in my opinion) place to live.
i worked for huawei for a number of years here in the uk, and they used to send chinese nationals here to work and they were almost crying telling me stories. they were really afraid.","@fafa-rd4wx这是您提出的一个有趣的观点。 CCP是野蛮人，我会给你的。中国是一个非常糟糕的居住地。
我在华为工作了多年，在英国，他们曾经派遣中国国民来工作，他们几乎在哭泣，告诉我故事。他们真的很害怕。"
12810,Ugw0VWEV621rtS8a0Ox4AaABAg.96InpUsZew596KlEX2jQIs,0,3 years ago,do you really call zhang san?,你真的叫张三吗？
13049,UgzFVmbqa9WORMyWzPJ4AaABAg,0,3 years ago,hiya ~ i admired it ~ ^^ it's really great ~ cooking genius ~ bamboo and wood craft ~,hiya〜我很欣赏它〜^^真的很棒〜烹饪天才〜竹和木工〜
13076,UgwsZDggund_8uJQA0Z4AaABAg,0,3 years ago,i really like this girl's channel! watch all the time boring! i wish to live here ??,我真的很喜欢这个女孩的频道！一直看无聊！我想住在这里吗？
13522,UgxWG5rxVK_arlWgUcN4AaABAg,0,3 years ago,"really ur channel make me relize i want to be healthy like you,, go anywhere by foot.thank you for this life god",真的，您的频道让我依赖我想像您一样健康，步行到任何地方。谢谢您这一生
13090,UgyhS4_kPSDe5l_V0FN4AaABAg,0,3 years ago,"i used to think that fang yibao only existed in the novel and tv series, but i did not expect that there is really in reality",曾经我以为方一勺只存在小说电视剧里，没想到现实中真的有
13509,Ugxqti0LkNyIgaDHp6d4AaABAg,0,3 years ago,"i really want to eat, i want to eat 想",好想吃好想吃
13476,UgyF9tEuMsV68gW_9F14AaABAg.95O4S11kPAl95e__lPMqav,0,3 years ago,"folinky fu, do you really think he/she is right?",Folinky fu 你是真认为他/她是对的么？
13462,UgzupvIR0kUEUztU6C14AaABAg,0,3 years ago,she is the real diy queen,她是真正的DIY女王
13460,Ugw3MXVE3qDdwCW9GKl4AaABAg,0,3 years ago,i really like her large pot i real like her hug pot,好喜欢她这口大锅 I really like her huge pot
13395,UgymkqN_2oI7aZrGp-14AaABAg,0,3 years ago,life like this is really comfortable,这样生活真的太惬意了
13387,Ugx7SVuWjNpOLmljsyd4AaABAg,0,3 years ago (edited),i really like this bamboo wood. what is the house growing? gosaw. i like it.,我真的很喜欢这种竹子。房子在生长什么？Gosaw。我喜欢它。
13332,UgzA7Y_b5jiuNb7O1nl4AaABAg,0,3 years ago,"she is such a treasure. but i have to say the ultra hd hyper realistic video quality almost takes away from an authentic visual of nature in real life, as you see it, which takes a wee bit off the lovely charm of seeing her videos . just saying!!",她是如此的宝藏。但是我不得不说，正如您所看到的那样，Ultra HD超级逼真的视频质量几乎可以从现实生活中的真实自然视觉效果中消失，这使观看她的视频的可爱魅力丝毫不可能。只是说！
13271,UgyaMlyqYuyZxgEDl_t4AaABAg,0,3 years ago,when i watch her videos its like i am watching chinese fantasy movies. movies like you never know that is existing in real life,当我观看她的视频时，就像我在看中国幻想电影一样。像你这样的电影永远不知道现实生活中存在
13189,UgzmiCvKLlXSAgCLGyt4AaABAg,0,3 years ago,"in reality, chinese rural people are not good at her.",现实中的中国农村人 日子可没她过得好
13184,UgzOpEhj1IUqoEbggNF4AaABAg,0,3 years ago,"ống kính tây bắc subscribers
guys, i hope that you can see my comment. i'm here to tell you something about her childhood and now. as far as i'm concerned, her mother passed away when she was little. soon after, her father married another woman. her stepmother was mean, she was like every stepmother you've read about in the fairy tales. ziqi was forced to do all the housework, she didn't even get to go to school usually. her grandparents were very supportive to her and protected her, they are the most important people to her. her father passed away then, and idk what happened to her stepmother after that. she then quit school and came to the cities to work as much as she could to help her grandparents. she has been a waitress, a dj and all the other stuffs. but then, her granddad passed away, and her grandmother as you all see in the videos was sick. so she quit everything and came back to her hometown to take care of her grandmother although she knew that the finance would be a burden. she then figured out how to make a video. she made the video how to dye cloth by grapes' skin and people love it. she did all the work by herself and try again countless times. one video that is making chinese noodles, everytime she has set the camera angle, the dough got dry and she cannot use it anymore. so she had to make the dough by scratch again and again to record. the dough that was dry, she then baked them into bread for her and her mother to eat. she then said that she was scared just looking at the bread for a while. when she had some money earned from the videos, she hired some camera men, just 2 or 3, to support her. but the fame and popularity have led to her lack of privacy. papparazi, fly cams are all over her house, she feels really sorry and somehow guilty to her grandmother because of that. she suggested moving to another house but her grandmother told that she had lived in the house for her entire life, so she wouldn't want to move. some people may say that the videos are fake, that she didn't actually do what was shown in the videos, she just shows her hardworking hands. she really has had an unfortunate childhood, so she deserves what she has today. please, if you find my comment interesting, leave a like. this is based on my own knowledge so if i'm wrong, let me know. you can support her by clicking the ads or watching it till the end. thank you ❤","ốngkínhtâybắc订户
伙计们，希望您能看到我的评论。我在这里告诉您有关她的童年和现在的信息。就我而言，她的母亲小时候去世了。不久之后，她的父亲嫁给了另一个女人。她的继母是卑鄙的，她就像您在童话故事中读过的每个继母一样。 Ziqi被迫进行所有家务劳动，她通常甚至都没有上学。她的祖父母对她非常支持并保护她，他们是她最重要的人。她父亲那时去世了，在那之后她的继母发生了什么事。然后，她退出学校，来到城市尽可能多地工作以帮助她的祖父母。她一直是女服务员，DJ和所有其他东西。但是随后，她的爷爷去世了，当你在视频中看到的那样，她的祖母病了。因此，她辞去一切，然后回到家乡照顾祖母，尽管她知道财务将是一个负担。然后，她想出了如何制作视频。她制作了视频如何用葡萄的皮肤染色布，人们喜欢它。她自己做所有的工作，然后无数次重试。一个正在制作中国面条的视频，每次设置相机角度时，面团都会干燥，她再也无法使用它了。因此，她不得不一次又一次地划痕才能记录下来。干燥的面团，然后将它们烤成面包供她和她的母亲吃。然后，她说她只是害怕看面包一段时间。当她从视频中赚钱时，她雇用了一些只有2或3个相机的人来支持她。但是，名望和受欢迎程度导致她缺乏隐私。帕帕拉西（Papparazi），苍蝇凸轮都在她的房子上，因此，她对祖母感到非常抱歉，并以某种方式感到内gui。她建议搬到另一所房子，但她的祖母告诉她一生都住在房子里，所以她不想搬家。有些人可能会说这些视频是假的，她实际上没有做视频中显示的事情，她只是展示了勤奋的手。她确实有一个不幸的童年，所以她应该得到今天的一切。请，如果您觉得我的评论很有趣，请留下类似。这是基于我自己的知识，所以如果我错了，请告诉我。您可以通过单击广告或观看直到最后来支持她。谢谢"
13174,UgwPpcEdjMq-p35E7Y94AaABAg,0,3 years ago,is there really a woman like this in the real world ??,现实世界中真的有这样的女人吗？
13172,UgzTP5B_8lGQuaz7nMZ4AaABAg,0,3 years ago,"i am so envious of the girl who can cook, and where is this the countryside how to go out and pick up the ingredients that they eat, i really want to eat screwdriver",我好羡慕会做饭的女生，还有这是哪里的田园怎么出门随便捡都有吃的食材，好想吃螺丝粉
10231,Ugxp3HWQIfSlTkqsEBd4AaABAg,0,3 years ago,i really like her. full of skills,我真的喜欢她。充满技能
13115,UgzWeZtz9a21hDr0ud14AaABAg,0,3 years ago,"there are really local characteristics, and you will have a chance to try it!",真有地方特色，有机会一定会去尝尝的！
10240,UgwWiVBrwHpe2Opknmt4AaABAg,0,3 years ago,"bamboo shoots are really good, especially using coconut milk beuhhh",竹芽真的很好，尤其是使用椰奶beuhhh
8742,UgwOPHoYWRVZiT-kCU54AaABAg,0,2 years ago,"i really like the view, what are you with grandma
sorry, i can not speak english","我真的很喜欢景色，你和奶奶是什么
抱歉，我不会说英语"
16854,Ugxp9nxpbfefScVJ4k94AaABAg,0,3 years ago,"i'm really curious. the beauty is so good, but who is the hell? is it a government support policy? why is he always working alone?",我真的很好奇。美丽是如此的好，但是谁是地狱？这是政府支持政策吗？他为什么总是独自工作？
22351,UgztyO87ljhn_rBfABx4AaABAg,0,3 years ago,i really wanna live in this place,我真的想住在这个地方
19875,UgyH2bILC0gfyCAXf4B4AaABAg,0,3 years ago,"dear, china? good life, i really want to see the life of the original ecology,",亲，中国那里？好向往的生活，好想去看看原生态的生活，
5442,UgyPdb6mh-_D_oEDsod4AaABAg,0,2 years ago,"li zizhenโ€s bags of snails are really uncomfortable, and they are more expensive than ordinary snail powder.",李子柒的袋装螺蛳粉味道真是不敢恭维，还比一般的螺蛳粉贵
19989,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq93AT2bl2Ycq,0,3 years ago,@karonhdu3323 that's not your real life. and i'm sure you just watch videos all day for enjoyment,@karonhdu3323不是您的现实生活。而且我敢肯定，您整天都观看视频享受
19988,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq93-kcfDgWUx,0,3 years ago,i only care about the content of the videos that teach me how to enjoy the real life of my own.thats all,我只关心教会我如何享受自己的真实生活的视频的内容。
5475,UgyvC0zdox_RcDJUAUh4AaABAg.9GOFskXFXco9Gpp9t1baHJ,0,2 years ago,there is a real value of a real heat. okkkkkkk understand,真正的热量有真正的价值。 OKKKKKK了解
5491,UgyvC0zdox_RcDJUAUh4AaABAg.9GOFskXFXco9JVXIfNWcZ5,0,2 years ago,yes..that really true,是的..这是真的
5510,UgzmHprBfMU02tuUqsF4AaABAg,0,2 years ago,it is realy claming to watch.,这真是令人震惊。
19915,Ugx3zuXyOf11s3dxiwp4AaABAg.91GSbollkUx92E97OqG3pT,0,3 years ago,"david hutchins there are still many people living similar lifestyle like she does in china. one point i really like about ziqi is that she has a dedication and passion of sharing chinese culture to the world. it’s something that many people would like to do but somehow lack of ability or determination. we should all believe her because as audiences, we feel it. we should offer more encouragement and appreciation. what’s most important that she really delivers peace and calmness to audiences and we all receive positive influences or energy from her videos. and i reallyyyy like her temperament.",大卫·哈钦斯（David Hutchins）仍然有许多人过着与中国相似的生活方式。我真的很喜欢Ziqi的一点是，她对与世界分享中国文化的奉献精神和热情。这是许多人想做的事情，但某种程度上缺乏能力或决心。我们都应该相信她，因为作为观众，我们感受到了。我们应该提供更多的鼓励和赞赏。最重要的是，她真正为观众提供和平与平静，我们都从她的视频中获得了积极的影响或精力。我真的很喜欢她的气质。
19839,Ugx7yI6htaIQBlC8EVh4AaABAg,0,3 years ago,"i am vietnamese, really like your channel",我是越南人，真的很喜欢你的频道
20502,Ugy2PqrpDjfPGF4ClPB4AaABAg,0,3 years ago,sichuan is really a good place,四川真是个好地方
19769,Ugx265JeYWJBTlGzv894AaABAg,0,3 years ago (edited),"this thing is so smelly, i can’t eat it, and there are so many author fans really",这东西好臭啊，实在吃不下去，还有作者粉丝真多
19750,Ugy8WLdbbrbY-_P0gON4AaABAg,0,3 years ago,is this myth or real life,这是神话 还是现实生活
19749,Ugy6F-G8Cl8xn5X65hp4AaABAg,0,3 years ago,wonder woman on really life,神奇女侠真的生活
19734,UgyCSTxuK2ppDXkyAnJ4AaABAg,0,3 years ago,this is so mouthwatering. looks really tasty and healthy.,这是如此令人垂涎。看起来真的很美味又健康。
19714,UgxEBiL4yjxeTxB6seJ4AaABAg,0,3 years ago,look at this is really terrible ...,饭点儿看这个真要命………
19692,UgyCmxslq3IjvQiMmZ94AaABAg.91b9Iwityop92P91U8AdoG,0,3 years ago,sugi surya i just found she had online shop we can buy all the food she made，the source，desert，tea，the noodle，the review said it‘s really tasty，can wait to shop all products：）,Sugi Surya，我刚刚发现她有在线商店，我们可以购买她所做的所有食物，沙漠，茶，面条，评论说真的很美味，可以等待购买所有产品：
19683,UgzO_WGl1UvOTQle80d4AaABAg,0,3 years ago (edited),"zhi chi, a young woman who is kind, cooks, telling recipes and methods. for the general public good luck and happiness. today, stir -fried bamboo shoots, long beans, donated with the remaining grandmother to eat the next day or sell to earn money. the future is hoping to be rich, the little girl this is a genuine chinese, fruit plant. dry, pickled, pickled, branches, weeds, as fuel, raising animals for self -use, self -use, sell, sell, make it to see as well. do only do not talk people in and abroad like therefore have ten million fans to follow really awesome, the little and pathetic little girl her history is very attractive. right now, the little girl beside the bridge that she used to be famous is her life. history is in the clip that she spoke alone, answering with the fan club who was with two grandmother. near the bridge there are village headmen to help parents and grandfather at a young age. looks very difficult. wish you good health and good luck, both grandchildren, talented people 写给 泰国 看 看",智奇（Zhi Chi）是一个善良的年轻女子，烹饪，讲食谱和方法。对于公众祝你好运和幸福。今天，搅拌竹芽，长豆，与剩下的祖母捐赠第二天或卖钱。未来希望有钱，小女孩这是一个真正的中国水果植物。干燥，腌制，腌制，树枝，杂草作为燃料，饲养动物以自我使用，自我使用，出售，出售，也可以看到。只能不说话国外的人喜欢因此有一千万的粉丝要跟随真的很棒，小而可悲的小女孩她的历史非常吸引人。现在，她曾经出名的桥旁边的小女孩是她的生活。她独自讲话的历史是在剪辑中，与两个祖母的粉丝俱乐部回答。在桥附近有村长在很小的时候帮助父母和祖父。看起来很困难。祝您身体健康，祝您好运，两个孙子，才华横溢的人写写看看
20006,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq9ZCDXZ_blwO,0,1 year ago,"some people think it’s too staged, too fake. however, she openly admits there is a production team behind the whole thing. watch it as a reality show or cooking show. it’s beautiful and relaxing. don’t assume it’s a documentary of any ordinary chinese country. it is not, and she never claimed it to be.",有些人认为它太伪造了。但是，她公开承认整个事情背后都有一个生产团队。将其视为真人秀或烹饪节目。美丽而轻松。不要以为这是任何普通的中国国家的纪录片。不是，她从来没有声称这是。
5406,Ugx70n0hClap1ULoHuJ4AaABAg,0,2 years ago,"i am the loyal fans of li ziyi channel. recently i was really moved by something. i did not think that many people would see the truth at first, but recent more and more netizens resonated, giving more and more courage, let everyone see it to see what happened in this world? for our descendants, we will never do a word of righteousness and support justice. i hope everyone will spread together.
ๅซ paste each episode of the link to the browser.



# ็ฌฌไธ€ ็ฌฌไธ€ #

https://gtv.org/?videoid=53d9cadaed5626f98b8fba



# ็ฌฌไบ ็ฌฌไบ #

https://gtv.org/?videoid=5f5e70e2daed5626f993d789



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f83351106847a4c651064b8



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f87a13206847a4c6512f795



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7



# episode 7 #

https://gtv.org/?videoid=5f948af806847c651a7ead



# episode 8 #

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f



# episode 9 #

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06","我是李子柒频道忠实fans，最近被一些东西真正打动着，我一开始传播真相并没觉得很多人会看见，但近期越来越多的网友共鸣，给越来越多勇气，让大家看看这个世界真是都在发生些什么，为了我们的后代们，绝不做不吭声的孬种，支持正义，希望大家一起传播 。 




# 第一集 # 

https://gtv.org/?videoid=5f53d9cadaed5626f98b8fba 



# 第二集 # 

https://gtv.org/?videoid=5f5e70e2daed5626f993d789 



# 第三集 # 

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c 



# 第四集 # 

https://gtv.org/?videoid=5f83351106847a4c651064b8 



# 第五集 # 

https://gtv.org/?videoid=5f87a13206847a4c6512f795 



# 第六集 # 

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7 



# 第七集 # 

https://gtv.org/?videoid=5f948af806847a4c651a7ead 



# 第八集 # 

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f 



# 第九集 # 

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef 



# 第十集 # 

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06"
20043,UgzYa4e8Engac6qdHgN4AaABAg,0,3 years ago,the whole process is falsified. i will see how you end it ?? ghost believes that this is really she really lives in this wilderness village ?? i really do everything ?? no liziqi,全程造假 等曝光了我看你们怎么收场??鬼才相信 这是真的 她真的住在这荒野山村??真的什么都会做??no liziqi
20053,UgzrJJVf3aIQ9RJpoDF4AaABAg,0,3 years ago,i really want to come and live for a few days,好想过来住几天
20494,UgzjeW4GAYlLok5yCcV4AaABAg,0,3 years ago (edited),"it was really easy to eat that i was just passing by in our province ..

who is the filipino people here watching","我刚刚经过我们的省真的很容易吃。

谁是菲律宾人在这里看"
20477,UgxemapbAoMJzcc_zMZ4AaABAg,0,3 years ago,really awesome ...so refreshing to watch dear,真的很棒...令人耳目一新，看亲爱的
20429,UgyNILFRoPG7isrHGMF4AaABAg,0,3 years ago,"the clip is good, vietsub is really crap",剪辑很好，vietsub确实是胡扯
20409,UgyAPbuCxqaiqnNlfWF4AaABAg,0,3 years ago,such life really likes,这样的生活真的很喜欢
20406,UgyxmsEUoQgFPuYlZZJ4AaABAg,0,3 years ago,"oh!all natural ,really beautiful",哦！一切自然，真的很漂亮
5236,UgzbGIWxirXrSsQY-U54AaABAg.9H5b4fvGPTP9H997yoMtf4,0,2 years ago,"who cares about authenticity, the important thing is good visual and audio effects, educational and inspirational. she never claim everything is real. for me, she is an artist, producing an artwork for her fans for appreciation and relaxation.",谁在乎真实性，重要的是良好的视觉和音频效果，教育和鼓舞人心。她从不声称一切都是真实的。对我来说，她是一位艺术家，为她的粉丝们制作艺术品，以欣赏和放松。
