,cid,votes,含heaven,含heaven中文翻译
9538,UgymNsdYxi_4_o4hTtR4AaABAg,0,"coronavirus and announcing the miracle of healing without vaccine nor medicine.. 09 - 12 - 2020 / 09:01 am

in the name of allah the all merciful, the most merciful.
from allah’s servant and his khalifa nasser mohammad to the people altogether: o people, i am the imam mahdi nasser mohammad, i am not only khalifa of allah over yemen; in fact, allah’s khalifa over the whole world. indeed, by allah there is no difference to me between a yemeni and chinese.

o community of human leaders and decision makers among their people, and to all who reached their maturity among the humans; the arabs and non arabs, musilm and disbeliever, listen and rationalize what we will give you a fatwa with truth by the decisive word and it is not a jock: i swear by allah the one, the subduer, i do not know of a vaccine and healing to you for what is in the chests from allah’s chastisement until you beseech with this supplication without arrogance against allah’s khalifa al-mahdi nasser mohammad, and the words of chastisement removal of what in the chests are; is that you humble yourselves to allah and implore to allah by the following:

“our lord, we have wronged ourselves, if you do not forgive us and (not) have mercy on us we certainly would be of the losers”. and after repenting they should say: “oh allah, i am your servant, i ask you by the fact there is no god except you, and by the fact of your mercy that you ordained upon yourself, and by the fact of greatness of the bliss of yourself’s good-pleasure that is greater than the bliss of your heavenly-garden that you heal me from the chastisement of corona or remove it away from me surely i believe in the true caller from you. oh allah, remove your chastisement away from us and from every entrance so we would follow the path of truth from you, and to make us steadfast on fulfilling what we promised you — o who comes between man and his heart, surely we do not have except your mercy that you ordained upon yourself. indeed, if you do not forgive us and (not) have mercy on us we would surely be of the losers. oh our allah, you have said in your decisive book: {and your lord says: pray to me, i will answer you.}truthful allah the great [ghãfer] 40:60. supplication-prayer and turning (close to allah) is from me while responding is from you. indeed, you never violate your promise. our lord, glory be to you, surely your promise is ever true and you are the most merciful than all who have mercy. o our allah, make us steadfast upon fulfilling what we promised you to follow allah’s global caller khalifa of allah in the land; the imam mahdi nasser mohammad al-yemeni. o our allah, make sending him as favor upon us and not affliction against us because of our turn away from the true call of the imam mahdi nasser mohammad al-yemeni”.
{ وَقَالَ رَبُّكُمُ ادْعُونِي أَسْتَجِبْ لَكُمْ } صدق الله العظيم [غافر: من الآية ٦٠]
___________","冠状病毒并宣布没有疫苗和药物的治愈的奇迹。09-12-2020 / 09：01 AM

以真主的名义仁慈，最仁慈。
从真主的仆人和他的哈利法·纳赛尔·穆罕默德（Khalifa Nasser Mohammad）到人民：哦，我是伊玛目·马赫迪·纳赛尔·穆罕默德（Imam Mahdi Nasser Mohammad），我不仅是也门的真主的哈利法（Khalifa）；实际上，阿拉在全世界的哈利法。确实，阿拉对也门和中国人没有区别。

o人民中的人类领导人和决策者社区，以及所有在人类中成熟的人；阿拉伯人和非阿拉伯人，肌肉和不信任者，倾听和合理化我们将通过决定性的词给您的真理，这不是一个乔克：我对阿拉发誓，一个人，分子，我不知道疫苗并为您康复，以恢复真主的贞操，直到您恳求这种恳求，而不受对真主的哈利法（Khalifa al-Mahdi Nasser Mohammad）的傲慢，而审视胸口的审判措施的话是；是您谦卑自己对真主，并通过以下方式恳求真主：

“我们的主，我们委屈自己，如果您不原谅我们并且（不怜悯我们，我们肯定会成为失败者”。在悔改之后，他们应该说：“哦，真主，我是你的仆人，我问你，除了你外，没有上帝，以及你对自己的怜悯和事实的事实，以及伟大的事实您自己的好愉悦的幸福，它比您的天气园林的幸福更大，您可以从Corona的责备中治愈我，或者将其从我身上删除，肯定是我相信您的真正来电者。哦，真主，将您的罪恶从我们身上删除，从我们的每个入口中移开，这样我们就会遵循您的真理道路，使我们坚定地满足我们的答复 - o在人与他的心之间，我们当然没有除了您命令自己的怜悯。的确，如果您不原谅我们，并且（不）怜悯我们，我们肯定是失败者的。哦，我们的真主，您在决定性的书中说过：{您的主说：向我祈祷，我会回答您。}真实的真主[Ghãfer] 40:60。恳求者和转弯（靠近真主）来自我，而回应是您的。确实，您永远不会违反诺言。我们的主，荣耀归于您，您的诺言肯定是真实的，而您比所有怜悯的人都是最仁慈的。哦，我们的真主，让我们坚定地履行我们答应您在土地上跟随真主的阿拉的全球呼叫者哈利法（Khalifa）； Imam Mahdi Nasser Mohammad Al-Yemeni。哦，我们的真主，让他对我们的青睐，而不是对我们的痛苦，因为我们远离了Imam Mahdi Nasser Mohammad Al-Yemeni的真实呼吁。”
{{＃أُ ُأأأأأأجِ}ص}صolif [غ°غغغف已：它们小
___________"
12446,UgwVkpxGi3qmOONHW_d4AaABAg,0,it's like heaven,就像天堂
12390,Ugyp8CE4FQzIdkLpkWd4AaABAg,0,"herbs,vitamins,proteins,veg,fruits,yoga 4 immunity. bible is word of god,food 4 soul. god jesus is the living bread for those who believe his death n ressurrection will live forever in heaven. c 'jesus' in google..!!",草药，维生素，蛋白质，蔬菜，水果，瑜伽4免疫。圣经是上帝的话，食物4灵魂。上帝耶稣是活着的面包，对于那些相信他的死就将永远存在于天堂的人。在Google中的c'esus'.. !!
11259,Ugx-Uz4kHuscoXb4Tbh4AaABAg,0,is this heaven?,这是天堂吗？
10550,UgyS6iUXV9NaqfC6aBV4AaABAg,0,really a tough life she has but made her own heaven in it,她确实过着艰难的生活，但在里面做了自己的天堂
10311,UgzVX701PouFnA7dQuV4AaABAg,0,is this a heaven,这是天堂吗
9669,Ugx7i1j7RV9WisA4Y8l4AaABAg,0,"do you know where you will go if you die? 
if you cannot guarantee heaven then you need to repent and come to christ because he died for you sins so you can have eternal life. 
at least look into it jesus is calling tomorrow might be to late.","你知道如果你去哪里？
如果您不能保证天堂，那么您就需要悔改并来到基督上，因为他为您而死，以便您拥有永生。
至少要看一下，耶稣要明天呼唤可能已经很晚了。"
9220,Ugx0CSckEQzt2EQoY2x4AaABAg,0,"john 14:6 kjv, ""jesus saith, i am the way, the truth, and the life: no man cometh unto the father, but by me.""

1 peter 2:24 niv, ""he himself bore our sins in his body on the tree, so that we might die to sins and live for righteousness; by his wounds you have been healed.""

john 3:16 kjv, ""for god so loved the world, that he gave his only begotten son, that whosoever believeth in him should not perish, but have everlasting life"". 

romans 3:23-24 niv, ""...for all have sinned and fall short of the glory of god, and all are justified by his grace through the redemption that came by christ jesus"".

john 8:12 kjv, ""i am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life"". 

jesus is the only way to god, the truth of salvation, and the breath/bread of life. 

accept jesus christ as your lord and saviour. sins separate us from god because he's holy. all sins will be forgiven and erased through faith in christ jesus. god ♥ you, is alive, merciful, faithful, truthful, and is waiting with his arms wide open for you! for jesus did not come to establish a religion, but to become a mediator between god and men.

through the grace of god, jesus was given to us by paying the price at the cross at calvary. repent and confess from your sins to jesus and ask him to forgive you. a sinner cannot save a sinner, only a sinless person can. that sinless being is jesus christ himself.

through the faith in christ jesus, the sick was healed; everywhere he went, he healed the blind, the mute, the deaf, the demon-possessed, raised the dead, as well as performed many miracles; he also walked on water, turned water into wine, calmed the storm with his command, and was raised up from the dead. miracles are still being seen today! jesus is our helper, our healer, our refuge/protection, and our strength for when time gets tough.

god is standing and knocking at the door waiting for your answer right now because the kingdom of heaven is coming.","约翰福音14：6 KJV，“耶稣说，我是道路，真理和生命：没有人会给天父，而是我。”

1彼得2:24 NIV，“他本人在树上的身体中犯了我们的罪过，这样我们就可以死于罪恶并为公义而活；通过他的伤口，您已经得到了治愈。”

约翰福音3:16 KJV，“因为上帝如此爱世界，以至于他赐给了他唯一的儿子，以至于谁相信他的人不应该灭亡，而是永生的生活”。

罗马书3：23-24 NIV，“……因为所有人都犯了罪，并没有上帝的荣耀，所有人都通过基督耶稣的救赎而被他的恩典所辩护。”

约翰福音8:12 KJV，“我是世界之光：跟随​​我的人不会在黑暗中行走，而应具有生命之光”。

耶稣是通往上帝的唯一途径，救赎的真理以及生命的呼吸/面包。

接受耶稣基督为你的主和救主。罪与我们与上帝分开，因为他是圣洁的。通过对基督耶稣的信仰，将宽恕和抹去所有罪。上帝♥你，活着，仁慈，忠实，真实，他的手臂宽大地等待着你！因为耶稣不是来建立宗教，而是成为上帝与人之间的调解人。

通过上帝的恩典，耶稣是通过在Calvary的十字架上付出代价的。从你的罪向耶稣身上悔改并承认，请他原谅你。罪人不能拯救罪人，只有一个无罪的人才能。那无罪的是耶稣基督本人。

通过对基督耶稣的信仰，病了。他到处走了，他治愈了盲人，沉默寡言，聋人，恶魔，抚养了死者，并表现出了许多奇迹。他还在水上行走，将水变成葡萄酒，用他的命令使暴风雨平静下来，并从死里复活。今天仍在看到奇迹！耶稣是我们的助手，我们的治疗者，我们的避难/保护，以及时间变得艰难时的力量。

上帝正在站着并敲门，因为天国即将到来，所以现在等待您的回答。"
7347,UgxzMUsQDbtU8Eqb9C94AaABAg,0,u are living in heaven l also want life like this,你住在天堂我也想要这样的生活
9157,UgwIn4JaPmTxLt4XPyx4AaABAg,0,is it heaven,是天堂
8816,UgzHfQyBAtpLkAIQWop4AaABAg,0,where's that place just like heaven.. so beautiful ..,那个地方就像天堂一样..如此美丽..
8598,UgyT54eRMqai4lKkbv94AaABAg,0,"john 3:16 ~ for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life. god is loving and literally true love; god loves us and wants us not to perish but have everlasting (eternal) life! you don't have to go to hell it was created only for the devil and the fallen angels, but when you don't choose god you automatically (even if you don't realize or mean it) choose the opposite, which is the devi and eternal death, that's just how it is, and the devil and his minions fates are sealed which is why he wants to bring as many people down with him before he enters his eternal punishment/torture in the lake of fire and brimstone (with his minions/followers). but there's hope for us(the way to god)! and that way and hope is jesus! | john 14:6 jesus said to him, “i am the way, the truth, and the life. no one comes to the father except through me. | heaven is open for all through, and only through jesus christ! jesus is the doorway to the father (who house is heaven !) god gave us instructions in how to accept him which is accepting jesus, so again you do not want to miss out on this free gift from god then accept jesus in your heart today! we are not promised tomorrow! 

q: what must i do to be saved?

a: if you’re asking this question, you’re not far from salvation. getting saved is a blessed gift from god!

first of all, it is important to realize that there is only one way to god, and that is through jesus christ, the lord and savior of the world (john 14:6). the word of god says if you believe with your heart that god raised jesus from the dead, and confess jesus as your lord, you will be saved (romans 10:9-10).

( romans 3:23-24 )
for all have sinned and fall short of the glory of god, and all are justified freely by his grace through the redemption that came by christ jesus. 

there is a heaven to gain, and a hell to shun!

salvation is a free gift that god offers us because of his unconditional love through the sacrifice jesus made in our behalf: “but god showed his great love for us by sending christ to die for us while we were still sinners” (romans 5:8).

that should remove any doubts about you being worthy to be saved. salvation is not something we deserve, nor is it something we can earn. it is a gift that was purchased and paid for by the blood of jesus. through the cross, god laid the punishment for our sin on jesus so that we might have right-standing with god through faith in him (2 corinthians 5:21).

jesus was our substitute. he took the pain, penalty and punishment for our sin so that god could freely offer us salvation from our sin (isaiah 53:3-5). “for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life” (john 3:16). 

that if you confess with your mouth the lord jesus and believe in your heart that god has raised him from the dead, you will be saved (romans 10:9)

god does not hold the wrong things you’ve done in the past against you when you recieve salvation. you only need jesus to be saved and set free! right now, you can make a decision to receive jesus into your life by following these steps:

1. believe that jesus is the son of god and that he was raised from the dead.

2. accept jesus as your savior and proclaim him lord of your life.

if you desire to do this right now, pray the following prayer out loud and mean it with all of your heart and live out your new life in christ:

“heavenly father, i come to you in the name of jesus. your word says, 'everyone who calls on the name of the lord will be saved' (acts 2:21). i am calling on you.

“i pray and ask jesus to come into my heart and be lord over my life according to romans 10:9-10: ‘if you confess with your mouth that jesus is lord and believe in your heart that god raised him from the dead, you will be saved. for it is by believing in your heart that you are made right with god, and it is by confessing with your mouth that you are saved.' 'i do that now. i confess that jesus is lord, and i believe in my heart that god raised him from the dead.

i give you full control of my life. let only your will be done in my life, thank you for saving me. i receive the holy spirit, come live in me, seal me, in the name of jesus! 

“i am now reborn! i am a christian—a child of almighty god! jesus is the lord and savior of my life, i am saved, amen!”
.
you need to grow in relationship with jesus! don't just pray a prayer and live as you used to, get baptised, read the bible starting in john, and follow jesus not the world! heaven and earth will pass away but the word will never pass, follow jesus through it all! he is coming very soon so live like he will come tomorrow, because he might!","约翰福音3:16〜因为上帝如此爱世界，以至于他赐给了他独生子的儿子，以至于相信他的人不应该灭亡，而应该永生。上帝是爱，字面上的真爱。上帝爱我们，希望我们不要灭亡，而是拥有永恒的（永恒）生命！您不必去地狱，它仅是为魔鬼和堕落的天使创建的，但是当您不选择上帝时，您会自动（即使您没有意识到或刻薄）选择相反的事物，这就是Devi和永恒的死亡，就是这样，魔鬼和他的奴才命运被封印了，这就是为什么他想在他进入火湖和硫磺湖之前将他带到他永恒的惩罚/酷刑之前（与他一起他的奴才/追随者）。但是我们有希望（通往上帝的道路）！那样，希望就是耶稣！ |约翰福音14：6耶稣对他说：“我就是道路，真理和生活。除了通过我，没有人来找父亲。 |天堂可以通过耶稣基督开放，只能通过耶稣基督开放！耶稣是父亲的门口（上帝是天堂！）上帝给了我们关于如何接受他接受耶稣的指示，所以您再次不想错过上帝的免费礼物，然后今天接受耶稣呢明天我们不承诺！

问：我该怎么做才能保存？

答：如果您要问这个问题，那么您距离得救不远。得救是上帝的祝福礼物！

首先，重要的是要意识到只有一种向上帝的方式，也就是通过耶稣基督，世界的主和救主（约翰福音14：6）。上帝的话说，如果你内心相信上帝从死里复活了耶稣，并承认耶稣为你的主，你就会得救（罗马书10：9-10）。

（罗马书3：23-24）
因为所有人都犯了罪，而没有上帝的荣耀，并且通过基督耶稣所产生的救赎，他的恩典自由地证明了这一点。

有一个天堂可以获得避开的地狱！

救恩是上帝给我们提供的免费礼物，因为他通过代表我们做出的牺牲的牺牲而献出了无条件的爱：“但是上帝在我们仍然是罪人的同时为我们而死，向我们展示了他对我们的伟大爱”（罗马书5：8 ）。

这应该消除对您值得保存的任何疑问。救赎不是我们应得的，也不是我们可以赚取的东西。这是由耶稣的宝血购买和支付的礼物。在十字架上，上帝对我们对耶稣的罪进行了惩罚，以便我们可以通过对上帝的信仰与上帝直立（哥林多前书5:21）。

耶稣是我们的替代品。他为我们的罪恶接受了痛苦，处罚和惩罚，以便上帝可以自由地从我们的罪恶中拯救我们（以赛亚书53：3-5）。 “因为上帝如此爱世界，以至于他赐给了他独生子，以至于谁相信他的人不应该灭亡，而应该永生”（约翰福音3:16）。

如果您用嘴巴承认主耶稣，并相信您的内心将上帝从死里复活，您将被拯救（罗马书10：9）

当您获得救赎时，上帝并没有将您过去所做的错误。您只需要拯救耶稣并自由！现在，您可以通过遵循以下步骤来决定接受耶稣的生活：

1.相信耶稣是上帝的儿子，他是从死里复活的。

2.接受耶稣为您的救主，并宣告他的生命之主。

如果您想现在就这样做，请大声祈祷以下祈祷，并全心全意地祈祷，并在基督里过着新的生活：

“天父，我以耶稣的名来找你。您的话说：“每个呼唤主名的人都将被拯救”（使徒行传2:21）。我在呼唤你。

“我祈祷并要求耶稣进入我的内心，按照罗马书10：9-10成为我的一生：'如果您用嘴巴承认耶稣是主，并相信上帝将上帝从死里复活，您将被保存。因为它是通过相信自己的心，就是与上帝合作，而是通过嘴巴坦言被保存了。 '我现在这样做。我承认耶稣是主，我相信我的心，上帝将他从死里复活。

我给你完全控制我的生活。让我一生中只能完成您的工作，谢谢您救了我。我收到圣灵，以耶稣的名义生活在我里面，密封我！

“我现在是重生！我是基督徒 - 全能神的孩子！耶稣是我生命的主和救主，我被拯救了，阿们！”
。
您需要与耶稣建立关系！不要只是祈祷并像以前那样祈祷并生活，受洗，从约翰开始阅读圣经，并跟随耶稣而不是世界！天地会过去，但这个词永远不会过去，跟随耶稣通过这一切！他很快就来了，所以他的生活就像明天会来的那样，因为他可能会！"
8597,UgyOW7YXEj0NVvIbs8d4AaABAg,0,"true salvation that is found in christ alone, by grace through faith, not of good works lest anyone boasts! (ref. ephesians 2:8)

for all have sinned and fallen short of the glory of god! (romans 3:23) only god is perfect, so the perfect god came down in the form of man and died to save his imperfect creation from eternal destruction.

jesus cares for you, no matter who you are or what you've done.
he thought of you on that cross.

jesus loves whoever reads this(yes you!) and he is coming!! when many disappear from the earth, it's was the rapture! i pray you get ready and stay ready!

for today is the day of salvation! 
|romans 10:9-10 if you declare with your mouth, “jesus is lord,” and believe in your heart that god raised him from the dead, you will be saved. for it is with your heart that you believe and are justified, and it is with your mouth that you profess your faith and are saved.| god sent his one and only son to come die on the cross for us, he took that punishment that we deserve so u can have eternal life ( john 3:16 ) please accept christ and live for him today! our tomorrow is not promised but your place in eternity, either heaven and eternal life by accepting jesus christ (romans 10:9-10) or hell and eternal death by not accepting jesus christ is (john 12:48-49), is promised!! 

john 14:6 jesus saith unto him, i am the way, the truth, and the life: no man cometh unto the father, but by me.","仅在基督中，通过信仰而不是在基督中找到的真正的救赎，而不是善行，以免任何人夸耀！ （参考以弗所书2：8）

因为所有人都犯了罪和落下上帝的荣耀！ （罗马书3:23）只有上帝是完美的，所以完美的上帝以人的形式降下，死于拯救他不完美的创造中，以免永恒的破坏。

耶稣在乎你，无论你是谁或你做了什么。
他在那个十字架上想到了你。

耶稣爱读这个人的人（是的！），他来了！当许多人从地球上消失时，那就是狂喜！我祈祷你准备好准备！

今天是救赎的日子！
|罗马书10：9-10如果您用嘴宣告“耶稣是主”，并相信您的心，上帝将他从死里复活，您将被拯救。因为您相信并有理由是您的内心，正是您的嘴宣称自己的信仰并得救了。上帝派他的一个和独生子的儿子为我们而死，他接受了我们应得的惩罚，以便您可以永生（约翰福音3:16），请今天接受基督并为他生活！我们的明天不是应许，而是您在永恒中的地位，无论接受耶稣基督（罗马书10：9-10）或不接受耶稣基督是地狱和永恒的死亡（约翰福音12：48-49）。 !!

约翰福音14：6耶稣对他说，我就是道路，真理和生命：没有人会给天父，而是我。"
8395,UgwqR-pZmPIO48HCZi14AaABAg,0,you are such an amazing woman. i wonder where you learned it all. your farm is like heaven. you grow everything.,你真是个了不起的女人。我想知道你在哪里学到了这一切。你的农场就像天堂。你长大了。
7439,Ugz3v801ToGKpku658Z4AaABAg,0,heaven,天堂
19791,UgyIhr0jdvj2wyo92Sd4AaABAg,0,is this heaven,这是天堂
19815,UgzDpDfIRXmXPVjCyml4AaABAg,0,ur place is not less than heaven on earth,你的地方不小于地球上的天堂
20366,UgyYLOxRcDpUjCv7GQl4AaABAg,0,"this place is my fantasy world. every fruit, veggies and livestock is around her. more over it seems quite, peaceful, and amazingly beautiful. who ever married this woman and living with her in this place already claimed heaven. 
liz is one of a kind. much respect! blessings!","这个地方是我的幻想世界。她周围的每个水果，蔬菜和牲畜都在她身边。更加超越，看起来很宁静，令人惊讶。曾经与这个女人结婚并与她一起住在这个地方的人已经宣称天堂。
丽兹是一种。非常尊重！祝福！"
28697,UgxTf3SP8OJba4TGWTx4AaABAg,0,this is heaven... wowweee,这是天堂...哇
29609,UgxJl3FOJDDr0-sCFcV4AaABAg,0,"i followed u a year. it's a real. a heaven ,i love the nature.the music is so unique,surrounding are so green. i miss my place, i miss philippines. thanks to ur video.",我跟随你一年。这是真实的。天堂，我爱大自然。音乐是如此独特，周围是如此绿色。我想念我的地方，我想念菲​​律宾。感谢您的视频。
29398,Ugwbhd2C2-AAqmRq8hp4AaABAg,0,cooking angel..heavenly cooking,烹饪天使
29128,Ugyv3s5uLwYcZFB3me94AaABAg,0,"they have brother nature in the west, but here we got mother nature living in the eastern heaven.",他们在西方有兄弟大自然，但是我们在这里让大自然居住在东部天堂。
29109,UgyWs1tp7ipkbBHURTV4AaABAg,0,complete like in heaven,像天堂一样完整
29047,UgzdYN4LFv6O4PzVxyp4AaABAg,0,"heavens, adopt me: v",天堂，收养我：V
28826,Ugxt_mh9ad0XIcUg2tp4AaABAg,0,heaven,天堂
28544,UgyIAyZgI0Q5W4tjQpp4AaABAg,0,"wth, there is a heaven.. nice place.. nice village..",wth，有一个天堂..好地方..好村庄..
29810,Ugw9byT10BoLSH98vSZ4AaABAg,0,the perfect idea of heaven on earth.,地球上天堂的完美想法。
28521,UgzXDTUEGrVluUdytSh4AaABAg,0,which country.....looks like a heavenโค๏ธโค๏ธโค๏ธโค๏ธ,哪个国家.....看起来像天堂❤️❤️❤️❤️❤️
28520,UgwqGBwIrINy7SKms1t4AaABAg,0,heaven....liziqi i'm coming to u as like ur guest,天堂.... liziqi我像你的客人一样来找你
28463,UgwlYlS9p658PVHQkWZ4AaABAg,0,what is this world??? and where is this heaven where they live called life...,这个世界是什么？？？他们住的天堂在哪里称为生活...
28197,Ugx7zmsuWTgQRMkNOYx4AaABAg,0,where is this place it's like heavenly made ๐๐๐๐i love nature,这个地方在哪里，就像天堂般的
28141,UgwRh0jg5sGW2QgNEh54AaABAg,0,is there heaven and are you an angel? :) this video has really hypnotic effect :),有天堂，你是天使吗？ :)该视频确实具有催眠效果:)
27808,UgycyPhdsWMEaPArGPN4AaABAg,0,she living in heaven,她住在天堂
29755,UgybxuZUgu4WP54NP6N4AaABAg,0,angel and heaven i want to live there wow ๐,天使和天堂，我想住在那里哇
29892,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8yHiwjz-WOI,0,"@heavengaoyu6897 i have been to xiamen, wuhan, beijing, liaoning, liaoning, shandong
i want to ask you that there are three china in the era of wei shu and wu? wei guoren is the chinese and the chinese are also chinese.
today is two china.","@heavengaoyu6897 我去过山东 辽宁 北京 内蒙 武汉 厦门 
我想问你 魏蜀吴之三国时代 不就正有三个中国吗？魏国人是中国人 蜀国人也是中国人啊 
今日便正有两中国 一是我们的自由中国 二是你们大陆"
20496,UgzJCgs0hmKOO6jBJSJ4AaABAg,0,she lives in a heaven,她住在天堂
31327,UgydMH2V1eA_BWlmQrJ4AaABAg,0,oh what a pure and heaven life๐’“,哦，多么纯洁的天堂生活
32658,UgxZTstiVUFOteOCr6N4AaABAg,0,are you live in heaven,你住在天堂吗
32073,UgxvJ-li6GtUJxWGYDB4AaABAg,0,wow its like heaven,哇，就像天堂
31826,Ugy9OcqdYqzLSRXHyT94AaABAg,0,"i randomly clicked on the video and now i admire her.. the way she loves life is amazing.. so simple.. i'd be in heaven if i'm in a place like that.. being in an era where gadgets seem to have just taken away everyone, including myself, it's very helpful to see your videos.. it's inspiring.. also, wishing your family all the best.. i love my grandma so much as well but i can't be by her side.. you and your grandma are so cute.. ๐",我随机点击了视频，现在我欣赏她..她爱生活的方式很棒..太简单了..如果我在这样的地方，我会在天堂。要把包括我在内的每个人带走，看到您的视频非常有帮助。.它鼓舞人心。。也希望您的家人一切顺利..我也非常爱我的祖母，但我不能在她身边..你和你的祖母真可爱..
31607,Ugy5SpxFlNcgwKyUDWJ4AaABAg,0,is she living in heaven?looks incredibly unreal. no difficulty in doing anything. no human limitations and specially for a fragile girl like her. everything on earth is available. and she is always so fresh and energetic as she she has just come out of a spa. simply unbelievable!anyways videos have been made incredibly good. hardly look unreal.,她住在天堂吗？看起来令人难以置信的不真实。做任何事情都没有困难。没有人类的局限性，特别是像她这样的脆弱女孩。地球上的一切都可用。而且她总是很新鲜和充满活力，因为她刚从水疗中心出来。简直令人难以置信！无论如何，视频已经变得非常好。看上去几乎不真实。
31413,UgwMH6phaUipsP49agd4AaABAg,0,why does this look like heaven?!,为什么这看起来像天堂？
31329,UgxAGwXzJhsSHYdYLxt4AaABAg,0,heaven on earth! i envy her a lot!,天上人间！我非常羡慕她！
31259,UgzGnVmcYoAurm-RQw94AaABAg,0,what is this place... is it on earth or heaven....,这个地方是什么...是在地球还是天堂...
29895,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8yI9KVN68Rb,0,@heavengaoyu6897 do you know liu yifei ??,@heavengaoyu6897 do you know liu yifei??
31130,UgyYcBeNBAQhHuS1z_14AaABAg,0,heavenly,天上
30628,Ugz8MH21BuMpbbxvBEl4AaABAg,0,can i please come spend a month with u. i love u and all ur videos. #heaven,我可以和你在一起一个月吗？我爱你和你的所有视频。 ＃天堂
30481,UgzCboM8Qz5SLVBOA9t4AaABAg,0,that's heaven to me,那是我的天堂
30064,UgxpHoEqVk2ecA3K-6d4AaABAg,0,"i saw most of you tube , omg, i only can say that you are living in heaven",我看到了大多数人，天哪，我只能说你住在天堂
29926,Ugy0cid2DMDJlPrIdZd4AaABAg,0,heaven on earth. can i come over just to watch in person? i promise not to break anything.,天上人间。我可以亲自观看吗？我保证不会打破任何东西。
29897,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8yIK35AH_JB,0,"@heavengaoyu6897 mainland is not free, but i didn't think it was not free. if the communist party gave the people's democracy at that time",@heavengaoyu6897 大陆是不自由 可我没有认为不自由不好啊 如果当年共产党给人民民主 现在应该跟印度没两样
27755,UgxjrZ7FF-lMgv2CoJ14AaABAg,0,i think she lives is in heaven,我认为她活在天堂
27742,UgwGNIlWmgA_sU9bU2p4AaABAg,0,where this heaven lizqi i want to visit,我想参观这个天堂的lizqi
27622,Ugyc9Bjby7iQDNgw4at4AaABAg,0,heaven,天堂
22490,UgwoziQ7YasAow_MWSN4AaABAg,0,heaven,天堂
23869,UgysPyn-8qPyKNreFap4AaABAg,0,beautiful this is heaven on earth,美丽这是地球上的天堂
23388,Ugx1pCNf6M4t1QXx3n94AaABAg,0,everyone said that this is heaven ... is only i feel that this is very tired? is it paradise to play mobile phones and computer at home?,看评论大家都说这是天堂...只有我一个人感觉这很累吗，躺家里玩手机玩电脑才是天堂好吗
23243,UgzJz4809wzJ8gxxxi94AaABAg,0,so good. the dexterity is so good and it is like heaven ..,超好的。敏捷是如此的好，就像天堂一样。
22892,UgwNoIxVsK8HkzRXUjF4AaABAg,0,is this like this life in heaven ...?,这像天堂的生活一样吗？
22758,UgylywGRTCpgJIXhgyZ4AaABAg,0,she is the perfectionist. she is graceful and life in that forest is heaven. lucky she..!!! the music is so catchy that though i'm a vegetarian i watch the entire video. i feel its a disney land. she has so much of patience...!,她是完美主义者。她是优雅的，在那个森林中的生活是天堂。幸运的她..！音乐很吸引人，尽管我是素食主义者，但我看整个视频。我觉得它是迪士尼的土地。她有很多耐心...！
22602,Ugxv8HDmq5Cnx3hh_Gh4AaABAg,0,i think she is living in the heaven ;),我认为她住在天堂；）
22351,Ugy4Bz00YogYwAHNKVt4AaABAg,0,"hi ! i hope you are well, and i wish to share you a important message and the good news from bible.
bible told us god is the creator ๏ผour true god and the kingdom of god is a real government in heaven, it will replace human governments and accomplish godโ€s purpose for the earth.
so you can freely watch our website as here >>

https://www.jw.org/en/

thanks...๐‘","你好 ！希望您一切都好，我希望与您分享一个重要的信息和圣经的好消息。
圣经告诉我们上帝是造物主，我们的真神，上帝的王国是天堂的真正政府，它将取代人类政府，并实现上帝对地球的目的。
因此，您可以在此处自由观看我们的网站>>

https://www.jw.org/en/

谢谢..."
27567,UgzY6sPevAAPqq9x5Vx4AaABAg,0,this place is a paradise i.e heaven on earth i wish to go there,这个地方是一个天堂，即我想去那里的天堂
22008,UgwFCMVx4auiyRySKbx4AaABAg,0,u live in heaven,你住在天堂
21932,UgyHxmkmALoLG7lnw6N4AaABAg,0,is this how heaven looks like? cuz i wanna be there,这是天堂的样子吗？因为我想在那里
21799,UgyHBXOkiTbdmz73ikt4AaABAg.93KTTyd-Xb693R2cBTr7Ha,0,"her life is so good and pure and natural,but you can not emagin how the real heaven look like",她的生活是如此善良，纯洁和自然，但是你不能emagin真实的天堂的样子
21632,UgwzV1606pDwoIkw-EJ4AaABAg,0,is this heaven??,这是天堂吗？
21006,Ugwv8fKe2QnotIm_5U54AaABAg,0,heaven cemilann๐,天堂塞米兰
20785,UgyiZK86ngdefxhKrVF4AaABAg,0,this place like a heaven,这个地方像天堂
24225,Ugyfp-OANSszCqro3EB4AaABAg.91Mhp1jxeGF92kIKO2J_Zr,0,your heaven will be jihad,你的天堂将是圣战
24476,Ugxjfq85ZNDlxRr28-R4AaABAg,0,i want to go to that place.. cz it's like heaven ๐โค๏ธโค๏ธ,我想去那个地方.. cz就像天堂
