,cid,votes,含food,含food中文翻译
11932,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh9QkeDPdpdNH,0,"@user-by9ro6kj6d chinese food is first of all china, followed by the world's",@user-by9ro6kj6d 中国美食首先是中国的，其次才是世界的
12030,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9A4LieB9bCp,0,"https://youtu.be/p3r2vxpacti 
sri lankan village food ❤","https://youtu.be/p3r2vxpacti
斯里兰卡乡村食品❤"
12047,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9IFOQweRnyw,0,"you can't find all materials, maybe most of them, out of china. food in this video is extremely spicy.... some people will suffering. it's seriously.",您找不到来自中国的所有材料，也许是大多数材料。此视频中的食物非常辣。...有些人会遭受痛苦。这是认真的。
10709,UgyOZUDn4Mh2I72ZsX94AaABAg,0,"all my life i dreamed of having my little house in him and felling my food from the field as my mother did. .. she sowed her ecuaros with corn, pumpkin, beans, quelite, infinity of tubers, nopales, and field animals with a strange flavor fragrances and flavors to the field ... but he development and globalization of the world we have taken from that wonder of the forests and fields where one fed. ..",我一生都梦想着在他里面放着我的小房子，并像母亲一样从田野里摔下我的食物。 。一个喂食的森林和田野的奇迹。 ..
12105,Ugypiy8nFZ10aep9Dcl4AaABAg,0,big fan from nepal of your food and youu,来自尼泊尔的大粉丝和你的你
10638,Ugxr8GFUZrKLNVVcFjl4AaABAg,0,please don't kill animals ... make food without animal flesh dear. your videos are so beautiful.,请不要杀死动物...亲爱的没有动物肉的食物。您的视频是如此美丽。
12211,UgzpXQ65jM9Wy9jzdHZ4AaABAg,0,"i have a lot of food, i'm so thin, i love",我有很多食物，我很瘦，我爱
12217,UgxeDprX4QgpN2EEEBx4AaABAg,0,in put your head on my shoulder (cdrama) the heroine tumo favorite food is river snail rice noodles.,将您的头放在我的肩膀上（Cdrama），女主人公最喜欢的食物是河水米粉。
12220,UgzGrOEPB66cX8f-pbN4AaABAg,0,very good food,很好的食物
12236,UgwDRM-HndgT69N1iW94AaABAg,0,i just wanna eat her food,我只想吃她的食物
12237,UgzaViyNi1TXvFFWM_Z4AaABAg,0,spicy food.,辛辣食物。
10631,UgzF4060sc1_0WgtQLl4AaABAg,0,i have a question liziqi... you are such a sweet lady... you are preparing all this traditional chinese food. do u prepare for your self or do u sell in local market,我有一个问题liziqi ...你真是个可爱的女士...您正在准备所有这些传统的中国菜。您是为自己做准备还是在当地市场上销售
10616,UgybpCGsCAC0aSbvrTt4AaABAg,0,wonder how many kitchen help she has to prepare all foods for one meal.,想知道她必须有多少个厨房帮助一顿饭。
12300,UgxEf2W6qCKyesITYDZ4AaABAg,0,i love this lifestyle. i love this young lady. lucky is the one she marries. healthy good food everyday!!,我喜欢这种生活方式。我爱这个小姐。幸运的是她结婚的人。每天健康的美食！！
12319,UgyZFhXWEa2NSkHUw6p4AaABAg,0,like traditional foods really delicious and economical .....,像传统食物真的很美味和经济.....
12357,UgzHmw79VeVhLxcrAqt4AaABAg,0,what a great video - this is real chinese 'homestyle' food - well done,真是一个很棒的视频 - 这是真正的中文“ homestyle”食物 - 做得好
12401,UgzlRYZBbgZkWGD6r254AaABAg,0,"i envy her for not getting fat with all those good food,but i know itz normal coz even if she eats a lot,keeping the gardeb needs a lot of work thuz burning calories",我羡慕她没有用所有这些美味的食物脂肪脂肪
12434,UgxcorffnGnHPx0S_1d4AaABAg,0,"so how much does she start cooking from?
and so prepares as a person 10.
while cooking one food, the second will cool
of course i understand the video, but all the same","那她开始用多少烹饪？
因此，以一个人的身份做准备。
在烹饪一种食物时，第二种会冷却
我当然了解视频，但都相同"
12473,Ugx5R1cZNfBw9tzHKO54AaABAg,0,fast food isn't in her vocabulary,快餐不在她的词汇中
11645,Ugx7H5PE15ss_n6ZinN4AaABAg.97O4c4Tr6M_97dhusTZEwU,0,whifi prahesti i know those weeds too i think are. mexicans food berdolagas lol,我认为我也知道那些杂草。墨西哥人食物berdolagas大声笑
10873,UgzOR108rVTWnX4RGnt4AaABAg,0,there is no frequent eating seafood shrimp and seafish,山区没有经常吃海鲜虾与海鱼
11545,Ugxy5Q8rPczJIkEsL0p4AaABAg,0,"am from northeast india, and we have so many similarities in food habits, i love watching your videos",我来自印度东北部，我们有很多相似之处，我喜欢观看您的视频
11327,UgxzgcqW7sYpzRPbgch4AaABAg.97f9g7hAMLj97pepksoPq9,0,"@ragnarsilverthorne4465 ha no worries, i was just trying to joke that she can make food out of anything and make it look beautiful and appetizing!",@ragnarsilverthorne4465不用担心，我只是想开个玩笑，她可以用任何东西做东西，使它看起来美丽而开胃！
11034,UgzlxqeE3pFbU1lSTwF4AaABAg,0,if i get that kinda food within a year i'll be ready to fight world championship,如果我在一年之内得到那种食物，我会准备与世界锦标赛作斗争。
11036,UgxId9g1L5p1yxJDkbJ4AaABAg,0,i would honestly love to go to a retreat where i would stay at a host home and live a simple life for a month helping maintain the garden and go out gathering ingredients learning how to cook authentic traditional food,老实说，我会喜欢去静修处，在那里我会住在房屋中，过一个月的生活一个月，帮助维持花园，然后收集食材，学习如何烹饪真实的传统食物
11051,UgyeDh6FuL1p_Iv0At94AaABAg.98458JxWhWi9845_qv8Y3C,0,"watching you prepare food and take care of the home is good for my heart ... it instills a sense of peace and tranquility!
yummy!!!","看着您准备食物并照顾家对我的心脏有好处...它灌输了一种和平与安宁的感觉！
好吃！！！"
11056,UgxId9g1L5p1yxJDkbJ4AaABAg.983uw-XMhZF989PHolKfHb,0,welcome to china!chinese food is based on nature!,欢迎来到中国！中国菜是基于大自然的！
11057,UgxId9g1L5p1yxJDkbJ4AaABAg.983uw-XMhZF989PPiEwGuK,0,"in terms of food and filial piety, china is actually quite good at this!there are many ways to make delicious food in china!",就食物和纯粹的虔诚而言，中国实际上在这方面非常出色！有很多方法可以在中国制作美味的食物！
11133,Ugyf-vYAdZWUuH491OF4AaABAg,0,the amount of different types of food she can make with just a few ingredients is just incredible to me.,她只能用一些成分可以制作的不同类型的食物数量对我来说是不可思议的。
11138,Ugz3XsB5DSxIcAmsFVx4AaABAg,0,i would like to try your food and live like them,我想尝试你的食物，像他们一样生活
10979,UgxGfhTZDc9lBiGxPSB4AaABAg,0,bamboo shoots are the least nutritious food for the human body!,笋对人体是最没有营养的食物！
10974,UgyrRR-IxYuS6Fi8IpN4AaABAg,0,too much work to prepare food. i have neither the time nor money too prepare or pay for something this elaborate. but if she is your wife and you lived at that place with a decent income then i call that a jackpot.,太多的工作来准备食物。我既没有时间，也没有钱准备或为精心制作的东西付出代价。但是，如果她是您的妻子，而您以不错的收入生活在那个地方，那么我称之为大奖。
11249,UgxDOfewT_2C6ruPX1l4AaABAg,0,"hey, you know me, just casually braising foods from different corners of the kitchen.",嘿，你认识我，只是从厨房的不同角落随便炖食物。
10915,UgwPX2c8i-RimsTNMvh4AaABAg,0,i want to try all the food,我想尝试所有的食物
11341,UgzRjKqSIhzvlz2tkAN4AaABAg,0,"you are beautiful, probably still tasty yourself, like your food ...",你很漂亮，可能仍然很美味，就像你的食物一样...
11537,UgyoxEy16-rWeEVY_jV4AaABAg,0,she didnt have refrigerator to save the food keep fresh. how amazing,她没有冰箱来节省食物。多么惊人
10913,UgzR7XWtz2DtEmz_yOt4AaABAg,0,what does she do with all the produce and food? just curious . this channel is so nice !!,她如何处理所有农产品和食物？只是好奇 。这个频道真好！
11377,UgxDnGRcyD25wETrptF4AaABAg,0,notice that she never use any plastic stuffs to store or package her food.,请注意，她从不使用任何塑料东西存储或包装食物。
11378,Ugw5_rOeCxyW-F40ii54AaABAg,0,"in indonesia, we usually use it to make a food called rebung",在印度尼西亚，我们通常用它来制作一种称为rebung的食物
11390,UgzQZMc5rRlDxfcqjlN4AaABAg,0,"after watching the video, foreigners should understand why there are so many chinese food? because it can cook! really fragrant!",老外看完视频应该明白为什么中国人的食物这么多了吧？因为会烹饪啊！ 真香！
11393,Ugybh4FM0q4Q2dOSoUl4AaABAg,0,any foods with bamboo shoots is tastyy,任何带有竹芽的食物都很好吃
11469,Ugx6tHyYE2iw--ywpqB4AaABAg,0,"u r amazing liziqi
but i jst wondered -wht u do with ur left over food??
as u r only two persons to eat,as in the videos..","u r很棒的liziqi
但是我想知道 - 当你对你的食物剩下吗？
就像你只吃两个人一样，就像视频中一样。"
11475,UgzQcAmDbkwbP4DF7Dh4AaABAg,0,where there is a beautiful girl so know how to make delicious food,那里有一个美丽的女孩，所以知道如何做美味的食物
10911,UgxsdYTb2V9mdAqunv54AaABAg,0,don't eat living things always prefer vegetarian foods . - god ( kalki avatar ),不要吃生物总是喜欢素食。 - 上帝（Kalki Avatar）
10908,UgyOunSdEVLr3mr6Xzt4AaABAg,0,"this is the best place for quarantine..
lots of fresh foods and ingredients are abundant in this place...mother nature...","这是隔离的最佳场所。
许多新鲜食物和成分在这个地方很丰富...大自然..."
10880,Ugx_h8mkseurltSbLvZ4AaABAg,0,"her husband just take a rest and enjoy the food,no need money for fashion or beauty care,lucky husband hahahaha",她的丈夫休息一下，享受食物，不需要时尚或美容护理的钱，幸运的丈夫哈哈哈哈哈
11499,UgyRC3WMU_5aePVIh6J4AaABAg,0,"as a chinese, luoshifen (the rice noodle with spicy river snail soup ) is my favorite food.",作为中国人，Luoshifen（米饭和辛辣的蜗牛汤面条）是我最喜欢的食物。
12547,UgwvW3GXHI8sYjfhRv54AaABAg,0,missing my home food,想念我的家庭食物
12579,UgxkSuhcZOghHsyaGW54AaABAg,0,yum this food looks delicious and healthy. thank you for sharing such a great peaceful video.,yum这种食物看起来很美味又健康。感谢您分享如此出色的和平视频。
14095,Ugzp0fb8ParTpyh1rVJ4AaABAg,0,the food is delicious,食物很好吃
12619,UgyQsrLSFe7cOQidwQp4AaABAg,0,super. food,极好的。食物
13313,UgxmZEjeCxxqfCrybTd4AaABAg,0,the lack is only dried seafood,缺乏只有干海鲜
13339,Ugw4uciVL3ahmMOqtlF4AaABAg,0,"with that lady ! foods seemed to be like heaven . growth your own vegetable , raised your own livestock, cooked your food from your garden and farm. 
beautiful living .","和那个女士！食物似乎就像天堂。生长自己的蔬菜，饲养自己的牲畜，从花园和农场里煮食物。
美丽的生活。"
10203,Ugy3HmPRTHG4Nd7soHx4AaABAg,0,"having a wife like me is so happy, i can eat delicious food every day",有像我这样的妻子很高兴，我每天都可以吃美味的食物
13374,Ugy7z-1PlnYrAAcX4xl4AaABAg,0,how does she know how long to cook the food?,她怎么知道烹饪多长时间？
13392,Ugz23wKDjFzLl-WXIpN4AaABAg,0,wonderful experience for food.,美食的绝佳经验。
13415,UgzYXALY5MWPcIIpwT14AaABAg,0,why will not they have stomach cancer.so much fermented food..we eat the same food from our farm .but in a different way..thats more yummy,为什么他们不会患胃癌。太多的发酵食品..我们从我们的农场吃了相同的食物。但以不同的方式。
13433,UgwPCVZJGzWTuAXLHJV4AaABAg,0,that spectacular severe food and noodles are rich,那种壮观的严重食物和面条富含
13434,UgxyVcriwU85w4FX0aZ4AaABAg,0,i love the peaceful life and delicious food ntn,我喜欢和平的生活和美味的食物NTN
13484,UgyF9tEuMsV68gW_9F14AaABAg.95O4S11kPAl95gVn3itEey,0,"j meng, you are a vegetarian, i respect you, because there are many people in the world different, and there are many differences in the same difference in differences. you can think that your own values ​​are correct, but you can't impose your values ​​on others, saying ky in a video that is not a vegetarian. since you have good publicity with us, we must refute us. the concept of causal cycle retribution is said in the dharma, but did the dharma tell you to respect others? since you talk to me ""peace"", but your speech is ominous at all, it seems to be gentle and sharp. you have eaten vegetarian food for so many years, and you do n’t see that the whole person is full of “peace” atmosphere. if you have “peace”, it will also let you threaten those who do n’t eat vegetarian reimbursement? you have been eating for so many years.",J Meng 你是一个素食者，我尊重你们这个群体，因为世界上跟我们不一样的人很多，要抱有求同存异。你可以认为你自己的价值观是正确的，但你不能把你的价值观强加于别人，在不是素食者的视频下说着ky的话。你既然跟我们宣传素食观念好，就必须做好我们对你的反驳。因果循环报应的理念是佛法里所说的，但佛法有没有跟你讲要尊重别人？你既然跟我讲“祥和”，但你讲话可一点都不祥和，看似温和实则尖锐。你吃了这么多年素食，也没见你整个人充满“祥和”氛围，有“祥和”的话还会让你威胁不食素者会有报应？你这么多年的素也是白吃了。
13585,UgzrlmBGo6b1vC4jF154AaABAg,0,"where are the rest of the people, there's alot more food there for more than just two people ???",其余的人在哪里，那里的食物不仅仅是两个人？？？
13601,Ugzclz0u10K9mB74KIR4AaABAg,0,i lov chinese food i love chinese food plus bamboo with soy sause,我喜欢中国菜，我喜欢中国菜和大豆索斯的竹子
13648,Ugwn2j28MwL7F5WtBjd4AaABAg,0,we north east indian also eat this food ...its so delicious. .and the style of cooking also same ......i like bamboo soup very much,我们东北印度人也吃了这种食物……它是如此美味。和烹饪的风格也一样……我非常喜欢竹汤
13651,UgzsEndXKRZ2vmRpIKx4AaABAg,0,so much food are they going to eat?,他们要吃很多食物吗？
13656,UgwQzFFKfheLSkq56Ll4AaABAg,0,"your diet is very healthy, no one deserves it. have you heard of the ifood initiative?",您的饮食非常健康，没有人应得的。您听说过IFOOD主动性吗？
13665,UgwolDQUQ-crMCM-bsZ4AaABAg,0,come be the woman of my house. as long as it cook too much over high heat. i eat all kinds of food.,快来成为我家的女人。只要它用高温煮得太多。我吃各种食物。
13762,UgxwwBX-A7m2Hn2Lnz14AaABAg.94ypYamIk_j94ypb4ufBsU,0,looks like a cool food a,看起来很酷的食物
13823,UgzkjUQeqB5HuollkgF4AaABAg,0,is her grandma's teeth still good? becaude my grandma would not beu eat food that is hard to chew. is her mother -in -law? because my grandma can't eat such a hard thing. i hold that they are healthy for a long time.,Is her grandma's teeth still good? Because my grandma would not be able to eat food that is hard to chew. 她婆婆的呀还好吗？ 因为我奶奶不可能吃这么hard 的东西了。I hope that they are healthy for a long time.
13837,Ugw8i8-ouYkvaVNiXll4AaABAg,0,would be great to know the recipes. i would grow some fresh green for those food...,知道食谱会很高兴。我会种一些新鲜的绿色作为这些食物...
10122,UgzVa0J7eo4sWAlspdV4AaABAg,0,the food looks great absolutely delicious but ummm.... i just want to know who her camera man is,食物看起来很美味，但是嗯。...我只想知道她的相机男人是谁？？？？
10037,UgzneNPrLJo7MdPAV0V4AaABAg,0,"indonesia has been eating it for a long time. precisely in the java region. the name of the food is ""rebung"" (bamboo shoots)",印度尼西亚已经吃了很长时间。正是在爪哇地区。食物的名称是“ rebung”（竹芽）
13954,Ugw3tDRqWI2M4USYA994AaABAg.94ibEnkH5qk94lY4Uv87fh,0,"naw, salt and sugar were used. that’s a staple in this food. salt was used on snails, and in a couple of other things. traditionally any where you find mushrooms, you will find salt. fermented side dishes may have had sugar in them as well.",使用naw，盐和糖。这是这种食物的主食。盐是在蜗牛和其他几件事上使用的。传统上，您发现蘑菇的任何地方，您都会发现盐。发酵的配菜也可能含有糖。
14000,UgwANfWrcc2gqel1FLd4AaABAg.94ba92Tel8V94hTiZ7Qrft,0,but the food amazing..but food look amazing and delicius: p,但是食物很棒。
14008,Ugy2GN2yo4FeYAoPZcl4AaABAg,0,that rich food than kyou ..,那比kyou的丰富食物..
9997,UgxHcX9pGWbaU6W7vhx4AaABAg.99Fk3HzG9la99IpI9cEd2K,0,lol. you can try to go to a chinese restaurant with only asian ethnic people eating in it. that means you will get authentic chinese food.,哈哈。您可以尝试去一家只有亚洲族裔人在里面吃饭的中国餐厅。这意味着您将获得正宗的中国菜。
14088,UgzMh_tFTbDSt3MzvCZ4AaABAg,0,like most traditional asian food that would definitely make me ill ....but id still love to try it.,像大多数传统的亚洲食物一样，这些食物肯定会让我生病....但是我仍然喜欢尝试。
13304,UgwyoS4QriATNy6fTWV4AaABAg,0,how old she is ???? she has no mercy for animals .. how can people eat non veg ..ur seem self centred... all about ur needs ..just food food food .. eat food but don’t kill animals,她多大了 ？？？？她没有怜悯动物。
13298,UgxbPGBo4qM-xDyel794AaABAg,0,"bamboo shoot is also a traditional food in my hometown, bamboo shoot can make many dishes, my parents used to wander the forest to find bamboo shoots to sell and raise my brothers and sisters.",竹芽也是我家乡的传统食物，竹芽可以做很多菜，我的父母曾经在森林里徘徊，寻找竹芽，以卖出和抚养我的兄弟姐妹。
13284,UgwAY6SNVqdWeplhiFx4AaABAg,0,this is a healthy food away from viral diseases,这是一种健康食品，远离病毒疾病
12946,Ugw_rYCW-Phnt9iWmmJ4AaABAg.9689bAQ_wdh96wqQNlXYx_,0,the essence of chinese food is on the mainland,中华美食精髓都在大陆哦
10505,UgwFhIIIRNtt_3Dh2hp4AaABAg.98fDg5Xo6zv999OXMlDqEj,0,"yes, many chinese can't stand this kind of food. only a few like it, just like durian and herring",是的，许多中国人无法忍受这种食物。就像榴莲和鲱鱼一样，只有少数
12651,UgxiMtojtmmntJb-4tR4AaABAg,0,"this food is very popular in china, some people really love it,but some hate it, because it smells disgusting,but it tastes really good,when you start,you cannot stop（when i cook at home, my parents think i am cooking shit",这种食物在中国很受欢迎，有些人真的很喜欢它，但是有些人讨厌它，因为它闻起来很恶心，但是味道真的很好，当您开始时，您不能停止（当我在家做饭时，我的父母认为我在做饭（屎
12707,UgxWshLalZk_9pfjR4x4AaABAg,0,the foods looks like tasty and fresh..makes me hungry,食物看起来很美味，新鲜。让我饿
12719,Ugyjc5xBUnMEyLUVfVV4AaABAg,0,"not sure i have ever seen anything so yummy before..my mouth is literally watering...
ps.. her food looks pretty good also.","不确定我以前曾经见过如此美味。.我的嘴实际上是在浇水...
PS ..她的食物看起来也不错。"
12747,UgyBOCq8IpT-Wov0awZ4AaABAg,0,"the secret of traditional chinese people to living younger is eating a healthy food fresh from nature not filled with pesticides, the secret modern chinese people die so fast is eating snakes, bat and mouse... and got infected by corona virus",中国传统人民年轻的秘密是吃一种健康食品，这些食物是从大自然中不富含农药的新鲜食物，现代中国人死得如此之快，就是吃蛇，蝙蝠和鼠标……被电晕病毒感染
12829,Ugwxc0voHWMBEElvJ-94AaABAg,0,i would love to have a place where your food is right there out in nature. not so polluted with chemicals that we be eating and buying. because it comes in a nice package.,我很想有一个您的食物在大自然中就在那里的地方。我们饮食和购买的化学物质并不那么污染。因为它有一个不错的包装。
12860,UgwQXJINHTi32tXE5UN4AaABAg,0,"fresh and stunning food i love it 
my mouth was watery watching her cook all that","我喜欢新鲜而令人惊叹的食物
我的嘴很水，看着她煮所有的"
10490,UgxPR05IwN22E6-qCgx4AaABAg,0,"strange, cold water falls? cook a powder for your own food!",好奇怪，冷水落粉？净系煮一个粉自己食！
12882,UgzvzXk3hE-YiE0e_0V4AaABAg,0,"hi liziqi, i really enjoy your videos.. they're very relaxing.. can we have a video about a tour in your garden? i'm planning to have a garden similar to yours after my baby's born, i'm want to plant some fruit trees as well as some veggies so that i can feed my family fresh and healthy food like you",嗨，利兹奇，我真的很喜欢你的视频..他们很放松..我们可以在您的花园里有一个有关游览的视频吗？我打算在宝宝出生后有一个与您的花园相似的花园，我想种一些果树以及一些蔬菜，以便我可以像您这样的家人新鲜健康的食物
12919,Ugz3B4sunjDGUmKBDtl4AaABAg,0,welcome everyone to come to china to taste food! welcome everyone to come to china to taste the food,欢迎大家来中国品尝美食！Welcome everyone to come to China to taste the food
10405,Ugwnca7GSKR6W5PL3kp4AaABAg,0,i will love to stay in the province and do this kind of thing gardening and farming.. 100% fresh food,我很想留在该省，做这种事情园艺和耕种。.100％新鲜食物
12962,UgwFUOvqx9ZnrX-ZMOJ4AaABAg,0,omg... they are so rich. can eat top fresh delisious healty food everyday.,天哪...他们是如此富有。每天都可以吃新鲜美味的治愈食物。
13235,UgxUfvRk0bleE5-RwBl4AaABAg,0,if i had food like what she cooks every day i will be so happy but i would help cook also,如果我每天都有她烹饪的食物，我会很高兴，但我也会帮助做饭
12977,UgywhJBAr-5UNwBOfS94AaABAg,0,what a beautiful life to have with a beautiful place to live so peaceful with delicious food thank you for sharing your life and video with me,拥有一个美丽的生活的美好生活的美好生活，与我分享您的生活和视频
13023,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96XWDWrN6A9,0,you can do this. just incorporate more natural foods into your life.,你可以这样做。只需将更多天然食品纳入您的生活。
13027,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96jqANFfwW5,0,and then something like covid19 hits. people are freaking out around the world in their urban utopias because they're worried the food is going to run out. number one thing on western hit lists?? - toilet paper. holy hell!!,然后像Covid19命中一样。人们在城市乌托邦中吓坏了世界各地，因为他们担心食物会用尽。西部热门清单上的第一件事？ - 卫生纸。我的天啊！！
13029,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96n4BhYUBGG,0,and most importantly not fighting for the food!,最重要的是不要为食物而战！
13031,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96tQnm_upY2,0,"the best of both worlds then the precmsent technological advances in comunication, health care is a must for human survivaval coupled with worryless life in habitats like this, 
well i hate life in the city,, and prefer places like this but cant relinquish some of the mordern stuff


stuff we can do is, denouncing plastic, trying to grow stuffs for own food, and planting more trees, more lakes","在两全其美的情况下，最好的卫生保健是人类的预先技术进步，以及在这样的栖息地中的无忧生活，这是一个必不可少的生活。
好吧，我讨厌这座城市的生活，更喜欢这样的地方，但不能放弃一些Mordern的东西


我们能做的就是谴责塑料，试图种植自己的食物，种植更多的树木，更多的湖泊"
10299,UgyjZz6SM3Yh8Z0dsg54AaABAg,0,she doesn’t need to go to work because she doesn’t need to buy food. if she wants just go out and pick the foods.,她不需要上班，因为她不需要购买食物。如果她想出去挑选食物。
13107,UgymypA6HinBBANUzuZ4AaABAg.95zW9zXKP0O96zs4nQyRTZ,0,@user-qp6nj2xx5l yeah i saw in the interview with liziqi she mentioned she did the scene shots herself. now has a camera crew so she can focus on making crafting or delicious foods yummy.,@user-qp6nj2xx5l是的，我在接受liziqi的采访中看到了她自己拍摄了自己的镜头。现在有一个相机船员，因此她可以专注于制作手工艺或美味的食物。
10277,Ugxl-XqsW6fKwAU9iMh4AaABAg,0,"how does she do it .
she can cook so much food .
everything she find in the woods she can cook .and it look so delicious to .i enjoy it so much watching her cooking all those things and making all those hand craft to .she the best .and she knows a lot about herbs and others stuff.its amazing","她怎么做。
她可以做很多食物。
她在树林里发现的一切都可以做饭。看起来很美味。我非常喜欢她，看着她烹饪所有这些东西，并使所有这些手工制作到最好的。她对草药和其他东西都了解很多。它很棒"
13176,UgxjnVoIddn9b4OdUVd4AaABAg,0,"if you have the opportunity to come to china, this food deserves to try it. it's excellent.",如果您有机会来到中国，那么这种食物应该可以尝试。太好了。
13192,Ugy6-9wYGYzCmibqfMR4AaABAg,0,and she never taste the food while cooking,而且她在烹饪时从不品尝食物
13194,Ugyjvk4pU2ZNv16KbzJ4AaABAg,0,"good, the best food",好，最好的食物
16844,UgwHkPe1V9fjrVa0-Jx4AaABAg,0,a good woman with temperament and rare food,有气质又会煮菜 难得的好女人
8520,UgxIQVzjiTmhi4BkIbp4AaABAg,0,do they give food to that cute dogs๐”๐”๐”,他们给那个可爱的狗提供食物吗？
22714,Ugz7xy1MN9Ki8CTg9MR4AaABAg,0,"for all you people watching... this is a dream world!!!! food is all around in their backyard, garden.... etc... you dont get this in america... if you want it, its in your freaking neighborhood money hungry supermarket.",对于所有人看着的人...这是一个梦想的世界！！！！食物在他们的后院，花园....等...您在美国不会得到食物...如果您愿意，它在您怪异的邻居饥饿的超市中。
6219,Ugwieb5XHNbTYKh8afp4AaABAg,0,happy to see that not all chinese survive by eating insects and other unhealthy animals. fantastic healthy food on display.,很高兴看到并非所有中国人都可以通过吃昆虫和其他不健康的动物来生存。展出的奇妙健康食品。
20435,Ugz3nF7sN4oNzSQJGOx4AaABAg,0,the foods cooked here looks all tasty! they are too good a cook,这里煮过的食物看起来都很美味！他们太好了厨师
20517,UgwQp7bBAlcj4WDM0P94AaABAg,0,i love this kind of noodles food.... its yummy,我喜欢这种面条食物。
20630,UgyEecFTXozVPrslFN14AaABAg,0,"see ma'am li, it's like that it's cool. plus his ability to process food.
love from indonesia for you","见女士李，就像很酷。加上他处理食物的能力。
来自印度尼西亚的爱对你"
6210,Ugzu2wS70F3IfcFXrBp4AaABAg,0,she is a good cook. her food is colorful and delicious!,她是一个好厨师。她的食物多彩又美味！
6170,UgxsTsdrKpVML7tAC7R4AaABAg,0,is those foods really edible if yes then we are in for a treat bcz they are easily sourced,那些食物真的可以食用，如果是的，那么我们很容易采购bcz
20719,UgxtvGWtKpm5yOCcVCB4AaABAg,0,the food is very nutritious,食物很有营养
20805,UgxPoXWkQuPhcGV_L2B4AaABAg.90Vm5Xy2dMO90aPKoBY6JT,0,"i think maybe she needs to process and store food, not just food for the day",我认为也许她需要加工和存储食物，而不仅仅是一天的食物
20833,UgzLVfrT-LHL8QYleaR4AaABAg,0,omg food i never see cooking this type of food. i am so axiting this video,OMG食物，我从未见过烹饪这种食物。我是如此的视频
6163,UgzE5hoe7yL5IVs60yh4AaABAg,0,i want to buy some of the tools you use. you should offer a link somehow and make money that way. also the fermenting pots. we ferment food here also. but those pots are very nice.,我想购买您使用的一些工具。您应该以某种方式提供链接并以这种方式赚钱。还有发酵罐。我们也在这里发酵食物。但是那些锅非常好。
20852,UgyoNbulU0V4439J3Jt4AaABAg,0,i want to eat ur food.....,我想吃你的食物.....
20873,Ugzsk1seD_N8jsFfg6J4AaABAg,0,"bamboo shoots, traditional indonesian food too, if the celebration is also usually there is a side dish",如果庆祝活动通常也有配菜
6125,UgycxrM1HuoUG7ASyD94AaABAg,0,"such a long process.
jus like indian food, ๐","如此漫长的过程。
像印度美食一样的jus，"
21000,Ugztu61NeZqfhILD9vZ4AaABAg,0,my childhood food,我的童年食物
6110,UgwjehYq54wrXw8m-Fp4AaABAg,0,their food is a balanced correct here they are in form both long -livers and beautiful and dexterous,他们的食物在这里是一个平衡的正确性
21071,Ugwb5Gp9E8xSuHYF_Z94AaABAg.90IxaBOeqU690LkfmeHP6N,0,"taobao is sold, but there is no delicious food in the store.",淘宝有卖，不过没有店里现做的好吃。
21076,UgxnF7EmVeT_iYNFDat4AaABAg,0,great food....,好食物....
21098,Ugxg0Ad-zg96nvWzF154AaABAg,0,food is disgusting,食物令人作呕
21109,Ugy3ppXZxI3pCj7PoSl4AaABAg,0,i loved it is food i go to farm for me to do,我喜欢这是我去农场做的食物
21127,Ugyi9Rl48vp_sGcJmYF4AaABAg,0,simple but delicious food,简单但美味的食物
6057,Ugzeb_elzGc2W6LAOf54AaABAg,0,"wonderful video. love her work and food
https://youtu.be/lwjftvymtdg","精彩的视频。爱她的工作和食物
https://youtu.be/lwjftvymtdg"
21143,Ugz-HKv6DfJz-Syg0nt4AaABAg,0,"they have a hard life, they are all found in the woods but they are natural and healthy. this is how their figure is explained, i think they have no cholesterol and nutrition diseases. it works a lot until the food is done. for the next meal i take it from the end.",他们过着艰难的生活，都在树林中发现，但它们是自然而健康的。这就是他们的形象的解释，我认为他们没有胆固醇和营养疾病。它有很多工作，直到食物完成为止。在下一顿饭中，我从结尾处服用。
21148,UgxMA7ODYmmhMhWB-YV4AaABAg,0,"they work really hard, i think if we, indian have to work so hard for food, we would stop eating",他们真的很努力，我认为，如果我们必须如此努力地为食物而努力，我们将停止进食
