,cid,votes,time,含food,含food中文翻译
9702,Ugz7M-Q0x4_SiI8d-Mx4AaABAg,0,2 years ago,what a lovely video. you certainly have a eye for making food look good! love from southampton uk,多么可爱的视频。您当然有使食物看起来不错的目光！来自英国南安普敦的爱
9565,Ugw3AU5QE5MjR9PlcF54AaABAg,0,2 years ago,"uh, if you were aware of 2020 ad, i have all the food",呃，如果您知道公元2020年，我有所有的食物
32858,UgzuRWlWCL5ynZYz5cl4AaABAg,0,4 years ago,hahhaha she makes a lot of food๐… does she sell it or nah? her grandma's the luckiest btw,哈哈哈，她做了很多食物
3435,Ugz2RjyTEMjV4hlwiwN4AaABAg,0,1 year ago,is this for a birthday party? why did they pack the food to roasted meat?,这是为了生日聚会吗？为什么他们打包食物烤肉？
4061,UgwqvBxiuu7AVp4U0tZ4AaABAg,0,1 year ago,"i like the video of nature; especially making foods.
go ahead & be success!","我喜欢大自然的视频；特别是制作食物。
继续前进并取得成功！"
3923,UgzGdtPvUYlM3HSm31p4AaABAg,0,1 year ago,"nice food , i like your creative. for me makes traditional food too. thank you so much for sharing.",美味的食物，我喜欢你的创意。对我来说，也制作传统食物。非常感谢你的分享。
3780,Ugwk25ckpUWL88XeK6J4AaABAg.9T5uw8PBmV09T5vBYgBFNi,0,1 year ago,egg roll! ice cream! you will also make a lot of food! what taste is so many!,蛋卷！冰淇淋！妳还会自作很多美食！什么口味多有！
3731,UgziqjQqhIdru4BMBmF4AaABAg,0,1 year ago,"you are the greatest woman l have ever seen. you are devoted, kind, loving, dedicated, truthful, hard working, dedicated to your demands, inherited your ansters gift that you got great job on all you do to show this world the great gift you have l truly admire you , your foods, your talent, your contribution to this world. you are truly amazing and l can't find the perfect words to describe you but you are special my child god bless you with all your talent l watch all your videos and always amazed with your talent wish l could eat some if those delicious foods too with your grandma so loving bye my friend",你是我见过的最伟大的女人。您忠于，善良，充满爱心，敬业，诚实，努力工作，致力于您的要求，继承了您的Ansters礼物，您在向这个世界展示您拥有的伟大礼物上所做的一切都非常佩服您，您的食物，您的食物，您的食物，您的食物，您的才华，对这个世界的贡献。你真是太神奇了，我找不到描述你的完美词，但是你很特别，我的孩子上帝保佑你所有的才华l观看你的所有视频，并且总是对你的才华希望我能吃些美味的食物，如果那些美味的食物也可以吃些和你的奶奶如此爱见我的朋友
3592,UgxNDchM9Gr3QpnEaQ94AaABAg,0,1 year ago,sorry to say this but your dog doesn't look healthy i mean you can afford to buy some dog food,很遗憾地说，但是你的狗看起来不健康，我的意思是你能负担得起买些狗食
3544,Ugy1RdQybq0pjJmllSF4AaABAg,0,1 year ago,good food,美食
3427,UgyJ5XolR-rHPiRvhJZ4AaABAg,0,1 year ago,please give that foods to your puppies,请把食物交给你的幼犬
4144,UgzEy2HNlv9yUB21cBt4AaABAg,0,1 year ago,fresh and tasty food can only be found in a village. i also live in a village,只有在一个村庄才能找到新鲜美味的食物。我也住在一个村庄
3395,Ugw6xlc2U6ypxWXsgcV4AaABAg,0,1 year ago,wow....food,哇....食物
3327,UgwsoPb3UQUXMKeRX_x4AaABAg,0,1 year ago,she is farming ..cooking made very very delicious food ...n packzing also this food i this she is marketing with these kind of things...,她正在耕种..烹制制作了非常美味的食物... n包装这种食物，我正在用这种东西进行营销...
3216,UgyhUUkEKvFHFsavpdN4AaABAg,0,1 year ago,2021 you touched my food?,2021您触摸了我的食物？
3201,Ugzkw564KoGejmMAz6h4AaABAg,0,1 year ago,the epitome of all the food vlogs here in youtube,YouTube中所有食物视频博客的缩影
3169,UgzYOZjIDglRn8UvnRV4AaABAg,0,1 year ago,i wish they would care a little bit more about the dogs. the puppies were so scare with the sound of the popcorn machine… poor babies. do you ever feed them? remember their sense of smell is greater than ours…. imagine how all that food smells to them. they always look like they are begging for a little piece of food. it makes me so sad to see them do that…. dogs that are always hungry are the ones that beg the most. please share with them…. some of the foods we eat are ok for dogs to eat.,我希望他们会更关心狗。小狗对爆米花机的声音感到非常恐惧……可怜的婴儿。你曾经喂过他们吗？请记住，他们的嗅觉比我们的气味更大。想象一下所有食物如何闻到他们。他们看起来总是像乞求一小块食物。看到他们这样做，这让我很难过……。总是饥饿的狗是最乞讨的狗。请与他们分享…。我们吃的一些食物可以让狗吃。
3162,UgzL-AJ_ue7FtvV0mvd4AaABAg,0,1 year ago,we can order your food,我们可以订购您的食物
4126,UgzFuf5ijTCDcGowBqF4AaABAg,0,1 year ago,i have been trying to cooking and look so yummy food ❤️,我一直在尝试做饭，看起来很美味❤️
4298,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9Z5_Pos6vg8,0,1 year ago,"@justjite15 read my previous reply again. i don't know what assumptions you are talking about? all i said was that the video is staged because there's no way a real farmer in china can afford to live like her. but the lifestyle, except the quality of food and decorations, is real.",@justjite15再次阅读我以前的答复。我不知道您在说什么假设？我所说的是，该视频是在上演的，因为中国真正的农民无法像她一样生活。但是，除食物和装饰的质量外，生活方式是真实的。
2962,UgyaKKLv-aTpHAC_bwh4AaABAg.9VZKGFfF6B89VZKMIXOPtI,0,1 year ago,"every time i thought she was gonna serve that food up, she done a whole nother process...",每当我以为她要把食物提供服务时，她都做了一个整体的过程...
4889,Ugxnv-VVHMPE3XRExh94AaABAg,0,1 year ago,why are you not feeding your dogs with those meat.? i feel they r not getting adequate food.,你为什么不用那些肉喂狗？我觉得他们没有足够的食物。
5389,UgxmfgDpp_xUpefFmld4AaABAg,0,1 year ago,all of that food looks delish.,所有这些食物看起来都美味。
5388,Ugz0J2EdQjGtbwHl7MB4AaABAg,0,1 year ago,all the foods are amazing,所有食物都很棒
5346,Ugy4TyFVkpNWBC_szal4AaABAg,0,1 year ago,"taking care of farm,pet animals,making food,lots and lots of wrk how she getting time...may b nature and village life mould her to live a beautiful worthy life rather than our city lifeless life...",照顾农场，宠物动物，制作食物，很多WRK，她如何获得时间...愿自然和乡村生活塑造她过着美丽的生活，而不是我们的城市毫无生气的生活...
5340,UgymrXblqY0ONYHk4RR4AaABAg,0,1 year ago,there must be a delight this food. made by the delicate hands of an oriental princess,这种食物一定很高兴。由东方公主的精致手制成
5093,UgwM27LTcUQsOLoTJQF4AaABAg,0,1 year ago,what happens with all the food? do you store it or sell it?,所有食物会发生什么？您存储还是出售它？
5001,UgzmMUZ_24RtLHXW5ih4AaABAg,0,1 year ago,who eat these huge foods?,谁吃这些大食物？
4852,Ugy3JN3vJhzvuCPT6XJ4AaABAg,0,1 year ago,someone can explain to me for so much food and i am from colombia ❤️,有人可以向我解释这么多食物，我来自哥伦比亚❤️
4300,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9Z5aJ9V94u_,0,1 year ago,"@justjite15 do you even know how farmers live. do you know how hard they need to work to grow the rice and how dirty the pig range is? the video only shows you the good part. the food ingredients do not grow themselves. 

i would never imagine my grandparent buying that much meat for one meal and having such a delicate river table.","@justjite15你甚至知道农民的生活吗？您知道他们需要多么努力种植大米以及猪范围有多脏吗？该视频只会显示您的好部分。食物成分不会生长。

我永远不会想象我的祖父母为一顿饭买了这么多的肉，并拥有如此精致的河桌子。"
4670,UgwdMOzB8XlBnSwI5-N4AaABAg,0,1 year ago,kimchi is korea food copy cats!,Kimchi是韩国食品拷贝猫！
4645,Ugwx6pqtPFEN7ULJBM54AaABAg,0,1 year ago,the dog no food,狗没有食物
4603,UgwhVt7R9A94fqmE7TR4AaABAg,0,1 year ago,please make a foods for birthday,请为生日做食物
4485,UgzKNC7IgTfVP0qUob14AaABAg,0,1 year ago,"u have lots of veg food...., than y ru use non veg... ?....in somearea when veg unavailable to eat any thing, lastly they use non veg.... previous days when weather is changed n they didn't get food.... humans r lastly eat non veg.... animals killing is not at all a good thing...observe how many veg things r hv humanbeings... don't kill animals... r",你有很多蔬菜食品....比y ru使用非蔬菜...？....在somearea，当蔬菜无法吃任何东西时，最后他们使用非蔬菜。...前几天天气改变了n他们没有得到食物。...人类最后吃非蔬菜。...杀人的动物根本不是一件好事...观察多少蔬菜是人类的素食……不要杀死动物。 ..r
4472,Ugzwg-i1WcdM9TRxtlF4AaABAg,0,1 year ago,kimch is korean food!!!!!!!!!••,Kimch是韩国食品！！！！！！！！
4463,Ugwn137HT1g_zUAL7H14AaABAg,0,1 year ago,i love all food dear,我爱所有的食物亲爱的
3063,UgwNV0X-xETQyj8Z-8F4AaABAg,0,1 year ago,china's food culture is extensive and profound. i love it.,中国的饮食文化是广泛而深刻的。我喜欢它。
2961,UgyaKKLv-aTpHAC_bwh4AaABAg.9VZKGFfF6B89VZKLYdwk74,0,1 year ago,"every time i thought she was gonna serve that food up, she done a whole nother process...",每当我以为她要把食物提供服务时，她都做了一个整体的过程...
9427,UgzIzhUTCvlS_llrg3J4AaABAg,0,2 years ago,"your dogs and lambs are so cute, but are they source of food? i hope not. is the mama lamb that used to be a baby?",您的狗和羔羊是如此可爱，但是它们是食物的来源吗？我希望不是。曾经是婴儿的妈妈羔羊吗？
1260,UgxKG7DJiBF7J2PHCSd4AaABAg,0,9 months ago,"the home page ๐ก & the house is very clean well maintained, a beautiful woman who is very smart, from starting to plant, process/ cook into any food can be done, very inspiring.",主页
1960,UgxamudCpDYT9ITsD5N4AaABAg,0,1 year ago,he never pampers the animals he has close .. he does a lot of food but i have never seen that he does something good for the creatures he has there .. who and cats .. what does he eat those too ?? since they are not seen big in the next videos ... what happened to ??? it has only one goal .. the videos .... and more ....,他从不援助他关闭的动物。他做了很多食物，但我从未见过他为自己在那里的生物做的好处。.谁和猫..他也吃了什么？由于在下一个视频中没有看到它们很大...发生了什么？
1648,UgzxaHChoImg3_QubQ14AaABAg,0,1 year ago,i really like your meals my favorite food is chinese food,我真的很喜欢你的饭菜，我最喜欢的食物是中国菜
1644,UgzeyPTRlMes3247MsB4AaABAg,0,1 year ago,they have a lot of food.so inspiring 's my calmness,他们有很多食物。
1488,UgxE-Nly_CjHZGhomZp4AaABAg,0,11 months ago,wowww....amazing...113 milions more viewers.....liziqi the best chinese food vlogger,WOWWW ....令人惊讶... 1.13英里更多的观众..... Liziqi最好的中国食品vlogger
1432,UgzfG8UQYfNHXn4DMAV4AaABAg,0,11 months ago,as you are beautiful the same food is being cooked ๐ฅฐ #ayvlog,因为您很漂亮
1414,Ugy57Oz8PN-lIE5y6Oh4AaABAg,0,10 months ago,chinese food looks bright and delicious.,中国菜看起来明亮可口。
1178,UgwrvEKkucZGPDbAKbZ4AaABAg,0,9 months ago,nice ..provide some food to your surrounding animals also ๐ฅฐ,很好..为周围的动物提供一些食物
2020,UgyawfATyUMQ4b6sXpt4AaABAg,0,1 year ago,"what you do is so beautiful, so i have been watching you, i learned from what you did, and i learned a lot of food to protect nature. we have enough food",你所做的如此美丽所以我一直看着你我从你的所作所为中学到了很多让我们爱护大自然这样我们就有足够的食物
1065,UgxWYc7GbQbJUYVUxEl4AaABAg,0,8 months ago,can i come to your house to try some food?,我可以来你家尝试一些食物吗？
1028,UgxKcKCLSaqPyyLvAPZ4AaABAg,0,8 months ago (edited),i'm just amazed that ants don't seem to be a problem for their food storage. like she can just leave smoked sausages hanging.,令我惊讶的是，蚂蚁似乎并不是他们的食物存储问题。就像她可以把烟熏的香肠悬挂在一起一样。
929,Ugx70ApGwWLXGZFeR2d4AaABAg,0,7 months ago,"good morning, ziyi fried melon seeds*egg yolk crispy rolls*prepared a lot of good food*",早上好， 子柒炒瓜子*蛋黄香酥卷*准备了很多好食品*
415,UgyrZlxFhNOItXcQssN4AaABAg,0,3 months ago (edited),"crooked nuts hope that china will always be like this. do not develop. natural foods. two people will not deteriorate. the ancestors of 1.4 billion have been struggling for 5,000 years. no one is this kind of environmental life? who can cross, introduce it, i want evidence",歪果仁就希望中国永远像这样，不要发展，天然食品，两个人吃不完也不会变质，14亿的祖先奋斗了5000年，也没人是这种环境生活吧？谁能穿越，介绍一下，要证据的
378,Ugzq6vUuZhlZde6BNv14AaABAg,0,2 months ago,https://youtube.com/@welcomefoodie7707,https://youtube.com/@welcomefoodie7707
258,UgwQOd_VSG389mMjxpp4AaABAg,0,1 month ago,love him food ❤❤❤❤❤❤,爱他食物❤❤❤❤❤❤
2001,UgwIOOXUb7VOi-UHDXt4AaABAg,0,1 year ago,nice food,好吃的食物
2031,Ugx1CDq3r1QKwOTQNB54AaABAg,0,1 year ago,"appreciate her all, like her food, food, housing and transportation",欣赏她的一应俱全，喜欢她的衣食住行
2960,UgyaKKLv-aTpHAC_bwh4AaABAg.9VZKGFfF6B89VZKL-f4LLy,0,1 year ago,"every time i thought she was gonna serve that food up, she done a whole nother process...",每当我以为她要把食物提供服务时，她都做了一个整体的过程...
2847,UgyWy1PPqIN7-FcxonN4AaABAg,0,1 year ago,why he makes many food???,他为什么要做很多食物？？？
2959,UgyaKKLv-aTpHAC_bwh4AaABAg.9VZKGFfF6B89VZKK3359G_,0,1 year ago,"every time i thought she was gonna serve that food up, she done a whole nother process...",每当我以为她要把食物提供服务时，她都做了一个整体的过程...
2950,UgyGQMscCWxysPsWJJ94AaABAg,0,1 year ago,"ly tu that: the girl from poor and unhappy, introducing rural life and traditional chinese food to the world.

and what else? why do you have 16 million sub.

too compliment! great!","ly tu：来自贫穷和不开心的女孩，向世界介绍了农村生活和传统的中国菜。

还有什么？为什么您有1600万个子。

太称赞了！伟大的！"
2949,UgyfoTXysMYacEJ8CWF4AaABAg,0,1 year ago,"ly tu that: the girl from poor and unhappy, introducing rural life and traditional chinese food to the world.

and what else? why do you have 16 million sub.

very talented, overcome difficulties, commendable, wonderful!","ly tu：来自贫穷和不开心的女孩，向世界介绍了农村生活和传统的中国菜。

还有什么？为什么您有1600万个子。

非常有才华，克服困难，值得称赞，很棒！"
2940,UgyaKKLv-aTpHAC_bwh4AaABAg,0,1 year ago,"every time i thought she was gonna serve that food up, she done a whole nother process...",每当我以为她要把食物提供服务时，她都做了一个整体的过程...
2867,UgxqZ1Vmb2IEsrSJTYN4AaABAg,0,1 year ago,"like the food you made carefully, the fresh and natural environment that you live in, the bird's fragrance, the neighborhood is harmonious, and the family is happy and healthy. one day when i retired from the jewelry industry, it will definitely fly myself like you. come on! come on!",喜欢你精心制作的美食，喜欢你身处的清新自然、鸟语花香的自然环境，邻里和睦，阖家幸福安康❤很憧憬。有朝一日等我从珠宝行业中退出来，定会像你一样，全身心的放飞自我。加油加油！
2855,UgyFmraGfnEoPo72jCp4AaABAg,0,1 year ago,chinese food! i like it!,中国菜！我喜欢！
2727,UgyJeFi1qB3L3L7vaW94AaABAg.9WgsAfLIX-F9YvxLuzclWN,0,1 year ago,@growfoodsustainably you are very blessed. please stay safe,@growfoodsustaus，您非常幸运。请保持安全
2081,Ugy8dEdm-NsVr6EkI_N4AaABAg,0,1 year ago,my food video is also wonderful https://youtu.be/xhkvh3wrhba,我的美食视频也很棒https://youtu.be/xhkvh3wrhba
2558,UgxABcIXlGwiEbNp61J4AaABAg,0,1 year ago,that delicious food,那美味的食物
2460,UgybHNTPbzhGiva0h-l4AaABAg,0,1 year ago,wanna taste all of food that you have cooked,想品尝您煮熟的所有食物
2450,UgzFz9WMjSVxbP_FmAx4AaABAg,0,1 year ago,"despite all awesome things you do this, you do this for your pleasure or you have a business in organic food ?:d",尽管您做到了所有的事情，但您还是为了快乐或从事有机食品的生意？：D
2292,UgyG5RF9bsx6vg4rqch4AaABAg,0,1 year ago,for who does she made so many food? who is going to eat it all since it has whole village portion???,她为谁做了这么多食物？由于整个村庄的一部分，谁会吃掉它？？？
2273,UgyzDUwd1cE90uMOh-l4AaABAg,0,1 year ago,this whole video was so satisfying & the food looks delicious,整个视频非常令人满意，食物看起来很美味
2183,Ugxp7LRbYYothu-ahth4AaABAg,0,1 year ago,"a good sweet girl, i look at you and calm down a bit. and in ukraine, the war of russia attacked on 02.24.22 bombing cities, killing a civilian population, more than 100 children were killed only, we live in basements and bomb shelters. today, they barely got out of kharkov where hundreds of houses were destroyed by rockets. no water, light and food. but we pray for our people and our defenders that they do not let the nazis from russia to ukraine ... russians carry death!",一个好可爱的女孩，我看着你，冷静一点。在乌克兰，俄罗斯战争在02.24.22轰炸城市袭击，杀死了平民，只有100多名儿童被杀，我们住在地下室和炸弹庇护所。今天，他们几乎没有离开哈尔科夫，那里的数百座房屋被火箭摧毁。没有水，轻和食物。但是，我们为我们的人民和捍卫者祈祷，他们不会让纳粹从俄罗斯到乌克兰...俄罗斯人死亡！
5403,UgzJVvbm81JiETljJhZ4AaABAg.9OiQPbObjKD9OnUDHFjes5,0,1 year ago (edited),"@bdstudios6088 no, i heard she sells food things at her online store. and who would use those kind of wraps for family? yes i meant creppe, and candy like bars",@bdstudios6088不，我听说她在她的在线商店出售食物。谁会将这些包裹用于家庭？是的，我的意思是Creppe，像酒吧一样的糖果
5461,UgzhY-b8FydlAzjl4B14AaABAg,0,2 years ago,"i like to watch. it is a very good woman, cooking food, making household work, etc. it is a wonderful woman.",我喜欢看。这是一个非常好的女人，烹饪食物，做家居工作等。这是一个很棒的女人。
5507,UgwNrx4xYp6QrmqIx6d4AaABAg,0,2 years ago,waste food china,废物中国
8241,UgxRGRCtX_ZO9MSba-l4AaABAg,0,2 years ago,"i’m sure she never made even one whole food in this channel’s movies. this channel is by chinese government with professional cuisiniers, culturists, especially pro-level audiovisual producer to advertise communism and china. we know even youtube is banned in china.(so they use bilibili) but they need a promotion channel to advertise nice images of china to the world.",我敢肯定，她在这个频道的电影中也从来没有做过全部食物。该渠道由中国政府与专业的美食，文化家，尤其是在广告中宣传共产主义和中国的支持级别的视听生产商。我们知道甚至在中国禁止YouTube。
8602,UgwYqCD2LygGCILClo14AaABAg.9IOsofHPWuB9IRt5Lwd9CT,0,2 years ago,"i'm chinese. i like korea, but i don't like korean angry youth. kimchi is a traditional chinese and korean food.",我是中国人。我喜欢韩国，但我不喜欢韩国生气的青年。泡菜是一种传统的中国和韩国美食。
8549,UgzNjDPN2f4dMfnWGep4AaABAg.9IQlqzjGLbn9IRsbEExHZu,0,2 years ago,kimchi is a traditional chinese and korean food. china has a history of 5000 years.,泡菜是一种传统的中国和韩国美食。中国有5000年的历史。
8513,UgzWE6Bcj4g1oazNdsR4AaABAg,0,2 years ago,crazy girl... kimchi is korean food,疯狂的女孩...泡菜是韩国菜
8482,UgweYanZERATWfX49z14AaABAg,0,2 years ago,kimchi is chinese food no doubt.,毫无疑问，泡菜是中国食品。
8441,UgzqDXK2StSOoOX1L5Z4AaABAg,0,2 years ago,"japan always good natural food
china always animals food
i love japan you love japan are no","日本总是很好的天然食物
中国总是动物食物
我爱日本你爱日本没有"
8415,Ugz3KLR26utP6EQAe714AaABAg,0,2 years ago,"is this chinese food?
lol","这是中国食品吗？
哈哈"
8187,UgxdKalzrug54vh0lbx4AaABAg,0,2 years ago,"i love to see these videos, they are very beautiful and the food looks delicious ^ _ ^: ^)",我喜欢看这些视频，它们非常漂亮，食物看起来很美味 ^_ ^： ^）
8632,Ugy3Blu_vtHOigGgEZ54AaABAg,0,2 years ago,"it's shameless.
how could 'kimchi' be chinese food?
there are no side dishes spiced with red sauce,such as red pepper paste, in china.
kimchi is korean food, not chinese traditional food.
please don't be fooled.","这是无耻的。
“泡菜”怎么可能是中国食品？
在中国，没有配音的配菜，例如红辣椒酱。
泡菜是韩国食品，而不是中国传统食品。
请不要上当。"
8182,Ugwtgj9Q_393TWFHaVt4AaABAg,0,2 years ago,"good health to your hands, very nice posts, i expect everyone to my food channel, i would be glad if you subscribe and support",您的手健康状况良好，非常好的帖子，我希望每个人都进入我的美食频道，如果您订阅并支持
8148,UgzCFjJokCSuwYZYXQh4AaABAg,0,2 years ago,the food is healthy all,食物很健康
8143,UgwJfxVbdWW95FQbblR4AaABAg,0,2 years ago,where can i buy these foods they look so good?,我在哪里可以买到这些食物，它们看起来很好？
8069,UgxZbsP9xckMN_c-2-Z4AaABAg,0,2 years ago,"feed your puppies well! they look so undernourished, shouldn't raise them and make them beg for food while you're eating.......if you don't have the heart to provide sufficiently for them or take on proper responsibility for their welfare & growth then you shouldn't raise them in the first place. they'll be better in the hands of someone else who take proper responsibility & provide generously for them! you can't earn your blessings for long if you neglect their wellbeing like this frequently",很好地喂养幼犬！他们看起来很营养，不应该抚养它们，让他们在吃饭时乞求食物.......如果您没有心脏为他们提供足够的心或对他们的福利承担适当的责任＆然后，您不应该首先提高它们。他们将在其他承担适当责任并为他们慷慨地提供的人的手中更好！如果您经常忽略他们的福祉，就无法赢得长期祝福
8044,Ugx2SM1amd6-7vbXv314AaABAg,0,2 years ago,plz give some food for dogs,请给狗的食物
7959,UgwIYrNzJE77bNtS1vZ4AaABAg,0,2 years ago,you make so good i like this food,你真是太好了，我喜欢这个食物
8625,UgzMsFMADWFbNmyTCpJ4AaABAg,0,2 years ago,those are american food not chinese food,那是美国食品而不是中国菜
8634,UgxsB3ucP0ZgWBjVGvt4AaABAg,0,2 years ago,if you like street food please subscribe to my channel,如果您喜欢街头食品，请订阅我的频道
5516,UgwcEvhZG1Yit86DgQF4AaABAg,0,2 years ago,"did she just made their foods for full winter
she dont have to cook for months as she made food at that quantity","她只是在整个冬天做了食物吗？
当她以那个数量制作食物时，她不必做饭几个月"
8884,UgxJs3UacsVt3_VPKhx4AaABAg,0,2 years ago,how long the foods that you store in the boxes could last?,您在盒子中存储的食物可以持续多长时间？
9426,UgzROWw8fLNwHGFd1i94AaABAg,0,2 years ago,is your food mostly spicy?,您的食物主要是辣吗？
9406,UgxY31vRNBjgOstCjtx4AaABAg,0,2 years ago,she is so hardworking girl and she peppered the food for selling or keeping for longtime,她是如此勤奋的女孩，她为长期出售或保留食物
9187,Ugzd8jgsJdKhvHion0l4AaABAg,0,2 years ago,i know you are poor but more freash food from rich and butifull nature .love from india,我知道你很贫穷，但更多的食物来自印度的富裕和丁福自然。
9132,UgzST_3BflxcLvC6OTB4AaABAg,0,2 years ago,"food production :: seed to harvest, then storage and manufacturing eatable stored food, packaging it or putting it in storage vessels. just think of all the planning that is needed. constant replenishment of seeds or the actual saving of seeds yourself. you have to know the growing schedule and we have to be prepared with land and fertilizer etc. to grow all those different foods. corn for example cannot be grown in the same plot every year. it needs to be rotated. she has to know all the different storage methods and she has to have all the items necessary to do it. and the biggest point:::; then she actually has to do it! just amazing. my hat is off to you.",食品生产::种子要收获，然后储存和制造可食用的食物，包装或将其放入存储容器中。只需考虑所有需要的计划即可。不断补充种子或自己实际节省种子。您必须知道日程表的增长，我们必须准备好土地和肥料等，才能种植所有这些不同的食物。例如，玉米不能每年在同一地块中生长。它需要旋转。她必须了解所有不同的存储方法，并且必须拥有所有必要的项目。最大的一点:::;然后她实际上必须这样做！太棒了。我的帽子给你。
8966,UgxSKtP04W_ZrtNWCXF4AaABAg,0,2 years ago,plz eat good food... we don't want another viruses,请吃美食...我们不想要其他病毒
8946,UgyetcLFWQHHj2ZVq8J4AaABAg,0,2 years ago,"cook food so fast, who can see it in time",煮这么快的食物，谁能及时看到它
8874,UgyMeNdlr3AEqZKYcDN4AaABAg,0,2 years ago,"how lucky to be born with all the riches of mother earth (food) on your doorstep, that through your own hard work you can add to your bounty, having the skills passed down through endless generations on the land they walked and nurtured and learnt to be able to utilise everything mother earth can provide from the seed, fruit, flower and roots, sadly most of us will not live in such a paradise, but watching liziqi shows us her life is a joy to behold, happy new year everyone.",很幸运能与您家门口的所有财富（食物）的所有财富出生，通过自己的辛勤工作，您可以将自己的赏金添加到赏金中，使他们在他们走路，养育并学会的土地上的无尽一代人传递了几代人能够利用地球母亲可以从种子，水果，花朵和根源中提供的一切，可悲的是，我们大多数人都不会生活在这样的天堂中，但是看着Liziqi向我们展示了她的生活，这是一个愉快的事，每个人都在新年快乐。
8635,Ugz5KJXi-6gzqCre9o54AaABAg,0,2 years ago,"chinese can't use youtube. cause the country shut it down. but why does she can use the youtube. i bet their is sth behind her.

kimchi is korean traditional food.
chinese culture all died in 1989 tiananmen square massacre","中国人不能使用YouTube。使国家关闭。但是，为什么她可以使用YouTube。我敢打赌他们在她身后。

泡菜是韩国传统食品。
中国文化全都死于1989年天安门广场大屠杀"
8756,UgzCqILIF2-NTOraeKx4AaABAg,0,2 years ago,"this girl is too filial, making food look and want to crave",这个女孩太符合了，让食物看起来和想要渴望
8676,UgxyYu7WsGnsddDW2iV4AaABAg.9IMPVU4WzXa9IP52t2KzFS,0,2 years ago,"bat meat is not especially popular in china. but in southern china, bats are sometimes eaten and can be found in some markets. specific bat species eaten in china include the cave nectar bat, pomona roundleaf bat, indian flying fox, and leschenault's rousette. additionally, the greater short-nosed fruit bat is hunted for medicine, but not food. it has been contested whether or not the huanan seafood wholesale market, suspected as having ties with the covid-19 outbreak, sold bat meat.

all wildlife trade in china, including bat meat, was banned in january 2020 in response to the coronavirus pandemic which is assumed to have originated in wuhan.","蝙蝠肉在中国并不特别受欢迎。但是在中国南部，有时会吃掉蝙蝠，可以在某些市场中找到。在中国食用的特定蝙蝠物种包括洞穴花蜜蝙蝠，波莫纳圆形蝙蝠，印度飞狐和莱斯诺的rousette。此外，大鼻子的水果蝙蝠被追捕了药物，但没有食物。是否有争议的是瓦南海鲜批发市场（涉嫌与Covid-19爆发有联系）出售蝙蝠肉。

2020年1月，所有中国的野生动植物贸易均被禁止，以应对冠状病毒大流行，该冠状病毒被认为起源于武汉。"
8650,Ugy3Blu_vtHOigGgEZ54AaABAg.9INHt20KlP49IOdeW0T9ox,0,2 years ago,do you know that ancient china began to make these long before korea even existed as a concept of country?pickled vegetables was first recorded in paper by the book of odes which is published 3100b.c. also there are more than 20ways of making pickled vegetables from different areas of china. so called 'kimchi' is just an creation by korean based on chinese food.,您是否知道古代中国开始在韩国甚至作为国家的概念存在之前就开始制作这些？此外，还有超过20条从中国不同地区制作腌制蔬菜。所谓的“泡菜”只是基于中国食品的韩国人的创造。
8647,UgzMsFMADWFbNmyTCpJ4AaABAg.9INdRBq89IR9ISmM7q7MQ-,0,2 years ago,no that snack is american food not chinese food,不，小吃是美国食品而不是中国菜
8644,UgzMsFMADWFbNmyTCpJ4AaABAg.9INdRBq89IR9IRtB_qS4M2,0,2 years ago,"i'm chinese. i like korea, but i don't like korean angry youth. kimchi is a traditional chinese and korean food.",我是中国人。我喜欢韩国，但我不喜欢韩国生气的青年。泡菜是一种传统的中国和韩国美食。
8637,Ugyc_qRsPkqxSl92fSp4AaABAg,0,2 years ago,and now all you have to do is sit there all day long for months and eats those preserves food ☺,现在，您要做的就是整天坐在那里呆了几个月，吃这些蛋糕食物☺
7622,UgzNpkcVGzEM1WZiNo14AaABAg,0,2 years ago,"https://www.youtube.com/watch?v=lswyc4azioziozioziozioziozioziozioziozioziozioziozioziozioziog
the village is how to make ooterary in the village. subscribe subscribe now to get rid of this interesting food.","https://www.youtube.com/watch?v=lswyc4azioziozioziozioziozioziozioziozioziozioziozioziozioziozioziozioziozioziog
该村是如何在村庄制作院子的方法。立即订阅以摆脱这种有趣的食物。"
7610,Ugzag16hhqEJcBTfMih4AaABAg,0,2 years ago,"we need funds and have all machineries need packing machines and funds for my company related to food products mainly in masalas, pickles, papads, jams etc.i want to start it in large scale, so need funds......",我们需要资金，所有机器需要包装机和资金，我的公司与食品有关，主要是Masalas，Pickles，Papads，Jams等。我想大规模启动它，因此需要资金……
7608,UgwtB1AJSEW1pupSEt94AaABAg,0,2 years ago,i wonder what is she doing with all that food...,我想知道她在用所有这些食物做什么...
5832,UgyeFK8fSATOvDog8aN4AaABAg,0,2 years ago,i noticed the puppies are very malnourished and skinny often asking her for food. one seems to have been shaven down despite the cold winter. puppies look emancipated.,我注意到幼犬很营养不良，经常要她吃东西。尽管有寒冷的冬天，但似乎还是被剃光了。幼犬看起来被解放了。
6525,Ugy7KKyZfNHDaFdKkr94AaABAg,0,2 years ago,girl cooking vietnamese food too,女孩烹饪越南食物
