,cid,votes,含fruit,含fruit中文翻译
16279,UgyoEw56GNJ0AJskl6J4AaABAg.98nq4csqtxT98sw4uDT_HJ,0,"@yiliu739 sorry, i meant 4:01. it shows a yellow fruit hanging from a tree. do you know what it is called, yi liu?",@yiliu739对不起，我的意思是4:01。它显示了一棵树上悬挂的黄色水果。你知道它叫什么吗，刘yi？
23951,UgzWyo4FiWS6YdnWN754AaABAg,0,"i did not leave anything that i have made .. a solution .. salty .. i was treasured for the four seasons .. fruits were brought from the trees .. and i cut the grass .. i sat with her grandmother and helped her .. this is a year plan in a day, a group is natural, and i am not an early aging !! ! jani exhausted from many of what i worked in a spirit of sleep",我没有留下任何我做过的东西..一个解决方案..咸..我在四个季节里珍惜了。水果是从树上带来的。.我割草了。我和她的祖母坐在一起，帮助她..这是一天中的一年计划，一个团体很自然，我不是早熟！！贾尼（Jani）筋疲力尽
25721,Ugw4NGF8R2y5VOEvbil4AaABAg,0,"i'm so pretty ... i want to live like that too, ...
by the way, is that fruit tangfuru? it must be so delicious .. ใ… ","我真漂亮...我也想这样生活，...
顺便说一句，那是水果汤富鲁吗？它一定是如此美味。"
25733,UgyIgEVN57fP6Dcflvx4AaABAg,0,"1. where does she live where all these fruits and berries and nuts grow all at the same time?
2. how do you kick the american brainwashing of living to work instead of living to live? not that what she is doing is easy, but it looks truly fulfilling.
3. that house looks totally custom from the ground up, and she probably did it with her bare hands.","1.她在所有这些水果，浆果和坚果同时生长的地方住在哪里？
2.您如何踢美国生活的洗脑，而不是活着生活？并不是说她正在做的事情很容易，但看起来确实很充实。
3.那所房子从头开始看上去完全习惯，她可能用裸露的手做到了。"
25735,UgyfoDQr0JKvo7GLZhV4AaABAg,0,love her videos. just wonder how the citrus fruits survive in that cold weather!,爱她的视频。只是想知道柑橘果如何在寒冷的天气中生存！
25742,UgyfoDQr0JKvo7GLZhV4AaABAg.9-2Jutlxu469-36fcxIUj8,0,"she's in sw china, where the climate is warm enough for the fruit to bearing",她在西南中国，那里的气候足够温暖
14834,Ugw14RiHeQ7DKqiqNAB4AaABAg,0,ah yes market capitalism and the fruits of your own labors. well done china.,是的，市值资本主义和您自己劳动的果实。中国做得好。
14890,Ugx2svDJd_L0AdHp3L14AaABAg,0,fruit fruit kalimantan people call it,水果果kalimantan人称之为
28118,Ugzznkgrfh3FF_eDsJp4AaABAg,0,the moment i saw those fruits i realized she's making tanghulu >< they are my childhood favorite snacks,当我看到那些水果的那一刻，我意识到她正在制作tanghulu> <它们是我童年最喜欢的小吃
14947,UgwlSmmUZf3zmQ30_wV4AaABAg,0,"how is it that they are able to grow citrus trees in such a cold climate? amazing, love seeing the abundant amount of fruits and veggies she is able to harvest!",他们如何在如此寒冷的气候下种植柑橘树？令人惊讶的是，喜欢看到她能够收获的大量水果和蔬菜！
28050,UgwvU38lkeZslsPQfB94AaABAg,0,ashmaza this fruits have you and we are not with us ๐’๐คฆ๐ป,Ashmaza这个果实有您，我们不与我们在一起
28033,UgyPsTPSIj4H8_UP1_94AaABAg,0,"i really like this girl๐ she's very amazing.. like me, i like eating vegge too and fruits.. good jod sis",我真的很喜欢这个女孩
28014,UgxJttPSGb04Kx_cw2h4AaABAg,0,"imagine a channel on television that reported like the news, but instead of mindless propaganda, it would report on what is currently blooming, or fruiting, and educational shows like this one teaching you the many ways of creating with nature, making food, planting back, soil enrichment, and many other cool things. that would get me to start watching tv again...lol just for a little, there is much to do outside.",想象电视上的一个频道像新闻一样报道，但它不是毫无意义的宣传，而是报告目前正在开花或结实的东西，以及像这样的教育表演，教您多种与大自然创造的方法，土壤富集以及许多其他很酷的东西。那会让我再次开始看电视...大声笑只是一点点，外面有很多事情要做。
4816,UgyrcrFbiIFEEutMt8t4AaABAg,0,wow! oh! grapefruit is full of yogurt! it's all! oh a big harvest!,哇！柒！柚子满院子里ˇ！都是！大丰收喔！
15124,Ugzzb_95Merht9Ftsdd4AaABAg,0,there are many grapefruit on the ground! can't you eat?,地上好多柚子啊！不能吃了吗
15363,UgzQjCBrpXiPuge6oKx4AaABAg,0,"can you make this video for download
oh and you must be very lucky your living in a fresh natural place with fresh air and trees full of fruits i wish i could live there with no problems no pollution etc
and with animals,birds etccc","你可以让这个视频下载吗
哦，您一定很幸运，您的生活在一个新鲜的自然地方，新鲜的空气和充满水果的树木，我希望我能住在那里，没有问题，没有污染等
鸟类ETCCC有动物"
15500,UgwlGXStU11Fjv138O54AaABAg,0,what was the yellow fruit at 08:50,08:50的黄色水果是什么
27546,UgzNJFC5fzo85zldV8h4AaABAg,0,"this what i call a wonderful life. hard work but fruitful and much happiness to those family members who receives this bounty. how lucky my ancestors had it . looking back.i bet they dreamed of a life like mine. we came,we saw and cried with happiness.",这就是我所说的美好生活。辛勤工作，但对那些接受这种赏金的家庭成员来说，富有成果和幸福。我的祖先有多幸运。回头看。我敢打赌，他们梦到了像我这样的生活。我们来了，我们看到了幸福并哭了。
27122,Ugy99lBRpisS_LfYSG14AaABAg,0,can anyone tell me what the fruit is that is being cut up in 3:12? it looks delicious.,谁能告诉我3:12砍伐的水果？看起来很好吃。
27071,UgyChudFbRdJfxGpBm14AaABAg,0,beautiful nature fertile fruits and vegetables the ultimate place of place. everyone wants to stay.,美丽的自然肥沃的水果和蔬菜最终的地方。每个人都想留下。
26978,UgyDS9wRzBIZQktftbJ4AaABAg,0,what is the name of the big orange fruit you cut in 3:11.,您在3:11切割的大橙色水果的名字是什么。
26915,UgwJos6PQCZlAjNECS54AaABAg,0,what kind of yellow fruit?,什么样的黄色水果？
26804,UgyYsSvfXVlDtCQYPUt4AaABAg,0,this is everyone 's dreamland filled with fruits candy and many more .....,这是每个人的梦境，里面充满了水果糖果，还有更多.....
26788,Ugw07mwOdV94J5n19T54AaABAg.8zguSwAhEDE8zhDXfDykhm,0,"yes. 
she has an online shop to sell her self-made farm products including jam, pickles, dried fruit, dried meat, festival snacks, candies, sauces, seasoning powder etc.","是的。
她有一家在线商店出售自己的自制农产品，包括果酱，泡菜，干果，干肉，节日小吃，糖果，调味料，调味粉。"
26032,Ugy8a27AFx9OP5_f9CV4AaABAg,0,there are so many fruits,有很多水果
25981,Ugx5LuEF8lVuCQWagSx4AaABAg,0,what the hell r u doing with fruits,你到底用水果做什么
25964,UgwxwBC9ckkGBzF-IPZ4AaABAg,0,"first of all she is naturally beautiful. she has a lot of skills. she is strong too lol she can carry heavy loads of fruits. she has two assistants yes but she directs most of her videos. i just love how she can just cook anything or do anything like make her dye her dress, embroided clothing or pillowcases. and how she handles things with care. people in her town said she is a very hardworking person. intelligent and has talent. she is just amazing. makes me wanna plant and make a beautiful garden. she inspires millions of people around the world. she is a real life amazing princess.",首先，她天生美丽。她有很多技能。她太坚强了，大声笑她可以携带大量的水果。她有两个助手是，但她指导了大多数视频。我只是喜欢她如何做任何东西或做任何事情，例如使她的衣服，绣花衣或枕套染色。以及她如何小心处理事情。她镇上的人说她是一个非常勤奋的人。聪明并且有才华。她真是太神奇了。让我想种植一个美丽的花园。她激发了世界各地数百万的人。她是一个现实生活中令人惊叹的公主。
25937,Ugw2zI7nbQEvgUDSb3h4AaABAg,0,"they work well, but without cleaning, do not wash fruits, crush it with its feet, and eat it from under the animals ๐–๐–",工作良好，但没有清洁，请勿清洗水果，用脚将其粉碎，然后从动物下面食用。
15514,Ugz2u2kTwp5yVb67l914AaABAg,0,what is the name of those yellow big fruits,那些黄色大果的名字是什么
16392,UgxMT-H0gfMU7EeaTBl4AaABAg.98imeaDqLFQ98k5KNpSivb,0,grapefruit or orange,柚子or橙子
23836,UgwEL77o3xeU-YpvNxt4AaABAg,0,the way she carries the fruits contain,她的果实包含的方式
36233,Ugw2LNLxp0vTn2ldwDh4AaABAg,0,"all this fruits growing on your trees.. we have to buy them in the supermarket, it doesn't grow in germany:(",所有这些水果在您的树上生长。.我们必须在超市购买它们，在德国不会生长:(
5048,UgxZAN2Op-qcHQxaVFZ4AaABAg,0,how can you save these all things and how can you harvest all fruits... nuts... vegetables etc .... ohh these all the blessings of allah,你怎么能保存这些万物，以及如何收获所有水果...坚果...蔬菜等。
20366,UgyYLOxRcDpUjCv7GQl4AaABAg,0,"this place is my fantasy world. every fruit, veggies and livestock is around her. more over it seems quite, peaceful, and amazingly beautiful. who ever married this woman and living with her in this place already claimed heaven. 
liz is one of a kind. much respect! blessings!","这个地方是我的幻想世界。她周围的每个水果，蔬菜和牲畜都在她身边。更加超越，看起来很宁静，令人惊讶。曾经与这个女人结婚并与她一起住在这个地方的人已经宣称天堂。
丽兹是一种。非常尊重！祝福！"
19932,Ugxwf28Me86ccmAI9MV4AaABAg,0,what a fruit and it is that delicious it seems very tasty,多么的水果，好吃看起来很美味
19921,UgyOYIM1P4EoXpMsx3B4AaABAg.957SRm1FzQ7959xojashZi,0,they're most likely to be the fruit quince.,他们最有可能是水果木瓜。
19917,UgyOYIM1P4EoXpMsx3B4AaABAg,0,what is the name of big yellow fruit... and she was wonder full women,大黄色水果的名字是什么...她想知道充实的女人
19912,Ugyft6OnnHP--zAWSuB4AaABAg,0,"this is best life. simple and rich in natural way. they have plenty of fruits and vegetable, have goats and maybe they have river to catch fish. they don't even need to buy gas for their stove. indeed they are blessed",这是最好的生活。简单而丰富的自然方式。他们有很多水果和蔬菜，有山羊，也许他们有河可以钓鱼。他们甚至不需要为炉子购买汽油。的确，他们很幸运
4976,Ugxtoxoju4Rku9H1EZZ4AaABAg,0,thanks to her ancestors who planted fruit bearing trees,多亏了她的祖先种植果树的果实
17701,Ugxm3FUq_Lj7tQ95kMZ4AaABAg,0,can you adopt me i help you collect the fruits,你能收养我，我帮你收集水果
19737,UgwaxeV1ATf-Yst3wr54AaABAg,0,"why meat , you can live without meat all vegetables and fruits have protein",为什么肉，你可以没有肉的生活，所有蔬菜和水果都有蛋白质
19241,UgwoBenzBfzUCEM5EFR4AaABAg,0,"very beautiful to see the way to get the fruit is so easy to cook it so well, may god bless his garden business amen",看到得到水果的方式非常漂亮，很容易做饭，愿上帝保佑他的花园业务阿们
17762,UgzyHuiQaT0-7Ao2BYl4AaABAg,0,grapefruit does not eat to shed lun,葡萄柚不进食
19085,UgxyIW1LfE98uNuuREl4AaABAg,0,"is that the original tangfuru?
sansa fruit?","那是原始的Tangfuru吗？
Sansa水果？"
19011,UgwfTmYzlPhE5R6fR7p4AaABAg,0,"what kind of heavenly place where everything grows, blooms and fruitful in winter and in summer?! and :)",在冬天和夏天，一切都在什么样的天堂里生长，开花和富有成果？和 ：）
23723,Ugy3WoE0eMx6sPFyVDZ4AaABAg,0,will there be someone in this time that this story is created that she collects any fruits and vegetables anywhere ??? ๐ค”๐๐ค๐ข๐ค๐ฃ๐ฅ๐ฒ๐๐ณ๐•๐”๐ฐ๐น๐€๐จ๐ป๐ฟ๐“๐ฃ๐ข๐ค๐ฅ๐ค๐๐ข๐ฆ๐๐๐ง๐ฅ๐ค๐ค๐๐ฆ๐” i don't think !!,这次会有一个人会创建这个故事，她在任何地方收集了任何水果和蔬菜吗？？？
18946,UgzPs-oPXjv3FJqA7lZ4AaABAg.96PizOVj31l96Vl1OfmOWW,0,"shenle rural countryside is like this, there are relatively few people, and each household has grapefruit trees, which is not unusual. when i was a kid, home in the countryside also planted a variety of fruits and vegetables. essence at that time, the transportation was not very good, it was easy to cause rich products but could not be sold. in the present words, it was overcapacity.",沉乐 农村乡下是这样的，人比较少，而且各家各户都有柚子树，就不稀奇了，小时候家在乡下也是种各种瓜果蔬菜，到了季节，各家各户满村都是。当时交通也不是很好，就容易造成物产丰富但是也没法销售出去，用现在的话说就是产能过剩吧。
18889,UgwECP07wJwozCCvvq14AaABAg.96Rs9EcqtEg96YKRYQGscX,0,"i think maybe because her grandmother has been living in there for so long that's why she has most of things settle on like u can see she can pick the fruits on her garden, vegetables, etc. it's not something that u can do one night. you have to build it from small.",我想也许是因为她的祖母已经住了很长时间了，这就是为什么她能像看到她可以在花园，蔬菜等上挑选水果的原因。您必须从小构建它。
18746,UgwSfNTzSmLRK5iDT594AaABAg,0,the tool for taking grapefruit is hard to be the blood drip at the sticky pole,取柚子的工具难不成是粘杆处的血滴子
18227,Ugz1l1HyfnGXEG0eRQt4AaABAg,0,which fruits and seeds are?,哪些水果和种子是？
18268,UgyWoAb-oNhVM4m-hWF4AaABAg,0,"how can she have mangoes there as well? i mean we don't have more than half of the fruits, vegetables and flowers that are shown in her videos but i would make myself feel better by saying ""but we have mangoes, king of all fruits"". well, not anymore. she's so lucky to be living in such a beautiful place. i'm so jealous",她怎么也能在那里芒果？我的意思是，我们的视频中显示的水果，蔬菜和花朵中没有一半以上的水果，但我会说：“但是我们有芒果，所有水果之王”，让自己感觉更好。好吧，不再了。她很幸运能住在一个美丽的地方。我很嫉妒
18609,UgzEl0IGN53BtdVer6N4AaABAg,0,what is the name of the fruit in 8:54,8:54的水果的名字是什么
18575,UgymvDvgMiJeNiIQMfx4AaABAg,0,u r picked fruits from u r farm or shelled from another's farms yaar,U R从U R Farm挑选了果实或从他人农场炮击的Yaar
18546,Ugztws7pCgXZbC9CPDR4AaABAg,0,"there really is a right house ""like a fruit and vegetable garden",确实有一个正确的房子“像水果和菜园
18523,Ugz-rWlo4VJ-u2LwNcN4AaABAg,0,i like her farm... lots of veggies and fruits... ❤❤,我喜欢她的农场...很多蔬菜和水果...❤❤
18501,UgypehJ01J_ss3Tol7F4AaABAg,0,what was that white thing she melted & added fruits in?,她融化并添加了水果的白色是什么？
18472,UgwJYt7FRV6UtfFx70V4AaABAg,0,wow now i know how fruit candy in ancient times was made ❤,哇，现在我知道古代的水果糖果是如何制作的❤
20371,UgxODO-4dmNDpipgRfR4AaABAg,0,"8:52 guys, someone knows what fruit is that?",8:52，有人知道那是什么水果？
17283,UgyA--cN2HUVP9XT04R4AaABAg,0,that is not a fruit melon seed. it's sunflower seeds,那不是水果瓜子。是向日葵种子
20566,UgxU583xJvjruLK2cXJ4AaABAg,0,where can i find the recipe for the mashmallow fruit cake? somebody please please help! ๐๐ง,在哪里可以找到Mashmallow水果蛋糕的食谱？有人请帮忙！
20670,UgwghjM03xlvknsmNN94AaABAg,0,i want to visit liziqi and want to taste atleast one fruit hehehe...anyway i really admire the way she works everything...congratulations!,我想访问liziqi，想品尝至少一个水果呵呵呵呵...无论如何，我真的很佩服她的工作方式……恭喜！
23699,UgwpCFZj1EV4wAug2dt4AaABAg.92EmGfLmzQZ92ukbZ9L1vt,0,i cried when she surprised grandma with the fruit cones at the end,我哭了
23626,UgxkB_kZnnw5EL0K2014AaABAg,0,"i believe she is young in her twenties, how did she learn to do all what she does? also, all the fruit trees that grows beside her house are they naturally grown there?",我相信她在二十多岁的时候还很年轻，她如何学会做所有自己的工作？另外，所有在她的房子旁边生长的果树自然会在那里长大吗？
23404,Ugxl3n10jdufPg19R7l4AaABAg,0,i am curious about what fruit did she use?,我很好奇糖葫芦她是用什么果子做的?
23140,Ugy4jXItRyEda70YHsl4AaABAg.92YHXEA2u2n92bEDpVFKuP,0,"there are such large yards and such a variety of products in rural areas in the southern mountainous area. the rural yard in the north/central plains is very small (even the rural areas are dense), and the types of crops are also monotonous (the climate is not suitable for many fruit trees to grow)",也就南方山区农村有这么大院子，和那么品种丰富的物产。北方/中原地区的农村院子是很小的（哪怕农村也人口很稠密），农作物种类也很单调（气候也不适合很多果树生长）
23090,UgyEGffCSCapYWhPlt14AaABAg.92ZOfZospFJ92qCdPRM9Ri,0,ๆๆ your name is fruit? anyway where is your hometown? just tegion plz. not exact address,李果你叫水果吗？无论如何你的家乡在哪里？只是tegion plz。不是确切的地址
22734,Ugy8ZeG67nBFZY-1c0d4AaABAg,0,what name of the first fruit,第一个水果的名字
22633,UgyNtoEik4MxwMKEOl54AaABAg,0,"it reminds me so many memories while i am still a child living in a small chinese village. those scenes, fruits, traditional food and equipment could be seen in that time. people carries them walk through villages to earn little money for a simple living, send their children to school with the money, they sell sugar, popcorn to kids play on the open ground, feel like spring festival.......but now, we are surrounded by enormous commodities, yet we never feel that kind of happiness when we put a small sugar into our mouth",当我还是一个住在一个中国小村庄的孩子时，它使我想起了很多回忆。在那个时候，可以看到这些场景，水果，传统食品和设备。人们带着他们走过村庄，赚了很少的钱来以简单的生活，将孩子们送去上学，他们出售糖，爆米花给孩子们在开放的地面上玩，感觉就像春节........但现在，我们被巨大的商品所包围，但是当我们将小糖放入嘴里时，我们永远不会感到幸福
22603,Ugz0WOOhWYm7f-PC84p4AaABAg,0,i like the tool for picking grapefruit,我喜欢那个摘柚子的工具
22262,UgzBntLf5jiThiaMo6t4AaABAg.930Fo0W-xOY93b6Vo2uz_m,0,"the tool for picking grapefruit was made by herself. i have seen it in the previous video, and the bread kiln is also done by her.",那个摘柚子的工具是她自己做的哦，往期视频有看到过，面包窑也是她做的
22216,UgxwrKZbN5ufpNTGpXt4AaABAg,0,3:11 what fruit?,3:11什么水果？
22163,Ugx-9iIVwOs4J5HYqkt4AaABAg,0,isnt that fruit called castaรฑas????,那个叫做卡斯塔尼亚斯的水果不是吗？？？？
22088,Ugw7yGQiowCjDf8t5BZ4AaABAg,0,those fruits from the trees are humongous what are they called,那些树上的水果很昂贵，他们叫什么
21807,UgxcklKDIo9O1-F4vV54AaABAg,0,a lot of grapefruit and oranges are on the ground,好多柚子和橘子在地上啊
21512,UgyWD7WOQmBBLCSufQx4AaABAg,0,"ask weakly: your natural materials (grapefruit, tomato, etc.) are all planted by yourself, or is there any of your home next door? there are really many places in the countryside to use it for yourself, you are really good at using it",弱弱地问下：你的自然材料（柚子、蕃茄⋯等等）都是你自己种的，还是有的是你隔壁家种的？农村真的很大有很多地方可以供自己使用，你真的很善于利用
21483,UgxEv43GIpTmDOtvvI94AaABAg,0,wait...did she just make a candied fruit tree? who's gonna eat all that food? can you adopt me?,等等...她只是做蜜饯的果树吗？谁会吃所有的食物？你能收养我吗？
16870,UgyIs-S21BxtcNLMS5V4AaABAg,0,snowflake crisp marshmallow + butter + flour + chestnut and dried fruits??? looks yummy,雪花酥脆棉花糖 +黄油 +面粉 +栗子和干果？？？看起来美味
21449,UgyDpjWEKP3OJTjzf7l4AaABAg,0,what is the yellow fruit?,什么是黄色的水果？
21327,Ugy_S4-kkAMjPNGe4SB4AaABAg.93kpryf5I-T93s2J51f7xK,0,the method and fruits she used suggest that is a confectionery called nougat.,她使用的方法和果实表明是一种称为牛轧糖的糖果。
21326,Ugy_S4-kkAMjPNGe4SB4AaABAg.93kpryf5I-T93oIvudSF9X,0,"katiedoeswhatever iโ€m not sure about the name but i know those ingredients are butter, marshmallows, milk powder, cookies, dried strawberries or any fruit and nuts you like. i think itโ€s similar to peanut brittle but an improved version lol.",无论我不确定这个名字，katiedoes还是我知道这些成分是黄油，棉花糖，奶粉，饼干，干草莓或您喜欢的任何水果和坚果。我认为它类似于花生脆性，但改进的版本大声笑。
21274,Ugz9mRIXO_PqaIfSyiJ4AaABAg,0,"what is a big fruit in about 10 minutes and 10 seconds?
quince?","大约10分10秒钟内有什么大果？
桲？"
21093,Ugw4aeVsvk2TzKpLHTJ4AaABAg,0,there is every kind of fruit with a very beautiful place and the ladies are very ingenious perfect,有各种各样的水果，有一个非常美丽的地方，女士们非常巧妙
17268,UgwG3Q6JvJAm0VoqsaF4AaABAg,0,there are so many delicious fruits!,好多好多好好吃的果子！
20810,UgyUmei2vj8Zr4o_TFJ4AaABAg,0,some of the shots of isolated hand shots. ( her cutting fruits) is not her hand. it is someone older and has a scar on index knuckle,孤立的手枪的一些镜头。 （她的切割水果）不是她的手。它是年龄较大的人，索引指关节有疤痕
28254,Ugx4nUUXZZ-06B3ssoF4AaABAg,0,the fruit must eat without cooking and meats produce cancer and death ....,水果必须不吃烹饪，肉类会产生癌症和死亡。
28284,Ugw5IrTuzOKpeBWYjpF4AaABAg,0,she is lucky to live in such a place full of veggies n fruits....,她很幸运地住在一个充满蔬菜的地方。
28415,UgyfvRwbDXG_9-rPM4h4AaABAg,0,what were those giant yellow fruits?,那些巨大的黄色水果是什么？
33289,UgxrWIkPBr6FUR8u-tN4AaABAg,0,"what is a name of yellow fruit in the end of video? regards from serbia! 
on 08:55","视频结束时黄色水果的名字是什么？问候塞尔维亚！
在08:55"
12390,Ugyp8CE4FQzIdkLpkWd4AaABAg,0,"herbs,vitamins,proteins,veg,fruits,yoga 4 immunity. bible is word of god,food 4 soul. god jesus is the living bread for those who believe his death n ressurrection will live forever in heaven. c 'jesus' in google..!!",草药，维生素，蛋白质，蔬菜，水果，瑜伽4免疫。圣经是上帝的话，食物4灵魂。上帝耶稣是活着的面包，对于那些相信他的死就将永远存在于天堂的人。在Google中的c'esus'.. !!
33718,UgyzdIFjFa5bt-tOU9V4AaABAg,0,these fruits are insanely gorgeous ๐,这些水果是疯狂的华丽
33675,UgwYw09Vs3vWUA6Jk_F4AaABAg.8vC3_ff95qv8vK4QEPI3V8,0,dameiel dean itโ€s grapefruit...,Dameiel Dean是葡萄柚...
33540,UgzlIaPcaTRBsEIFBHt4AaABAg,0,people q perfect fruits this is not not it is possible,人们Q完美的果实这不是可能的
12480,UgyEyBEb_-eSdLxKRe94AaABAg,0,i was wondering what these big yellow fruits are? and why are they laying on the floor everywhere and not gathered up but only picked up from the tree? there must be a reason .... could someone please explain? thanks!,我想知道这些黄色大果是什么？为什么他们躺在各处的地板上，没有聚集，而只从树上捡起？一定有一个原因。...有人可以解释吗？谢谢！
33438,UgzZf8hm5qUT3Ju-rz54AaABAg.8vG9z0mfQKl8vLeHBxoinG,0,"joseph wang see i thought that it could be a grape fruit but it was so yellow and the ones i usually get are very orange and round, then again i get them from the grocery store and ik those can be very different compared to real organic fruit.",约瑟夫·王（Joseph Wang）看到我认为它可能是葡萄水果。
33437,UgzZf8hm5qUT3Ju-rz54AaABAg.8vG9z0mfQKl8vK2kF4yYkk,0,pia awesome. itโ€s not lemon. it called grapefruit. it tastes like orange and lemon. and the peel of this fruit can make fruit tea with honey.,皮亚很棒。不是柠檬。它称为葡萄柚。它的味道像橙色和柠檬。这种水果的果皮可以用蜂蜜制成水果茶。
12952,UgzY4zpqZPoXKKokHcx4AaABAg,0,"you seem to have everything there, and the planting of fruits and vegetables has a good gain. i really want to live with you.",妳们那里好像什么都有，蔬果种植也有很好的收获，真想与妳㘩邻而居。
13187,UgzGTGnIyu8rpnxgdIV4AaABAg.9C9qthCZ61x9CGBPR21Rz0,0,fruitychunky haha,果味chunky哈哈
33341,UgzO4kc-PjfznHf2CVx4AaABAg,0,"honestly, i dont know what to feel about this video... like gurl ive all sorts of feelings from watching ur videos, its so admiring its so cute, so pretty so amazing n kinda confusing on how strong u are mann u carried two baskets filleddd with fruits with those tiny body hdhshshsjsjskrkrkdn you. are.amazing.",老实说，我不知道该视频有什么感觉……就像观看您的视频中的各种各样的感觉一样，它如此欣赏它是如此可爱，如此令人惊奇的n，令人困惑，因为您携带了两个篮子，用果实填充那些微小的身体hdhshsjsjskrkrkrkdn。是惊人的。
33327,Ugxli4_NaK1F2_fr1nt4AaABAg,0,the cake is amazing its beautiful look at all the fruits and stuff and its made of marshmallows,蛋糕真是太神奇了，它看起来很漂亮
13375,UgzqC1OONbS90ou9qsx4AaABAg,0,"omg all my fav snack,, popcorn, sunflower,, candyfruit,, and also i'v been make mashmallow mix cake last week.. yummyyyy",OMG我所有的最喜欢的小吃，爆米花，向日葵，Candyfruit，也是我上周做的Mashmallow Mix Cake .. Yummyyyyy
28428,UgyUBh79OdppdyjCw9B4AaABAg,0,how come all the plants and trees are full of fruits? maybe it's just healthy environment.,所有的植物和树木如何充满水果？也许只是健康的环境。
13475,Ugyldax9kkrTro0zJnZ4AaABAg,0,"this lovely girl is just an encyclopaedia of foods. 
so far, i have seen she almost covered all kind of major vegetables and fruits, which appeared in her videos. 
it’s seem that every kind of foods, she will find a way to cook it at a professional level.","这个可爱的女孩只是食物的百科全书。
到目前为止，我已经看到她几乎涵盖了各种主要的蔬菜和水果，这些蔬菜和水果出现在她的视频中。
似乎各种食物，她都会找到一种在专业水平上烹饪的方法。"
33204,UgwKRY7CN19VOR2p1f54AaABAg,0,what's the name of this fruit? 08:52,这种水果叫什么名字？ 08:52
33157,UgyhTCqY2xCNpsBe5oV4AaABAg,0,"super internet red -li ziyi liziqi

peanut and melon seds, dried meat, dried fruit, snowflake cake -snacks for spring festival | liziqi
https://www.youtube.com/watch?v=fwmipukvdsq
peanut melon seeds, sugar gourds, stems of jerky fruits, crispy cinnamon of new year's goods","超级网红 - 李子柒 Liziqi 

Peanut and melon seeds, dried meat, dried fruit, snowflake cake - snacks for Spring Festival|Liziqi
https://www.youtube.com/watch?v=FWMIPukvdsQ
花生瓜子糖葫芦，肉干果脯雪花酥——年货小零食"
33138,UgxsXOvf0EjGCCcEE7d4AaABAg,0,i guess it's a yellow fruit for 3 minutes and 20 seconds,我想这是一种黄色的水果，持续3分20秒
33112,UgxCC58XVgTadKv71LZ4AaABAg,0,can i find out the names of the fruits from this video?,我可以从此视频中找出水果的名称吗？
32863,UgzKqu24fyR0o6X5a_B4AaABAg,0,dis vdo is lik feeding mi soul .mind heart ..out of the world its heaven in tru means ..wata purety simplicity ..im actually speechless wchng ol ds but still hvtu put in wrds somhow a bit wat im feeling wchng ds vdo ..ds grloh mi shez amzing bestiful lik doll n immensely talented hard working ..the place .house .pots .fruits recipez ..vegis .grndma .lucious farms .trees ..wt tu nme wat tu leav ..huhh..im lucky i found ds vdo ..living in mad big cities wth such impure .. polluted.sly pple .ratrace ..is lika living in hell..n mann dis plce . people .. like a dream for me,dis vdo喜欢喂食mi灵魂。 。我发现ds vdo ..在疯狂的大城市中生活如此不纯..污染了。人们..对我的梦想
32586,Ugz_aPbMTQ7_e-iVoKZ4AaABAg,0,does anybody know a recipe for this marshmallows-nut-fruit-cake?,有人知道这个棉花糖 - 果酱蛋糕的食谱吗？
13499,Ugx7yKSXyM3o_dAePZ54AaABAg.9Bkyjte0NlD9BmRk3de1lF,0,"sichuan climate has changed greatly, suitable for plant growth, you see she also plant tropical fruits",四川气候变化大，适合植物生长，你看她还种了热带水果
32459,UgzLgyqdMub2Z0C82Vl4AaABAg,0,what are those giant citrus looking fruits?,那些看起来很大的柑橘类水果是什么？
32284,UgyWAOkBclZqGQzrQPF4AaABAg.8vvwmxPRgJe8vyTCB2IYb9,0,@user-eu3ms7ws1d thank you! ive never seen grapefruit so big โจ,@user-eu3ms7ws1d谢谢！我从未见过葡萄柚这么大✨
32283,UgyWAOkBclZqGQzrQPF4AaABAg.8vvwmxPRgJe8vySShPHk8L,0,grapefruit,柚子
34111,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49klAjZIheiv,0,"no it's not, some of the fruits are way too big and artificial. rock candy is artificial. it's just a bunch of crap.",不，不是，有些水果太大又人为。岩石糖是人造的。这只是一堆废话。
12336,UgxHHhpAjybXgUbk0j14AaABAg,0,turn on the caption to know about the fruits,打开标题以了解水果
34277,UgzwHpXckRMNqRRLGEN4AaABAg,0,"i want to live on this farm! i love the ovens, i love the trays, i love the abundance of fresh fruits and vegetables. i go to live there!",我想住在这个农场！我喜欢烤箱，我喜欢托盘，我喜欢丰富的新鲜水果和蔬菜。我去那里住在那里！
34314,Ugz2bZ2r0PFKyVVdG6R4AaABAg,0,"iโ€ve only ever had dreams about fruit thatโ€s big! ๐คฉ wow! 

(no literally i had a dream about humongous fruits and vegetables in a garden... they were beautiful... โค๏ธ","我只有关于水果大的梦想！ 

（从字面上看，我梦dream以求的是花园里的水果和蔬菜...它们很漂亮...❤️"
36121,UgxsDq_M1BzdNpScQ1l4AaABAg,0,those grapefruit she picks are huge!,她选择的那些葡萄柚！
