,cid,votes,含video,含video中文翻译
4234,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9SVnqyZtCgZ,68,@diogomelo3705 i’m sorry buddy… but her video is still fun to watch hahah you can just enjoy the video hahahah,@diogomelo3705我很抱歉...但是她的视频仍然很有趣，您可以欣赏视频哈哈哈
16292,Ugyl6BAyt6f-kggeWyh4AaABAg,67,"hawthorn red, apple round, rock sugar gourd in a string. peanuts are crispy, sweet sugar, a large plate of sesame soft sugar.
the chestnut fragrance, mango fresh, baked several times in the lid kiln. plum preserved dates, small biscuits, snowflake crispy cakes are rampant.
the meat piece, the big pot, the spicy hand tear the beef jerky. rice white, corn yellow, popcorn sounds safely.
fry the seeds, peanuts, and crispy egg rolls. grapefruit fragrance, sweet orange, ice cream honey is warm.
the new year's bags are piled into a mountain, and the packaging is new ~ big ~ year!

on this early summer night, ziyi's video made me relive my childhood new year. essence essence","山楂红，苹果圆，冰糖葫芦一串串。花生脆，冰糖甜，芝麻软糖一大盘。
板栗香，芒果鲜，锅盖窑里烤几遍。梅脯枣片小饼干，雪花酥糕惹人馋。
肉块方，大锅圆，麻辣手撕牛肉干。大米白，玉米黄，爆米花声报平安。
瓜子炒，花生翻，香酥蛋卷摆满盘。柚子香，桔子甜，冰淇淋蜜好温暖。
年货袋袋堆成山，包装一新迎～大～年！

在这个初夏的夜晚，子柒的视频再次让我重温了一下小时候的过年。。。"
51096,UgzEvA8Kd7EueLmbSi54AaABAg,67,"i like the warm season,
looking at this video
winter isn't bad too","我喜欢温暖的季节，
看这个视频
冬天也不错"
42750,UgyFDTHkxmNs3fuKMyF4AaABAg,67,"breathtaking videos ,wonderfull way of living ,i want to live there",令人叹为观止的视频，美妙的生活方式，我想住在那里
39990,UgzRg2duHRyigXtfcDl4AaABAg,67,loved this video! ms. li and her grandma and uncle are adorable! she's a very hard working woman. these videos should get more likes and no dislikes. wonderful and warming videoโค,喜欢这个视频！李女士和她的祖母和叔叔很可爱！她是一个非常努力的女人。这些视频应该得到更多的喜好，而不喜欢。精彩而温暖的视频❤
4532,Ugyp7-T49IaiYft3_It4AaABAg,65,i really like watching your videos and as someone who’s really into cultural history and related topics it’s very nice to see traditional chinese methods that you use ! loads of love from bangladesh,我真的很喜欢观看您的视频，并且作为真正从事文化历史和相关主题的人，很高兴看到您使用的传统中国方法！来自孟加拉国的大量爱
27811,Ugw9caR8LBdIHDxANAJ4AaABAg,64,"i have insurmountable respect and admiration for this woman. not just from what i see in the videos, but the fact she's bringing back to new life an archaic way of doing things. because of her i've learned a lot about culture, process and reaction. also because of her, i've gained several new skills.",我对这个女人有无法克服的尊重和钦佩。不仅是从我在视频中看到的内容，而且她将新生活带回了新生活，这是一种古老的做事方式。由于她，我学到了很多关于文化，过程和反应的知识。另外，由于她，我获得了几种新技能。
6048,UgyXB8jHD6D2LYEos414AaABAg,62,i am proud to have seen this video with more than 90 million people. thank you,我很荣幸能看到这部视频，有超过9000万人。谢谢
28583,UgxpQWGuO3noCYrAGBt4AaABAg,62,probably her videos are the only ones i watch without skipping. because i would be completely mesmerized by her work.,她的视频可能是我唯一不跳过的视频。因为我的工作将完全迷住。
4231,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9SJwqBQjELa,62,"@quito787 staged in what way? well, of course she has to prepare certain camera angles before she records her actions... but are you implying that her ""real"" lifestyle is not according to the way that she shows in her videos?",@quito787以什么方式上演？好吧，当然，她必须在记录自己的动作之前准备某些相机角度……但是您是否暗示她的“真正”生活方式并不符合她在视频中显示的方式？
4235,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9SVpoQhtvy-,61,@diogomelo3705 but look at her bro. her video is good enough to be a tv show or documentary. the editing and filing is pro. she’s more like an actor.,@diogomelo3705，但看着她的兄弟。她的视频足以成为电视节目或纪录片。编辑和归档是Pro。她更像是一个演员。
52946,UgzVUw4UnqLW7N-jjil4AaABAg,60,"i love this video! every time i see li ziyi's video, i have a feeling that i want to travel to sichuan. after reading this time, i have this idea more again",I love this video! 每次看到李子柒的影片，都有一种很想去四川旅游的感觉。这次看完以后又更加有这个想法了
823,Ugwg_jZPIx0oa2J2lEx4AaABAg,60,this is the only cooking channel i never skipped any part and never missed any video first to last second,这是我从未跳过任何部分的唯一烹饪频道，也从未错过任何视频，
50557,UgygfJzqzFyZ1gAJm_14AaABAg,60,your video's give me immense peace and joy,您的视频给我巨大的和平与喜悦
12583,UgwCmVfJPpdoJOFSu1J4AaABAg,60,"me, throughout this video: oh that looks good, oh i don't like nuts but that looks so good, oh what is that it looks so good",我，在整个视频中：哦，看起来不错，哦，我不喜欢坚果，但看起来很不错，哦，它看起来很好
34258,UgwTeLzvn9xOqtnMCwB4AaABAg,60,my feelings of joy almost like crying of happiness good video i love it โค,我的喜悦的感觉几乎像哭泣的幸福好视频，我喜欢它❤
15936,Ugy8Uw6Od4_Wr7nvFkR4AaABAg,58,"i don't understand why there are 25,000 people who don't like this video. such an excellent work is really beautiful. i hope li ziyi's life will continue to be so beautiful.",我不懂为什么会有2万5千人不喜欢这个视频。这么优秀的作品真是太美了，希望李子柒的生活继续这么美好。
39694,UgwQcWZrlXAU2kq2xUp4AaABAg,58,"i scared and jumped up, it's really cute
่ฑ seeing the full english comments below, i really feel happy for you. people in different countries like your videos very much, and people who watch it also feel easy and happy. i wish you and grandma who can live a happy and healthy manner every day like now ๐","吓到跳起来那下真的太可爱了
"
10079,Ugz9teFE6G-_fbzLTEV4AaABAg,57,how are all her videos so clear and just shot in the perfect angles?!? it looks like an actual show!!! so nicely done!!!,她的所有视频如何如此清晰，只是以完美的角度拍摄？！？看起来像是一个实际的表演！！！做得很好！！！
6082,Ugy7-7XUg_03pMGLvSx4AaABAg,56,this video finally broke through 90 million viewing volume! 100 million people are just around the corner. no one can surpass her in the influence of chinese all over the world. it is not an exaggeration to call the chinese first woman. she is the general representative of the top 100 billion chinese in the world and is well deserved.,本视频终于突破了九千万观看量！一亿人次指日可待。全世界华人影响力没有人能超过她，称之为华人第一女性绝不为过，她是全世界十几亿华人的总代表，当之无愧。
28881,UgwYc4ASszZs8Lu5LV14AaABAg,56,this is my favorite video of herโบ๏ธ๐’•i binge watch her videos and this young lady is amazing!!! i wish i could taste her yummy food ๐ฅ,这是我最喜欢的Her☺️
44884,UgwvadNSiPiMMzuZfJV4AaABAg,56,"translated into russian:

translation: in this video, is it preparing snacks for the chinese new year. year of pig. here is the list of what she did: she climbed the mountain, gathered several chestnuts and fried them in the oven, which she herself built. tsukati from hawthorn on a stick (bing tan hulu). she covered the berries with chinese stone sugar. sesame and peanut sweets. dried mangoes. zephyr squares. spicy and numb, sluggish beef. frying seeds. arachis fried. egg roll note: ms. lee lives in the province of sichuan, china. sichuan from ancient times is called the earth of abundance. you can literally throw the seed to the ground, and the plant will grow like crazy. they have everything there. some of those whom she uses can be inaccessible to people in other countries. a couple of her happy followers on weibo will receive these snacks from her. she loves to give out free things to her followers. she said that she did not exist if her followers had not supported her.","翻译成俄语：

翻译：在此视频中，是为农历新年准备小吃。猪年。这是她所做的事情的清单：她爬上山，收集了几个栗子，然后在烤箱里炸了它们，她自己建造了。 Tsukati来自霍索恩（Hawthorn）的棍子（bing tan hulu）。她用中国石糖覆盖了浆果。芝麻和花生糖。干芒果。 Zephyr正方形。辣，麻木，牛肉缓慢。油炸种子。阿拉奇炸。鸡蛋卷注意：李女士住在中国四川省。来自古代的四川被称为丰富的地球。您可以从字面上将种子扔到地上，植物会疯狂地生长。他们在那里有一切。她使用的一些人在其他国家可能无法访问。她在微博上的几个幸福的追随者将从她那里收到这些小吃。她喜欢给她的追随者免费提供东西。她说，如果她的追随者不支持她，她就不存在。"
3784,Ugz58xNmhDqyDHiC-VB4AaABAg,55,100m views for this video! that is amazing and not to mention that i probably contributed 1k views to this myself ☺️ this is a fantastic video and that beef looks so damn mouth watering,该视频的100m浏览量！这真是太神奇了，更不用说我本人对此贡献了1k的观点。
14512,UgyJkhMiaXH04REetKp4AaABAg,55,"girl zi, you are great! your video is exquisite and real, which inspires my memories as the chinese. for thousands of years, our ancestors have been diligent and capable like you, and they are working hard, sunrise, and chunhua qiu shi ... i hope that the chinese can return to the original origin of life. one day, oriental civilization returns.",子柒姑娘，你太棒了! 你的视频精致而又真实，激发了我作为中国人的回忆。几千年来，我们的祖祖辈辈就是象你这样勤劳、能干，日出而作，春华秋实…… 希望中国人能回归生活的本原，有朝一日，东方文明回归。
