,cid,votes,time,含oh,含oh中文翻译
37765,UgwRF45F0NQ2VoUiM6h4AaABAg,3,4 years ago,"wait , oh ok thank you so much youtube! i love this channel so much <3",等等，哦，好的，非常感谢YouTube！我非常喜欢这个频道<3
49764,Ugxn7pd_D-6PSN884yh4AaABAg,3,4 years ago,"from 0:00 to 5:13 the background music is ""karma"" by takeshi abo. it's a soundtrack for the sci-fi mystery thriller game ""ever 17 - the out of infinity"". a great game.

the music fits perfectly well with the video.

ps. takeshi abo is also the one who work on the soundtrack for steins;gate, another sci-fi mystery thriller which was a big hit. 
oh and one of the writers of ""ever17"", koutarou uchikoshi, would eventually became the writer and director of the zero escape game series. yet another great sci-fi mystery thriller games.

sorry about all this info dumping. i don't know why i wrote all this. when i heard ""karma"" playing in the background, i just felt the need to. i guess i'm just that much of a big fan of those games/series i've mentioned. or maybe i'm just obsessed. welp","从0:00到5:13背景音乐是​​Takeshi Abo的“业力”。这是科幻神秘惊悚片游戏“ Ever 17 - Out Infinity”的配乐。一个很棒的游戏。

音乐非常适合视频。

PS。 Takeshi Abo也是Steins的配乐； Gate，这是另一个科幻神秘惊悚片，这是一个很大的成功。
哦，“ Ever17”的作家之一Koutarou Uchikoshi最终将成为零逃脱游戏系列的作家和导演。另一个很棒的科幻神秘惊悚片。

对不起，所有这些信息转储。我不知道为什么我写这一切。当我听到背景中的“业力”演奏时，我只是觉得有必要。我想我只是我提到的那些游戏/系列的忠实拥护者。也许我只是痴迷。韦尔普"
23466,UgwJt5W2j5q1D2nLUbd4AaABAg.92Ld0RvqjFc92XJTc5PFAI,3,3 years ago,"@pitsonsfather84 you will only have these words. you can also count the cultural output like this! let the whole world know that the chinese are stupid, only know the scolding, and the fiercest for scolding themselves. oh, although the offenders will be far away, they will be powerful. china has you as a broccoli.",@pitsonsfather84 你也就只会这几句话了。你这样子也算文化输出了呢！让全世界都知道中国人是傻逼，只晓得骂人，而且骂自己人骂的最凶。哦，犯我中华者虽远必诛，厉害厉害。中国有你这员猛将真是锦上添花。
34673,UgwapadIvugJ2RZYRlV4AaABAg.8uwbd_QmVtq8vHBoMfN5xh,3,4 years ago,"@jadesohpuppy that's right, jade. jade, you better listen to jade.",@jadesohpuppy是对的，玉。玉，你最好听玉。
32464,UgyJoPFhPcaTzR8sdXx4AaABAg,3,4 years ago,"you are such a talented women, a lot of patience...oh my god!!! what not!!! and you are leading such a beautiful and amazing life๐
just keep going!!!!","你是一个才华横溢的女人，很有耐心...哦，天哪！没有什么！！！而且您过着如此美丽而神奇的生活
尽管继续！！！！"
21395,Ugy5M7hthqaaIb5jdpd4AaABAg,3,3 years ago,she's a natural..genius..love how smoothly she goes oh girl such a fan of yours..tee hee๐๐ love from india,她是一个自然的.. genius .. love她走得如何顺利，哦，女孩，这是你的粉丝。
49347,UgxU-Y-zewyUyd5An6t4AaABAg,3,4 years ago,digimon ost!!! <3 nice bgm ohhh,Digimon Ost ！！！ <3好bgm哦
17813,Ugz0kIB34lX2bVRQWbJ4AaABAg,2,3 years ago,"oh my god! youtube recommended your video and i loved it, it's the kind of video that i need in this moments all videos talking about the virus sick my mind! :(.. meanwhile your videos bring me the peace that i needed. thank you",我的天啊！ YouTube推荐了您的视频，我喜欢它，这是我在这一刻所需的那种视频，所有关于病毒病我的想法的视频！ :( ..与此同时，您的视频带给我我需要的和平。谢谢
22333,UgwhJSpwyVaG7QPVBvl4AaABAg.92yEi9LtL7R93-VgVJbS7r,2,3 years ago,glazed donut oh my god i was thinking the same too ๐,釉面甜甜圈哦，我的上帝，我也在想同样的
10830,Ugz7jaAHUCpoRnyI_J14AaABAg,2,2 years ago,"because god loves this world so, he gave him his only son (jesus christ), so everyone who believes that he will not perish and will have eternal life. 1 john 3:16",因为上帝如此爱这个世界，所以他赐下了他的独生子（耶稣基督），所以凡相信他的人都不会灭亡，而将拥有永生。
23746,UgwbUx6mSO2PZm3Iu854AaABAg,2,3 years ago,"after watching this video, there is a feeling of entering taohuayuan, guiyuan tianju",看了这个视频有种进入桃花源，归园田居的感觉
17805,Ugy0lUevJ96pOfhrPnZ4AaABAg,2,3 years ago,oh my.. the original music before and background sound was a perfect combination... it was my favorite.. why did it changed???,哦，我的..原始音乐和背景声音是完美的组合...这是我的最爱..为什么它改变了？？？
36413,UgwIxfxkikrBtnkiv_V4AaABAg,2,4 years ago (edited),"me 7 minutes in: ""jesus christ woman, what is the occasion?""
(looks at title again.) ""oh well no wonder""","我7分钟：“耶稣基督的女人，这是什么场合？”
（再次查看标题。）“哦，奇怪”"
12875,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9DP0mx64fJn,2,2 years ago,"mon gastro oh jeez, why you eat roadkill deers? that’s so fked up, have you ever searched people eating rats raw in new york? there’s plenty of youtube videos, you must eat them too cause you look the same with those people! omg, you disguesting",Mon Gastro OH Jeez，为什么您要吃Roadkill Deers？那真是太好了，您是否曾经在纽约搜寻过RAW的人？有很多YouTube视频，您也必须吃它们，因为这些人看起来也一样！天哪，你掩饰了
11586,UgwIUB1dMhomwlM5dKt4AaABAg.9EPh4bm-9QR9Fl1H0qlwGc,2,2 years ago,"i know. i stopped watching her videos after reading all the ""oh, i love china, wished i lived there"" comments. i also saw the ccp doing a spill on one of her videos. then i realized she is just one of there puppets to brainwash america ""china good"" ""america bad"".",我知道。在阅读所有“哦，我爱中国，希望我住在那里”的所有“哦，我爱中国”的评论后，我停止观看她的视频。我还看到CCP对她的一个视频泄漏。然后，我意识到她只是木偶之一，洗脑美国“中国好”“美国坏”。
44637,Ugy0__yIcYQW0eVFT6J4AaABAg.8rBYbgtuUGy8rIhoMPXsyP,2,4 years ago,"oh, god willing",哦，上帝愿意
52068,UgxxvHG2mGuYRI4mst94AaABAg.8qlPV8oIhqE8qlawSQaUO9,2,4 years ago,@simonyang540 oooh thank u so much pak china freind ship long time love u chinese people and u love from pakistan,@simonyang540哦，谢谢你，这么多pak chine freind船长时间爱你中国人，你爱巴基斯坦
21106,Ugy1h4cZ-wcVU9NeypR4AaABAg.93zj_9LhTny948JjNDV39p,2,3 years ago,@ taeslostbag2185 bohae ๐’๐’ ๐’,@ taeslostbag2185 bohae
14491,UgzsabbtfW3TuqWsXKF4AaABAg.9Ad3LSeJ3QA9AwLnUawGa9,2,2 years ago,oh hell yeah,哦，是的
9585,Ugxv1BeTXRzUC-ej7oh4AaABAg.9H4PahxTxp29HHAcFZzZyl,2,2 years ago,"@jesusdiedforyouproofjohn3.16 well, to me, absolutely nothing. i never wanted to be born :)",@jesusdiedforyouptroofjohn3.16对我来说，绝对没有。我从来不想出生:)
6534,Ugysep0UAKCEBkEPxNh4AaABAg.9Ljc_oPbs6V9NwN-95Y2i3,2,2 years ago,https://www.youtube.com/watch?v=2ohlnmnhj80,https://www.youtube.com/watch?v=2Ohlnmnhj80
43726,UgxNzJ6PZiQymaiNV3R4AaABAg.8rIvoP8deLE8rtrw2uT1MX,2,4 years ago,@johannalange802 . you don't sound mean but just fear mongering. i don't think this is propaganda. she probably hired a film team and it is meant to look perfect for the veiwers liks us not some ccp propaganda. brainwashed by western media has made you think this way.,@johannalange802。您听起来并不意味着卑鄙，而只是害怕杂种。我认为这不是宣传。她可能雇用了一支电影团队，这对于Veiwers来说，看起来很完美，而不是CCP宣传。西方媒体洗脑使您这样思考。
49034,UgxySbdnyXE_npjGwrB4AaABAg.8qmFWkv7I5U8qn0AgFHist,2,4 years ago,"live @dl5066
i also know that the sunflower is dry, and the sunflower seeds are removed.
but i also watched the video before i knew ... oh ~~~ it turned out to be like this. xd","附议 @dl5066 
我也知道是花瓣干了的向日葵，所取下的葵花子。
但也是看了影片，才知道... 喔~~~ 原来是长这样。 XD"
27604,UgxbItUQ2NhmasotPZd4AaABAg,2,3 years ago,"a perfect woman, how can i marry her? oh, maybe she is a angel.",一个完美的女人，我该如何嫁给她？哦，也许她是天使。
15725,Ugxp2AETn10a-1LHj0t4AaABAg.99Iu-wWnXSS99een540I0U,2,3 years ago,@applejuiceblair9699 oh thank you♥,@AppleJuiceBlair9699哦，谢谢♥
4905,UgyRSq9VjqnMF0TQzhl4AaABAg,2,1 year ago,"am i addicted to her videos




ohhh hell yess.#love from tamilnadu","我沉迷于她的视频吗




哦，是的。＃来自泰米尔纳德邦的爱"
38884,Ugyb45BUPmaxatrUcrB4AaABAg,2,4 years ago,oh my god when that digimon music starts playing my heart starts melting t_t,哦，天哪，当Digimon音乐开始播放我的心时开始融化T_T
21829,UgxGqYYmAY6AVidfvsN4AaABAg,2,3 years ago,"best.. l want life like this
ohh my god","最好..我想要这样的生活
哦，我的上帝"
36614,UgwA9NW6AgcFwjtO_Td4AaABAg,1,4 years ago,oh i subbed look forward to more thank you!!!,哦，我期待更多谢谢！！！
18103,Ugwa1GndLbciCSa4iuh4AaABAg,1,3 years ago,"oh my god, i love east asian cultures so much !",哦，天哪，我非常爱东亚文化！
19664,UgySx0Pfrkf7sB9k-914AaABAg.95SlwKCChPm95YoCP_vmCD,1,3 years ago,@fyi3384 oh i see i'm not an chinese so i didn't have any idea of it,@fyi3384哦，我看到我不是中国人，所以我对此一无所知
25994,UgycDXwIqKrTcSTRX-t4AaABAg,1,3 years ago (edited),thank you amoloh for this wonderful video,谢谢Aloloh的精彩视频
41973,UgxwhpYxWyROwVFWAPZ4AaABAg,1,4 years ago,oh my god. love always,我的天啊。一直爱
41291,Ugyl7VYfUKbEoO2DdUh4AaABAg,1,4 years ago,"oh peace, the best life, the best food, and the best organization of my beloved, and god",哦，和平，最好的生活，最好的食物和我心爱的最好的组织，上帝
17858,UgwuVdQ1ichVhgkJcVR4AaABAg,1,3 years ago,oh my god she is so hardworking and creative,哦，天哪，她是如此勤奋和创造力
28442,Ugy_8PjhLi1LZBZZ7z54AaABAg,1,3 years ago,ooh i miss my grandma!,哦，我想念我的祖母！
16570,UgxZcBCRcE-yPFXpcDN4AaABAg,1,3 years ago,plot twist: grandma was john wick ......,情节扭曲：奶奶是约翰·威克（John Wick）......
16322,Ugyl6BAyt6f-kggeWyh4AaABAg.98llsjx6THb99vQjjv-9mi,1,3 years ago,"@user-ce5xg9ko6m oh my god you know my language•́ ‿ ,•̀",@user-ce5xg9ko6m哦，天哪，你知道我的语言•́，•̀
23767,UgwJMsHYlvzKHguX8Hd4AaABAg,1,3 years ago,i want to eat such a big mango woohoo ...,这么大的大芒果 我想吃呜呜呜...
15497,UgzcgiUEItyvc_0FLKF4AaABAg,1,3 years ago,"when i really live the quality of the camera

me:oh, what brand of camera is. she uses man?","当我真正扎实相机的质量时

我：哦，什么是相机品牌。她用男人吗？"
14496,UgzsabbtfW3TuqWsXKF4AaABAg.9Ad3LSeJ3QA9BG1kxf0FHV,1,2 years ago,oh vn: v,哦，VN：V
42636,Ugwhvu8Q4P_ETbWi4T14AaABAg,1,4 years ago,oh no! 5:58 (7 nation army music meme),不好了！ 5:58（7国家陆军音乐模因）
19763,UgyEl4tF-F8_4eyFqRF4AaABAg.95LRY3_p1EK96TLjovnRrl,1,3 years ago,"kimber lee oh! are you trying to solve the meaning of my comment! thank you for your kindness ☺️
these videos are surely healed and attractive.","金伯·李（Kimber Lee）哦！您是否想解决我的评论的含义？谢谢你的好意☺️
这些视频肯定可以治愈且吸引人。"
14267,Ugw9KU9_5qXdYaUNr-14AaABAg.9AszEe3JgVV9AwTkg8oGsq,1,2 years ago,"so haters are always blind but speak louder, why don't you check her social account which almost sheard every moment about farming and making videos? oh sorry i forgot you are blind",因此，仇恨者总是盲目的，但大声说，为什么不检查她的社交帐户，几乎每时每刻都在耕种和制作视频呢？哦，对不起，我忘了你是盲人
