,cid,votes,含happy,含happy中文翻译
38435,Ugy63_Zn06ZgZSQh3g54AaABAg,0,i feel too happy,感觉太幸福了
36504,Ugyjq8dx1ToAsyP9H0l4AaABAg,0,so happy i've found you!,很高兴我找到了你！
27092,Ugxs2ROd5RUGbgfPj4R4AaABAg,0,looks really happy.,看起来真的很高兴。
36630,UgzvMG9fxvH-FWW2hmB4AaABAg,0,"i live in a city where you can't have a normal peaceful day and i always wanted to live like her, hard work, peace, little house, happyness",我住在一个您不能过着正常和平的一天的城市，我一直想像她一样生活，辛勤工作，和平，小房子，快乐
27678,UgzAxJaflnoUJCGjIGt4AaABAg,0,"hey where are the french friends? i am happy to meet you in this region of comment, liziqi is a traditional girl who comes from china, she presents to you what is the most real about chinese culture, it is better that you forget false western news.่ฎฉ ไธ–็• ็ๅฐ ไธญๅฝ ๆ–ๅ– ็ ๅ้",嘿，法国朋友在哪里？我很高兴在这个评论领域认识您，Liziqi是来自中国的传统女孩，她向您介绍了中国文化最真实的是什么，最好是忘记虚假的西方新闻。让世界看到中国文化的
36875,Ugwf4K3Bec8GTlBKnJN4AaABAg,0,"miss, you will have too many, who has married you, happy to die! bleak",小姐姐，你会的太多了，谁家小哥哥把你娶了，幸福死啊！
36889,Ugw2HeH6dn5PYlU3yX94AaABAg,0,happy new year ๐๐๐,新年快乐
27555,UgzUUJ34N5Rwr926mm94AaABAg,0,"it is a very talented, happy woman and a man who marries you.",是一个非常有才华，快乐的女人和嫁给你的男人。
37167,Ugx53ikOozuft6vEb5d4AaABAg,0,i don't know how i came here but i'm so happy watching this. it is the life i want to live. i would like to see the dogs eating too!!,我不知道我是怎么来这里的，但我很高兴看着这个。这是我想过的生活。我也希望看到狗在吃东西！
37227,UgyjVd4rlJJAgGjUsYB4AaABAg,0,"how beautiful it is to have a simple and happy life โจ i must say, i really admire the people behind this beautiful content",拥有简单幸福的生活是多么美丽✨我必须说，我真的很佩服这个美丽内容背后的人
27352,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB94A3I6ARyxJ,0,its sad =( i have the same life...but my grandparents dont save me... i wish for she happy life full of love <3,它悲伤=（我有同样的生活...但是我的祖父母不救我...我希望她幸福的生活充满爱<3
37338,Ugx-bW43HEO4tept_-N4AaABAg.8uAnhgpFVKS8uXSzyZmtax,0,@revlo8483 she might feel overworked at times but at least she seems genuinely happy,@revlo8483她有时可能会感到过度劳累，但至少她似乎真的很高兴
37344,Ugyi3p4pt5eEjEk4i894AaABAg,0,"her mother died, her father was married to another woman and now her father is also dead. her childhood is very unhappy",她的母亲去世，父亲嫁给了另一个女人，现在她的父亲也死了。她的童年很不开心
37445,UgwG8sOoXqLC1_pV9814AaABAg,0,most happy to see video koyo ngene material material from the creative nature pokoe joz ๐‘๐‘๐‘๐‘,最高兴看到视频Koyo Ngene材料来自创意性质Pokoe Joz
38378,UgxIinbE6LMEloM6uG14AaABAg.8tZlU0n7y0m8tZusEhHJgC,0,"if you are false, you can live this life like this, because she has the ability to live like this and be happy in it",你若这样是虚假，人家这样过生活再真实不过了，因为她有能力这样活着，而且乐在其中
37464,UgxoA_bsz5LT5T1W0Ft4AaABAg,0,"e. knowing you because i happened to surf facebook to see a clip about your life.! actually, i am very excited of my cooking talent, hihi, !! wish you and her are always happy and successful in life",E.认识你，因为我不小心浏览了Facebook，看到了有关她的生活的剪辑。！我真的很高兴您的烹饪天赋，HIHI，！希望您和她在生活中永远快乐和成功
37467,UgydW06eg4QjPvyNg_F4AaABAg,0,must be happy if you were my wife..,如果你是我的妻子，一定很高兴。
37554,UgwjXoQoMmOltsTyYc14AaABAg.8tz_v3NMZTD8u9JEVG8APc,0,"her mother died, her father was married to another woman and now her father is also dead. her childhood is very unhappy",她的母亲去世，父亲嫁给了另一个女人，现在她的父亲也死了。她的童年很不开心
37687,UgwkeL2Stv99_IEKhAZ4AaABAg,0,family is too happy,家庭太幸福了
37969,UgyvMLtENPwHu9udvV94AaABAg,0,"it's nice video...๐‘๐‘๐‘
i'm so happy by this ๐น๐น๐น๐น๐น","这是一个不错的视频...
我很高兴这个"
38124,UgzoP6uIfoFptxFxVc94AaABAg,0,"this young and beautiful woman with her big heart, who can do everything and does everything for her grandmother so that she is doing well and she can smile, is a very big role model. it shows us that there is more in life than social media, selfishness and self -portrayal. more people should take an example from her, especially from the west. i find her incredibly inspiring and wish her and her grandma a long healthy and happy life !!!",这个年轻而美丽的女人充满了她的心，她可以做所有事情，并为祖母做所有事情，以便她做得很好并且可以微笑，这是一个非常重要的榜样。它向我们展示了生活中的比社交媒体，自私和自我por虫更多。越来越多的人应该从她那里举一个榜样，尤其是从西方。我发现她令人振奋，并祝她和她的祖母漫长健康快乐的生活！！！
38214,Ugws7z6udWle2pFVkyB4AaABAg,0,"popcorn making machines. explosion sounds are really surprised. sunflower species even now, when you look at this delicious video, you remember your grandmother's house when you were little. i can feel happy. thank you ๐",爆米花制造机。爆炸的声音真的很惊讶。即使是现在，当您观看这个美味的视频时，还记得祖母的房子。我能感到高兴。谢谢
38223,Ugy4OWl6OHWB6jBpEvF4AaABAg,0,"nice video,,, i'm so happy looking your videos,,, great,,,,,,",不错的视频，我很高兴查看您的视频，
38349,UgzFyfGeKXRAQ7NQV294AaABAg,0,this is what u get when u take all the b.s put of the world and keep the beauty and natural primitive parts of the world in. u get happy people who do nkt need all the cell phone and technology in life like here in america. if the world was to collapse today this women would still be the same never change and smile every day doing it while here in amwrica 95% of the country would die in panick or kill each other over each others material things in less thwn a week,当您占领世界上所有的B.S抛弃并保留世界的美丽和自然原始部分时，这就是您得到的。如果今天要崩溃，这个女人仍然会一样，每天都不会改变，每天都在这里微笑，而在这里，该国有95％的国家将死于恐慌或彼此相互杀死，彼此杀死彼此一周的事物
38350,UgwByAGwDg4OXkB14hx4AaABAg,0,only she can feel her loneliness...but still she is happy,只有她能感觉到自己的孤独感...但是她仍然很高兴
25926,Ugy3FBgoBwSNFy0VUtZ4AaABAg,0,your channel makes me happy,你的频道让我开心
46490,UgwKPPEWw1hRJrQwmcx4AaABAg,0,looks very happy. i want to have a garden like this. the environment is very pleasant. thank you for making a good clip. will continue to follow this sister ^^,看起来很高兴。我想有这样的花园。环境非常愉快。感谢您制作出良好的剪辑。将继续跟随这个姐姐^^
48931,UgwcIzStmYgEAljZRed4AaABAg,0,happy chinese new year idol,中国新年快乐偶像
47540,Ugz2UMVTuhDXEFsXtN14AaABAg,0,happy new year!,新年快乐！
21906,UgzsdmFUSOEbodObPxB4AaABAg,0,"it has been a few years since i followed ziyi. every time she clicking into her video, she always feels quiet, as if it was a few minutes to fall into a fairyland. now she is known and loved by more foreign friends. she is happy!",关注子柒已经好几年了，每次点进她的视频总是让人觉得内心宁静，仿佛那短短的几分钟坠入仙境一般美好，如今她被更多的国外友人所知晓并且喜爱，真心她欣慰开心！
21887,Ugwen8zBrjr3V9zx1Nl4AaABAg,0,viet namese happy with natural,越南纳斯对自然感到满意
47950,Ugx7R1ZNJ4UD8rBBJcl4AaABAg,0,popcorn is very happy at that moment,爆米花皮那一下很开心啊
47952,UgzmqGd2QN8kI2SAJfR4AaABAg,0,"ziyi is happy in the new year, and next year, you will also watch your videos slowly spend the duck!",子柒新年快乐，明年也要看你的视频慢慢度过鸭 ！
21821,UgzGMp45E7hr_cCKomB4AaABAg,0,i love all of your video's! happy new year ๐๐,我爱你所有的视频！新年快乐
47992,UgwMRv30eWGstg37sHx4AaABAg,0,happy new year!,新年快乐！
21683,UgxGUVFM5kPaXUxmYZJ4AaABAg,0,a simple and happy life that's all we ever wanted..โบ,我们想要的简单幸福的生活。
47996,UgyQL8BnAQUAwE-S8mt4AaABAg,0,"happy new year
may you be happy and prosperous","新年快乐
恭喜发财"
48013,UgywDxtmveObvyyf8uh4AaABAg,0,i love his video i'm always watching....happy new year chinese,我喜欢他的视频，我一直在看....新年快乐中文
48018,UgyC263iAKnMyCJCcNV4AaABAg,0,"i really like life like this, quiet and warm and happy, happy and happy at home with a cute dog",我真的很喜欢这样的生活，安静，温暖，快乐，快乐和快乐在家里和一只可爱的狗
21319,Ugxsh-NZQ539cnrPE7t4AaABAg,0,"i love your videos very much, you return to nature and simple and happy life, i learned a lot of you, madam, thank you very much, please communicate",我非常喜欢你的视频，你回到大自然和简单快乐的生活，我学到了很多你，女士，非常感谢，请交流
48030,Ugz9VJPzeL0ynvA9syp4AaABAg,0,happy lunar new year from vietnam,越南的农历新年快乐
21315,Ugw8is6bYRxVvpte8Z94AaABAg,0,so that's the happy life in the chinese countryside ? why are both parents leaving children and farm for a year and work far in the cities ?,那就是中国乡村的幸福生活吗？为什么父母都离开孩子和农场一年，在城市工作很远？
48044,Ugzj7F84KHD5yzeh1h54AaABAg,0,happy lunar new year from vietnam,越南的农历新年快乐
48048,UgyTXADvf9KSUquVl314AaABAg,0,i feel very happy to watch her make all kinds of snacks.,看着她做各种零食都觉得很幸福，过年才应该要这样才对啊
48056,Ugwqb1C6CNyU-Rt35l14AaABAg,0,happy new year my friend,新年快乐我的朋友
48071,UgzIyeZwEyGcLN8dK4x4AaABAg,0,give everyone an early years ️ happy new year and mother -in -law (if ziyi can see it),给大家拜个早年 也㊗️子柒和婆婆新年快乐如意(如果子㭍能看到的话）
48074,Ugyd6kOxgtUmrIdtsXx4AaABAg,0,"ziyi is the rhythm of becoming the united nations ambassador, world peace! intersection
everyone, the new year is coming, the thought of thought, happy new year
everybody, best wishes, and happy chinese new year !!! peace and love","子柒，是成为联合国大使的节奏啊，世界和平！！
大家，新年将至，心想事成，新年快乐
Everybody，best wishes, and Happy Chinese New Year!!! Peace and Love"
48095,UgzQ0ZHjeB3O_R4NCvV4AaABAg.8qnTOIGXokZ8qp4KNqMjbL,0,happy new year ~,新年快乐～
48100,UgzQ0ZHjeB3O_R4NCvV4AaABAg.8qnTOIGXokZ8qqKYE7Tqr8,0,"@chihacthien-gs9lk is also asian ""happy lunar new year"" on weibo by the people who are cursed by the people because it must be ""chinese new year"", so i think vietnamese people should also show a little patriotic attitude, by using it. tet holiday for example.
ps, though serious, but the culture creates the country, from everyday words. small, as on the world map they write ""east sea"" is the sea ""south china"", and that is the issue of sovereignty, right? i am not very political, but even though i am very admiring chinese culture, like to listen to chinese music, watch chinese movies, read love language, watch happy camp, love luo and hoa than vu. but that is only a good aspect that we see. if you have seen some chinese films about the vietnamese border war, you will see the filmmaker misrepresented and made your country (no matter how bad he won) and china lost in the english position. how is hung. it is just a movie, not to mention education or economics. so hope you sympathize if you seem serious the problem. ♡ (∩o∩) ♡ i just want to be honored in china and vietnam.","@chihacthien-gs9lk也是亚洲人
PS虽然很严重，但文化是用日常言语创造的。小规模，就像世界地图上一样，他们写着“东海”是“中国南海”，这就是主权的问题，对吗？我不是很政治性，但是即使我非常欣赏中国文化，喜欢听中文音乐，看中文电影，阅读爱情语言，观看快乐的营地，爱情lu和hoa，而不是vu。但这只是我们看到的一个好方面。如果您看过一些有关越南边境战争的中国电影，您会看到电影制片人歪曲了陈述，并使您的国家（无论他赢得多么糟糕）和中国在英国职位上迷失方向。这只是一部电影，更不用说教育或经济学了。因此，如果您似乎很严重，希望您同情您。我只想在中国和越南获得荣誉。"
48116,UgxLwopldlUniUF9dHZ4AaABAg,0,27 tet! happy new year!,27 Tet！新年快乐！
21170,UgyLGbInsZWv2lZOksh4AaABAg,0,"hi ziqi, i am touched and so happy for you, this is my first comment in youtube. best wishes to you and your grandma. and i hope my daughter will be happy forever too.",嗨Ziqi，我很感动，为您感到高兴，这是我在YouTube中的第一个评论。祝您和您的祖母最大的祝愿。我希望我的女儿也会永远幸福。
48147,UgwC1wwzqQCyz8YwL8V4AaABAg,0,"happy new year!
from vietnam","新年快乐！
From Vietnam"
47917,UgyDc3TZT54221G3eZh4AaABAg,0,happy new year .,新年快乐 。
21967,UgwQUbUtTV8v4MbU0814AaABAg,0,"what a beautiful live she's got, and what a beautiful and inspiring person she simms to be, hope she lives forever and gives people's examples how to live a real and happy life x",她拥有多么美好的生活，以及一个她模仿的美丽而鼓舞人心的人，希望她永远活着，并为人们的例子提供如何过上真实幸福的生活x
47859,Ugys1-ixF99_VhvJPAZ4AaABAg,0,"happy new year. i wish you and your grandmother a happy new year, i hope you are safe, successful, and healthy","新年快乐。祝你和你的祖母新年快乐, 愿你平安、成功、健康"
47767,UgxHQAIS6Azjq6_uDph4AaABAg,0,happy chinese new year.. love from malaysia.. we also celebrated in our country,农历新年快乐..来自马来西亚的爱..我们也在我们的国家庆祝
22994,UgxrvXP5gxASlfiJJ-F4AaABAg,0,like to watch and be happy i want to live like this.,喜欢看和快乐我想这样生活。
47587,Ugz6cKvhBtJtNI4aNgJ4AaABAg,0,i came to see my wife again! happy new year to you!,我又来看我老婆了！祝各位新年快乐哈！
47592,UgzEA3Rfxf0rl8HEF7t4AaABAg,0,happy new year 2019,2019年新年快乐
22820,UgwwEIlmX5XSSoN_9_N4AaABAg.92hGkhVVsnr93VCYxa07p7,0,"yes, you are very happy.",对，你很幸福。
47646,UgyEofjPusvlCWXEBLR4AaABAg,0,happy new year ~ toast,新年快乐～干杯
47650,Ugz2dAsPIDFSJ8WZOFZ4AaABAg,0,happy new year,新年快乐呀
47686,Ugzl5fVEyQIJ0MUCOwF4AaABAg,0,"happy new year, happy chinese new year.",大家新年快乐，Happy chinese new year.
47696,UgxAL6nfJEbiI_ivH3t4AaABAg,0,happy new years,新年快乐
22609,UgxpAOCmca0Er-Dlmup4AaABAg,0,the taste of happiness makes me happy,幸福的味道 看得我好高兴
47738,UgzlcztaBkhAk-FF2c14AaABAg,0,happy new year,新年快乐
22548,UgxMRSToGoYpqhVRZQN4AaABAg,0,"liz i hope if you read this i am really proud of your work and the hardwork you have done through, although i'm sorry for all the paparazzi who are going into your personal life
i'm very happy that you've overcome whatever you've faced in the past and is very well doing now, thank you for inspiring young kids like me to work even if we have a bad past ๐‘๐ป","Liz我希望如果您读过这篇文章，我对您的工作和您所做的辛勤工作感到非常自豪，尽管我为所有进入您个人生活的狗仔队感到抱歉
我很高兴您克服了您过去面临的一切，并且现在做得很好，感谢您激发像我这样的小孩子工作，即使我们过去的糟糕"
21991,UgzhpSXRLkamqcPmwfl4AaABAg,0,happy experience,愉快的经历
22302,UgzOXx9Fp2o8ebsmZ4l4AaABAg,0,"you are so talented, these videos makes me feel happy :)",您是如此有才华，这些视频让我感到高兴:)
47804,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qq-dsZ-sQ9,0,happy new year!,过年好！
47807,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qqXNUqOGIi,0,happy new year!,新年快乐！
47809,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qqZQYtUgDB,0,happy new year,新年快乐
47810,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qrx0aDaISs,0,"thank you, happy new year",谢谢，新年快乐
47811,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qs3m8MKPi-,0,happy new year!,新年快乐！
47813,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qwewan0ss1,0,i wish you all the happy new year of the new year! happy new year red envelope! intersection,祝你大家年初一快乐♥ 新年快乐 红包拿来！！
47820,UgzXdqHJLYtQEpEbdyx4AaABAg,0,"when i began seeing li ziqi latest video, it read 1,183,628 views and i saw it 2x and 20 minutes later it read 1,185,748 views, that says something about how we who have subscribe to her channel want to see her latest video so much, oh! and in less than 22 hours she has 1,185,748 views, that is amazing. \( >_<)/ happy chinese new year!!","当我开始观看Li Ziqi的最新视频时，它读了1,183,628次观看次数，我看到了2倍，20分钟后，它阅读了1,185,748次观看次数，这说明了我们如何订阅她的频道的我们如何看她的最新视频，哦！在不到22个小时的时间里，她有1,185,748次观看次数，这真是太神奇了。 \（> _ <）/农历新年快乐！"
47825,UgxKKppd4kZ0tm1nFG14AaABAg,0,happy new year in the new year ~ the little sister was scared when the popcorn was baked.,小姊姊新年快乐～爆米花出炉前那一刻小姊姊吓到的样子好可爱
22091,UgxGvSWSTA83uaDTMtl4AaABAg,0,"hi geys visit my chanel 
thats felling me so happy thanks","嗨，盖伊斯访问我的香奈儿
多数民众赞成我很高兴谢谢"
21169,UgxXg7UXOoFkuCtDddt4AaABAg,0,what a laborious girl. a thousand blessings to you and your family looks like you are very happy with what you do.,多么艰辛的女孩。对您和您的家人的一千福似乎对自己的工作感到非常满意。
48160,Ugwu5SLvPQnlvQP6jbx4AaABAg,0,happynewnear,HappyNewnear
48200,UgwKklU8L7frMZ99pwh4AaABAg,0,happy chinese new year,农历新年快乐
48773,UgyO-IXmSf4UQ1Ic1nZ4AaABAg,0,happy new year and you are wonderful :)),新年快乐，你真好:)）
48515,UgwIlO6HEpW48ABg61d4AaABAg,0,happy new year from paris,巴黎新年快乐
48519,UgyAX5dGzvbJP3VEQBt4AaABAg,0,happy new year,新年快乐
48554,UgxqhxjRj4cQb2wzPkF4AaABAg,0,love love love this video. i would love to see her have a cook book with all of these in them. i am sure there are a lot of people that watch this it would be more than happy to buy them from her.,爱爱爱这个视频。我希望看到她在其中有一本厨师书。我敢肯定，有很多人看着这一点，很乐意从她那里购买它们。
48579,UgzNwWvYaFuJ1hhAe4N4AaABAg,0,happy new year ms li. you are a very industrious young lady. your treats look delicious. all the best to you and your grandma in the year of the boar. take care.,新年快乐李女士。你是一个非常勤奋的小姐。您的零食看起来很美味。在野猪的那一年，对您和您的奶奶都处于最佳状态。小心。
20645,UgwsRARNmFARAJlfD9V4AaABAg,0,so cute how the animals are following all happy ๐ฅฐ,如此可爱的动物如何遵循所有的快乐
20536,Ugwa_ukc2nVNg-DStHB4AaABAg,0,watching this video just makes me happy.,观看此视频让我开心。
48603,UgzwEy74mkCuKgIMKJl4AaABAg,0,you are really the most talented and beautiful girl who i have seen i wish you the best of the years i know very happy and healthy and love you,您确实是我见过的最有才华和美丽的女孩
48615,Ugx-fy1U_RaFVlXu3fh4AaABAg.8qmi1MvD9Kl8qojYrNgBKz,0,@makkaucbkia9640 happy new year too!,@makkaucbkia9640新年快乐！
20403,UgxK4xxdA67DWVzfLhd4AaABAg,0,seeing two happy puppies closely followed the cute and understanding puppy to accompany themselves happy puppy in such an environment.,看到2只开心小狗紧紧跟着 可爱 懂的找小狗陪伴 自己开心 小狗也是 在这样的环境中
20035,UgzbFiamheQ9fPpKahR4AaABAg,0,she respect love care nature .... nature gives back evrything to her ...happy valentine's princess liqizi ๐’,她尊重爱心自然。
48789,UgzlgmLHWJkppkRDut94AaABAg,0,your videos are mesmerising and so relaxing to watch! thank you and happy new year ❤,您的视频令人着迷，很放松！谢谢你，新年快乐❤
20750,Ugy9AWA74RK20ofP9bd4AaABAg,0,like life like this. peaceful . happy .,像这样的生活。平静的 。快乐的 。
19876,UgxcUY-1LaOuk2bXDxh4AaABAg,0,she has made her life simple and happy.,她使自己的生活变得简单而快乐。
19792,UgxUb3ZHe3QAhlalwd14AaABAg,0,his life is so happy,他的生活是如此幸福
48811,Ugzi9eicOj8BH_q8EcJ4AaABAg,0,"happy new year from the u.s. thank you for making such nice videos.
also, why are your dogs always puppies? i never see them get bigger.","来自美国的新年快乐感谢您制作了如此出色的视频。
另外，为什么您的狗总是幼犬？我从未看到他们变得更大。"
19597,UgwLqJ-wTOmwD1v0yG54AaABAg,0,the mother was happy to be.,母亲很高兴成为。
19571,UgzlDO-VUtkQaDi7ry94AaABAg,0,"im here because of aulion, he shared this channel on his instagram story.. this is a peace full video. very happy know this",我在这里是因为Aulion，他在Instagram的故事中分享了这个频道。这是一个和平完整的视频。很高兴知道这个
48876,UgxczGUxNXCaTyECy6N4AaABAg,0,happy new year,新年快乐
19021,Ugx4QYaZr1kckXyYDYZ4AaABAg,0,very good i’m happy to see you,很好，我很高兴见到你
48910,UgzCi8YolRfUlEbeMsJ4AaABAg,0,happy new year.dear li ziqi.u and ur family maney blessd may u live long.i want to see chinese new year please invite me.fozia from pakistan,新年快乐。dearli ziqi.u and ur Family maney blessd你愿你长寿。我想看农历新年，请邀请我。
48912,UgyuGugGjaQXWOZrnux4AaABAg,0,this made me happy i forgot why i was sad,这让我很高兴我忘了为什么我很难过
48920,Ugwanp60dsVZe7vJGgt4AaABAg,0,"it's really old, let me remember every new year of childhood ...
i wish you all a happy new year","真的好有年味，让我忆起儿时的每个新年⋯⋯⋯⋯⋯
祝大家新年快乐 万事如意"
48508,UgzxsoQOcT91b8Zlezp4AaABAg,0,new year! happy new year!,过年啦！新年好呀！
20756,Ugz6DqtfAPGqm6lNDi94AaABAg,0,happy chiness new year,愉快的新年快乐
48216,UgzxmK5Mm3C3ptGpxX94AaABAg,0,happy chinese new year!!!,农历新年快乐！！！
48321,Ugwinqm1ldw0Opj4Q3l4AaABAg,0,happy lunar new year!,农历新年快乐！
48238,UgzZy0f7fNbkF-t3_uR4AaABAg,0,happy new year. year of the pig,新年快乐。猪年
48253,UgwmWXdXRkwO2o_0BPl4AaABAg,0,happy new year,新年快乐
20935,UgxSncH2tv_wIboCbNx4AaABAg,0,your life is so happy .. made me miss my grandmother.,你的生活真是太幸福了..让我想念祖母。
48264,UgyP0tFSWszZAGc6nxZ4AaABAg,0,"this episode is too rich, i can't see it ~! i had to watch a few more times o (∩_∩) o happy new year ~~",这集内容太丰富啦，看不过来~！只好多看几遍O(∩_∩)O新年快乐~~
48265,UgzxpS5Mk6baBJtMPg54AaABAg,0,happy chinese new year!!,农历新年快乐！
48275,Ugxm7XKNqndWCKXIsbZ4AaABAg,0,happy chinese new year!,农历新年快乐！
48293,UgyCLc8BQbTqMMQgt6B4AaABAg,0,happy chinese new year and love from malaysia,农历新年快乐，马来西亚的爱
29201,UgxSS-TNyJqhVL_bOqp4AaABAg,0,"watching your video helps me eat less and healthier while digesting and breathing better with sleep quality improvement, that's the quickest and most direct effect. 
and above this, i feel deep relief and happy in the connection of nature and it's fabulous energy. 
it grabs the essence of taoist spirit and philosophy of life, that's how chinese have lived for thousands of years. i'm so glad that you are expressing it in such a plain but convincing way.

thank you. i love you.","观看您的视频可以帮助我饮食更少，更健康，同时通过改善睡眠质量来更好地消化和呼吸，这是最快，最直接的效果。
最重要的是，我对自然的联系感到非常欣慰和快乐。
它抓住了道教精神和生活哲学的本质，这就是中国人生活了数千年的方式。我很高兴您以一种简单但令人信服的方式表达它。

谢谢。我爱你。"
48319,UgxvItc-w_GG4c6CNOd4AaABAg,0,"very nice video there is nothing better than the field 

happy new year","非常好的视频没有什么比字段更好的

新年快乐"
48320,UgwAco4EqO7WxV5ZJZN4AaABAg,0,happy new year,新年快乐
48323,Ugyt-3VQMBneNMOj0hV4AaABAg,0,happy new year!,新年快乐！
48451,UgxqwqT9hm4MhgxkAaJ4AaABAg,0,happy new year,新年快乐
20916,UgxbKRpBovS4jA6rNqJ4AaABAg.946AnDac2eu95E-bwlAFk8,0,"you know, not everybody is depressed in the cities, not everybody is completely happy in the wilderness, it's a struggle for some. it's safe to say that we always feel like the grass is greener on the other side, especially when you don't support your own grass like this young lady, and the ones who are successful in the city",您知道，并不是每个人在城市中都感到沮丧，并不是每个人在旷野中完全快乐，这对某些人来说是一场斗争。可以肯定地说，我们总是觉得草地在另一侧更绿色，尤其是当您不像这个小姐那样支持自己的草，而在城市中取得成功的草
20894,UgwBggIZFzkLlCpyjGd4AaABAg,0,"i believe this is what it means to rich! not a mansion, maids, and a chauffeur. love how liziqi and her grandma chat and laugh all the time. love your videos very much! i have watched alot of them more than once. thank you. bless you and your grandma! happy 2020!",我相信这就是富人的意义！不是豪宅，女佣和司机。喜欢Liziqi和她的奶奶聊天并一直笑。非常喜欢您的视频！我已经不止一次地看着他们。谢谢。祝福你和你的祖母！ 2020年快乐！
20892,Ugx9auuiL0YQpEVo_XV4AaABAg,0,ohhh... that is such a peaceful and happy life....our lives is but a product of this system of stressed and nothing more. she's living the dream.,哦...那是一种如此和平与幸福的生活。...我们的生活不过是这种压力系统的产物，仅此而已。她正在实现梦想。
48341,Ugy5dzO50-6g6Yf62dZ4AaABAg,0,thanks for another great video. happy new year!,感谢您的另一个很棒的视频。新年快乐！
48345,UgwxkrVcksh8jEre-bJ4AaABAg,0,"happy new year.. i from vietnam. i wish you health. and especially your grandmother is healthy and happy. we are about to lunar new year, i wish you success and peace in life. friendly welcome!",新年快乐..我来自越南。祝你健康。尤其是您的祖母健康快乐。我们将要登起新年，祝您生活中的成功与和平。友好欢迎！
48355,UgwG-kdF-dnBwh3ECOV4AaABAg.8qn6BhAapWX8qooDQQZ1tQ,0,very good. you are a kind girl. wish you a happy new year. love from china,很好。你是一个善良的女孩。祝你新年快乐。来自中国的爱
48366,UgwIlRKPLG0V6fLy2Wt4AaABAg,0,happy new year china's . i from,新年快乐中国。我来自
48377,Ugw5v96sx7RabrEmZp94AaABAg,0,happy chinese new year ziqi! happy new year ~~,Happy Chinese New Year ZiQi !新年快乐啊~~
48411,Ugze6e60SjjpD4FaL_F4AaABAg,0,am i the only one who is happy for every action of hers?,我是唯一一个为她的每一个动作感到高兴的人吗？
20864,UgwqBSL7f2iqQZwU0jx4AaABAg,0,happy new year ยก ๐,新年快乐
23141,Ugy4jXItRyEda70YHsl4AaABAg.92YHXEA2u2n92bKnxFMNgu,0,and not so much simple happy any more.,再也没有简单的快乐了。
47539,UgxWKfb77FEl6z5FuRJ4AaABAg,0,happy new year,新年快乐
46493,Ugz1kCyglV7-3bwau6J4AaABAg,0,"god. i want to marry her.
happy lunar new year.","上帝。我想嫁给她。
农历新年快乐。"
47534,UgwgpZe9uvgFgi5qgi54AaABAg,0,happy new year! wishing sisters always healthy and successful !!!,新年快乐！祝姐妹们永远健康和成功！！！
46866,Ugzy9Ytt29Kbh9V16id4AaABAg.8qr3JM5GtN28qvgzo_nmgN,0,@constancecao4635 happy new year@,@constancecao4635 新年快乐@
79,UgyifseBnuj3nIj5zlZ4AaABAg,0,"i am your fan, your all video a is very very nice,i am so happy",我是您的粉丝，您的所有视频A非常好，我很高兴
46887,UgzGEQO4mJH_cBXkAal4AaABAg,0,happy chinese new year,春节快乐
46899,UgxXzRpCgcKehL2o-UJ4AaABAg,0,"does anyone see when the burial explosion is so happy, hahah.
temnam","有人看到埋葬爆炸何时如此幸福，哈哈。
恩姆"
25297,Ugys7907CUV1eDCaAZ94AaABAg,0,her videos make me happy and no longer depressed,她的视频让我开心，不再沮丧
25279,UgwRe34uxahhhvAR6aJ4AaABAg,0,"what a clever, beauty you are, i fell in love with you. feathe happy ๐ you deserve this the sun ๐",你真是个聪明，美丽，我爱上了你。羽毛快乐
46914,UgzdApaiSxDOesxT4aZ4AaABAg,0,happy new year sister ❤️❤️❤️❤️,新年快乐姐姐❤️❤️❤️❤️
46927,Ugwju7ZH9_vpa4VE8L54AaABAg,0,she’s just so happy to live that way thanks for sharing this❤️,她很高兴以这种方式生活，感谢您分享此❤️
24974,Ugz42bqW7UwH4dOQ4Ht4AaABAg,0,it becomes a happy day every day,每天都会成为快乐的一天
46945,UgyMyrJvvZAW8mvYYM94AaABAg,0,happy new year. best with for you. i verry like you,新年快乐。最适合你。我喜欢你
46953,UgwOvlNbZccK6cQVlMN4AaABAg,0,happy new year happy new year,大家新年快乐 Happy new year
46977,Ugyq4AdxloQKopB6TaN4AaABAg,0,happy new year,新年快乐
46978,UgwWeq3YSulYC7xuXW54AaABAg,0,"happy new year, everything is good, everyone is safe! intersection",新年快乐，万事如意，大家阖家平安！ ！
46983,UgwviLnSRUltYXXrmpd4AaABAg,0,"ziyi, happy new year",子柒，新年快乐
46986,UgxrXNbbyR2yWfhrGTd4AaABAg,0,happy chinese new year,春节快乐
