,cid,votes,time,含thank,含thank中文翻译
5459,UgzMDr7nYlpsI652cIp4AaABAg,0,2 years ago,"as a city girl, now i pay attention to nature and rural lifestyle by watching your youtube. thanks and send love to you and your grandmother. bleak
being city girl, now i value nature and village โ€s life style by watching your you tube.","作为城市女孩，现在我通过观看您的Youtube来重视自然和乡村生活方式。感谢并向您和您的祖母发送爱意。 
Being city girl, now I value nature and village’s life style by watching your You Tube. Thanks and sending love to you and your grandma."
5485,UgyvC0zdox_RcDJUAUh4AaABAg.9GOFskXFXco9I7NdIIInKj,0,2 years ago,@jumpoable okk fine ๐ ๐ ๐‘ ๐ ๐ โบ ๐ ๐ ๐‘ ๐ thanks for giving the information ๐’โ€โ€๏ธ โฅ ๐,@jumpoable okk fine fine
5571,UgySjxidIGyy6p2Hrrd4AaABAg,0,2 years ago,hi i like your videos a lot thanks for showing us a lot of sustainable way of life.,嗨，我非常喜欢您的视频，感谢您向我们展示很多可持续的生活方式。
5781,Ugya9Pon61oQjonTOBh4AaABAg.9Fhz7qN5fiT9GHd5nbkSyO,0,2 years ago,@masamimorimoto3485 thank you so muchโค,@Masamimorimoto3485非常感谢您
5912,Ugw15dtT8pewlHfM-Yp4AaABAg,0,2 years ago,"https://youtu.be/laep28f9mlu.
guys also watch my recipe i hope you like it my videos n pls don't forget subscribe also. thanku","https://youtu.be/laep28f9mlu。
伙计们也观看我的食谱，希望您喜欢我的视频，请不要忘记订阅。感谢你"
5973,Ugw1c8iPDirdW4jacKB4AaABAg,0,2 years ago,"reminded me of thailand where i was borned and raised. i've never gathered that big of bamboo shoot though. same ingredient but different approach. i'll give it a try later. thanks for ul of your production. a good one i might added, and all of it so far. two words, "" self reliance"".",让我想起了我出生和长大的泰国。我从来没有收集过这么大的竹芽。相同的成分但方法不同。我稍后再试。感谢您的生产。我可能会添加的一个好的，到目前为止，这一切。两个词，“自依赖”。
5988,UgwPa3VX9qDUoSDeUyh4AaABAg,0,2 years ago,"i am an orphan and poor child, and my channel is modern, and it is a source of my livelihood if you help me spread it, thank you",我是一个孤儿和可怜的孩子，我的频道是现代的，如果您帮助我传播它，这是我生计的来源，谢谢
6166,UgwHZ7oL7oOA66Gz6WF4AaABAg,0,2 years ago,excuse me an oriental you can tell me that that is apologies worth the redundancy or ignorance from before hands thank you very much,打扰一下，您可以告诉我，这是值得的，值得在双手之前的冗余或无知
6281,Ugz0TUnBV4RoNIRmUQl4AaABAg.9EuygVQt-tZ9FxNX6kBPtP,0,2 years ago,"@020jes, xia xia (thank you)",@020jes 了解了，夏夏哝(谢谢你)
6438,UgxCLIt_068fIcNmGap4AaABAg,0,2 years ago,thanks ๐‘๐ป๐‘๐ป๐‘๐ป๐ท๐ท๐ท๐‘๐‘๐‘,谢谢
6586,UgxsW2niYKvq11v2tLl4AaABAg,0,2 years ago,"greetings from me, palembang city, south sumatra province. instragram: @permataintan120. happy to meet all the friends on youtobe. greetings brotherhood hopefully can be a good friend ... thank youhhhhhhhhhhhhhhhhhhh",我的问候，南苏门答腊省Palembang City。 Instragram： @permataintan120。很高兴在YouTobe上认识所有朋友。问候兄弟会希望能成为一个好朋友...谢谢你
6687,UgyPuLp0IBSDJaBEW-t4AaABAg,0,2 years ago,"li, i'm very impressed with your life, thank you for inspiring me. li, what about your private life, do you have a partner? best friends? what do you do in your free time? thank you, i love you!",李，我的生活给我留下了深刻的印象，谢谢您激励我。李，你的私人生活呢，你有伴侣吗？最好的朋友？你在空闲时间做什么？谢谢你，我爱你！
6716,UgwxVhcG1Hf3_nGShD94AaABAg,0,2 years ago,what are the wooden bowls called in shape where did you put the outbreak of fillet bambu? thank you,您将木碗形状的木碗放在哪里？谢谢
6760,UgyCCc1XsFRLAfO8cbh4AaABAg,0,2 years ago,"really inspiring the way you cook i love it 
i will cook this also on my my next vlog thanks for sharing.","真的鼓舞了你做饭的方式，我喜欢它
我将在我的下一个视频博客上也要在我的下一个视频博客上做饭。"
6778,Ugw08xsJnIR9BmJ4JpN4AaABAg,0,2 years ago,thanks a lot!!!,多谢！！！
6788,UgxHwaQlfrDVgOfuhrp4AaABAg,0,2 years ago,"if you want to eat what you do, you can buy taobao! can you recommend it? thanksโ€ฆ",想吃你做的东西，淘宝可以买吧！可以推荐吗？谢谢…
6790,Ugz36KXQLbG2YPZnp714AaABAg,0,2 years ago,thank you dear for your videos,谢谢您的视频
6795,UgxUQiHMD0PCcaIM01F4AaABAg.9EDaiXxKNC69ERTEPE7DEc,0,2 years ago,@threemeals33 thankyou mam iam india am your biggest fanโค,@threemeals33谢谢你的iam iam印度是你最大的粉丝❤
6797,UgxHwaQlfrDVgOfuhrp4AaABAg.9EDLCN9Nz3u9EFQKoeq9ao,0,2 years ago,@cbihgtunglo9946 thank you!,@cbihgtunglo9946 谢谢你！
5383,Ugyq6VuL9Qs60ear4DB4AaABAg,0,2 years ago,"i look for hours ... i like to look so much. after work i lie rest and look .. it soothes so, looking at how they work and prepare something very tasty and beautiful. there is no translation, i try to understand so. i find a useful one for myself .. i am also interested in the garden and landing ... i really want to learn something to cook something else .. the girl is very cute and beautiful, hardworking .. it is very nice to look at her labors . everything is very beautiful, and i really like that they love my grandmother so .. i donโ€t even know .. i wonโ€t be young with a young one .. but i would like at least a little, such care in old age .. thank you! your videos let your soul enjoy and rest.",我看几个小时...我喜欢看很多。下班后，我躺在休息和看。没有翻译，我试图理解。我为自己找到了一个有用的。我也对花园和着陆感兴趣...我真的很想学习一些东西来烹饪其他东西。美丽，勤奋..看着她的劳动真是太好了。一切都很漂亮，我真的很喜欢他们爱我的祖母，所以..我什至不知道..我不会和一个年轻的人在一起..但是，我至少想要一点点，这样的照顾。.谢谢！您的视频让您的灵魂享受和休息。
5345,Ugxdkajxqf6LnvCcBLp4AaABAg,0,2 years ago,thank you for letting the world know more than china,谢谢你让世界更了解中国
3451,UgyEGPr5dVSWH6j5jXx4AaABAg,0,2 years ago,thank you! bravo! super!,谢谢你！勇敢！极好的！
4905,UgwkjDKREJTGwRCWFvp4AaABAg,0,2 years ago,"background music is very satisfying, it helps to reduce stress and liziqi your work gives us energy. when i see your vedioes i forgot all my worries and tension. i feel relaxing after saw your all vedioes. thanks.",背景音乐非常令人满意，有助于减轻压力，而您的工作为我们带来了精力。当我看到你的吠陀时，我忘记了我所有的烦恼和紧张。看到您所有的吠陀经之后，我感到放松。谢谢。
3492,Ugx9MLwJZ7UFoOk1M6B4AaABAg.9O45Vo25oqI9ReVtHRuHmX,0,1 year ago,thank you ❤️,谢谢你❤️
3516,Ugytb-zQBlngE45-UYt4AaABAg.9O-9Ksp29gy9ReVy0Dcxb3,0,1 year ago,thank you ❤️,谢谢你❤️
3523,UgxaCEtZyle2x4PQEul4AaABAg,0,2 years ago,"thanks for sharing, nice video!
shnrkx0zxci","感谢您的分享，不错的视频！
shnrkx0zxci"
3538,Ugy5eGUZU9RJvMazudF4AaABAg.9NvtqVXNXHX9NxL0qrv4mE,0,2 years ago,"thank you for your explanation
after exiting this video yesterday, i immediately saw a video that introduced her rise. i went to see it.
at the beginning, it was the beginning of the food. i found her earliest video. the cooking method was skilled, the color and fragrance were great, and the splicing was relatively coherent. very normal. there are no fairy -fluttering people in the picture. it is a very normal video.
later, began to be excavated, and the consortium began to fund her and provides professional editing. at this time, the style of painting began to change and became a question i asked in the previous message.
in fact, the content she produced is more suitable for one hour.
each process of picking, finishing, and production is displayed at least five minutes, and the video content may not be so messy.
other bloggers may be divided into four or five issues, and finally together becomes an ending.
thinking above.","谢谢说明
昨天退出这个视频之后，立刻看到了一个介绍她崛起过程的视频，我去看了一下。
一开始的确是美食开始，我找了她最早期的视频，做菜手法娴熟，色香味也棒，剪接也比较连贯，不会东一个画面西一个画面。很正常。画面里面也不太出现仙气飘飘的人。是一个很正常的视频。
到了后来，开始被发掘，财团开始资助她并且提供专业的剪辑，这个时候画风开始转变，变成我上一个留言所询问的问题。
其实以她所产制的内容，比较适合一个钟的内容。
把采摘，整理，制作的每一个过程至少用五分钟展示，可能视频内容不会这么凌乱。
其他的博主可能这么多内容是分成四五期展示，最后合起来成为一个收尾。
以上感想。"
3540,Ugy5eGUZU9RJvMazudF4AaABAg.9NvtqVXNXHX9Nxi6VWWbw-,0,2 years ago,"@xiaoshengshou818
thank you for commentary.
it is really good to watch this video from art and beautiful eyes.","@xiaoshengshou818 
谢谢解说。
的确以艺术以及唯美的眼光看这个视频很是不错的。"
3645,UgwRifvdC7S0c75AZY54AaABAg,0,2 years ago,"excellent video thanks. if you want to learn how to create viruses and fight them using python, you can also see in my channel bye bye ... https://www.youtube.com/watch?v=zfj2znxdqwo",很好的视频谢谢。如果您想学习如何创建病毒并使用python对抗病毒，也可以在我的频道再见... https://www.youtube.com/watch?v=zfj2znxdqwo
3652,UgzB_GWfgAMTN9lcPUp4AaABAg,0,2 years ago (edited),"hai i'm pleople indonesia 
thank you bhay","hai我是印度尼西亚pleople
谢谢你"
3729,UgwWw7xPTVG_iOYj9F54AaABAg,0,2 years ago,"from ecuador greetings.
a question because they put in those vases with water those products that i do not know what they are called and that put in that water.
i want to know
thanks for your answer","来自厄瓜多尔的问候。
一个问题是因为他们用水放入那些我不知道他们叫什么的产品和放入水的花瓶中。
我想知道
感谢您的回答"
3762,Ugxbw-XAHl-zrGVyANJ4AaABAg.9MUopa3-U5D9ReVfnWC3to,0,1 year ago,thank you,谢谢
3872,Ugw3qaJivThbrJO9edt4AaABAg.9M-TjLsQbrR9M1kcOVql3E,0,2 years ago,thanks for your hard work! don't look forward to others because you are stupid b.,辛苦了！妳不要因为自己傻B就期待别人也如你。
3910,Ugzi8y2vOlN2JH9hK-p4AaABAg,0,2 years ago,so relaxing video. thanks,如此放松的视频。谢谢
4112,UgwsYMchjOqpzL2xtTR4AaABAg,0,2 years ago,"the great wall of china, confucius, and chi pao are historial korean cultures. confucius was born in gyeongju, korea, and had parents of korean descent, and the ge ge reat wall was built by koreans to protect the korean peninsula from enemies. chipao is also a modeld dress from hanbok. koreans wore hanbok when they wanted to be formal, and chifao when theyl we not formal. earing a chifao, which is to borrow korean culture a long time ago and maintain it to the present.
i live in new york city in the u.s. and work for the asia cultural foundation. new yorkers know all of the above, and our asian cultural foundation judges the. roots of chinese history as korea.
you can learn more about this story if you visit korea and new york. :)
thank you.

wanli great wall, confucius, and cheongsam are all korean culture in history. confucius was born in qingzhou, south korea. he has the parents of korean bloodlines. the great wall of wanli was built by koreans to protect the korean peninsula from being attacked by enemies. cheongsam is also a deformed clothes in hanbok. when the koreans want to dress up, they wear hanbok, and they wear cheongsam when they sleep. now you can see that chinese ethnic minorities wear cheongsam, which has been maintained to this day with korean culture a long time ago.
i now live in new york city in the united states and work in asian cultural consortia. citizens in new york know the above. the people of our asian cultural consortium judge that the root cause of chinese history is south korea.
if you visit south korea and new york, you can learn more about this story in detail. :)
thank you.

i am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
4196,Ugx06VfyMijSOAxWpcV4AaABAg,0,2 years ago,"the beneficial otter visually sigh because tuna additionally thank sans a statuesque drama. bent, bitter frame",有益的水獭在视觉上叹了口气，因为金枪鱼还感谢这部雕像般的戏剧。弯曲的苦框
4306,UgylN_1HCuYRgVfFTu14AaABAg.9K58QdFze5l9OKs3c0jXZ0,0,2 years ago (edited),"thank you
mr. wen","谢谢你
温先生"
4383,UgxfPhTg5rd8_sskW-J4AaABAg,0,2 years ago,"hello, thank you for your video! but i have a warm reminder: now more and more people pay attention to environmental protection and ecology. screws are the heroes who maintain the water ecological environment. the former taihu cyanobacteria incident was because the screws were prefeted in large quantities, causing the ecological environment to lose balance. therefore, i hope a small amount of fishing screws, don't fish a lot. thank you! ❤️",你好，谢谢你的视频！不过我有个温馨提示：现在越来越多的人注重环保、重视生态。螺丝是维持水生态环境的功臣，曾经的太湖蓝藻事件就是因螺丝被大量捕食，使生态环境失去平衡。因此希望少量的捕捞螺丝，千万别大量的捕捞。多谢！❤️
4388,UgzmnLYCBdUSS32UIa54AaABAg,0,2 years ago,"you can put it subtitles in latin spanish thanks .... from spain with the mediterranean sea ..
","您可以将其用拉丁西班牙语的字幕放置在西班牙与地中海的西班牙。
"
4454,UgxcbCi8PvgNrAxmVbB4AaABAg,0,2 years ago,"nice
thank you for sharing..kiss from indonesian","很好
谢谢您的分享。"
4809,Ugz3nW2NxmBInKuMSU94AaABAg,0,2 years ago,thank you,谢谢
4841,UgxXcbs9jfqMZBxEjed4AaABAg,0,2 years ago,i like to see you happy happy your happiness is transmitted you are very beautiful and very special apart too intelligent you have to thank god for every day my beautiful lady gives you,我喜欢看到你快乐的幸福，你的幸福传播了你非常美丽，非常特别的聪明，你每天都要感谢上帝，我美丽的女士给你
11180,UgwBQZ_R3d0j55TH5wl4AaABAg,0,3 years ago,i love your videos already.i really really love it thank you,我已经爱你的视频了。我真的很喜欢它，谢谢
11257,Ugwv0g2pGipa0JOG3L94AaABAg,0,3 years ago,you are so great ~ thank you for your video sharing,你真的好棒哦～谢谢你的视频分享
24373,UgxHG7EkjVPS7FA43qV4AaABAg,0,3 years ago,"very nice 't eat poke it's not good for human being 
hope you don't mind and english language also use for us we not much new what you making food and what you added in the cooking 
please do easy for us thanks","非常好
希望您不介意和英语也用于我们，我们没有什么新鲜的东西，您在做饭和烹饪中添加的东西
请为我们做轻松，谢谢"
87,Ugz0c54x9k1cuX_X9Lp4AaABAg,0,2 weeks ago,"please enjoy more sunlight, eat more vegan, no animal eggs, animal milk, animal cheese cheese, insect honey. 1 pair of objects belong to the original master: return each animal, every mouthful of insects, every drop of blood, every drop of soup, each bone, each bone marrow, each skin. sorry. thanks. enjoy sunshine and please be vegan, no animal's eggs, animal's milk, animal's butter, and insect's honey. return to the original owner 1: return e very animal and insect 1 by 1, every bite of meat, every drop of blood, everyy drop of soup, every bone, every bone marrow, and every skin. i'm sorry. thank you.","请多享受阳光，多吃纯素，无动物蛋、动物奶、动物奶酪起司、昆虫蜂蜜。 1对1物归原主：归还每一位动物、昆虫的每一口肉、每一滴血、每一滴汤汁、每一根骨头、每一个骨髓、每一张皮。对不起。谢谢。 Enjoy Sunshine and Please be Vegan, no animal’s eggs, animal’s milk, animal’s butter, and insect’s honey. Return to the original owner 1 by 1: return every animal and insect 1 by 1, every bite of meat, every drop of blood, every drop of soup, every bone, every bone marrow, and every skin. I’m sorry. Thank you."
19788,UgxieOCEvzOD8c6cN2F4AaABAg.91OEBieV7c791XlR-38lZk,0,3 years ago,@mishifu2020 yes....thanks,@mishifu2020是....谢谢
19790,UgxPZ8qX6fE3LhRJXcV4AaABAg,0,3 years ago,harmony. thank you.,和谐。谢谢。
19975,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92PcWFieNm4,0,3 years ago,"@xiwang9653 thank you xi, i am careful in treating statements governments put out.",@xiwang9653谢谢你xi，我很谨慎地对待政府提出的陈述。
19976,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92PdUh7ttPm,0,3 years ago,@ashoretoo thank you. i am happy to hear that.,@ashoretoo谢谢。我非常高兴听见这个。
20125,UgwZDPzMs9Sf_IRRRsp4AaABAg,0,3 years ago,"you support my channel, too
i would like to thank everyone","您也支持我的频道
我要感谢大家"
20174,Ugx61LzeeiD_-USeHBB4AaABAg.9192Zx9t7oo91CosOkXuzi,0,3 years ago,@72won10lost thanks bud,@72won10lost谢谢芽
20203,UgzcOSXoYeanFA1jlal4AaABAg,0,3 years ago,bamboo shoots. thank you for letting me return to my memory.,竹芽。感谢您让我回到记忆中。
20337,Ugw4zc6005u8dKbDOVt4AaABAg,0,3 years ago,thank you,谢谢
20399,Ugy9wGFTIkkgcn0zGvh4AaABAg,0,3 years ago,thanks for video.,感谢您的视频。
20480,Ugx-EOv893vQOZmZBFJ4AaABAg,0,3 years ago,https://youtu.be/u0q38hjm7vs crocodile grill like & subscribe it.. love you.. thank you,https://youtu.be/u0q38hjm7vs鳄鱼烤架喜欢并订阅....爱你..谢谢你
11368,UgwepK_u7UsaVhP_TU94AaABAg,0,3 years ago,"this is my first chanel. help me get more traffic viewer, thanks alot",这是我的第一个香奈儿。帮助我吸引更多的交通查看器，非常感谢
20505,Ugy9oAP19RQH9Kfr_h14AaABAg,0,3 years ago,add subtitles in spanish please thank you (i like it your channel) kisess,用西班牙语添加字幕，请感谢您（我喜欢您的频道）Kisess
20524,UgzSccA3YjMShQIuZnZ4AaABAg,0,3 years ago,hi... liziqi u r making awesome cooking and making very very yummy videos......thank u..,嗨... liziqi u r做令人敬畏的烹饪，制作非常美味的视频……谢谢..
20640,Ugz0HdTG-Kc9Bd9JOFZ4AaABAg.90frsqbFNBE913A-E7-oQa,0,3 years ago,jacky phantom thanks for the lecture. i do know that as my dad is from the northern china and my mom is from the south. my previous comment was just trying to say this channel opens a new image of china beyond the political news and i am glad about it. i hardly believe anyone will think this represents entire china anyways.,Jacky Phantom感谢您的演讲。我确实知道，因为我父亲来自北中国，而我妈妈来自南方。我以前的评论只是试图说这个频道在政治新闻之外打开了中国的新形象，我为此感到高兴。我几乎不相信任何人都会认为这代表整个中国。
20655,Ugz0HdTG-Kc9Bd9JOFZ4AaABAg.90frsqbFNBE91p3aTk0EKF,0,3 years ago,"ooi yew sing thanks for science. in fact, including many countries including this brother, unless they are chinese, they seem to have rarely a natural favor for the chinese ... so i especially hope that more cultural output about china has more cultural output. ziyi happened to play this role by chance, but the world is big, this is not enough, alas.",Ooi Yew Sing 感谢科普。其实包括这位兄弟在内好多各国的网民，除非自己是华人，否则似乎很少有对中国人有天然的好感的……所以我特别希望关于中国的有感染力的文化输出更多一些。子柒偶然之中起到了这样的作用，但世界之大，这点还不够吧，唉。
20811,UgwKeVgZoaekArc0xZ54AaABAg,0,3 years ago,"firstly thank you for sharing your amazing videos. this is by far my favourite channel, there is something special about the traditional ways and you are mesmerising to watch.",首先，感谢您分享您的惊人视频。到目前为止，这是我最喜欢的频道，传统方式有一些特别之处，您正在关注。
20816,UgxOnir3k5WxE_vKZvN4AaABAg,0,3 years ago,special thanks to camera man..tht the video comes very perfect.. all credit goes to him,特别感谢Camera Man。
20979,UgzzSQjSLiFZjmNafbF4AaABAg,0,3 years ago,"very innovative and creative. thanks for upload. 
love from india.","非常创新和创造力。感谢您的上传。
来自印度的爱。"
21044,Ugyn8Pkmco91nFR1HTN4AaABAg.90JzhhXPUAz90LlKe3amTp,0,3 years ago,@user-zs3zc9de2k thank you,@user-zs3zc9de2k 谢谢
21257,Ugzh6iDEMVWbVBotLx14AaABAg,0,3 years ago,beautiful forest! beautiful video! thank you so much!,美丽的森林！美丽的视频！太感谢了！
19756,Ugzfg9JmfkfImNTZQzF4AaABAg,0,3 years ago,in west we throw food and overproduce. we should show respect for each other and nature. thank you for this video! i hope that this will make people wake up soon and fight for the beauty of the nature.,在西部，我们扔了食物和过度生产。我们应该互相尊重和自然。谢谢您的视频！我希望这将使人们尽快醒来并为大自然的美丽而战。
19720,UgxkiEHJnRMUBK0Sodp4AaABAg,0,3 years ago,"don't try hongchen, to wash lead, thank you all the way you have experienced, you always have your own way, how can you understand your thoughts?",不尝红尘 何洗铅华 感谢自己经历的一切 总有合适自己的道路 不尝试又如何懂得自己的想法呢 加油
19667,Ugx71AYPvGVMAhM8AB54AaABAg,0,3 years ago,"thank you for sharing with us these lovely videos. may god bless you, continue to provide for you, and keep you & your grandma safe and healthy. remember that he loves you.",感谢您与我们分享这些可爱的视频。愿上帝保佑您，继续为您提供服务，并确保您和您的奶奶安全健康。记住他爱你。
19629,UgzKyNs-NHFZl7sgCBp4AaABAg,0,3 years ago,"a real moment of tao, beauty , serenity and taste and flavour, mmmmmm thank you",真实的时刻，美丽，宁静，味道和风味，嗯，谢谢你
18610,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92cFOdzjCul,0,3 years ago (edited),"pedro c you are wrong on this one ...it wasn't mao who was tearing china's culture apart, it was teared by some of the ignorant people who were so weak and they thought they could take advantages during the time of the cultural revolution...china is the only country in the world still hold onto its culture and civilization, thanks to mao...obviously, you have got your infos from the wrong source ,the anti china channel.",佩德罗·C（Pedro c）你错了这个……不是毛泽东撕裂了中国的文化，它被一些无知的人撕裂了...中国是世界上唯一仍然坚持其文化和文明的国家，这要归功于毛泽东...显然，您已经从错误的来源（反中国频道）中获得了信息。
18619,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92gQROcDYRy,0,3 years ago,"@alexandernorrie keep hating, but thanks to mao, you guys have no way to stop china from growing and steal china from chinese people.",@alexandernorrie一直讨厌，但是感谢毛泽东，你们无法阻止中国从中国人民身上偷走中国。
18662,Ugzji7WoQS6IgFJIOvh4AaABAg.92QI8efM4zn92jF1F9qvpD,0,3 years ago,"@zheng8336 magnifying glass? my hometown is in the countryside, and i still need to help collect rice every year. i don’t need to magnify the mirror. thank you",@zheng8336 放大镜？我老家就是农村的，每年还要帮忙收稻子呢，我不用放大镜，谢谢
18666,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QGlCrPhcA,0,3 years ago,@peacerespect98 thanks for liking them! she has done a fantastic job that china's government could not do yet. i also hope that more people could get chinese culture better through her videos. by the way i come from china :),@pecerespect98感谢您喜欢它们！她做得非常出色，中国政府还无法做到。我也希望更多的人能够通过她的视频来更好地获得中国文化。顺便说一句，我来自中国:)
18672,UgwSk2nOzmtifcPClMN4AaABAg,0,3 years ago,oh has vietnamese sub. did liziqi favor vietnam fans? thank you very much!,哦，有越南人。利兹奇（Liziqi）偏爱越南球迷吗？非常感谢！
18799,UgwdJyrAwADaNPr19v54AaABAg,0,3 years ago,só cruel to fry alive a living being...thank god for karma,Só残酷地炸毁活生生...感谢上帝为业力
18875,UgwY_PqFX_Yq0b3Agnl4AaABAg,0,3 years ago,thank you high -quality video.,谢谢高质量视频。
18954,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV92GLhq7or5P,0,3 years ago,@anniechen8130 thankssss! i guess you are in canada right?,@anniechen8130谢谢！我想你在加拿大吧？
18978,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV94EbH2yB7Ak,0,3 years ago,@ashoretoo thanks! i leave in china. i just want to improve english so that i can communicate better with my singapore colleages.,@ashoretoo谢谢！我离开中国。我只想提高英语，以便我可以与新加坡的秘密沟通更好。
18983,Ugwfm1i7xomxVPUXt5N4AaABAg,0,3 years ago,the people of liuzhou thank you for promoting snail powder to the world!,柳州人民感谢你把螺蛳粉推广给全世界！
19143,UgwvFUPyufAcrQzhcjJ4AaABAg,0,3 years ago,beautiful sister thanks,美丽的姐姐谢谢
19178,Ugx8lA2IilOPv8z0Fdx4AaABAg.921d25bAWgH927TmgYE0W5,0,3 years ago,@getprobed838 thanks,@getProbed838感谢
19221,UgyKpBPrrCMfyl9WoR14AaABAg,0,3 years ago,i'm curious about the taste. thank you for watching the video.,我对味道感到好奇。感谢您观看视频。
19227,UgwF0a5YMmd4BAsvppR4AaABAg,0,3 years ago,thank god for 2 minute noodles!!!,感谢上帝2分钟的面条！！！
19262,Ugzm4OoUilenI4z8Yal4AaABAg,0,3 years ago,this was so lovely to watch. thank you for sharing your life with us ❤️,这真是太可爱了。感谢您与我们分享生活❤️
19281,Ugw9xr-pkHWTXQP9MGR4AaABAg,0,3 years ago,the audio aspect of the video brings as much pleasure to me as the visual sensation. thank you so much.,视频的音频方面给我带来了与视觉感觉一样多的乐趣。太感谢了。
19295,UgwCzD8DiUiVzwgY6KJ4AaABAg,0,3 years ago,"liziqi is a beautiful young lady exceptional chef very sweet and kind to her grandmother. i enjoy watching all of her educational and beautiful videos, thank you for sharing your beautiful way of life",利兹奇（Liziqi）是一位美丽的年轻女士，对她的祖母非常友善和友善。我喜欢观看她所有的教育和美丽的视频，谢谢您分享您美丽的生活方式
19394,Ugw83Rl_KWiSyc3L3Dt4AaABAg,0,3 years ago,"warning !
watching these videos can cause calmness, joyfulness, lower blood pressure and a strong urges to meditate. 
thank you .","警告 ！
观看这些视频会导致镇定，快乐，降低血压以及冥想的强烈冲动。 
谢谢"
19567,Ugz7Q1JeCfwvuS81r3x4AaABAg.91oPIV4VkT791pYdh4kj_W,0,3 years ago,"hhdjd ​​ddf, thank you for your reply, you must have a chance to go and see",Hhdjd Ddf 谢谢回复，有机会一定去看看
21388,UgyIzZPvbhtoE0nKlYV4AaABAg,0,3 years ago,"thanks, your videos are great, please have a look on my channel too https://youtu.be/cisgvozhabe",谢谢，您的视频很棒，请在我的频道上查看https://youtu.be/cisgvozhabe
21458,UgywU9hyASUjpLZxxOl4AaABAg,0,3 years ago,"it's delicious, thank you love video",好吃，谢谢爱心视频
21479,Ugy9U0SQ8WONEZW3a1t4AaABAg.9-pO3DQyYfN91Du-NFReEl,0,3 years ago,@infodata4621 thanks yaa,@infodata4621感谢yaa
22880,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-6RT7yuHKY,0,3 years ago,@painmy1919 thank you for your answer,@painmy1919 谢谢你的解答
22882,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-DWmSNblf1,0,3 years ago,@patchzhou9305 thanks for the reply.,@Patchzhou9305感谢您的答复。
22972,UgzswEXTMHAUSJ-UKzh4AaABAg,0,3 years ago,thank you for sharing! looking so tasty!,感谢你的分享！看起来很美味！
