,cid,votes,time,含thank,含thank中文翻译
9532,UgwdV70NDr7dzgpiz3Z4AaABAg.9H8Qrkvw57U9H8eBnm3Zl5,0,2 years ago,@benalonso5302 thank you,@benalonso5302谢谢
9580,Ugxv1BeTXRzUC-ej7oh4AaABAg.9H4PahxTxp29HDCUjZSTkx,0,2 years ago,"@ht4300 bless you! thank you for the information! it is nice to see such a beautiful landscape in other parts of the world. 
-
i live in the countryside of usa, where there are a lot of rolling hills and lakes. but there are no mountains like the ones featured in the video.","@ht4300祝福你！感谢您的信息！很高兴在世界其他地区看到如此美丽的风景。
- 
我住在美国的乡村，那里有很多起伏的山丘和湖泊。但是，没有像视频中的山脉那样的山脉。"
9685,UgxOVkgsEa8PDGZqaBd4AaABAg,0,2 years ago,very nice calm i like this life thanks i'm from morocco,非常好平静，我喜欢这一生，谢谢，我来自摩洛哥
9740,Ugxp8IwiX_yjUPV67hV4AaABAg,0,2 years ago (edited),"i have a distraction, and i am pleased with a communication and correspondence, and his love increased more, but so far i have confessed to something. today, my family, they decided to go to the sermon, rawan, to mortada, and this is the biggest joy of the line. we take off my dog ​​every hour.
mother: i am a lofty with a wage, when i am tired and my fatigue today.
hoda: there is no rug with the possibility of his neighborhoods.
mother: fadwwah for the dawn of the house of the house
hoda: i do not want to want to keep me.
ahmed: what is a rising boss, with a righteous, hahaha
he ruined his day, forgive me from this
hoda: ha -ha -ha -ha, no darling,
ahmed: by god, you are the girls, they are darkened after you dream of a horse
hoda: my darling, complete your way and his dreams with his dreams
ahmed: i swear by god, i will repel you
i went to my mother, and i went to sleep.
yasser: the day of the time, god willing
hoda:......
yasser: hoda, i love and address to me
hoda: yasser
yasser: his eyes
hoda: i love you
yasser: here is my shape
hoda: hahahahahahahahaha
yasser: my form
hoda: i did not
yasser: attractive, and god heard
hoda: what i heard
yasser: hoda, to let my dog, eidi al -hajjiti, before shui, because he heard
hoda: if you hear what she walked, why do you ask hahaha
yasser: he destroyed it with his horses
hoda: hahaha
yasser: if it is not a horse on her feast
hoda: maaanah hahaha
yasser: haha, ok, with a need, is the well -being
hoda: aaaaaa. i love you and become good, hahahaha
yasser: lacofi. his closure was broken
hahahaha
yasser""
simple hadawi, my dog ​​will be stingy on him with this word, hahaha, ashamed of me, my love, i called her mother, my mother
mother: alo, hala yam, yousouri
yasser: all al hala big
mother: how are you, your brother, mohamed shalonah
yasser: thank god, you are fine, how are you?
mother: praise be to god, fine. its time
yasser: how many days and naji, god willing
mother: god willing
yasser: eat his mother
mother: hajji, hear you
yasser:
mother: oh, this is the blessed hour
yasser: hahaha
mother: but, where is her for her to know her, her people know you, how are you?
yasser: .......
mother: oh, hey, and yes, the choice is forgiven, and my hand is the girl of origin
yasser: god is generous, but he is the father of the father, and keshi is easy, god willing
mother: olide spoiled
yasser: let's take his mother
mother: god and you are safe
i forbade the contact, my mother, and i am more happy, but the tact of her argument with a reasonable head, what is it.
i went to abraham for his pill as a d'or who will be on the only one on the mobile and laughs.
ibrahim: draw baba, you are after you
yasser: hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
ibrahim: and god has the right that i am a young man and my head is sixty luck ... after him he performs hajj and raised his eyes on him
ibrahim: what is the daughter of muhammad. you all love you .... i shook my head
yasser: hi, the daughter of my dog
ibrahim: hahaha, may god grant you success, and you will be your share that i did not bear your luck and his bloc.
yasser: receive your eyes, dear, but you see that i am afraid, and they do not reject its people, and god is the one who turns the world on them if they do not want it
ibrahim: ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha
yasser: ha -ha -ha -ha -ha, i will go to it, i will cook it
ibrahim: get up your house from the growth of yesterday. listen to you, you will be slaughtered.
yasser: ha -ha -ha -ha
ibrahim: ambine and laughter
his chastity completes his correspondence and i slept. to complete the story, subscribe to my channel and continue the events","我分心，我对交流和信件感到满意，他的爱增加了，但是到目前为止，我已经承认了一些事情。今天，我的家人决定去讲道，罗丹（Rawan）去莫特达（Mortada），这是界限中最大的快乐。我们每小时都会脱下我的狗。
母亲：当我疲倦和今天的疲劳时，我很崇高。
霍达：他的邻居的可能性没有地毯。
母亲：fadwwah是房子房子的曙光
霍达：我不想留住我。
艾哈迈德（Ahmed：
他毁了自己的一天，从中原谅我
霍达：哈哈-ha -ha -ha，不亲爱的，
艾哈迈德：上帝，你是女孩，梦见一匹马后，她们变黑了
Hoda：亲爱的，通过梦想完成您的方式和他的梦想
艾哈迈德：我是上帝发誓，我会击退你
我去找妈妈，然后去睡觉。
Yasser：当时的那一天，上帝愿意
霍达：......
Yasser：Hoda，我爱我
霍达：Yasser
亚瑟：他的眼睛
霍达：我爱你
Yasser：这是我的形状
霍达：哈哈哈哈哈哈哈哈哈
Yasser：我的形式
霍达：我没有
Yasser：有吸引力，上帝听到了
霍达：我听到的
Yasser：Hoda，让我的狗，Eidi al -hajiti，在Shui之前，因为他听到了
霍达：如果您听到她走了什么，为什么要问哈哈哈
亚瑟：他用马摧毁了它
霍达：哈哈哈
Yasser：如果不是她的盛宴上的马
Hoda：Maaanah Hahaha
Yasser：哈哈，好的，有需要的是井
Hoda：Aaaaaa。我爱你，变得很好，哈哈哈哈
Yasser：Lacofi。他的关闭被打破了
哈哈哈哈
Yasser”
简单的哈达维，我的狗会用这个词对他来说，哈哈哈，我的爱感到羞耻，我叫她的母亲，我的母亲
母亲：Alo，Hala Yam，Yousouri
Yasser：All Al Hala Big
母亲：你好吗，你的兄弟，穆罕默德·沙洛那
亚瑟：谢谢上帝，你很好，你好吗？
母亲：赞美上帝，很好。是时候了
Yasser：几天和纳吉，上帝愿意
母亲：上帝愿意
Yasser：吃他的母亲
母亲：哈吉，听到你
Yasser：
母亲：哦，这是有福的时刻
Yasser：哈哈哈
母亲：但是，她在哪里认识她，她的人民认识你，你好吗？
Yasser：.......
母亲：哦，嘿，是的，选择是原谅的，我的手是原籍女孩
Yasser：上帝很慷慨，但他是父的父亲，Keshi很容易，上帝愿意
母亲：olide宠坏了
Yasser：让他的母亲
母亲：上帝，你很安全
我禁止接触，我的母亲，我更加高兴，但是她以合理的头脑争论的技巧是什么。
我去亚伯拉罕（Abraham）作为D'或将在手机上唯一的笑声并笑的人。
易卜拉欣：画巴巴，你在追随你
Yasser：Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah，Ah，
易卜拉欣：上帝有我是一个年轻人，我的头是六十个运气...在他之后，他表演了朝j，并向他抬起眼睛
易卜拉欣：穆罕默德的女儿是什么。你们都爱你...我摇了摇头
Yasser：嗨，我的狗的女儿
易卜拉欣：哈哈哈，愿上帝赐予你成功，您将是您的分享，我不承担您的运气和他的众多。
Yasser：亲爱的，您会收到您的眼睛，但您会看到我害怕，他们不拒绝其人民，而上帝是那个在他们不想要它的世界上转向世界的人
易卜拉欣：ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha
yasser：ha -ha -ha -ha -ha -ha，我会去，我会做饭
易卜拉欣：从昨天的成长中起床。听你说，你会被屠杀。
Yasser：ha -ha -ha -ha -ha
易卜拉欣：男生和笑声
他的贞操完成了他的信件，我睡了。要完成故事，请订阅我的频道并继续活动"
9840,UgwXe0UA1w8MHUED99d4AaABAg,0,2 years ago,"hello ... congratulations to your work and image quality. can you tell me, which type of camera do you use to shoot videos? thanks. hello ... conneulations on your work and image quality. can you talk me, please, the model of video carera do you use to shoot videos? thank you.","您好...祝贺您的工作和图像质量。您能告诉我，您使用哪种型号的摄像机拍摄视频？谢谢。Hello ... Congratulations on your work and image quality. Can you tell me, please, what model of video camera do you use to shoot videos? Thank you."
9915,Ugw9ohH7fuQElbMo_xl4AaABAg,0,2 years ago,"looks yam yam 
nice to see this video 
i did subscribe 
when you have enough time please watch my youtube also 
trying to make good friends 
thank you","看起来山药
很高兴看到这个视频
我确实订阅了
当您有足够的时间时，请看我的YouTube
试图结交好朋友
谢谢"
9941,UgzP4Ze5G4c6Hk9dmfd4AaABAg,0,2 years ago,"my review about doctor mohammed herpes cure. thank god i gave him a chance to cure me, i saw so many comments about him on the cure of herpes virus and other diseases and infection, this man is 100% real. well. i notice there are still other fake doctors on line which they have scam me before, thank god for coming across doctor mohammed facebook page which www.facebook.com/herpes-cure-with-herbal-medicine-643324002519440 i am perfectly cured from the virus and my result came out negative after taking doctor mohammed herbal medicine for weeks. you can also contact him on whatsapp/chat +2349036036397 email herbalcure12@gmail.com this cure is real, i can not keep this healing to myself because i know a lot of people are dying silently of this virus thinking there is no cure. i have been scam several time so i do not want you to fall victim of those fake doctor outside there that is why i refer you to the right doctor which is doctor mohammed .....................",我关于穆罕默德疱疹医生治愈的评论。谢天谢地，我给了他一个治愈我的机会，我看到了很多关于他治愈疱疹病毒以及其他疾病和感染的评论，这个人是100％真实的。出色地。我注意到他们之前还有其他假医生，他们以前曾曾骗过我，感谢上帝遇到了穆罕默德Facebook医生，www.facebook.com/herpes-cure-with-with-herbal-medicine-64324002519440我从病毒和我的结果在服用穆罕默德医生几周后就呈阴性。您还可以通过WhatsApp/CHAP +2349036036397与他联系，电子邮件herbalcure12@gmail.com这种治疗是真实的，我无法对自己进行治疗，因为我知道很多人都默默地静静地垂死着这种病毒，以为没有治愈方法。我曾经骗过几次骗局，所以我不希望您成为外面那些假医生的受害者，这就是为什么我将您推荐给合适的医生，这是穆罕默德医生.................................... ......
9961,UgxmDW4pJR6WaJ4PMwx4AaABAg,0,2 years ago,"a friendly company went to the forest: lysics, dogs and lamb. just tears are pouring from tenderness. thank you very much, dear liziki for your beautiful vidosiki who cheer up and add strength.",一家友好的公司去了森林：裂缝，狗和羊羔。只是泪水从温柔中涌出。非常感谢您，亲爱的Liziki，您美丽的Vidosiki振作起来并增加了力量。
9997,UgysqyOYHU5o9Pf1bxN4AaABAg,0,2 years ago,please help me thank dr obela for his good work i really believe herpes have cure i was herpes positive over since (3) years plus before i come across a comment dr obela that he have cure to any disease and virus but when i saw it i have it in mind that he can’t cure herpes i just decided to give a try i contact him that night luckily to me hesaid yes but i don’t believe him i think it was a scam or some thing like that but i still hold on to see the work of dr obela if he is saying the true he ask for different thing and some question about me i give him all the detail he needed and i wait to see his reply to my problem after all the thing is done he ask me to go for check up i went for herpes test i cant believe i was negative thanks dr obela for help me for not dying at this young age if you need help contact him now call or whatsapp him +2348115919700 or email drobelaharbalhome1@gmail.com,请帮助我感谢Obela博士的出色表现，我真的相信疱疹可以治愈我从（3）年以来一直是疱疹阳性请记住，他不能治愈疱疹，我只是决定尝试一下，我那天晚上很幸运地与他联系，我不相信他，我认为这是一个骗局或类似的事情，但我仍然坚持在观看奥贝拉博士的工作我要去检查我去参加疱疹测试，我不敢相信我是负面的，谢谢你奥贝拉博士的帮助，如果您需要帮助我在这个年轻时就没有死，请与他联系或whatsapp他+2348115919700或发送电子邮件至drobelaharbalhome1@gmail.com
10042,Ugw3bKN9d3LS4Jk8hTl4AaABAg,0,2 years ago,thank you,谢谢
10062,Ugx3US6k6ve-xbwFaId4AaABAg,0,2 years ago,"hi ,if you read some of the comments, it is so fascinating, that we share so many methods of cooking ,we use as well same vegetables yet cook it in many different styles .i'm west african, when you fried the fresh peanut with the sand i was screaming, it is just unbelievable, humans are just human i m born in the city but have a rural upbringing, my parents were very conservative despite our western learning, with your channel i get so nostalgic.i even get emotional like i want to stand by your side and share the moment.thank you yt aslo deeply appreciating you li ziqi.truly thank you.",嗨，如果您阅读了一些评论，它是如此有趣，我们分享了很多烹饪方法，我们也使用相同的蔬菜，但要以许多不同的样式烹饪。有了沙子，我尖叫着，这真是令人难以置信，人类只是我在这座城市出生的人，但有一个农村的成长，尽管我们的西方学习，我的父母还是很保守，因为您的频道我变得如此怀旧。我甚至变得情绪激动。就像我想站在你身边并分享时刻一样。谢谢你深深地欣赏你李zqi。非常感谢。
10181,Ugw2hkE8F3lQRD9YGTd4AaABAg,0,2 years ago,thank you,谢谢
10557,UgxiMeaeWq8f_ZzBffd4AaABAg,0,2 years ago,thanks and madam kindly share your ingredients name ..,谢谢，夫人请分享您的食材名称。
10622,UgzjqCUUoBsbSh3rOOJ4AaABAg.9FmhlkJRvX_9HS9iIZSYpM,0,2 years ago,@user-hq9qn5ok3c yes it is thanks to the activists in those nations. for that i'm grateful,@user-hq9qn5ok3c是的，这要归功于这些国家的激进主义者。为此我很感激
10637,UgySqOoOXYdQDcli9Bh4AaABAg,0,2 years ago,"what i would love to know, what are those hughs yellow balls hanging from the tree outside your home please. thank you",我想知道的是，那些休斯的黄色球从家里的树上挂了什么。谢谢
10650,Ugz9dB5hZuy03vEdZFF4AaABAg,0,2 years ago,from argentina good day. beautiful women thanks for beautiful images ๐’๐’๐’,来自阿根廷的美好一天。美丽的女人感谢美丽的图像
10687,UgzQFv-aUc7A5Lw5FxN4AaABAg,0,2 years ago,hi liziqi my name is aminur islam you all videos very nice and food looking very nice thanks,嗨，liziqi，我叫Aminur伊斯兰
10703,Ugy5btnDpndQUW4NPWh4AaABAg,0,2 years ago,"very, very well done video, thanks a ton for sharing. just... one little thing, isn't it the soundtrack from digimon, first season, the one that you're using for almost the whole video? (shouri zen) it really surprised me xd",非常非常出色的视频，感谢您的分享。只是...一件小事，这不是Digimon的原声带，第一个季节，您几乎是整个视频的配乐吗？ （Shouri Zen）真的让我感到惊讶
10847,Ugw-ayGUiBL_Sus_A1J4AaABAg,0,2 years ago,hi guy's let's support our channel please subs thanks,嗨，盖伊的让我们支持我们的频道，请替补谢谢
10867,UgwvG3ThtHruYyGf_JF4AaABAg,0,2 years ago,"i hope for you tawfiq and i wish i will see you in my humble channel. thank you, tawfiq, god willing",我希望你tawfiq，我希望我能在我谦虚的频道中见到你。谢谢你，托菲克，上帝愿意
11010,UgzVXwN2Sk-mZ8X4ecJ4AaABAg.9FA6C_x_tzk9FFDuymxFec,0,2 years ago,"i appreciate that you made the effort to translate this history of liziqi, but please get someone who knows how to write in english to do your translations. it is a pretty terrible translation. thanks!",我感谢您努力翻译Liziqi的历史，但请找一个知道如何用英语写的人来进行翻译。这是一个非常可怕的翻译。谢谢！
11022,Ugyk31zXISrj266bBaF4AaABAg,0,2 years ago,"thank you for telling me the tiananmen massacre. is xi jinping, president of chinese state president?",谢谢你告诉我天安门大屠杀。中国国家主席习近平对暗杀计划顺利进行吗?
11040,UgxQvdjY1yfGWSkqzu14AaABAg,0,2 years ago,anyone know whats the white powder she puts on the marshmallow candy she makes? maize? thanks,有人知道她制作的棉花糖糖果上涂了什么白色粉末？玉米？谢谢
11054,UgxQvdjY1yfGWSkqzu14AaABAg.9F5TjbcFU_Z9FAHQGdbM3z,0,2 years ago,@yidingliu7575 thank you,@yidingliu7575 thank you
11091,UgzagW9iexAKLIsJtT54AaABAg,0,2 years ago,youtube invited me to watch this video. i'm delighted. for happiness to have such a daughter and granddaughter. many thanks to the girl's parents!,YouTube邀请我观看此视频。我很开心。幸福有这样的女儿和孙女。非常感谢女孩的父母！
8868,Ugw_DCrDXwKxuIzzRRV4AaABAg,0,2 years ago,"i can't figure out how to edit the translation to english, so i assume that these are custom transcript, but at 06:49 , it is salted and roasted sunflower seeds. they are not melon seeds. fyi <3<3 thanks for this lovely amazing channel.",我不知道如何编辑翻译为英语，所以我认为这些是自定义的成绩单，但是在06:49，它被腌制和烤葵花籽。他们不是瓜子。仅供参考<3 <3感谢您的惊人频道。
8831,UgwiQMlv4SvVAaKAE7N4AaABAg,0,2 years ago,wow nice thank you for sharing super yummy,哇，很好，谢谢您分享超级美味
8697,UgxV7kf8hiBq02nnAzZ4AaABAg,0,2 years ago,thanks for seep,谢谢你的渗水
7590,UgzxlPsU44VpexDLA5F4AaABAg.9JbjLbS8c8a9LzRflF58Uy,0,2 years ago,thank you! (thanank you),谢谢你！(thank you)
6141,Ugw-IV4xCDgrLU3zMbp4AaABAg,0,2 years ago,great video my friend. thank you for sharing. have a wonderful day. i can’t wait to see your next video.,我的朋友很棒的视频。感谢你的分享。祝您有美好的一天。我等不及要看你的下一个视频。
6180,UgyFifN2-m27KgLdWUp4AaABAg,0,2 years ago,wonderful with your grandmother as happiness and love everything seems easy you are a joy of you watch a thousand thank you,与祖母在一起的幸福和爱，一切似乎都很容易，您的喜悦是您观看一千个感谢您的视频
6252,UgzRmwTmnkd1p4kRxIJ4AaABAg,0,2 years ago,"hello, i love you, your cooks, greenery, and fruits that you use sweet and salary, and with a delicious way, and the implantation of your life is wonderful and balanced or hammam from iraq, thank you",您好，我爱您，您的厨师，绿色植物和您使用甜蜜和薪水的水果，并以美味的方式，植入您的生活的方式是美好而平衡的，或者来自伊拉克的Hammam，谢谢
6378,Ugzytjk46IrFJUbnObJ4AaABAg,0,2 years ago,i like chestnuts. thank you for the good information.,我喜欢栗子。谢谢您提供的好信息。
6424,UgyUHzCzRxffQIgQA694AaABAg.9M9kS92l1N29MXyOJ2cnlm,0,2 years ago,@dorobee thanks for that you are very kind,@dorobee谢谢你非常友善
6591,UgwWOIJLH6zLisDFyGB4AaABAg,0,2 years ago,"hi liziqi,
can you please tell me what fruit are on the 8:50.
many thanks","嗨，liziqi，
你能告诉我8:50的水果。
非常感谢"
6661,Ugy53NupspRWmCjYYl94AaABAg,0,2 years ago,great mother earth gifts to you and your skills and hard work thank you for sharing with the machinery and electronics world,伟大的地球母亲礼物给您，您的技能和辛勤工作，感谢您与机械和电子世界分享
6757,UgxVbajrEjC6udfpKup4AaABAg,0,2 years ago,"❤️
thank u for creating this video and being here","❤️
感谢您创建此视频并在这里"
6794,Ugw6851I7TzlQdyJ0ax4AaABAg,0,2 years ago,"i want to thank you miss li ziqui , for share your family life, i'm so happy and relax seeing your videos . thank you",我要感谢李Ziqui小姐，分享您的家庭生活，我很高兴看到您的视频。谢谢你
6854,UgzXHI5xLsOd3Id0BnF4AaABAg,0,2 years ago,i love your videos so much.after seeing your videos i started farming .the thing which i had never done before thankyou for sharing your beautiful life with us .luv you keep going all the best,我非常喜欢您的视频。看到您开始耕种的视频后，我从未做过的事情，谢谢您与我们分享美丽的生活。
6911,UgzWknlJd51tnzHeCbB4AaABAg,0,2 years ago,"i love your little wood oven, the dishes you prepare with care and with guaranteed gestures. your adorable little dogs that always follow you. the landscapes of your village. thanks.",我爱您的小木烤箱，您要谨慎准备的菜肴和保证的手势。您可爱的小狗总是跟随您。您村庄的景观。谢谢。
6918,Ugy3KDucSGb5HE3OKjx4AaABAg,0,2 years ago,"the great wall of china, confucius, and chi pao are historial korean cultures. confucius was born in gyeongju, korea, and had parents of korean descent, and the ge ge reat wall was built by koreans to protect the korean peninsula from enemies. chipao is also a modeld dress from hanbok. koreans wore hanbok when they wanted to be formal, and chifao when theyl we not formal. earing a chifao, which is to borrow korean culture a long time ago and maintain it to the present.
i live in new york city in the u.s. and work for the asia cultural foundation. new yorkers know all of the above, and our asian cultural foundation judges the. roots of chinese history as korea.
you can learn more about this story if you visit korea and new york. :)
thank you.

wanli great wall, confucius, and cheongsam are all korean culture in history. confucius was born in qingzhou, south korea. he has the parents of korean bloodlines. the great wall of wanli was built by koreans to protect the korean peninsula from being attacked by enemies. cheongsam is also a deformed clothes in hanbok. when the koreans want to dress up, they wear hanbok, and they wear cheongsam when they sleep. now you can see that chinese ethnic minorities wear cheongsam, which has been maintained to this day with korean culture a long time ago.
i now live in new york city in the united states and work in asian cultural consortia. citizens in new york know the above. the people of our asian cultural consortium judge that the root cause of chinese history is south korea.
if you visit south korea and new york, you can learn more about this story in detail. :)
thank you.

i am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
7028,UgwSSOTYDv8Ya2eG1f54AaABAg,0,2 years ago,thank you.i like your work,谢谢你。我喜欢你的工作
7613,UgwPHvHtwn7mO_mzClx4AaABAg,0,2 years ago,thank you,谢谢
8664,UgzlTN0eFL1mbzDkSSV4AaABAg,0,2 years ago,"everyone : you are so hardworking 
me :ok but what about that cute dogs and especially 10:03













thanks for like but kindly visit my channel","大家：你真努力工作
我：好的，但是那只可爱的狗，尤其是10:03呢













感谢您的喜欢，但请访问我的频道"
7669,UgzdnwtzmDti_qwG25N4AaABAg,0,2 years ago,this is soo hard working ..we should thank god tht we use to buy any thing easily from markets...we don't admire the real hard works for those who easy our life somuch ..,这是如此艰苦的工作。我们应该感谢上帝，我们用来轻松地从市场上购买任何东西...我们不佩服那些轻松生活的人的真正艰苦的工作。
7683,Ugx7GZTsLXFNkXVz5fJ4AaABAg,0,2 years ago,thanks for this cooking,谢谢你的烹饪
7728,UgxSgCYsMbdkY4I6If14AaABAg.9JSet9Ah3H29JnuCtTO4lF,0,2 years ago,@janinetayco250 would like to have thai subtitles too will understand. and want to follow. thank you in advance.,@janinetayco250也想拥有泰语字幕会理解。想跟随。先感谢您。
7972,Ugz_b5zN6-wC2q_Z_jJ4AaABAg.9JFxaCcPdSA9JJ-BR9ecpr,0,2 years ago,"@user-yj8ec2oj8x, thank you very much!",@user-yj8ec2oj8x 非常感谢！
7977,UgylO1jOnB15--6l6214AaABAg,0,2 years ago,i'm in love with your channel. thanks,我爱上了你的频道。谢谢
8174,UgyJn_ucVP1AjodePJh4AaABAg,0,2 years ago,"hello everyone, i am a korean film actor lian guanghao. singing the song of ""ghost girl ghost"". please visit my channel for more support. thanks. https://youtu.be/zccsdzj1q8i",大家好，我是韩国的电影演员廉光镐。 唱了《倩女幽魂》的歌。 请访问我的频道多多支持。 谢谢。https://youtu.be/zCcsdZj1Q8I
8197,UgwxLbnsrJ53WR3SfuB4AaABAg,0,2 years ago,thanks a lot.. this chanel so inspiring,非常感谢..这个香奈儿如此鼓舞人心
8230,UgyPk573YoKvPz_Crvp4AaABAg,0,2 years ago,"friends who are interested in u.s. stocks, welcome everyone to pay attention to ""scum to get rich."" real analysis, the anchor is handsome. thank you all.",对美股感兴趣的朋友，欢迎大家关注“渣子取财”。实在分析，主播很帅。谢谢大家。
8434,Ugx1R6dB1Kzgv3R0VdR4AaABAg.9IZJLundUpU9KR1n9f5lJF,0,2 years ago,@user-wi5im6xb4i thank you.,@user-wi5im6xb4i谢谢。
8538,UgwhLZ4OJwrNU1cY62N4AaABAg,0,2 years ago,"interesting video.
i am a craft channel and i invite you to visit me and if you like it you can subscribe. thanks","有趣的视频。
我是一个手工艺频道，我邀请您拜访我，如果您喜欢的话，您可以订阅。谢谢"
8580,Ugy6qOiyOecFMxu7EnB4AaABAg,0,2 years ago,thank you for english sub!,谢谢您的英语！
8584,UgzCIO--tW1MAiwrkHt4AaABAg,0,2 years ago (edited),thanks to liziqi's heart very much for having vietnamese subtitle. love people as kind as her!,非常感谢Liziqi的内心拥有越南字幕。爱像她一样善良的人！
