,cid,votes,含family,含family中文翻译
24852,UgyiDDa6tlz69ZPD3u94AaABAg.90BWA-ivq-79H5UkXlSvZ-,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
24849,UgyiDDa6tlz69ZPD3u94AaABAg.90BWA-ivq-792AZZKPmcS-,0,@arkhey its part of her family farm.,@arkhey是她家庭农场的一部分。
24630,Ugw1bt3Djum9SUnz6sR4AaABAg,0,why is your family anything like that. it looks like there is the whole world,你的家人为什么会这样。看起来整个世界
17292,UgwIG6X5zyI1Aihpw754AaABAg,0,i wish to be one of her family...just to eat and roam with her♡,我想成为她的家人之一...只是和她一起吃饭和漫游♡
26908,UgzI8CgzkkyGvJby0NJ4AaABAg,0,audddd familyiiii โคโคโคโคโค.,audddd familyiiii。
26970,Ugy8RAAnp_ZBpY9JrQ94AaABAg.8zYY1-WDGEr9H5QtMa4VFV,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
27177,UgzsCsAWETg8xWz7itF4AaABAg,0,"may anyone answer me that dose she always make a lot of food and stuffs? i am just curious that how two people in one family will be able consume all the stuffs she does in this video or some of them are for sale. 


p.s. i have no intention for attacking, i was just curious because she produces a lot of things and if it's made for sale it would generate some income to her family.","有人可以回答我，她总是做很多食物和东西吗？我只是好奇的是，一个家庭中的两个人如何能够消费她在此视频中所做的所有事情或其中一些是出售的。


P.S.我无意进行攻击，我只是好奇，因为她生产了很多东西，如果要出售，它将为她的家人带来一些收入。"
16497,UgzO7Q9LG_oAD2wUg3p4AaABAg.98fdQ3AeW6l9H5Qno5GiXi,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
16498,UgzO7Q9LG_oAD2wUg3p4AaABAg.98fdQ3AeW6l9HXVzu_93TJ,0,"and yet you are here, but i can agree industrial society is dehumanizing. i have plans to move back to the family farm soon and give up technology. if the government gets any worse and bankrupts me, i’ll join azov division in ukraine.",但是您在这里，但是我可以同意工业社会正在人性化。我计划很快搬回家庭农场并放弃技术。如果政府变得更糟并破产我，我将加入乌克兰的Azov部门。
16582,Ugz1Wc9vM9ZHfkxa85N4AaABAg.98bPkd9Z2En9H5U_M2TpFB,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
16700,UgwL7olMGPJTHMAkYId4AaABAg.98WDNW2-zKp9H5Qy0wrqXJ,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
28413,Ugx6a9vVhlR7UAzPElJ4AaABAg,0,there are only 2 grandchildren in the family so i think i won't eat it all ... marry me to eat for me: 3,家庭中只有2个孙子
28218,UgzzzxPrPa_O232kTbZ4AaABAg.8yi87UH-nLQ8z9oh3mrI1S,0,"this is the culture shock. btw, mulan is not a feminist, she just want to protect her family and join army instead of her father or brother. any culture, will be twist or reform to fit in another culture. that's why the usa people having general tso's chicken(never found this dish in mainland china), and some of the mainland china's kfc are serving rice meal.",这是文化冲击。顺便说一句，木兰不是女权主义者，她只想保护自己的家人，而不是父亲或兄弟。任何文化，都是扭曲或改革，以适应另一种文化。这就是为什么美国有TSO将军的鸡肉（从未在中国大陆找到这道菜），而中国大陆的一些肯德基正在提供米饭的原因。
28073,UgymJRB-TqOX8_DybPR4AaABAg,0,"if you have food, a roof and a family you are prosperous indeed. i hope she had a happy new year and spring festival!",如果您有食物，屋顶和家庭，那么您确实会很繁荣。我希望她度过了新的一年和春节！
27852,UgxTCG7E7cKPoaXj-Zl4AaABAg.8z0uklk5u5c9H5UmvOoHFA,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
27821,Ugx8L8UDX9uEfI3uuKZ4AaABAg.8z2BKhwCUrw9H5Uaskd8YX,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
27814,UgyU9tHGPRBtc3HjqzB4AaABAg,0,"is that the sightseeing area in the ziqi family? after watching the video, i don't feel like a home. i don't lack anything. i have anything. it is really a great girl.",子柒家里那是观光区嘛？看完视频感觉不像家，什么都不缺，什么都有，真的是一个很棒
16941,UgzqwpL-O--alsDGEvJ4AaABAg.98Hisv6QB4z9H5R06GruF3,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
27551,UgwbY6wOuFhHdJhpQ5J4AaABAg.8zII9PjeFoy8zIdO3aX6Wm,0,unfortunately. she doesnโ€t have a family anymore. her mother and father passed away long time ago. her grandparents bought up. now it just her grandma in her family. i hope she get married soon to have a her own family.,很遗憾。她没有家庭了。她的母亲和父亲很久以前去世了。她的祖父母买了。现在，这只是她在家庭中的祖母。我希望她很快结婚，有一个自己的家人。
27546,UgzNJFC5fzo85zldV8h4AaABAg,0,"this what i call a wonderful life. hard work but fruitful and much happiness to those family members who receives this bounty. how lucky my ancestors had it . looking back.i bet they dreamed of a life like mine. we came,we saw and cried with happiness.",这就是我所说的美好生活。辛勤工作，但对那些接受这种赏金的家庭成员来说，富有成果和幸福。我的祖先有多幸运。回头看。我敢打赌，他们梦到了像我这样的生活。我们来了，我们看到了幸福并哭了。
27536,UgwbY6wOuFhHdJhpQ5J4AaABAg,0,wow! just wow! i really enjoyed watching your videos ๐๐ god bless you queen ๐ค—and also to your family๐,哇！哇！我真的很喜欢看你的视频
27514,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9H5QFskAcfh,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
24552,Ugy-EVOPLPqPfyFdJk94AaABAg,0,are these all things being sold or is for your family itself,这些是出售的所有东西还是为您的家人本身
24292,UgyLtDwzmglu7qjt6tl4AaABAg.91GTLGkoEtb92bWKevwqBC,0,"irene attlee said that the pets here will be eaten, how can the family care be eaten",Irene Attlee 他说这里的宠物会被吃掉，家养的怎么会被吃掉
24288,UgyLtDwzmglu7qjt6tl4AaABAg.91GTLGkoEtb92UFL6jC6xF,0,x x why do you think this๏ผwe love pets and see them as our family.,X X您为什么这么认为，我们爱宠物，并将它们视为我们的家庭。
22477,Ugzk2hZzSJPMNCq5HPR4AaABAg.92v_huHNonN9H5QQTQtjNn,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
22383,UgxeFpyrL7XWhqRU1PN4AaABAg.92xnq6f9oza9H5QkT1_xEx,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
19651,UgyNXn0qqj2TGs10BWR4AaABAg,0,"binance will automatic return 20% of the trader fee to the trading account. registration link https://www.binance.com/register?ref=sg7x9uw1, contory ref erral id: 37648200, thanks.
global water release, every family needs btc, recommended btc, eth, etc held by gray investment fund.
binance automatic permanent return 20%of the handling fee to the trading account, free of the wall registration link https://www.binance-cn.com/con/register?ref=sg7x9uw1, contract invitation code: 37648200, sending mailbox and bnb after registration address+ remarks+ certification page video send 0.5bnb [future value 500rmb], wechat: 18612170159","Binance will automatically return 20% of the trader fee to the trading account. Registration link https://www.binance.com/cn/register?ref=SG7X9UW1 , Contact referral ID: 37648200 ,thanks. 
全球大放水，每个家庭都需要BTC，推荐灰度投资基金持有的BTC、ETH、ETC。
币安自动 永久 返20%手续费到交易帐户，免翻墙注册链接https://www.binance-cn.com/cn/register?ref=SG7X9UW1 ，合约邀请码：37648200 ,注册后发邮箱和BNB地址 + 备注 + 认证页面视频 送0.5BNB【将来价值500RMB】，微信：18612170159"
22068,UgxNG3n_xxdO6362iad4AaABAg.935swTrFovz9H5UhFqTQVt,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
22000,Ugze4l6uIRfx4do2-LV4AaABAg.937olNGzAbB93ynYJTUkr9,0,"lao tzu is struggling to get 211 for half a lifetime, and the work 996 is finally finally. in order to take the whole family to completely leave the countryside and change your destiny, how long is this? some people have shot this kind of flickering lao tzu to return to the countryside. my impression of the countryside is pain in the countryside. you just blow up the sky and want to lie to us to go up the mountain and go to the countryside.",老子奋斗半生考上211，工作996终于，为的就是带着全家彻底离开农村，改变命运，这才多长时间，又有人拍这种片忽悠老子回农村，我对于农村的印象除了痛苦还是痛苦，你就是把天吹下来也休想骗我们再上山下乡。
21955,UgzlqqWl0Mj3BAQBZyJ4AaABAg,0,"wow, how do you have anything in your family, envy",哇，你家怎么什么都有，羡慕
21948,UgxaSVZSqMhPQ-mE4CN4AaABAg,0,i want to be part of her family,我想成为她家人的一员
20227,UgzV4DNCTtBWjzkqTCB4AaABAg.94nOZTTSF069H5Qi-JBulV,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
20321,UgxgzQlNQbFmR2gZPSd4AaABAg,0,"kalash is loved, is the structure
kalash sweet work
may god protect his family","卡拉什被爱，是结构
卡拉什甜蜜的工作
愿上帝保护他的家人"
21611,UgyqNQ2Zf2lNEgBxmxR4AaABAg.93V8OKBgzoo93dYmT-m0fL,0,"@ghostlike7947 i admire liziqi for all her skills and efforts and for looking after grandmother so very well๐‘๐‘ i know this is part of chinese culture but she let's the world into family life in the countryside, which is no doubt a hard life, but it has its rewards amongst the beautiful setting of the mountains,",@ghostlike7947我钦佩liziqi的所有技能和努力，并为祖母照顾祖母非常好。它在美丽的山区环境中具有奖励，
21531,Ugy_rDs8BM0sdE53Xk54AaABAg.93Zm-mIdXXA9H5QmC1CcbQ,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
21404,UgzGnkwxiM3U9RWyKt14AaABAg,0,reminds me of village life with my oma&opa in the blackvforest germany who were a whole generation behind their time. they used to make everything themselves. i remember the joy of cooking and baking together for family festivals of 40 people up until a few years ago. now they've passed away and we do much less for our family clan gatherings.,让我想起了我在黑弗斯特德国的Oma＆Opa的乡村生活，他们是当时的一代人。他们曾经自己做一切。我记得直到几年前，烹饪和烘焙的乐趣。现在他们已经去世了，我们为我们的家庭氏族聚会所做的少得多。
20417,Ugzz1bSO77UQoo09Vft4AaABAg,0,"please, take care of yourself and all your family, hoping you being always health. ๐ญ๐ฑ",请照顾好自己和整个家人，希望您永远健康。
21169,UgxXg7UXOoFkuCtDddt4AaABAg,0,what a laborious girl. a thousand blessings to you and your family looks like you are very happy with what you do.,多么艰辛的女孩。对您和您的家人的一千福似乎对自己的工作感到非常满意。
21131,Ugy1h4cZ-wcVU9NeypR4AaABAg.93zj_9LhTny9H5Qn2BzalC,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
21091,UgwFYKmlaDfwl7E_dP14AaABAg,0,"lao tzu is struggling to get 211 for half a lifetime, and the work 996 is finally finally. in order to take the whole family to completely leave the countryside and change your destiny, how long is this? some people have shot this kind of flickering lao tzu to return to the countryside. my impression of the countryside is pain in the countryside. you just blow up the sky and want to lie to us to go up the mountain and go to the countryside.",老子奋斗半生考上211，工作996终于，为的就是带着全家彻底离开农村，改变命运，这才多长时间，又有人拍这种片忽悠老子回农村，我对于农村的印象除了痛苦还是痛苦，你就是把天吹下来也休想骗我们再上山下乡。
19587,UgxPk9gVFyu3nKNCIVR4AaABAg,0,loveing family,喜欢家庭
19533,UgxWYh3tKEOvDyMqR1J4AaABAg.95ghD49koAg9H5QgkrzNCn,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
18809,UgwEt0p2DCaFujl2x1N4AaABAg.96V6Wr4EwiX9H5QcARdHn3,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
22494,Ugz6ImM6TcqMUphHw3t4AaABAg,0,"do you have a store to sell all what you do or is just for family? i volunteer to go there to help your family to eat, would be a shame to have anything going bad ๐ค“",您是否有一家商店可以出售您所做的一切或仅适用于家庭？我自愿去那里帮助您的家人吃饭，真是太可惜了。
23968,Ugy9FAlUlEV6mdFKpbN4AaABAg.91ok4qzepeH91ytUU5mWsD,0,"moral of the story-
earth give you whatever you want (happiness, freedom...) if you work for yourself and your family not the slavery of the job. but the main problem in that's the society brain.","故事的道德启示-
如果您为自己和家人而不是工作的奴隶制，地球都会给您任何您想要的东西（幸福，自由...）。但是那是社会大脑的主要问题。"
23959,UgxfNItesynUMG6HMi14AaABAg,0,"immediately, the family should move forward thousands of dollars.",应立即家人几千块钱极速前进怕怕啊
19128,UgwLcmpX-9Xu32Ghedl4AaABAg,0,a young altruistic warriors enlightened and loves his family. and also the animals,一个年轻的无私勇士开明并爱他的家人。还有动物
23904,Ugy3SDVbRoQ6kPrcbO94AaABAg,0,"for all those people complaining in the comments that theyโ€ll never live a life like hers-whatโ€s stopping you? donโ€t say money, because she didnโ€t exactly start out with much, or any close family members to help out apart from her grandma, who canโ€t really do much of the heavy labour. donโ€t say location either-even if you only own a small flat or town house you can always find room for a small chilli pot plant or herb garden. donโ€t say you lack the skills-ziqi missed out on a large proportion of school to help out with family-it is never too late to start learning, and none of the things she does are unachievable (after all, plenty other chinese farmers, and farmers across the globe probably work in very similar fashion, perhaps just less aesthetically pleasing as ziqi makes it seem bless). if you want a life like hers, stop complaining that youโ€ll never be like her when the ability to do so is freely available to you. laziness is not an excuse on this world which we can only stay on for a temporary amount of time. talking never got anyone anywhere-itโ€s actually following through on what you say that matters.",对于所有这些人在评论中抱怨自己永远不会像她那样过的生活的人 - 什么阻止了您？不要说钱，因为她并没有完全从事太多或任何亲密的家庭成员来帮助她的祖母，他们实际上无法做很多沉重的劳动。不要说位置，即使您只有一个小型公寓或联排别墅，也总是可以为小辣椒锅或草药花园找到空间。不要说您缺乏Ziqi的技能 - 在很大一部分的学校里都缺席来帮助家庭 - 它永远不会太晚开始学习，而她所做的事情都不是无法实现的（毕竟，其他很多中国农民，全球的农民可能以非常相似的方式工作，也许就像Ziqi所说的那样，在美学上令人愉悦。如果您想要像她这样的生活，请停止抱怨，当您可以自由使用时，您将永远不会像她一样。懒惰不是这个世界上的借口，我们只能暂时待一段时间。说话从来没有让任何人在任何地方都可以遵循您所说的重要内容。
23781,UgzYTAizxbexNyp6Gel4AaABAg,0,this is not usual chinese countryside. this girl is actually very well to do and her family own several hectares of land,这不是平常的中国乡村。这个女孩实际上做得很好，她的家人拥有几公顷土地
23611,UgwoawYuZAWgMZqf0yt4AaABAg.92GnstOh6bj92H_S5KS_Mv,0,"andy lau, you can see every word you play. first of all, i have no rule. second, i can't stipulate. the third i hope that her lifestyle can be placed in a family of half of the countryside in china. the beautiful life, since then the city's impetuous and dirty farewell.",刘德华 你看清楚自己打的每一个字，首先我没规定，第二我也规定不了，第三的也希望她这个生活方式可以放在中国一半农村的饱个家庭里，天天过着如诗意般的美好生活，从此跟城市的浮躁肮脏告别。
19134,UgxYFrM6GL03y0ZfVMl4AaABAg,0,i hope you and your family are okay and not getting or soon hopefully you are surviving the coronavirus. i always find your shows really neat and unique and wonderful,我希望您和您的家人都可以，不会得到或希望您能在冠状病毒中幸存下来。我总是发现您的节目真的很整洁，独特而美妙
23022,UgxNLTALcCVi7nvNgZZ4AaABAg.92aBATLzEQo92kCstar6oA,0,"jin lee it's a family gathering, lots of food, people drink a lot (it's the only time i would drink in a whole year, usually i don't). in new year's eve, there would be lots of fireworks in the midnight (only if you live outside the city), people would visit their relatives and close friends, in my hometown, people would also gamble with cards and mahjong, young people would choose to travel. i went to tibet last year and didn't get to meet my parents, but this year i won't. so it's like a christmas + 4th of july + thanksgiving ๐",金·李（Jin Lee）这是一个家庭聚会，很多食物，人们喝了很多（这是我一年中唯一一次喝酒的人，通常我不会喝）。在除夕，午夜会有很多烟花（只有当您居住在城市外时），人们才会拜访他们的亲戚和亲密的朋友，在我的家乡，人们还会用卡片赌博和玛哈钟，年轻人会选择去旅行。去年我去了西藏，没有见面我的父母，但是今年我不会。所以这就像一个圣诞节 + 7月4日 +感恩节
19279,UgwK11pVDwyzysHuRnZ4AaABAg,0,this women puts all the effort that i make taking care of my little family to shame!! it is almost like i never learn anything in this life!! she is definitely a wonder women and watching her doing it all is surreal!!,这个女人付出了我照顾我的小家人感到羞耻的所有努力！这几乎就像我这一生从未学到任何东西！她绝对是一个神奇的女人，看着她做的一切都是超现实的！
19338,UgwjpyIEXh0cQbwAUpF4AaABAg,0,she works so hard for her family,她为家人努力工作
22924,Ugy4QKtD9cbzrOoUVFd4AaABAg.92dymxS8pg193CXGYYj_s_,0,"@wyattjia3202 yeah, you eat dogs ,your parent eat dogs , your whole family eat dogs
satisfy?","@wyattjia3202是的，你吃狗，你的父母吃狗，整个家庭都在吃狗
满足？"
22732,Ugyl18UMkfWyDdNKcsV4AaABAg,0,"many things in it ไปฌ mention that you have never seen foreigners, even we rarely see ourselves! li ziyi is terrible, and she is a rare and talented woman who is beautiful and can hold her family. it is really ""shi ji as a jinwu, marry a wife as a li ziyi""!",里面的很多东西甭提你们外国人没见过，就连我们自己都很少见到！李子柒不得了啊，又漂亮又能持家是不可多得的旺夫才女。真是“仕宦当作执金吾，娶妻当得李子柒”呀！
22684,UgwaxYWwY2cKDvGfREp4AaABAg,0,"hello, the whole family is watching the funny video drawing.video is very beautiful",您好，整个家庭都在观看有趣的视频绘画。Video非常漂亮
22676,UgyBT7lL44bJijTqXmd4AaABAg.92oYGg24oay9H5QsbetkKF,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
22553,UgwuBOBDP-Mqx8BDBjF4AaABAg,0,i noticed when some dogs follow a young woman i think they might be hungry. i hope she needed to feed the dogs and take care of animals for the pet's family.,我注意到当一些狗跟随一个年轻女子时，我认为他们可能饿了。我希望她需要喂狗并为宠物的家人照顾动物。
28794,UgyJ_a7KgIDbGgiluaR4AaABAg.8yHVeO_oZ6D9H5Ue5k3eUB,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
28905,UgzF0kSTZyqD-5pvmxN4AaABAg,0,"she is so blessed. every time i watch my clip, i have more motivation for life, feel my family",她是如此幸运。每当我看剪辑时，我都有更多的生活动力，感受到我的家人
29018,Ugw07UPELPf1zMfSNUZ4AaABAg.8y8hKY3kN918yPREoFPMm6,0,"yeah, she might make those food for her family :d",是的，她可能会为家人做这些食物：D
33405,Ugxi2oGkYL8I2nEe_SV4AaABAg,0,this is the tradition southern china's countryside life style. my grandma can make most of foods that none of rest family can make. so sad she passed away. im so pround there is young girl keeping the tradition!,这是中国南部的乡村生活方式的传统。我的祖母可以制作大部分休息家庭所无法制作的食物。她很难过去世。我是如此的pround，有年轻的女孩保持传统！
33320,UgxIc2JJBHbs93LfFOJ4AaABAg,0,mad respect for her and her family,疯狂尊重她和她的家人
12796,Ugz90Sdtg1WJ-OOnjYB4AaABAg,0,"i’m a pre med student trying to not be a failure in life and get into med school but there is uncountable times where i am breaking down, stressed and hate myself. i sometimes think if it could be possible to just live in nature happily with my family and that the world wasn’t this developed in the sense of social media and being overworked ... as silly as it may sound",我是一名医学前学生，试图不要失败并进入医学院，但是有时候我会崩溃，压力和讨厌自己。我有时认为，如果有可能与家人快乐地生活在大自然中，而世界不是从社交媒体意义上发展而来的，那么听起来很愚蠢
12830,UgwOOc5OgdWgrvxx_LR4AaABAg,0,"o allah, bless our master muhammad, his family and companions, and those who followed him with charity until the day of judgment",阿拉，祝福我们的穆罕默德大师，他的家人和同伴，以及那些以慈善事业跟随他直到审判日的人
33064,UgyTWmyBvRkc3cSrLPF4AaABAg.8vVYJy8QOaA9H5R-Q756PV,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
12889,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9H5QytBAwSm,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
32828,UgzY_9CxnOtInI_cQIJ4AaABAg,0,"when you see a girl walking with a lamb and dogs you know she's a family girl, a keeper, even tough she may be a virgin. much respect for living in nature.",当您看到一个女孩和羔羊和狗一起散步时，您知道她是一个家庭女孩，一个守护者，甚至艰难，她可能是处女。非常尊重自然界的生活。
12976,UgxOWEfdoO5QHlqsT-t4AaABAg,0,"u are working so hard.... 
u make food for your family by many difficulties .
god bless you","你在努力工作。
您在许多困难中为您的家人做食物。
上帝祝福你"
32785,UgwvT_IF7QndMnbJEYt4AaABAg.8vfyHziHd139H5Uny6xeMr,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
32711,Ugy800mmFiW5Y1YrP-N4AaABAg.8vhRnJy5uF09H5Q_cCt7rk,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
32676,UgyQxwkJAiu1S4iDu3N4AaABAg,0,it has been a dream of mine to know what wild plants are edible and how to prepare them. to be able to just find amazing free food in the world and make meals for my family. how much would it cost to teach someone your lifestyle?,知道野生植物可食用以及如何准备它们是我的梦想。能够在世界上找到惊人的免费食物，并为我的家人做饭。教别人的生活方式会花费多少？
13004,UgwcbgECnovACeF3dcx4AaABAg.9CScUzae3DP9H5QYTX4CoV,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
32639,UgzB8g7xi9aMF1JVfs94AaABAg.8vj7Fl_oJ-U9H5QRSDsWa9,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
32499,UgyIxvPyiC8eDoOzRfB4AaABAg.8vpQsjhrFL19H5QpcLBdj7,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
13108,Ugyod7jfZl8TQRLqPjp4AaABAg,0,"https://www.mercadopago.com.ar/checkout/v1/redirect?pref_id=316934821-3ca932da-26c0-4009-a0eb-0f5e61dda951 

please donating 1 dollar helps a lot to a homeless family. please with a little you can do something great. please","https://www.mercadopago.com.ar/checkout/v1/redirect？

请捐赠1美元对一个无家可归的家庭有很大帮助。请稍等一下，您可以做一些很棒的事情。请"
13142,UgybBUX-OZiEl7z2DMd4AaABAg,0,"where she is from, she is rich but by western standards, she is not. i'd rather be rich in skill, fresh produce, and care, then have a chef cook for me, it looks like her and her family help the village a lot, lovely video.",她来自哪里，她很富有，但按照西方标准，她不是。我宁愿富有技巧，新鲜的农产品和关怀，然后为我提供厨师厨师，看起来她和她的家人对村庄有很多帮助，可爱的视频。
33362,Ugwt7chgNeTAaHvH7Z54AaABAg,0,please adopt me. i love everyone in your family.,请收养我。我爱你家中的每个人。
33444,Ugxx38bHVL2NZEM1adF4AaABAg,0,"my dear, where is your family, hee hee, want to come to eat your meal, hehe, i can help you pick water, i am a girl, not a wolf, hee hee! just love to eat",亲爱的，你家在哪啊，嘻嘻，想来吃你做的饭，嘿嘿，我可以帮你挑水，我是妹子，不是色狼，嘻嘻！就是爱吃
32395,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM9H5QKCJv4Ng,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
