,cid,votes,含cook,含cook中文翻译
20662,Ugxg2qUm3jfryPfr-eJ4AaABAg,0,"china recognizes cooking j also has chili but many delicious mon, boiled eggs and the spices, also delicious",中国认识烹饪j也有辣椒，但许多美味的周一，煮鸡蛋和香料，也很美味
6374,UgzkpSaaVXdlkqT_edh4AaABAg,0,i want to enjoy the dish i cook once,我想享受我曾经煮过的菜
20460,UgxHJy9EJAPoepAgSMR4AaABAg,0,"anyone who thinks she is beautiful and cooks just as delicious as me
yes (like) 
no (comment) 
ifpossible.i hope that everyone and international friends will support me 
thanks you people very much","任何认为她很漂亮并且做饭和我一样美味的人
是（喜欢）
没有意见）
如果有可能。我希望每个人和国际朋友都会支持我
非常感谢你们"
20468,UgzzFLgpayTB_Ubh2GN4AaABAg,0,i love the way she cooks,我喜欢她做饭的方式！
20484,UgxGaVRIx3Qu2qq0jdp4AaABAg,0,"so cute, so cooking. i want this mother.",好可爱，所以做饭。我想要这个母亲。
6359,Ugwki8ZXDlKTtPuLqJV4AaABAg,0,does she have a cook book? one that is also in english? i want to try her meals.,她有一本烹饪书吗？一个也是英语的？我想尝试她的饭菜。
20524,UgzSccA3YjMShQIuZnZ4AaABAg,0,hi... liziqi u r making awesome cooking and making very very yummy videos......thank u..,嗨... liziqi u r做令人敬畏的烹饪，制作非常美味的视频……谢谢..
20532,UgxaYbXQMuv4ohq9ugR4AaABAg,0,oww. wonderful cooking but i will meet you.. plz,OWW。很棒的烹饪，但我会见你.. plz
6351,UgzrOgipSKHwc8hEvCV4AaABAg.9EsO86ldc5x9HAquMZgWAc,0,simple u need a 5 acres on land first and a degree combination of agriculture & cooking i'm like your big brother ๐‘,简单，您首先需要5英亩的土地，而农业和烹饪的学位结合在一起，我就像你的大哥哥
20541,UgwSIH5eJWxFh_yg7Gt4AaABAg,0,beautiful girl and cooking,美丽的女孩和烹饪
20551,UgzIcrToX-sFY0DRuEx4AaABAg.90mCdTXMqNc92Z1_o2tSO0,0,do you want to cook 煮 煮 煮 煮,你要煮吗
20555,Ugwcd-UhVj72ltfhIop4AaABAg,0,such a beautiful girl eating directy from cooking pot you are so funny siqi,这样美丽的女孩从烹饪锅里直接吃东西，你真有趣siqi
20576,UgxGv9-IwWQEZERdg6F4AaABAg,0,for every 1 billion cook woman in the world .. we will find one like her...sweet and gracious too..,在世界上每10亿厨师的女人中。
6311,Ugxf7w-KauhvkVNowK94AaABAg.9Etq8hXBqcU9GC3-x-q_KD,0,hahaha i used to cook like that too. no measurements ๐,哈哈哈，我也曾经这样做饭。没有测量
6266,UgzfC1FK6yAH1P-lmjR4AaABAg,0,you are very resourceful and know how to cook.,您很足智多谋，并且知道如何做饭。
6140,UgzDZ1zdrPck4OZAdoN4AaABAg,0,its so relaxing to watch her cook. shes skilled,看着她的厨师真是太放松了。她熟练
6210,Ugzu2wS70F3IfcFXrBp4AaABAg,0,she is a good cook. her food is colorful and delicious!,她是一个好厨师。她的食物多彩又美味！
20754,Ugzx3NxpZKagGMNCj7F4AaABAg,0,beautiful and good at cooking,美丽而擅长烹饪
20797,UgxPoXWkQuPhcGV_L2B4AaABAg,0,"why is she so devouring...she wants to eat so much in one day for that she will kill hundred of snails, young bamboo shoot and rob the garden of their herbs....there is only two people for whom she has to cook....why cooking so much...",她为什么这么吞噬...她想在一天之内吃得这么多，以至于她会杀死数百个蜗牛，年轻的竹芽和抢劫他们的花园。...做饭....为什么做这么多...
6203,UgzhJnvZJdsWVdDOv1t4AaABAg,0,"this is a beautiful nature in this world, how is the paradise of god almighty.
cooking with pottery is wonderful, it is older than metals. wonderful vegetables.
maher, cooking.
may god save us from the problems of wahhabism and the rulers of the arabs, who have the luck of the king of the world under them, without them, except for sabotage, burning, and killing.
they wish to destroy these countries, alamoud, who rejoice in their zionist masters, britain, america, and behind america, virus karuna destroyed their people and the peoples of the world.
what did america receive from their viruses, they wanted to reduce the percentage of elderly and unemployed retirees and use their killer treatments to kill peoples.","这是这个世界上美丽的天性，全能上帝的天堂如何。
用陶器烹饪很棒，它比金属还老。很棒的蔬菜。
马赫，烹饪。
愿上帝拯救我们摆脱瓦哈比主义的问题和阿拉伯人的统治者，他们在他们下面拥有世界之王的运气，没有他们，除了破坏，燃烧和杀害。
他们希望摧毁这些国家，阿拉莫德（Alamoud），他们在犹太复国主义大师，英国，美国和美国之后感到高兴，病毒karuna摧毁了他们的人民和世界人民。
美国从病毒中获得了什么，他们想减少老年人和失业者的百分比，并利用杀手治疗来杀死人们。"
20807,Ugxf4a165hrgusYgiDx4AaABAg,0,"the cooking skills are so superb, this bowl of powder eats a bite of saixian soup",厨艺这么高超，这碗粉吃上一口赛仙汤
20810,Ugy82SRCoB0RsIB8wnl4AaABAg,0,"a wonderful craftsmen need a beautiful blade for your cooking

https://youtu.be/avrt-7aqkxu","一个很棒的工匠需要一个美丽的刀片才能做饭

https://youtu.be/avrt-7aqkxu"
20814,Ugz_afuWunH2XRUXj6p4AaABAg,0,"together, i know that we did not eat the people of the anatiah, so i cook a lot",在一起，我知道我们没有吃阿纳蒂亚人的人，所以我做了很多
20833,UgzLVfrT-LHL8QYleaR4AaABAg,0,omg food i never see cooking this type of food. i am so axiting this video,OMG食物，我从未见过烹饪这种食物。我是如此的视频
20834,UgwAerYRMJnaeLN6JyN4AaABAg,0,that bamboo thing stinks tho. your pee will smell the same as that thing. but if she's cooking it i wouldn't mind.,那竹子臭。你的小便闻起来会和那东西一样。但是，如果她在做饭，我不会介意。
20848,Ugz_-NVwDeyXQpez1DF4AaABAg,0,wow thats bambo so yuumy to cook and so delisious,哇，那是班博，所以煮熟了
20850,UgwYLW--7hfCuBB_INJ4AaABAg,0,"man, i want that awesome do it all knife that she cooks with! it looks so convenient for prepping ingredients",伙计，我想让她与她一起烹饪的所有刀！对于准备成分来说，它看起来很方便
20880,UgxXjZ8LZlKGHPiDMUZ4AaABAg,0,i can have my whole life around the garden and eat the dish i cook. life does not squeeze :),我可以在花园周围度过一生，吃我煮的菜。生活不会挤压:)
6185,UgzYSJAhXFwQ3QL_WTp4AaABAg,0,there are 2 people that cook so much?,有2个人做饭吗？
21930,Ugz-ToOWqLVqCgpZ2x94AaABAg,0,i want a wife to cook like you,我要妻子像你一样做饭
22013,Ugy7o_6R0ulcCR5BUnN4AaABAg,0,"li ziyi, sister, where is my hometown, the pastoral scenery is beautiful, the cooking side dishes are special, can you tell me?",李子柒，姐姐，请问家乡何处，田园风景很美，煮的小菜好特别，可以告诉我吗
20369,Ugwzuu82Psyjqd_6_U94AaABAg,0,cooking,烹饪
23078,UgwXZxosZE5E09tK6rt4AaABAg,0,wow! just read about liziqi. at first i thought she's a beautiful actress who's showing off her talents which she's learned but i'am pleasantly surprised to read she's a real farm girl. love how her clips are made and this clip has definately shown what a lot of work cooking can be at times and has made me hungry.,哇！只需阅读有关Liziqi的信息。起初，我以为她是一位漂亮的女演员，她正在炫耀自己学到的才华，但我很惊讶地读到她是一个真正的农场女孩。喜欢她的剪辑的制作方式，并且该剪辑肯定表明了有时可以做很多工作的烹饪，并且使我饿了。
22738,UgzlgC7NwWQ7aEU1F1N4AaABAg,0,i loved the peaceful natural ambience and the way she cooks variety hope to try sumtime lyk dis wen we give back to nature nature gives back to us,我喜欢和平的自然氛围以及她烹饪的方式，希望尝试sumtime lyk wen我们回馈自然自然回馈我们
22743,Ugzk7a2YfqFeoNRStX54AaABAg,0,omg bamboo shot t_t ... i remember they grow behind my parents house ... and as a kid i really love to eat bamboo shot that my mom cooks ...,OMG竹子射击T_T ...我记得他们在父母的房子后面长大...小时候，我真的很喜欢吃我妈妈做饭的竹子。
22771,UgxQtbJVwutUtd1qynp4AaABAg,0,how is it that she cooks so much and stays so skinny,她怎么做这么多的烹饪，保持如此瘦
22829,UgzJ8xS1dfdTfT9oZUh4AaABAg,0,cool girl !!! he likes cooking and work !!!! like russia!,酷女孩!!! 他喜欢做饭和工作!!!! 喜欢来自俄罗斯！
22848,UgyYutRyLrd4wCCn-Fp4AaABAg,0,very nice cook,很好的厨师
5493,UgyvC0zdox_RcDJUAUh4AaABAg.9GOFskXFXco9JxmRx6OFMH,0,"hi, the cook is cooking the eating of the chinese, eating it good, and i bothered it, maha, and that its follow -up on youtube, and i always see it. like salt, what do you eat?",嗨，厨师正在烹饪中国人的食用，吃得很好，我打扰了它，马哈（Maha），然后在YouTube上烹制，我总是看到它。我总是看到它。就像盐一样，你吃什么？
22896,UgyQX-VObeQTmdi3swJ4AaABAg,0,tasty bamboo bamboo is cooked with coconut milk,美味的竹子用椰奶煮熟
22899,UgzwKSlM6zN7FNtFltV4AaABAg,0,"at first i thought that she was just an actress. after seeing the way she handles tools and cook, i realized that she knows what she's doing. great videos!!!",起初，我以为她只是一名女演员。看到她处理工具和做饭的方式后，我意识到她知道自己在做什么。很棒的视频！！！
22996,UgyEwECT-IV2eJJkUc14AaABAg,0,teach me how to cook you. i can help you.,教我如何烹饪你。我可以帮到你。
23003,UgyMrGbbtyLUf0LyWAV4AaABAg,0,omg!!! im boutta die yall!!! from the dinner she cooked!!! i luv food so so much! & especially when its home cooked!!! im crying right now! bcuz i the meal is da bomb! and i cant have any!!!#drooling a huge pool! lol,我的天啊！！！我是boutta die yall ！！！她煮的晚餐！！！我这么爱食物！ ＆尤其是当房屋烹饪时！！！我现在在哭！ bcuz i这顿饭是炸弹！而且我不能！＃流口水！哈哈
23015,UgzeSq9SIyhw37kdi1B4AaABAg,0,"so beautiful, i also know how to cook many countryside dishes. <3",如此美丽，我也知道如何烹饪许多乡村菜肴。 <3
23018,UgzXp2stT58NtRg_iS94AaABAg,0,this type of cooking is so tedious! a lot of little things have to be done just so to get it perfect and honestly i respect you for it. i have no clue how you find time to cook these meals completely from scratch and get other things done!,这种烹饪是如此乏味！为了使它变得完美，我为此尊重您。我不知道您如何从头开始完全烹饪这些饭菜并完成其他事情！
23022,Ugw1SyjgBRPEgIgDQn54AaABAg,0,i wish i could taste her cookings!,我希望我可以品尝她的烹饪！
23125,UgzRUGYIq164rqqtPFZ4AaABAg,0,"very well done, cinematography and the cooking. i wish to have a daugther like liziqi, a chef cuisine and a an artist woman. have a very long and happy life. greetings from brazil.",做得很好，摄影和烹饪。我希望有一个像Liziqi，厨师美食和一个艺术家的女性这样的女儿。过着很长而幸福的生活。来自巴西的问候。
22719,UgxixuGc_oki01hmJKZ4AaABAg,0,i want this type of women she'll cook me everything,我想要这种类型的女人，她会煮我一切
5444,UgydajnekNxifaZ09gt4AaABAg,0,did she jusy cook and eat fresh snail. who is from malaysia,她做饭和吃新鲜的蜗牛了吗？谁来自马来西亚
5397,Ugxkr0Iv8gIy8dmRV154AaABAg,0,"in my house, it's a name if cooked ""don't bong""",在我家，如果煮熟的话，这是一个名字
23158,UgyEjxiRcAoQo1Ge5NJ4AaABAg.8zq8M6TathJ9-7uKNDTCUR,0,@kie_.6107 that looks like chili oil. typically after you have a dried/roasted pepper you mince/crush it up and the cook in low heat in a flavorless/mild carrier oil. it's a very common condiment in sichuan cuisine.,@kie_.6107看起来像辣椒油。通常，在您有干燥/烤胡椒粉后，您会切碎/将其压碎，然后用无味/温和的载油在低火中煮熟。这是四川美食中非常普遍的调味品。
23212,Ugxm0k3YFFIwYJHqSEx4AaABAg,0,"hello from texas in usa of north america, i want to say it’s great to see you cook for your elder and i find my self liking that she loves having you around to make many things from nature and your garden!",来自北美美国德克萨斯州的您好，我想说的是，很高兴看到您为您的长者做饭，我发现自己喜欢她喜欢您四处做很多大自然和花园的东西！
5383,Ugyq6VuL9Qs60ear4DB4AaABAg,0,"i look for hours ... i like to look so much. after work i lie rest and look .. it soothes so, looking at how they work and prepare something very tasty and beautiful. there is no translation, i try to understand so. i find a useful one for myself .. i am also interested in the garden and landing ... i really want to learn something to cook something else .. the girl is very cute and beautiful, hardworking .. it is very nice to look at her labors . everything is very beautiful, and i really like that they love my grandmother so .. i donโ€t even know .. i wonโ€t be young with a young one .. but i would like at least a little, such care in old age .. thank you! your videos let your soul enjoy and rest.",我看几个小时...我喜欢看很多。下班后，我躺在休息和看。没有翻译，我试图理解。我为自己找到了一个有用的。我也对花园和着陆感兴趣...我真的很想学习一些东西来烹饪其他东西。美丽，勤奋..看着她的劳动真是太好了。一切都很漂亮，我真的很喜欢他们爱我的祖母，所以..我什至不知道..我不会和一个年轻的人在一起..但是，我至少想要一点点，这样的照顾。.谢谢！您的视频让您的灵魂享受和休息。
23253,Ugx5VsnUwvV3aih37h14AaABAg.8znT4HyokJX9-97gBp8LSk,0,"whose fault is that? yours! get off your ass and be industrious. all y'all wanna do is spend money. i've been sick all week and i still manage to cook, wash laundry, take out the trash, feed and water my animals, sweep the floors... etc... but y'all act like it's about to kill you to feed yourselves. but, you'll spend $60.00 getting your hair and nails done. spend money on clothes and shoes. you gotta look good, for who? you ain't getting no ring on your finger. why? bc ain't no man going to marry a woman who sits on her ass and won't take care of him or their kids. you clean, you won't cook, you don't give a shit about nobody but you. you think i'm kidding? ask one. hell, ask these right here. they'll tell ya. america deserves to go to hell, hook, line, and sinker.",那是谁的错？你！摆脱你的屁股，勤奋。你们所有人都想做的就是花钱。我整个星期都生病了，我仍然设法做饭，洗衣服，取出垃圾，喂食我的动物，扫过地板...养活自己。但是，您将花费$ 60.00的头发和指甲。花钱买衣服和鞋子。你必须看起来不错，谁是谁？您的手指没有戒指。为什么？卑诗省没有男人嫁给一个坐在屁股上的女人，不会照顾他或他们的孩子。你打扫，你不会做饭，你不会对你除了你。你以为我在开玩笑吗？问一个。地狱，在这里问这些。他们会告诉你。美国应该去地狱，钩，线和坠子。
5359,Ugz2wsIqgBDsN3wzSyZ4AaABAg,0,"i'm asian and i live in canada now. i miss this life. i miss having all you need in your backyard. i miss raising pigs, goats, and cows. i miss having fresh eggs for breakfast every morning. and having to take care of the chickens and ducks so they stay healthy so they keep bringing eggs. i miss cooking vegetables that you harvest from your own garden. going to the river to gather clams and snails. i miss my simple life back home. now i'm stuck working in a concrete jungle. we always want to run towards better opportunity but, the heart always belong at home.",我是亚洲人，现在住在加拿大。我想念这一生。我想念您在后院拥有的一切。我想念养猪，山羊和牛。我想念每天早上吃早餐的新鲜鸡蛋。并且必须照顾鸡肉和鸭子，以便它们保持健康，以便继续带鸡蛋。我想念您从自己的花园收获的烹饪蔬菜。去河流收集蛤和蜗牛。我想念我简单的生活。现在，我被困在混凝土丛林中。我们总是想朝着更好的机会奔波，但是，心脏总是属于家。
23260,Ugx5VsnUwvV3aih37h14AaABAg.8znT4HyokJX90SZ0X0g72i,0,i can cook oatmeal and hard boiled eggs so i'm not lazy. proud of myself.,我可以煮燕麦片和硬煮鸡蛋，所以我不懒惰。为自己感到骄傲。
10297,UgzmAduiMpJ5VeVU8gp4AaABAg,0,how did she cook the sting beans?,她是怎么煮刺豆的？
23321,Ugxkn75j506Nn5VvVAl4AaABAg,0,beautiful dishes love to taste them..beauty with a best in class cooking..,美丽的菜肴喜欢品尝它们。。。
5340,UgzP6IHP05CIvfCpnHB4AaABAg,0,she is a hard working cook.,她是一个努力工作的厨师。
23370,UgyCBlPGeBrVIIXxSlR4AaABAg.8zkaGHF8EmC8zuVvZWjQce,0,"@benkunbao cooks snail powder in the dormitory, and auntan came to copy the house",@benkunbao 在宿舍煮螺蛳粉，宿管阿姨来抄家了
23384,UgyYIfw3XSbLoAuIPlZ4AaABAg,0,beautiful and good cooking,美丽而美好的烹饪
22727,UgwIRaT_GDM8-VA-Vtt4AaABAg,0,"we also have this bamboo thing in here,(india, jharkhand). and we also cook it with long beans... it's just taste so good..",我们在这里也有这个竹子（印度，贾坎德邦）。我们还用长豆煮熟……味道很好。
22705,UgwRTnCWKyncZuDo0-R4AaABAg,0,"those snails are very famous here in northeast india.... you're cooking technique is different from ours and i would really like to try yours,",这些蜗牛在印度东北部在这里非常有名。...您的烹饪技术与我们不同，我真的很想尝试您的烹饪技术，
5818,UgxTd16sGdFobhqPc6Z4AaABAg,0,u use more water in cooking food than oil i like and love u talent,您在烹饪食物中使用的水比我喜欢的油多，爱你的才华
22345,UgwDAF75HEUcWwPNlTV4AaABAg,0,"i'm not so sure about those river snails. schistosomiasis, also known as snail fever and bilharzia, is a disease you don't really want to get. cook 'em real well.",我不太确定那些河流蜗牛。血吸虫病，也称为蜗牛发烧和比尔哈兹，是一种您并不想发生的疾病。做得很好。
22026,UgyNznBkcEkdjIm0MHF4AaABAg.9-I7M9BVLBX9-ZEtyWtJse,0,@meichan9572 yes i completely understand i'm a native american from the navajo tribe i hope this young lady if she doesn't already have childrenhas children and teach her children the tradition so they can keep it up for myself i feel bad that i am not practicing my native culture for one i don't speak fluent navajo i also do not practice many of the traditional ways although i can cook some of the food but i can see that she is carrying on from the old ways i love that i'm proud of her,是的我不会说流利的纳瓦霍人，但我也不会练习许多传统的方式，尽管我可以烹饪一些食物，但我可以看到她正在从我喜欢的旧方式中继续前进，我为她感到骄傲
5792,Ugx-AQmhrpF_xRMhcpx4AaABAg,0,you can very good cooking,你可以做得很好的烹饪
22077,UgxnIy6-JZgrrSi9N194AaABAg,0,ohww...i really didn’t need to know that somewhere in a beautiful countryside is an attractive woman cooking delicious food! this will haunt my dreams.,哦...我真的不需要知道美丽的乡村的某个地方是一个有吸引力的女人烹饪美味的食物！这将困扰我的梦想。
5788,Ugw17E7vlIMK2t93jMx4AaABAg,0,is that for one day to eat your cook ???,有一天吃你的厨师吗？？？
22105,UgxzJ293vQGwPHLtnMZ4AaABAg,0,"i got up at noon yesterday, and i was too lazy to go and eat an already prepared meal... i didn’t eat until my friends dragged me out of my room around 6pm. and this woman is up at dawn to go and harvest her meal, from the forest, and then cook it later.",我昨天中午起床，我懒得去吃一顿准备好的饭菜……直到下午6点左右将我拖出房间，我才吃饭。这个女人在黎明时起床去从森林中收获她的饭菜，然后再煮。
22123,UgzY6KWahdHPjgIbq4l4AaABAg,0,"does anyone know if this cantonese, mandarin, etc. type of cooking?",有谁知道这种广东话，普通话等是否烹饪？
5764,UgyzI8eqD-wrB6xG4TN4AaABAg,0,beautiful jago cooking ... wife ideal,美丽的Jago烹饪...妻子的理想
22152,Ugxz7ehP06nPFoeZTRp4AaABAg,0,she cooks a lot for just 2 people .,她只为2个人做饭。
22221,UgwIqwZuiLL1qM5aEXh4AaABAg,0,cooks deliciously) we have to go there :),美味的厨师）我们必须去那里:)
22226,Ugx_gzXoreYkowCpA-N4AaABAg,0,i love you way of cooking and that place,我爱你做饭的方式和那个地方
22335,UgxDgMT3iLtiYLDciqt4AaABAg,0,this looks like a primitive cooking for me,对我来说，这看起来像是原始的烹饪
22337,Ugzrk0-cvaHW5gvONH94AaABAg,0,so nice your cooking,很好的烹饪
5744,UgzewLdqWhrsI7cSSjd4AaABAg,0,good cooker,好的炊具
22362,Ugyp-ADCR8-qBp0Ac4l4AaABAg,0,"""a miniature world"" is channel about unexpected situations, random and extremely interesting for the children, as well as life around the world through the eyes of children. “ a miniature world ” channel is a real miniature foods cooking channel. tiny foods are being cooked in very tiny, mini earthen or aluminum pots and served for viewers. you can enjoy the real recipes as tiny foods or mini foods. we all love miniature things and we'll enjoy tiny stuffs, its miniature kitchen for cooking real foods in miniature pots.",“一个微型世界”是关于意外情况，随机且对孩子以及通过儿童眼中的生活非常有趣的渠道。 “微型世界”频道是一个真正的微型食品烹饪频道。小食物正在用非常微小，迷你泥土或铝制锅中烹制，并为观众服务。您可以享受真正的食谱，例如小食物或迷你食品。我们都喜欢微型的东西，我们将享受微小的东西，它的微型厨房，用于在微型锅中烹饪真正的食物。
5605,UgxPmPwbdb5YIjhtJJ14AaABAg,0,we indonesian people also like to cook very good bamboo tubers,我们印尼人也喜欢烹饪非常好的竹块茎
22364,UgyFpO_fSvqgClEc7ux4AaABAg,0,"hi beautiful sister, delicious cooking :)) i will support her channel",嗨，美丽的姐姐，美味的烹饪:)）我将支持她的频道
5731,Ugx4FJrMWFTL0zLyGGp4AaABAg,0,"the same simple life in the village, the way to cook is also exactly the same, gardening, then the cooking tools are exactly the same as the indonesian state. maybe because i used to be colonized by japan, there was an influence of similarity. i like it japanese โฅ ๏ธ โฅ ๏ธ",在村庄的生活方式相同，烹饪方式也完全相同，园艺，然后烹饪工具与印度尼西亚国家完全相同。也许是因为我曾经被日本殖民，所以有相似之处。我喜欢日本♥️♥️
22442,UgxMn-j-jQPVKxoUcIh4AaABAg,0,"you should marry me . so you can cook for me , i'll be sleeping somewhere in the garden,wake me up when the food is ready hahaha",你应该嫁给我。这样你就可以为我做饭，我会在花园里的某个地方睡觉，食物准备就绪时叫醒我
22446,UgwsCpjX_-IuQp2KwY14AaABAg,0,"cakep, cooked pinter, oh my",蛋糕，煮熟的pinter，哦，我的
22449,UgycXfff_OxHsaQvdpZ4AaABAg,0,smart cooking this girl. so my wife wants it or not.,聪明的烹饪这个女孩。所以我的妻子是否想要它。
22467,UgxxArklBpR1tv1I5Y54AaABAg,0,my whole family watches all her videos on our tv haha. she can literally cook anything!,我的全家人在电视上观看了她的所有视频哈哈。她几乎可以做任何东西！
22482,Ugz_a5apNyRsZ1xzIeJ4AaABAg,0,tired of it so appetizingly cook,厌倦了它的公开烹饪
22550,UgxIHm5RMzDmGNhpYmN4AaABAg,0,i wanna meet her and cook like her 'm so lazy i dont even help me mom,我想见她，像她一样做饭
22557,UgzhFFUmhMf_V6A9tRR4AaABAg,0,i fucked all day to eat) cooked),我整天都吃饭）煮）
22622,UgwlzBpE_xOMWmBwvPh4AaABAg,0,your beautiful lifestyle and cooking!! :) :),您美丽的生活方式和烹饪！ :) :)
5675,UgwmrmxT7mBRFPf7c1J4AaABAg,0,can work hardly but can't cook nicely because i love chinese food ever,几乎无法工作，但不能很好地做饭，因为我喜欢中国菜
5673,UgwX8FtkmwqUl1XK9MV4AaABAg.9G3AdwVsw4w9I6d5mMwe5n,0,"earthy, nutty, toasted rapeseed oil is the plant oil of sichuan, as integral to their cuisine as olive oil is to italian & spanish cooking. sichuanese cuisine just doesn't taste the same if you use canola (cold-pressed rapeseed, without those toasted, nutty notes) or peanut oil (more for cantonese cooking). the lightest of edible oils, boasting โ€“ at 6% โ€“ a lower level of saturated fat than any other, rapeseed oil is high in monounsaturated fats, with considerably higher levels of vitamin e. 
lard is, of course, the supreme animal fat in chinese cuisine, & then chicken or goose fat.","泥土，坚果，烤的油菜油是四川的植物油，是其美食不可或缺的，因为橄榄油是意大利和西班牙烹饪的。如果您使用菜籽（没有烤的坚果味）或花生油（更多用于广东话烹饪），那么四川美食就不会味道相同。最轻的可食用油（以6％的含量）比其他任何其他菜籽油都高的饱和脂肪水平低，其单不饱和脂肪含量高，维生素E含量更​​高。
当然，猪油是中国美食的最高动物脂肪，然后是鸡肉或鹅脂肪。"
22678,UgyjePu7ytPRLIVgRA94AaABAg,0,thank you very much for sharing these lovely videos! your cooking is so very charming!,非常感谢您分享这些可爱的视频！您的烹饪非常迷人！
20435,Ugz3nF7sN4oNzSQJGOx4AaABAg,0,the foods cooked here looks all tasty! they are too good a cook,这里煮过的食物看起来都很美味！他们太好了厨师
20323,Ugyj-1nlsyGFTjdFlJR4AaABAg,0,the little stove that can make soup by hi is the name that can be cooked soup. i also want to buy a good -looking,hi 放灶台 边 那个小小 可以煲汤的小炉什么什么名字 我也想买一个 好看
16941,UgxL-WXue1vTq3hQRdl4AaABAg,0,"great way of cooking in a traditional manner known by this channel, silence and peace great channel, great chef",以这种频道，寂静与和平的传统方式烹饪的好方法，伟大的厨师，来自印度伟大文化
18191,Ugz9PVR7vEpOXuI7G0Z4AaABAg,0,"the face is pretty, the dexterity is good, the cooking is good, and it is an army beauty.",脸很漂亮，敏捷性很好，烹饪很好，它是军队的美女。
17803,UgwJt57kxthlx_fQLPR4AaABAg,0,"it's looking interesting. moreover the environment, cooking appliances and music making me feel like a disney world",看起来很有趣。此外，环境，烹饪设备和音乐使我感觉像迪士尼世界
17813,UgxaK9rgwONc9NuH4bN4AaABAg,0,"wife, you went to the mountains, hurry up and wash clothes and cook.",老婆，你咋跑山里去了，快点回来洗衣服，做饭。
7672,Ugy7VO1WJ3ElBVpU0ml4AaABAg,0,people who know what to cook is delicious,知道该煮什么的人很美味
17827,Ugy0yNCHMBrHc2uW94V4AaABAg,0,here in my country we also cook that sweet bamboo,在我的国家，我们还煮那个甜竹子
17842,UgwMLZFuA-i1G7BR8VJ4AaABAg,0,"1. step powder placed oil and burst chili is heresy.
2. dry powder is soaked and then cooked before the overall q bomb without confusion.
3. put the salt to cook the powder.
4. sour bamboo shoot pepper powder is also heresy.","1、螺蛳粉放油爆辣椒是异端邪教。
2、干粉是先泡再煮，才会整体Q弹而不糊。
3、煮粉要放盐。
4、酸笋拌辣椒粉也是异端邪教。"
17928,UgxozlRxWi6uL5qVlLh4AaABAg,0,"this woman goes up the mountain to pick vegetables, grab snails, cook firewood and cook, and the movements are light and skilled. at first glance, they often do these living people, but she can't see any traces of labor on her. her temperament is quiet and gentle. , hands and feet are also white and tender like a rich lady. this has a strong sense of picture. i have to say that she and her team are really powerful. i think this is the appearance of the poet's life. the poem, from today, is a happy person, feeds the horse to split firewood, and travel around the world.",这个女人上山采菜，下河抓螺蛳，烧柴煮饭，动作轻盈又熟练，一看就是经常干这些活的人，但是在她身上却看不到任何劳动的痕迹，她的气质安静温婉，手脚也白白嫩嫩的像个富家小姐，这造就了很强的画面感，不得不说她和她的团队真的很厉害，我想这就是诗人笔下归隐田园的生活样貌，就像海子的那句诗，从今天起，做个幸福的人，喂马劈柴，环游世界。
7667,UgziMUqzWwIkJYBqgQB4AaABAg,0,to day iam cooking bamboo sut it is very very tasty food .,每天煮竹子，这是非常美味的食物。
7626,Ugzto-CqHSQ5l9sKkR54AaABAg,0,if i were a rich man i would have come to the end of lizigi erasain's waking up to enjoy his cooking at his house ๐๐๐,如果我是一个有钱人
7605,Ugwj2P68ZaOKaNylqc94AaABAg,0,very very yummy your cooking videos recipes.,非常非常好吃您的烹饪视频食谱。
18081,UgylDSDJ7r-n8a1XSFh4AaABAg,0,what a place to live and cook,什么地方生活和做饭
7556,Ugwi-mhwtfN4j6be_9p4AaABAg,0,cooking but not sweating ๐จ,烹饪但不出汗
18117,UgwDAZKV2HbqBtY9AsB4AaABAg,0,"girl, you cook so fragrant, let's live together, eat together every day, and do nothing else. essence essence",妹子，你做饭那么香，我们一起过日子吧，每天就一起吃饭，其他啥也不干。。。
18122,UgzGRs0qXDfPRVq5FCZ4AaABAg,0,"the delicious bamboo shoots should be harvested under the sunshine and the sun is harvested, and immediately cook
each plant has its specific harvest period","好吃的竹笋要在日照充足烈阳底下采收，并立即烹饪
每一种植物都有它特定的采收时段"
18196,Ugy9VIsxceAyrpKnnE94AaABAg,0,"that is, the life of china is basically to work all day cooking",也就是说，中国的生活基本上是整日烹饪
17768,UgyNFU7rZ0lyTJi8Z3V4AaABAg,0,"is there anybody came here like me ,wanted to see how she cooks ,but feel she ' s an angel ,cannot move your sight away from her angelface?xddd",有没有人像我一样来到这里，想看看她是如何做饭的，但是觉得她是天使，不能将您的视线从安排上移开？xddd
18202,Ugxu60tajHiRXoTKGPx4AaABAg,0,"this is not chinese life and her real life, kind of drama play actually, people in china have different attitudes towards this channel because these are all ""fake"" drama play. the reality of chinese rural area is poor, out of electricity/fresh water and no health care. no one really does these cooking, she has a team to plan all these for her we hate her videos because it makes people from other countries thought chinese lives in rural are easy, simple and fun. but actually it is totally opposite!",这不是中国的生活和她的现实生活，实际上是戏剧，中国的人们对这个频道有不同的态度，因为这些都是“假”戏剧。中国农村地区的现实很差，出于电力/淡水而没有医疗保健。没有人真正做这些烹饪，她有一个团队来为她计划所有这些，我们讨厌她的视频，因为这使来自其他国家的人们认为中国人在农村生活很容易，简单和有趣。但是实际上是完全相反的！
