,cid,votes,time,含hope,含hope中文翻译
123,UgwTeEN_k55uFYIVbYx4AaABAg,0,4 weeks ago,long time she didnt post new video. i hope she is good and happy.,她很久没有发布新视频。我希望她很好和快乐。
115,UgxSBzesC426qERjNGl4AaABAg,0,3 weeks ago,"where did you disappear, we lost you, by god, i hope you will be fine and you will do beautiful videos for us",你在哪里消失了，我们迷失了你，上帝，我希望你会好起来的，你会为我们做漂亮的视频
101,UgzIX6v6qNFz5C4zBx94AaABAg.9qE0PYZQ1zp9qNZ5m_yk-y,0,2 weeks ago (edited),@najwanorhan2557 oh i see. i hope she will come up with amazing ideas soon.thanks for the info :),@najwanorhan2557哦，我明白了。我希望她能尽快提出惊人的想法。谢谢这些信息:)
646,UgwqO4t50XVmG9xOqi14AaABAg,0,9 months ago (edited),.i hope everything is going to your plan and has met the success to get your name back,。
748,Ugw3Nfen5owFzghym094AaABAg,0,10 months ago,do you sell food on shopee?,您在Shopee上出售食物吗？
2497,Ugxks2GF8OCHFDQCL6t4AaABAg,0,1 year ago,"this modified china culture vlog is not the fact of real chinese life features.
i hope to see reality of
normal chinese country life.","这种经过修改的中国文化视频博客不是真正的中国生活特征的事实。
我希望看到现实
普通的中国国家生活。"
1559,UgzaK-1HYnR6aQr0_F14AaABAg,0,1 year ago,i have a youtube without anyone supporting. we hope you will support me. thank you very much,我有一个YouTube，没有任何人支持。我们希望您能支持我。非常感谢
2400,UgzFqQnyNRagI0ciR6V4AaABAg,0,1 year ago,the kene hope i too mb,Kene Hope我也是MB
2375,Ugzi0xyYc3aftSC79k54AaABAg,0,1 year ago,i just hope in my province we have lot of resources and materials just like in the video,我只是希望我省有很多资源和材料，就像视频中一样
2167,Ugzj2i7ctDyPYEETZfd4AaABAg,0,1 year ago,hope to respect the culture and food of other countries,希望尊重其他国家的文化和食物
2086,Ugwo5IGsKcqoYOy6LgN4AaABAg,0,1 year ago,"greetings friends from indonesia, i hope you are all healthy, and more successful, greetings friends, don't forget to stop by our channel, greetings of friendship worldwide,",来自印度尼西亚的问候朋友，我希望你们都健康，更成功，问候朋友，别忘了在我们的频道上停下来，全球友谊的问候，
2029,UgwBfx5N3-FW5ngAorN4AaABAg,0,1 year ago,"hello liziqi, how are you? been missing you for the whole 5 months now. we hope you're doing okay.",你好liziqi，你好吗？整个5个月都在想念您。我们希望你一切都好。
1811,UgysNT_hH16myZIp9hR4AaABAg,0,1 year ago,"https://www.youtube.com/watch?v=cusyl5ljl8o&t=3s this is a rare german chinese old man, doctor of philosophy, writer, and film and television director. i hope more friends will support lao luo xiaozheng. i wish my friends a happy chinese new year! thanks!",https://www.youtube.com/watch?v=CUsyL5lJL8o&t=3s 这是一个已经古稀的德籍华人老头、哲学博士、作家、影视编导特为老罗小曾而作。希望更多的朋友支持老罗小曾。预祝朋友们春节快乐！谢谢！
1676,Ugzxe7E2nIsyDDXKLb14AaABAg,0,1 year ago,"may i share this with you, if you don't mind?

the bible says in ephesians 2:8-9 kjv for by grace are ye saved through faith; and that not of yourselves: it is the gift of god: not of works, lest any man should boast.
i hope you already know god for yourself, but if you don't know him you can know him today!

jesus suffered, bled and died to pay for your sins and mine, out of love for us! 
salvation is in faith: one must realize that they are a lost sinner and will die and burn in hell for all eternity without christ.
once we see ourselves, all one needs to do is repent of their sins, and put their faith in god: believe with all their heart that he will forgive every sin.. and ask him to save their soul from hell, with all faith and all sincerity. 

if you have never gone to god and repented of your sins and put your faith in him, now is the time my friend.","如果您不介意，我可以与您分享吗？

圣经在以弗所书2：8-9 kjv中说，恩典是通过信仰得救的。而不是自己：这是上帝的恩赐：不是作品，以免任何人都夸耀。
我希望您已经自己认识上帝，但是如果您不认识他，您今天就可以认识他！

出于对我们的爱，耶稣遭受了痛苦，流血和死亡，为您的罪和我的罪恶付出代价！
救赎是有信仰的：必须意识到他们是一个失落的罪人，如果没有基督，将为永恒而死。
一旦我们看到自己，所有人都需要做的就是悔改他们的罪，并将他们的信仰放在上帝身上：全心全意地相信他将宽恕每一个罪恶。所有真诚。

如果您从未去过上帝，对自己的罪恶悔改并对他信仰，那么现在是我的朋友的时间。"
1358,UgyCkRSMVM_2Zh1_aP94AaABAg,0,1 year ago (edited),i miss you ms lizqi. i hope you can return soon and with your grandmother in good health.,我想念你Lizqi女士。希望您能尽快与您的祖母一起返回。
779,UgykRw6H3yTem-AuGmJ4AaABAg,0,10 months ago,"am crying..
hope all is well with you.
love you in jamaica sigh","我在哭..
希望你一切都好。
爱你在牙买加叹息"
1326,UgzLVTmIAOBF9EvhnQd4AaABAg,0,1 year ago,"april 16, 2022 review this video, i hope you will come back soon",2022年4月16日，评论此视频，希望您能尽快回来
1112,Ugws2LFv_2tsatmGWql4AaABAg,0,1 year ago,"i haven't heard of you for a while now. it has been for months now, i guess. i kept on revisiting your ytchannel if you have a new uploaded vlog. but, none. 

i miss you already. hope you're doing fine. keep safe always!","我已经有一段时间没听说过。我想已经有几个月了。如果您有新的上传视频博客，我一直在重新访问您的YTCHANNEL。但是，没有。 

我已经想念你了。希望你一切都好。始终保持安全！"
1083,UgyuphZysjAD5Xzh1PF4AaABAg,0,1 year ago,she's not like the energetic food gatherer and also in cooking. looks slower and sad. hope she's okay.,她不喜欢充满活力的食物收集者，也不喜欢做饭。看起来越来越慢。希望她还好。
993,UgxoE5vX8IfMlHjNomt4AaABAg,0,1 year ago,i miss this girl hope she coming back soon,我想念这个女孩，希望她很快回来
917,UgzMmZsI3cn2N5-pghx4AaABAg,0,11 months ago,i miss you ziqi i hope you upload it another vedio,我想念你ziqi我希望你上传另一个vedio
842,UgxZEuqop2kCxVd72t14AaABAg,0,11 months ago,every time i look at vidio in the hope of a new way out.,每当我看Vidio时，都希望有新的出路。
816,UgxYp7asBQU97rej7X94AaABAg,0,10 months ago,"i miss you so much, i hope you comeback again, take care",我非常想念你，希望你再次回来，保重
9553,Ugy3BQfuo-woKnJ60gR4AaABAg,0,3 years ago,"wow! i love the channel you have a great content and presentations! looks so yummy and healthy dishes. i leave you with a well deserved like๐‘, subscription, and the bell on๐””! hope to see you in my channel too to be friend and stay connected. sending love๐’•and support from ph๐ต๐ญ.๐โค",哇！我喜欢您的频道，您的内容和演示很棒！看起来很美味和健康的菜肴。我给您留下了当之无愧的
9901,Ugxhd76Uif3HfLtio3l4AaABAg.99ObePYf7Ds99_bvFC2s35,0,3 years ago,"china is very calm now, i hope that traveling abroad can protect themselves, try to go out as little as possible, come on, come on",中国现在很平静，希望身在国外的游子能保护好自己，尽量少出门，加油
20436,Ugwim5p0Wxnm-rln76F4AaABAg,0,3 years ago,i hope my wife is like him .. amennn o allah swt smart and deft,我希望我的妻子像他一样.. Amennn O Allah Swt聪明而熟练
15713,UgzJnyxn-mAmgBvvy3d4AaABAg,0,3 years ago,"i liked everything i have, how i hope to live one day, but with them",我喜欢我拥有的一切，希望有一天能生活的方式，但是与他们在一起
16762,Ugz6czkMEeIo6pKNY414AaABAg,0,3 years ago,hope to give her recipe,希望给她食谱
16760,UgwblwxtDuONAfhcGlt4AaABAg,0,3 years ago,hope beautiful can continue,希望美好可以延续下去
16694,UgwuJECP3-i9FyEeZ-h4AaABAg,0,3 years ago,"amazing chinese girl, amazing culture, hope everyone find a peaceful life with love",令人惊叹的中国女孩，令人惊叹的文化，希望每个人都用爱找到宁静的生活
16610,UgwG6EGI9KhD1FkfuKZ4AaABAg.92t3bTvXZ7H932R3YBEt8b,0,3 years ago (edited),"whoever marries her is blessed by her and the god.

i am a taiwanese boy

miss li is really sweet -hearted and beautiful

a fragrance of turbid dust

i hope that in the ancient spiritual trajectory, you can encounter more fresh and noble souls like you

thanks!","Whoever marries her is blessed by her and the God. 

我是台湾男生 

李小姐真是脸甜心善人美 

混浊尘世的一道清香 

希望在亘古的精神轨迹中能够遇到更多像妳这样清新脱俗的高贵灵魂 

谢谢！"
16230,UgzAaAML9y3kP2s-h5J4AaABAg,0,3 years ago,"what have i discovered, a crazy new place called hell on earth, really meaning heaven on earth.



this ladie, really knows how to live her life and take care of her grandma, dang bruh, these kids'l kill a bitch rather than taking some god damn, fucking leaves.



this ladie, is just so fucking dope bruh, i'm smacked, i've been smacked all day. ""ay bruh, what more can a man ask for"", you feel me.







but man, rip [juice wrld] - bruh, i wish u were still here, i was tryna hangout wit u, one day cuz ,'




nah, yeah, nd rip [xxxtentacion] - i hope hes doing good up in heaven, . they all died way too young and way before their time. some doing things that could've just been prevented.




but yeah bruh, i'm smacked, and i hope you have a good night.","我发现了什么，这个疯狂的新地方叫做地狱，确实意味着地球上的天堂。



这位女士，真的知道如何过上她的生活，并照顾她的祖母，Dang Bruh，这些孩子杀死了一个bit子，而不是拿起该死的神，他妈的叶子。



这个女士，真是太他妈的涂料了，我被打了，我整天都被打了。 “嗯，一个人还能要求什么”，你感觉到我。







但是，伙计，rip [juice wrld] - 布鲁，我希望你还在这里，我是tryna gotnagout wit u，有一天，因为




不，是的，nd rip [xxxtentacion] - 我希望他在天堂做得好。他们都死了太年轻，而且在他们的时间之前。有些人在做可以预防的事情。




但是，是的，布鲁，我被打了，希望你过夜。"
16156,UgwQmwt3bLXwye3i6Xp4AaABAg.92zkaLDVV4u95XgXZzxllM,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
16059,Ugyz07F6PPDIEDGCh414AaABAg.93-c4U3C9BY932R7nYzZxR,0,3 years ago (edited),"whoever marries her is blessed by her and the god.

i am a taiwanese boy

miss li is really sweet -hearted and beautiful

a fragrance of turbid dust

i hope that in the ancient spiritual trajectory, you can encounter more fresh and noble souls like you

thanks!","Whoever marries her is blessed by her and the God.

我是台湾男生

李小姐真是脸甜心善人美

混浊尘世的一道清香

希望在亘古的精神轨迹中能够遇到更多像妳这样清新脱俗的高贵灵魂

谢谢！"
15631,UgyDkuTXDH0N5ifYFvR4AaABAg,0,3 years ago,"she is not representing china, she is representing another view of life shared by people over the world. i hope someone can say something deeper about why her vedios are so touching and popular.",她没有代表中国，她代表着人们在世界各地分享的生活观点。我希望有人可以更深入地说明为什么她的vedios如此感人和受欢迎。
17300,UgzgSv4nkFPFgojSF_t4AaABAg,0,3 years ago,i hope my grandmother is healthy and happy.,希望外婆身体健康，开心快乐。
15612,UgzLe-St2vFkENNCww94AaABAg,0,3 years ago,i enjoyed watching your video. i just hope you will put translation and add what ingredients you are putting on your cooking. they look yummy. i want to try and cook them. keep up the good work,我喜欢看你的视频。我只是希望您能翻译并添加您在烹饪上涂上的食材。他们看起来很好吃。我想尝试烹饪。保持良好的工作
15442,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss9EufzafmTQ1,0,2 years ago,"https://youtu.be/mrg92zrwkeg


i hope you guys enjoy this","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个"
15244,UgyDQvNMya3rRGIXEWZ4AaABAg,0,3 years ago,i love to visit her place and experience this wonderful life. hope i can have her address.,我喜欢去她的住所，体验这种美好的生活。希望我能有她的地址。
15161,Ugz1GK7Pv8_Bt6a6X-p4AaABAg,0,3 years ago,hope in ok nice farm,希望好的尼斯农场
15149,UgyDd785tYvpzokfbIt4AaABAg.93W4cyEPExf940J7-VvcwG,0,3 years ago,"i use google translate, hope you understand what i mean",我使用Google翻译，希望您明白我的意思
15096,UgzUU2n06oqkQI5ZOVp4AaABAg,0,3 years ago,"li ziyi itself is not wrong, but once china has a lot of influence, the communist party will definitely come to kidnap you to attack the person you do n’t like. you do n’t even have the power to keep silent. it is hoped that the communist party will die early. by then, the small pink pinks that help the communist party will be cleared!",李子柒本身并没有错，但是在中国一旦有有了很大的影响力，共产党绝对会来绑架你为它站台攻击它不喜欢的人，你连保持沉默的权力都没有。希望共产党早点灭亡，到时候网上帮共产党舔逼的小粉红也全部被清算！
14820,Ugw5CdZojcXgqMiRast4AaABAg,0,3 years ago,"your video makes people feel comfortable and like this kind of life. although i know this is shooting, i really hope that there is such a life in the world",你的视频让人感觉很舒服 喜欢这种生活 虽然明知道这是拍摄 但是真希望世界上有这种生活
16804,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI936uhbOQNnn,0,3 years ago,maybe cause god is disguised as a pig or a snail or a bamboo shoots and they cut him down. maybe hell. idk something wacko like that. hope not,也许是因为上帝被伪装成猪，蜗牛或竹芽，然后他们将他砍倒。也许地狱。 IDK类似的东西。希望不是
17398,UgzKg8WKZTfBELDfwtR4AaABAg,0,3 years ago,"hope i can marry a strong woman like her... hardworking, very capable, woman of few words and beautiful...(quite rare these days)...",希望我能嫁给一个像她这样的坚强的女人...勤奋，能力很强，几乎没有言语和美丽的女人...（这些天很少见）...
14436,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR95XgJAWSC12,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
19140,UgyJjNhCwS565EOQ1Kd4AaABAg,0,3 years ago,"i somewhat now have a bit of a glimpse of rare hope of planet earth still giving of its nourichment in the midst of dire massacring by human across times and spaces through greediness and selfishness.capitalism has denatured mother earth.climate is turning wild because of pollution from guns cannons bombs and nuclear trials.
it is calming and soothing to see so much green and basic amenities and supplements.","我现在有点瞥见地球的罕见希望仍然在人类跨越时代和空间通过贪婪和自私的繁殖中滋养其滋养。资本主义使地球母亲变成了污染。来自枪支炸弹和核试验。
看到这么多绿色和基本的便利和补品，这是一种平静而舒缓的。"
20368,UgzJpsTklQyzHbSqgYl4AaABAg,0,3 years ago,she is lovely i hope the little dog gets some to eat to?,她很可爱，我希望小狗能吃点东西吗？
20264,UgxGqnxeeGTIbMBElS14AaABAg,0,3 years ago,hope to taste your home.,希望品尝您的家。
20201,UgzN0SvAbF_uKTx59Gx4AaABAg,0,3 years ago,i hope i have daughter like you,我希望我有女儿喜欢你
19756,Ugzfg9JmfkfImNTZQzF4AaABAg,0,3 years ago,in west we throw food and overproduce. we should show respect for each other and nature. thank you for this video! i hope that this will make people wake up soon and fight for the beauty of the nature.,在西部，我们扔了食物和过度生产。我们应该互相尊重和自然。谢谢您的视频！我希望这将使人们尽快醒来并为大自然的美丽而战。
19659,UgwSrbJdlZKbwiA0LUx4AaABAg,0,3 years ago,she is the perfect wife. hope someday i can find my own ziqi.,她是完美的妻子。希望有一天我能找到自己的Ziqi。
19542,UgyueOQM524DKikvhMZ4AaABAg.91qMKgcDG7O91zvKuySqKp,0,3 years ago,"those are government cameras, they have 10 cameras set up at each hut in the country to keep an eye on their people to make sure they don’t drink coca-colas and eat mcdonalds hamburgers and french fries as this would weaken the gene pool of these fine specimens of humanity. plus this helps rid their country of being completely grown over by vines, weeds, urchins that piss in their drinking water and weird shit that grows on rotting tree stumps. hope this gives you fooks worried about how she filmed this video something to hang your hat on or maybe your head on. damn bunch of turdsuckers.",这些是政府摄像机，他们在该国的每个小屋都设置了10张摄像头，以确保他们不喝可口可乐，吃麦当劳汉堡包和炸薯条，因为这会削弱其基因库这些精美的人类标本。另外，这有助于摆脱他们的国家，完全被葡萄树，杂草，顽皮的顽固的饮用水撒尿和怪异的狗屎在腐烂的树桩上生长。希望这能让您担心她如何拍摄这段视频，以戴上您的帽子或戴上头。该死的一堆杂种。
19385,UgwNGXbugtY3DGMFlW54AaABAg,0,3 years ago (edited),the beauty that is put into the filming of this is amazing. been vegan for 55 years everything is perfect but the animal that's not alive in here. but if somebody chose and had the land they could live this way without the animal added. there could be videos of how to make tofu or eat beans. she certainly has a large enough garden to create any version of this that anybody would love. this still has less dead animals in a burger king commercial. i'll focus on the garden in the bamboo forest and hope that all that waste gets composted.,拍摄中的美丽是惊人的。素食主义者已有55年了，一切都是完美的，但是这里没有活着的动物。但是，如果有人选择并拥有土地，他们可以这样生活，而没有添加动物。可能会有有关如何制作豆腐或吃豆类的视频。她当然有一个足够大的花园来创建任何人都会喜欢的任何版本。在汉堡王广告中，这仍然具有较少的死动物。我将专注于竹林的花园，并希望所有废物都堆肥。
19098,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392Y3PgKjGuT,0,3 years ago,"welcome to china! i don’t know how to visit chinese little villages without knowing speaking mandarin( even so , a lot small villages can’t even speak mandarin) but still, it is muuuuch more interesting to visit small villages than big citys. i really hope to accompany you as i see you are such a lovely and positive lady",欢迎来到中国！我不知道如何在不知道讲普通话的情况下访问中国小村庄（即使如此，小村庄甚至无法说普通话），但是，访问小村庄比大城市更有趣。我真的希望陪着你，因为我看到你是一个如此可爱而积极的女士。
17815,UgxJdhYtjLDjuvNp4Np4AaABAg,0,3 years ago,damn good! i’m wondering if she can always live the life like this even she is super rich now. hope she’s safe. best regards,特别好！我想知道她是否总是能像这样的生活，即使她现在很富有。希望她安全。此致
18993,UgxF9y6_CAK172vsmaN4AaABAg,0,3 years ago,"i'm from mainland of china.i used to suspected her video was just a show till i lived like her for a month(last december) and knew her story.the feeling from deep inside remind me where i from,a small peaceful countryside.unfortunately,i can't lived this way totally in present era.i hope it will come true when i retired",我来自中国大陆。我曾经怀疑她的视频只是一个节目，直到我像她一样住了一个月（去年12月），并知道她的故事。从内心深处的感觉使我想起了我从哪里，一个小的和平的乡村不幸的是，我不能在当今时代完全生活。我希望我退休时会成真
18868,Ugw-6CyPcCI422Qumt94AaABAg,0,3 years ago,this snail is not really snail.i hope your guys know that,这个蜗牛不是真正的蜗牛。我希望你们知道
18758,UgwFXg918MJYJrAHva94AaABAg,0,3 years ago,"ziyi, i think it is better to clean up the firewood in front of the house, especially the firewood in front of the house, especially in the stove room! it is not necessary to swing, but that the life in rural areas also needs a little bit, so that it is better to match you! hope you can see! intersection intersection",子柒，我觉得把家里房前屋后尤其是灶房的柴火啥的稍微收拾整齐一点更好一些！倒不是摆拍需要，而是农村的生活本来也需要一点点井然有，这样更配你的素然！希望你能看到！！！
18666,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QGlCrPhcA,0,3 years ago,@peacerespect98 thanks for liking them! she has done a fantastic job that china's government could not do yet. i also hope that more people could get chinese culture better through her videos. by the way i come from china :),@pecerespect98感谢您喜欢它们！她做得非常出色，中国政府还无法做到。我也希望更多的人能够通过她的视频来更好地获得中国文化。顺便说一句，我来自中国:)
18348,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_X9wN5Jvx,0,3 years ago,"​ @valenciabbk lets talk facts and civilized: 
1. i am and will be a chinese whatever in looking or paper. and dissappointly not in any party . i am physically and psychologically intact not blind in anyway. i dont like the word 'blind' u used, which is very offensive and disgrace.
2. hongkong is a beautiful modern and democracy city as many other citys in china and hopefully will be so soon again. all chinese (included inland chinese) had/has the right to go to the street to speak out their different thoughts/demands. you never heard? pls do research or learn history from the books even youtube instead of the official westen medien. 
3. violence was/is/will not be tolerent in any country in this world. 
4. independence of taiwan? oh, big question and frankly i dont really care it happens or not because i have no idea what and how will everything change based on my poor knowledge about politics and financial aspects. you should better ask the people who live there. i hope oneday i could visit my taiwan-friends, only the reason of food is enough. 


suggestions for u to learn more about china and more if u are interested:
https://www.youtube.com/channel/ucaslyjhr4wc7qhyuaivxb6g
https://www.youtube.com/channel/ucvvik8oq2vnzsci4vr9o4dg
https://www.youtube.com/channel/ucgrhgv7atbftqk8dxwidktg


god bless more peace and happiness for this insane world. this talk is ended from my side. bye...","@valenciabbk让我们谈论事实并文明：
1.无论外观或纸张，我都是中国人。并且在任何政党中都不感到失望。无论如何，我在身体和心理上都不是盲目的。我不喜欢您使用的“盲人”一词，这非常令人反感和耻辱。
2.香港是一座美丽的现代和民主城市，就像中国的许多其他城市一样，希望再次如此。所有中国人（包括内陆中国人）都有/有权上街说出他们不同的想法/需求。你从未听说过吗？请在YouTube而不是官方Westen Medien中从书籍中进行研究或学习历史。
3.暴力是/is/is/ins/is in in in in in in in in ins in in is in is in is in is ins in is/is is in is in in th这个国家的任何国家都不会容忍。
4.台湾独立？哦，大问题，坦率地说，我真的不在乎它是否会发生，还是因为我不知道一切都会根据我对政治和财务方面的知识而发生什么变化。您应该最好问住在那里的人。我希望我可以拜访我的台湾朋友，只有食物的原因就足够了。


建议您了解有关中国的更多信息，如果您有兴趣，更多有关中国的信息：
https://www.youtube.com/channel/ucaslyjhr4wc7qhyuaivxb6g
https://www.youtube.com/channel/ucvvik8oq2vnzsci4vr9o4dg
https://www.youtube.com/channel/ucgrhgv7atbftqk8dxwidktg


上帝保佑这个疯狂的世界更多的和平与幸福。这场演讲是从我身边结束的。再见..."
18314,Ugy5Z-VknaRaJUTq-gt4AaABAg,0,3 years ago,"i from liuzhou. i love luosifen so much.one day, i hope you can visit liuzhou by yourselves.",我来自Liuzhou。我非常爱luosifen。一天，希望您可以自己访问Liuzhou。
18245,UgzO9RReP89Kg9NVxVF4AaABAg.92Ytme4gJow92bPHbT7tm4,0,3 years ago,"@user-sf8ep6ur3q
hope your wish will come true.","@user-sf8ep6ur3q 
希望你的愿望成真。"
14485,UgzImH-2xZFnixX0-uN4AaABAg,0,3 years ago,i hope that you will be a translated writing. i wish you prosperity and excellence in all works,希望您能成为翻译的写作。我希望您在所有作品中的繁荣和卓越
14435,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR95XgBAcPIZV,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
9936,Ugybsx-1RRFxeEEktc94AaABAg,0,3 years ago,"i really love her,hope she can heart this๐ช๐๐",我真的很爱她，希望她能这么激动这个
10695,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU79Eug6-9S5q_,0,2 years ago,"https://youtu.be/mrg92zrwkeg

❤
i hope you guys enjoy this video","https://youtu.be/mrg92zrwkeg

❤
我希望你们喜欢这个视频"
11376,Ugwpfpaoj2IC6VTFzmh4AaABAg,0,3 years ago,"i hope how to marry my wife is like that, my god i love it",我希望如何嫁给我的妻子那样，我的上帝，我爱它
11325,UgxzgcqW7sYpzRPbgch4AaABAg.97f9g7hAMLj97kAYeLJMkL,0,3 years ago,"@ragnarsilverthorne4465 i've eaten all those things before, escargot in butter/garlic sauce was amazing. you do realize i was making a joke right? well, hope someone laughed",@ragnarsilverthorne4465我以前吃过所有这些东西，黄油/大蒜酱中的escargot真是太神奇了。您确实意识到我在开玩笑吗？好吧，希望有人笑
11236,UgzWpwOQHrkvNjYfkKN4AaABAg,0,3 years ago,"the younger sister is probably going to return to a big city in the future. the younger sister is sincere and kind. i take care of my mother at home for more than half a year, and sometimes i have complaints. i feel that she is too disobedient. temperature, but i still have to take care of her after complaining. i just have to work out of work, alas. i hope the grandmother’s grandmother is 100 years old",小姐姐以后估计还是要回归大城市的，小姐姐是真心善，我在家里照顾妈妈大半年时间，有时候都会有怨言，觉得她太不听话，得了癌症晚期还不配合治疗，还乱爱发脾气，可是内心埋怨完还是要好好照顾她，我才刚25，还是得出去工作啊，唉。希望小姐姐的奶奶长命百岁
11124,UgwUF7evkW75Mcu8ajd4AaABAg,0,3 years ago,work so hard hope she get some rest,很难工作，希望她能休息一下
11035,UgztclkFutMyDhLhO3p4AaABAg,0,3 years ago,hope you feed the dogs well. everytime i see your video i see a new dog. i really like your videos and i m not trying to be mean but do you also eat your dogs? are they your pet or livestock?,希望你能很好地喂狗。每当我看到您的视频时，我都会看到一只新狗。我真的很喜欢你的视频，我不是想成为卑鄙的人，但是你也吃你的狗吗？他们是您的宠物还是牲畜？
10923,Ugxw9kV-f9D8b0CSURp4AaABAg,0,3 years ago,"ly tu that, i think you shoud write a book, talk a bout how to china cook,, i really realy hope you do it",ly tu，我想你写一本书，谈论中国厨师的回合，我真的希望你能做到
10781,UgyYslMMM30aI1syXXh4AaABAg,0,3 years ago,"i hope she, her crew and family did get the ccp virus",我希望她，她的船员和家人确实获得了CCP病毒
10619,UgzVAiP07vh_GSTrIm14AaABAg,0,3 years ago,"li, thank you. i hope you're safe.",李，谢谢。我希望你安全。
11579,UgwOKaIWeB3nIXK7cUJ4AaABAg.97SYDnx5UUw9EufpgWqklo,0,2 years ago,"https://youtu.be/mrg92zrwkeg


i hope you guys enjoy this","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个"
10581,Ugyk4xumjIW-s6u_thZ4AaABAg,0,3 years ago,so beautiful videos. greetings from germany. i hope there are more german spectators ..,如此美丽的视频。来自德国的问候。我希望还有更多的德国观众。
10554,UgyBw9PEGP_lHQwxqEl4AaABAg.98e8mRXCz-o9Eufm9tjuYF,0,2 years ago,"https://youtu.be/mrg92zrwkeg


i hope you guys enjoy this","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个"
10431,UgwFRtAEvMN1AST3KiN4AaABAg,0,3 years ago,imagine what the world will be like if we all live our lifes like that???? i grow up to quite the same set up but back then i was 8 and i dint had much control over it. now im 34 and hope some day to go back to this life style.,想象一下，如果我们所有人都这样生活，世界将会是什么样的？？？？我长大了到完全相同的设置，但是那时我是8岁，我多么控制它。现在我34岁，希望有一天能回到这种生活方式。
10226,UgzbTJgct5t5V_ZWt5h4AaABAg,0,3 years ago,"i like ziqi so much, she is smart, capable, and very kind. her video reminds me of a beautiful experience of living with her grandmother in the rural hometown in jiangxi when she was young. zi yan's cultivation is what my grandma often taught me what i want to have when i was a child. zi yan reflects the traditional virtues of many chinese women. in the future, the person who marrys ziyi will be blessed. i am making a dream and hope she can be my daughter -in -law. essence essence essence essence",我太喜欢子柒了， 她聪明，能干，而且非常的善良。她的视频让我想起小的时候在江西的农村老家和奶奶一起生活的美好经历。子柒的修养就是我奶奶在我小时候常常教导我要具备的。子柒身上体现了很多中国妇女的传统美德。将来娶子柒为妻的那个人一定得福了。我在做美梦希望她能成为我的儿媳。。。。。
10141,UgwLtSH78edCIIRfTEh4AaABAg,0,3 years ago,do you show grandma your completed videos? hope you’ll answer for me,您会向奶奶展示您完成的视频吗？希望你能为我回答
10092,UgyF9VwbA3EbImJu4ux4AaABAg,0,3 years ago,the number of people who love and spread liziqi's attendance. hope everyone will support my channel,热爱和传播Liziqi出席的人数。希望每个人都支持我的频道
9973,UgxZ5gBCs-6FnXyY4C94AaABAg,0,3 years ago,"i want to help you, i pray for you to be healthy and can still cook but you are diligent, hopefully healthy ๐ข๐ข๐ข",我想帮助您，我祈祷您保持健康并且仍然可以做饭，但您很勤奋，希望健康
11480,UgyDnm-755Ko1WkxZHl4AaABAg,0,3 years ago,"it looks delicious. essence however, i am worried about whether the green snails have hidden safety hazards, such as parasites, i hope i think wrong.",看上去很好吃。。不过我很担心青螺是否有安全隐患，比如寄生虫之类的，希望是我想错了。
12564,Ugy2n5w6_wQqVez89iN4AaABAg,0,3 years ago,i hope my soul mate is a thai korean tamvan tajir good loyal children,我希望我的灵魂伴侣是泰国韩国Tamvan Tajir好忠实的孩子
