,cid,votes,time,含hope,含hope中文翻译
26846,Ugyx1XkP95547be964d4AaABAg,0,3 years ago,why do dogs seem to be growing up and other puppies are missing the dogs and they are killed. hope it's not true in my mind ..,为什么狗似乎长大了，其他幼犬想念狗而它们被杀死。希望这在我脑海中不是真的。
26822,UgycfxGK8LuzDy2L5Xt4AaABAg,0,3 years ago,whete is the lamb now? hope he is still alive.,惠特现在是羔羊吗？希望他还活着。
26726,UgysnTR5Dh64MGw_PT14AaABAg,0,3 years ago,hope oil has such a life๐๐,希望石油有这样的寿命
26704,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9RsRys7CeCx,0,1 year ago,i know it's been a year now but i hope and pray you're happy and healthy,我知道已经一年了，但我希望并祈祷你快乐和健康
26693,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9RJ91UqjVbG,0,1 year ago,i hope you get better!,我希望你好起来！
26665,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9OkEEhDzVMh,0,1 year ago,"that's good to hear! i'm proud of you, hopefully this will keep up! ~",听起来还不错！我为您感到骄傲，希望这会跟上！ 〜
26641,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9LyCIzxClpM,0,2 years ago,"this comment is 1 year ago so i hope you're in a better condition? depression is surely hard, but i'm glad that you're here and trying your best โบ๏ธ",此评论是1年前，所以我希望您状况更好吗？抑郁肯定很难，但是我很高兴您在这里尝试最好的☺️
26625,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9KIdvrPqRji,0,2 years ago,i hope you feel good now,希望你现在感觉良好
26620,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9K84vfcIRl0,0,2 years ago,hope you still well...๐ฅฐ๐ฅฐ,希望你还好...
26618,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9K15sbbKq2c,0,2 years ago,that video is like an injection of the hormons of happiness directly into the brain. you start to see colours again. i hope you are well. :),该视频就像将幸福荷尔蒙的注射直接注射到大脑中。您开始再次看到颜色。我希望你一切都好。 :)
26612,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9JaIkTll5KJ,0,2 years ago,hope you are doing well a year from then,希望您从那以后做得好
26542,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9Bv_l9w_PZ5,0,2 years ago,thatโ€s an amazing accomplishment!! depression is so hard or sucks the motivation out of any and everything. better days ahead i hope youโ€re doing great still โจ,这是一个了不起的成就！抑郁是如此艰难，或者从任何事情中汲取了动力。未来更好的日子，我希望您做得很好✨
26537,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9BXPTpO0VWc,0,2 years ago,god is love just love yourself and others. everyone needs love. love is the creation. love is everything. do every little good things. all big things are made by little things. respect good little things and little hopeful thoughts.,上帝是爱只是爱自己和他人。每个人都需要爱。爱是创造。爱是所有。做所有的好事。所有大事都是由小事做的。尊重好的小事和几乎没有希望的想法。
26530,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9BCEdXPgXDm,0,2 years ago,i hope you are okay now. cheer up^^,我希望你现在还好。振作起来^^
26470,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy98rCQsFcQuP,0,3 years ago,hope youโ€re doing well still! ๐ฅฐ๐’,希望你还好！
26378,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy94rntGhwGiF,0,3 years ago,hope you're doing well today. never give up.,希望你今天过得很好。永不放弃。
26228,UgzjSgyURsachcQoh2Z4AaABAg.8zl1Qj85dt08zpwp_YRgdA,0,3 years ago,"tedulous 
she has crew definitely, how could you expect her to do all the stuff? but the life is real, and thatโ€s what i think really matters, as well as the spirit and style.
hope you enjoy this video:)","乏味
她肯定有船员，您怎么能期望她做所有的事情？但是生活是真实的，这就是我认为真正重要的，以及精神和风格。
希望你喜欢这个视频:)"
25853,UgzJdyMzGGCx0ja2oQZ4AaABAg,0,3 years ago,i hope you are very resourceful,我希望你很足智多谋
25789,Ugzgq5ANGr0HvJ1OOvl4AaABAg.9--uErStKdg9-4XVQn6UU1,0,3 years ago,okami yoshino hope they donโ€t eat them๐,Okami Yoshino希望他们不吃它们
25628,UgzQL2LuCpmIR7aL1kh4AaABAg,0,3 years ago,"oh my lord, i hope to live their life ๐คฒ๐คฒ",哦，我的主，我希望过他们的生活
20806,Ugxp_LBlsuVzYOTZ5Pd4AaABAg,0,3 years ago,"the three little little dogs are very cute. i hope to add some shots to feed the dog, otherwise it is cruel, but people are eating good. does the dog just come to the background of the event?",三只小幼狗很可爱，希望加点喂馋狗狗的镜头，不然很残忍，只是人在吃好料，狗只是来当活动背景吗？
20613,UgyVu9S4NWKPYPQFd7R4AaABAg,0,3 years ago,done subsscribe and watching ๐hope supporting my channel ๐๐๐https://www.youtube.com/channel/ucou-khrilt4vez3i3pipqng,完成并观看支持我的频道
16335,UgyXZ6_rL-I09f8SUcF4AaABAg,0,3 years ago,hope all there is such a large land to have its own farm source of ingredients hahahahaa,希望拥有如此庞大的土地，拥有自己的农场成分的来源哈哈哈哈
19108,UgwsP0Fs1kRbyt7OkYx4AaABAg,0,3 years ago,i hope to live here,我希望住在这里
18713,UgzbdqSlbziYU6j99Id4AaABAg,0,3 years ago,"i need someone like her. beautiful, wife material & can cook. where ever you are, i hope we meet soon",我需要像她这样的人。美丽的妻子材料，可以做饭。无论您身在哪里，我希望我们很快见面
18610,UgzH2nBcG6GDSHj-9Ud4AaABAg,0,3 years ago,"i love watching you. you are doing very good work. keep going like that. and i hope we will get rid of the epidemic world, and we will prevent the defeat of wild animals together.",我喜欢看你。你做得很好。继续这样。我希望我们能摆脱流行世界，我们将防止野生动物击败。
18599,UgwHCSOEaQbHUYfBq9J4AaABAg.96guUN3BWCr96mJINyvXLT,0,3 years ago,"thank you so much for your support hope you like chinese music too, here is the link, https://youtu.be/rhqecmtkgqu",非常感谢您的支持，希望您也喜欢中文音乐，这是链接，https://youtu.be/rhqecmtkgququ
18578,UgzyT4FKT2MqdZq8HxR4AaABAg.96jWZpAu0s096mJE9sT_E0,0,3 years ago,"thank you so much for your support hope you like chinese music too, here is the link, https://youtu.be/rhqecmtkgqu",非常感谢您的支持，希望您也喜欢中文音乐，这是链接，https://youtu.be/rhqecmtkgququ
18576,UgxcHWYvvpcNgV3I2b94AaABAg.96k0lf-RA7A96mJBJ6HeUJ,0,3 years ago,"thank you so much for your support hope you like chinese music too, here is the link, https://youtu.be/rhqecmtkgqu",非常感谢您的支持，希望您也喜欢中文音乐，这是链接，https://youtu.be/rhqecmtkgququ
18522,UgxRuVq4P0FLZr-ehBh4AaABAg,0,3 years ago,i hope she will prepare that dog for dinner. origin of virus is china they china virus china virus(corona) eating dog meat and making show-off in the videos,我希望她能为晚餐准备那只狗。病毒的起源是中国，它们中国病毒中国病毒（Corona）吃狗肉并在视频中进行炫耀
18478,Ugxr86W925eaWxI6bKx4AaABAg,0,3 years ago,"what a delight of place, i hope to live in such a day.",我希望生活在这一天。
18465,Ugz2LsWNBocH3jnXq514AaABAg,0,3 years ago,lets hope she doesn't eat the dogs,希望她不要吃狗
18371,UgwcVzQMfzX0Aqc9lDJ4AaABAg,0,3 years ago (edited),"hay... i love to see you videos.. this video so special for me.. i wacth this so many times.. i hope i can practice someday,, so i pray that god bless you & your grandma.. ❤'t wait to see booth of you..❤",干草...我喜欢看你的视频..这个视频对我来说太特别了..我这么多次..我希望我有一天可以练习，所以我祈祷上帝保佑你和你的祖母。
18163,UgzJypKcwsIKSElBsEh4AaABAg,0,3 years ago,hmm. the same people who also spread covid19. hope she isn't from wuhan.,唔。同样传播Covid19的人。希望她不是武汉。
18159,UgzP5BmMbxqLEbHy0ix4AaABAg,0,3 years ago,"sister, this year's new year's eve did not post qaq, i hope to see the new new year's eve dinner every day",姐，今年年夜饭没发QAQ那段时间天天盼着能看到新的年夜饭
17850,Ugzll2fbpsnAibeI4ox4AaABAg.97V95rCtwGT97_421TyPKH,0,3 years ago,a双子星 wow that is messed up. i hope they catch the asshole. she doesnt deserve this. i love her videos.,一团糟的哇。我希望他们赶上混蛋。她不应该得到这个。我喜欢她的视频。
17513,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa98fHNqk-kf2,0,3 years ago,"@shaikhzamir5455 you know that china had only been open up to the world for 42 years right? our soxiety is still maturing, growing slowly... i guess its quite hard to abolish a tradition that hv existed for so long in such short time. we still got loads to learn n i hope we r getting better(´∀｀)♡. i know my parents and my grandparents used to live in an age of chaos, with little humanity and hope - when they described it to me it was atotal mess. but after the open up we improved quite a lot in these 42 years♡＾▽＾♡",@shaikhzamir5455您知道中国只向世界开放了42年，对吗？我们的毒冷仍在成熟，慢慢发展……我想很难废除HV在这么短的时间内存在这么长时间的传统。我们仍然有负载来学习n我希望我们会变得更好（'∀∀）。我知道我的父母和我的祖父母曾经生活在一个混乱的时代，几乎没有人性和希望 - 当他们向我描述这是一团糟。但是在开放之后，我们在这42年中取得了很大的进步。
17506,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa98YPZctCnsY,0,3 years ago,"@aghaphoenix6079 because the western media report all the negative news of china, blindly smear china, distort the truth, and those who don't know china will believe it, thus they will hate china, which is what some western media hope to achieve",@aghaphoenix6079，因为西方媒体报告了中国的所有负面消息，盲目涂抹中国，扭曲了真相，那些不知道中国的人会相信中国，因此他们会讨厌中国，这就是西方媒体希望实现的目标
17413,UgzCjHptQgBkI1H5t2V4AaABAg,0,3 years ago,i hope to be with you,我希望和你在一起
17390,Ugxrm08mbPvUUXg5qkZ4AaABAg,0,3 years ago,i hope u r doing safe in this hard time love ur vids <3,我希望你在这种艰难的时刻安全地爱你的vids <3
17329,UgxgaW4cwAsgJvEoV1t4AaABAg,0,3 years ago,the high quality production is really making me question the authenticity of all this tbh.. those multiple angle camera shots alone are so professional... its hard to believe that she's solely the only one behind the brains of this channel... i just hope and pray all this isnt scripted,高质量的制作确实使我质疑所有这些TBH的真实性。仅这些多角度摄像机是如此专业...很难相信她只是这个频道的大脑后面的唯一一个...我只是希望并祈祷所有这些都不是脚本
17137,Ugyq-mE4a0kDHk7s6UF4AaABAg,0,3 years ago,hope she is going to spare little puppies and lamb. beneath the garb..she must be really evil..no compassion for animals. when nature is so abundant with so many foods..why cant humans like her live plant based. animal agriculture killung our planet,希望她能腾出小幼犬和羔羊。在服装下。她一定是真的很邪恶。当大自然如此丰富的食物如此丰富时。动物农业杀死我们的星球
17032,Ugxyuqw3iT3P7oOkKmJ4AaABAg,0,3 years ago,i hope it does not feed those dogs to eat either.,我希望它也不会喂那些狗吃。
16883,UgwkwyPju0d8AfMVnwl4AaABAg,0,3 years ago,i hope to live and yaj,我希望生活和yaj
16674,UgwmpSqS-XlPLAJzF_N4AaABAg,0,3 years ago,"i'm very thankful to u
because of u i have a hope an success in my life an i think this is how we should live our life (100)percent natural","我非常感谢你
由于你，我希望我的生活成功，我认为这就是我们应该生活的方式（100）自然"
