,cid,votes,time,含sichuan,含sichuan中文翻译
48745,Ugz9GqrwOQjkZKeZQF14AaABAg.8qmXB6Y9kKz8rCqE33HgmU,0,4 years ago,"you are welcome to travel to her province, sichuan, the panda province. jiuzhaigou, a fairy tale place is in that province too.",欢迎您前往她的省潘达省四川省。朱兹哈古（Jiuzhaigou）也是一个童话的地方。
48291,Ugxbl2UPx_ZiN2OWCcZ4AaABAg.8qnDrN6F51O8qtTSMJAfkY,0,4 years ago,"there are this everywhere in rural sichuan, especially when the new year is coming to the new year",四川农村到处都有这个，尤其接近过年的时候
1,UgzegKF-M-hzDwoP5WZ4AaABAg,0,16 hours ago,"as a sichuan native, i was very moved and knew that you had experienced some disgusting people. give you the best wish, i hope you are happy!",作为四川人，看得很感动，知道你经历了一些恶心人的事情。给你最好的祝愿，希望你过得开心！
32993,UgzL492eqkGFzkRz7dB4AaABAg,0,4 years ago,"it's amazing, sichuan is really a good place",好厉害，四川真的是个好地方
18762,UgxC3reLdyEtjS49dI54AaABAg.96VffSwJqm_96W5Br1FOwW,0,3 years ago,china sichuan,china sichuan
15334,Ugx_XTIOgtkqhM0XNIp4AaABAg.99fqwnaIuX899nAWJxbF1g,0,3 years ago,"mianyang, sichuan",四川绵阳
15904,UgyT6e3xrfpsVI4-fQt4AaABAg.995duX6gq_r997IMiaC0Xy,0,3 years ago (edited),"this is sichuan province 5000 years is china 
not in tibet","这是四川省5000年是中国
不在西藏"
15982,UgxbAF8S33lqm2Qb-7B4AaABAg,0,3 years ago,sichuan girl can do it! sharp,还是川妹子能干！厉害
16037,UgyWfEenMgnm7qmhZ-J4AaABAg.98ysl2kvQR5992DGatL62p,0,3 years ago,sichuan (province),四川）
16207,UgyBwvWXIaXdWZkzQbl4AaABAg,0,3 years ago,"sichuan in accordance with the sentence of thien phu quoc, the fruit trees of the thousands of things to bloom",四川按照蒂恩·菲·库克（Thien Phu Quoc）的句子，成千上万的东西盛开的果树
16758,Ugw6Io6sIM0MKdFlsPR4AaABAg.98SJpbjALpQ991Be734SFv,0,3 years ago,"she’s from sichuan, china.",她来自中国四川。
17067,UgzIBBJ_MOuQxONAzit4AaABAg.98CXhDnx5qc98vx3-9WHFd,0,3 years ago,sichuan province，china,四川省，中国
17240,UgyQCfSHkZrhi_53ApR4AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer. 

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content. 

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"". 

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life. 

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤ 

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis 

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
17241,UgxTttH8_DhF7EexGr14AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer.

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content.

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"".

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life.

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
17319,UgxJu_DGW5J0uF_-vqZ4AaABAg.98-gM-8ph0598-xYiSt1jL,0,3 years ago,chengdu.a city of china. sichuan province,成都一个中国市。四川
17320,UgxJu_DGW5J0uF_-vqZ4AaABAg.98-gM-8ph059812AMqvQYw,0,3 years ago,"@chunruiguo2855 is not chengdu, it is mianyang, sichuan",@chunruiguo2855 不是成都，是四川绵阳
17347,UgwS10nlCzbym5SOUax4AaABAg.97zfot7iRq6985CTbmNnXe,0,3 years ago,"born in 1990,at pingwu county,mianyang city,sichuan province of china.video before 2018 taken by herself and cousin and after she becoming famous she had money to hire camera man.",1990年出生于中国四川省米扬市的平武县。2018年之前和堂兄在2018年之前，在她成名之后，她有钱可以雇用相机人。
19297,UgznR1gHJuw5jS8kC794AaABAg,0,3 years ago,sichuan dialect is too kind,四川话太亲切了
23094,UgyEGffCSCapYWhPlt14AaABAg.92ZOfZospFJ92rDONEL9Dw,0,3 years ago,"isn't li guo mianyang, sichuan?",李果 难道不是四川绵阳吗
19302,UgznR1gHJuw5jS8kC794AaABAg.95w_zDkqnUt95x9u6Neb-3,0,3 years ago,i want to go to sichuan again,还想再去一趟四川
19418,UgxgEgSeP-ryzYhAaBJ4AaABAg.95omBG9jNAC96BUjuM_bdg,0,3 years ago,李子柒，she is chinese from sichuan province,李子柒，她是四川省的中国人
19484,UgwJRIl_FChYLzDS3yh4AaABAg.95jI6DNgnNO95mHUiOKlRj,0,3 years ago,"sichuan province, mianyang city",四川省，绵阳市
20596,UgyTRj4RJnwIkUSOy4p4AaABAg,0,3 years ago,sichuan dialect,四川话说的
20640,UgxwnknF5vslmognHb14AaABAg,0,3 years ago,"li ziyu has been wandering in the city since 2004, sleeping in a park chair, and gnawing two months of hoe. when the waiter, 300 yuan a month wages. later, i went to the master to learn music, and then went to the bar to play the disc. in 2012, her grandmother fell ill and returned to her hometown in sichuan, then opened a taobao shop, did a small business, barely living. in 2016, she stepped into the short video space with her brother's encouragement to boost her taobao business. from the first one to shoot the video, now famous to have a team to help her",自2004年以来，Li Ziyu一直在这座城市徘徊，睡在公园椅子上，并在两个月的头上闲逛。当服务员每月工资300元时。后来，我去了大师学习音乐，然后去了酒吧播放光盘。 2012年，她的祖母生病了，回到了她在四川的家乡，然后开了一家淘宝店，做了一家小企业，几乎没有生活。 2016年，她凭借哥哥的鼓励加入了淘oo业务，进入了短暂的视频空间。从第一个拍摄视频的电影，现在很有名的团队来帮助她
21567,UgziYfxBgkhxmGv4jPJ4AaABAg,0,3 years ago,half of the sichuan people are specially supported!,半个四川人特意来支持！
21668,UgzvI0zo_ny0Wjhp9H54AaABAg.93QrfEGP8K793ZEfdwvWe6,0,3 years ago,an incredible girl from sichuan china,一个来自四川中国的令人难以置信的女孩
21920,Ugytv31ojovN9yVdePF4AaABAg,0,3 years ago,"come on, you are our pride in sichuan",加油，
22342,Ugx4UVsoV2TtaU3itcp4AaABAg.92y7bo-t6TA9319miGt9fx,0,3 years ago,sde niadaha sichuan province china,SDE NIADAHA四川省
22547,UgzTCsIHXfEiQNQOHWR4AaABAg,0,3 years ago,"so great!
i heared li is the girl from sichuan province of china, i'm also from here.
and i saw the scene in the video and hearing the voice of sichuan dialect , i feels peace.","很好！
我听到李是来自中国四川省的女孩，我也是这里的。
我在视频中看到了场景，并听到了四川方言的声音，我感到和平。"
22875,Ugz0NZSVHswpfGThJRl4AaABAg.92fg_KaqIxK92oRI_1ZaPL,0,3 years ago,"it is showing the food culture of various places. the sugar gourd is obviously not from sichuan. she went to learn and show it. the most powerful thing is that she has done even better than those who have decades for decades! a scary learning and hands -on ability, if she goes to general, it is estimated that she can make an aviation engine soon. essence essence",是在展示各地的饮食文化，糖葫芦明显不是四川的啊，她是去学了再来展示的。最厉害的地方在于，她做的甚至比那些几十年的老手艺人还要好！吓人的学习和动手能力，她如果去通用，估计很快能做出航空发动机。。。
22943,UgzZDBzrcN0Senkcg9N4AaABAg,0,3 years ago,"i like sichuan ๆ‘, i have stayed in the mountains of sichuan for 3 months, the food is beautiful, and there are also cheerful sichuan people. li ziyi, you have made a desirable life, thanks",喜欢四川
15333,Ugwpabrat2txta1vDTJ4AaABAg.99gTeYO-_A599nAPgHKe1F,0,3 years ago,sichuan,四川人
14961,UgwlSmmUZf3zmQ30_wV4AaABAg.9A5xIUuL4-s9B0T1WH89xi,0,2 years ago,"she is at sichuan basin area (close to border tho), which is a warm place suitable for citrus growing.",她在四川盆地地区（靠近边境），这是一个适合柑橘种植的温暖地方。
13737,Ugw1DghXZ0sEXLsc6G54AaABAg.9BWNzhxOouu9Bh7IcLJchT,0,2 years ago,sichuan province,四川
13499,Ugx7yKSXyM3o_dAePZ54AaABAg.9Bkyjte0NlD9BmRk3de1lF,0,2 years ago,"sichuan climate has changed greatly, suitable for plant growth, you see she also plant tropical fruits",四川气候变化大，适合植物生长，你看她还种了热带水果
519,UgwYGp8ZYkTquE5XYCJ4AaABAg.9m-PXcm7BFc9mQjF-o5n2C,0,3 months ago,"sichuan, china",中国四川
682,Ugz73nwc5Qpz3xTbrfF4AaABAg.9kWJ7l9gW-29kp2Uhcv8Ne,0,5 months ago,mianyang city in sichuan province,Mianyang City in Sichuan Province
739,UgyeWIfaxzROa9XP_K54AaABAg.9kCMGbYQylU9kp33wOtfnt,0,5 months ago,"you are too exaggerated. the main thing of the rural dogs in sichuan on our sichuan is also the house. when the pets are the main, the dog team in the 2009 killed my hometown.",你这也太夸张了，我们四川这边农村土狗什么的主要也是看家的啊，当宠物为主，以前00年代打狗队把我老家的狗打死了难过死了
1522,UgyUkMXc-TCI7TYPbkB4AaABAg.9cbX4YuWZ0e9eZTqUo3CcA,0,10 months ago,"what are you thinking? not china, taiwan, is sichuan, china sichuan",在想什么呢？不是中国台湾是中国四川
3563,UgwJGAPAiCkJD-ddmM94AaABAg.9TertAS5sNd9Tg9Zdrl5F1,0,1 year ago,"sichuan province, china",中国四川省
3775,Ugy1ijqzNkhgdZ9yA4N4AaABAg,0,1 year ago,shes truly the number 1 jade beauty from sichuan province.,她的确是四川省的1号翡翠美女。
4489,Ugzwg-i1WcdM9TRxtlF4AaABAg.9R7Bc9NQrCu9RFet8dCel0,0,1 year ago,"in china especially in sichuan province, also have kimch, but this name is used for all pickled vegetables",在中国，尤其是在四川省，也有Kimch，但此名称用于所有腌制蔬菜
4808,UgwotVtOQyVWEQL0hTp4AaABAg.9QL82uSxCt_9QNXyBxED93,0,1 year ago,"the girl live sichuan province of china, a small mountain village,the videos is make traditional chinese snacks.rural life",女孩中国的四川省，一个小山村，视频是传统的中文小吃。
5453,UgwAfQr9F7ah53K4t9J4AaABAg.9OddeMtn03v9OfTJRiWW8x,0,1 year ago,sichuan province in china,中国四川省
6711,UgzcVydoKO4mk6LWJlN4AaABAg.9LNokyFv-9N9LOCpJQ1jzM,0,2 years ago,lmao that's unnecessary. this is the life of ordinary villagers in the beautiful sichuan area. ziqi and her team have the skill and aesthetics to present it in a calming way.,lmao是不必要的。这是美丽四川地区普通村民的生活。 Ziqi和她的团队具有以平静的方式呈现的技巧和美学。
7206,Ugz8Pru4BPQjN1CxkFx4AaABAg.9K9TEXmVaAa9L8fwzK1Hbk,0,2 years ago,"welcom to sichuan,china",Welcom到中国四川
7485,UgwsgMDvqUFtLy9pn0l4AaABAg,0,2 years ago,"time flies
zi is on the sichuan: the deceased is like a husband, i don’t give up day and night","Time flies
子在川上曰：逝者如斯夫，不舍昼夜"
7787,Ugzs4WXXc8sdSl0gsHp4AaABAg.9JQ8zPGq6ae9JyFvJFSS2c,0,2 years ago,"@shinkurosetta2157 the fuck did you get that from 
if you look at sichuan, yea, life is like this, i don’t know why y’all think it’s so hard to believe :|","@shinkurosetta2157他妈的你是从
如果您看着四川，是的，生活就是这样，我不知道为什么你们都认为很难相信：|"
8476,Ugxz0A55vBVA3-xEpOF4AaABAg.9IWDERFmCyB9JWiIBsQzY5,0,2 years ago,welcome to sichuan china,欢迎来到中国四川
9412,Ugyhhjfn6cmbc0aOqb54AaABAg.9HDNGftLM_29HH5tpgzGwv,0,2 years ago,sichuan province in china,中国四川省
10188,UgyW_k6J_kRXE8ynT-p4AaABAg.9GLVZjpXVKn9HH6ccnVIU-,0,2 years ago,donโ€t you ever just....want to ditch the life here and move to sichuan china with her,你不只是....想抛弃这里的生活，并与她一起搬到四川中国
10190,UgyW_k6J_kRXE8ynT-p4AaABAg.9GLVZjpXVKn9HHCnLTjp93,0,2 years ago,"@everythingisalright2549 ok then, come to my house, letโ€s illegally immigrate to sichuan since weโ€re all broke and you know that",然后
10720,UgzTUVubVu3DX5MKRo54AaABAg.9FaDSoaoc3o9HH4vafhLhW,0,2 years ago,sheโ€s from sichuan province in china,她来自中国四川省
10780,UgzSU8v-qQrQinecX614AaABAg,0,2 years ago,tet in sichuan is so happy,四川的tet很高兴
11558,UgyhXj33A5iz8-u4Vld4AaABAg.9EQ_5rMHAP29EU3p0pq_b9,0,2 years ago,china sichuan,China sichuan
11597,UgzIqPk21FoWyg1ZZUF4AaABAg.9EOss8XUAU69El0aDMsY9i,0,2 years ago,"china sichuan/ sichuan, china",China Sichuan/ 中国 四川
12972,UgwtlzWr7QXrXDkCjh54AaABAg,0,2 years ago,"fun fact: she is in sichuan province, the province known for its spicy food and hot looking people. the capital city of the province, chengdu, gives 100+ countries visa-free on arrivals to boost the local business.",有趣的事实：她在以辛辣的食物和热情的人而闻名的省四省。该省首都成都为100多个国家提供了无签证，以促进当地企业。
13278,Ugz7UXty7Tgr1-bKuXF4AaABAg,0,2 years ago,her hometown is really beautiful in sichuan province china,她的家乡在四川省
13380,Ugwz_8z7medIzeBd2r14AaABAg.9BtUVuTpIUe9C0mdSV5bAw,0,2 years ago,"i am from jiangsu, and i want to say that we are wealthy in the countryside here, and we will do these things when we were young. in addition, i have classmates from mianyang. i used to visit her hometown in sichuan. it is really beautiful. there are many mountains, almost in the video.",我来自江苏，我想说我们这里农村普遍富裕，这些东西我们小时候也会做。另外我有绵阳的同学，我曾经去四川参观了她的家乡，确实很美，有很多山，和视频里的差不多
13449,Ugy1r1ukYlGOCEX02C94AaABAg.9BoMps1mmw-9Tue0QrV1Vz,0,1 year ago,"@mandarkulkarni9688 mianyang city, sichuan province, china",@mandarkulkarni9688 中国四川省绵阳市
23049,UgwbEYkMiFbhUE_gEQZ4AaABAg.92ZVbqk4CO792bMHFDxrMT,0,3 years ago,"ardan fusin both not, it's sichuan dialect",Ardan Fusin都不是，这是四川方言
23251,Ugy2n7RiDBzn4qtNii94AaABAg.92TdYeqSeLB92Tr48aZ6TT,0,3 years ago,the older generation in sichuan still lives like this,四川老一辈人还是这么生活的
32943,UgyClvXe5gUY9zH7QDJ4AaABAg.8vaGkU8RMDE8vdXg-AG04z,0,4 years ago,"haha, from my province, sichuan, that is the spicy szechuan food and szechuan pepper's hometown. chengdu is the capital city, very busy with 15m population. her home is about 150km north of chengdu.",哈哈，来自我省的四川，那是辛辣的Szechuan Food和Szechuan Pepper的家乡。成都是首都，非常忙于1500万人口。她的家位于成都以北约150公里。
30279,Ugys3Dvxch48kUqaMYx4AaABAg.8xAWERBl8vJ8xAXxXos28f,0,3 years ago,"rural area of mianyang city, sichuan province, china",中国四川省Mianyang City的农村地区
28109,Ugw_scpE_2r8VlSIH3N4AaABAg.8yo8txevtTc8yqYgHNEXxP,0,3 years ago,"kim in -soo sichuan, china ๐ผ",Kim in -soo Sichuan，中国
28215,Ugx7zmsuWTgQRMkNOYx4AaABAg.8yj8e3t17RB8ykHLr9bbD8,0,3 years ago,"sichuan province, in southwest china, a province in the southwest china, sichuan province, panda s hometown","四川省，在中国西南，A province in the southwest China，Sichuan province, panda s hometown"
28219,UgxXYk16w9EAIpikXYh4AaABAg.8yi2Xb4WMHk8yjYCZF6LM-,0,3 years ago,"juliet wong she lives in sichuan. she is from sichuan, china.",朱丽叶·黄（Juliet Wong）她住在四川。她来自中国四川。
28774,UgyYVw1i9bLD71bv95x4AaABAg,0,3 years ago,"sichuan is really the country of tianfu, rich in products!",四川真乃是天府之国，物产丰富！
29019,UgwiBgt4bBdNYfcqUnJ4AaABAg.8y8UiLx_qH38yC4xdY-Mu-,0,3 years ago,"mianyang city, sichuan province, china","Mianyang City, Sichuan Province, China"
29032,Ugx7eNqIVUCOBhBEizd4AaABAg,0,3 years ago,"her hometown was in a county in sichuan. she grew up with her grandmother since she was a child. she moved her home several times for others not to disturb her grandma. then, then",她的老家在四川的一个县城，从小跟着奶奶长大，为了别人不打扰她的奶奶搬了好几次家，这的确是她的生活方式，被媒体关注之后，现在也有了自己的团队来录制节目.
29089,UgzZLjZGhpfm_2tQg9d4AaABAg.8y54UY6tA268yC5kmJJtjT,0,3 years ago,"mianyang city, sichuan province, china","Mianyang City, Sichuan Province, China"
29163,UgyKVwM0cgv_Yd5nGbx4AaABAg,0,3 years ago,girls in sichuan are so clever and beautiful.,四川的女孩都是这么心灵手巧，美的这么与世无争
29360,UgzBjyDMlo2E1GbiNtx4AaABAg.8xo7pGUr9j48xoIkguHBc4,0,3 years ago,"swati saadhu ๏ผliziqi lives in mianyang,sichuan province which located at southwest in china.",斯瓦蒂·萨杜（Swati Saadhu），利兹奇（Liziqi）居住在位于中国西南部的四川省的米亚扬（Mianyang）。
29433,UgzUg1_uK2RKTrQVeAx4AaABAg.8xj_PlRIZya8xnjPy9rknI,0,3 years ago,sichuan,四川
29736,UgwFEuGvUruoNDP6A794AaABAg.8xXBPJaE2wy8xrGj434BG1,0,3 years ago,"mianyang city, sichuan province, china","Mianyang City, Sichuan Province, China"
30275,Ugw7YgqGYq1LP6iGAi14AaABAg.8xBrUAtre6h8xGmslO_r9T,0,3 years ago,sichuan mianyang,四川绵阳的
30351,Ugxd0BsNV30ljlQSoXN4AaABAg.8x79he1ZBOg8xAZYsztk71,0,3 years ago,"rural area of mianyang city, sichuan province, china",中国四川省Mianyang City的农村地区
23316,UgzQjPF08eImU5qutyZ4AaABAg.92R0Qvpj9gR92XjDorEXLS,0,3 years ago,"go to sichuan, china, maybe u can find the food, lol",去中国四川，也许你可以找到食物，大声笑
30372,UgwkP17qJVdF63Jw5b54AaABAg.8x5Jqsb3e188xAZoEvi8hX,0,3 years ago,"rural area of mianyang city, sichuan province, china",中国四川省Mianyang City的农村地区
30801,UgxeqIcbo9_LKZ-4-5V4AaABAg.8wkHiHftbbh8wqi0EN_6Z3,0,3 years ago,"wow, i hope i have the opportunity to go to sichuan, thank you",哇，希望有机会去四川，谢谢你
30850,UgzYGm1ApH9epIZreTt4AaABAg.8wi6Okt2yLQ8xAfZMlz5jL,0,3 years ago,"rural area of mianyang city, sichuan province, china",中国四川省Mianyang City的农村地区
30886,UgwzHdeQqkFBP_PlUt54AaABAg.8wgHLCgVbBB8whYJ_P6lOK,0,3 years ago,iswatun hasanah sichuan is located in china๐,Iswatun Hasanah Sichuan位于中国
31754,Ugxui9GnR2xevoXu9Op4AaABAg.8w4ixe0nEft8wEk6tkgzWs,0,3 years ago,"a small countryside in mianyang city, sichuan province, china sometimes shots in yunnan and tibet autonomous regions.",中国大陆四川省绵阳市的一个小乡村，有时候是在云南省、西藏自治区取景。
31887,UgwNa1-MMcCqT2NuaVR4AaABAg.8w2LXwVR6fa8wEkZwHTMrV,0,3 years ago,"she is chinese๐๏ผand she lives in sichuan province, china.
not japanese๏ผ๏ผ","她是中国人，她住在中国四川省。
不是日本！！"
32084,Ugxl31TReVYHeqCwVO94AaABAg.8vzN-N6rZam8wEkyzrFTcL,0,3 years ago,"mianyang city, sichuan province, china",中国大陆四川省绵阳市
32148,UgwInpnXBLvmzAezagd4AaABAg.8vy1tTJo2SG8vyA-c6r44Z,0,4 years ago,"panda red sichuan,china",中国熊猫红色四川
32239,UgwcheoxSWUIWnrylgN4AaABAg.8vxWHqhro3P8wEl84En6jU,0,3 years ago,"mianyang city, sichuan province, china","Mianyang City, Sichuan Province, China"
32386,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM91QP_AlDlVv,0,3 years ago,"at least bring few more labourers, she's not the only person work all these out. being logical, you should figure this out. try to learn from sichuan ppl there, and they will guide you for the answers.",至少要带来更多的劳动者，她并不是唯一所有这些工作的人。合乎逻辑，您应该解决这个问题。尝试向四川PPL学习，他们将指导您寻求答案。
32579,UgxmVMpeXjFZm7pNIMV4AaABAg.8vkOMmcY2ov8vnv7HXYABI,0,4 years ago,"jai kishan mianyang, sichuan province, china","Jai Kishan Mianyang, Sichuan Province, China"
32836,Ugx2qcicRWF-gJlMh4p4AaABAg,0,4 years ago,"this is from my hometown, sichuan province, one of the most beautiful provinces in china. you may know szechuan food and szechuan pepper,all are from sichuan. her home is about 150km north of the province's capital city chengdu (a mega modern city). you can take a nonstop flight from london, paris, la, or ny to chengdu.",这是我的家乡四川省，这是中国最美丽的省份之一。您可能知道Szechuan的食物和Szechuan Pepper，都来自四川。她的家位于该省首都成都（一个巨型现代城市）以北约150公里。您可以从伦敦，巴黎，洛杉矶或纽约乘坐不间断的航班到成都。
28066,UgxRCqNyAugB1eul1Np4AaABAg.8yq_MaMLcj18yu3NSJ784s,0,3 years ago,i believe in sichuan beauty,四川美女多我是信了
27983,UgwghLBn4ZOareAiKx14AaABAg,0,3 years ago,why not introduce some sichuan dishes? it would be very delicious.,为什么不介绍一些四川菜？会很美味。
27706,UgyBT_uobGddYNwbPmB4AaABAg.8z8aAC7Hduu8zGcQrmvJVK,0,3 years ago,year. sichuan is vietnamese word. i am vietnamese,年。四川是越南语。我是越南人
27618,UgxAdc2OTCtdIOn125V4AaABAg.8zDRscMuwDS8zY4hqxgpne,0,3 years ago,"@non-bu7lz sichuan, kind dialect",@anon-bu7lz 四川人，亲切的方言
23630,UgyDXXVpO8nWN9Nfi7x4AaABAg,0,3 years ago,"to the new : her name is li zi qi, she is from china, sichuan province. image china map is a chicken, she stays at the heart of the chicken in the mountains. well, sichuan is a basin and very humid, thatโ€s the reason our people eat a lot of chilies & peppers(the pepper is different from the western black pepper, it is a local product create tingly numbness in month) to release the humid in body. sichuan cuisine is the most widely served cuisine in china(like kongpao chicken)... 
in chinese culture, the intension of return to cropland, is to achieve soul's return and spirit's salvation, many modern chinese admire such idyllic life but not enough courage to give up city life & return rural like i do.... we only can console ourselves through the video like this","新的：她的名字叫李齐·齐（Li Zi Qi），她来自中国，四川省。图像中国地图是鸡肉，她留在山上的鸡肉中心。好吧，四川是一个盆地，非常潮湿，这就是我们人民吃很多辣椒和辣椒的原因（胡椒与西部黑胡椒不同，这是一种本地产品在月份造成麻木的原因） 。四川美食是中国最广泛的美食（例如Kongpao鸡肉）...
在中国文化中，重返农田的直觉是为了实现灵魂的回归和精神的救赎，许多现代中国人欣赏这种田园诗般的生活，但没有足够的勇气来放弃城市生活和像我一样的乡村。通过这样的视频我们自己"
23705,UgwM0dySKx7ZUT-Fned4AaABAg.92EWx_NqxMa92Sqdm0lTgq,0,3 years ago,"she is her grandma, she is an orphan, we are one place in our place in mianyang city, sichuan province",是她奶奶 她是孤儿 我们一个地方的 在四川省绵阳市
