,cid,votes,含love,含love中文翻译
44570,UgyeeyzrkEedMcwn1BJ4AaABAg,0,"i loved...
i was even relaxed","我喜欢...
我什至放松了"
39035,UgxLYPbSzgvbv63IY_d4AaABAg,0,"i so love her, i want to marry her ๐ค—",我是如此爱她，我想嫁给她
39027,Ugytk_xYMLmZw0o46ll4AaABAg,0,love you,爱你
44578,UgyQYFz0kIfcfp2OzON4AaABAg,0,lots of love from india,来自印度的很多爱
44582,UgysUZiAGs6FK2KpyLZ4AaABAg,0,"i am indian, i don't understand but whatever you do looks very good, you're so talented girl, i love❤ watching your videos, it makes the senses relax",我是印度人，我不明白，但是你所做的一切看起来都很好，你是如此有才华的女孩，我喜欢看你的视频，这使感官放松了
41548,Ugyx7ejuhE4uKLhKfz94AaABAg,0,i love this channel <3,我喜欢这个频道<3
2751,Ugx4KPcfmb9PZiww0f14AaABAg,0,i love you,我爱你
39006,UgwZ3Fkmy26eNUGwXZ94AaABAg,0,i fell in love with that woman ๐๐,我爱上了那个女人
39005,UgwR1FirvU9qUeKFT594AaABAg,0,"her videos is simple as her look
most beautiful video and traditional โค
just love the way she works and her works shows her patience.","她的视频很简单，因为她的外观
最美丽的视频和传统❤
只是喜欢她的工作方式，而她的作品表现出了耐心。"
41544,Ugx2CvNRilBGrosQ2lR4AaABAg,0,i really love this life style.. pure ... simple & close to nature ... great job,我真的很喜欢这种生活方式..纯净...简单而靠近自然...出色的工作
41529,Ugz3GERV-QnYmUT6pUN4AaABAg,0,"hai...from india
u r a loveable person sister","海...来自印度
你是一个可爱的人妹妹"
38993,UgxFiaRBhs4UOwemDHt4AaABAg,0,i love you,我爱你
43624,UgyKWhu3dNah1ezxMKV4AaABAg,0,my first mukbang video....please have a look all food lovers,我的第一个Mukbang视频....请看所有食物爱好者
41773,UgwkOVCikipUNKX7Xzt4AaABAg,0,this is the first time here. i love everything!!!,这是这里的第一次。我爱一切！！！
43617,Ugzw30nzs_9NmW5rrCV4AaABAg,0,"i would love to spend a day with this lady and just watch and learn. hard working, but living simply.",我很想和这位女士共度一天，只是看和学习。努力工作，但过着简单的生活。
42140,UgwUgFUCjOtaA8JZPaR4AaABAg,0,wow..shes so lovely...i would love to live with her and her family and help out...this is how you truly live!!!,哇。
42955,Ugzs_FdN89rNWLKSLHp4AaABAg,0,i loved it. so neat n clean n now ready for winter,我爱它。所以整洁的n干净N现在准备冬天
42193,UgwFzXciGdyZQ08jEQd4AaABAg,0,i like dog and goat i love this,我喜欢狗和山羊，我喜欢这个
3050,UgzaLeMM5n3FnQsnCeh4AaABAg,0,i love your vedeos,我爱你的vedeos
42161,UgwpEd5GXSOSniEvGcJ4AaABAg,0,wow it's so good namn its i love it,哇，真是太好了，我喜欢它
3040,Ugy4LOuPWy8ISdnkCRZ4AaABAg,0,entertainment show.. i have always love to watch this girl video whenever my mind told me to take rest.,娱乐节目..每当我的想法告诉我休息时，我一直很喜欢看这个女孩的视频。
40937,UgyUZxSGEifiLqmJvOR4AaABAg,0,"so sweet beautiful cute pretty ,,lovely very good job,,best off luck gd bless you,,,,",如此甜美美丽的可爱漂亮
3526,UgxStVrPIl4mBdz0z2x4AaABAg,0,"super...i love watching your videos, lt is simple and just like movies... so cute puppies and lambs",超级...我喜欢观看您的视频，LT很简单，就像电影一样...如此可爱的小狗和羔羊
42979,UgwAj8uciEHxoCx5Afd4AaABAg.8rTSJlySc2P8rkiyTGotLj,0,im in love!,我恋爱了！
40487,UgwK5arQMDlMCvbEmkV4AaABAg,0,i'm in love...,我恋爱了...
40941,Ugwa_9p62MebCHpd5PF4AaABAg,0,i love it so much,我非常喜欢
42985,UgxA-N0AprMBuScf5QN4AaABAg,0,"i would love to write in words what i feel to see this video but it is impossible, thanks for sharing.",我很想用文字写我想看这段视频的东西，但这是不可能的，感谢您的分享。
40444,UgzMEEixkII-a6Knk354AaABAg,0,"fighting, i really love your film. and you so beautiful.",战斗，我真的很喜欢你的电影。你真漂亮。
40434,UgwSwsl1rV66UMDjGcp4AaABAg,0,i love you,我爱你
42986,UgwF3B4DwJ41oqwKcpJ4AaABAg,0,"this woman is beautiful.
worker and dedicated, a love
<3 what i would give for someone like her.","这个女人很漂亮。
工人和敬业，爱
<3我会给像她这样的人。"
42997,UgytePPwtQpOBrLLCHl4AaABAg,0,i love you anita and lipu,我爱你Anita和Lipu
43008,Ugz8rOVhAO8Qm-ol2b14AaABAg,0,i love you,我爱你
42953,UgxBgIkKlYu75Wf6Z6R4AaABAg,0,i am in love with you marry me pls pretty lady,我爱上了你嫁给我
42951,UgzUybQ9_gcpMIbZVy54AaABAg,0,"this puppies i love it..
give them some snacks, they helping!!","我喜欢的这只小狗..
给他们一些小吃，他们帮助！"
40906,Ugyntyj8881R5XInr9R4AaABAg,0,i love u...write me please...,我爱你...请给我写...
40919,UgyUo90KFlbU_h4sZQ94AaABAg,0,"realy i love the vedio,she is pretty,wonderful girl......realy no words to say. it is wonderful place .",真是我爱吠陀，她是漂亮，很棒的女孩……真是没说。这是很棒的地方。
40916,UgzBvM1PEPGR-Y4CNBJ4AaABAg,0,after watching your videos my love towards mother nature has become even stronger .... love you,观看了您的视频后，我对大自然的爱变得更加强大。...爱你
42891,Ugxb4wQCC3h01QkoHiB4AaABAg,0,i love you,我爱你
42894,Ugx_SVc6lqJJAIUFTj14AaABAg,0,may god alway's bless you..tq for give me one lovely joy..tq again..,愿上帝一直祝福你..
42902,UgzgSNo0gozqvMjrHG14AaABAg,0,she is hardworking full of skill and she deserved to release of recipe book.i love the place of surounding.,她的技巧充满了努力，她应该释放食谱书。我喜欢尖锐的地方。
40579,UgxpZzp3dD1eLKJvvW54AaABAg,0,luckiest girl on earth. she is so close to nature. love it,地球上最幸运的女孩。她接近大自然。爱它
42906,UgwsjnDlGsa1vee7wuh4AaABAg,0,i have watched every video that she post and i love her so much,我看了她发布的每一个视频，我非常爱她
42916,UgyjINGkat6CQfhuTX54AaABAg,0,hi lovely sister. i m a big fan of urs.,嗨，可爱的姐姐。我是URS的忠实粉丝。
40576,Ugw6HY1yCLtLKQ7ZjGR4AaABAg,0,love from indonesian,来自印度尼西亚人的爱
40929,UgzGdxmAzOky6msqt4x4AaABAg,0,"i love to eat rice flowers, and the popcorn corn kernels are a bit hard -skinned hahaha ~ still rice flower eats cool, grab a hand and throw it in my mouth.",我爱吃大米花，爆米花玉米粒有些硬皮有点塞牙哈哈哈~还是大米花吃着爽，抓一把扔嘴里就完事儿了
42220,UgybBiO9Jhm4gCTPFsl4AaABAg,0,i love ur video is nice video,我爱你的视频不错的视频
42205,UgzONjMFoQksKftmLQF4AaABAg,0,thus is lovely!,所以很可爱！
40921,Ugxb2o2VXwSx6FJ_5Jx4AaABAg,0,i love this life,我爱这一生
40564,Ugyu4k0Ot9I-IQdqP0J4AaABAg,0,i love this place very much,我非常喜欢这个地方
40535,UgxibWGmxkEV3aE2GeJ4AaABAg,0,6.00 love your reaction,6.00爱你的反应
40529,UgwmS5hc0d7YuCvdOmN4AaABAg,0,i love,我爱
40927,UgzAv7zH5u4Z0ag1Ta54AaABAg,0,how much energy ... love,多少能量...爱
43013,UgzW0xz2USE4retDWd54AaABAg,0,look at the three rounds. i like it very much. she is very good. doing everything. i love you.,看三轮。我非常喜欢。她非常好。做一切。我爱你。
43024,UgxC7-zLTaJFfMYuadJ4AaABAg.8rSUbMMwIZs8rSrPd31gzs,0,flora ryan no she loves the sheep. maybe you should see how she got the little sheep on her facebook.,弗洛拉·瑞安（Flora Ryan）不喜欢羊。也许您应该看到她如何在Facebook上获得小绵羊。
3022,UgxM9J_cLnlcmUy7lwV4AaABAg,0,i love the season you're in i wish one day i will come,我爱你的季节，我希望有一天我会来
40995,UgxRmKfl3tKqRCING0V4AaABAg,0,love it,喜欢它
3577,UgwOu-icXb5EFjLQcEV4AaABAg,0,liziqi best love you liziqi,liziqi最好的爱你liziqi
40291,UgxvobGlyE1zXSyZL5t4AaABAg,0,love,爱
43048,UgzbCkFRyQTQEHMgZWt4AaABAg,0,i wanna go there.. love sangat,我想去那里..爱桑加特
40284,UgyIJlP9gOgtvA-fT_B4AaABAg,0,i love this dog's,我爱这只狗的
43051,Ugzy-w5FZL4PE98yfkR4AaABAg,0,i loved that puppy very much,我非常喜欢那只小狗
43056,Ugx0Sq7ZtMRafH0Ql1F4AaABAg,0,loved the video and the hardworking you have done to get this to final product.,喜欢视频以及您为将其推向最终产品而做的勤奋。
40266,Ugx8jIHzECZBQqUhFct4AaABAg,0,love sheep and dog in this video ❤️❤️❤️,在此视频中，爱绵羊和狗
42054,UgwJVEe1ZCIE5XiL4hB4AaABAg,0,"lol 5:57 i love how she flinches, but her grandma doesn't move.",大声笑5:57我喜欢她如何退缩，但她的祖母没有动。
40419,Ugx9p_VQnsUzbiMa8ix4AaABAg,0,"oh no!! chestnuts, i remember those old days like those puppies , we're went to the wild forest and handpicked those thorny chestnuts love love love",不好了！！栗子，我记得那些像那些小狗一样过去的时代，我们去了野生森林，挑选了那些棘手的栗子爱情爱。
40256,Ugy6RnY4W_E9sp0qkTZ4AaABAg,0,i love you,我爱你
43073,UgyVBl0hyF8LfJBOffV4AaABAg,0,love your life,爱你的生活
42052,UgwD663t-TzlmHC50c94AaABAg,0,i love you,我爱你
3372,UgySZSNZDb--4S6IsYd4AaABAg,0,"the ordinary people of the chinese nation have been living like this for thousands of years. manual work, farming economy, pure natural and pollution-free, until the advent of western civilization changed everything. when the entire chinese nation is like li ziqi, industrializing and informatizing the entire country with diligence and wisdom. and at the same time there is a higher pursuit of a higher and better future for mankind, such as artificial intelligence, the internet of everything, and space technology. li ziqi's video appeared before our eyes like an angel's performance. when we (western, eastern...) stand in the reinforced concrete forest of the city, at the moment of the pandemic of the world. we fell in love with li ziqi's lifestyle. li ziqi never expected that she would be loved by so many audiences all over the world. this is a hint. at the crossroads of this turbulent world, where shall we go?",中国民族的普通百万生活已经数千年了。手动工作，农业经济，纯粹的自然和无污染，直到西方文明的出现改变了一切。当整个中国国家都像李齐（Li Ziqi）时，以勤奋和智慧为整个国家提供了工业化和信息。同时，人们对人类的更高，更美好的未来有更高的追求，例如人工智能，一切的互联网和太空技术。李齐（Li Ziqi）的视频像天使的表演一样出现在我们眼前。当我们（西部，东部...）站在世界大流行时城市的浓缩混凝土森林中时。我们爱上了李齐的生活方式。李齐（Li Ziqi）从来没有想到她会被世界各地的许多观众所爱。这是一个提示。在这个动荡世界的十字路口，我们要去哪里？
3591,UgwiEcCatFE-ZnEvK-54AaABAg,0,love you,爱你
43076,UgyLi1wY7FgD-F-zbIl4AaABAg,0,"it is pleasant also to discover your neighbours. they do help much in chinese village. when he build house, or need help for the pears season, or wrapping of fruits for when the buyers come to the village, the neighbours help my father in law very much. and he helps a lot in return also . when i arrived 17 years ago , i was astonished by even the well drilling process, i loved being carted away in a tricycle, must have been because i had only lived in france or london or munich . god , i love sichuan food, more recipes please! vegetarian ones please! vegetarian hotpot? with tofu pi, kailan, and mushroom.lots of mushroom. much love from beijing!",发现您的邻居也很愉快。他们在中国村庄确实有很多帮助。当他建造房屋，或者需要在梨季的帮助，或为买家来村庄的水果包装时，邻居会非常帮助我的岳父。而且他也有很多回报。当我17年前到达时，即使是井井有条的过程，我也感到惊讶，我喜欢在三轮车上搬走，这一定是因为我只住在法国，伦敦或慕尼黑。天哪，我爱四川食物，请更多食谱！请素食！素食热锅？与豆腐，凯兰和蘑菇一起使用蘑菇。来自北京的爱！
3599,Ugyq6RuMMrYuDvP9iCh4AaABAg,0,very nice natural environment i love videos ❤️,非常好的自然环境我喜欢视频❤️
42056,Ugw6X-Y1KNcGgrnARYt4AaABAg,0,nice i love ur vedios,很好，我爱你的韦迪奥斯
42081,UgzHwH53ve_D6Tly_Nh4AaABAg,0,"just wondering..., there are definitely diff puppies each year in all the various videos since she's been posting these (see may 27th 2018, another one in the 2017 videos & now two more different puppies here in 2019 etc.. for example) and you never see affection shown for them in any of the videos that i have seen so far....
i know that most of the chinese people still eat dog meat at least once a week (some much more often) do you know if the diff puppies ever make it to being pets? during the timeframe that the videos have shown the puppies in the earlier videos they are never are shown growing older....very troubling for people in the west that love them like family members. anyone seen any videos of the puppies from may 2018 or the one in 2017 being older or currently alive with her?","只是想知道...自从她发布这些视频以来，所有各种视频中肯定有Diff幼犬（请参阅2018年5月27日，2017年视频中的另一个，现在在2019年在这里有两只不同的幼犬等。例如）而且，您从来没有看到我到目前为止看到的任何视频中对他们展示的感情。
我知道，大多数中国人仍然每周至少每周吃一次狗肉（有些人更频繁）您知道diff幼犬是否曾经成为宠物？在时间范围内，这些视频已经在早期的视频中展示了这些幼犬，它们从未显示出年龄的增长。...对于像家人一样爱他们的西方人非常困扰。有人看过任何关于2018年5月的幼犬的视频，还是2017年的幼犬视频，或者现在与她一起活着？"
40965,UgwOHDnlmQQOPTfk41Z4AaABAg,0,i loved the sounds and the noises of nature ♥,我喜欢大自然的声音和声音♥
42084,UgwznrOK2WCM1TrIz3t4AaABAg,0,lots of love from india dear,亲爱的印度有很多爱
40418,UgwmVeEU1gALmr1px754AaABAg,0,lovely and yummy,可爱又好吃
42109,UgwZFs69lIbHa8ufqZ54AaABAg,0,little sheep little​ dog and beautiful​ girl love​ you​ from​ thailand,小绵羊小狗和美丽的女孩从泰国爱你
40411,Ugzu2K8d_M2ku-HN04V4AaABAg,0,i love you beautiful ❤,我爱你美丽❤
40387,UgwtebAX7r-_eoatKE94AaABAg,0,love u mam,爱你妈妈
3530,UgxEcinfSgAHqiulqNJ4AaABAg,0,hlo liziqi i love your energy,hlo liziqi我爱你的能量
40378,UgwFd5QADbUD2kOF45d4AaABAg,0,you should start an online store maybe? i’d love to try so many of your dishes.,您应该开设在线商店吗？我很想尝试很多您的菜。
40370,UgzK6gvyAsoaz5jfXI14AaABAg,0,she is talented. l love her ❤,她很有才华。我爱她❤
43043,Ugw9GZs9TOFagMN7TCV4AaABAg.8rSFVREWTcL8rlzSBDZzW5,0,"yessica xoritee! please don't hate yr life! as and old women , i still work hard here in malaysia! but i enjoy with my life,like my village, i live near the beautiful beach here! i love my country so much!",Yessica Xoritee！请不要讨厌您的生活！作为老妇，我仍然在马来西亚努力工作！但是我喜欢自己的生活，就像我的村庄一样，我住在美丽的海滩附近！我非常爱我的国家！
42102,UgyCHwQiz3jEoetXbIt4AaABAg,0,"i love you
","我爱你
"
40362,Ugw6cFRUiZ7pmeTE73l4AaABAg,0,love you like^_^,爱你喜欢^_^
40350,UgxfjT4iHD_0dwEVuyB4AaABAg,0,in the end she said ... i love this fruit!,最后她说...我喜欢这个水果！
3566,UgzUVoIYFyCoODi94kx4AaABAg,0,"very lovely, very nice",非常可爱，非常好
42092,Ugx3zhi8X1E5ngGf5XB4AaABAg,0,i love dog and sheeo,我爱狗和希奥
42090,UgzHwH53ve_D6Tly_Nh4AaABAg.8rmDL9sXIBN8rv-GYFL6zM,0,"@islandfolk2283 it is what the chinese press says! you can see the information (and pictures) from chinese reporters and news sources, here & all over the internet: 
https://www.dw.com/en/chinas-dog-meat-festival-its-a-man-eat-dog-world/g-18535808
as many as 10 million dogs are believed to be killed for their meat annually in china, with up to 10,000 killed for the yulin festival, according to the washington-based humane society. while much of the meat comes through legitimate farms, many dog slaughterhouses are run privately and secretively to avoid scrutiny by food-safety inspectors. 
all you have to do is google ""chinese eat dog"" and read and see a myriad of videos and articles like this one from their south china morning post: https://www.scmp.com/news/hong-kong/community/article/2113704/eating-dog-meat-china-might-only-be-annual-affair-why-does . so sad...... they say that many urban people are no longer eating dog meat daily (mostly a rural mindset now) still the fact that they (as a country) still celebrate eating dogs at that terrible yulin dog meat festival that they beat them and torture them before killing them (they say the adrenaline released during the torture improves the taste of the dog meat) is disturbing to people that love dogs as part of their families.","@Islandfolk2283这就是中国媒体所说的！您可以在此处及其互联网上查看中国记者和新闻来源的信息（和图片）：
https://www.dw.com/en/chinas-dog-meat-festival-is-a-man-eat-dog-world/g-18535808
据总部位于华盛顿的人道协会称，据信每年在中国每年有多达1000万只狗因其肉而杀死10,000只狗。尽管大部分肉来自合法的农场，但许多狗的屠宰场都是私下和秘密地运行的，以避免受到食品安全检查员的审查。
您所要做的就是Google“中国吃狗”，然后阅读并在中国南方早晨观看无数的视频和文章：https：//www.scmp.com/news/news/hong-kong/community/文章/2113704/饮食狗 - 少女 - 少年时代的恋人。很难过……他们说，许多城市人不再每天都在吃狗肉（现在主要是乡村心态）仍然是，他们（作为一个国家）仍然在那个可怕的Yulin狗肉节上庆祝吃狗他们在杀死他们之前殴打他们并折磨他们（他们说在酷刑期间释放的肾上腺素可以改善狗肉的味道），这让爱狗作为家庭的一部分感到不安。"
