,cid,votes,含love,含love中文翻译
1687,UgxALOnLxYR7SNcbjnh4AaABAg,0,ilove the videos of liziqi❤️❤️what is the title of the 1st background music?,loveliziqi❤️❤️的视频第一个背景音乐的标题是什么？
1700,UgzoXC01W5o31zaE9FF4AaABAg,0,wow i love in the village,哇，我爱村里
1716,UgymSTBvYt01AXlCC1t4AaABAg,0,i love her chanel,我爱她的香奈儿
1725,Ugx_-63PjuYkhOheO6B4AaABAg,0,love your video,爱你的视频
1757,UgwrExyK24M1ydlvq4B4AaABAg,0,"i love your beautiful heart the respect and goodness you give to your grandma
you are beautiful girl ❤❤❤","我爱你美丽的内心，你给祖母的尊重和善良
你是美丽的女孩❤❤❤"
1761,Ugxp74_yiafTkGa-6vR4AaABAg,0,lovely good girl. i love this girl so much.,可爱的好女孩。我非常爱这个女孩。
1770,Ugx50t0gUWhi_XmyShB4AaABAg,0,"woah love the surrounding environment
all green and i like your kitchen garden too","哇，爱周围环境
所有绿色，我也喜欢你的厨房花园"
1779,UgzQVT597Qlcggtfux14AaABAg,0,"beautiful, can cook well, i love you so much.",美丽，可以做饭，我非常爱你。
2085,UgxMuNaQqAoRQ0mrRUt4AaABAg,0,you made my day ☺️✨ love from nepal ❤️,你做了我的一天☺️✨来自尼泊尔的爱
2090,UgwMk7k39_gFiJWclqh4AaABAg,0,lots of love from india... but i also want to see ur pets n animals,来自印度的很多爱...但是我也想看到你的宠物n动物
2092,UgxRrhs70PgxkshaU1h4AaABAg,0,"the same plastic you throw on the ground can go too the sea and be eaten by the same fish that’s been served on your plate,stop poisoning yourself and your loved ones ~use a thrash can❤️❤️",与您扔在地面上的塑料相同的塑料也可以在大海中被用在盘子上的同一条鱼所食用，停止毒害自己和亲人〜使用thrash cancan❤️❤️❤️
2095,UgwoL7CduijfE33cdM14AaABAg,0,"never posting your videos are beautiful, i love nature.",永远不要发布您的视频很漂亮，我喜欢大自然。
2453,UgyvAMUbsXbAYhFpLBR4AaABAg,0,"there is no political, only human love!",没有政治，只有人类的爱！
2491,UgzcHdRgtPlvE0-hY3N4AaABAg,0,i love u liziqi,我爱你liziqi
2553,Ugw-zYzdpLcTKX65O5B4AaABAg,0,i love you ziqi,I love you ziqi
2555,Ugwf22Ty1eZXu0sKh6l4AaABAg,0,lord jesus loves you and blesses you liziqi ... i like your video ...,主耶稣爱你，祝福你liziqi ...我喜欢你的视频...
2586,Ugynbz28MuKLZ-CyLYJ4AaABAg,0,i love the place you live i also always want to join you,我爱你住的地方，我也总是想加入你
2607,Ugw_MzpcPGCK7RwNFeV4AaABAg,0,what is the meaning of liziqi can any one tell me buy the way you are truly awesome i love your all videos keep going,Liziqi的含义是什么，有人告诉我以您的真正出色的方式购买我爱您所有视频的方式
2634,UgzJe7Pjtbkq7HfXU9V4AaABAg,0,mahi lam my faverea korean and chain japen iam bangladesh korean japen china i love you,Mahi Lam我的Faverea韩语和连锁Japen Iam bangladesh韩国japen中国我爱你
2637,UgwDXh7x0FeBC4OWLFx4AaABAg,0,i love to see,我喜欢看
2643,UgxizokOErvTC1Qjnzt4AaABAg,0,love from india,来自印度的爱
2708,UgzU5PVILKZHy5JH45p4AaABAg.9Rn9AlbGrX-9Sm85Chffmx,0,i love seblak,我爱Seblak
2709,UgzU5PVILKZHy5JH45p4AaABAg.9Rn9AlbGrX-9SmI1T7IdJn,0,"@loryexc5402 i also love seblak, and i'm in the business of selling seblak",@loryexc5402我也喜欢seblak，我从事销售seblak的业务
2716,UgwFrFcPnREpoHucTXp4AaABAg,0,i love japani suohet koriya norhet koriya tayland vietnam china singapur butan relesinsp farendship ....,我喜欢Japani suohet koriya norhet koriya tayland越南中国新加坡butan ressinsp farendship ....
2720,UgxY5Vz6Vl13t2ulO9x4AaABAg,0,plz sister give the ingredients name to english love from india,PLZ姐姐给印度的英语爱情成分名称
2741,Ugw-Hw1iEjrb9k-cj-t4AaABAg,0,ilovechanal,ilovechanal
2774,Ugxqm4ccP3cNKVtTo1R4AaABAg,0,i love your videos!,我爱你的视频！
2339,UgyojLRXXLB6iR4rGLF4AaABAg,0,i like chinese vegetables but i dont like way of chinese cooking method .. i love so much south indian cooking method..,我喜欢中国蔬菜，但我不喜欢中国烹饪方法。我喜欢南印度烹饪方法。
2333,UgxwGbtWpvrC6UWwfBR4AaABAg,0,good cooking from india's love .. ❤️❤️,不错的烹饪 来自印度的爱.. ❤️❤️
2328,UgwsBEtty67X1Ng6SH14AaABAg,0,"i love apenjie, her lucky charm is dawang.",我爱apenjie，她的幸运魅力是Dawang。
2245,UgzH0hclzyT6wFul9bd4AaABAg,0,i love u,我爱你
2123,Ugzb7HKx8D1cySr-Q0V4AaABAg,0,love the vibe,爱氛围
2126,Ugw1v8V7QrQJp1c3kVZ4AaABAg,0,"how cool, i love the east, it is like a hermit, such people i really like",多么酷，我爱东方，就像一个隐士一样，我真的很喜欢的人
2136,UgzXFfWiBIVt0j_TpA94AaABAg,0,i love you very much. i like to go to play with and live.,我非常爱你。我喜欢去玩耍和生活。
2158,UgwyTcV9y3FoQ_SwNl14AaABAg,0,i love liziqi,我爱liziqi
2165,Ugwy8r3fztSqLy_Hwmp4AaABAg,0,love from india,来自印度的爱
2236,UgwlCmRLL-tv6ppnOoB4AaABAg,0,i love you,我爱你
2255,UgyLSlqPMyPq_Pfdd2p4AaABAg,0,i live with this life ... love you ❤️,我生活在这一生...爱你❤️
2322,UgywTEfUz-Y9oen9ktN4AaABAg,0,a very peaceful life of simple peace with the people we love,与我们所爱的人的简单和平的和平生活
2257,Ugwm1aPjEE2PCnCuBdZ4AaABAg,0,i love the peaceful background music,我喜欢和平的背景音乐
2268,UgzRXOcgbVNU9pQ3BYN4AaABAg,0,"i am from india ,uttrakhand state. 
love you","我来自印度，乌特拉克邦州。
爱你"
2273,Ugxd2lU6plJ_ZvHznFx4AaABAg,0,love,爱
2289,UgwABHcDarJLE9dFtOt4AaABAg,0,love your contents,爱你的内容
2294,UgzAqo1cBYSu4HjmME54AaABAg,0,i think it's japanese i loved it,我认为这是日本人我喜欢的
2312,UgzQ4SijUwu_9Or0tRV4AaABAg,0,from viet nam with love,来自越南的爱
1600,Ugx5iFRaeZtcO8TDAl14AaABAg,0,"ziqi, love you.",ziqi， love you.
1575,UgzJpcfPXs0tszLnz9x4AaABAg,0,love from india...u are amazing,来自印度的爱...你很棒
2870,UgzlklBUo0QIht1-LTp4AaABAg,0,"are you into marry and divorce? then you are a sinner. are you married to more than one person? repent!! marriage is between a man and a woman. marriage is for better and for worse until death separates (matthew 19:3-6). ‘wherefore they are no more two but one flesh. what therefore god has joined together let no man put asunder (separate)’. cheating on your wife or husband is sin. proverbs 28: 13 says, ‘‘he that covers his sins shall not prosper...you must repent of them, confess and forsake them (1 john 1:9). 
are you into worldliness? don’t you know that friendship with the world is enmity with god? (james 4:4; ii john2:15-17). so, you must stop bleaching your body or painting your mouth, eyes, hands and legs or fixing attachments, weave-on, earrings (genesis 35:2-4), bangles, chains and frying or perming your hair. tattooing your body is satanic. are you one of those that put on nude dresses, short skirts, transparent dresses to seduce men or women (a seducer or a promoter of lust is a sinner – mathew 5:28) 

perhaps you wear trousers as a woman? (read deuteronomy 22:5), that is an abomination (revelation 21:8, 27). therefore, make up your mind, repent and give your life to jesus christ. are you spoilt? jeremiah 4:30 says, ‘‘and when thou art spoiled, what wilt thou do? though thou clothest thyself with crimson, though thou deckest thee with ornaments of gold, though thou rentest thy face with painting, in vain shalt thou make thyself fair; thy lovers will despise thee. they will seek thy life’’. (2 kings 9:30; hosea 2:13; exodus 33:1-6) 
a christian is not a sinner and a sinner is not a christian (i john 3:9). if you must be a blessed child of god, then you must repent of your sins and give your life to jesus christ. if you believe jesus christ today, righteousness of god will come into your life and abundant life will be your portion (1 john 11-12). if you neglect this call to repentance and salvation and die, you will not escape fire of hell (hebrews 2:3). it is foolishness and sin to say or think that there is no god (psalm 14:1; 9:17). luke 13:3, jesus said, ‘i tell you, nay: but except ye repent, ye shall all likewise perish’. cut off every besetting sin (hebrew 12:1-2; mark 9:43-48). 

if you have decided now (2 corinthians 6:2) to give your life to jesus christ and to forsake your sinful lifestyle, please say this prayer: 
almighty god, i come unto you in the name of jesus. father i confess that i am a sinner. all my sins i confess to you. 
i am very sorry for all my sins (mention those you can remember). lord i promise you that from today i will never continue in them anymore. i believe that jesus christ died and rose again on the third day for my justification. 
almighty god, use the blood of jesus to wash my sins away. lord jesus, come into my heart, be my lord and personal saviour. i surrender my life to you. cancel my name from the books of death and write it in the book of life. give me power to sin no more. in jesus name i pray. amen!! 
'the lord's chosen charismatic revival movement'. 
www.tlccrm.org or www.tlccrm.org/chosentv 
https://www.youtube.com/user/iamachosen1 
1john 1","您是结婚和离婚吗？那你是一个罪人。您与一个以上的人结婚了吗？悔改！！婚姻是男人和女人之间的。婚姻是更好，更糟的，直到死亡分开为止（马太福音19：3-6）。 ‘因此，除了一个肉之外，它们不再是两个。因此，上帝加在一起的是什么，没有人将其放在（分开）”。欺骗你的妻子或丈夫是罪。箴言28：13说：‘掩盖他的罪过的人不会繁荣……你必须悔改他们，承认并抛弃它们（约翰一书1：9）。
你是世俗的吗？您不知道与世界的友谊与上帝仇恨吗？ （James 4：4; II John2：15-17）。因此，您必须停止漂白身体或绘画嘴巴，眼睛，手和腿，或固定附件，编织，耳环（创世记35：2-4），手镯，链条以及煎炸或刺穿头发。纹身你的身体是撒旦的。您是穿上裸色连衣裙，短裙，透明的连衣裙引诱男人或女人的人之一（诱惑者或欲望的促进者是罪人 - 马修5:28）

也许你像女人一样穿裤子？ （阅读申命记22：5），这是一种可憎的（启示录21：8，27）。因此，下定决心，悔改，将您的生命献给耶稣基督。你被宠坏了吗？耶利米书4:30说：‘‘当你宠坏时，你做什么？尽管您用深红色给您带来最大的衣服，尽管您用黄金装饰着您的最大饰物，尽管您用绘画租了脸，但您徒劳地让您公平地让自己公平。你的恋人会鄙视你。他们会寻求你的生活’。 （2 Kings 9:30; Hosea 2:13;出埃及记33：1-6）
基督徒不是罪人，罪人不是基督徒（约翰一书3：9）。如果您必须是上帝的幸福孩子，那么您必须悔改自己的罪，并将生命献给耶稣基督。如果您相信今天的耶稣基督，上帝的公义就会进入您的生活，那么丰富的生活将是您的一部分（约翰一书11-12）。如果您忽略了悔改，救赎和死亡的呼吁，您将不会逃脱地狱之火（希伯来书2：3）。说或认为没有上帝是愚蠢和罪（诗篇14：1; 9:17）。路加福音13：3，耶稣说，‘我告诉你，不：但是，除了你们悔改，你们都会同样灭亡。”切断所有困扰的罪（希伯来语12：1-2；马可福音9：43-48）。

如果您现在决定（2哥林多前书6：2）将您的生命献给耶稣基督，并放弃您的罪恶生活方式，请说出这种祈祷：
全能的上帝，我以耶稣的名来给你。父亲我承认我是罪人。我向你认罪的所有罪过。
我为自己的所有罪恶感到非常抱歉（提及您记得的那些）。上帝，我向你保证，从今天开始，我将永远不再继续前进。我相信耶稣基督在第三天为我的理由而死。
全能的上帝，用耶稣的宝血将我的罪恶洗净。主耶稣，进入我的内心，成为我的主和个人救主。我向你投降。从死亡书中取消我的名字，然后在生命书中写下它。不再赋予我罪的力量。我以耶稣的名祈祷。阿们！
“主选择的魅力复兴运动”。
www.tlccrm.org或www.tlccrm.org/chosentv
https://www.youtube.com/user/iamachosen1
1john 1"
671,UgyclUtFWCbHKivtk_Z4AaABAg,0,"good morning ☀️☀️☀️
love from india ❤️","早上好☀️☀️☀️
来自印度的爱❤️"
715,UgwSgwBwbX5W4zw_5kt4AaABAg,0,i love video,我喜欢视频
743,UgyDQKyEBAKfbbLkwuh4AaABAg,0,i miss you sis love u video,我想念你姐姐爱你的视频
779,UgykRw6H3yTem-AuGmJ4AaABAg,0,"am crying..
hope all is well with you.
love you in jamaica sigh","我在哭..
希望你一切都好。
爱你在牙买加叹息"
780,Ugz9ucNKrbJLOZe0e9J4AaABAg,0,"i miss you so much..
liz.
love from jamaica","我真的很想你..
丽兹。
牙买加的爱"
800,Ugy1hCafG2ai8l-nT5h4AaABAg,0,i still concerned for you and your safety.l will be scecking spiritual help for you.love,我仍然关心您和您的安全。L将为您提供精神帮助。
811,Ugz2PiZLlBKRk3At1mF4AaABAg,0,"i love you, i from vietnam",我爱你，我来自越南
828,UgxRD34QpDUnfmxK1W54AaABAg.9djkdBfKiWN9djkgpnoYh4,0,love your vids,爱你的视频
848,UgxnjvV_6sTLJf2DGop4AaABAg,0,i love you,我爱你
854,Ugxyn3FyxgKaz1cRn4t4AaABAg,0,i love you ♥ ️,我爱你♥谢
887,Ugwg7DtHSH1coFlmM3h4AaABAg,0,so much in similar eating bamboo shoot that way.. love from assam ❤️❤️,这么多类似的竹芽。
890,UgzWMihtZUOAMtucu6J4AaABAg,0,so amazing sister i love you i am indian,太神奇的姐姐，我爱你，我是印度人
897,UgyllIKZxMaGDW7wyjF4AaABAg,0,l love you liziqi,我爱你liziqi
902,UgxJdo9xW-CR8qyxYoB4AaABAg,0,love you sister ❤❤❤❤❤and i miss you so much,爱你姐姐❤❤❤❤❤我非常想念你
906,Ugz3h6569qSt2FijQw94AaABAg,0,i love her gone,我爱她走了
920,Ugy9lod98bRSuObL2ZZ4AaABAg,0,love,爱
686,UgxGVD_VU1C9YZUK53F4AaABAg,0,i loved to watch people working hard and then deserve to enjoy themselves. people working hard under the sun.,我喜欢看人们努力工作，然后应该享受自己。人们在阳光下努力工作。
645,UgwkQCkir8vw_K44WA14AaABAg,0,love the asmr on yovr video,喜欢yovr视频上的ASMR
1535,UgzsO04yrz4rNMXKZyR4AaABAg,0,"liziqi great video as always.
love and respect ❤️
cam on em!!","Liziqi一如既往地很棒的视频。
爱与尊重❤️
cam上的em！"
621,UgxdY7R_PjbvhTI8fFJ4AaABAg,0,wow organic food i loved,我爱的有机食物
52,UgzsuJXAwmCwF-Hk3Gp4AaABAg,0,"beautiful cute girl lovely body shape the shape of the white flesh skin is pinky ruddy nu nu nu nu a shiny glossy glossy smooth smooth soft and smooth, beautiful and fragrant too fragrant.","Beautiful cute girl lovely body shape The shape of the white flesh skin is pinky ruddy nu nu nu nu a shiny glossy glossy smooth smooth soft and smooth, beautiful and fragrant too fragrant."
53,UgwV5qTiIJQEfucCFit4AaABAg,0,"why you stop video uploading, we love you",为什么你停止视频上传，我们爱你
54,UgwvMI4FsriTsQE-K494AaABAg,0,i m from tunisia affriqua i love you w miss you,我来自突尼斯affriqua我爱你，想念你
163,Ugx6NMceCMozhSXF3Pd4AaABAg,0,"im always dreaming everynight, that i been there with love❤",我总是每天晚上都在做梦，我和爱在一起
174,Ugyv3ZSRHLMUSTvbnal4AaABAg,0,"i love you liziqi, i hate you ms. hà trực",我爱你liziqi，我恨你
182,UgxSnRONXGZQSmvHSAR4AaABAg,0,hope i can see you come back soon. still love yr video style the most,希望我能看到你很快回来。仍然喜欢你的视频风格
240,Ugz8fPkSiJ_TXF2wGGl4AaABAg,0,look at the ai's look at the i love you,看一下AI的看我爱你
263,UgzVPUDLU4wZIYXu_jt4AaABAg,0,"there is already, and it does not take the king's mountain love to love",已经存在了，它不会带国王的山爱去爱
331,Ugy9VWOILxsYJstEHF14AaABAg,0,greetings i love your videos,问候我爱你的视频
375,Ugz7WsyiqP9p0DJ3f1N4AaABAg,0,love it ❤,喜欢它
405,UgyLJFDgIsX_AvULxwp4AaABAg,0,hi you are super like u love you,嗨，你像你爱你一样超级
520,Ugzf-J0SoAFSw1VS8xd4AaABAg,0,always love your vidio .,总是爱你的视频。
534,UgyduXnMpUy5qdFHHLd4AaABAg,0,love from india,来自印度的爱
590,UgxD7GCxKYRZ6tgrNh14AaABAg,0,"i love you, me from indonesia",我爱你，我来自印度尼西亚
606,UgwAAWpY1PWqGR_pNYJ4AaABAg,0,"love the clip of the frog jumping, as if saying..hey i just saw what happened to the snails..i am out!",喜欢青蛙跳的剪辑，好像在说..嘿，我刚刚看到了蜗牛发生了什么..我出去了！
941,UgxYlw4CqXUqmMLLZ6N4AaABAg,0,"so lovely women , nice and delicious eating",如此可爱的女人，美味可口的吃
949,Ugy9T0o-DD2SoJLTk2N4AaABAg,0,i love this girls also her every video what's the name of this girls kindly tell me please,我也爱这个女孩，她的每个视频，这个女孩的名字是什么，请告诉我
951,UgxOmIo9ToLyrukhJDp4AaABAg,0,love you liziki,爱你liziki
1006,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9dUcpFjRDwD,0,@fallinlove760910 https://youtu.be/fwv6yqk_i8w,@fallinlove760910 https://youtu.be/fwv6yqk_i8w
1292,UgzcafTRLHlzIA7H65l4AaABAg,0,the girl that i admire is not every girl can do the same.love you❤️,我钦佩的女孩不是每个女孩都能做同样的事情。
1323,UgxjmLrz33SUaV6B6gl4AaABAg,0,ye zindagi bhi kitna pyara hai nai i love nature,ye zindagi bhi kitna pyara hai nai我爱自然
1330,UgzpLlLTbTJAqdrSnRd4AaABAg,0,"hii, i am a damn big fan of your videos... i love watching your videos... i have even started following you by subscribing your channel as well.. ☺️",嗨，我是您视频的忠实粉丝...我喜欢观看您的视频...我什至开始订阅您的频道。
1340,UgyLHr3poe-mK0ouz9B4AaABAg,0,i love you,我爱你
1364,UgxvHP-d8ZT6iNFs0zt4AaABAg,0,you are in love at first sight.,你是我一见钟情。
1380,UgzA9fUxWhSph1rigjx4AaABAg,0,lovely nature...,可爱的大自然...
1389,UgxWoBjCSK6DG2b96eZ4AaABAg,0,i love you,我爱你
1416,UgzzbqsQ-NoXQ1AUiQ94AaABAg,0,because the lord mha is the helper and the love of the god of allah.,因为耶和华是阿拉神的助手和爱。
1417,Ugxbfn6-nrl30lxE0kJ4AaABAg,0,"still a lot of people who are better from people who hate and bullied, i still have a lot of people in the world and love.",仍然有很多人来自讨厌和欺负的人，我仍然有很多人和爱。
1421,UgwIoP0mY8CF9aJ0Vyt4AaABAg,0,so much like my hometown in countryside vietnam!! love these videos zi qi!,非常喜欢我在越南乡村的家乡！喜欢这些视频Zi Qi！
1436,UgymdSDz8APE0Q77W5x4AaABAg,0,love to see you cooking. you amaizz me. everything is natural. love grandma,喜欢见你做饭。你是我。一切都是自然的。爱奶奶
1463,UgwlZPcOyCZjw5VGsBJ4AaABAg,0,71m view???????? i think people from the world loves this kind of videos........haha 71m views and 16.8m subscribers lol you are kidding me,71m查看??????????我认为世界上的人们喜欢这种视频........ Haha 71M观看次数和1680万订阅者大声笑，您在开玩笑
1466,UgyT90Dw9fKhAFWT_kh4AaABAg,0,love you,爱你
1495,UgyBGNWHU8HprQGDk9h4AaABAg,0,"i really like this lovely little girl, rustic cooking but very good h.",我真的很喜欢这个可爱的小女孩，质朴的烹饪，但是很好。
1496,Ugw_XkcvvJow4bP5RxB4AaABAg,0,i love the way when she finish cooking,我喜欢她完成泰国烹饪时的方式
1265,Ugxht7QwflJKvuPAuNh4AaABAg,0,i love ly tu really,我真的爱tu
1255,UgwtUJGcD1vg1ALckYZ4AaABAg,0,i love u baby,我爱你宝贝
1240,UgwX020afiowx2iyITx4AaABAg,0,"eid al-fitr
ནྱཾ ༩ ྀ ༄ from the admitted winners ༄ ༄ ྀ ྀ ྀ
saya dan keluarga mengucapkan seamat hari raya idul fitri 1443h dan tak lupa kami meminta maaf sebesar-besarnya atas segala kesalahan daam perkataan tingkah laku dan sebagainya baik yang disen gaja maupun tidak..dan semoga segala amal ibrahim diaampuni oleh allah

may allah accept from me and from you the beneficences. and god accepts us and from you and may god be pleased with us and you, and god has returned to us and ramadan for many years and long years in goodness, good deeds, comfort, delights, and asking the lord to make all your days holidays, acceptance, turnout, goodness, every case, and the structure of the clinic in increasing and that god accepts our prayers, fasting, our resurrection, and all the good deeds we have done and whoever does good and makes us and you from the returnees and the winners of the satisfaction of the lord of the worlds, and will return it to us and our years after years and years after years for what he loves our lord and is satisfied with grand and honor in goodness, kindness and wellness

and happy new year

khalil ibrahim bin arifin","开斋节
来自公认的获胜者༄ ༄ ༄ ༄ ༄ ༄ ༄ྀྀྀྀ
Saya Dan Keluarga Mengucapkan Seamat Hari Raya Idul Fitri 1443H Dan Tak Lupa Kami Meminta Maaf Sebesar-besarnya atas segala kesalahan kesalahan daam perkataan daam perkataan tingkah tingkah laku laku laku laku laku lakaik yang yang yang yang yang yang yangaim imam imam imam imam imahim imahim imah imak imak imak imak imak imak imak imak imoga tiidaak啊

愿真主接受我和您的利益。上帝接受我们和你，愿上帝对我们和你感到高兴，上帝已经回到了我们和斋月多年，善良，善行，安慰，喜悦，并要求耶和华使你们所有的日子假期，接受，投票率，善良，每种情况以及诊所的结构在增加，上帝接受我们的祈祷，禁食，我们的复活以及我们所做的所有善行，无论谁做得好返回者和世界之王满意的获胜者，并将其归还给我们以及我们几年后的几年和几年后，他爱我们的主，并对善良，善良和健康感到满意

新年快乐

哈利尔·易卜拉欣·本·阿里芬"
1118,UgyEgqNishGmg-SgBW94AaABAg,0,"young bung/pring vegetables, i love this",年轻的bung/pring蔬菜，我喜欢这个
1017,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9eQO2axDeMn,0,"@fallinlove760910
ㄣㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣ ㄣㄣ ㄣㄣ

lingering

lingering","@fallinlove760910
ㄣㄣㄣㄣㄣㄣㄣㄣㄣㄣㄣㄣㄣㄣ

挥之不去

挥之不去"
1068,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9qIbAwUkee-,0,@fallinlove760910 ## sßssssasaaaaa1eeeeeeeeeewawaeae3aa31aea312wqe2q3 & ae,@Fallinlove760910 ## SßSSSSASAAAAA1EEEEEEEEEEWAWAEAE3AA31AEA312WQE2Q3 & AE
1075,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9qN0MP8qAcU,0,​ @fallinlove760910 q,@fallinlove760910 q
1089,Ugzl4rYjPHgbBj8vkcp4AaABAg,0,"faced with this person's heart more and more corrupted. the world where natural disasters and people are constantly, people have more and more conflicts, and more and more illegal things are. it is mentioned: you will hear the sound of fighting and fighting, don't panic. these things must be available, but the last period has not yet arrived. the people want to attack the people, the country must attack the country; there must be earthquakes and famines in many places. this is the beginning of disaster ...

in the distant past, the world of noah's life was like such corruption today. at that time, god regretted making people (all people thought at that time were all evil), so god wiped out with the floods (only stayed in staying (only stayed in staying because of his ""fear of god""), human ancestor adam, adam, chose to accept the temptation and did not follow god. from then on, he entered the world. today, our world, enjoy the convenience brought by technology, the emergence of the internet , make the world a global village, but people's relationships have become more complicated, violent porn information, etc., constantly seduce the world to sin, we live in a world of deceit happy, no longer respect others. this lifestyle makes us more and more farther away from god. it is also unpleasant to god. many people do not know the god who creates the universe or does not want to know god, does not want to know the gospel. it is superstitious, but the bible tells us that god was the versatile god that was in the past and eternal in the past, and god hated ""sin"". no longer the same, we have lost eternal life, life is limited, and god has set a day to judge the world according to the people (jesus) set up by his (jesus). god loves the world. the only sons jesus became a flesh, nailed to ten, and the life of our sinful life with his innocent life was resurrected three days after his death. sitting on the right of god jehovah, so that we could pardon through jesus, repentance and was baptized. the holy spirit believes that jesus becomes a savior, so that we have a new style, and then live according to the inspiration of the bible. jesus said: you have a lot of love for people, and you have more forgiveness. ; what amount do you use to give you, and what amount to use will be used to give you .. similar teaching bibles are inspired. if we are willing to obey, we will have the opportunity to save.

we live in the scientific era, and people no longer believe in god, but we can't see that it does not mean nothing. the busy life makes us have no time to think. what will we face after death? since the outbreak of the new crown virus, we are becoming more and more feeling the impermanence and fragility of life, jesus told us in lujia gospel: a sinner repent, and he must also happy for him in the sky, and he is more happy than ninety -nine righteous people who do not have to repent. god loves us to be close to him. we are all created in the style of god. we must never be punished because of sin, so the last days have been extended for a long time. they are looking for those who belong to him.
the gospel of john mentioned: jesus said, ""i am the road, truth, and life, and no one can get to the father if she doesn't use me.
dear friend, jesus christ is the grace of god. god's mercy on the world allows us to receive this grace in vain without paying any cost. the choice, please study the bible (with app) to understand god's grace and jesus' teaching of sin, or go to the church to understand the gospel, (there is a fake blessing to confuse the world, we need to distinguish it) family, i wish you peace.","面对这个人心愈来愈败坏ˋ天灾人祸不断的世界,人们冲突愈来愈多,不法的事情也愈来愈多,许多人的爱心渐渐冷淡,这些世界的景况,耶稣在马太福音里就有提到:你们将听见打仗和打仗的风声，不要惊慌。这些事是必须有的，只是末期还没有到。民要攻打民，国要攻打国；多处必有地震、饥荒。这都是灾难的起头..

在遥远的过去,挪亚生活的年代世界就犹如今天这样的败坏,当时神后悔造人(那时的人所思所想尽都是恶),于是神就用大洪水灭绝所有人(只有留下挪亚因为他""敬畏神""),人类祖先亚当ˋ夏娃选择接受诱惑而不顺从上帝,从此罪就入了世界,时至今日我们的世界,享受科技带来的便利性,网路的出现,让世界成为一个地球村,但是人们的关系也变的复杂,暴力ˋ色情资讯等等,不断的在诱惑世人犯罪,我们就生活一个诡诈ˋ谎言ˋ贪婪ˋ欲望无止境的世界里,人们追求自我快乐,不再尊重其他人,这样的生活方式让我们离上帝愈来愈遥远,也是上帝不喜悦的,很多人不清楚创造宇宙的上帝或者不想了解上帝,不想知道福音,认为时代那么进步这都是迷信,但是圣经告诉我们上帝是昔在ˋ今在ˋ以后永在的全能神,并且上帝恨恶""罪"",在亚当ˋ夏娃选择不顺从神的结果,让我们因为罪和圣洁的神属性不再一样,我们也失去永生,生命受到限制,而神已经定了日子，要借着祂所设立的人(耶稣)按公义审判天下,神爱世人.上帝在二千年前差了祂的独生子耶稣道成肉身,钉上十架,以祂无罪的生命代替我们有罪的生命赎罪,死后三天复活,坐在上帝耶和华神的右边,让我们可以借着耶稣罪得赦免,悔改ˋ受洗ˋ领受圣灵ˋ相信耶稣成为救主,让我们有新生的样式,之后按照圣经的启示来生活,耶稣说:您对人付出的爱多,您的赦免就多,你们怎样论断人，也必怎样被论断；你们用什么量器量给人，也必用什么量器量给你们..类似的教导圣经都有启示,如果我们愿意顺服,都有机会得救.

我们活在科学时代,人不再相信有神,,不过看不到不代表没有,忙碌的生活让我们没有时间思考,人死后接下要面对什么?自从新冠病毒爆发以来,我们愈来愈感到生命的无常以及脆弱,耶稣在路加福音告诉我们:一个罪人悔改，在天上也要这样为他欢喜，较比为九十九个不用悔改的义人欢喜更大。神是喜爱我们亲近祂的,我们都是按着神的样式造的,绝对不要我们因为罪而受罚,所以末后的日子延长了很久,(耶稣离开2千年了)神要世人悔改归向祂,天天都在寻找归向祂的人.
约翰福音提到:耶稣说“我就是道路、真理、生命若不借着我，没有人能到父那里。
亲爱的朋友,耶稣基督就是神的恩典,神怜悯世人让我们不用付出什么代价就可以白白的领受这个恩典,末世的征兆愈来愈显明,在有限的生命里尽快的接受福音绝对是您最好的选择,恳请您研读圣经(有app)来了解神的恩典以及耶稣对罪的教导,或是到教会了解福音,(有假福音在迷惑世人,需要明辨)让我们一同进入神国的大家庭,祝平安ˋ喜乐."
1092,Ugz-jCHUOo3wG0Jqu4x4AaABAg,0,i am very good at you love you so much,我非常擅长你这么爱你
1104,UgwUijydnWvpLwNNbG14AaABAg,0,my love liziqi,我的爱liziqi
1127,Ugxwt3rAidHappFkAyd4AaABAg,0,love e!,爱e！
1197,UgyWNhDwl090bGhLDb94AaABAg,0,i love you activity so much ❤️❤️❤️,我非常爱你活动❤️❤️❤️
1129,UgzR7D5AZ-66xnpU2Sd4AaABAg,0,"i love this place, it's natural",我喜欢这个地方，很自然
1134,UgzZHu4Q4dfPdOI815V4AaABAg,0,i really love this video and i really fall in love with li ziqi !!….,我真的很喜欢这个视频，我真的爱上了李齐（Li Ziqi！
1137,UgyhBqOxWVecy9V1wwp4AaABAg,0,i love you,我爱你
1140,UgxT6Hgp01GcaFC0a6x4AaABAg,0,rich already but still rustic as the first days. love you forever,第一天很富有，但仍然是质朴的。永远爱你
