,cid,votes,time,含cute,含cute中文翻译
48413,UgzAz8xaKUxosKJGxQ54AaABAg,0,4 years ago,5:59 so cutee,5:59 So Cutee
44407,UgwhXXra13bPfXIePJZ4AaABAg,0,4 years ago,so cute,太可爱了
44426,UgznGU4ip9D4NAKQkdt4AaABAg,0,4 years ago,this so simple and so cute,这么简单可爱
48802,UgxDAgn7InnShAPIb614AaABAg,0,4 years ago,little lamb is so cutee mashaallah,小羊肉是如此的枪手马沙阿拉
44142,UgxJ04RHXh6sVYQzyUF4AaABAg,0,4 years ago,that chinese girl are so cute,那个中国女孩是如此可爱
43733,Ugwe49qbr28mEdMayTV4AaABAg,0,4 years ago,i love these little cute animals following around! what a contrast to city animals waiting for owner all day long,我爱这些可爱的小动物！与整天等待所有者的城市动物形成鲜明对比
43818,UgzFWc46waUq9V0U-1l4AaABAg,0,4 years ago,soo cute dogs,太可爱的狗
49539,UgxE22tbVn1JAfRj8BZ4AaABAg,0,4 years ago,the puppies and the lamb following her was so cute,幼犬和跟随她的羔羊真可爱
49537,UgwAo8OqvjHM-rTJ3pp4AaABAg,0,4 years ago,so cute,好可爱
49519,UgxilJtYHm1coM9iF1x4AaABAg,0,4 years ago,"after the explosion, li ziyi was so cute.",在爆的时后李子柒真可爱。
49509,UgxRqEpi-83aOcpkFIx4AaABAg,0,4 years ago,"fortunately, the child is so cute .",幸运的是，孩子是如此可爱。
49469,UgwWTA7PwBFQ7ekjAah4AaABAg,0,4 years ago,so cute,太可爱了
49156,UgyySMxMhXooJS1IoL94AaABAg,0,4 years ago,"haha the popcorn explose, you and your grandma are so cuteeee",哈哈爆米花爆炸，你和你的奶奶很可爱
43736,UgxxFFJBo3zqAv4ccSJ4AaABAg,0,4 years ago,so cute the animals are following her everywhere =),如此可爱的动物到处跟随她=）
49148,UgzREqKHV5QcPOaIfXR4AaABAg,0,4 years ago,dogs very cute!!!!,狗很可爱！
49142,UgyhHZDTxVrcEvrP4Wp4AaABAg,0,4 years ago,"hope grandma will live as long as possible, i love her, she is so cute",希望奶奶能尽可能长的时间，我爱她，她是如此可爱
43758,Ugx0tqHaubdr3TLZf9F4AaABAg,0,4 years ago,dog and cute lamb,狗和可爱的羊肉
43770,UgzMOV17C2VT3KkNlQJ4AaABAg,0,4 years ago,the oven is the cutest.,烤箱是最可爱的。
43790,UgwMz3XgaoE3v81gqYt4AaABAg,0,4 years ago,the lamb is very cute,小羊很可爱
49136,UgxeGZwDfhq-4cId3FB4AaABAg,0,4 years ago,the lamb is damn cute❤❤,羔羊该死的可爱❤❤
49108,UgwUZGCDees0m8H4yBp4AaABAg,0,4 years ago,animals sooo cuteeee ❤,动物SOOO CUTEEEE❤
43883,Ugw8ooZZO6O0NmZ3NA14AaABAg,0,4 years ago,what beautiful cute little sheep and puppies in the beginning! and they follow you around! please don’t eat them too!,一开始，多么美丽的可爱的小绵羊和小狗！他们跟随你！请不要也不要吃！
44133,Ugy4Gy0d6amYTJWVcYR4AaABAg,0,4 years ago,the dog is so cute.,狗是如此可爱。
43914,UgyJMclordPOKJCeeGh4AaABAg,0,4 years ago,"so cute little animals following her, i enjoy watching her making things and cooking hard working girl.",如此可爱的小动物跟着她，我喜欢看着她做东西并烹饪努力工作的女孩。
49104,UgxG-5h6ofDXiQOIt8h4AaABAg,0,4 years ago,u r sooo cute,你很可爱
43947,UgzpDSCaekrjgP2bzGJ4AaABAg,0,4 years ago,feed to that cute pup also,也要给那个可爱的小狗
43951,Ugxcls0_DU5IiF3GG_B4AaABAg,0,4 years ago,those puppies are super cute and what they need is love and attentions.,那些幼犬超级可爱，他们需要的是爱与关注。
49077,UgzCliD0wVDI2qfMELh4AaABAg,0,4 years ago,your pets are so cute,你的宠物是如此可爱
49057,UgzCZkwlLwuex-p9HrF4AaABAg,0,4 years ago,your sheep&your dog is so cute,你的绵羊和你的狗真可爱
43958,Ugyc249Fr7nmPhlI90R4AaABAg,0,4 years ago,"i like those puppies so much, so cute! and some small animals are following the beauty. when you see the snacks you make, you drool.",太喜欢那些小狗了，好可爱呢！以及有所有的小动物在跟随着美女。您做的小吃看见就流口水。
43959,UgxlmwzxjOV0qK3gqOd4AaABAg,0,4 years ago,that lamb is so cute,那羔羊是如此可爱
49055,Ugwxfv8ETJGbRxzHQ_d4AaABAg,0,4 years ago (edited),your sheep and dog sooooooo... cute (and you also cute),你的绵羊和狗太可爱了（你也很可爱）
49046,Ugx_RUGUtMXlKQL2e7h4AaABAg,0,4 years ago,"these lambs are too cute, right?",这几只小羊也太可爱了吧
49030,UgxMIZcsa4BrKt5rKXx4AaABAg.8qmFl_9pPXz8qmOArAuFtt,0,4 years ago (edited),"charcoal grilled chestnut! intersection (¯﹃¯)
9:47 ziyi appeared to call her mother -in -law super super cute (๑′ᴗ‵๑)!","炭烤栗子！！(¯﹃¯)
9:47 的子柒冒出叫婆婆超超超可爱ღ(๑′ᴗ‵๑)！"
44074,UgzYImpkx8gVT1wHG2h4AaABAg,0,4 years ago (edited),damn so cute these puppies and dat lamb,该死的这些小狗和狗狗真可爱
48963,Ugw4W7tMUlD14Tdym2x4AaABAg,0,4 years ago,the only raising in your family is to be cute to me,你家的那只养要萌死我
48903,Ugw8xuMl2b6_iWij6B14AaABAg,0,4 years ago,"i want to see how my mother's hat is made ~ it's so cute, right?",想看婆婆的帽子是怎么做的～太可爱了吧
45413,Ugz8eHIPykmwC8Gp5fh4AaABAg,0,4 years ago,ur looking so cute and ur cooking awesome...,你看起来很可爱，你的烹饪真棒...
7,UgwKU3_oLBkem4v9Irp4AaABAg,0,1 day ago,so cute,太可爱了
37449,UgyghwtoMVbIyeIqinJ4AaABAg,0,4 years ago,"all the images are beautiful
dog cute ๐•","所有图像都很漂亮
狗可爱"
15188,Ugwt9rQzh-g7vTiSS-d4AaABAg,0,3 years ago,cute,可爱的
15839,Ugyzxu9y8CyQNgeXneh4AaABAg,0,3 years ago,"puppy and lamb, soooooo cute!",小狗和羔羊，太可爱了！
15818,UgwUxPc1W4Zligfc59N4AaABAg,0,3 years ago,cute like kanna hashimoto,像Kanna Hashimoto一样可爱
15639,Ugz2R_QzWeFe4qhCmG54AaABAg,0,3 years ago,"isn't it a picture in a fairy tale story with a puppy? so cute"""")",有洋和小狗去一起，这不是童话故事里的画面吗？好可爱“”）
15467,UgxtftiKr93h0gX0hwN4AaABAg,0,3 years ago,i can not belive someone who is so nice to the nature and mother earth how can be neglecting those cute puppies. ignoring your dogs make me feel that you sometime soon may cook them and eat them,我不能相信一个对大自然和地球母亲如此友善的人，怎么会忽略那些可爱的小狗。忽略你的狗会让我感到你很快就会煮狗并吃掉它们
15297,Ugx2pEANopU6WxnHaIh4AaABAg,0,3 years ago,she so cute,她太可爱了
15271,UgxcHHBQZfU0o8gJRjx4AaABAg,0,3 years ago,6:00 the cute one,6:00可爱的人
15250,UgyRfLYjytSCCcKibcN4AaABAg,0,3 years ago,damn de goat behind. way too cute,该死的山羊在后面。太可爱了
15177,UgzyBzLryUt2ZA4ML754AaABAg,0,3 years ago,yr puppies are cute,年小狗很可爱
15899,UgyRa8A4sLI0wdcRYl94AaABAg,0,3 years ago,aww...how cutely the dogs nd d sheep is following you...❤️,aww ...狗和D羊在关注您的可爱程度...❤️
15148,UgyBImO-HwdHNbnuMD94AaABAg.99qRxiR1Phd9A9PQjDMYdu,0,2 years ago,@ketsiakouassi3147 cute thing ??,@ketsiakouassi3147可爱的东西？
15048,UgxcqdgtaHPIEN_kxrx4AaABAg,0,3 years ago,sheep and dogs are so cute.,羊和狗狗太可爱了。
15002,UgyPu-ZOwzHgBkfeC254AaABAg,0,2 years ago,1:10 ouuuuuu very cute,1:10 ouuuuuuu非常可爱
14991,UgzfwFxAP8gT1cJUbd54AaABAg,0,2 years ago,two puppies are too cute 也,两只小狗也太可爱了
14932,UgwHzXAa2sKJU_x5CDl4AaABAg,0,2 years ago,you are so cute much love,你是如此可爱的爱
14880,UgzeSK-dc6GBELQ_o894AaABAg,0,2 years ago (edited),chinese chestnuts i meant so cute kittie oven,中国栗子我的意思是如此可爱的凯蒂烤箱
14870,UgyLg5SbE2L8hVBsl0t4AaABAg,0,2 years ago,you looking so cute as like a prinsess,你看起来很可爱
15870,UgxoqzNo_A5aCLhTDP14AaABAg,0,3 years ago,chinese sister is so cute and cute. this girl is also very hard.,中国姐姐是如此可爱。这个女孩也很难。
15939,Ugx3VXfaSBTcoQQSuch4AaABAg,0,3 years ago,beautifule cute dogs,美丽的可爱狗
14829,UgxHNDX6AwjtUMgRuep4AaABAg,0,2 years ago,i was attracted by the cute puppies,我被可爱的小狗吸引了
16399,UgxC-7CRSxqgOm3iwKN4AaABAg,0,3 years ago,sheep so cute!,绵羊真可爱！
16840,UgzZRsVvAGuhHyIGLpR4AaABAg,0,3 years ago,your lamb / sheep so freaking cute!!!,你的羔羊 /绵羊太可爱了！！！
16820,UgymnFYce0fwsz04Eut4AaABAg,0,3 years ago,isn't she the cutest?,她不是最可爱的吗？
16754,UgwVcAoakUOe9QSoEGB4AaABAg,0,3 years ago,can we talk about how cute the dogs and sheep is,我们可以谈谈狗和绵羊有多可爱
16738,UgwHOPVvKP4Y049gb2F4AaABAg,0,3 years ago,your puppies are so cute and that marshmallow thing looked really good...well everything looks good tbh,你的幼犬是如此可爱，棉花糖的东西看起来真的很好...好吧，一切看起来都不错
16708,Ugxem0xl86cc6aCy_M94AaABAg,0,3 years ago,you are cute but your talent is more cute..,你很可爱，但你的才华更可爱。
16550,UgxlQny_I1DtjwI7Ort4AaABAg,0,3 years ago,want to have a cute companions :<,想要一个可爱的同伴：<
16453,Ugy_FY3UglIRNMHBAxF4AaABAg,0,3 years ago,"0:22
god, i can't, it's so cute
i cry","0:22
天哪，我不能，太可爱了
我哭了"
16328,Ugy8bAhNkQq_TpGsDk94AaABAg,0,3 years ago,am i the only one who noticed the dog's hand at 0:43? cute :)),我是唯一在0:43注意到狗的手的人吗？可爱的 ：））
15979,Ugzacer4Yd7i_axbXG14AaABAg,0,3 years ago,everything is so cute cute ❤,一切都是如此可爱❤
16252,UgzAXJbuTaicgCjosAt4AaABAg,0,3 years ago,"i love ❤️ love this girl ,and the dogs ,they are very cuteeeeeeeeeeeeeeeeeeeeee",我爱❤️爱这个女孩，还有狗，他们是非常可爱的
16185,UgxNPodtwajMHVjjRdd4AaABAg,0,3 years ago,oh she's so cute,哦，她好可爱
16166,Ugw-6Mo6vFHalMAS7vt4AaABAg,0,3 years ago,"cute people, warrior.",可爱的人，战士。
16056,Ugy7DfYW0GdKFPLStI94AaABAg,0,3 years ago,the sheeps are cute!,绵羊很可爱！
16025,Ugzv4Di6hNY25uw8RPJ4AaABAg,0,3 years ago,those cute animals!,那些可爱的动物！
16002,Ugzk6jOuFzhlBU7JeFB4AaABAg,0,3 years ago,does anyone know the breed of the cute little dog with the shorter coat? he looks like a puppy but never seems to get bigger as her videos go on :p,有人知道带有较短外套的可爱小狗的品种吗？他看起来像一只小狗，但随着视频的进行似乎从来没有变大：P
15985,Ugwjv9h1zGtodjx6sQJ4AaABAg,0,3 years ago,dogs and goats are cute,狗和山羊很可爱
14861,UgwG5QJ1PIkD82HJfuV4AaABAg,0,2 years ago,"i also like this idyllic life, full of energy, sunshine, love, magnetic, attractive, i hope my life is as happy as li ziqi, so i like cute animals, do you like small animals? ?",我也喜欢这种充满活力，阳光，爱，磁性，吸引力的田园诗般的生活，我希望我的生活和李Ziqi一样幸福，所以我喜欢可爱的动物，你喜欢小动物吗？ ？
14788,UgyjsHah5WbXbfbHBP94AaABAg,0,2 years ago,hello sister aim from indonesian .. iam fans you .you so cute and wonderful super women .i like you so much :-),你好印度尼西亚人的姐妹瞄准。
16875,UgxlnysYZGl1xj0Z_u54AaABAg,0,3 years ago,"you are cute, i love you. ❤☺",你很可爱，我爱你。❤☺
13516,Ugwhrobk0Xq41sv8qsh4AaABAg,0,2 years ago,cute dog,可爱的狗
13698,Ugwqkcj4xKmw5lwqqtp4AaABAg,0,2 years ago,actual cinderella...the puppies are so cute,真正的灰姑娘...幼犬是如此可爱
13695,Ugyn6CrFSjKc35O6aap4AaABAg,0,2 years ago,5:56 was so funny and cute at same time,5:56同时是如此有趣和可爱
13656,UgzhUwDHnO2WFlNp3jd4AaABAg,0,2 years ago,"the sheep is also soooooooooooo cute, he thinks he is a dog",绵羊也很可爱，他认为自己是狗
13636,Ugy3zPEWuMdJazwzTx54AaABAg,0,2 years ago,i love the lamb and cute puppies,我爱羔羊和可爱的小狗
13611,UgzoJc-0QaDA66pW2qZ4AaABAg,0,2 years ago,when the lamb thinks they are dogs and dogs think they are the lambs....they get along so well... cute! :),当羔羊认为他们是狗和狗时，他们认为自己是羔羊。...他们相处得很好...可爱！ :)
13579,Ugy6UX1iEDRfMgbPogh4AaABAg,0,2 years ago,cute babies video watch and subscribe https://youtu.be/coo4en1m3ru,可爱的婴儿视频观看并订阅https://youtu.be/coo4en1m3ru
13568,Ugx-O9QYP1R6q8R0aCh4AaABAg,0,2 years ago,"oh you didn't give to that cute dog 
they are hungry","哦，你没有给那只可爱的狗
他们饿了"
13513,UgwPCSxjGdEFIg4ZpG54AaABAg,0,2 years ago,share the snacks to the puppies please. they're cute,请给小狗分享小吃。他们很可爱
13788,UgztdIOPZvWTxaVl87l4AaABAg,0,2 years ago,dogs so cute,狗狗好可爱
13494,UgxZEV3rSEE1D5DzIk94AaABAg,0,2 years ago,very cute,非常可爱
13394,Ugz8dRtta740ePp4X7Z4AaABAg,0,2 years ago,she is the cutest,她是最可爱的
13262,Ugwsk7USsYBTAArQXxl4AaABAg,0,2 years ago,"the puppy is cute, but the heroine never ignores ... haha",小狗很可爱，但是女主从来不搭理……呵呵
13259,Ugy0dS8uW6WOHU-ZlYN4AaABAg,0,2 years ago,i am the only one who speaks spanish but how cute everything and everything looks very rich. greetings from colombia,我是唯一说西班牙语但一切都很可爱的人。哥伦比亚的问候
13221,UgyNgfR72pD-p36FBJt4AaABAg,0,2 years ago,u are soo cute,你很可爱
13204,UgzNyFJ2dcTW2W7CU7B4AaABAg,0,2 years ago,i you so cute . 2 dog small,我真可爱。 2狗小
13161,UgzVUeC_75hApAgeJJN4AaABAg,0,2 years ago,you are so cute,你太可爱了
13699,UgxGel0eAVjjK1vQ1ZV4AaABAg,0,2 years ago,and you also cuteeee,而且你也可爱
13828,UgyXLOl8a8rX46Oh_kp4AaABAg,0,2 years ago,the dogs are so cute,狗是如此可爱
14753,UgxCojQ5NcrrLghflTp4AaABAg,0,2 years ago,you are so cute,你太可爱了
14317,UgxgDvSRolU3S6533wN4AaABAg,0,2 years ago (edited),"u have a rich life that envied by many people out there. u have it all, the beautiful skies, the green sceneries, the fruit trees, the cute doggos, omg. ur very awesome!",你有很多人羡慕的生活。您拥有一切，美丽的天空，绿色的风景，果树，可爱的狗狗，天哪。你很棒！
14595,UgwaFpUxiP3N3ygL6HB4AaABAg,0,2 years ago,you ate that cute sheep,你吃了那可爱的羊
14562,UgwcD7Vo2x21J0r8_VZ4AaABAg,0,2 years ago,love that cute sheep :'),爱那只可爱的绵羊：'）
14559,UgxgK71i7ByBJ4l31JB4AaABAg,0,2 years ago,grandma is cute,奶奶很可爱
14539,UgxSpRTBy61EloJeUYZ4AaABAg,0,2 years ago,the pets in this video are so so cute,这段视频中的宠物是如此可爱
14460,UgxDseDeMsufFHADLwp4AaABAg,0,2 years ago,"sister is cute
i like my sister
my sister laughed a little more. because my sister laughs very beautifully 很","姐姐 很可爱
我喜欢姐姐
姐姐笑多一点。因为姐笑很漂亮"
14431,Ugwk_NaAef_RoGJCVvd4AaABAg,0,2 years ago,super cute as well as sheep followed,超级可爱，绵羊也跟随
14419,Ugyy9m_4Y6nCk-isnFB4AaABAg,0,2 years ago,so cute,太可爱了
14309,UgxICJG-_dpDJI9VLVB4AaABAg,0,2 years ago,i just love your dogs and that cute sheep or goat,我只是爱你的狗，那可爱的绵羊或山羊
13891,UgzWeCCkBHLw4NuveTl4AaABAg,0,2 years ago,"what a good and cute video! health and happiness to you, kind people!",多么可爱的视频！对您的健康和幸福，善良的人！
14282,UgyFPgAocws7R2n328h4AaABAg,0,2 years ago,"oh, the dog is cute.",哦，狗很可爱。
14253,UgxwFE2lOFZfNVeFLXN4AaABAg,0,2 years ago,so cute,太可爱了
14245,Ugz2NGiRqNI2H2aDiBx4AaABAg.9AufvFz_EHN9BOn-WhP7vY,0,2 years ago,@diaryummi8139 yeah she's so cute!,@Diaryummi8139是的，她真可爱！
14199,UgwhXIdRUnZe_XJgM1B4AaABAg,0,2 years ago,the dog is so cute.,狗好可爱。
14070,Ugw-TXkei92J7MoDW1h4AaABAg,0,2 years ago,beautiful video with cute dogs....love it...❤️♥️❤️♥️,带有可爱狗的美丽视频。
14013,UgzpJtZ5Fc8j8jJPOLN4AaABAg,0,2 years ago,i always watched your videos and that cute baby sheep joined too!!,我总是看你的视频，那个可爱的婴儿绵羊也加入了！
14010,UgwNHEFY99DR5xPxq2l4AaABAg,0,2 years ago,so cute,太可爱了
16854,UgyGsD-TL_aYEI3-YeZ4AaABAg,0,3 years ago,2 dogs and 1 goat haha so cute,2狗和1只山羊哈哈太可爱了
16876,Ugxs54oHKWHeV5Q6KQp4AaABAg,0,3 years ago,so sweet da so cute i love so much darling.......,如此甜蜜的da如此可爱，我爱很多亲爱的.......
13036,UgwLWAY89H-Mmxr3qmR4AaABAg,0,2 years ago,two pupies and little lamb follows her everywhere..soooo cute,两只小孩和小羔羊随处可见。
19555,UgwR4ktYuGO6sioffnx4AaABAg,0,3 years ago,those lil animals are so cute gee,那些小动物真可爱
19895,UgzEY5wnjcs0vx6QgcN4AaABAg.95BYOaM8oXp95QohBy3iOk,0,3 years ago,"the puppy is so cute is more authentic, i guess you used the google translation lol","小狗都好可爱 is more authentic, I guess you used the google translation lol"
19877,UgzEY5wnjcs0vx6QgcN4AaABAg,0,3 years ago,the puppies are so cute!,小狗都是真可爱！
19859,UgzvWjN3aMFvz4ihu7Z4AaABAg,0,3 years ago,"jump rice is so cute, then",爆米花那下有被可爱到
19841,UgxDVUt5aLKpMS021SN4AaABAg,0,3 years ago,you are very cute,你很可爱
19766,UgyEl4tF-F8_4eyFqRF4AaABAg.95LRY3_p1EK96chA_c7mL1,0,3 years ago,爱* he said very cute,ゆきみ* 他说很可爱
19712,Ugy-idSIR2wyfisdDPF4AaABAg,0,3 years ago,"are you not gonna feed your dog? i think there hungry 

hehe your so cute","你不会喂狗吗？我认为那里饿了

呵呵你真可爱"
19711,UgzjC0NAXDDO1b2eGgh4AaABAg,0,3 years ago,the puppy is so cute.,小狗是如此可爱。
19550,Ugz4XUuDcFOD8-8JkYB4AaABAg,0,3 years ago,she is just awesome love her place food and she is so cute :),她真是太棒了，爱她的地方的食物，她真可爱:)
20102,UgwPz-mz5USMYnZ__-F4AaABAg,0,3 years ago,6:00 she so cute,6:00她好可爱
19483,Ugwsfc1teMY9uQxyqrl4AaABAg,0,3 years ago,the puppy is too cute =)))))))),小狗太可爱了=）））
19442,UgxfPmpQgCuwao-dJ6d4AaABAg,0,3 years ago,ur doggies are soo cute. plz spend some play tum with them also. and i think they are hungry. plz give dem something 2 eat,你的小狗很可爱。 PLZ也与他们一起玩TUM。我认为他们很饿。请给dem 2吃东西2吃
19393,Ugw5YnBult1f-dP2_bh4AaABAg,0,3 years ago,so cute,太可爱了
19359,Ugxq_etaCIXGyzubEV14AaABAg,0,3 years ago,the pet is very cute.,宠物很可爱。
19337,UgzfwpYjOQb1UjpoUGV4AaABAg,0,3 years ago,love all her videos. the lamb and puppies so cute esp when they follow her. best video.,喜欢她所有的视频。羔羊和幼犬在跟随她时如此可爱。最佳视频。
19310,UgxtxKoB2a_ceo4USZ14AaABAg,0,3 years ago,"this is the life i want when i grow up tneres food,its peaceful,and cute pets?",这是我长大的食物，宁静而可爱的宠物时想要的生活吗？
19272,UgzaPAVpuqWGBEPo18d4AaABAg,0,3 years ago,u dogs r so cute pls give some foods to u r dog,你的狗是如此可爱的pls给你的狗提供一些食物
20079,UgyQPgJz_ovstfO39814AaABAg,0,3 years ago,puppies are adorable cute,幼犬很可爱
20183,Ugz0S5eoirrRh75rqUt4AaABAg,0,3 years ago,looking at her so cute,看着她这么可爱
19204,UgzQixO9Hx7tgKiLPeJ4AaABAg,0,3 years ago,5:56cute of cute,5：56 Cute的可爱
