,cid,votes,time,含god,含god中文翻译
19894,UgwIJ2xbp1jcvHaWy5t4AaABAg,2,3 years ago,is she god gifted?? she is different from all. very nice person,她上帝有天赋吗？她与所有人不同。非常好的人
24412,UgwntCJ2uJU13ac-h_N4AaABAg,2,3 years ago,"amen... liziqi is amazing and awesome, so beautiful and sexy!!! the best cooking on yt and may god continue to bless you and your grandma!!!",阿们...利兹奇很棒，很棒，如此美丽和性感！！！在YT上最好的烹饪，愿上帝继续祝福您和您的祖母！！！！！！！！！！！！！！！！！！
1639,UgxqFaFCYOH8mbRj3pt4AaABAg,2,1 year ago,"how life is supposed to be: peaceful, graceful and full of light. god bless you!",生活应该如何：和平，优雅和充满光明。上帝祝福你！
14315,UgwD33dc5RtVtAWRaA94AaABAg,1,3 years ago,"god willing, it is more active, we have the annexation and the stroke. may god protect it",上帝愿意，更活跃，我们有吞并和中风。愿上帝保护它
8346,Ugy8WRtCZR24uPT6FkR4AaABAg,1,2 years ago,you are really amazing.. always take care and keep smiling..god bless you,你真的很棒..总是照顾并继续微笑..上帝保佑你
7964,Ugza2enDIDGuXqVsZAF4AaABAg,1,2 years ago,she's goddess,她是女神
22435,Ugx0y03yQ2qO15UdrSR4AaABAg,1,3 years ago,oh my god it's really really amazing and your place wow wow wow wow,哦，天哪，这真是太神奇了，你的地方哇，哇哇
11721,UgzASLlODo8WXZ-OQIx4AaABAg,1,3 years ago (edited),"i love her,,,, very creative,,,, truely a housewife material.... god bless her and family",我爱她，非常有创造力，
8967,Ugzy71xA3TnZDA46BtJ4AaABAg,1,2 years ago,"oh my god, like this lady must be fat",哦，天哪，就像这个女士必须胖
14217,UgwT9ChViWTPX4GlXjJ4AaABAg,1,3 years ago,"but god, you will not be confused",但是上帝，你不会感到困惑
22626,Ugz_wg1UJ1mGSihCYjp4AaABAg,1,3 years ago,"grow your own, take what you need. god bless",成长自己的东西，拿所需的东西。上帝保佑
25184,UgxXJ0EatYCrq9tc97x4AaABAg,1,3 years ago,"beautiful, god willing, nurini
goooooood","美丽，上帝愿意，诺里尼
gooooooook"
15949,UgygE8WIABCx8lI4oB94AaABAg.931UYOHTdP6935roZp4CLA,1,3 years ago,@jefftan2859 her goal was to show chinese youngsters that rural life isn't boring. she never had a goal to showing about her life to you and i. but god definitely open the way if people works hard. this is why today you and i can watch her videos on youtube. she don't have anyway to interact with foreigners she only post on weibo lol. keep your negativity to yourself.,@jefftan2859她的目标是向中国年轻人展示乡村生活并不无聊。她从来没有目标向您和我展示自己的生活。这就是为什么今天您和我可以在YouTube上观看她的视频的原因。无论如何，她都没有与外国人互动，她只会在微博上发布。保持对自己的消极情绪。
13971,UgwImW8OOUKtgDAhIZN4AaABAg,1,3 years ago,"god willing, i am very much, i love you.",上帝愿意，我非常，我爱你。
27477,UgyZ3AfyOCl5IgGc-cp4AaABAg.8yeOjhy9Yee8ypg_JaVrFQ,1,3 years ago,"i would like to visit and study under her - the whole domestic wonder goddess thing. she makes martha stewart look lazy. of course, stewart must be around 80 by now.",我想拜访和研究她 - 整个家庭奇迹女神的事情。她让玛莎·斯图尔特（Martha Stewart）看起来很懒惰。当然，斯图尔特现在必须年满80岁。
24953,UgzCH7qPDNJesziMP9x4AaABAg,1,3 years ago,"she was just like my mother, her age...orphan at 3, and she use to do that all her teenage life...god bless your channel..",她就像我的母亲一样，她的年龄...孤儿3岁，她曾经做过她所有的十几岁的生活...上帝保佑您的频道..
15316,UgytwhpgrNAi4rwxUgV4AaABAg,1,3 years ago,wow she could do just about anything. she’s very special from god.,哇，她几乎可以做任何事情。她很特别。
10164,UgxxueVH3pHTeGtZ7ht4AaABAg,1,3 years ago,"how fresh=the environment
the climate 
the weather
the food
the land 
the water 
the girl 
the grandma 
the love 
the god","如何新鲜=环境
气候
天气
食物
那片土地
水
那位女孩
奶奶
爱情
上帝"
9276,Ugyecbhoh7RJUj9nrCp4AaABAg,1,2 years ago,"i wish to try doing everything like she does...it's so good to watch your channel.
god bless you ๐๐โ€โ€๏ธ๐’—","我想尝试像她一样做所有事情……看着您的频道真是太好了。
上帝保佑你"
9356,UgxCpS7maCPpyEvHD6J4AaABAg,1,2 years ago,"nice u r hard work sister god blas u ,",辛勤工作的辛勤工作姐妹上帝us u，
22867,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst58zwlfHX9azT,1,3 years ago,toward god,对上帝
14142,UgwdCOlW5kz0lHK8v8Z4AaABAg,1,3 years ago (edited),"oh my god... this chinese woman is more than the wonder woman cuz this is real. and she is my inspiration for my daily life. oh god, please bless this amazing and beautiful/pretty chinese woman....",哦，天哪...这个中国女人不仅仅是神奇女侠，因为这是真实的。她是我日常生活的灵感。哦，天哪，请祝福这个神奇而美丽/漂亮的中国女人。
12411,UgzTLJis-ML6x-00q4V4AaABAg,1,3 years ago,what a wonderful woman this is what you can say about god's creation. congratulations girl you are worthy example ☺,这真是一个很棒的女人，您对上帝的创造可以说的话。恭喜女孩，你是值得榜样☺
28187,Ugxw3ynt6mKMp5H8jRx4AaABAg,1,3 years ago,god bless the great creator,上帝保佑伟大的创造者
13541,UgzVzVPwTwBFDSrNN6p4AaABAg,1,3 years ago,god bless,上帝保佑
18153,UgyOi8WybALqh3CrM4d4AaABAg,1,3 years ago,"oh god, please me, so the comment",哦，天哪，请我，所以评论
5407,UgyJ9CdloVa4_d971St4AaABAg,1,2 years ago,god god โค๏ธ๐,上帝上帝❤️
19764,UgzmQpv5b8hMsrQ6Wqh4AaABAg,1,3 years ago,"by god, it settles 100 times arabic. a great people",借助上帝，它定居100倍阿拉伯语。一个伟大的人
3817,UgwHR87aHIp-Y2mOES94AaABAg,1,2 years ago,"to the forest is beautiful, god",在森林里，上帝是美丽的
19563,UgwAYsnuqL1nv1Pnp-d4AaABAg,1,3 years ago,"wonderfulness, god willing, a natural life.",奇妙，上帝愿意，自然的生活。
4094,Ugxcy0tExEZ-0s5Jekt4AaABAg.9L0BTTF2ncW9NKY1z23Lwb,1,2 years ago,god damn why are people so mean?? smh,该死的，为什么人们这么卑鄙？ SMH
2376,UgypUuyK7unT7_SWGVp4AaABAg,1,1 year ago,"by god, i love her and i love her channel and his polytheism, despite what they do not know the most things",靠上帝，我爱她，我爱她的频道和他的多神论，尽管他们不知道大多数事情
4270,Ugw666kH9E61AQ9WB9J4AaABAg,1,2 years ago,oh my god! amazing!❤❤❤,我的天啊！惊人！❤❤❤
19260,UgxD0jSJ-DgLheGSE014AaABAg,1,3 years ago,"very good your videos.
i am amazed at god video.
congratulations.","很好的视频。
我对上帝的视频感到惊讶。
恭喜。"
6077,UgxIdaD15-hqslYiMSx4AaABAg,1,2 years ago,"god willing, a very beautiful video created.",上帝愿意，创建了一个非常美丽的视频。
32060,UgxdEhj-cZs-wEm9c4x4AaABAg.8yV0EYhRV0B8yWAQ6S0Crm,1,3 years ago,"pysvtfa4 this is the first comment i have ever gotten a reply to haha! i totally get what you mean, she’s an amazing hardworking goddess. even though she wasn’t super rich, i’m pretty sure that she was decently well off in terms of finance in order to even own this much land anyways. thanks for educating me more about her!",pysvtfa4这是我对哈哈的回复的第一条评论！我完全明白你的意思，她是一个了不起的勤奋女神。即使她不是超级富裕，我也很确定她在金融方面表现不错，以便无论如何都拥有这么多土地。感谢您对我进行更多有关她的教育！
5143,UgwxOYGgNaWvW93GOch4AaABAg,1,2 years ago,"https://youtu.be/s_zz24fb3qg
god is my friend and my guide and tonight will, as always, my company.","https://youtu.be/s_zz24fb3qg
上帝是我的朋友，也是我的向导，今晚一如既往地将是我的公司。"
18629,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92j2hR88Y2b,1,3 years ago,pedro c you never know it was mao who led chinese women to work and have the equal right as men. he is neither god nor satan. he is a leader with good side and bad side just like everyone else.,佩德罗·C（Pedro C），您永远不知道是毛泽东（Mao）带领中国妇女工作，并且拥有与男性平等的权利。他既不是上帝也不是撒旦。他是像其他所有人一样的领导者，一面良好，一面不好。
4843,UgzXvosCxT1OSZsWPHx4AaABAg,1,2 years ago,"the vegetables are really good, oh my god, the bamboo shoots are mixed with rice. behhhhhh is delicious",蔬菜真的很好，天哪，竹芽与米饭混合。 Behhhhhh很美味
21913,UgyA8bmzpvHPainCAnh4AaABAg,1,3 years ago,"god willing, it",上帝愿意，它
4772,Ugxxbzwhd_HPNEsK7LJ4AaABAg,1,2 years ago,i love watching your videos so much!!! god bless you sister,我非常喜欢看你的视频！！！上帝保佑你妹妹
21085,UgwjzJFyMrGomHlRKpV4AaABAg,1,3 years ago,"god willing, may god bless ... this blessing",上帝愿意，愿上帝保佑...这个祝福
5936,UgyFvC2cMhcyighhtvx4AaABAg,1,2 years ago,"watch this channel for the whole period. after that, don't forget to comment according to the content and carefully sound the bell. beginners of youtube, leave trails without using strange words. may you be blessed by god.",在整个时期观看此频道。之后，不要忘记根据内容发表评论，并仔细地铃响。 YouTube的初学者，不使用奇怪的单词离开小径。愿你得到上帝的祝福。
2863,UgyA3gqqJf8Dz0A75ZZ4AaABAg,1,1 year ago,snail powder will always drop god!,螺蛳粉永远滴神！
6384,Ugw13z31ZkXrWP2V6Tl4AaABAg,1,2 years ago,"frankly, i wished that i lived this life between nature, healthy food and simplicity, god willing, in heaven, lord",坦率地说，我希望我在自然，健康食品和简单性之间过这种生活，上帝愿意在天堂，主
6803,UgzCnA9hddUZ91IqMO94AaABAg,1,2 years ago,"everytime everything is happen because of god, it's a god gifted thing she have.
i want to learn by u.","每当一切都因为上帝而发生，这都是她拥有的上帝的天赋。
我想学习你。"
288,UgzLUMg6Uz0_zksFw4p4AaABAg,1,2 months ago,little girl who loves! can you go to guizhou together to find lin guo'er? our parents are divorced! is the fate of god's arrangement connected together?,柒爱的小女孩儿！妳一起去贵州找林果儿好吗？我们的父母都离异了！上天的安排的缘份一起连线接缘好吗？
6732,UgxQ9PZqd7V-fs7Y1GB4AaABAg,1,2 years ago,"john 3:16

for god so loved the world that he gave his only-begotten son (jesus christ), so that everyone who believes in him may not perish, but have eternal life. ๐’–๐’•","约翰福音3:16

因为上帝如此爱这个世界，以至于他赐给了唯一的儿子（耶稣基督），以使每个相信他的人都不会灭亡，而是拥有永生。"
390,UgzjHjnXlZA3qWnV-eJ4AaABAg,1,4 months ago,"god, my sister, where is my dust?",天哪，我姐姐，我的尘土在哪里？
