,cid,votes,time,含god,含god中文翻译
46138,UgxW4FzygVFpI2PV1fV4AaABAg,0,4 years ago,"by god, this is the most beautiful video",上帝，这是最美丽的视频
46148,UgyRoXx5nlliVFSFpqF4AaABAg,0,4 years ago,"today, in the market, the ministry has signs with a music, which says: your silence corrode me! and i was worried about you. i mean that if you have been disturbed by the ministry, because of me; i want you to become neutral, society, make signs good, but it is to cause the impression that there are a lot of good people, but things never appease. stay neutral in the future we can be happy just. if it doesn't work; i want you to know, that life in the countryside, is a wonderful life that many wanted to have. you are already happy and do not know, the nausea of ​​this monotony, makes you not realize so much happiness, you can realize this happiness, watching the needy or hell in my life. and even if i had a good financial life, my life, it was going to be almost the same as yours, the difference is that i would have money to buy things, kkkkk. glad you like me, i like you too. it gets neutral, i'm over, just watch, knowing that only god, you know tomorrow. keep reflecting good things. a hug, dear.",今天，在市场上，该部的迹象带有音乐，上面写着：您的沉默腐蚀了我！我担心你。我的意思是，如果您因我而受到事工的干扰；我希望您变得中立，社会，使迹象变得良好，但这是因为有很多好人的印象，但是事情永远不会安抚。将来保持中立，我们可以快乐。如果它不起作用；我想让您知道，乡村生活是许多人想要的美好生活。您已经快乐，不知道这种单调的恶心，使您没有意识到这么多幸福，您可以意识到这种幸福，看着我生活中有需要的人或地狱。即使我过着良好的财务生活，我的生活，也将与您的生活几乎相同，不同的是，我将有钱买东西，kkkkk。很高兴你喜欢我，我也喜欢你。它变得中立，我已经结束了，只是看着，知道只有上帝，你明天就知道。继续反映美好的事物。拥抱，亲爱的。
46319,UgyHO28nTBEqWciCS7N4AaABAg,0,4 years ago,masterpiece goddess,名作 女神
46350,Ugyu2F0sl2Q-THgZppZ4AaABAg,0,4 years ago,oh god digimon ~ digital tyrannosaurus,Oh god Digimon~数码暴龙
46361,Ugxoesv5K9KOy7QzatN4AaABAg,0,4 years ago,much love from the philippines. your content is excellent as always. god bless you,来自菲律宾的爱。您的内容一如既往。上帝祝福你
41692,UgxcWhxNmtECA6NTBGp4AaABAg,0,4 years ago,dream girl.you are very lucky. i wish you will be always happy. god bless you.,梦想中的女孩。你很幸运。我希望你永远快乐。上帝祝福你。
81,Ugwk06hMMwce0pulwr54AaABAg,0,2 weeks ago,"hi kalashi, you do elaborate and have experience and craftsmanship with delicious heart and fast, and your soul is sweet and fun, may god grant you success.",嗨，卡拉西，您会精心制作，拥有美味的心和快速的经验和工艺，而您的灵魂既甜美又有趣，愿上帝赋予您成功。
31810,UgyBAU4n-B-fHKQ_k7l4AaABAg,0,4 years ago,thank god who ever gets the amazing gift of having this woman.,感谢上帝，他得到了这个女人的惊人礼物。
9220,Ugx0CSckEQzt2EQoY2x4AaABAg,0,2 years ago,"john 14:6 kjv, ""jesus saith, i am the way, the truth, and the life: no man cometh unto the father, but by me.""

1 peter 2:24 niv, ""he himself bore our sins in his body on the tree, so that we might die to sins and live for righteousness; by his wounds you have been healed.""

john 3:16 kjv, ""for god so loved the world, that he gave his only begotten son, that whosoever believeth in him should not perish, but have everlasting life"". 

romans 3:23-24 niv, ""...for all have sinned and fall short of the glory of god, and all are justified by his grace through the redemption that came by christ jesus"".

john 8:12 kjv, ""i am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life"". 

jesus is the only way to god, the truth of salvation, and the breath/bread of life. 

accept jesus christ as your lord and saviour. sins separate us from god because he's holy. all sins will be forgiven and erased through faith in christ jesus. god ♥ you, is alive, merciful, faithful, truthful, and is waiting with his arms wide open for you! for jesus did not come to establish a religion, but to become a mediator between god and men.

through the grace of god, jesus was given to us by paying the price at the cross at calvary. repent and confess from your sins to jesus and ask him to forgive you. a sinner cannot save a sinner, only a sinless person can. that sinless being is jesus christ himself.

through the faith in christ jesus, the sick was healed; everywhere he went, he healed the blind, the mute, the deaf, the demon-possessed, raised the dead, as well as performed many miracles; he also walked on water, turned water into wine, calmed the storm with his command, and was raised up from the dead. miracles are still being seen today! jesus is our helper, our healer, our refuge/protection, and our strength for when time gets tough.

god is standing and knocking at the door waiting for your answer right now because the kingdom of heaven is coming.","约翰福音14：6 KJV，“耶稣说，我是道路，真理和生命：没有人会给天父，而是我。”

1彼得2:24 NIV，“他本人在树上的身体中犯了我们的罪过，这样我们就可以死于罪恶并为公义而活；通过他的伤口，您已经得到了治愈。”

约翰福音3:16 KJV，“因为上帝如此爱世界，以至于他赐给了他唯一的儿子，以至于谁相信他的人不应该灭亡，而是永生的生活”。

罗马书3：23-24 NIV，“……因为所有人都犯了罪，并没有上帝的荣耀，所有人都通过基督耶稣的救赎而被他的恩典所辩护。”

约翰福音8:12 KJV，“我是世界之光：跟随​​我的人不会在黑暗中行走，而应具有生命之光”。

耶稣是通往上帝的唯一途径，救赎的真理以及生命的呼吸/面包。

接受耶稣基督为你的主和救主。罪与我们与上帝分开，因为他是圣洁的。通过对基督耶稣的信仰，将宽恕和抹去所有罪。上帝♥你，活着，仁慈，忠实，真实，他的手臂宽大地等待着你！因为耶稣不是来建立宗教，而是成为上帝与人之间的调解人。

通过上帝的恩典，耶稣是通过在Calvary的十字架上付出代价的。从你的罪向耶稣身上悔改并承认，请他原谅你。罪人不能拯救罪人，只有一个无罪的人才能。那无罪的是耶稣基督本人。

通过对基督耶稣的信仰，病了。他到处走了，他治愈了盲人，沉默寡言，聋人，恶魔，抚养了死者，并表现出了许多奇迹。他还在水上行走，将水变成葡萄酒，用他的命令使暴风雨平静下来，并从死里复活。今天仍在看到奇迹！耶稣是我们的助手，我们的治疗者，我们的避难/保护，以及时间变得艰难时的力量。

上帝正在站着并敲门，因为天国即将到来，所以现在等待您的回答。"
11272,UgzLOnTvXKS2MUgVmT54AaABAg,0,2 years ago,i love your video s god bless you always,我爱你的视频，上帝保佑你永远
11332,Ugw1ESjYsipv0kiBr2N4AaABAg.9EkczSEcZeX9ElLumNQ5bS,0,2 years ago,@kaukaukaukau6827 ๐๐’ข god heal you,@kaukaukaukau6827
11432,Ugw-1H2VRw0vR5xpBtZ4AaABAg,0,2 years ago (edited),god bless you and your family.,上帝保佑你和你的家人。
11444,Ugw5qZtkUZaPMfB6oZV4AaABAg,0,2 years ago,"god is a sweet life, because it is in the way",上帝是一种甜蜜的生活，因为它在路上
11451,Ugx0trdyt6gLwVqPDM94AaABAg,0,2 years ago,"peace be upon you and the mercy and blessings of god almighty i was wearing very obsolete and fully torn clothes, but i had intelligence that was enough to be her favorite from among her students. my signs were very good, which caught her attention to always, i loved her until i loved the arabic subject that she was studying until she became my dialect, and my love for her.
one day (who was not in my mind) i called my name and asked me to stand in front of her office very loudly, so everyone watched and i did, but in my heart a great fear and surprised because the expressions of my teacher are not as usual. i did something that sparked her anger and i do not know, my god, which is a dilemma in it? !! and for a while, i heard her voice calling in my name, but i am suddenly thinking suddenly, i struck the office with a striking stick to me and i and around me to ask me how much your brothers? how old are your father?! ?? my brothers 4.
so i went to the country to four girls and said, i saw ??? you do not want to study and your parents provide all your requirements, while those who really need support here are in front of me and i cannot change the amount, so i directed the severity to me and said that i could help you to complete your studies, i know that you want it and you will not be able to complete it. if they could present to me some of their used clothes in her thinking of this, it may help me, but the opposite happened, i was preferred to her, which would have changed their jealousy, and when i asked them for old clothes for me, they did not come to her, but the opposite humiliated me and mocked me, but the strange thing about the passage of about 16 years old and i became sewn. professional. the subscription button and do the bell to receive all new and to get to know more, and god still i have a lot to tell you and do not forget, please, as long as you are in the care of god ......
https://youtu.be/dpfj7rwyir4","和平在你身边，全能的上帝的怜悯和祝福，我穿着非常过时和完全撕裂的衣服，但是我有足够的智慧，足以成为她在学生中的最爱。我的迹象非常好，这引起了她的注意，总是注意，我爱她，直到我爱她学习的阿拉伯语主题，直到她成为我的方言和对她的爱。
有一天（我不在我的想法）我叫我的名字，要求我大声地站在她的办公室前，所以每个人都看着，我做到了，但是在我心中，我感到非常恐惧和惊讶，因为我老师的表情是不像往常一样。我做的事情激发了她的愤怒，我不知道，我的上帝，这是一个困境？ !!有一段时间，我听到她的声音在我的名字中呼唤，但是我突然突然想着，我用醒目的棍子撞到了办公室，我和我周围和我周围问我多少兄弟？你父亲几岁？ ！??我的兄弟4。
所以我去了四个女孩说，我看到了？？？您不想学习，您的父母提供您的所有要求，而那些真正需要支持的人在我面前，我无法更改金额，所以我将严重程度指导给我，并说我可以帮助您完成您的工作研究，我知道您想要它，您将无法完成它。如果他们可以在她的想法中向我展示一些二手衣服，那可能会对我有所帮助，但相反，我更喜欢她，这会改变他们的嫉妒，当我要求他们为我吃旧衣服时，他们没有来找她，而是羞辱了我并嘲笑我，但是关于大约16岁的奇怪的事情，我变成了缝制。专业。订阅按钮，做铃铛以获得所有新事物并了解更多，上帝仍然有很多要告诉你的，只要你在照顾上帝的情况下，请不要忘记，请不要忘记。 ..... .....
https://youtu.be/dpfj7rwyir4"
