,cid,votes,time,含best,含best中文翻译
6369,UgzQ8C5sFO53i61srB14AaABAg,1,2 years ago,"youtube is officially banned in mainland china by the government. the fact that she is able to access youtube with this many subscribers is the pure fact that chinese government is backing her to promote wrong cultural facts to spread the fault idea of 'everything is from china'.
so sad that chinese in china does not have right to say to no to the government.
chinese in other countries opened their eyes that chinese government is oppressing their citizens to manipulate their mind about china number 1, china strong, china everything, but the fact is chinese in china is just blinded by their own government.
don't get me wrong. one of my best friend is chinese and he is in usa. he clearly does not think like chinese in china. ask chinese outside of china. most who lived long enough away from china will say the true. those who still say china is everything is the sad reality that people still under no total govern control, culture, media, education and most importantly the truth.","YouTube在中国大陆被政府正式禁止。她能够与许多订户一起访问YouTube的事实是，中国政府支持她促进错误的文化事实，以传播“一切都来自中国”的错误思想。
如此遗憾的是，中国的中国人无权对政府拒绝。
其他国家的中国人睁开眼睛，即中国政府压迫他们的公民操纵他们对中国1，中国强，中国一切的想法，但事实在中国是中国的，只是被自己的政府蒙蔽了。
不要误会我的意思。我最好的朋友之一是中国人，他在美国。他显然在中国不像中国人那样思考。在中国境外问中国人。大多数距离中国足够长的人都会说真实。那些仍然说中国的人就是一个可悲的现实，即人们仍然没有完全控制控制，文化，媒体，教育，最重要的是真理。"
6919,UgwkVEp77PSs8IzxiXh4AaABAg,1,2 years ago,the best thing i see on utu yob,我在UTU YOB上看到的最好的东西
7222,UgxwCzTkcREIfqQnFUB4AaABAg,1,2 years ago,my channel is new. please subscribe and support me to continue to present the best,我的频道是新的。请订阅并支持我继续呈现最好的
32301,UgyJXYo2X2L5tkjUvfR4AaABAg.8vvno-XxxF997PJUzX0GNB,1,3 years ago (edited),"lใใ chen thereโ€s a difference between โ€kowaiโ€ and โ€kawaiiโ€ .-. edit: โ€kowaiโ€ means โ€scaryโ€. โ€kawaiiโ€ means โ€cuteโ€. also, theyโ€re pronounced differently. โ€koh-whyโ€ and โ€kah-wah-eeโ€ (idk how i could put the sounds in words, but i tried my best)",lえいChen“ Kowai”和“ Kawaii”之间存在区别。编辑：“ Kowai”的意思是“恐怖”。 “ kawaii”的意思是“可爱”。而且，它们的发音方式不同。 “ Koh-Why”和“ Kah-wah-ee”（idk我如何用语言表达声音，但我尽了最大的努力）
7531,Ugz33gk2n58Ad39Ysvt4AaABAg.9JfTa1DwsQJ9JsB4Acx3Yl,1,2 years ago,@narancabestboi8498 what is the video?,@narancabestboi8498视频是什么？
49254,UgwL3iAA3s5UTgVNi_N4AaABAg.8qm8_CFNxiT8s8Ubl_4PG1,1,4 years ago,@sergeypogreban that's the best kind of food - spicy,@sergeypogreban是最好的食物 - 辣
49054,Ugym7nGv_Hs5vMB6m714AaABAg,1,4 years ago,happy new year from india......loves all the videos....keep going all the best....,来自印度的新年快乐……喜欢所有的视频....继续一切顺利。
30638,UgwhCWarPGeJE2BvL-14AaABAg,1,3 years ago,video beauty is really the best .. ๐,视频美确实是最好的。
30634,Ugz1OP8piAmbWAaqL154AaABAg,1,3 years ago,best video of your channel. toffees are great.,您的频道的最佳视频。太妃糖很棒。
48975,Ugw1UZj8cJ4_r6VRpmR4AaABAg,1,4 years ago,one of the best ones yet!,迄今为止最好的之一！
5086,UgzpLl3VXU1O_03Q-d54AaABAg,1,1 year ago,"jesus is lord and kings of kings 

jesus loves you he die for you and arose to give you life. and still loves you even though you reject him. you beautiful, smart and important human being 

jesus loves you and forgives you for your past choices and mistakes accept him as your lord and savior before its to late start a relationship with him read your holy bible, talk to him every day and pray, he is waiting on you with arms stretch wide open waiting for you he would not force himself on you his a gentleman, kind,loving and patience. put your trust in jesus because he is the only one that will never fail you, worship him day and night , be thankful every day despite of

gospel songs
nobody - casting crowns 
michael w smith- love in his right hand 
communion- tribl
i thank god - tribl 
voice of god - dante bowe 
champion - tribl 

there is much more but accept jesus he loves you and he knows what's best for you, trust his timing, his ways and thoughts are higher than ours","耶稣是国王的主和国王

耶稣爱你，他为你而死，并为你献出生命。即使你拒绝他，仍然爱你。你美丽，聪明和重要的人

耶稣爱你，宽恕你过去的选择和错误接受他作为你的主和救主，然后才开始与他的恋爱关系阅读你的圣经，每天与他交谈并祈祷，他正在用手臂伸展宽阔的你公开等待你，他不会强迫你自己的绅士，善良，充满爱心和耐心。相信耶稣，因为他是唯一一个永远不会失败的人，白天和黑夜崇拜他，每天都要感恩

福音歌曲
没有人 - 铸造冠
迈克尔·史密斯 - 右手
圣餐
我感谢上帝 - Tribl
上帝的声音-Dante Bowe
冠军 - Tribl

还有更多，但接受他爱你的耶稣，他知道什么对你最好，相信他的时机，他的方式和思想比我们的人高。"
3865,Ugzmli70pm8jtvR3zCV4AaABAg,1,1 year ago,god is the best sons,上帝是最好的儿子
9321,UgwXIdEWLXjVDMdurMJ4AaABAg,1,2 years ago,vere best. iife your,Vere最好。 iife你
32817,UgxdTWXq3OBazhmVI9J4AaABAg,1,4 years ago,"all the supplications in the qurโ€an are also salary according to the arrangement of the honorable press. make it ongoing charity*

1- our lord accepts us that you are the hearing of the knowledge, and we have the right to the mercy.

2- our lord came to us in the world, and in the other, we are good, and we were tormented by the fire.

3- our lord, we have been patient, and we have proven to us and supported us on the infidels.

4- our lord, do not take us if we forget or sin, our lord, and do not carry us as an insignificant as you carried it over those before us.

5- our lord, and do not carry what we have no energy, and forgive us, and we forgive us, and may you be our money, and we will be pleased with the infidels.

6- our lord, we do not have our hearts after our gossip, and we are gave to us, with the mercy of you, you are the ghosts.

7- our lord, you are the people of the people for a day that there is no doubt that god does not leave the good.

8- our lord, we believed, so we forgive us, our sins, and we are the torment of the light.

9- rabbi, i have a good atmosphere, you will hear the supplication.

10- our lord, we believed in what i went down and followed the messenger, so we wrote with the two testimonies.

11- our lord forgive us, our sins, and our secrets in our matter, and we have proven our feet and supported us on the infidels.

12- our lord, as long as you created this, we have lost the torment of the fire.

13- our lord, you are the one who entered the fire, as you have been treacherous, and for those who are supporters.

14- our lord, that we have heard a call that calls for the days that they believe in your lord, our lord, our lord, forgive us, our sins, and disbelieve us, our misfortunes, and we will fulfill the righteous.

15- our lord has come to us and our promises to your messenger and do not store the day of the resurrection. you do not leave the customer.

16- our lord was brought out of this free village.

17- our lord, our souls, we have not forgiven us, and we have mercy on us.

18- our lord opens between us and our people in truth and you are the best of the sides

19- our lord, we have been patient, and we have fulfilled muslims.

20- our lord does not make us a fatwa for the people of the people, and we escaped from the infidels.

21- rabbi, i will seek you to ask you for what i do not have knowledge, and only forgive me, and may god bless me.

22- rabbi, you are the first of me in the world, and the other one will give me a muslim and my injecting is good.

23- our lord, you know what we hide, and what we declare, and what is hidden from god in the land, or in the heavens.

24- rabbi make me the place of prayer and from my atom, our lord, and accept a supplication, our lord, forgive me and the parent

25- rabbi enter me with a honesty, and i will be shocked by a shock, and make me from you.

26- our lord came to you from your soul, and we have a gift from us.

27- rabbi explain to me my chest, and i am pleased with my matter, and i will analyze a contract from sani who understand my saying, lord of my knowledge.

28- there is only god, but you are your grace that i was one of the oppressors.

29- rabbi, do not infer me, and you are the best of the two.

30- i am the harmful one and you are the most merciful.

31- the lord of mubbar, you are the best of the home.

32- rabbi, i will see you from the thunderbolts, and i will seek your lord to attend.

33- our lord, our safe, forgive us, and may you be merciful.

34- our lord, we have been tormented by the torment of its torture, that it was overwhelmed, as it was stable and stable.

35- our lord, we gave us from our grooves and our warnings, and we made us to the righteous in front.

2- others and make me from the heirs of the inauguration of the soul, and do not store me a day they send a day that does not benefit the money, and if only the one who will come to god with a sound heart.

37- lord of najji and my family from what they are doing.

38- rabbi, give me to thank you, which i have been blessed with my parents, and that i work as good as you satisfy it, and enter me with your mercy in your good worship.

39- lord, i wronged myself, forgive me, lord, i will support me, the people.

40- our lord expanded everything, and when he was forgiven to those who repented, they followed your way and their torture of hell

41- our lord and entered them with the ages of the one who are their promises and who reconciled their fathers and their grooves and their warning his merciful, and this is the greatest.

42- our lord revealed the torment that i am believers.

43.

44- our lord forgive us and our brothers who preceded us with faith and do not make in our hearts to the one who are in.

45- our lord, you see a mercy, may god bless you, and you, our prophet, and you, the destiny, our lord does not make us a girl to those who disbelieved, and forgive us, our lord, you are the dear, the government.

46- our lord, we are blessed with us, and we forgive us, that you are very rare.

47- rabbi, do not be at the ground from the infidels, you will be attempted to mislead your worship, and they will only be born with disbelief.

48- the lord of my father, and whoever enters our believer and the believers and the believers and does not increase the oppressors except to be confused.

the one who will know the supplications is because of you, ""you will be surprised, god willing, on the day of the mountains of good deeds ... and the world in the waterfall of the values โ€โ€that are fulfilled ... god willing.
.
and call on god, god bless you","《古兰经》中的所有恳求也根据荣誉新闻的安排而薪水。使其持续慈善机构*

1-我们的主接受您是您的知识听证会，我们有权享有怜悯。

2-我们的主来到世界上，另一方面，我们很好，我们被大火折磨。

3-我们的主，我们一直耐心，我们已经证明了我们并支持我们的异教徒。

4-我们的主，如果我们忘记或犯罪，我们的主，不要带我们去，不要像您将其携带到我们面前的那些人一样无关紧要。

5-我们的主，不要携带我们没有精力的东西，原谅我们，我们原谅我们，也许您是我们的钱，我们会对异教徒感到满意。

6-我们的主，我们在八卦之后没有我们的心，而我们被您的怜悯赐给了我们，您就是鬼魂。

7-我们的主，你是人民的人民，毫无疑问，上帝不会留下善。

8-我们的主，我们相信，所以我们原谅了我们，我们的罪，我们是光的折磨。

9-拉比，我的气氛很好，您会听到恳求。

10-我们的主，我们相信我走了下来并跟随Messenger，所以我们写了两个证词。

11-我们的主原谅我们，我们的罪过和我们的秘密，我们证明了我们的脚，并在异教徒身上支持我们。

12-我们的主，只要您创造了这一点，我们就失去了火灾的折磨。

13-我们的主，您是您一直在危险的人，也是那些是支持者的人。

14-我们的主，我们听到了一个呼吁，呼吁他们相信您的主，我们的主，我们的主，原谅我们，我们的罪过，不相信我们，我们的不幸，我们将实现义人。

15-我们的主来找我们和我们的信使的承诺，不存储复活的日子。您不会离开客户。

16-我们的主被带出这个自由的村庄。

17-我们的主，我们的灵魂，我们没有原谅我们，我们对我们有怜悯。

18-我们的主在我们和我们的人民之间以真理开放，而您是最好的一方

19-我们的主，我们已经耐心了，我们已经实现了穆斯林。

20-我们的主不会使我们成为人民的胖子，我们从异教徒逃脱了。

21-拉比，我会寻求您向您询问我没有知识，只原谅我，愿上帝保佑我。

22-拉比，你是我第一个世界上的第一个，另一个人会给我一个穆斯林，我的注射很好。

23-我们的主，你知道我们隐藏了什么，我们宣告了什么，以及在土地上或天堂中隐藏的是什么。

24-拉比使我成为祈祷的地方，并从我的原子，我们的主那里接受恳求，我们的主，原谅我和父母

25-拉比诚实地进入我，我会震惊的是，让我感到震惊。

26-我们的主从你的灵魂来到你身边，我们得到了我们的礼物。

27-拉比向我解释了我的胸部，我对我的事情感到满意，我将分析萨尼的合同，他理解我的意思，我的知识。

28-只有上帝，但是你是你的恩典，我是压迫者之一。

29-拉比，不要推断我，你是两者中最好的。

30-我是有害的人，你是最仁慈的。

31-穆巴尔之王，你是家中最好的。

32-拉比，我会从雷电上见到你，我会寻求你的主参加。

33-我们的主，我们的安全，原谅我们，愿你仁慈。

34-我们的主，我们因其酷刑的折磨而遭受了折磨，因为它是稳定且稳定的，因为它不知所措。

35-我们的主，我们从凹槽和警告中给了我们，我们把我们带到了前面的义人。

2-其他人，让我从灵魂就职典礼的继承人中学到我，不要将我存放一天，他们寄来的一天，这不会使金钱受益，如果只有那些愿意以声音的心来到上帝的人。

37-纳吉勋爵和我的家人从他们的工作中。

38-拉比，请感谢我，我对父母很幸运，我的工作和您满意的一样好，并在您的良好崇拜中怜悯我。

39-主，我委屈自己，原谅我，主，我会支持我，人民。

40-我们的主扩大了一切，当他被宽恕的人宽恕那些悔改的人时，他们跟随你的路和对地狱的折磨

41-我们的主与他们的年龄成为他们的诺言，和解父亲，凹槽和警告他仁慈的人的年龄，这是最伟大的。

42-我们的主透露了我信徒的折磨。

43。

44-我们的主原谅了我们和我们的兄弟，他们以信仰为先于我们的兄弟，并不是在我们的心中向所在的人做。

45-我们的主，你看到怜悯，愿上帝保佑你，你，我们，我们的先知，你，命运，我们的主不让我们成为那些不相信的人，原谅我们，我们的主，你是亲爱的，政府。

46-我们的主，我们很幸运，我们原谅您，您非常罕见。

47-拉比，不要从异教徒那里站在地面上，您将试图误导您的崇拜，而它们只会出生于怀疑。

48-我父亲的主，以及谁进入我们的信徒，信徒和信徒，除了感到困惑之外，没有增加压迫者。

一个会知道恳求的人是因为你，“在善行的山上，你会感到惊讶，上帝愿意……以及所实现的价值观的瀑布中的世界...天意。
。
并呼唤上帝，上帝保佑你"
