,cid,votes,time,含good,含good中文翻译
46122,UgyGUaAIsseIeq2a7Hh4AaABAg,2,4 years ago,the new year is good ~~ 诸️ everything is good,过年好～～㊗️诸事大吉
25779,UgzZmKEUr6WZV62Qqqd4AaABAg,2,3 years ago,i love her videos.i think all women should be just like her hardworking and good skills. watching her makes me want to do more in my life.,我喜欢她的视频。我认为所有女性都应该像她的勤奋和良好的技能一样。看着她让我想在生活中做更多的事情。
4172,UgwLpqWdlXqbbaIslTd4AaABAg.9Ro3OmThp8R9TP32yUmO9l,2,1 year ago,good,好的
26328,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy92z7fih3Vo4,2,3 years ago (edited),for those of you who still need something to help with depression check out empower plus vitamins from truehope they changed my life. good on you bug bug it takes a big person to admit to the public something like that. isn't it amazing how seeing someone living so purely how you instantly recognize the worth in it ? shes the most inspiring woman i've ever seen in almost 50 years on this earth. i'm sooo jealous of the man in her life lol,对于那些仍然需要一些东西来帮助抑郁症的人，请查看Empower和TrueHope的维生素，他们改变了我的生活。在您的错误方面很好，一个大人需要一个大人才能向公众承认这样的事情。看到某人如此纯粹地看着您如何立即认识到它的价值，这并不令人惊讶吗？她是我在地球上近50年来见过的最鼓舞人心的女人。我很嫉妒她一生中的男人
22767,UgxHzewRYMagdent88d4AaABAg,2,3 years ago,"each video of li ziyi is a concentrated movie, carefully, real, good -looking",李子柒的每个视频都是一部浓缩的电影，用心，真实，好看
25731,Ugy5Zt-pHXtlfJ33h0J4AaABAg,2,3 years ago,"the video is very good and simple, but can't do it.",该视频非常好，很简单，但不能做到。
7922,UgyBCEajPnnG6L6pb-d4AaABAg,2,2 years ago,"wow it was too good. 
she was too too too caring 
i love this video 

♥️♥️♥️♥️♥️♥️♥️
so so sooo many hearts
wow!","哇，太好了。
她太在乎了
我喜欢这个视频

♥资♥资q资源♥♥资产♥资产♥资源
如此多的心太好了
哇！"
23160,Ugw_NSWQLDPDxUVjKJZ4AaABAg,2,3 years ago (edited),you are freakin amazing! omg ur good at everything and wat a beautiful place u have. sooooo wanna visit <3,你真是太神奇了！天哪，您的一切都很好，您拥有一个美丽的地方。太想访问<3
7798,UgwYrPeo5qX3xwm1UKF4AaABAg,2,2 years ago,good video like ... from jogja yogyakarta indonesian ...,好的视频，例如...来自Jogja Yogyakarta印尼语...
7780,UgwVtyQ2Ve-4Y4ozn6h4AaABAg,2,2 years ago,"chinese ny is coming
revisit this video again and again
it's the spring festival that is not at home for a year
i miss the various annual goods when i was young, i can only come here to solve it.","Chinese NY is coming
revisit this video again and again
又是一年不在家的春节
怀念小时候买各种年货 只能来这里解馋了"
23135,UgztKD3QY8jtcl9-GwN4AaABAg,2,3 years ago,"what if chinese people are like some people in china? isn't it good to show people all over the world? is it possible to show the spraying skills unique to the chinese people? the attention of more than 7 million is not easy, and some people in china are too disappointing. beautiful things are scolded, and bad ones must be scolded",如果中国人都像国内那有一部分人那样中国该如何是好？把美好的东西展示给全世界人看难道不好吗？难道要展示中国人特有的喷子技巧才是可以的？700多万的关注来之不易，国内一些人太让人失望了。美好的东西要被骂，不好的也要被骂
7726,UgxSgCYsMbdkY4I6If14AaABAg.9JSet9Ah3H29JiZY0gj0TB,2,2 years ago,really good i think..hehehhe,我认为真的很好.. hehehhe
261,Ugxhc0zsnq84uBN65hl4AaABAg,2,1 month ago,"ziyi, this video is really good!",子柒妳这视频真的很好看唷！
2432,UgzCxkeJthWWa25eWER4AaABAg,2,1 year ago,"this woman is very hardworking, good at cooking, and also beautiful
","这个女人非常努力，擅长烹饪，而且很漂亮
"
4070,Ugwp5JOHASJuhEhBd2h4AaABAg,2,1 year ago,"this girl is loved by everyone, glory be to god, and his creator until her formed is good",这个女孩都受到每个人的爱，荣耀归于上帝和他的创造者，直到她形成为好
30310,UgzzGCnxq57BhCAB3YR4AaABAg,2,3 years ago,"just pretty and good, love you! ๐๐๐",只是漂亮，很好，爱你！
30470,UgyXNQPk6xTUEdX74uB4AaABAg,2,3 years ago,"seeing that your work has a feeling of seeing each other and hate, it is really as treasured! in the influence of the philosophical thoughts of yin and yang five elements in traditional chinese culture education, confucian ethical and moral concepts, traditional chinese medicine nutritional photography, and cultural and artistic achievements, diet aesthetic style, and many factors of national characteristics, they created the chinese cooking skills of the book of history. form a broad and profound chinese food culture. your profound understanding of the traditional chinese diet and culture is perfectly presented with the beautiful chinese style that is so beautiful! as a native of china, the chinese are also amazing, and they are intoxicated! under the influence of the world's multiculturalism, many excellent cultures have been forgotten, the outlook on life, and values โ€โ€have also changed in the long -term subtle way. whether it is chinese or the people of the world, there are always things in common in the hearts of human beings. they all advocate true, good, and beautiful. they like tranquility and peace, and they are eager to happiness and happiness. the environment of your life is like a paradise, the mountains and rivers are beautiful, and the ecological environment that people and nature live in harmony are enviable. your work can help us calm down the impetuous heart, re -think about life, and find the most precious beauty in the original memory of human beings!",看到您的作品有种相见恨晚的感觉，真的如获至宝！在中国传统文化教育中的阴阳五行哲学思想，儒家伦理道德观念，中医营养摄生学说，还有文化艺术成就，饮食审美风尚，民族性格特征诸多因素的影响下，创造出彪炳史册的中国烹饪技艺，形成博大精深的中国饮食文化。您对中华传统饮食和文化的深刻理解并用美到令人窒息的唯美中国风完美呈现出来！作为土生土长的中国人也都叹为观止，如痴如醉！在世界多元文化的影响下，好多优秀的曾经引以为荣的文化已经被淡忘，人生观，价值观也在长久的潜移默化中改变。无论是中国人还是世界人民，在人类心灵深处，总有一些东西是共通的，都崇尚真善美，都喜欢宁静与祥和，都渴望幸福与快乐。您生活的环境犹如世外桃源，山青水秀，人与自然和谐相处的生态环境让人羡慕不已。您的作品能帮助我们静下浮躁不安的心，重新思考人生，找寻人类最初的记忆中最珍贵的美好！
28732,UgwX4THob0zkgz01b2t4AaABAg,2,3 years ago,your all of good i think you are sweet and beautiful and your formality is good.....i am coming,你的一切都很好，我认为你甜美美丽，形式很好.....我来了
20099,UgwZgpnV7U5-EPpPQBN4AaABAg,2,3 years ago,"i'm absolutely amazed by every video, however this one is my favorite one of all. i really appreciate your joy while creating all of the different goodies.",我对每个视频感到非常惊讶，但是这是我最喜欢的一部。我非常感谢您的喜悦，同时创造了所有不同的美食。
48489,UgxXXIbNChtL-954PKl4AaABAg,2,4 years ago,"the lovely ziyi is really exquisite in craftsmanship and unique taste. i wish you a happy new year, prosperous year of the pig, good luck ~",可爱的子柒真的手艺精湛，而且独具品味，祝福妳新年快乐，猪年旺旺，好运连连～
20090,UgzIwCJZuCk3IHk-V8p4AaABAg,2,3 years ago (edited),"i'm so surprised by the sound of frying, so it's very good.",我对油炸的声音感到惊讶，所以很好。
44060,UgycNSkJt1wQbPlIH414AaABAg.8rGHT9GJz-M8rTZjdyLqOL,2,4 years ago,@ygfalcao2570 that and vdd. always good to know new cultures and this paradise she lives then.,@ygfalcao2570和vdd。总是很高兴了解新的文化以及她那时所生活的这个天堂。
50683,UgwPbyBZxzeGVc1x5TR4AaABAg,2,4 years ago (edited),i like in your video’s♥️. good luck and happy chinese new year. i from indonesia,我喜欢您的视频♥️。祝你好运和春节快乐。我来自印度尼西亚
28358,UgzKhC45H4weq5MwpKR4AaABAg,2,3 years ago,"great cameraman, great sound technicien, great video editor technicien, good video storyline writters, amazing team behind the beautiful recepies, amazing new traditional tools in every video, and good beautiful actress lisiqi mastering her angles. huge production. hat off to using vlogging to promote chinese culture.",Great Cameraman，Great Sound Technicien，出色的视频编辑Technicien，出色的视频故事情节编写者，美丽的Recepies背后的出色团队，每个视频中令人惊叹的新传统工具以及优秀的漂亮女演员Lisiqi掌握了她的角度。巨大的生产。使用视频博物馆来促进中国文化。
15121,UgwtZY9TNcFW-b5fm-54AaABAg,2,3 years ago,am so happy to see 53 million views for this . this proves world is such a good place. i wish if everyone in the world could watch & worship content like this,很高兴看到5300万观看次数。这证明世界是一个好地方。我希望如果世界上的每个人都能像这样观看和崇拜内容
48743,Ugz9GqrwOQjkZKeZQF14AaABAg.8qmXB6Y9kKz8qq6eT6XDVQ,2,4 years ago,good translation !,好翻译！
1437,UgyRsIsRe3Pz1T7ARjF4AaABAg,2,11 months ago,"how wonderful you are lizi. you impressed me deeply when you gave her grandmother something good in her mouth, as she probably feed on you and when you were a child. you are a wonderful, hard, inventive and very intelligent. for a long time your clips.",你真是太美了。当你给祖母的嘴里给她一些好东西时，你给我留下了深刻的印象，因为她可能会以你的身份和你小时候。你的剪辑。
26318,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy92ZwdBx6H1i,2,3 years ago,"good for you, bro ๐‘, and that how positive way of life of ziqi can affect people, i'm too be inspired. cheers for our lovely lady.",兄弟对您有好处，Ziqi的积极生活方式会影响人们，我也受到启发。为我们可爱的女士欢呼。
764,UgwAWNzrL0OkfgRjvwd4AaABAg.9k-8u6SuoSe9k8yXHhHlre,2,5 months ago,good news! she is coming back ❤️,好消息！她回来了❤️
43782,UgwhXil8SgAk8TB0GzJ4AaABAg,2,4 years ago,very nice and good luck,非常好，祝你好运
51725,UgxYasu9FDqzWgUHqsl4AaABAg.8qlSxysCabu8qljY6yVsa5,1,4 years ago (edited),"dexter morgan oh, i was bored and your comments were so utterly ridiculous and you believed them with true conviction - it was amazing so i wanted to see how deep you would dig. i was formerly a historian, kiddo (i specialised in pre-pie cultures in europe). i can tell you’ve been reading nationalist propaganda as i see this kind of trash spewed all the time. the typical “chinese stole everything from the baiyue and the vietnamese are the only baiyue people left!” nonsense, it’s second only to “the cantonese language is older than mandarin and mandarin was corrupted by manchu barbarians!” (both languages are equally old and erhua is not a “manchu accent” at all, the trait developed during the ming which was before the manchu invasion) or the equally ridiculous “us japanese may have copied the chinese but the modern chinese should not be proud as they are so mixed and there are no real chinese left!” (ignoring the fact that chinese have always been “mixed” since their origin as the huaxia confederation and the modern northern han are actually quite genetically homogenous as the population has coalesced but japanese nationalists are always dumbasses). like i said, you thinking wikipedia is a credible source is hilarious and if you’re reading vietnamese wikipedia then that whole thing is a joke, stick to the english editions as they have more contributions. 
good riddance.","德克斯特·摩根（Dexter Morgan）哦，我很无聊，您的评论非常荒谬，您以真正的信念相信他们 - 真是太神奇了，所以我想看看您会深入挖掘。我以前曾是历史学家Kiddo（我专门从事欧洲的预科文化）。我可以告诉您，您一直在阅读民族主义者的宣传，因为我一直看到这种垃圾一直在喷出。典型的“中国人偷走了拜纽（Baiyue）和越南人（越南人）是唯一剩下的巴伊耶（Baiyue）！”胡说八道，第二次是“粤语比普通话年龄大，而普通话被曼彻·野蛮人（Manchu Barbarians）腐败了！” （两种语言都同样古老，Erhua根本不是“ Manchu的口音”，在Manchu入侵之前的Ming期间发展的特质）或同样荒谬他们是如此混杂，没有真正的中国人感到骄傲！” （忽略了以来中国人一直“混合”以来的事实，因为他们作为Huaxia联邦和现代北部汉族实际上在遗传上是同质的，因为人口融合在一起，但日本民族主义者总是愚蠢的）。就像我说的那样，您认为Wikipedia是一个可靠的消息来源很有趣，如果您正在阅读越南Wikipedia，那么整个事情都是个玩笑，请坚持英语版，因为它们有更多的贡献。
甩掉包袱。"
