,cid,votes,含good,含good中文翻译
14421,UgwvtJ70I8DvaHI-BSV4AaABAg,0,this sister is so good,这个姐姐太好了
20894,UgzqA9XZRHuMwQgwqhB4AaABAg,0,ok verygood,好的，棒极了
18995,UgwrUBPea8pmlQNetDZ4AaABAg,0,looks good,看起来不错
19115,UgxDb42TRHLdOvyPpLN4AaABAg,0,good healing movie! intersection,好疗愈的影片！ ！
19113,UgwPR_IkLuq-mIhqvlR4AaABAg,0,"if this girl is good, even though bad a cx",如果这个女孩好，即使CX不好
19087,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392M4PCU_tsu,0,daisyflower i think many people in the world are good,雏菊花我认为世界上许多人都很好
4715,UgwRrQnNcM36R_voD8t4AaABAg,0,good,好的
19067,UgyhSJHbnccPmF2NewB4AaABAg.928iIut82ru92f2nst3A4L,0,"@user-jo8wc7ub5x why does guangzhou people never think that snails smelly, snail overlords, good joy snails, li ziyi have eaten these brands, often cook at home, and can not eat when they abroad.",@user-jo8wc7ub5x 广州人为什么从来不觉得螺蛳粉臭，螺霸王，好欢螺，李子柒这些牌子都吃过，经常在家煮，在国外时吃不到呀。
4777,UgyaXgF76E2Ga3WvYzZ4AaABAg,0,god = nature = good life and living longer,上帝=自然=美好的生活和更长的生活
19043,UgxFq4uaFl_qu834Vxl4AaABAg,0,wow to good,哇好
19014,Ugx1yEdhL1eqT_F0kw94AaABAg,0,she is very good.,她很好。
18992,UgwAthRlK7YynbZ6axN4AaABAg,0,"everything is good, but you don't cook.",一切都很好，但是你不做饭。
18738,UgzML_aPh-3tCRpFwip4AaABAg,0,"her figure that digs lotus root, but she is so good, only unfortunately she could not read vietnamese",她挖了莲花根的人物，但她是如此出色，只有不幸的是她无法读越南人
4847,Ugw_y_ytfktISu6UoO94AaABAg,0,"if it was a video that projected your honest life
how good was it?
do you know that it is a video to deceive people?
using one person as a propaganda tool for the communist party ..
indeed unfortunate and poor-","如果这是一个投影您诚实生活的视频
有多好？
您知道这是欺骗人们的视频吗？
将一个人作为共产党的宣传工具。
确实不幸和贫穷 -"
18979,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV94FYXac35z1,0,"@yvan4010 spelling: i live in ch... not i 'leave' in ch...anyone who would like to improve is a good person. english and foreign languages are a habit. i tell my students to listen to and record (possibly in a digital voice recorder) short clips so that repeated listening is possible. know the meaning of what you are listening to. open your mouth and imitate/speak. see the printed text corresponding to the sounds (see and hear at the same time). depending on your age; the younger the easier to pick up a language. i studied languages at university back in the 1970s. u can hear me talk if u find 'information for viewers interested in canada' on youtube. best wishes to you, folks and colleagues.",@yvan4010拼写：我住在ch ...不是我在ch上离开...任何想改善的人都是一个好人。英语和外语是一种习惯。我告诉我的学生聆听和录制（可能是在数字语音录音机中）的简短剪辑，以便重复聆听。知道您正在听什么的含义。张开嘴，模仿/说话。请参阅与声音相对应的印刷文本（同时参见并听到）。取决于您的年龄；年轻的语言更容易。我在1970年代在大学学习语言。如果您在YouTube上找到“对加拿大感兴趣的观众的信息”，您会听到我的话。祝您，伙计和同事们最良好的祝愿。
18950,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV965y6VOJQfG,0,"yin and yang weird? it is your silly network review too perverted, and delete it without moving. i believe that the starting point of the person who criticizes is very good. there is no black who.",阴阳怪气？是你家傻逼网络审查太变态，动不动就删除。我相信提出批评的人出发点是非常好的。没有黑谁。
18941,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92bN0Dz1TWe,0,there are advantages and disadvantages of cities and rural areas. the city has good medical and education and health rural areas.,城市和农村各有优缺点，城市有良好的医疗和教育卫生农村有真实和质朴，在于你的取舍
18937,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92b3MhqP12t,0,"@user-ly5uo9nk2d may be possible. the longitudinal comparison is changing, but the differences between rural areas in different regions in the horizontal direction are not exaggerated. the place where the mountains and rivers are beautiful are also good. before the poor, now it can be ""green mountains and green mountains."" and the central arid plain area, that is really ... the biggest resource is the output of the dense population ...",@user-ry5uo9nk2d 可能吧，纵向比较是有变化，可横向比较起来不同地区农村之间差异还是用天壤之别来形容并不为过的。山清水秀的地方也还好，以前再穷，现在都能“绿水青山就是金山银山”。而中部干旱平原地区，那真是…最大的资源就是稠密人口的对外输出了…
18897,UgwkcouNnuQm4Xjhr_Z4AaABAg,0,"looks good, but i don't think foreigners can eat spirrali plain. it smelly! it's my nightmare.",看起来不错，但我认为外国人不能吃螺丝果。它臭！这是我的噩梦。
18865,UgwxVjudZKBWhgUtEmd4AaABAg,0,"hi i am from indonesia. what she is doing is usual in my hometown. she just be herself i think, just like my people in urban area. and she is diligent to make her activity in a video. that's what different from me. keep good work sista li",嗨，我来自印度尼西亚。她正在做的事情在我的家乡往常。我认为她是自己的，就像我在市区的人民一样。她很努力地在视频中进行活动。那就是与我不同的。保持良好的工作sista li
4877,UgyE7F3ZiJBaUsHnq9V4AaABAg,0,"this noodles smell like shit, but taste good",这个面条闻起来像狗屎，但是品尝好
4702,UgxnqvWhgJFiPD1nLEJ4AaABAg,0,wow good,哇好
19147,UgwkNAlbr2gPnysloEd4AaABAg,0,food looks damn good,食物看起来该死
19160,Ugx2hNj9PTsNkYcBQfF4AaABAg,0,the craft you cook is so good ❤,您做菜的手艺真好 ❤
19187,UgxHajOr0FLvNe6VEZJ4AaABAg,0,i really wanna eat some it looks so dang gooddd,我真的想吃一些看起来很gooddd
4660,Ugwwcz1VjXwonlVV2x94AaABAg,0,good job,好工作
19448,Ugwwzn9I4O8nLNCNScV4AaABAg,0,very good goodness,很好的好处
4677,UgyAfkZqfoAU9RRBQA94AaABAg,0,really good,真的很好
19443,UgwfnCXYc9samOmZPpp4AaABAg,0,girls who are good at heaven,擅长天堂的女孩
19433,UgzKIGlAcRYkYViITJh4AaABAg,0,she is beautiful and also good in cooking,她很漂亮，也很好做饭
19395,UgzAxOFQ0WQPZYcUY_B4AaABAg,0,joer. how good it. host that hungry,乔尔。有多好。饥饿的主人
4679,Ugwhrd6Nar7rYUinJV54AaABAg,0,"i like your video's... good
i am from india","我喜欢你的视频...很好
我来自印度"
19381,Ugy85VXQyfdeLbA5_Ul4AaABAg,0,"sure enough, it was a goods cheating for the old. this kind of hodgepodge video show makes me look tired. ask what is the magic of kitchen. only miss gao",果然是骗老外的货。这种大杂烩视频秀的让我眼疲啊。问何为厨之魔力。唯有
19309,UgxC7Lec62gJir9iH-V4AaABAg,0,cute and good,可爱又好
19286,UgwXlid3Mdq274onGLt4AaABAg,0,good mistress,好情妇
19275,UgyeoQCxoqOJDwQtNaB4AaABAg.91zs5bMYhBO9293vAcnCtw,0,"@graceyang5569 in short, you are your film, that is, good mountains, good water, good skills, good girl, add love.",@graceyang5569 总之，
19270,UgxS2VZg5TEcH2H8R-d4AaABAg,0,"no way it's one person shooting it. must be a whole movie crew. i bet they have a producer, budget and all other stuff like in a movie. too pretty for a farm girl. deceiving people. that's why so many dislikes. it's hidden propaganda. only a blind person would believe how good of life in a village in china. there are a bunch of documentaries showing otherwise.",这是一个人射击它。一定是整个电影团队。我敢打赌，他们有制片人，预算以及电影中的所有其他内容。对于一个农场女孩来说太漂亮了。欺骗人们。这就是为什么这么多不喜欢的原因。这是隐藏的宣传。只有一个盲人会相信中国一个村庄的生活良好。有很多纪录片显示。
4696,UgwOHcwBsLgHjkszsbh4AaABAg,0,"if life is so comfortable, where is there a migrant worker? like jin yongwu's novels, the effect is really good. six million people like it, 300,000 people are flat, hahaha",生活真有她那么惬意的话，哪里还有农民工啊？跟金庸武侠小说一样，拍出来的效果确实不错。六十万人赞，三十万人扁，哈哈哈
19247,UgyZT0LTVqYCvl7QwWd4AaABAg.92-Jo-VZc6E926EHMimAky,0,she is a video blogger. i definitely want to take a good side. i am very close to li ziyi's hometown. many things in her videos are the norm of our rural areas when we were young. i can really live very interesting. rural farmers are busy for a year for a few months. people in the city are as busy as those who think,她是视频博主啊，肯定要拍美好的一面啊，我跟李子柒家乡离的很近，她视频里面很多事情都是我们小时候农村的常态，生活习惯什么的，现在的农村生活好很多，真的可以生活的很有情趣的，农村农忙一年也就几个月，没有城市里的人想的那么忙
19233,Ugxjn_unx_bRM5ELZ4J4AaABAg,0,she is a woman of my dreams. she is good. and live a simple life with nature this is my dream life.,她是我梦dream以求的女人。她是很好的。并与自然过着简单的生活这是我的梦想生活。
19201,UgzJSaGs55yqMqe3ACZ4AaABAg.921-MV-x5Yh926DkQy22sT,0,"i like to eat, sichuan people said that it is very good for my stomach",我喜欢吃，四川人表示很合我胃口
19195,UgyL6OOEVOaJeaH02M94AaABAg,0,does she do the camera angles too ann's editing because that's really good aswell.,她是否也执行摄像头角度的编辑，因为那真的很好。
4927,UgzbFEKhCTp2vi6h2kd4AaABAg,0,is good .....,很好 .....
18706,UgyOYAgAfXHVyNMuTol4AaABAg,0,"because google and youtube will block good news about china, there are so many 'dislike' in every video of liziqi. same situation as nathan rich's video and so on. hoping there are more and more people around the world come to china and seeking truth from fact, instead of believing western media without and doubt, world peace!",由于Google和YouTube将阻止有关中国的好消息，因此在Liziqi的每个视频中都有很多“不喜欢”。与内森·里奇（Nathan Rich）的视频相同的情况。希望世界上越来越多的人来中国，从事实中寻求真理，而不是毫无疑问地相信西方媒体，而是世界和平！
5295,UgyE4M35q7HELHPrbjB4AaABAg,0,"this is what the quur'an says about the birth of mary and jesus and what the children of israel did

๏ดฟ when i said: i was a woman, i have warned you of what is liberated in my stomach, and you accept from me, that you are the most knowledgeable ๏ดพ[al -imran: 35]
[ment, o muแธฅammad], when the wife of สฟimrฤn said, โ€my lord, indeed i had putged to you what is in my womb, consecrated [for your service], so accept this from me. indeed, you are the he art, the knowing. ""
- saheeh international

when i put it, my lord said that i was subjected to a female, and god knows what i was put in place, and it is not the male as the female, and that i named it to mary, and that i will give it to you.
but when she delivered her, she said, ""my lord, i have delivered a female."" and allฤh was most ""and i have named her mary, and i seek refge for her in you and [for] her descendants from satan, the expellled [from the mercy of allฤh].""
- saheeh international

๏ดฟ and her lord accepted her with good acceptance, and she had a good plant, and he spared her zakaria, whenever he entered the mihrab, and he said: โ€he said:โ€ he said: โ€he said:โ€ he said: โ€he said: it is that god bless those who follow the affairs of an account. [al -imran: 37]
so her lord accepted her with good acceptance and caused her to grow in a good manner and put her in the care of zechariah. every time zechayah entered up her in the prayer chamber, he found with her provision. he said, ""o mary, from where is this [coming] to you? she said, ""it is from allฤh. indeed, allฤh valvides for which he wills with account.""
- saheeh international

๏ดฟ this is a good one, his lord, his lord said, ""lord, grant me a good atomic offspring.""
at that, zecariah called upon his lord, saying, ""my lord, grant me from yourself a good offspring.
- saheeh international

๏ดฟ the angels of the angels, and it is a standing stand that prays in the mihrab that god preaches you with a sacrifice, believing in a word from god, as a master, and a mourning, and a prophet of the righteous [39] [39]
so the angels called him who he standing in prayer in the chamber, ""indeed, allฤh gives you good tidings of john, confirming a word from allฤh and [who will be] honorable, abstaining [from women], and a prophet from among the rightteous. ""
- saheeh international

ุงููุงููุงููุงู… my lord said that i have a boy, and i have been rich in the oldest and my wife is barren. he said that god does what he does.
he said, ""my lord, how will i have a boy when i have remred old age and my wife is barren?"" he [the angel] said, ""such is allฤh; he did what he will.""
- saheeh international

ุงููุงููุงูุงููุงูุง say the lord, make a sign for me.
he said, ""my lord, make for me a sign."" he said, ""your sign is that you will not [be able to] speak to the people for three days except by gesture.
- saheeh international

๏ดฟ and when the angels said, o maryam, that god has chosen you, purified you, and chose you with the women of the two worlds [al -imran: 42]
and [mentation] what the angels said, ""o mary, indeed allฤh has chosen you and public you and chosen you above the women of the worlds.
- saheeh international

oh mary, i have been cursed to your lord, my grandfather, and promote with the knees ๏ดพ[al -imran: 43]
o
- saheeh international

๏ดฟ that is from the news of the unseen.
that is from the news of the unseen which we review to you, [o muแธฅammad]. and you did not with them when they have their pens as to present of them should be responsible for mary. nor were you with them when they dispted.
- saheeh international

๏ดฟ when the angels said, o maryam, that god preached to you a word from him, whose name is christ, esa ibn maryam, jiu in the world and the hereafter, and from the one who is close to: [45]
[and mentation] what the angels said, ""o mary, indeed allฤh gives you good tidings of a word from him, whose name will be the messiah, jesus, the son of mary - distinatureshed in this world and the hearefter and amon g those brou near [to allฤh].
- saheeh international

๏ดฟ the people speak in the cradle, as well as from the righteous ๏ดพ[al -imran: 46]
he will speak to the people in the crald and in motherness and will be of the rightteous. ""
- saheeh international

ุงูุงูุงูุงูุง sayer said that i am a son and did not make me human beings.
she said, ""my lord, how will i have a child when no man ha hashd me?"" [the angel] said, ""such is allฤh; he creates what he will.
- saheeh international

the book, the ruling, the torah, and the gospel, teach it [al -imran: 48]
and he will show him writing and wisdom and the torah and the gospel
- saheeh international

a messenger to the children of israel that i have come to you with a verse of your lord, that i create for you from the clay as the form of the bird, so i will be blown in it, so it is a bird with the permission of god and the permission of god and i tell you what you eat and what you smoke in your hierarchy, because in that there is no verse for you if you are believers ๏ดพ[al -imran : 49]
and [make him] bird, then i breathe into it and it becomes a bird by permission of allฤh. and i cure the blind [from birth] and the leper, and i give life to the dead - by permisten of allฤh. and i inform you of what you eat and what you store in your houses. indeed in that is a song for you, if you are beliefs.
- saheeh international

๏ดฟ and i believe in what is between the torah, and i will come to you with some of those who were forbidden to you and your coming with a verse of your lord, so fear god and obediently: [al -imran]
and [i have come] confirming what was before me of the torah and to make lawful for you some of what was was forbeddeen to you. and i have come to you with a song from your lord, so fear allh and obey me.
- saheeh international

๏ดฟ god is my lord and your lord, so make it a straight path. [al -imran: 51]
indeed, allฤh is my lord and your lord, so worked him. that is the straight path. '' '
- saheeh international","这就是Quur'an对玛丽和耶稣的诞生以及以色列的孩子所做的说法

）当我说：我是一个女人时，我警告过您的胃中解放的东西，您接受了我，您是最知识渊博的（[Al -imran：35]
[Mut，Muḥammad]，ʿImrān的妻子说：“我的主，的确，我已经把子宫中的东西置于我的子宫中，奉献[为您服务] ，知道。”
-Saheeh International

当我说的时候，我的主说我受到了一位女性的约束，上帝知道我已经到位了，而不是男性，我将其命名为玛丽，我会给它给你。
但是当她送她时，她说：“我的主，我卖了一个女性。”真主是最大的“我已经给她起了玛丽的命名，我在你的身上为她和她的后代（从阿拉（Allāh）的怜悯中被驱逐出来，为她寻求改善。”
-Saheeh International

），她的主被很好地接受了她，她有一个很好的植物，每当他进入Mihrab时，他都保留了她的Zakaria，他说：“他说：“他说：“他说：“他说：“他说：”他说：上帝保佑那些遵循帐户事务的人。[al -imran：37]
因此，她的主接受了她的接受，使她成长良好，并将她放在撒迦利亚的照顾下。每当Zechayah进入祈祷室时，他都会发现她的规定。他说：“玛丽，这是从哪里来到你的？她说：“这是来自阿拉。的确，阿拉瓦尔维德斯（Allāhvalvides）的遗嘱。”
-Saheeh International

）这是一个好人，他的主说：“主，给我一个好的原子后代。”
那时，扎卡里亚（Zecariah）呼吁他的主说：“我的主，给我一个好后代。
-Saheeh International

）天使的天使，这是一个站立的摊位，在米赫拉布（Mihrab）祈祷，上帝以牺牲献祭，相信上帝，主人和哀悼的圣言，以及义人的先知[39] [39]
因此，天使称他为他在会议厅祈祷中的人，“的确，阿拉给了你约翰的好消息，确认了阿拉的一句话，[谁将]光荣，屈服于[妇女]，并从妇女中屈服右图。”
-Saheeh International

我的主说我有一个男孩，我很大，我的妻子贫瘠。他说上帝竭尽所能。
他说：“我的主人，当我老年人和我的妻子贫瘠时，我会有一个男孩吗？”他（天使）说：“就是真主；他做了他会的。”
-Saheeh International

阿说耶和华，为我做一个迹象。
他说：“我的主，为我做一个迹象。”他说：“您的迹象是，除了手势外，您将无法（能够）与人交谈三天。
-Saheeh International

）玛丽亚姆（Maryam）啊，当天使说，上帝选择了你，净化了你，并与两个世界的女人一起选择了你[al -imran：42]
天使说：“玛丽，玛丽，确实是阿拉选择了您和公开，并选择了您，而是选择了您的世界妇女。
-Saheeh International

哦，玛丽，我被诅咒给你的主，我的祖父，膝盖promote [al -imran：43]
o
-Saheeh International

）那是看不见的消息。
这是我们对您所审查的看不见的新闻，[Omammad]。当他们有笔的礼物时，您没有与他们在一起，应该负责玛丽。当他们被拆除时，您也不会和他们在一起。
-Saheeh International

）玛丽亚姆（Maryam）啊，当天使说，上帝向你传讲了他的话，他的名字叫基督，埃萨·伊本·玛丽亚姆（Esa ibn Maryam），世界和以后的人，以及接近的人：[45]
[和介绍]天使说的话：“玛丽，的确，真主给你一个单词的好消息，他的名字将是弥赛亚，耶稣，玛丽的儿子 - 这个世界上的疾病，赫夫特和赫尔夫特和那些布鲁（靠近阿拉）。
-Saheeh International

）人们在摇篮中讲话，以及从正义的（[al -imran：46]
他将与cral和母亲的人们交谈，并将是正确的。”
-Saheeh International

萨耶说我是儿子，没有让我成为人类。
她说：“我的主，当没有男人的时候，我会生一个孩子吗？” [天使]说：“这就是真主；他创造了他的意愿。
-Saheeh International

这本书，统治，摩西五经和福音，教给它[al -imran：48]
他将向他展示写作和智慧，律法和福音
-Saheeh International

我带着你主的经文来找你的以色列子女的使者，我是从粘土中为你创造的，作为鸟的形式，所以我会被吹入上帝的许可和上帝的允许，我告诉你你吃了什么以及在等级中抽烟，因为如果你是信徒（[al -imran：49]，那就没有经文了
然后[让他]鸟，然后我呼吸进来，它被阿拉的许可变成了鸟。我从[出生]和麻风病人开始治愈盲人，然后通过阿拉（Allāh）允许将死者生命。我告诉您您的饮食以及您在房屋中存储的东西。如果您是信念，那确实是您的歌。
-Saheeh International

）我相信《摩西五经》之间的事，我会和一些被禁止的人和你的主人来找你的人，所以要敬畏上帝并顺服：[al -imran]
[我来了]证实了我面前的摩西五经，并为您合法为您提供了一些东西。我已经带着你的主的歌来找你，所以请惧怕Allh并服从我。
-Saheeh International

）上帝是我的主和你的主，所以要成为直径的道路。[al -imran：51]
的确，阿拉是我的主和你的主，所以他的工作。那是直路。'''
-Saheeh International"
17988,Ugy9Dzd0HKEAe92QJqh4AaABAg.92dXHQeZgvs92oAkT60IRe,0,@lyydarkfollower2016 hahahahaha good eyesight,@olliydarkfollower2016 哈哈哈哈哈好眼力
5236,UgzbGIWxirXrSsQY-U54AaABAg.9H5b4fvGPTP9H997yoMtf4,0,"who cares about authenticity, the important thing is good visual and audio effects, educational and inspirational. she never claim everything is real. for me, she is an artist, producing an artwork for her fans for appreciation and relaxation.",谁在乎真实性，重要的是良好的视觉和音频效果，教育和鼓舞人心。她从不声称一切都是真实的。对我来说，她是一位艺术家，为她的粉丝们制作艺术品，以欣赏和放松。
18141,UgwFFHbGBnpCqZxUaYx4AaABAg.92_4c6Udh6k930MS1ey2id,0,"@xiaolanglin9487 is sorry, i drank too much that night, hahaha, in fact, the snail powder is the same as stinky tofu, but i think it tastes good, just dislikes it, but my girlfriend loves it. i open the window every time he eats!",@xiaolanglin9487 不好意思，那天晚上喝多了，哈哈哈，其实螺蛳粉和臭豆腐一样，但是我觉得味道好大，就有点不喜欢，但是我女朋友特爱，他每次吃我都开窗户！
18109,UgygcF0HZ7AXfwvBamR4AaABAg,0,either 500 cameras or a very good professional team or hahaha envy this life,要么500个摄像机 要么一个很牛逼的专业团队 要么都有 哈哈哈 羡慕这种生活
18105,UgwGX9jshmfYGHS0l1x4AaABAg,0,"this friend is very good, every video is good and interesting",这个朋友很好，每个视频都很好，有趣
18060,UgxBNOEbXvea0YqCmJl4AaABAg.92bpytRnG4Q92cqYQOK1Vq,0,"let me tell you why it’s fake, and totally a lie: 1. the pictures here were never a real life of rural life in china before, neither today. it’s an acting. she is a good actress. 2. it’s true she made her meal from scratch. looks like all natural and organic. however through these videos she sells products all made by industrial line. none of those are organic. 3. she has official youtube channel itself shows somehow she is privileged to break chinese law to show so called “chinese value” to the world. i am not saying the law is good. i am just curious who backs her to do this. 4. her videos are generating 84,000,000 chinese yuan (12,000,000 usd) a year partnering with a privileged government backed family to show you a fairy tale, a quiet and soothing life far from business and industry. if this is not lie, what the hell would a lie be like? ! 5. i didn’t say i hate ccp, you said that. i didn’t even mention these three letters. if you hate ccp, may god bless you.....","让我告诉你为什么这是假的，完全是谎言：1。今天，这里的照片从来都不是中国的乡村生活，今天都不是。这是一个表演。她是一个好女演员。 2.确实，她从头开始吃饭。看起来所有天然和有机。但是，通过这些视频，她出售了由工业系列生产的产品。这些都不是有机的。 3.她的YouTube官方频道本身表明她有幸违反中国法律，向世界展示了所谓的“中国价值”。我并不是说法律是好的。我只是好奇谁支持她这样做。 4.她的视频每年产生84,000,000个中国人民币（12,000,000美元），与一个有特权的政府支持的家庭合作，向您展示一个童话故事，远离商业和行业的安静而舒缓的生活。如果这不是谎言，那谎言会是什么样？呢5.我不是说我讨厌CCP，你这么说。我什至没有提到这三个字母。如果您讨厌CCP，愿上帝保佑您....."
18054,UgxNzblNTTBQhDh93jR4AaABAg,0,"good li ziyi! i am also from sichuan, and i am really proud of you.",好样的李子柒！我也是四川人，真心为你感到骄傲。
18007,UgzWPcqDLT4cGYdpXGB4AaABAg,0,i love your videos. you are both good and beautiful. wish you always happy with her and success in life.,我爱你的视频。你既好又美丽。祝您对她和人生的成功始终感到满意。
17993,Ugy9Dzd0HKEAe92QJqh4AaABAg.92dXHQeZgvs92qx7W-0gnM,0,"the ""michelin restaurant"" who left chinese food is the obscenity of the west feels good",离开了中华美食的“米其林餐厅”就是西方自我感觉良好的的意淫
17982,Ugw6czK9Xf25b4E83At4AaABAg.92ddrN0ohs592sd6mgOy8K,0,goodman saul can't speak english?,Goodman Saul 不会说英文吗
18681,UgxF7haUpkugZcWTwcV4AaABAg,0,"she is that everything that cooks, only for herself and grandmother ??? it is not clear who lives with them in such a good house, with such an exquisite menu for every day, i wonder even? :-)",她就是做饭的一切，只为自己和祖母？？？我想知道，谁在这么好的房子里和他们住在一起，每天都有如此精美的菜单，我想知道吗？ :-)
17957,Ugx2AH09LbxXNzAEjAF4AaABAg,0,"i only know that the snail powder was originally related to the soup base! recently, good snail powder! intersection intersection intersection i look hungry in the middle of the night ~~~~~ i want to buy the snail powder from the zi! intersection intersection",才知道螺蛳粉原来和螺有关的是汤底！最近好迷螺蛳粉！！！！大半夜看饿了~~~~~要去买子柒出的螺蛳粉！！！
17950,Ugyo0etaRRvuFr52VG14AaABAg.92dwGoE7zMZ92knlViFiGX,0,"yes, i really hurt to see her shooting bamboo shoots. how good the following section",是啊，看她采笋我真肉疼。下面那节多好啊
17909,UgxfmMcczJF6IJMQAXl4AaABAg,0,"zi yan, hello, your movie is so good, especially your plant planting plants, all of which are beautiful, but there is one thing to ask you, you can use lotus root, bamboo shoots, as long as you step out of your home, all kinds of fruits you have picked up , it's all of your family, or it grows naturally. i think i feel that living there is so happy, and i also wish you a good success (from taiwan fans)",子柒妳好，妳的影片好好看，尤其是妳种的植物，都好漂亮，但有一事想请问你，妳采得莲藕，竹笋，只要是踏出妳的家园，妳所采的各种水果，都是妳家种的，还是自然生长的，我看ㄌ觉得住在那里好幸福喔，同时也祝福妳幸福成功，(来自台湾粉丝)
17902,UgyCig6gNBlRuIn4ITZ4AaABAg,0,"i am a farmer who grew up in rural areas. how can there be such a poetic and artistic wishes in rural areas. it is so good to have such a good time. what are there so many migrant workers in the city? everyone rushed to go to the countryside to be a farmer, it was funny! after watching it, i was so angry. when the scorching sun was empty, dripping sweat and the soil. is the farmers who really worked in the field so elegant? going to the countryside to see, it is really speechless ...",我就是地道的农村长大的农民
17862,UgwWUaROwXB5Xvxjjdt4AaABAg.92fHPZmh5rl92mzGpJAA5b,0,"she once made lanzhou ramen, but she was not good. finally, she ate pasta with her mother -in -law for a month.",她有一次做兰州拉面，一直拉不好，最后和婆婆两个人吃了一个月的面食，吃到最后看到面就想吐
17840,Ugy4Sclm1cTeDJnmfKN4AaABAg,0,"the taste of snail powder is probably not used to smell, but it is pretty good to eat",螺蛳粉的味道外乡人大概都闻不惯吧，不过吃倒是蛮好的
17816,Ugwd2FaKcNtJoNYWS8d4AaABAg,0,"luosifen 
i don't know who this girl is, but this video is good.
professional","luosifen
我不知道这个女孩是谁，但是这个视频很好。
专业"
17815,UgxJdhYtjLDjuvNp4Np4AaABAg,0,damn good! i’m wondering if she can always live the life like this even she is super rich now. hope she’s safe. best regards,特别好！我想知道她是否总是能像这样的生活，即使她现在很富有。希望她安全。此致
18186,Ugzg1C3Y-P8hkp3x3j14AaABAg,0,i'm beautiful and very good at wish,我很漂亮，非常擅长
18191,Ugz9PVR7vEpOXuI7G0Z4AaABAg,0,"the face is pretty, the dexterity is good, the cooking is good, and it is an army beauty.",脸很漂亮，敏捷性很好，烹饪很好，它是军队的美女。
18216,UgyZvjAER3FSHInPZox4AaABAg,0,"i do too, do n’t go on weibo, do n’t have to run here, thank the motherland, good card.",我也是的，不去微博看，非要跑到这里来看，感谢祖国，好卡啊。
5226,UgzLxXbCnXVSq_cmx7R4AaABAg,0,that soup looks sooo good,汤看起来很好
4929,UgxKMZmAWOxDuvy0Bih4AaABAg,0,very good,非常好
4931,Ugy6HImd4cordeC4_1t4AaABAg,0,very good,非常好
18612,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92dZsdIfO3X,0,"@nofreedomspeeeech6918 nmsl, without chairman mao, you are not even as good",@nofreedomspeech6918 NMSL，没有毛主席你连狗都不如，你就是被资本家压榨成废物
4996,Ugxz946sO7dm1baGnJp4AaABAg,0,very much good and beautiful,非常好和美丽
18562,Ugw75kbLdFYXwpgR9w54AaABAg.92SWJpDeBsS92W6WQwSedW,0,"if you are a rural household registration and rich, life can be so good

but if you transform your own rural home yourself, as long as your family has a constant population, the house will always be your home. if you are not used to it, you can go to the city to buy a new house.
this is why many places in the countryside want a boy, so that you can permanently inherit the real estate and land, and
in general, as long as you have money, you can spend very comfortable in the city or it, and it will be worse in comparison that there is no money in the city ...","如果你是一个农村的户口 并且有钱,生活就是可以那么好

但是如果你自己改造自己农村的家,只要你家人口不断,房子永远是你家的,你如果住不惯可以随时去城市购买一栋新房子 只要你有钱
这也是为什么农村很多地方都想要有个男娃, 这样可以永久继承房产,和土地,
总的来说 你只要有钱 无论在城市 或者 都可以过得很舒服,相比之下 在城市里没钱 会更惨..."
18529,UgwFsgKBe50sBFkQ9xF4AaABAg.92TZpu48m6092dH4cY2g0H,0,"@mba2566 she was a person at first, and there were more fans to have a female assistant and a photographer. it's not particularly professional, but the subject matter and later image processing are particularly good",@mba2566 她一开始是一个人，粉丝多了才有一个女助手和一个摄影师。也不是特别专业但是题材和后期图像处理特别好
18520,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92X0PPvD9q0,0,"@user-mc5di7hx6j yo has been on the internet since i knew that vpn has been on the internet ~ from high school to now, it has been established to find a business. go back to you ~ life is good ~ thank you for your concern.",@user-mc5di7hx6j 哟自从我知道VPN这回事就一直在上外网~ 从高中开始到现在成家立业了，虽然大部分上外网依旧是为了找A片，距离明年还有18天，到时我回你~ 生活安好~谢谢关心。
18470,UgyEoawFn7SHZMG8J2V4AaABAg,0,girl with a good skin. essence universal rural areas can have such a good temperament and skin every day. essence,皮肤好好的妹子。。不科学农村天天干活能有这么好的气质和皮肤。。
18402,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm92w-riYfGdb,0,"the video is really great and very good, but there is always an inexplicable feeling of being happy. chinese farmers",视频确实很棒拍的也很好，但总是有种莫名的感觉被幸福了的中国农民
5096,Ugw9I_Id0d-DgsAF5FF4AaABAg,0,very good !๐‘๐‘,很好！
18335,Ugz5migYeWI9mEj1CV54AaABAg,0,she is so good.,她真好。
18282,Ugz0HSm7t2DGvsE_jfR4AaABAg.92XiLDl10e_92j1Eh4ayvE,0,@user-kv1js7gn6k is good.,@user-kv1js7gn6k 好样什么。
