,cid,votes,time,含woman,含woman中文翻译
3517,Ugww4fQvz8RJNN3anah4AaABAg,0,2 years ago,i need a woman like her,我需要一个像她这样的女人
26924,UgxYNIvIWLukPxfduUN4AaABAg,0,3 years ago,"i love this girl. i created a paradise on earth, a craftswoman !!!",我爱这个女孩。我在地球上创建了一个天堂，一个工匠！！！
26872,UgyWgog1d9uwPt8CEqN4AaABAg,0,3 years ago,the most talented woman on earth,地球上最有才华的女人
26868,UgzYJWMTKxakdB1iHrV4AaABAg,0,3 years ago,the perfect woman !!!,完美的女人！！！
26867,UgyXhkq0NnosMnRAzCt4AaABAg,0,3 years ago,"with such a woman, if she would marry me !!! hahahahaha",和这样的女人，如果她愿意嫁给我！
3602,UgwLaHitXdDOOo2Kn4x4AaABAg,0,2 years ago,"what a pretty hardworking girl. she is also very good at cooking. a dream woman, right?",多么勤奋的女孩。她也很擅长烹饪。一个梦dream以求的女人，对吗？
26636,Ugw0nPWFiCV780GSHFN4AaABAg,0,3 years ago,hello! is there any of the cis countries? it is interesting to know very much about this channel and super needlewoman,你好！有任何顺式国家吗？非常了解这个频道和超级针女的人很有趣
26613,Ugx0LQzidmvNV0Gub0d4AaABAg,0,3 years ago,"anyone else notice that the interior of her house would be cause for condemned living conditions here in the west. and yet, here we sit, marveling at how nice and quaint this is. she washes her feet in a pond and yet we pay out thousands of dollars to have treated water pumped into our houses. 
her clothes appear to be less than thrift store cast offs and yet she can make a woman look beautiful and feminine in them. 
what a messed up world this is. 
her neighbors probably slave 17 hours a day to make our shoes of which we have several. 
my god, what has this world come too.","其他人注意到，她房屋的内部将导致西方遭到谴责的生活条件。然而，在这里，我们坐在这里，惊叹这是多么美好和古朴。她在一个池塘里洗脚，但我们付出了数千美元，以处理水中的水。
她的衣服似乎不比旧货店脱颖而出，但她可以使女人在其中看起来美丽而女性化。
这是一个混乱的世界。
她的邻居可能每天17个小时奴隶，让我们的鞋子有几个小时。
我的上帝，这个世界也发生了什么。"
26541,UgzGAFdbJDTEbffyvhF4AaABAg,0,3 years ago,"i jus love how this woman shows that not all instagram beach, resturant, resorts and city life is the best life and it is not for all of us....",我喜欢这个女人如何表明并非所有的Instagram海滩，餐厅，度假胜地和城市生活都是最好的生活，这并不适合我们所有人。
3607,UgxUrVchsZe8KvWVnjF4AaABAg,0,2 years ago (edited),"those who are surprised to do the lisiqi alone and go to a turkish sheep and watch women for 1 day. my mother would get up like 4 5. cows, sheep used. he would boil the milk, he would separate a part for cheese. in the meantime, it would be 6 7, then hold on to the head ... 4 5 in separate places. he would collect the holdings, he would. in the meantime, ogle would also prepare the dinner. he nourished chickens, turkeys. the garden of the garden was three times the garden. there was a variety of vegetables, fruits, all of them sewing and large. he would raise the flour of the wheat, he would raise the aycicegini oil, he had a bostani, he had gone, he would go to the capalam, he would go to the capalam. and he would do it all alone. my grandfather would never help. there was no haasik mak, there was no camasir. he used to make the renovation job of the house, his paint, his whitewash, the roof ... so the peasant turkish woman is more difficult than the secret. it's not just photogenic like it. otherwise, the job load is more heavy. there is no child in this. my mother would also look at her 4 grandchildren.",那些惊讶地独自做Lisiqi并去土耳其绵羊看女人一天的人感到惊讶。我妈妈会起床大约4 5。牛，绵羊用了。他会煮牛奶，他会分开奶酪的零件。同时，它将是6 7，然后握在头上... 4 5在不同的地方。他会收集股份。同时，Ogle还将准备晚餐。他养育了鸡，火鸡。花园的花园是花园的三倍。有各种各样的蔬菜，水果，都缝制和大。他会抚养小麦的面粉，他会抚养艾西西吉油，他有一个波斯塔尼，他去了，他会去卡帕拉姆，他会去卡帕拉姆。他会独自做到这一点。我的祖父永远不会有帮助。没有Haasik Mak，没有Camasir。他曾经做过房屋的翻新工作，他的油漆，粉饰，屋顶……所以农民土耳其妇女比秘密要困难。不仅是上镜的。否则，工作负荷更为重。这没有孩子。我母亲还会看她的4个孙子。
26295,Ugw8qadGSHnVlagstKx4AaABAg,0,3 years ago,could anyone please find me a woman like this lady. cause i want to marry her to be my wife. i will be very healthy and happy,有人可以找到我一个像这个女士一样的女人。因为我想嫁给她成为我的妻子。我会非常健康和快乐
20576,UgxGv9-IwWQEZERdg6F4AaABAg,0,3 years ago,for every 1 billion cook woman in the world .. we will find one like her...sweet and gracious too..,在世界上每10亿厨师的女人中。
26085,UgzRfV_d8bhEyrkx0Jl4AaABAg,0,3 years ago,"i always watch with great pleasure your channel! you live in a very beautiful place, just a paradise! the nature is amazing. very colorful videos, i see a lot from your culture for the first time. the girl is just cinderella, a craftswoman on all hands! it is clear that a whole team is working on the channel that makes such a successful project. all videos look in one breath. thank you for getting to know your cuisine, nature, culture! successful to you and long life to the channel!",我总是很高兴您的频道！您住在一个非常美丽的地方，只是一个天堂！大自然很棒。非常丰富多彩的视频，我第一次从您的文化中看到了很多。这个女孩只是灰姑娘，一位手上的工匠！显然，整个团队都在研究这一成功项目的渠道。所有视频一口气看。感谢您了解您的美食，自然，文化！对您来说成功，频道长寿！
27761,UgwVBDBuIAXkhKY1mg54AaABAg,0,3 years ago,"it's great, beautiful and cute woman",好棒吖， 漂亮 可爱的女人
27872,UgxIMw7vkBYoi7yJLtZ4AaABAg,0,3 years ago,her grandma is lucky to have her :) .. very responsible woman,她的奶奶很幸运得到她:) ..非常负责任的女人
30569,UgzVMBCXcI6LwY0vQ094AaABAg,0,3 years ago,"i love to see how this woman does everything with grace, lightness, technique ...",我喜欢看到这个女人是如何用优雅，轻巧，技巧来完成一切的...
2963,Ugy2ainHxB8OXIpkPDd4AaABAg,0,1 year ago,now this is a real woman!! much love and respect!,现在这是一个真正的女人！很多爱与尊重！
30477,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39anSYqbUPgT,0,1 year ago,"@yolanday391 so much experience, skill, talent crushed by homelessness... it came from a little girl who was raised with the experiences of her elders. may her life always be a happy smile, hardworking woman.",@yolanday391如此丰富的经验，技巧，才华横溢的无家可归者……它来自一个小女孩，她的长者经历了。愿她的生活永远是一个快乐的微笑，勤奋的女人。
2465,UgzO5XPfd3CyZ27RW9x4AaABAg,0,1 year ago,this is how asian women are the type of ideal woman that man's need to be in their lives.,这就是亚洲妇女是男人需要生活的理想女性的类型。
2480,Ugw8BayPyJlJumc0W7J4AaABAg,0,1 year ago,you are such so beautiful hot looking woman and high talent in culinary cooking chef.,您是如此美丽的热女人，在烹饪烹饪厨师中才华横溢。
30102,Ugw6qfYQmllT2QGPLD14AaABAg,0,3 years ago,this woman is just incredible,这个女人真是不可思议
2538,UgwGfms4FSCPK4IclVt4AaABAg,0,1 year ago,a magical woman.,一位神奇女子。
29925,UgxUc9oHdbPqXEshrdB4AaABAg,0,3 years ago,"maybe there is no one to speak spanish but it does not matter what i want to say, i will say this woman makes my eyes close and do me to that magical place where she is. that place where through the screen one feels that peace breathes just by seeing those panoramas that nature that is wonderful and we do not talk about their dishes that look super appetizing, it had to be said and said!.",也许没有人会说西班牙语，但我想说的没关系，我会说这个女人让我的眼睛闭上，把我带到她所在的那个神奇的地方。那个地方通过屏幕，人们感觉到和平只是看到那些大自然很棒的全景，而我们不谈论他们看起来超级开胃的菜肴，必须说和说！
29882,UgyyYf929FzvQlSXnLR4AaABAg,0,3 years ago,"sometimes there are cell phones, computers, a motorbike and modern stuff in her videos and i remember shes not a character is a show but a real life woman. living life. 
i wonder what she does with her earning from youtube. she doesn't appear to need anything. she can handle anything. she's got things better in hand than most.","有时，她的视频中有手机，计算机，摩托车和现代用品，我记得她不是角色是一个表演，而是一个现实生活中的女人。过生活。
我想知道她从YouTube赚取的收入如何。她似乎不需要任何东西。她可以处理任何事情。她手中的事情比大多数人更好。"
29837,Ugxh3ITAoMSsDMX6swN4AaABAg,0,3 years ago,super... superwoman.... congratulations,超级...超人....恭喜
29812,UgwiPGsq39avhF_ROHp4AaABAg,0,3 years ago (edited),yuk on the snails..but awesome your still the most purfect.. woman on the planet..much-loved,Yuk在蜗牛上..但真棒，您仍然是最纯净的..女人在地球上。
2723,UgxvcODDjFdoZJSAJgV4AaABAg,0,1 year ago,liziqi… the only woman who can make food out garden weeds.,liziqi…唯一可以将食物制成花园杂草的女人。
29708,UgxlVMcvCwoMdh5uYqZ4AaABAg,0,3 years ago,that's a real woman ❤,那是一个真正的女人❤
29602,UgxovYx09vb1dO4nFg94AaABAg,0,3 years ago,i have such a crush on this woman,我对这个女人有如此迷恋
2870,UgzlklBUo0QIht1-LTp4AaABAg,0,1 year ago,"are you into marry and divorce? then you are a sinner. are you married to more than one person? repent!! marriage is between a man and a woman. marriage is for better and for worse until death separates (matthew 19:3-6). ‘wherefore they are no more two but one flesh. what therefore god has joined together let no man put asunder (separate)’. cheating on your wife or husband is sin. proverbs 28: 13 says, ‘‘he that covers his sins shall not prosper...you must repent of them, confess and forsake them (1 john 1:9). 
are you into worldliness? don’t you know that friendship with the world is enmity with god? (james 4:4; ii john2:15-17). so, you must stop bleaching your body or painting your mouth, eyes, hands and legs or fixing attachments, weave-on, earrings (genesis 35:2-4), bangles, chains and frying or perming your hair. tattooing your body is satanic. are you one of those that put on nude dresses, short skirts, transparent dresses to seduce men or women (a seducer or a promoter of lust is a sinner – mathew 5:28) 

perhaps you wear trousers as a woman? (read deuteronomy 22:5), that is an abomination (revelation 21:8, 27). therefore, make up your mind, repent and give your life to jesus christ. are you spoilt? jeremiah 4:30 says, ‘‘and when thou art spoiled, what wilt thou do? though thou clothest thyself with crimson, though thou deckest thee with ornaments of gold, though thou rentest thy face with painting, in vain shalt thou make thyself fair; thy lovers will despise thee. they will seek thy life’’. (2 kings 9:30; hosea 2:13; exodus 33:1-6) 
a christian is not a sinner and a sinner is not a christian (i john 3:9). if you must be a blessed child of god, then you must repent of your sins and give your life to jesus christ. if you believe jesus christ today, righteousness of god will come into your life and abundant life will be your portion (1 john 11-12). if you neglect this call to repentance and salvation and die, you will not escape fire of hell (hebrews 2:3). it is foolishness and sin to say or think that there is no god (psalm 14:1; 9:17). luke 13:3, jesus said, ‘i tell you, nay: but except ye repent, ye shall all likewise perish’. cut off every besetting sin (hebrew 12:1-2; mark 9:43-48). 

if you have decided now (2 corinthians 6:2) to give your life to jesus christ and to forsake your sinful lifestyle, please say this prayer: 
almighty god, i come unto you in the name of jesus. father i confess that i am a sinner. all my sins i confess to you. 
i am very sorry for all my sins (mention those you can remember). lord i promise you that from today i will never continue in them anymore. i believe that jesus christ died and rose again on the third day for my justification. 
almighty god, use the blood of jesus to wash my sins away. lord jesus, come into my heart, be my lord and personal saviour. i surrender my life to you. cancel my name from the books of death and write it in the book of life. give me power to sin no more. in jesus name i pray. amen!! 
'the lord's chosen charismatic revival movement'. 
www.tlccrm.org or www.tlccrm.org/chosentv 
https://www.youtube.com/user/iamachosen1 
1john 1","您是结婚和离婚吗？那你是一个罪人。您与一个以上的人结婚了吗？悔改！！婚姻是男人和女人之间的。婚姻是更好，更糟的，直到死亡分开为止（马太福音19：3-6）。 ‘因此，除了一个肉之外，它们不再是两个。因此，上帝加在一起的是什么，没有人将其放在（分开）”。欺骗你的妻子或丈夫是罪。箴言28：13说：‘掩盖他的罪过的人不会繁荣……你必须悔改他们，承认并抛弃它们（约翰一书1：9）。
你是世俗的吗？您不知道与世界的友谊与上帝仇恨吗？ （James 4：4; II John2：15-17）。因此，您必须停止漂白身体或绘画嘴巴，眼睛，手和腿，或固定附件，编织，耳环（创世记35：2-4），手镯，链条以及煎炸或刺穿头发。纹身你的身体是撒旦的。您是穿上裸色连衣裙，短裙，透明的连衣裙引诱男人或女人的人之一（诱惑者或欲望的促进者是罪人 - 马修5:28）

也许你像女人一样穿裤子？ （阅读申命记22：5），这是一种可憎的（启示录21：8，27）。因此，下定决心，悔改，将您的生命献给耶稣基督。你被宠坏了吗？耶利米书4:30说：‘‘当你宠坏时，你做什么？尽管您用深红色给您带来最大的衣服，尽管您用黄金装饰着您的最大饰物，尽管您用绘画租了脸，但您徒劳地让您公平地让自己公平。你的恋人会鄙视你。他们会寻求你的生活’。 （2 Kings 9:30; Hosea 2:13;出埃及记33：1-6）
基督徒不是罪人，罪人不是基督徒（约翰一书3：9）。如果您必须是上帝的幸福孩子，那么您必须悔改自己的罪，并将生命献给耶稣基督。如果您相信今天的耶稣基督，上帝的公义就会进入您的生活，那么丰富的生活将是您的一部分（约翰一书11-12）。如果您忽略了悔改，救赎和死亡的呼吁，您将不会逃脱地狱之火（希伯来书2：3）。说或认为没有上帝是愚蠢和罪（诗篇14：1; 9:17）。路加福音13：3，耶稣说，‘我告诉你，不：但是，除了你们悔改，你们都会同样灭亡。”切断所有困扰的罪（希伯来语12：1-2；马可福音9：43-48）。

如果您现在决定（2哥林多前书6：2）将您的生命献给耶稣基督，并放弃您的罪恶生活方式，请说出这种祈祷：
全能的上帝，我以耶稣的名来给你。父亲我承认我是罪人。我向你认罪的所有罪过。
我为自己的所有罪恶感到非常抱歉（提及您记得的那些）。上帝，我向你保证，从今天开始，我将永远不再继续前进。我相信耶稣基督在第三天为我的理由而死。
全能的上帝，用耶稣的宝血将我的罪恶洗净。主耶稣，进入我的内心，成为我的主和个人救主。我向你投降。从死亡书中取消我的名字，然后在生命书中写下它。不再赋予我罪的力量。我以耶稣的名祈祷。阿们！
“主选择的魅力复兴运动”。
www.tlccrm.org或www.tlccrm.org/chosentv
https://www.youtube.com/user/iamachosen1
1john 1"
29443,UgxPJV5oD4VIaD37BXF4AaABAg,0,3 years ago,"i love to watch her as a strong, inspiring and intelligent woman and her village is very beautiful",我喜欢看着她是一个坚强，鼓舞人心和聪明的女人，她的村庄很漂亮
29224,UgxZVvq8soa0eOTP2Ah4AaABAg,0,3 years ago,"for some reason, there is always only a woman in the frame, and where men are preparing with buckets",由于某种原因，框架中总是只有一个女人，男人正在准备水桶
29098,UgxB1KJU-_hV64YaPo54AaABAg,0,3 years ago,hardest working woman on the net !,网上最努力的女人！
2919,UgxPvOvojwHVt-OJyaB4AaABAg,0,1 year ago,"ziyi, you are the favorite dish of chong min, taiwan pingtung chongmin, taiwan pingtung! ！! cute woman! qingmei bamboo horse inner heart! jun is strong! i am on this island in taiwan! waiting for you! wait for the rain! wait for a god -secret fairy to come to taiwan to pick up people!",子柒妳山上采竹笋子台湾屏东崇闵最喜欢的这道菜了！柒爱儿！可爱的女人！青梅竹马内心！骏强起来！我在台湾本岛！等妳！等雨停！等一个神密的仙女下凡来台湾接人！
29038,UgzVX1s3HdmhWmmILgN4AaABAg.8yXyAuH9Z1Y8yf0AXGMkPq,0,3 years ago,"@user-dw6rn9zh6c pay attention, there are always a lot of both may 2018 and there are still 3 videos there, and for the last month there are. one that the np is growing)? or she loves the pappis so that she constantly selects them, and how she grows up in forest))!? just their culture is like this. t.b.do, see on liz: it also squeezes calories, carbohydrates, vitamins and fats for all that is around and gives nature: vegetable and animal, it is simply apparently popular in european countries, in the usa, with us, and not just in asia. and apparently she realizes that it will be living for us, and this is so: it is full of varieties! but the puppy, for them, like borsuk- superproof, even capable of treating tuberculosis with its fat. turn to me: such a ""practical"" korean, japanese woman, legged, chinese)) whoever she is, will not miss this product !! (therefore, the little puppies are always disturbed in the video. i can’t judge: such as a culture, for muslims shock and fu, that we eat pigs, i just think not to show, not to tell about it. if she prepares and uses everything that is in her household! and this is not honest according to her relations towards us. haith, i would have respected her more for honesty. i didn’t hide it particularly. imea is a little knowledge about their culture, seeing her video and a little in my head. it’s hard to understand. calm. by the way) by the way) by the way) i have today d.r. !!) and they gave me a puppy !! dobermanchik)",@user-dw6rn9zh6c注意，2018年5月总是有很多两者，那里仍然有3个视频，在上个月。他们，以及她在森林中长大的方式）！！！！！！！！！！！！！！！！！！它显然在欧洲国家，在美国，与我们一起在亚洲而受欢迎。显然，她意识到它将为我们生活，这就是如此：它充满了品种！但是小狗，因为那只小狗，因为他们像Borsuk-Supphrove，甚至能够用脂肪治疗结核病。转向我：这样的“实用”韩国，日本女性，腿，中文））无论她是谁，都不会错过此产品！小幼犬总是在视频中被打扰。我无法判断：例如一种文化，对于穆斯林震惊和fu，我们吃猪，我只是认为不要表现出来，不要说出它。如果她准备并使用一切那是在她的家中！根据她与我们的关系，这是不诚实的。海斯，我会以诚实的态度更尊重她。我并没有特别掩饰。我的脑海里有点。很难理解。顺便说一句），顺便说一句），我今天拥有的），他们给了我一只小狗！dobermanchik） 。
27989,UgzeY2bmwUIO-B085O14AaABAg,0,3 years ago,"on the one hand, a dream, not a woman, and on the other, which man should be there ...",一方面，一个梦，而不是女人，另一方面，男人应该在那里...
20583,UgxS3io_b1zhZeDXwEB4AaABAg,0,3 years ago,"always be enthusiastic in your life, my woman",我的女人永远都充满热情
19884,UgxP4mxd3xFNqPuZE1F4AaABAg,0,3 years ago,you are right for a wonderful woman,你是一个很棒的女人
20422,UgyVSctkXaR9u76RcHx4AaABAg,0,3 years ago,a very beautiful woman,一个非常漂亮的女人
13795,UgyYc-Qr7K8daILKm2d4AaABAg,0,3 years ago,your an amazing woman! woman are so powerful!,你是一个了不起的女人！女人是如此强大！
14150,Ugzv8DcJDttenhOwxnx4AaABAg,0,3 years ago,this woman is surely very rich now...look at the views...,这个女人现在肯定很富有...看景色...
9678,UgzZyf_oGF3qOwV35rV4AaABAg,0,3 years ago,"for pastoral life, first of all, there must be a beautiful and capable woman ...",田园生活，首先得有位美丽能干的巧手女人……
14092,Ugzek31QsfR99RpRLGx4AaABAg,0,3 years ago,she is superwoman!,她是女超人！
14091,UgyNRIvC-HRgcnLp0_d4AaABAg,0,3 years ago,this woman makes me want to go to china. its so beautiful,这个女人让我想去中国。这个很漂亮
13906,Ugwr8Ar-f5aB5P_mw0p4AaABAg,0,3 years ago,where i can find wonder woman like this ??,我在哪里可以找到这样的神奇女侠？
13893,UgybUceUFUiLdvKbonh4AaABAg,0,3 years ago,"there is a woman in the li family, the name is ，",李家有女，名子柒
13863,UgwtUIWGzgLnNmNQw7V4AaABAg,0,3 years ago,"i do not believe that ths is an impoverished unfortunate soul. ths woman is of noble means, which is why she able to find & harvest fresh original bamboo shoots ages old for their size & able too harvest fresh river shellfish . but i am not a hater. i appreciate & admire her fortune to be able to share with the global community her blessings and happenstance. it's a relief to those of us less fortunate fighters of presence & human being. i have subscribed to this channel. i am an african-american blk male taking pleasure in viewing this asian woman sharing her story to the world. i know she is much more than she appears...but she holds to her legacy of tradition & privilege by sharing her views to the world. a most beautiful & amazing view from her post. i pray she honors and give respect to the lives of the souls who sustain her privileges that we do not see on you tube!",我不相信Ths是一个贫穷的不幸灵魂。这位女人是高尚的手段，这就是为什么她能够找到并收获新鲜的原始竹芽，因为她们的尺寸是老化的，并且能够收获新鲜的河贝类。但是我不是仇恨者。我感谢并钦佩她的命运，能够与全球社区分享她的祝福和偶然性。这让我们中的那些人不幸的战斗机和人类感到欣慰。我已经订阅了这个频道。我是一名非裔美国人的男性男性，很高兴观看这位亚洲妇女向世界分享她的故事。我知道她比她看起来更重要……但是她通过向世界分享自己的观点来掌握自己的传统和特权。她的帖子中最美丽，最神奇的景色。我祈祷她的荣誉，并尊重灵魂的生活，这些灵魂维持她在你看来没有看到的特权！
9679,Ugw7HuiorYHoOjm7bi94AaABAg,0,3 years ago,"i like how you cook all the delicious foods, until i feel like it, and i like you very much. i love you. you are an incredible woman. you never change the golden gift voucher, baby, baby, baby, baby",我喜欢您如何烹饪所有看起来美味的食物，直到我感到喜欢，并且我非常喜欢您我爱您您是一个令人难以置信的女人，您从不改变黄金礼券，宝贝
13799,UgziMDP9NJDB58fvBYZ4AaABAg,0,3 years ago,what a versatile woman ... thus i married without thinking twice,多才多艺的女人...因此我结婚而没有三思而后行
13792,Ugy7BWW8uRKj_zlnBqh4AaABAg,0,3 years ago,it looks like a woman.,看起来像个女人。
9377,UgziMKOM1F73rUxplq54AaABAg,0,2 years ago,good woman....how maaaach?,好女人.... Maaaach怎么样？
13787,Ugx5EmMvIMAbB1DCnpF4AaABAg,0,3 years ago,"fool foreigners, her life is still your dream. you should continue to dream. this woman is an actor. there is a team in the latter screenwriter. you fools, your ancestor eight generations can not earn her one year's money. it must be your fool's dream life. do you understand the movie, do you understand the tv series?",傻子外国人，她的生活还是你的梦想呢，你还是继续做梦吧，这个女的就是一个演员，有一个团队在后面编剧，你们这些傻子，你家祖宗八代也挣不了她一年的钱，肯定是你们这些傻逼的梦想生活了。都是电影明白吗，电视连续剧，肥皂剧懂吗。
13778,Ugy_Va-yp2I1bGjSH514AaABAg,0,3 years ago,"you inspired me, i was truly amazed by your tenacity. you are a woman, but you do the work of a man. while i who work at the computer still complains. you are extraordinary",您激发了我的启发，我对您的坚韧感到非常惊讶。你是一个女人，但是你做男人的工作。我在计算机上工作的时候仍然抱怨。你是非凡的
13769,UgzmJrIUkVxDbIAKENR4AaABAg,0,3 years ago,"distinguished, smart and professional woman",杰出，聪明和职业女性
13689,UgwYWYcbxZ6oEY0jFFh4AaABAg,0,3 years ago,this woman is really good at home like this.,这个女人真的很擅长在家。
13665,UgwolDQUQ-crMCM-bsZ4AaABAg,0,3 years ago (edited),come be the woman of my house. as long as it cook too much over high heat. i eat all kinds of food.,快来成为我家的女人。只要它用高温煮得太多。我吃各种食物。
13608,UgxY5KZDQrXtleo355B4AaABAg,0,3 years ago,what a beautiful woman!,多么美丽的女人！
13514,UgzHNkWVevU4lPecncx4AaABAg,0,3 years ago,"this woman is worth gold
my respects and admiration blessings and greetings from los angeles ca.","这个女人值得黄金
我的尊重和钦佩的祝福和问候。"
9819,Ugy97M3IUWB5TYu3W8p4AaABAg,0,3 years ago,this is the real woman,这是真正的女人
13418,UgztkoLJwqXBeChDgmB4AaABAg,0,3 years ago,"i hate that y'all label her as a housewife, like sure i get she can do many things for her grandma and herself but just the meaning behind housewife is so annoying, how dare you disrespect queen liziqi like that, she's obviously an independent woman who even does so called ""man work"" no housewife here, just and independent woman who happens to know many things and cares for her grandma",我讨厌你们把她标记为家庭主妇，就像我确定的那样，她可以为奶奶和她做很多事情，但是只是家庭主妇背后的含义真是太烦人了，你多么敢于不尊重皇后liziqi，她显然是一个独立的女人甚至在这里做“男人工作”的人，在这里没有家庭主妇，正义和独立的女人恰好知道许多事情和照顾她的祖母
14164,UgzFD0haB6LInid_uzF4AaABAg,0,3 years ago,such an amazing woman! so talented!!! ❤️,真是个了不起的女人！如此有才华！！！ ❤️
14202,UgzJnLuui-TK5YVfTPR4AaABAg,0,3 years ago,wish to live like her... with a woman like her.,希望像她一样生活...和一个像她这样的女人。
14241,Ugxfh5ey0KCCT85eBCd4AaABAg,0,3 years ago,ahhhhhhhhhjhhh!!! i just want one meal prepared by this woman every thing she makes look awsome. im staring at my microwaved pizza ☹️,ahhhhhhhhhhhhh！我只想要这个女人准备的一顿饭，她让她看起来很棒。我盯着我的微波披萨☹️
14245,UgwlbLN7mOcdhvxAw6p4AaABAg.94LiCdsK0yz94S5pdW3j6b,0,3 years ago,"de todo un poco the truth set us free 
woman usually lives in the countryside
wahman live in the city
cool concept :^)","de todo un poco真相使我们自由
女人通常住在乡村
瓦曼住在城市
酷概念：^）"
14861,UgyIbxlEGvaVCwkufDN4AaABAg,0,3 years ago,"beauty
healthy
great body
active
nice person

that's my dream woman","美丽
健康
好身材
积极的
好人

那是我梦dream以求的女人"
14824,UgyK9zStrQg4mgomPYN4AaABAg,0,3 years ago,"impressive everything this girl does, all natural, i love it would like to try all that ... a world of knowledge, incredible everything this woman does ... holy god ...",这个女孩所做的一切都令人印象深刻，一切自然，我喜欢它想要尝试所有这些……一个知识的世界，令人难以置信的一切，这个女人所做的一切...圣经...
14818,UgyK3ysgEEZor6a5x1t4AaABAg,0,3 years ago (edited),"this woman lives in the woods with a professional camera crew following her? professional video/music editors take the videos and edit them to make tv quality episodes of her life, why exactly? this seems like a chinese tv show espousing an idyllic version of its culture.",这个女人和她跟随她的专业相机船员住在树林里？专业的视频/音乐编辑会将视频录制并编辑以制作她一生的电视质量情节，为什么呢？这似乎是一部中国电视节目，支持其文化的田园诗般的版本。
14786,Ugx-CO3NEnADTkF81X54AaABAg,0,3 years ago,it is a video that is healed. i visited for the first time today. she is a beautiful woman and good at cooking.,这是一个已治愈的视频。我今天第一次拜访。她是一个美丽的女人，擅长做饭。
14781,Ugww3xr3V2qRxqznKWV4AaABAg,0,3 years ago (edited),"if you compare it with a japanese bamboo shoot ... it's pretty big, but it's too hard or there is no ex -flavor ...

a beautiful woman ... i work a lot

i guess i'm good at cooking.

tsukutsukuboushi ...? the sound is the same, isn't it?","如果您将其与日本竹芽进行比较……它很大，但是太难了，或者没有前味...

一个美丽的女人...我工作很多

我想我擅长做饭。

tsukutsukuboushi ...？声音是一样的，不是吗？"
14761,UgzlARPRxtgTGsme5W94AaABAg,0,3 years ago (edited),clever woman-beautiful men,聪明的女人，美丽的男人
14580,UgxQuFDoimD1EAeZm5h4AaABAg,0,3 years ago,what a woman,什么女人
14554,UgzeTNTkIzEEWndHO2h4AaABAg,0,3 years ago,the woman i will always provide day and night,我将永远提供白天和黑夜的女人
14533,Ugy4uauIrGnx-C2E8Lt4AaABAg,0,3 years ago,what a woman!,那个女人！
14521,UgxC2vTO-spVQuygo7x4AaABAg,0,3 years ago,"praise god
a strong woman 
and he went to her parents","赞美神
一个坚强的女人
他去找她的父母"
14498,UgxCH5toeWyW9R_WPKR4AaABAg,0,3 years ago,"this young and pretty woman just makes good food, but also shows how to make solid everyday objects from natural recurs! my respect! greetings from switzerland ...",这个年轻而漂亮的女人只是做好食物，但也展示了如何从自然复发中制成坚固的日常物体！我的尊敬！来自瑞士的问候...
14488,Ugzw4irteFs9j0KbmEx4AaABAg,0,3 years ago,"feel when i look at this woman as if i was in a mango film. very harmonious and calming. it would be nice if it were only everywhere, which unfortunately it is not.",当我看着这个女人时，就好像我在芒果电影中一样。非常和谐与平静。如果只有到处都是，那就不错了，不幸的是不是。
14486,UgwRbL9SPhAG_IU1zo94AaABAg,0,3 years ago,what a woman!,那个女人！
9550,Ugw8ilFuN_mu4CwHG554AaABAg,0,3 years ago,a great girl wise everything can help mother is a miracle woman more such people and the world will be more beautiful โ–บressive,一个伟大的女孩，一切都可以帮助母亲是一个奇迹女人，更多这样的人，世界将会更美丽►不得
14434,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR95V0uxJTc1a,0,3 years ago,"@ygelementdgentertainment7525 you give off spare coochie please vibes, dont categorize her as a fucking housewife (nothing against them) but she obviously is doing this for herself and her grandma not some sad tiny dick man, also not every woman who does shit like this does it to please any man welcome to the real world sweetie",@ygelementdgentertainment7525您散发出备用的库奇，请共鸣，不要将她归类为一个他妈的家庭主妇（没有反对他们），但她显然是为自己和她的祖母而不是一个悲伤的小家伙，也不是每个这样的女人，也不是这样。它取悦任何人欢迎来到现实世界的甜心
14370,UgwqYOu59lgc9PrG1gF4AaABAg,0,3 years ago,that must be the best fed granny in all of china. this woman is a godsend.,那一定是整个中国最好的奶奶。这个女人是天赐之物。
14310,UgyTRxcuTUPQlWXjMYB4AaABAg,0,3 years ago,she cooks well and eats well. this woman is lovely also.,她做得很好，吃得很好。这个女人也很可爱。
14284,UgyGgWlSkq2TtDLz9bR4AaABAg,0,3 years ago,"she's an awesome woman, and may the universe continue to give her and her family exactly what they have now a simpler way of life it just keeps them happy awesome. and i will continue to watch her videos",她是一个很棒的女人，愿宇宙继续为她和她的家人提供他们现在拥有更简单的生活方式，这使他们快乐。我将继续观看她的视频
14279,Ugz9RoWjUT_ReCKPHpJ4AaABAg,0,3 years ago,what a skilled and patient woman. the snails though...... umm it's ok,多么熟练和耐心的女人。蜗牛虽然……嗯，没关系
13297,Ugzg0Gu6icMXvko6S5p4AaABAg,0,3 years ago,"li ziyi is a fairy. this woman should only come up with the sky, and she has to hear a few times in the world.",李子柒是仙女，此女只应天上来，人间那得几回闻。
