,cid,votes,time,含feel,含feel中文翻译
8883,UgyMCCAtGclVZA-AkbN4AaABAg,0,2 years ago,i just feel this is soooo far from the life of most chinese as to be something of a fairy tale tbh.,我只是觉得这与大多数中国人的生活相去甚远，因为它是一个童话故事。
8814,UgxL_J3NuTUn-XPqQml4AaABAg.9Ar6BJvuMX69Az8JZPHQeF,0,2 years ago,@chuwanning1421 feels that many chinese people are mixed in it. essence essence,@chuwanning1421 感觉不少国人混入其中。。。
8795,Ugzaz08B2wZEInJhqtl4AaABAg,0,2 years ago,our city is more comfortable but more sad. we must find our cities to feel more joints,我们的城市更舒适，但更悲伤。我们必须找到我们的城市才能感受到更多关节
8768,UgxUUHX1w-OLq-jZFst4AaABAg.9AwvZa7ZUAo9B2Cs_m785r,0,2 years ago,"upps did i mention the name of the country?, easly can see i hurt feeling, tell me what's your boast and i tell what you lack of.",upps我提到了这个国家的名字吗？
8428,Ugy9YUhj5FAfWG7B3Yl4AaABAg.9BRX-p_fxNC9BWi7C99JlZ,0,2 years ago,cyrah b culture or not thatโ€s one they need to change. i would hate to be eating with them and they started slurping i would feel uncomfortable. iโ€m sorry but it sounds terrible. i know there are asian people who eat with other countries kings & queens and i am sure they donโ€t slurp while eating. iโ€m sorry but this is just wrong!,Cyrah B文化是否不是他们需要改变的文化。我不想和他们一起吃饭，他们开始吐口水，我会感到不舒服。对不起，这听起来很糟糕。我知道有些亚洲人与其他国家 /皇后区一起吃饭，我敢肯定他们在进食时不会少。对不起，这完全是错误的！
8278,Ugx1x9TFcluqFAYs84h4AaABAg,0,2 years ago,"all ingredients shi needs is so fresh .. 
while i'm whatching this i feel hangry.","所有成分Shi的需求都是如此新鲜。
当我在做这个时，我感到饥饿。"
7901,Ugz8M7KKvqKRDLhvHhp4AaABAg,0,2 years ago,"i hope that the sound comes from nature without music, so we can feel that we are in the forest and live in this place",我希望声音来自大自然而没有音乐，因此我们可以感觉到自己在森林中，并在这个地方过着氛围
7900,UgxJRoxUC2u28nG_RN94AaABAg,0,2 years ago,"i hope that the sound comes from nature without music, so we can feel that we are in the forest and live in this place",我希望声音来自大自然而没有音乐，因此我们可以感觉到自己在森林中，并在这个地方过着氛围
9704,UgxeDjXMOCo9vlzxzEZ4AaABAg.99hgqgWegqn9AOx7E_8rtg,0,2 years ago,@fafa-rd4wx yes i can. that's why i said i feel like fooling me. because she tells everyone she is so truth and everything is for her grandma.,@fafa-rd4wx是的，我可以。这就是为什么我说我想骗我。因为她告诉所有人她是如此真实，而一切都适合她的祖母。
7423,UgyRr9y97tYizk_ycY94AaABAg,0,2 years ago,during her videos sometimes ads come up showing the benefits of meditation... i feel like laughing... for people like this girl whole life is meditation... she seems so engrossed and so blissful while doing the everyday chores...,在她的视频中，有时会出现广告显示冥想的好处...我觉得自己笑了……对于像这样的女孩一生的人都是冥想...她在每天做家务时看起来如此全神贯注和幸福...
9942,Ugw0nQ6wz3c8hY33mhV4AaABAg,0,3 years ago,i dunno buf i feel like i live there with her enjoy the foods love this life its like paradise,我不知道我觉得我和她一起生活在那里，喜欢这种生活，就像天堂一样
7355,UgwQygt1lnc3SN8xpSR4AaABAg,0,2 years ago,i feel like im in an anime movie while watching her videos,我觉得我看着她的视频时在动漫电影中
6875,UgxjbD9jyny3WHdHzm54AaABAg,0,2 years ago,"it feels like to live there, it looks like it's delicious heheheh",感觉住在那里，看起来很美味
11794,UgyzVa8iCOZ7f_xcIQp4AaABAg,0,3 years ago (edited),"i feel tired.
wait a moment, i'll go back.
nittid kowid 19 yu
pickled bamboo shoots. wait.","我累了。
等一下，我会回去。
Nittid Kowid 19 yu
腌竹芽。等等。"
11467,UgyFk0zjBlKE6wYheDJ4AaABAg,0,3 years ago,i feel that there are only 2 people in the world,感觉世外桃源，只有2个人
11236,UgzWpwOQHrkvNjYfkKN4AaABAg,0,3 years ago,"the younger sister is probably going to return to a big city in the future. the younger sister is sincere and kind. i take care of my mother at home for more than half a year, and sometimes i have complaints. i feel that she is too disobedient. temperature, but i still have to take care of her after complaining. i just have to work out of work, alas. i hope the grandmother’s grandmother is 100 years old",小姐姐以后估计还是要回归大城市的，小姐姐是真心善，我在家里照顾妈妈大半年时间，有时候都会有怨言，觉得她太不听话，得了癌症晚期还不配合治疗，还乱爱发脾气，可是内心埋怨完还是要好好照顾她，我才刚25，还是得出去工作啊，唉。希望小姐姐的奶奶长命百岁
11060,Ugyp0E8CgQlpCC4U56F4AaABAg,0,3 years ago,i love this place i feel very kind,我爱这个地方，我很友善
11038,UgzRUDhEXlO_wDeY2pp4AaABAg,0,3 years ago,why do i feel so at peace when im watching this..? l find it so hard to concentrate on everything she is doing because of her magnetic persona ? such a beautiful human being ...,当我看着这个时，为什么我会感到和平？ l认为由于磁性角色而很难专注于她所做的一切？如此美丽的人...
6992,UgzX7tnNa7XQ5tfaIhJ4AaABAg,0,2 years ago,lately i feel pressured with my work seeing this video i feel the serenity of remembering my hometown it feels like living in a village,最近，我的作品感到压力很大
10916,Ugw4DV7mgMMZc7acLat4AaABAg,0,3 years ago (edited),"it feels very spicy, the heroine is simple and cute, i like it",感觉很能吃辣，女主单纯可爱，喜欢
10759,UgzKzqwi5C6JS1WC9_x4AaABAg.98QgLfe4hUb99nFLYxCSaI,0,3 years ago,"in fact, it is very hard, but if you like it, you will not feel tired",其实是很辛苦的，但是如果自己喜欢就不会觉得累了
10755,UgwhW_8iE1fXRun1Syx4AaABAg.98RIy9T4YQv99_71PULYGT,0,3 years ago,"haha, i feel the same too!",哈哈，我也有同感！
10754,Ugw-UGqNpyeBHZRXsjR4AaABAg.98RMp88VGg099dcdSG0zR9,0,3 years ago,"me too, i feel that her video is very healed, very magical",我也是，感觉她的视频很治愈，很有魔力
10700,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU79PTtTA6KYj1,0,1 year ago,why does this comment feel like a psa,为什么这个评论感觉像PSA
10672,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799_332-8d5X,0,3 years ago,@mango_kerapu also you got something against muslims? i feel that you're showing shades of bigotry by calling me out. cant treat me as a human? i dont recall calling you out for being whatever you are. go check your own biases before throwing words like hypocrisy around.,@mango_kerapu您也有一些反对穆斯林的东西吗？我觉得您通过叫我出去表现出偏执的阴影。不能把我当作人类？我不记得呼唤你成为你的一切。在抛出伪善之类的单词之前，请检查自己的偏见。
10589,Ugy1hXLk7fOKtzXJUh94AaABAg,0,3 years ago,"whoever does viet sub really does not have the mind. the word emerging is very fast, not reading in time. you do for others to read and understand, to record your results. but the opposite effect. no, do not do, have words that can't read. feeling of khoa",越过越野士的人真的没有想法。 “新兴”一词非常快，没有及时阅读。您会为他人阅读和理解，记录您的结果。但是相反的效果。不，不这样做，有无法阅读的单词。 Khoa的感觉
10379,Ugy0YeU5OdXptUHWrv14AaABAg,0,3 years ago,your video is so peaceful and natural whenever i see these types of things i feel sleepy and relax.,每当我看到这些类型的事物时，您的视频都是如此宁静和自然，我感到困倦和放松。
10341,UgzSRnA7_urjUQ_vzzp4AaABAg.98qQ9IjkkeR9AOrorKgDo6,0,2 years ago,"@fafa-rd4wx i feel sorry for people living in china, it is so censored and the ccp will do anything to rule their people.

you make a very good point about not being able to access youtube and the fact that liziqi does have access in the middle of the countryside!","@fafa-rd4wx我为居住在中国的人们感到遗憾，它是如此审查，CCP将做任何统治人民的事情。

您对无法访问YouTube的好处是一个很好的观点，以及Liziqi在乡村中确实可以使用的事实！"
10208,UgzTNU0m8hGez9aBcf94AaABAg,0,3 years ago,"last time the screw fans spit my stinky, and i didn't get used to it. after eating, i felt full of smell in my mouth. you may have to eat a few more times to feel the essence",上次螺丝粉把我臭的都吐了
7328,UgyfPJBmfGq0qII4YqJ4AaABAg,0,2 years ago,dont know why this feels aesthetic to me but k,不知道为什么这对我来说是美学，但是K
10112,Ugy-LHHk_LIs96MJTuZ4AaABAg,0,3 years ago,i feel so crave,我觉得很渴望
15686,Ugxw4xyuB21W4RuNOIJ4AaABAg,0,3 years ago (edited),"i was enjoying the video and her stressfree, simple but life-fulfilling moments and activities, perfect/amazing skills/talents in any/every activity, warm auras, aesthetics of the camera angles and moments taken, when all of a sudden im interrupted by an ad. a pizza delivering, dominos ad.
when that car pulled up from the ad, reality hits me like a car accident, making me realize the life, society, environment, and most of all, the s t r e s s that i have and live in. im in an urban area, near an iconic city you could see in postcards. that ad, reminded of how every second counts as a huge factor in my life that could mess it up. that ad, brought back the stress, the feeling of every opportunity good or bad at every corner of my brain. that ad, brought back the weight, suffocation, and reminders that my life is in a city and not as stressfree and life-fulfilling such as her. 
now, i have to watch another video to bring down this stress.","我喜欢视频以及她的无压力，简单但充实的时刻和活动，任何/每项活动的完美/惊人技能/才华，温暖的光环，相机角度的美学和时刻，当时突然被我突然被我打断了一个广告。 Dominos广告的披萨交付。
当那辆车从广告中撤出时，现实像车祸一样袭击了我，使我意识到了生活，社会，环境，最重要的是我所拥有和居住的S t r s s。您可以在明信片中看到的城市。那个广告让人想起了每一秒如何算作我一生中可能会弄乱它的重要因素。那个广告带回了压力，每个机会在我大脑的每个角落都好坏。那个广告使重量，窒息和提醒我的生活在一个城市中，而不是像她这样的无压力和生活充实。
现在，我必须观看另一个视频以减轻这种压力。"
15831,Ugz9yIW0_sTfOVZcda54AaABAg.933dWSf5Viy93CNZB5sFwB,0,3 years ago,"i also feel so relaxed, a really great feeling with every movie.",我也感到非常放松，每部电影都非常好。
22154,UgxYJ2w8pLfqJGm7Q8Z4AaABAg,0,3 years ago,i don't know but i feel like i just watched something magical,我不知道，但我觉得我只是看着一些神奇的东西
19480,Ugw3mBF-qNdz2kFsQMt4AaABAg,0,3 years ago,watching the video feels peaceful and pleasant must support the channel,观看视频感觉和平和愉快必须支持频道
20426,Ugz5sjRWzXLxQJN04vd4AaABAg,0,3 years ago (edited),"if you see the feeling of a peaceful countryside, i used to stay in the singaporean loan.",那些看到我曾经住在现场的和平乡村的感觉的人
7899,UgxbdjRSDRo8xDf3m_p4AaABAg,0,2 years ago,"i hope that the sound comes from nature without music, so we can feel that we are in the forest and live in this place",我希望声音来自大自然而没有音乐，因此我们可以感觉到自己在森林中，并在这个地方过着氛围
3402,UgwTm6x62wpImCHrOsV4AaABAg,0,2 years ago,the cold world feels peaceful in life.,寒冷的世界在生活中感到和平。
3522,Ugy5eGUZU9RJvMazudF4AaABAg,0,2 years ago (edited),"can't you professional division of labor? some people have bean horns, some people pick bamboo shoots, some people make bamboo shoots, and everyone is agreed to exchange in the market together.
she has done so much, i feel very unreal. i don't know if she is cooking or performing.
i have come to this channel and ask me for a long time.","这个，不能专业分工吗？有的人种豆角，有的人摘竹笋，有的人做笋片，大家一起约好在市集里面交换。
她做的事情这么多，我觉得很不真实，不知道她是在做饭，还是在表演做饭。
我慕名来这个频道，有长时间待的请教我。"
20085,Ugx-hjxdyPU_QB3F3vV4AaABAg.91BfmdJFe--91JVgRJ-hW1,0,3 years ago,i am also same feeling,我也一样
3778,UgzR_68RqXZw4KKBl8B4AaABAg,0,2 years ago,in indonesia the name is: bamboo shoots are cooked it feels uueeeennnaaaakk,在印度尼西亚的名字是：竹芽煮熟了，感觉到了ueeeeennaaaaakk
19915,Ugx3zuXyOf11s3dxiwp4AaABAg.91GSbollkUx92E97OqG3pT,0,3 years ago,"david hutchins there are still many people living similar lifestyle like she does in china. one point i really like about ziqi is that she has a dedication and passion of sharing chinese culture to the world. it’s something that many people would like to do but somehow lack of ability or determination. we should all believe her because as audiences, we feel it. we should offer more encouragement and appreciation. what’s most important that she really delivers peace and calmness to audiences and we all receive positive influences or energy from her videos. and i reallyyyy like her temperament.",大卫·哈钦斯（David Hutchins）仍然有许多人过着与中国相似的生活方式。我真的很喜欢Ziqi的一点是，她对与世界分享中国文化的奉献精神和热情。这是许多人想做的事情，但某种程度上缺乏能力或决心。我们都应该相信她，因为作为观众，我们感受到了。我们应该提供更多的鼓励和赞赏。最重要的是，她真正为观众提供和平与平静，我们都从她的视频中获得了积极的影响或精力。我真的很喜欢她的气质。
19697,UgxBb_H9IOUTy2Qm-xp4AaABAg,0,3 years ago,i feel happy when see this video,看到这段视频，我感到很高兴
3814,UgyTVr0Nh22vTF_ewh14AaABAg,0,2 years ago,"can't understand why axing exploration store, cod exploration shop, lao bai tan store, it is better to pay attention. it feels because foreigners have not seen the chinese cooking. foreigners do not care.",不能理解为啥阿星探店，鳕鱼探店，老白探店，不如关注的多，感觉是因为外国人没见过中国人做饭，说实话那些探店节目才更接近中国，但是很明显外国人不care。
3985,UgzddFErU7M5OM42IZ94AaABAg.9Lavf9Moto19QyAOGXTFFm,0,1 year ago,"@walden6272 
i feel this. feeling empty inside. i need to heal in nature. at least that's what i've heard that will help. maybe i'll go do that later.","@walden6272
我觉得这个。内心感到空虚。我需要在大自然中治愈。至少这就是我所听到的会有所帮助。也许我待会儿去做。"
3301,UgyiFKz6GY-DvIq91ot4AaABAg,0,1 year ago,i feel like everything i know about life is wrong from indonesia,我觉得我所知道的关于生活的一切都是印度尼西亚的
19240,UgzsgcDtZ9HfTD-m5EF4AaABAg,0,3 years ago,"very peaceful video, it feels like you want to live like this",非常和平的视频，感觉就像您想这样生活
19110,Ugxo2JIk4yVLoPqcmVR4AaABAg,0,3 years ago,"equilibrium between nature and human survival. i can feel the tranquility. the girl just take what she needs carefully, without over possessing, or damaging the nature.",自然与人类生存之间的平衡。我能感觉到宁静。这个女孩只是仔细地接受她的需求，而没有过度拥有或损害大自然。
19064,UgyhSJHbnccPmF2NewB4AaABAg.928iIut82ru92bwViuf0uD,0,3 years ago,"@elenadeng257 my uncle is in liuzhou. one of the important things i learned after leaving guangxi, especially after going abroad, is not trying to argue with others. to deny, the problem is that most of the guangxi does not think it is odor, but people who are not used to it will feel smelly. is this a reason to be fragrant or smelly with durian.",@elenadeng257 我叔就在柳州，我离开广西尤其出国后学会的很重要的一件事，就是不要试图去跟人争论螺蛳粉臭不臭，发酵的酸笋是有一种独特的气味这点是不容否认的，问题在于，广西大部分不认为那是臭味，而有不习惯的人就是会觉得臭，这个跟榴莲到底是香还是臭是一个道理。
18993,UgxF9y6_CAK172vsmaN4AaABAg,0,3 years ago,"i'm from mainland of china.i used to suspected her video was just a show till i lived like her for a month(last december) and knew her story.the feeling from deep inside remind me where i from,a small peaceful countryside.unfortunately,i can't lived this way totally in present era.i hope it will come true when i retired",我来自中国大陆。我曾经怀疑她的视频只是一个节目，直到我像她一样住了一个月（去年12月），并知道她的故事。从内心深处的感觉使我想起了我从哪里，一个小的和平的乡村不幸的是，我不能在当今时代完全生活。我希望我退休时会成真
18984,Ugz4RHfrFwhPY1y_kpt4AaABAg,0,3 years ago,make the impetuous heart feel peaceful,让浮躁的心感到宁静
18968,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV92Ybkktpoek,0,3 years ago,@holly41 i know my comment has nothing with the video. i just want to communicate with someone. i feel sorry if my comment interrupt you.,@holly41我知道我的评论对视频一无所有。我只想和某人交流。如果我的评论打断了你，我感到很抱歉。
18944,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92dtnfWPVcq,0,3 years ago,"haoyu pan is not the master, how do you feel like he is working as a long job?",haoyu pan 不是当家作主了嘛，怎么感觉还是在当长工呢
18904,Ugy4k9-RPVdKVPcD-Ax4AaABAg.92DCu3oV6ib92JTXFF9brO,0,3 years ago,"many lives that do not like big cities are boring and high -pressure life, work every day, off work. seeing this video makes people feel quiet.",很多不喜欢大城市枯燥高压的生活，每天上班，下班。看到这个视频，让人感觉安静。
18858,UgxJTPV5ItqBleU6mkN4AaABAg.92GmISTkXMD92LjltPy7oU,0,3 years ago,same feeling!,有同感！
20733,UgyZsqJ5NRVFvqSEiz14AaABAg,0,3 years ago,chinese people also eat noodles and eat them. feeling a little closer,中国人也吃面条并吃。感觉更近一点
20762,UgwsKJedelQyyZdiQyh4AaABAg,0,3 years ago,it's a video that makes you feel comfortable ~ ^^,这是一个让您感到舒适的视频〜^^
15846,UgxBleDUtUgqEYhIsUB4AaABAg,0,3 years ago,"this videos shows that i can do this, just standing next her i would picked up something that i can follow from what it feels like watching this video",这段视频表明我可以做到这一点，只是站在她的下一个，我会从观看此视频的感觉中拿起一些我可以遵循的东西
3099,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9VDBA98kOMI,0,1 year ago,yeah.. i feel bad for your ancestors too. what happened?,是的..我也为您的祖先感到难过。发生了什么？
22102,UgwD3WXsyODi5CIufm94AaABAg,0,3 years ago,you bring a heavenly feeling to the dining table...thank you for inspiring specially me!,您为餐桌带来了一种天堂般的感觉...谢谢您特别激发了我的启发！
3013,UgwabhNgX9NWhM_4SF14AaABAg,0,1 year ago,"looking at my mother -in -law, i feel comforted! li ziyi is really filial! bleak",看着婆婆荡秋千，心里就安慰！李子柒真孝顺！
22026,UgyNznBkcEkdjIm0MHF4AaABAg.9-I7M9BVLBX9-ZEtyWtJse,0,3 years ago,@meichan9572 yes i completely understand i'm a native american from the navajo tribe i hope this young lady if she doesn't already have childrenhas children and teach her children the tradition so they can keep it up for myself i feel bad that i am not practicing my native culture for one i don't speak fluent navajo i also do not practice many of the traditional ways although i can cook some of the food but i can see that she is carrying on from the old ways i love that i'm proud of her,是的我不会说流利的纳瓦霍人，但我也不会练习许多传统的方式，尽管我可以烹饪一些食物，但我可以看到她正在从我喜欢的旧方式中继续前进，我为她感到骄傲
21959,UgwubpDIAP0ERX2COUF4AaABAg,0,3 years ago,the view is so amazing in every video...the sound n everything is so relaxing..till now i have viewed all your videos.i don't like kitchen work but really after seeing you i feel an urge to go to the kitchen n cook something..i have come across many useless cooking videos on youtube but truly speaking yours the the best..your hardwork is clearly visible in these videos..n i admire you alot for the respect n love you have for your grandma,每个视频中的景色真是太神奇了...声音n一切都很放松。.现在我已经观看了您所有的视频。我不喜欢厨房的作品，但实际上见到您后，我感到渴望去厨房n煮东西..我在YouTube上遇到了许多无用的烹饪视频，但真正说出您的最佳。您在这些视频中清楚地看到了您的努力。您的位置，您的风格和生活..保持前进
3037,UgzOMu6pgqrzzqp3fn54AaABAg,0,1 year ago,tired times with the pressures of life just want to watch videos like these feel extremely peaceful,疲倦的生活压力只想观看这样的视频，感觉非常宁静
21912,Ugxud9P9MEv6v0nCz_Z4AaABAg,0,3 years ago,i feel relax thank u,我感到放松，谢谢
21910,UgwX5vJUzE_VqegLaGx4AaABAg,0,3 years ago,i think i watched every video we need a new one! i feel you should add more of your farm animals its cute and take a break on the camera from working so hard have fun !,我想我观看了我们需要一个新视频！我觉得您应该添加更多的农场动物，它很可爱，并从相机上休息一下，从而努力工作！
21857,UgxNAPcXidhqslN2h2Z4AaABAg,0,3 years ago,"you vietdud, i have an idea
this is a rustic and gentle video, so when you translate, please pay attention to the words do not make the viewer feel uncomfortable","你越，我有一个主意
这是一个质朴而温柔的视频，所以当您翻译时，请注意这些单词不会使观众感到不舒服"
3078,UgyMOypRZo3yCW2MN3F4AaABAg,0,1 year ago,i feel peace,我感到和平
21661,UgxzGygvffVPdakiGWp4AaABAg,0,3 years ago,"everything is so beautiful, it feels like a fairyland. 요 요 아름다와 으로 으로",一切都好美，感觉像仙境。참으로 아름다와요
20786,UgyrcQGdVoQuyMeH2Sl4AaABAg,0,3 years ago,feeling very much,感觉非常
21630,UgwZZv0OA25Yt1hDUIt4AaABAg,0,3 years ago,your videos always have such a beautiful photograph ... every time i watch i feel inspired.,您的视频总是拥有如此漂亮的照片...每次我看时，我都会受到启发。
3208,UgzIOUkKFqhlxKd-bzt4AaABAg,0,1 year ago,the feeling of heartbeat o (∩_ o) o haha ​​~,心动的感觉O(∩_∩)O哈哈~
21483,Ugz6VeYiZsGVPn0JDDR4AaABAg,0,3 years ago,"pure beautiful peace is my feeling 
thank you give me nice moments","纯美丽的和平是我的感觉
谢谢你给我美好的时刻"
21404,UgymKdDHzSbthJzbgjt4AaABAg,0,3 years ago,a little small forest feeling,有点小森林的感觉
21317,UgyzvBBi87RGUGAdnRd4AaABAg,0,3 years ago,"i've seen that a lot more channels have come up trying to replicate liziqi's videos and yeah those are good but honestly, no one can beat her. she's the best out here and whenever i want to relax myself, it's only liziqi's videos that give me peace. everyone else feels like a wannabe. people are trying to copy, sure, but she has a sort of authenticity that is unique to her videos only.",我已经看到，有很多渠道试图复制Liziqi的视频，是的，这些频道很好，但是说实话，没人能击败她。她是这里最好的，每当我想放松自己时，只有利兹奇的视频才能给我和平。其他所有人都像个想成为一个想成为一个。当然，人们正在尝试复制，但是她的真实性仅在她的视频中独有。
21056,UgzHltNSweeZbqpQqYd4AaABAg,0,3 years ago,i feel pretty,我感觉很漂亮
21045,UgxPnSR4p98_-_Dl2AF4AaABAg.90JdvM07d6990njRJsriBz,0,3 years ago,feeling life @@,感觉累累的生活@@
21003,UgyactCKq0V790mzOc54AaABAg,0,3 years ago,her place is so beautiful...full with nature. make me feel better and my stress gone. i really like the scene of forest that full with bamboo. like a place who samurai is going to fight with his long rival. and that long bean...waaa...look delicious even not cook yet.,她的位置是如此美丽...充满了大自然。让我感觉好些，压力消失了。我真的很喜欢森林的场景，里面充满了竹子。就像武士要与他的长期竞争对手战斗的地方一样。还有那长的豆... waaa ...看起来很美味，甚至还没做饭。
20854,UgwN-WuJg4BZRuVLiLt4AaABAg,0,3 years ago,"this amazing playback volume scared me, i feel that ziyi promotes chinese culture!",这惊人的播放量吓到我了，感觉子柒弘扬中国文化！
4251,UgzIdb6Sbvwfg5eSrS54AaABAg,0,2 years ago,feels watching movies on iqiyi,感觉到在iqiyi上看电影
4321,UgyrkaM5AGpp0daZNrV4AaABAg,0,2 years ago,feeling envy with her,对她感到嫉妒
18496,Ugw7oTuP58jYV17rQot4AaABAg.92Tgg1Ir9We93HR9RTF4Zx,0,3 years ago,"the sun is so embarrassed that i am in a country, and i feel that i feel the mood of my hometown and my parents for a while. i don't have any thoughts about haihan.",日近长安远 实在不好意思，我身在他乡，一时有感抒发对家乡和父母的思念之情绪，未有深思熟虑之处还望海涵。
16549,UgyYvj-aFaMGlFyhB8J4AaABAg,0,3 years ago,"the video is simple and good, but if you eat too much, you will feel that vegetarian food is really delicious. do n’t forget to live in the city and then go to the countryside for a few days. can you let him try? seeing a meal comments are all that the natural things are so good. you can experience the experience of human beings. if human beings have been developed today, but a step -by -step progress, you have to return to the real experience.",视频简朴很不错 但是荤吃多了吃顿素的会感觉素食真是超级好吃 别忘了住惯城市后再去农村待过几天可以 你让他待几个月试试？看一顿子评论全是说自然的东西多好 你去体会体会就知道了 人类发展到今天可是一步一个脚印进步的 你非要返璞归真 体验可以 长期真不行
17370,UgxnxtrVO307ru2a8LZ4AaABAg,0,3 years ago,"those lucky *&*& who are eating this food , 
i feel relaxed just watching this","那些幸运的 *＆ *＆谁在吃这种食物，
我只是看着这个"
17365,UgyYsAG2VwwjTYZxowJ4AaABAg,0,3 years ago,"looking at li ziyi in the oil pipe, it feels that the fans of the oil pipe are more than domestic, so amazing!",在油管看李子柒，感觉油管的粉丝比国内还多的样子，厉害！
17207,UgzT_efSLFpt5TqqA1p4AaABAg,0,3 years ago,"your picture and music are beautiful, making me feel that this powder is sweet rather than smelly. bad review.",你的画面和音乐优美了，让我觉得这个粉是甜的而不是臭的了。差评。
16973,Ugydeqn6J1wEZt6qR2R4AaABAg,0,3 years ago,it feels very beautiful (✪ ▽ ✪),给人的感觉就特别美好(✪▽✪)
16956,UgypcTMSERhsesivfvt4AaABAg,0,3 years ago,"when i watch her videos, it makes me feel so relaxed. they take me to another place where my problems aren't of importance. i love her videos",当我观看她的视频时，这让我感到非常放松。他们带我去了我的问题并不重要的另一个地方。我爱她的视频
16856,UgxKO28V1YAyeiYVN594AaABAg,0,3 years ago,all videos that she make i feel peaceful with the life.,她让她让我生活和平的所有视频。
16850,UgysOcg8tD57faQaztl4AaABAg,0,3 years ago,"seeing her cooking makes me feel comfortable, calm, and happy. praise",看她煮饭让我感觉很舒服，平静，很幸福。赞啊
16843,UgyfMptzbUWRY86-p7h4AaABAg,0,3 years ago,"honestly, i don't like the videos that have been cut like this, and i feel that it is not real enough. but i did not have the redness of the li ziyi team like some people in china. they are now looking for the trouble of the li ziyi team.",老实说，我不喜欢这样剪接过的视频，觉得不够真实。但我没有像国内某些人一样眼红李子柒团队的暴红，他们现在正在找李子柒团队的麻烦。
16752,Ugyvxbt-trccShpJTr94AaABAg,0,3 years ago (edited),"she is my dream wife just plain and simple woman no drama just only about family. i feel so at peace watching these videos
my god i wish i lived their","她是我梦dream以求的妻子，只是简单而简单的女人，没有关于家庭的戏剧。我感到和平观看这些视频
我的上帝，我希望我活着"
16511,Ugznq24UnPQrwR-xMj54AaABAg,0,3 years ago,i feel calm,我感到镇定
18484,UgyjfLr-Lqkia0PcM0d4AaABAg.92TzF23kYKN92bg7BOC9WX,0,3 years ago,the video is so beautiful and relaxing that you feel sleepy lol,视频是如此美丽而轻松，以至于您感到困倦
16508,UgzjFyYL1C8_mF45RId4AaABAg,0,3 years ago,i feel so hungry watching the noodle dish being cooked.,我觉得很饿，看着面条菜。
16440,UgzU2Z8vWPrDzQagW4x4AaABAg,0,3 years ago,just watching makes me feel so peaceful... it soothes my mind from daily stresssssss,只是看着我感到如此和平...这让我从日常的压力中舒缓了我的想法
16413,UgxQDCmUyqvUAkZqKXx4AaABAg,0,3 years ago,i feel hungry every time i read it,每次看完都觉得饿
16401,UgyGSy-ZI_LeOQvb4RZ4AaABAg.92vpLUY4mQo93-bSdmrp8b,0,3 years ago,"it's a similar feeling in summer, temples, mountains, sea, forests, and friends, which are common in japanese anime. somfortable, stable",夏季，这是一种类似的感觉，寺庙，山脉，海洋，森林和朋友，在日本动漫中很常见。舒适，稳定
16382,UgxtxqNzCgASFF5RXih4AaABAg,0,3 years ago,it really feels like a travel back in time,真的感觉像是回到过去的旅行
16323,UgxDOMs6p_ItSvCLtEt4AaABAg.92wQLk-uyOV92xJyRcKnCL,0,3 years ago,"zou lu must have different differences. otherwise, there are new ideas and topics? but it feels like a personal heroist version of ""the tip of the tongue"", just gathered the characters in the south of the tongue on the south of the tongue on li ziqi, and then gave her all kinds of farming civilization skills that are far away from us today. and her so -called versatile is the collective results of the behind -the -scenes production team, which makes it easier for the audience to have concentrated resonance and emotional projection.",邹鲁 区别肯定是有的，要不哪有新意和话题？但总体给我感觉就是一个类似个人英雄主义版的《舌尖》，只是把《舌尖》里头天南地北的人物集合在李子柒身上，再赋予她现今社会离我们渐行渐远的各种农耕文明的技能，而她的所谓多才多艺是其幕后制作团队的集体成果，让观众更容易产生集中的共鸣和情感投射而已
