,cid,votes,含feel,含feel中文翻译
4889,Ugxnv-VVHMPE3XRExh94AaABAg,0,why are you not feeding your dogs with those meat.? i feel they r not getting adequate food.,你为什么不用那些肉喂狗？我觉得他们没有足够的食物。
4991,Ugxw1GnHODvf2F_M9WN4AaABAg.9Ppc9PxyQ2s9Pq66DsoXUU,0,yeah i feel like this would be what we have to be doing today if there was no technology. i wouldn't mind doing all the work she is doing in the video .,是的，如果没有技术，我觉得这将是我们今天必须做的。我不介意做她在视频中所做的所有工作。
5334,Ugwg4WdZbw7iLKCJmT14AaABAg,0,i feel relaxed when l watched you❤,当我看着你时，我感到很放松❤
5366,UgwQJAx5_82kN9odjxR4AaABAg,0,i feel so refreshing after watching this,看完这个后，我感到非常清爽
2276,UgyRW_b00M5LCEs9voR4AaABAg,0,i love him and a sweet feeling from seeing my psyche,我爱他，看到我的心灵的感觉很甜蜜
2108,UgwUcrNtIKTitSra3Mx4AaABAg,0,this is amezingg heart warming....feel veryy awesmm too see this videoo,这是amezingg心脏变暖。
12641,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9D63oPb4yd8,0,pandateasalad fucked up lmaoooo. the fact that i’m here relying u is a waste of my time kid but ure kinda entertaining bc u sound so angry. does it makes u feel like ure on top of the world scolding mi with so many vulgarities ooooh i’m so scared pls stop,Pandateasalad搞砸了Lmaoooo。我在这里依靠你的事实是浪费我的时光孩子，但是ure有点有趣的bc你听起来很生气。这是否会让您感觉像是在世界之上，对Mi责备Mi如此多，哦，我很害怕，请停止
669,UgxF1-2IEr5-hr8_1dl4AaABAg,0,a feeling of calmness and comfort,一种平静和舒适的感觉
110,UgwM2cUldBHNKqHE2594AaABAg,0,i feel nice,我感觉很好
162,UgxGomBFQLIRCX70LQx4AaABAg,0,why this feel like a really life anime but way more clam,为什么这感觉像是一个真正的生活动画
206,Ugzs3P2U0F1SzxePBZV4AaABAg,0,that digimon song always makes me feel as a child.,那首Digimon的歌总是让我小时候感到。
271,Ugxhc0zsnq84uBN65hl4AaABAg.9ogX6fOy6ot9qvoaT9-YZi,0,beyond the imagination of people! you love you and grandma are very exciting! so attractive! it really feels so good!,超出人们的想像空间！柒爱的妳和奶奶活的很精彩！好有吸引力！很真实感觉真好喔！
410,Ugy4mW_GwaANLqLguoF4AaABAg,0,"i see the arts in her video. she has the talent, tbh, more than any rivals of hers. it just feels very different/unique among those videos.",我在她的视频中看到了艺术。她的才华比她的任何竞争对手都多。在这些视频中，感觉非常不同/独特。
432,UgzQdPMjxQqnVhzSztp4AaABAg,0,i feel bad for the dogs they look in really bad condition,我为他们看上去真的很糟糕的狗感到难过
656,Ugx9urZOE5WWIaOJVVB4AaABAg.9kjtY1MOJlQ9koKnjlSv1v,0,someone with a brain problemi advise you to euthanize quicklydon't pollute the earth's air here. i feel sick looking at you,有大脑问题的人建议您在这里迅速污染地球的空气。我看着你感到恶心
716,Ugx94R4mj-01PgHt_b54AaABAg,0,across the screen i can feel the smell of the dishes!,在屏幕上，我可以感觉到菜肴的气味！
2094,Ugw-Ue50cmSabJQfLqt4AaABAg,0,"do not from the sky. renewal (life of life, memory, time), objectized thinking (mirror opposite, ability to oppose, confrontation of mind, messenger and non -me), self -consciousness, is a trap. (no matter who sets the trap. no matter it is related to the second law of thermodynamics.) it is a robbery.
the diversity of life is complicated, so that ""the mirror is unchanged, and the phase variant is unchanged. so as a rosary."" i, i, i, ... "". is it inevitable? is it considered a progress or evolution, and there is no need for discussion. (even science is fans. fans from all walks of life can't offend)
with me, i lost my own (so -called me, my self -definition: i have it, there is no need to read me.)
freedom often, no need to find.
riding a donkey to find a donkey, looking for his head, anxiety, nervousness, and pain (to crazy). this should be a common sense and cannot be avoided. even if you do n’t go to the school to receive instilling (the ancient and modern chinese and foreign instills are paste, big witch and small witch, fifty steps and hundred steps, the same), and being named by the parents at the “niang gow”. essence
this may be the price that the so -called civilized progress (or the so -called prosperity development) must be paid.
the concept noun, according to ""a brief history of humanity"", is a powerful weapon for the wins of the homo sapiens.
it now appears that this is a double -edged sword.
human beings are about to (or have already) so crazy to destroy this world (this prison, this corner field, the fighter field)
anyway, each ownership (there are all kinds of promises. including nothingness, or even absurdity, each have their own fans.)
go to see marx, go to see the ancestors .......
the so -called conflict of civilization is not just the dispute between the conceptual dispute, the mixed geographical skin color and even the habit of dispute, etc.
there are unified thoughts, standardization, simplification, part -time, systematic, modern, and global blessings. these war machines cannot stop.
this may be a disaster that will usher in the evolution of life.
i got a hint from a great place many years ago. unexpectedly, it is so obvious now. (at least for me, it is obvious)
the effort to try to try with the mud has long failed, but now it has been verified that this is basically a car.
let's practice it. only practice.
xin zhai did not, the cliffs were scattered, and he fell into the darkness at all, admitting ignorance. (from a song from pu shu)
or can get new life. heaven and man are one, and the tao is not out of the foreigner. it is often sufficient. as a result, calmly, facing the ending of life and even the universe.
(but pay attention: unequal mind and easy to enter the magic.)

renewal: continuity. it was mainly inspired by the story of the knowledge of knowledge (good and evil differences) by the temptation of the snake.
some people say that adam's original sin originated from eve's lying. in fact, there is no snake, it is eve to seduce adam himself.
i wrote a short article to refute this absurd interpretation. (yi zhongtian believes that this snake is related to reproductive worship. it is more than this more than this.)
see ""adam's original sin (eve did not lie)"" 6park.com
""diamond sutra"": ""no one, no one, no one, no beings, no life.""
generally explained as equal treatment. not bad. but what is the ""life""?
some people say that it is a fake word of ""suffering"", and those who have no sufferings depends on the appearance of through the body. it is also easy to say, but it is not coherent with the context.
i think: the so -called life, regardless of longevity and shortevity, and those who have a life span. (not only beings, not life, but also life.)
the actual feiya is not moving, fang sheng fang died, fang dead fangsheng (zhuangzi) has a life span, which is the illusion or illusion that memory brings us (like visual retention) 6park.com
regarding memory phase and time, please see ""congenital first reason (background and source)"" 6park.com
regarding the trap of objectization thinking and self -consciousness, please see ""objective thinking (self -conscious trap)"" 6park.com
mirror opposite is a metaphor, which is more important. it can be said: everyone (even all perception sentient beings) is a bright mirror that is the same.
(the dimension is pushed. we are a two -dimensional plane in front of us. it is not three -dimensional. three -dimensional logic from our straight logic. what we see is illusion. we can't see the actual space. it's bent.)
including the body, it is just a mirror image.
where did this sensory mirror come from? no one knows.
at least i don't know, i can only guess. at present, my recommended conjecture is: energy conservation, energy first.
if you have energy, you must light up your consciousness, and even the so -called non -organism. it is definitely not self -conscious, or even if it is, it is extremely vague and extremely unstable. 6park.com
the metaphor of a rosary, like snakes, seduces selfish self -cultivation.
on one occasion, a netizen asked me: why did he feel that he had many previous lives and died in the same nanjing massacre.
i made an analogy. zhuangzi: fang sheng is dead, fang dead. for example, the mahjong card stacked together.
the difference is just stacked neatly. there is still the next life, and it still has to be empty and it is not worth pursuing. 6park.com
regarding the second law of thermodynamics, due to the lack of professional knowledge, it cannot be accurately judged. at present, it is considered that: uniform distribution is an orderly. the complexity and diverse life (each gene is different, including twins, including clones, there are somewhat places to copy wrong homework, and there is no mutation or evolution), which is disorderly.
therefore, there is no contradiction between the laws of thermodynamics and the evolution of species. it cannot be misleading because someone wrote this book or made a prophecy, thinking that the world should live like this, and it is better to destroy it. see the contradiction between the second law of thermodynamics and evolution? ""6park.com
if we face a disaster, we do not from heaven, the crazy from our own, and the cause is the self -loss that must be caused after self -awareness.
找不到真正的自己，必然要攀援（执着于镜中像，例如身体或金钱，笔杆子，刀把子，等等等等）或妄想（执着于对于镜的猜想，各种名词之争，以至于the so -called civilization conflict, at the expense of destroying this world, must also maintain your beliefs)
this may not be avoided. 6park.com
collective, it is mainly bad in the modernization of standardization industrialization.
the so -called civilization, the so -called cultural circle, has become a war machine that has become unified.
(western advocating personality is an illusion. actually, the family cannot standardize it into a screw, which is not conducive to industrialization. see ""another brick on the wall"")
this simple and orderly repeatting is a reactionaries that violate the heavens, not a variety of complicated life.
energy is conservative, life will not be cut off, and the big deal will change the form. the standardization of the systemic and the cold war machine will inevitably be destroyed.
i kept at the nuclear winter.
(genghis khan's war machine is also very ""modern"".
establish officers such as functions and so on. and the whole people can be equipped with a quota, without any troubles such as three crickets.
is the winner more advanced? ) 6park.com
(there is no determination to go to the end of the hundreds of millions of people, and there is no spirit of swallowing the ten directions in the lone peak, and talk about the real awakening.
even if it is a praying arm blocking the car, the wind is not shining anyway, try it again. .

personally, you can practice xinzhai's inaction and let the cliffs let it go.
dharma: foreign interest (let go of my persistence, like persistence), there is no breath in the heart (letting go of the law, the mirror persistence)
this is the mind, not in the external behavior, meditation or standing piles, running or sleeping, let alone practice unnecessary asceticism.
altar scriptures: there is no need for righteousness and evil. long extension lying on his feet.
one foot evil, that is, obsessed with foreign ministers, one foot is positive, that is, imagine the infinite perceptual body (it is too easy to enter the magic, because there is no difference between good and evil)
don't do the so -called good things, let alone do bad things (not chinese culture too much sauce cylinder, some people are dull by themselves)
the method of inaction is the principle of leverage, the alternative use of cathode and yang (see ""alternative application of leverage principles"")
be careful of all the so -called proofs, especially the sudden sensitivity, such as suffering from a sense of purity, sober, clear and clean ...
there is no need to do thousands of miles in life experience. this does not become a test, mainly depending on the inner and unequal (see ""equal equality and entering the magic"")","劫不从天外来。相续相（寿者相，记忆相，时间相）、对象化思维（镜像对立、能所对立、心物对立、我与非我的对立）、自我意识，是个陷阱。（无论是谁设的陷阱。无论与热力学第二定律有没有关系。）更是一个劫。
生命之多样复杂，以至于敏感到“像变镜不变，相变体不变。从而串起一条念珠。“我，我，我,.......”. 是不是演化的必然，算不算进步或进化，也没有讨论的必要。（连科学也是有粉丝的。各路粉丝都得罪不起）
有了个我，反而失去了本我（所谓本我，我的自我定义：本就有的，没必要念的我。）
自在常在，无须寻找。
骑驴找驴，迷头觅头，焦虑紧张烦恼痛苦（以至于疯狂），这应该是人之常情，也无法避免。即便不去学校接受灌输（古今中外灌输的都是浆糊，大巫小巫，五十步与百步，一样的），被父母指着“娘生褂”起个名字，就已经是迷失的开始了。
这也许是所谓文明进步（或所谓繁荣发展）必须付出的代价。
概念名词，据《人类简史》，是智人胜出的有力武器。
现在看来，这是柄双刃剑。
人类快要（或已经）疯到要不惜毁去这个世界（这个监狱，这个角斗场、斗兽场）
反正各有各的归属（各有各的应许之地。包括虚无，甚至荒诞，也各有各的粉丝。）
去见马克思，去见祖宗.......
所谓文明的冲突，不止于理念之争宗教之争，混杂了地域肤色甚至习惯之争等等等等
有统一思想、标准化、简单化、零件化、系统化、现代化、全球化的加持，这些战争机器是停不下来的。
这或许是生命演化出自我意识后，就必将迎来的一劫。
我很多年以前就从某位大能处得到暗示。没想到如今已如此明显。（至少对我来说已经很明显了）
试图和稀泥的努力早就失败，如今不过再次验证这基本上是螳臂当车。
还是实修吧。也只有实修了。
心斋无为，悬崖撒手，不惜坠入黑暗，承认无知。(出自朴树的一首歌）
或能获得新生。天人本一，道不外人，常在具足。从而自在从容，潇洒面对人生乃至宇宙的ending。
（但是要注意：心不平等易入魔。)

相续相：连续感。主要受夏娃被蛇诱惑吃了知识果（善恶分别果）的故事的启发。
有人说亚当的原罪源于夏娃的撒谎。其实没有蛇，是夏娃自己要诱惑亚当。
我曾写了篇短文反驳这种荒唐的解读。（易中天认为这蛇与生殖崇拜有关。也比这强了不止一点。）
参见《亚当的原罪（夏娃没有撒谎）》 6park.com
《金刚经》：“无我相，无人相，无众生相，无寿者相。”
一般解释为要平等对待。大抵不差。但何谓“寿者”？
有人说是“受”的通假字，无受者，就是说要看穿身体这个表相。也说得通，但与上下文不太连贯。
我认为：所谓寿者，不分长寿短寿，有寿命可计的都是寿者。（不仅是众生，非生命，也是寿者。）
而实际飞矢不动，方生方死，方死方生（庄子），有寿命可算，是记忆带给我们的错觉或幻象（好比视觉暂留） 6park.com
关于记忆相与时间相，请看《先天第一因（背景与源头）》 6park.com
关于对象化思维与自我意识陷阱，请看《对象化思维（自我意识陷阱）》 6park.com
镜像对立，是个比喻，比较重要。可以这么说：人人（乃至所有的知觉众生）都是一面同样圆满的明镜。
（维度是推想出来的。我们眼前是个二维的平面。不是立体的。三维来自我们笔直的逻辑。我们看到的是幻象。实际的空间我们看不到的。按物理学来说不是平直的是弯曲的。）
包括身体，都只是镜中像。
这个知觉镜到底从哪里来的，没人知道。
至少我不知道，只能猜。目前我比较推荐的猜想是：能量守恒，能量第一性。
有能量必然点亮知觉，连所谓的非生物也是一样。只是肯定没有自我意识，或即便有，也是极其模糊极其不稳定的。 6park.com
一串念珠这个比喻，和蛇一样，都是引诱人自私自利修来世的。
有一次，某位网友问我：为什么他觉得自己有很多前世，都是死于同一场南京大屠杀的。
我打了个比方。庄子：方生方死，方死方生。好比叠在一起的麻将牌。
区别只是叠得整齐不整齐。来世下面还有来世，还是要清空了重来，不值得追求。 6park.com
关于热力学第二定律，由于缺乏专业知识，无法准确判断。目前倾向于认为：均匀分布是一种有序。生命的复杂多样，（每个基因都不同，包括双胞胎，包括克隆，都多少有抄错作业的地方，没有变异就没有演化或进化），是一种无序。
因而，热力学定律与物种演化论并无矛盾。不能因为有人写了本书或做了个预言，就被误导，认为世人活该如此，毁灭了更好。参见《热力学第二定律与进化论矛盾吗？》 6park.com
如果我们面临一劫，不从天外来，来自我们自己的疯狂，究其因，就是自我意识产生后必然造成的自我迷失。
找不到真正的自己，必然要攀援（执着于镜中像，例如身体或金钱，笔杆子，刀把子，等等等等）或妄想（执着于对于镜的猜想，各种名词之争，以至于所谓文明的冲突，不惜毁了这个世界，也要维护自己的信念）
这未必不能避免。 6park.com
从集体来说，主要坏在标准化工业化现代化全球化，
所谓的文明，所谓的文化圈，已经各自成为统一了思想的战争机器。
（西方崇尚个性是个幻象，实际是家庭无法规范成一个个螺丝钉，不利于工业化。参见《墙上的另一块砖》）
这种简单有序的重复灌输才是违反天道的反动派，不是多样复杂的生命体。
能量守恒，生命不会断绝，大不了换个形态，标准化零件化体系化的热战或冷战机器必然覆灭。
自己不停就止于核冬天。
（成吉思汗的战争机器也很“现代化”，百夫长千夫长万夫长的连排制度，从各部落独立出人质建立近卫军，
以职能设立军官等等等等。而且全民皆兵，可以配给配额，没有三饷从哪里来之类的烦恼。
胜利者一定比较先进吗？） 6park.com
（没有虽亿万人吾往矣的决心，没有独居孤峰顶一口吞尽十方的气魄，奢谈真正的觉醒。
哪怕是螳臂挡车，反正风吹不动光，再试试吧。）

从个人来说，可以修习心斋无为，悬崖撒手。
达摩：外息诸缘（放开我执，像执），内心无喘（放下法执，镜执）
这是心法，不在于外在的行为，打坐还是站桩，跑步还是睡觉，更不要去修什么无谓的苦行。
坛经：正邪俱不用。长伸两脚卧。
一脚邪，即迷恋外相，一脚正，即想象无限大的觉性本体（过分了容易发狂入魔，因为本无大小善恶之分）
所谓好事都不要做，更不要说做坏事了（不是中国文化太酱缸，是有的人自己愚钝）
无为心法，是杠杆原理，阴极而阳的另类使用（参见《杠杆原理的另类应用》）
要小心一切所谓的证明，特别是突然过于敏感，例如突获清净感、清醒清晰干净......
人生历练不一定要行万里路。本不成为考验，主要看内心平等不平等（参见《心不平等易入魔》）"
720,UgyeWIfaxzROa9XP_K54AaABAg,0,"the small animals in the video are very cute. however, the dogs in the countryside are not pet dogs, and they must be eaten. bai zuo feels that all animals will be able to support all the animals.
basically, there are only puppies, lambs, and videos for many years. none of these animals have grown up. one day, extreme vegetarians and animal protection organizations will be a demon.","视频里的小动物挺可爱的，不过，农村里的狗不是宠物狗，肯定要吃掉的，白左才觉得要让所有的动物颐养天年。
基本上只有小狗，小羊，视频做了很多年了，这些动物都没有长大，总有一天，极端素食者和动保组织会来做妖的。"
845,UgxX4_6rutBoJZvzMRZ4AaABAg,0,"liziqi when will you return to the video again? frequency with video content of liziqi, seeing other content, what it feels like that ... it's more than 1 year of waiting",Liziqi您什么时候再次返回视频？ liziqi的视频内容，看到其他内容，感觉如何...等待超过1年
1248,UgwICGpXwyWFNl7YWIl4AaABAg,0,the feeling is too peaceful,感觉太宁静了
1459,Ugyiq7QPK-rATk03JD14AaABAg,0,does anyone feel like yua mikami,有人觉得像Yua Mikami吗
1642,UgxR352WR-qB6CpueZ14AaABAg,0,dear lili i love ypur way of cooking and your life its so relaxing i have many trouble on my life my dad passed away and my houses burned and my 2 cat died in ghe fire and after4 months the daughter's of my brother and their divorced mom fping bad mgic for my breast and i loose one breast and when i watching your video i forget all my troubles and i feel relaxing thank uou,亲爱的莉莉，我爱ypur的烹饪方式，你的生活如此放松，我的生活有很多麻烦，我父亲去世了，我的房子燃烧了，我的2只猫死于Ghe Fire，四个月后，我的兄弟的女儿和离婚的妈妈Fping我的乳房不好，我放松了一个乳房，当我观看您的视频时，我忘记了所有的麻烦，我感到很放松，谢谢
1956,Ugx7Yo18mRU9LRUXQ4R4AaABAg,0,i feel good to see grandma and xiaoyi get along,看到奶奶和小柒的相处感觉很好
2000,Ugziw_uXcH28xWoU2vh4AaABAg,0,"it feels like mk is listening to a healing song. the voice of the dp is very special, gentle emotion. watch the video, it's good for ntn r, jealous vs qiac qaa to listen to live or urgent lunn",感觉MK正在听一首康复歌曲。 DP的声音非常特殊，温柔。观看视频，这对NTN R是有好处的，嫉妒与Qiac Qaa听现场或紧急的Lunn
5607,UgyHSOTj8KIeoAFUARN4AaABAg,0,those dogs look so hungry . and very undernourished. they never seem to get enough food . it looks to sad to watch. i'm feeling very sorry for the animals. especially those little dogs.,那些狗看起来很饿。而且营养不良。他们似乎从来没有得到足够的食物。看起来很难过。我为动物感到非常抱歉。特别是那些小狗。
5915,UgyToQqI0nF59l2rh9J4AaABAg,0,give such a good feeling,给人一种很好的感觉
6011,UgzEqCYo4MWItFFqut54AaABAg.9N8rZzM3Gvy9PZSqw2-a4l,0,i feel the some way !,我有某种方式！
10970,UgyEetHjFhu9BBHHTop4AaABAg,0,"li ziyi, regret it. you have no beauty at all now, i have to move fast every time. go back and see your video of 18 or 19 years, don't you feel ashamed. if we need to watch long videos, we will watch the documentary. this is your advice to you.",李子柒，你改悔吧。你现在那些长视频完全没有美感了，我每次都要快进。回去看看你18、19年的视频，你不感到羞愧吗。如果我们需要看长视频，我们会去看纪录片。这是对你的忠告。
9875,Ugyu_8bqEwGIsrmicg54AaABAg,0,i feel so worthless watching this haha,我觉得看这个哈哈很毫无价值
10168,Ugy0X3NiYjoh3Aq-dBB4AaABAg,0,i feel so peaceful watching u,我感到很宁静看着你
10216,UgxFyybmA7zSf8wsOkN4AaABAg,0,"after reading it, i feel a lot calm in my heart",看完感觉心里平静许多
10432,UgxQWqfaZTt0pMTLNTF4AaABAg,0,she makes me feel lazy.,她让我感到懒惰。
10528,Ugx8pBjnjkiYI0GiGJN4AaABAg,0,"every time i was tired or sad, i saw this girl to feel more relieved",每当我疲倦或悲伤时，我都会看到这个女孩感到更加放心
10632,UgxvYpjirvsYY0sBPUt4AaABAg,0,"i don't know why, but it feels fake. great video, warm and beautiful but something about it doesn't feel right",我不知道为什么，但是感觉很伪造。精彩的视频，温暖而美丽，但关于它的感觉不正确
10920,UgyIIcTakTbPrFu1ARd4AaABAg,0,"i don't want to know what she admires the five -body investment. i just want to know if she has it? it feels like this is a panacea, right?",佩服的五体投地 我不想知道她都会什么 我只想知道 她有不会的么？ 感觉这才是万能吧
11005,UgzvbV1fOgXbdn9zzrR4AaABAg,0,i feel my water mouthed to see the foods,我觉得我的水嘴巴去看食物
6069,UgxXqdM2V83R_MDtFz14AaABAg.9MyL9NAM7QC9Omty8G5nvf,0,"yeah! chinese festivals feel similar to christmas, lots of family gatherings, warm and cozy...and this is new years which is close in time",是的！中国的节日感觉与圣诞节相似，许多家庭聚会，温暖而舒适...这是新的岁月
11439,UgyX86eOnC15WagOf9h4AaABAg,0,your video made me feel so good๐๐ป,你的视频让我感觉很好
11690,UgxMyFohOuxhbfSynHt4AaABAg.9EEk4GtuU8B9EOeMn87_7X,0,plant herbs in pots and make homemade food. you'll feel the same accomplishment she feels (just a lil bit smaller),将草药种在花盆里，制作自制食物。您会感觉到她的成就（小一点小）
11915,Ugwd1GYd1gEZwyqxAxl4AaABAg,0,this is one of the happy feel in our life... such a inspiring the one,这是我们生活中幸福的感觉之一……这是一个鼓舞人心的感觉
11922,Ugyku4_zAoiQGpanYRt4AaABAg,0,amazing today 21 september 2020.. i just watched this videos..make me greadful..feel peace and..power life.. gretings from cruise ship carribean sea.,今天的2020年9月21日。
12007,UgwfJ1JcsgLhNZ056j54AaABAg,0,i'm feeling bad for the dogs,我对狗感到难过
12369,UgzDnvSyhtT778JLpaV4AaABAg,0,"sept 2020, feeling hungry...see all the foodsssszz...appreciate all the process...tq liziqi coz at the same time u teach people how to be kind & thankfull for the food",2020年9月，感到饥饿...请参阅所有食品...欣赏所有过程... TQ Liziqi Coz同时您教人们如何善良，并感谢食物
12378,Ugwdo0u70pCJMK2MA8B4AaABAg,0,feel sorry for the aninsls they are starving,为他们挨饿的aninsl感到难过
9747,UgzvdmpNL5Oi2RN8BGx4AaABAg,0,whoa. such a traditional making popcorn. i feel privilege to watch that,哇。这样的传统制作爆米花。我很荣幸看那个
9739,UgyocxsR202i9r_0kvJ4AaABAg.9GukARbN8zo9IlzJPHp0Or,0,"because it is. 
i`ve been on some farms and it was always great.
of course it was nothing compared to this video but still.
beeing outside and taking care of animals and the fruits and vegetables planted there feels so much better than sitting around all day staring into some screen.
it feels amazing beeing outside in general.","因为它是。
我去过一些农场，总是很棒。
当然，与此视频相比，这是什么都没有的。
在外面养蜂，照顾动物，在那里种植的水果和蔬菜比整天盯着某个屏幕要好得多。
一般来说，在外面的蜜蜂感觉很棒。"
9734,UgyocxsR202i9r_0kvJ4AaABAg.9GukARbN8zo9I7TedzZZ8_,0,man as a food channel myself. i feel ashamed putting my videos next to her,我自己是一个食物频道。我as愧地把视频放在她旁边
9587,Ugxv1BeTXRzUC-ej7oh4AaABAg.9H4PahxTxp29HHC8YuiTp6,0,"@gorillaknuckles3976 that must feel very different to believe in life that way, because i have believed in god my whole life. i have sinned many times as well. and asked for forgiveness, and he forgave me.
-
but, in my opinion, it is better to believe in god, than to believe in nothing.
-
do you truly believe life is purposeless?
-
because, this universe was made by god. and god loves you. 
-
bless you my friend. i pray that god blesses you with all good things that you desire.
-
so that you may see that god is love, and that god is good.
-
salem.
-
amen.
-
","@gorillaknuckles3976这样相信生活，因为我一生都相信上帝。我也犯了很多次。并要求宽恕，他原谅了我。
- 
但是，我认为，相信上帝，比一无所知要好。
- 
您真的相信生活是毫无目的的吗？
- 
因为，这个宇宙是由上帝创造的。上帝爱你。
- 
祝福你我的朋友。我祈祷上帝用您想要的所有美好事物祝福您。
- 
这样您就可以看到上帝是爱，而上帝是善良的。
- 
塞勒姆。
- 
阿们。
- 
"
6310,UgzeKefHBlsDTSHX1E94AaABAg,0,i want to incise it feels like pling enk ... greetings from the people of east java surabaya,我想切开，感觉就像是粘着恩克...东爪哇萨拉巴亚人民的问候
6477,Ugz8ZEoOpUqoTGN5gWF4AaABAg,0,"wow. it's just nice to watch. i feel that life is abundant, simple and peaceful",哇。很高兴观看。我觉得生活丰富，简单且和平
6580,UgzzFJgYHpDpAyMNimd4AaABAg,0,see feel peaceful and happy :),看到和平与快乐:)
6588,Ugw9HkfyES_Jp_zh-Tx4AaABAg,0,it feels like a vacation to china to meet him,遇见他的感觉就像是一个度假
6834,Ugzm-ssN4CbQyyY369F4AaABAg,0,"you are russians and feel in chinese
","你是俄罗斯人并且用中文写的感觉 
"
7142,UgyyTw7IvUExUyfUdml4AaABAg,0,"this person is no ... no, go to this person's channel and watch the video 2 weeks ago !!
there is a very stupid video !!
i feel like 좉 !!","这个人不...不，不，去这个人的频道2周前观看视频！！
有一个非常愚蠢的视频！
我觉得像좉!!"
7620,UgzgTqP-mDGd0TFa2fR4AaABAg,0,why i watch your videos. it is very feel and nice dream .good luck,为什么我观看您的视频。这是非常感觉和美好的梦想。运气好
8105,UgxQ099NeSDimpWo1v94AaABAg,0,"throw me with slippers, but i always feel sorry for her dog. such blurry, and she will never treat them.",把拖鞋扔给我，但我总是为她的狗感到难过。如此模糊，她永远不会对待他们。
8149,Ugw3OqdlDF_0NGw-5E94AaABAg,0,"here because of the tiktok content, when you see the youtube, i feel like watching the movie woii is really good",在这里，由于Tiktok内容，当您看到YouTube时，我觉得看电影真的很好
8181,UgwUM4LANVtVKkKnZUJ4AaABAg,0,i barely make a cake and i feel tired,我几乎没有做蛋糕，我感到很累
