,cid,votes,time,含life,含life中文翻译
17216,UgwAoOPE44ZKCBvkM8h4AaABAg,0,3 years ago,lovely young woman who works her tail off and appears to make it look easy.thank you for sharing your beautiful life for this brief video,可爱的年轻女子，她的尾巴努力，似乎使它看起来很容易。谢谢您为这个简短的视频分享美丽的生活
17152,UgxNuJ4xdgUvUJMy-Ml4AaABAg,0,3 years ago,"obviously it is fake video, it is not real life of chinese farmer. it only shows the gains without pains.",显然是假录像带，不是中国农民的现实生活。它只显示出无痛苦的收益。
17129,UgykLoJ3udXM40NXsIx4AaABAg,0,3 years ago (edited),"the food looks so fascinating and enticing i bet the aromas are out of this world. when i see all this i think we were meant to live in this manner, close to nature, not slowly killing ourselves in cities eating crap and out of touch of the true meaning of life.",我敢打赌，食物看起来很迷人和诱人，香气不在这个世界上。当我看到所有这些时，我认为我们本来应该以这种方式生活，接近自然，而不是慢慢地在城市里慢慢杀死自己，而不是与生活的真正含义脱节。
17121,UgwhMzCLmld5RdQ_mo14AaABAg,0,3 years ago,"if this is not called cultural output, then i really don't know what cultural output is. chinese people know that they can be sour.
when you encounter the civilized culture of adults, you can lick it, and you can spoil it.
alas, the foreign adults in the western world did not learn, and the dual standards were quite fast.
is it wrong to highlight the rural farm life of the countryside to the countryside abroad?","如果这都不叫文化输出，那我真的不知道什么叫文化输出了。国人就知道会酸言酸语。
遇到洋大人的文明文化就可劲舔，遇到国人自己的就可劲糟蹋。
艹，跟西方世界的洋大人们别的没学到，双标倒是学的挺快。
向国外彰显我国的乡村惬意的农家生活可有错？"
17053,UgxgFMq1q0DpYAHjisp4AaABAg,0,3 years ago,funny how capitalism has crushed most of this type of lifestyle in america. there is so much beauty in the simplicity of living like this. oh yeah!!...she just happens to be beautiful too.,有趣的是，资本主义如何压制美国大部分这种生活方式。像这样的生活的简单性如此之多。哦，是的！...她也恰好很漂亮。
16982,Ugx6t3gi6yu7gNoR7J54AaABAg,0,3 years ago,"i don’t know what you are shooting. the only subtitles are faster than the rhythm of my life, and it is not easy and leisurely at all.",完全不知道你在拍什么⋯仅有的字幕比我生活的节奏还快，看得一点都不轻松和悠闲
16974,UgzJ_SvtXHIWyD14PIh4AaABAg,0,3 years ago,"why her fans are most of non-chinese? i don't think foreigners knows anything about china: she's one of the 0.3 billion people living in remote area where the young are trying to escape from... if i'm aged, i will leave the big cities, live simple life like her",为什么她的粉丝大多数是非中国人？我认为外国人对中国一无所知：她是居住在年轻人试图逃脱的偏远地区的3亿人之一...如果我年老，我将离开大城市，过着简单的生活她
16966,Ugy_PGX_xU3FUFnIEuZ4AaABAg,0,3 years ago,the life i want,我想要的生活
16469,UgyrGGwB8sgxKpQUFgN4AaABAg,0,3 years ago,"i have my moments of depression, but who the heck dislikes a video like this? what has went wrong in your life that you'd dislike a video that has no hint of malice or anything?????",我有沮丧的时刻，但是谁不喜欢这样的视频？您一生中出了什么问题，您不喜欢一个没有恶意或任何事物的视频？
16435,UgyqcfCBlmdqEgKuLLd4AaABAg,0,3 years ago,"gosh, life like this can only be enjoyed on youtube now",天哪，这样的生活只能在YouTube上享受
15776,Ugx3PQUrcHy_4koMhtB4AaABAg,0,3 years ago,the real life of china has nothing to do with the author's display in the video,中国真正的生活完全与作者的在视频中展示的没有一点关系
15863,Ugwnz54Uuc3AAU1NaqZ4AaABAg,0,3 years ago,nice life surrounded by life growig that feeds you what a beautiful place to live simple and free,良好的生活被生命的生命所包围，它可以为您提供一个美丽的地方，可以简单而自由地生活
16014,Ugy8sm9SfgSG67BOBEp4AaABAg,0,3 years ago,the sweetest life of what i am wonderful,我美好的生活中最甜蜜的生活
15993,Ugxn53PckixC3pIVyCB4AaABAg.930lKCGRtEx933uqBGRaQT,0,3 years ago,lol...most villages people know what can eat and what can't.... don't teach them to live a life that they did for a thousand years,大声笑...大多数村庄人们都知道可以吃什么，什么不能吃。。。
15967,UgwT0kv2v4tkHqecDml4AaABAg,0,3 years ago,she has a producer and team of 12 to make is false picture of the miserable country life the hundreds on millions are fleeing,她有一个制片人和12人组成的团队是虚假的乡村生活的虚假图片，数百万正在逃离
15961,UgxlhoOWH4vqiTxUPtd4AaABAg,0,3 years ago,what’s the name of this slice of life anime?,这片生命动画的名字是什么？
15952,UgwLJoXZ9zAJQHq6hCt4AaABAg.931KZmSJf-n931ykXodYt4,0,3 years ago,eason wong people are just a life. do you have to have a relationship with politics? so ridiculous,Eason·Wong 民众只是过日子而已，难道什么都要跟政治扯关系？真可笑
15936,Ugx0SgUwJuU0yn9ZAU94AaABAg,0,3 years ago,it's a beautiful woman ~ the life power is strong ~,这是一个美丽的女人〜生活力量很强〜
15894,UgzBGDcftLfnMCMhxZN4AaABAg,0,3 years ago,"this is what ancient chinese do. they admire a free and natural life. but 200 years ago, western countries invade china, and force china to turn. still we admire this kind of life, but first we need to be strong enough to protest ourselves.",这就是古代中国人做的。他们欣赏自然自然的生活。但是200年前，西方国家入侵中国，迫使中国转向。我们仍然欣赏这种生活，但首先我们需要足够强大来抗议自己。
15889,UgwaRLGTxzuAuGcQu7h4AaABAg,0,3 years ago,life is good. just like that.,生活很好。就是这样。
15851,Ugy7vQ2vz8Oe5nlEBiV4AaABAg,0,3 years ago,if life in a country side so good life this in china not many people want to move to the city.,如果在一个乡下的生活如此美好的生活，那么在中国，这么多的人不想搬到这座城市。
16048,Ugy7tyYK0VrY1igJFlF4AaABAg,0,3 years ago (edited),"each of her videos is a portrait of simple but heavenly sensational life style. there's no glamorized outfit or makeups, no personal assistant helping with her hair, touching up her face or changing clothes. 
but her true life stories attract soooooo many millions of views and subbies! from different countries! even people don't speak or perhaps don't understood chinese!","她的每个视频都是简单但天堂般的轰动生活方式的肖像。没有迷人的服装或化妆，没有私人助理帮助她的头发，抚摸她的脸或换衣服。
但是她的真实生活故事吸引了数百万的观点和sibbies！来自不同国家！甚至人们不会说话，也许也不了解中国人！"
15848,Ugzv5sDcW1TfW-5oWMF4AaABAg,0,3 years ago,"this is show, or real life?",这是表演还是现实生活？
15832,UgwtfWY8IdJYBRqE_OZ4AaABAg.933ZCpbq-sH935qu-GaAYh,0,3 years ago,"life is already difficult enough, isn't it good to leave everyone in the imagination?",生活已经够艰难的了，留给大家一片想象中的乌托邦不好吗？
15830,Ugz9yIW0_sTfOVZcda54AaABAg.933dWSf5Viy93BT13HQLI-,0,3 years ago,"this is life in its most beautiful form, foraging and providing. we were all meant to live like this. some just get caught up in the facade that is life and can't seem to remember where we come from.",这是其最美丽的形式，觅食和提供的生活。我们都打算这样生活。有些人只是陷入了生活的外墙，似乎不记得我们来自哪里。
15821,UgwtfWY8IdJYBRqE_OZ4AaABAg,0,3 years ago,"excessive emphasis on the beauty of rural life. compared with the city, the countryside is more backward, it is not convenient, life is boring, and people do not encourage people to live in the countryside for a long time. you will find too much ugliness. at that time, you can tolerate it. the phenomenon that you can't tolerate now",过度强调了乡村生活的美好，比起城市，乡村更多的还是落后， 不便利，生活乏味， 不鼓励人们去乡村长期生活，你会发现太多的丑陋，到那时你就能容忍，城市里那些现在你不能容忍的现象了
15815,UgynV6vilet_LPc84Th4AaABAg,0,3 years ago,how peaceful life like this,这样的和平生活
15790,UgwDRpKcXqjtMDTq3a54AaABAg,0,3 years ago,"spring, summer, autumn and winter in japanese movies. however, the camera technology is very good. sichuan girls are also very good. to tell the truth, the life of the real people can really move the heart of the world. it is the real cultural output",和日本电影 小森林 春夏秋冬差不多。不过，摄像技术非常不错。 四川姑娘也非常不错。 说真话，反应真实老百姓的生活才能真的打动世界的心，是真的文化输出
15787,UgxAScxhOcql4QBUKMB4AaABAg,0,3 years ago,like life like this,像这样的生活
15785,Ugx3PQUrcHy_4koMhtB4AaABAg.934tN57rAe59380-yygVHq,0,3 years ago (edited),"she is not representing china, she is representing another view of life shared by people over the world.",她没有代表中国，她代表着人们在世界各地分享的生活观点。
16047,UgwDdlcBTyPHQ9B4b4F4AaABAg,0,3 years ago (edited),"good thing you have commercials now! keep it up! don't skip adds! when i'm old and retired, may i be blessed with the same simple yet fulfilled life! hao hao!",好东西，您现在有广告！继续努力吧！不要跳过添加！当我老了并退休时，我可以得到同样简单而充实的生活的祝福！ hao hao！
16061,UgwvA1eS7j-xaOYMETx4AaABAg,0,3 years ago,this reminds me of my hometown in the north eastern part of india....the place and the life style is so similar to us....love from n.e india❤❤❤❤,这让我想起了我在印度东北部的家乡。...这个地方和生活方式与我们如此相似。
16409,UgwFHcuX3nqgzOhdjAx4AaABAg,0,3 years ago,hard work pays off. that's living a life of fulfilment. only few can do this though.,付出就有收获。那就是过实践的生活。不过只有很少的能做到这一点。
16245,Ugxk2ae5I0CKH-TorMx4AaABAg,0,3 years ago,life is so jealous. being in a very simple life.,生活是如此嫉妒。生活在非常简单的生活中。
16406,UgzyXj-TRkV5BLGXymt4AaABAg,0,3 years ago,"my heart has been polluted by the earth, and it is not worthy of such pure life.
my mind has been contaminated by urbanity, deserving this innocent life no more.","我的心已经被尘世污染，配不上这等纯净的生活。
My mind has been contaminated by urbanity, deserving this innocent life no more."
16403,Ugzh1lJ1iaoKvh0xrj94AaABAg.92voVh6WAp292wpw_CMgZq,0,3 years ago,"beautiful food and tranquil life are expressed in this video. but you preset the theme -showing the aesthetics and preset tone of ordinary people -the chinese people are suffering. people like you will only get more and more painful, i advise you to let go of his obsession",美好的食物和恬静的生活是这个视频所要表达的。而你却预设主题——表现普通百姓的生活审美、预设基调——中国人民苦大仇深。像你这样的人只会越来越痛苦，我劝你放下执念
16398,UgyGSy-ZI_LeOQvb4RZ4AaABAg.92vpLUY4mQo92zd1-PKFLN,0,3 years ago,can there be such a life in japan (o ^^ o)?,日本的乡村也可以有这样的生活吧(o^^o)？
16341,UgyEvds2pD1zOoeTmzV4AaABAg,0,3 years ago,"her life is simple, but her video are not simple at all, camera angle, lighting, quality of editing, storyline all that take so much hard work to create quality content.",她的生活很简单，但她的视频根本不简单，相机角度，照明，编辑质量，故事情节都花费了很多艰苦的工作来创建优质的内容。
16321,Ugy3_NC5BHdvi--yTEB4AaABAg.92wSGEE7rcY92wZzQ3MaDL,0,3 years ago (edited),"this is absolutely not traditional farmer's life in china, nobody said it is. why not focus on the food, the lifestyle, the sense of aesthetic in it? that's all this video about. if you expect to see poor people and miserable life in china, you are at wrong place.
btw, she gets rich by hardworking as a video content maker. watch more, and you'll see why","没人说，这绝对不是传统农民的生活。为什么不专注于食物，生活方式，美学感？这就是所有有关的视频。如果您期望在中国看到穷人和悲惨的生活，那您就在错误的地方。
顺便说一句，她作为视频内容制造商的努力工作变得富有。观看更多，你会明白为什么"
16312,Ugy3_NC5BHdvi--yTEB4AaABAg,0,3 years ago,"fake chinese farmer life in china, life is hard for chinese farmers！she is a rich woman who plays a farmer in a poor village.",中国假的中国农民生活，中国农民的生活很难。
16306,Ugyfemojqdim35Rl2ax4AaABAg,0,3 years ago,your life is very sweet,你的生活很甜蜜
16270,Ugw5C5BvCVGBpQfDLwV4AaABAg,0,3 years ago,"this is the essence of life that we can't return.
without the essence, it may be necessary to redefine the meaning of the term humanity.","就这是 ，我们逝去不返的生活的本质。
脱离了本质，可能，就需要重新定义人类这个术语的含义了"
16230,UgzAaAML9y3kP2s-h5J4AaABAg,0,3 years ago,"what have i discovered, a crazy new place called hell on earth, really meaning heaven on earth.



this ladie, really knows how to live her life and take care of her grandma, dang bruh, these kids'l kill a bitch rather than taking some god damn, fucking leaves.



this ladie, is just so fucking dope bruh, i'm smacked, i've been smacked all day. ""ay bruh, what more can a man ask for"", you feel me.







but man, rip [juice wrld] - bruh, i wish u were still here, i was tryna hangout wit u, one day cuz ,'




nah, yeah, nd rip [xxxtentacion] - i hope hes doing good up in heaven, . they all died way too young and way before their time. some doing things that could've just been prevented.




but yeah bruh, i'm smacked, and i hope you have a good night.","我发现了什么，这个疯狂的新地方叫做地狱，确实意味着地球上的天堂。



这位女士，真的知道如何过上她的生活，并照顾她的祖母，Dang Bruh，这些孩子杀死了一个bit子，而不是拿起该死的神，他妈的叶子。



这个女士，真是太他妈的涂料了，我被打了，我整天都被打了。 “嗯，一个人还能要求什么”，你感觉到我。







但是，伙计，rip [juice wrld] - 布鲁，我希望你还在这里，我是tryna gotnagout wit u，有一天，因为




不，是的，nd rip [xxxtentacion] - 我希望他在天堂做得好。他们都死了太年轻，而且在他们的时间之前。有些人在做可以预防的事情。




但是，是的，布鲁，我被打了，希望你过夜。"
16070,Ugzz69C5iZdv8-0dh9N4AaABAg,0,3 years ago,not the real life in rural china..,不是中国农村的现实生活。
16175,Ugxh8fxpCEChP0VVQ9h4AaABAg,0,3 years ago (edited),"i wish i could just learn to live, grow, and eat off the land. where she lives seems so peaceful. i can see how that would increase life span and decrease stress.",我希望我可以学会生活，成长和吃掉土地。她居住的地方看起来很宁静。我可以看到这将如何增加寿命并减轻压力。
16171,Ugwo_fy7hd-gaLexAwt4AaABAg,0,3 years ago,beautiful life with nature art. remeber me of shenmu videogame,自然艺术的美丽生活。记住我的shenmu电子游戏
16169,Ugxcoi7DYxFR3fy9iNd4AaABAg,0,3 years ago (edited),i love her ancient chinese life style,我爱她的古代中国生活风格
16161,UgyDb04YxvYqAE64X3F4AaABAg,0,3 years ago,this is the life that i want,这是我想要的生活
16121,UgzMQex9km8Y7tOxJAB4AaABAg,0,3 years ago,overtaking life,超向往的生活
16106,Ugw0Vm8O96zSNKy4dnN4AaABAg.92zsQakActw931yXGCaY61,0,3 years ago,"@user-wi1oi1nu7d speaking of your own life, it is really hard! hahaha",@user-wi1oi1nu7d 说起你自己的身世果然很卖力啊！哈哈哈
16084,UgxEkJGz90LdLNpZCpB4AaABAg,0,3 years ago,you all say her life is cool. but you all cant survive if you dont have eternal patience like hers!,你们都说她的生活很酷。但是，如果您没有像她这样的永恒耐心，那么你们都无法生存！
16079,UgwFZtxECJByxC4Oix14AaABAg,0,3 years ago,"the whole video just reminds me of my grand parents who lives in the mountains. simple life. no drama. btw, they’re both on their 90s but still cultivating land and does farming.",整个视频让我想起了我住在山上的祖父。简单的生活。没有戏剧。顺便说一句，他们都处于90年代，但仍在耕种土地并从事耕种。
17403,UgyV38mLtBqnRlgSbqh4AaABAg,0,3 years ago,"i like the voice of life the most, very comfortable",最喜欢生活的声音，很舒服
17407,UgxypmsOxRH9Gn1cQsx4AaABAg,0,3 years ago,this is an amazing youtube and a amazing life. i can really appreciate this way of living it seems so natural and peaceful.,这是一个了不起的YouTube，也是一个了不起的生活。我真的可以欣赏这种生活方式，看起来如此自然与和平。
17417,UgwV-uzw6206Qx2IoKZ4AaABAg.92kaKG0I8dO92prFA4oTNz,0,3 years ago,"this is a perfect and beautiful life style,many people in china also aspire living like her,especially those people living in big city.",这是一种完美而美丽的生活方式，中国的许多人也渴望像她一样生活，尤其是那些居住在大城市的人。
18345,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_ALUIc9ff,0,3 years ago,valenciabbk how long have you been living in china and talked with chinese in a daily basics a bout everyday life there?,Valenciabbk您在中国生活了多久，并与中国人在日常生活中与中国人交谈？
18451,Ugx8y9urQgd10hph1x14AaABAg.92UdC5_uaE792YzxyCWHwu,0,3 years ago,@smartlife2283 maybe taiwan or else,@smartlife2283也许是台湾，否则
18413,UgzLtsCSFJyOmq977454AaABAg.92Veyh0EPxr92oMtYVYcEJ,0,3 years ago,@seefan6616 you should be this beautiful rural life i was infinitely yearning when i was a kid!,@seefan6616 你应该 这才是我小时候无限向往的美好田园生活!
18411,UgzLtsCSFJyOmq977454AaABAg.92Veyh0EPxr92ftZ714SUl,0,3 years ago,this is the life that i longed for a beautiful pastoral when i was a kid!,这才是我小时候对美好田园无限向往的生活啊！
18410,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92pv9L-XMRL,0,3 years ago,guy core you don't know enough about china. what you just said is the daily life of chinese farmers. almost all farmers live like this.,伙计，您对中国还不够了解。您刚才说的是中国农民的日常生活。几乎所有农民都这样生活。
18409,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92pgDnqZlYA,0,3 years ago,"my point stands. it's a lifestyle that few people can afford because they don't live in an area like that and to do so would require a great expense in purchasing land and tools. if she wasn't raised there and she wanted to live that lifestyle, then she would not have a grandmother to allow her to simply live there.",我的观点是。这种生活方式很少有人能负担得起，因为他们不住在这样的地区，并且需要在购买土地和工具上付出巨大的费用。如果她没有在那里长大，并且想过这种生活方式，那么她就不会有祖母让她简单地住在那里。
18407,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92d4tDgGeO5,0,3 years ago (edited),"it's an arbitrary large number to reflect a lifestyle that the typical viewer cannot afford. she's living in china on a mountain with a river and enough land to grow and harvest all of those ingredients. she has a farm with enough field land to grow rice, prawns, corn, and uses oxen.",这是一个任意的大量数量，可以反映典型观众负担不起的生活方式。她住在中国，山上有一条河流和足够的土地，可以生长和收获所有这些成分。她有一个农场，有足够的田间土地，可以种植大米，虾，玉米和使用牛。
18397,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm92hfKh1C_JY,0,3 years ago,liu jun is a deception. everything is not yours. this is a real life.,刘俊 这是骗人的在中一切都不是你的这是选景选地制片导演等等真正的生活是很辛苦的
18354,Ugyb6e2r4SBvqkBxLc54AaABAg,0,3 years ago,"i was like this when i was a kid, but i do n’t know why, the older i get older, the farther from this life",我小时候也是这样的生活，但是不知道为什么，年龄越大，离这样的生活越远
18338,UgwKEHF7NUL8xPK2qNt4AaABAg,0,3 years ago,you make a false appearance that common people in china can visit youtube easily.that's wrong!! this behavior is illegal in daily life only if the chinese goverment deliberately put you out for a model.shame!,您的外观是错误的，中国普通人可以轻松访问YouTube。这是错误的！这种行为在日常生活中是非法的，只有中国政府故意将您带出模型。
18514,UgzEfsthHeHaJe0ixtd4AaABAg,0,3 years ago,"my family is also in the countryside. when i was young, there was a clear creek not far from home. there were often big fish, small shrimp and small fish, and there were many big belly fish when they went down. remember to step on the field when farming. sometimes i step on fish or loach. in the summer, my family will go out to catch a frog together, but now it is gone. although the clear stream and river water are no longer there, the life in rural areas continues. let's make glutinous rice wine, vegetables, rice, and rice, as if everything is old, as if everything has changed again! intersection intersection",我家也是农村，小的时候离家不远就有一条清澈的小溪，里面还经常有巴掌大的鱼，小虾小鱼，一簸箕下去就有很多大肚子的鱼，还记得农耕的时候踩田，有时还会踩到鱼或者泥鳅，夏天的时候家人还会一起出去抓青蛙，但现在都没有了，虽然清澈的溪水和河水都已不在，但是农村的生活还是继续的，老妈种的番薯，糯米再来做糯米酒，青菜，稻米，好像一切如旧，好像一切又已经变了！！！
18328,Ugx53Zl9ycoHajVKjKN4AaABAg,0,3 years ago,i dont know why chinese hate her. they tell her show poor of china. its not true. i think it is the tradition value of life in asian.,我不知道为什么中国人讨厌她。他们告诉她表演中国穷人。这不是真的。我认为这是亚洲生活的传统价值。
18327,UgwLUCtdr3PGpiAEJt94AaABAg,0,3 years ago,"this kind of life is approved by many people, and it is also the longing for many people. the life of the city is just a slave to money. everyone in today's society is changing money with their own life ...",这种生活得到很多人的赞同，也是很多人的向往，城市的生活只是让人们变成了金钱的奴隶，当今的社会每个人都在用自己生命时间换金钱……
18267,UgwYi_h5vXUb3-4Fj-V4AaABAg,0,3 years ago,first time at her channel. i feel like she’s from the city and moved back home to accompany her grandma. and she might as well start making videos since she has time and can educate people of life in the countryside. no wonder netflix came out with “flavorful origins” this channel proves there’s a market for those types of shows.,第一次在她的频道。我觉得她来自城市，回到家陪伴祖母。而且她不妨开始制作视频，因为她有时间，可以教育乡村生活的人们。难怪Netflix以“美味起源”出现，该频道证明了这些类型的节目有一个市场。
18244,UgzO9RReP89Kg9NVxVF4AaABAg.92Ytme4gJow92bDNuKUn1-,0,3 years ago,"aarya anadeo's true and simple rural life, i long for it. want to go back to nature, instead of chasing in high -rise buildings.",Aarya Anadeo 真实又朴实的田园生活，我很向往。想回到大自然生活，而不是在高楼大厦中追逐。
18208,Ugwx7G_5Xbo04SdaZpl4AaABAg,0,3 years ago,rural food life is luxury,田园美食生活，是奢侈
18202,Ugxu60tajHiRXoTKGPx4AaABAg,0,3 years ago (edited),"this is not chinese life and her real life, kind of drama play actually, people in china have different attitudes towards this channel because these are all ""fake"" drama play. the reality of chinese rural area is poor, out of electricity/fresh water and no health care. no one really does these cooking, she has a team to plan all these for her we hate her videos because it makes people from other countries thought chinese lives in rural are easy, simple and fun. but actually it is totally opposite!",这不是中国的生活和她的现实生活，实际上是戏剧，中国的人们对这个频道有不同的态度，因为这些都是“假”戏剧。中国农村地区的现实很差，出于电力/淡水而没有医疗保健。没有人真正做这些烹饪，她有一个团队来为她计划所有这些，我们讨厌她的视频，因为这使来自其他国家的人们认为中国人在农村生活很容易，简单和有趣。但是实际上是完全相反的！
18196,Ugy9VIsxceAyrpKnnE94AaABAg,0,3 years ago,"that is, the life of china is basically to work all day cooking",也就是说，中国的生活基本上是整日烹饪
18152,UgzWIusXOF-gN8WCCZd4AaABAg,0,3 years ago,envious rural life,令人羡慕的田园生活
18491,Ugw7oTuP58jYV17rQot4AaABAg.92Tgg1Ir9We92antjc3_VZ,0,3 years ago,"this is more hard -working than your mother. your mother is lazy than me? this is the ideal pastoral life, pursuing and longing. real pastoral life requires material richness and no pressure on life. the real rural life is to work all day during the day, tired back pain, and no one has the energy to engage in spiritual construction.",这就比你妈妈还要勤劳了，你妈妈比我还懒？这是理想田园生活，是追求和向往。真实的田园生活需要物质丰富为基础，没有生活压力。真实的农村生活是白天劳作一整天，累的腰酸背痛，任谁也没有精力去搞精神建设
18517,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92Wsxa1mGtP,0,3 years ago,"are you in china? free charging vpns are very big. what are the oil pipes? of course, the purpose of making money for videos is to make money! live in sichuan. just life you see, do you think the life in the video is beautiful? of course, not most people are like that, but you need to look at things too pessimistic. ——plip from chongqing",你是国内的吗？免费的收费的VPN都大把的啊，上个油管算啥啊，拍视频当然赚钱为目的啊！住四川。就你看到的那样的生活，你觉得视频里的生活美好吗？当然不是大部分人都那样但你需要的是看待事物不要过于悲观。——来自重庆的回复
17438,UgwV-LNEpQJAbi0pmAJ4AaABAg,0,3 years ago,"wow! beauty, talent and a dream life. she's amazing.",哇！美丽，才华和梦想的生活。她太赞了。
18642,UgyCCUBm-t98MogyyW14AaABAg,0,3 years ago,"very artistic conception, this kind of life rural life is really great",很有意境，这种生活田园生活真的好棒
18869,Ugz_e0a6--B7BVXqliR4AaABAg,0,3 years ago,"i wanna live this life,,,, close to nature andddd faarrrrr away from the world",我想活下来，接近大自然和ddd faarrrrr远离世界
18861,Ugxk72PRURUf_It2tON4AaABAg,0,3 years ago,"one meal, a scoop drink, a family, a lifetime",一膳食，一瓢饮，一家人，一辈子
18806,Ugx4uxOsPd9rTurBegN4AaABAg.92HVX96fK-992RCuL8zCxT,0,3 years ago,roy yang foreigner can learn its shape but the taste of taste and the perception of life.,Roy Yang 老外能学其形但其中品味的意和对生活的感悟学不来 毕竟历史没咱久
18804,Ugx8kD8pyy6qsOq0-SZ4AaABAg,0,3 years ago,01.37 i'm still literate to watch this. how beautiful the grandmother's life is .... is he the grandchild? it would be wonderful when i lived quietly in the village with a blessing of a child or grandchild like this woman,01.37我仍在识字观看。祖母的生活有多美丽。...他是孙子吗？当我以像这个女人这样的孩子或孙子的祝福悄悄地住在村庄时，这将是很棒的。
18796,Ugyr0ZHB1XTN7FeekRF4AaABAg,0,3 years ago,life like this is a dream...god gave everything to survive easily but we make everything so difficult..such a peaceful life..so refreshing.,像这样的生活是一个梦想...上帝付出了一切容易生存，但我们使一切变得如此困难。
18794,UgyKbJU1WpwAypOon214AaABAg,0,3 years ago,this is paradise on earth. if i were allowed to live there i would work hard and never complain just so i could listen to gramma tell her wonderful stories of her life,这是地球上的天堂。如果我被允许住在那里，我会努力工作，永远不要抱怨，这样我就可以听格拉玛讲述她一生的精彩故事
18758,UgwFXg918MJYJrAHva94AaABAg,0,3 years ago,"ziyi, i think it is better to clean up the firewood in front of the house, especially the firewood in front of the house, especially in the stove room! it is not necessary to swing, but that the life in rural areas also needs a little bit, so that it is better to match you! hope you can see! intersection intersection",子柒，我觉得把家里房前屋后尤其是灶房的柴火啥的稍微收拾整齐一点更好一些！倒不是摆拍需要，而是农村的生活本来也需要一点点井然有，这样更配你的素然！希望你能看到！！！
18702,UgwIaGhldVCO9nGGZ3V4AaABAg,0,3 years ago,"as chinese, i have to live like them. but i would like to tell you that the real pastoral life has not shown much film in the film that idylle is not depressed in the film. there are many difficulties in the long -term, the long -term, which is brought into interference in the idol work of the inability to have adverse effects such as hump and lumbar effectiveness.",作为中国人，我必须像他们一样生活。但是我想告诉你，在电影中，真正的田园生活并没有在电影中显示太多电影中没有沮丧。从长远来看，长期存在许多困难，这会受到对无法产生诸如驼峰和腰部效力等不利影响的偶像工作的干扰。
18628,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92ipmqOidIo,0,3 years ago,"@alexandernorrie said that if you can't use vpn, the criminal is really laughing. lao tzu suspects that you are only 16. lao tzu tells you that i will work in a state -owned military industry enterprise. when she is an official, her mother uses vpn to work. you can tell me that it is a criminal based on law. you fucking is afraid that he has never even been to the network? the chinese communist party has given me a moisturizing life now. i am too grateful to be too late. only the abandoned waste and the dead mother will hate the chinese communist party so much. you are one of them.",@alexandernorrie 还说什么不能用VPN用了就是罪犯真是笑死老子了，老子怀疑你年龄不过16。老子告诉你，我就在国营军工企业上班，当官的都她妈用VPN办公你搁这跟我说依据法律就是罪犯，你他妈怕是连网吧都没去过吧？中共给了我现在中产滋润的生活我感激还来不及，也就只有被生活抛弃的废物和死妈轮子会这么恨中共，你也就是他们的一员
18519,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92X-LBmsSXQ,0,3 years ago,watermelon-eater qin life is yourself. ok. ask yourself yourself,Watermelon-Eater Qin 生活是你自己。好不好。你自己问你自己
18563,Ugw75kbLdFYXwpgR9w54AaABAg.92SWJpDeBsS92aW5gMcfNY,0,3 years ago,"yes. essence essence most people can't stand the single life of rural areas! from time to time to live for a week, it is okay ~~~",是的。。。绝大多数人都受不了农村的单一生活！时不时的去住个一个星期还可以~~~
18562,Ugw75kbLdFYXwpgR9w54AaABAg.92SWJpDeBsS92W6WQwSedW,0,3 years ago,"if you are a rural household registration and rich, life can be so good

but if you transform your own rural home yourself, as long as your family has a constant population, the house will always be your home. if you are not used to it, you can go to the city to buy a new house.
this is why many places in the countryside want a boy, so that you can permanently inherit the real estate and land, and
in general, as long as you have money, you can spend very comfortable in the city or it, and it will be worse in comparison that there is no money in the city ...","如果你是一个农村的户口 并且有钱,生活就是可以那么好

但是如果你自己改造自己农村的家,只要你家人口不断,房子永远是你家的,你如果住不惯可以随时去城市购买一栋新房子 只要你有钱
这也是为什么农村很多地方都想要有个男娃, 这样可以永久继承房产,和土地,
总的来说 你只要有钱 无论在城市 或者 都可以过得很舒服,相比之下 在城市里没钱 会更惨..."
18555,UgxScn8iSxTuE8w2jvR4AaABAg,0,3 years ago,"my dad used to live in the same rural area in sichuan china, and he told me many ways to cook like several staffs in this video, and i am able to make sour beans and sour bamboo root myself, learned from my dad. there are still many chinese ppl living in that way, instead of nice, peace, organic, deliciousness shown in this video, that's really hard working and way too difficult in real life.",我父亲曾经住在中国四川的同一个农村地区，他告诉我多种方式像这段视频中的几个员工一样做饭，我能够自己制作酸豆和酸竹根，从我父亲那里学到。这种视频中仍然有许多中国人的生活，而不是善良，和平，有机，美味，这在现实生活中确实很难工作，而且非常困难。
18549,Ugw4Ezjh6tBaYoDqvhB4AaABAg,0,3 years ago,to have a life like her is a blessing.,像她这样的生活是一种祝福。
