,cid,votes,含life,含life中文翻译
21511,Ugx6qUyOuPZ1YuyXfop4AaABAg,0,"you are very persistent+patience, you can do everything well, and your life is very real.",你做事很有恒心+耐心，能把每样都做得很精装，你的生活过得很实在
21414,UgyGRoLvmeMg03Bnm3V4AaABAg,0,"in fact, to be honest, all the things in all videos of li ziyi are really difficult to be very difficult. if you abandon all the lives to focus on this kind of life, you can do all 70 % or 80 %.
there are very few people with this courage","其实说实话 李子柒所有视频里的东西真的都不是很困难 如果你抛弃一切回乡专注于这种生活去学习去做不说全部七八成也可以做出来 问题是这种机遇非常少
有这种勇气的人也非常少罢了"
21412,Ugx-KnYYPoQ1XL7PNlJ4AaABAg,0,"your videos, the production, your spirit, your lifestyle, the way you love your elders and animals, and the way you respect the earth, it gives me great peace, serenity, and i feel nothing but love from watching your videos. thank you for sharing, my friend! sending great love from dallas, texas, usa. ๐’",您的视频，制作，精神，生活方式，您爱长者和动物的方式以及您尊重地球的方式，它给了我极大的和平，宁静，我除了观看视频而没有爱。谢谢您的分享，我的朋友！从美国德克萨斯州达拉斯发出伟大的爱。
21403,UgzUsPnm8fD4ShgQ4cN4AaABAg,0,"at the end of your life, you will never regret not having passed one more test, not winning one more verdict or not closing one more deal. you will regret time not spent with a husband, a friend, a child, or a parent. โ€ โ€• barbara bush",在您的生命结束时，您将永远不会后悔没有再通过一项测试，没有再赢得一项判决或不结束一笔交易。您会后悔没有与丈夫，朋友，孩子或父母在一起的时间。 ” - 芭芭拉·布什
21862,UgzCFSIWdbjDsI-SF7B4AaABAg,0,ร€ simple life that what ร  went but the reality is different,à简单的生活，但是现实是不同的
21319,Ugxsh-NZQ539cnrPE7t4AaABAg,0,"i love your videos very much, you return to nature and simple and happy life, i learned a lot of you, madam, thank you very much, please communicate",我非常喜欢你的视频，你回到大自然和简单快乐的生活，我学到了很多你，女士，非常感谢，请交流
21315,Ugw8is6bYRxVvpte8Z94AaABAg,0,so that's the happy life in the chinese countryside ? why are both parents leaving children and farm for a year and work far in the cities ?,那就是中国乡村的幸福生活吗？为什么父母都离开孩子和农场一年，在城市工作很远？
21307,UgxW2SDl80SIQu0muAN4AaABAg,0,i won't ever marry unless it's a woman who is capable of this life ๐คท๐พโ€โ๏ธ,我永远不会结婚，除非是一个有能力终身的女人
21281,Ugwtdi8KojaGBn7cbqx4AaABAg,0,"this brings conflicting feelings. ive lived and been to areas like this, and as nice as the video looks, it doesnt represent the poverty in these regions. when i talked with the kids from these places, they always dreamed of the city life and making a thousand dollars a month (which is like, a quarter of the price of the house...) the first time i went to such place i just couldnt bring myself to tell them 'people in city actually dream of your life'. incredible video. i really like it.",这带来了冲突的感觉。香港专业教育学院（Ive）生活并去过这样的地区，就像视频外观一样好，它并不代表这些地区的贫困。当我与这些地方的孩子们交谈时，他们总是梦想着城市生活，每月赚到一千美元（就像房子价格的四分之一...）我第一次去这样的地方只是无法让自己告诉他们“城市中的人们实际上梦想着您的生活”。令人难以置信的视频。我很喜欢。
21245,Ugw4yIdUvfN_FCAR0Bt4AaABAg,0,damn i wan to live rest of my life in this village,该死的我想在这个村庄生活
21201,Ugyg1USHW4pZOO14yPZ4AaABAg.93vDXHWAZ2F93wD5hFu-Fn,0,"why do you say that she is built by the chinese government's beijing team? do you understand her birth and her childhood background, and her experience of growing up? do you come out in the countryside, is your hometown still what you lived before? furthermore, children from the countryside deserve to be hard, and can't be poetic and colorful. can't life be rich and colorful? the chinese government has been in poverty alleviation in the world in the past 40 years. the current rural life has greatly improved, and the people's living standards have become increasingly improved. did you not see it?",你凭什么说她是中国政府北京团队打造？你了解她的出生及其孩童时期的背景，以及她成长的经历吗？你是农村出来，现在你的家乡还是你以前生活的样子吗？再者农村出来的孩子就活该苦逼，就不能诗情画意，生活就不能丰富多彩了吗？中国政府在过去40年脱贫率世界第一，现在的农村生活大大改善，人民生活水平日渐提高你没看见吗？
21200,Ugyg1USHW4pZOO14yPZ4AaABAg.93vDXHWAZ2F93vG101cNbQ,0,"do you understand art? isn't it a work that describes suffering? chinese traditional art has always discovered beauty and creation in a difficult life. do you think the pastoral beauty described in ancient poems is realistic? and don't think that the government will participate in this kind of private creation with such a little trouble. government staff's work standards have always been ""not wrong"", not to ""see"", so popular popular works on the internet are privately created, including li ziyi's works.",你懂艺术吗？不是描写苦难的作品，就不能发表吗？中国的传统艺术，从来都是在艰难的生活中发现美、创造美。古诗中描写的田园美景，你以为就是写实的吗？而且别以为政府会参和这种小打小闹的私人创作。政府工作人员的工作准则从来都是“不出错”，而不是让群众“喜闻乐见”，所以网上受欢迎的流行作品，都是私人创作的，包括李子柒的作品。
21184,Ugyg1USHW4pZOO14yPZ4AaABAg,0,"this is a team with a background of the chinese government to create a series of rural pastoral life. i am a rural life. there is no poetic and painting as the girl performed by this girl. hardness, this video is to promote stability and maintain stability. it does not understand the true survival of chinese farmers, lives, and other strata in china. foreign friends show the colorful idyllic life of chinese farmers. there are many many yang gailan families.",这是一个有着中国政府背景的团队打造一系列的农村田园生活，我就是一个农村生活的人，没有像这个女孩表演的那样的诗情画意，丰富多彩，完全是掩盖中国农民悲惨的命运，以及生活的艰辛，这个视频就是宣传维稳，给不了解中国农民真实生存，生活的，中国其他阶层，外国友人展示中国农民丰富多彩的田园生活，我们那里还有很多很多杨改兰家庭。
21162,Ugwu3lJV-ZOG6XFahEx4AaABAg,0,peaceful. life goal ๐๐,平静的。人生目标
21091,UgwFYKmlaDfwl7E_dP14AaABAg,0,"lao tzu is struggling to get 211 for half a lifetime, and the work 996 is finally finally. in order to take the whole family to completely leave the countryside and change your destiny, how long is this? some people have shot this kind of flickering lao tzu to return to the countryside. my impression of the countryside is pain in the countryside. you just blow up the sky and want to lie to us to go up the mountain and go to the countryside.",老子奋斗半生考上211，工作996终于，为的就是带着全家彻底离开农村，改变命运，这才多长时间，又有人拍这种片忽悠老子回农村，我对于农村的印象除了痛苦还是痛苦，你就是把天吹下来也休想骗我们再上山下乡。
21072,UgyLj-tyen8vrNFsoOJ4AaABAg,0,what simpler and quieter life !!!,多么简单，更安静的生活！！！
20984,Ugz6_QGzBdQ67Y1Jvsl4AaABAg,0,this life is very nice,这个生活非常好
20968,Ugw_flsmkDq9ashZ8TR4AaABAg,0,she just really live the life in fullness ๐’,她只是真的充实地过着生活
20959,UgzM57-GA3q3cYmoWxF4AaABAg.945-dInHjNs946P0F53q9_,0,"in the eyes of a thousand people, there are a thousand hamlet,
look at a elephant with a thousand different angles,
there is no 100%good, nor 100%evil!
there are more than 8 million fans in li zi, indicating that her influence is not what you want?
is everyone drunk and you wake up alone. everyone is a fool without independent thoughts?
if your view of life is too paranoid, thought is too extreme, and speak too biased, not only is it not good for yourself, but others are uncomfortable for you! why bother?","一千人眼中，有一千个哈姆雷特，
看一只大象，有一千个不同的角度，
没有100%的好，也没有100%的恶！
李子柒粉丝超过八百万，说明她的影响力是你所望尘莫及的是不是？
难道众人皆醉你独醒，大家都是没有独立思想的傻瓜？
如果你的人生观世界观太过偏执，思想太偏激，说话太偏颇，不但对你自己没好处，别人看了也替你难受！何必呢？"
21851,UgxHyXlJQ6JLd_3HhwZ4AaABAg,0,this is the life i want to live..,这是我想过的生活。
21892,UgxGQ9vWbRNqD4d6pSt4AaABAg,0,"you guys do realise all those videos has a big production team behind? as fiction as any other movies stories. this is not of denying that she is a talented girl or any skills shown arenโ€t real, if you believe china rural life is like this or could be, cinderella is more real.",你们确实意识到所有这些视频都有大型制作团队？就像其他任何电影故事一样小说。这并不是否认她是一个才华横溢的女孩，或者表现出的任何技能不是真实的，如果您认为中国农村生活就是这样或可能是真实的，那么灰姑娘是更真实的。
25837,Ugyd36xOxmy5Gj1tecJ4AaABAg.8zxgISr1ke78zyVpk2NUxv,0,"yes,still. just not as romantic as her videos. subsistence life always looks better from afar.",是的，仍然。只是不像她的视频那么浪漫。生命的生活总是远方看起来更好。
22221,UgwH_DA2zQVfCciZ7YB4AaABAg,0,i really don't like modern things modern technology cs its make us lazy make us unhealthy. i love nature. its give us a healthy n beautiful life ๐,我真的不喜欢现代技术现代技术CS使我们懒惰使我们不健康。我爱大自然。它给我们一个健康的美丽生活
22548,UgxMRSToGoYpqhVRZQN4AaABAg,0,"liz i hope if you read this i am really proud of your work and the hardwork you have done through, although i'm sorry for all the paparazzi who are going into your personal life
i'm very happy that you've overcome whatever you've faced in the past and is very well doing now, thank you for inspiring young kids like me to work even if we have a bad past ๐‘๐ป","Liz我希望如果您读过这篇文章，我对您的工作和您所做的辛勤工作感到非常自豪，尽管我为所有进入您个人生活的狗仔队感到抱歉
我很高兴您克服了您过去面临的一切，并且现在做得很好，感谢您激发像我这样的小孩子工作，即使我们过去的糟糕"
22514,UgxH0bPNfsTNK0AlDvp4AaABAg,0,"i don't know who in the communist party thought up this series of daily life in the chinese countryside, but it was brilliant. they are a great amalgam of fantasy and idyll. i daresay less than 10 people in china have this kind of lifestyle. i am looking forward to more fantastic scenery and i hope we can one day see the young lady participate in the harvesting of organs from live political prisoners, possibly underneath a magnificent mango tree and accompanied by the chanting of tibetan monks, live streamed from india.",我不知道在共产党中谁想到了中国乡村的这一系列日常生活，但这真是太好了。它们是幻想和田园诗的巨大汞合金。我敢说在中国不到10人的生活方式。我期待着更美好的风景，希望我们有一天能看到这位年轻女士参与现场政治犯的器官收获，这可能是在宏伟的芒果树下，并伴随着藏族僧侣的高呼，并从印度播放。
22513,Ugw93MiOcqW02pI7bJx4AaABAg.92v2O1F4NaK93ap7gO9Fm3,0,"tian as a chinese i want say what are you talking about?i don't think her is work for chinese government.actually she is working for herself.our country still want to promote urbanization.we think her video is beautiful just because she lives a healthy and lively life that we can't experience.after all,a primitive life is some city people's dream",田作为中国人，我想说你在说什么？我不认为她对中国政府工作。我们无法体验的健康和活泼的生活。
22474,Ugzk2hZzSJPMNCq5HPR4AaABAg.92v_huHNonN9AmjgoAYbEp,0,@jordynisboredyn using a camera to record her peaceful life and a laptop to upload her videos on youtube is nowhere near the addiction most of us suffer from technology nowadays.,@jordynisboredyn使用摄像机记录她的宁静生活，并在YouTube上上传视频的笔记本电脑与当今我们大多数人都遭受技术的成瘾差不多。
22471,Ugzk2hZzSJPMNCq5HPR4AaABAg.92v_huHNonN99ZvFFqUZ4g,0,true her life is so simple,真实的生活是如此简单
22434,Ugw57TaiXH1A27xcs-t4AaABAg,0,"yes, it's a life beauty bodhisattva, liko dye.",是的，这是一个生活的美女菩萨，Liko Dye。
22418,UgzQWSy8OChHkuRM8vp4AaABAg,0,๐ฃ๐๐กohh please .. my god people ๐ shes not savage . shes just living a normal life....lol,哦，请..我的上帝人
22408,UgyOp-FidSqMUwPJxBN4AaABAg,0,its harvest moon real life,它的收获月亮现实生活
22349,UgzVpRa8JuX9WQcTL4x4AaABAg,0,"i used to do everything that i wanted to get rid of, and now it has become a life that everyone is yearning for, and it is closer to the lifestyle of nature how beautiful it is",曾经千方百计想脱离的生活方式，现在成了人人向往的生活了，更接近大自然的生活方式是多么的美好
22329,UgzC2bshxZVzrfN0z8F4AaABAg,0,this is my dream life๐,这是我的梦想生活
22303,Ugzld2n5wbuyKV0zH7F4AaABAg,0,"so guys, if you had a choice to be with either a kardashian or liziqi for the rest of your life which would it be ? i'm officially in love with liziqi..there i said it lol",所以，伙计们，如果您可以选择与Kardashian或Liziqi在一起，那将是什么？我正式爱上了liziqi ..我说了
22288,Ugza6dWG6DmXMQJ3klZ4AaABAg.93-PLqfcfsW9329K7HqFYY,0,be more positive to see life,要更加积极一点看待生活
22279,UgxIPOftdVQUP_4AxoF4AaABAg,0,"hi sister your life super
i miss a this life
meyyappan....","嗨姐姐你的生活超级
我想念这一生
Meyyappan ...."
22275,UgyBA0b1vzOpdn4TAap4AaABAg,0,"liziqi, get on to me, let's share life :): ***",liziqi，继续我，让我们分享生活：）：***
22213,UgxzttemuignVBGmIwh4AaABAg.9327iSn_8qZ938RGIEaMZC,0,"i am an iraqi
but their lives. quiet and sweet, not like his life in iraq","我是伊拉克
但是他们的生活。安静而甜蜜，不像他在伊拉克的生活"
21894,UgwSmnl_eo7b4IDweod4AaABAg,0,iโ€m not kidding but if you need an assistant in your farm please contact me. iโ€d do anything to do it. itโ€s a lifetime experience,我不是在开玩笑，但是如果您需要在农场中的助手，请与我联系。我会做任何事情。这是一生的经历
22159,UgxWxAC7mWsbPhFqRE14AaABAg,0,this is the real life โค๐‘,这是现实生活❤
22147,UgwOMZDQOiNSH7fjV1Z4AaABAg.933sg4d8o4l937yfQdlsT4,0,she deserves a really good man who will love her and take care of her the rest of her life!,她应该是一个非常好的人，她会爱她，并照顾她的余生！
22145,UgwAF86DFqCyjaaE4_Z4AaABAg.933vdtTbrag93B_W3myG_C,0,"deng kai doesn't wash it. i also like to watch li's videos, which can bring me tranquility and peace of mind. i also know very well that there is no such poetic lifestyle in rural china. come and talk about how you have such poetry and painting",邓凯 别洗了，我也很喜欢看李的视频，能给我带来宁静和安心感，我也很清楚知道中国农村没有这样的诗情画意的生活方式。来你说说你的那里如何有这般的诗情画意
22136,UgykCf3zH57S76b7T-14AaABAg,0,"i love u so mych 
ur mood of life is the best","我爱你，所以
你的生活心情是最好的"
22099,Ugz9AwT8Y6Zjlr3g2Dp4AaABAg,0,"this sh*t can never go viral in africa, itโ€s everyday life...lol",这个人永远不会在非洲传播，这是日常生活...大声笑
22079,UgyiZsh-cC8h48MVsRd4AaABAg,0,a more beautiful life than a wonderful,比美好的生活更美好
22000,Ugze4l6uIRfx4do2-LV4AaABAg.937olNGzAbB93ynYJTUkr9,0,"lao tzu is struggling to get 211 for half a lifetime, and the work 996 is finally finally. in order to take the whole family to completely leave the countryside and change your destiny, how long is this? some people have shot this kind of flickering lao tzu to return to the countryside. my impression of the countryside is pain in the countryside. you just blow up the sky and want to lie to us to go up the mountain and go to the countryside.",老子奋斗半生考上211，工作996终于，为的就是带着全家彻底离开农村，改变命运，这才多长时间，又有人拍这种片忽悠老子回农村，我对于农村的印象除了痛苦还是痛苦，你就是把天吹下来也休想骗我们再上山下乡。
21986,Ugwik7BQGJ9mWJLV-Sh4AaABAg,0,even the queen of england will envy you for your life,甚至英格兰女王都会羡慕你一生
21977,UgzqQhGkl57rzZivdX94AaABAg,0,"we are lost on earth
we forget culture
we are just on youtube 
saying wow this is so good
we want this life too
but you know what buddy
we are trapped in this so called social life social media 
trapped","我们在地球上迷路了
我们忘记了文化
我们只是在YouTube上
说哇，这太好了
我们也想要这一生
但是你知道什么伙伴
我们被困在所谓的社交生活社交媒体中
被困"
21967,UgwQUbUtTV8v4MbU0814AaABAg,0,"what a beautiful live she's got, and what a beautiful and inspiring person she simms to be, hope she lives forever and gives people's examples how to live a real and happy life x",她拥有多么美好的生活，以及一个她模仿的美丽而鼓舞人心的人，希望她永远活着，并为人们的例子提供如何过上真实幸福的生活x
21953,Ugxn024TdV48WVKb2O54AaABAg,0,this is the life i yearn for,这是我渴望的生活
21944,Ugw0xBdj_HYPXNDaaKp4AaABAg,0,your just like fairy and your life like fairy tales love from india,您就像仙女一样，像童话故事一样的生活
21942,UgzbgxFhqbTAj1XOtVF4AaABAg,0,good for life like this,好向往这样的生活
21909,Ugz_0xsYngt7nON70Cl4AaABAg,0,"remember, she's chinese. in china, youtube and other things are banned. either she is on a good side of china where there is no dictatorship or she is just living her best life. both are good outcomes so don't get angry at me this is not a hate comment. this is simply a good comment from a horrible english speaker.",记住，她是中国人。在中国，YouTube和其他事物被禁止。她要么在没有独裁统治的中国良好的一面，要么只是过着最好的生活。两者都是不错的结果，所以不要对我生气，这不是仇恨评论。这只是一个可怕的英语说话者的好评论。
20955,Ugzhrs605BAsMuEMfEx4AaABAg,0,"does anyone wanna live like this? instead of working so hard in school worrying bout money? yea me too..
i mean just look at her she doing all these hard working stuff and what are we americans doin? stressing bout school, work, money? i have a feeling this is how life supposed to go.","有人想这样生活吗？而不是在学校努力工作，担心花钱吗？是的，我也..
我的意思是，看看她，她做所有这些努力工作的事情，我们美国人在做什么？强调上班，工作，金钱？我有一种感觉，这就是生活应该如何去做。"
20951,UgzifV3i5_ovGXuOoVh4AaABAg,0,i wish life was like this. peaceful calm but full of adventures in the country.,我希望生活就是这样。和平平静，但充满了冒险。
20949,UgzxX0AMk72SFSot9fN4AaABAg,0,such a great life i wish i could live a life like this โค๏ธ,如此美好的生活，我希望我能过这样的生活❤️
20327,Ugwg5xu8KgskN4v-pYh4AaABAg,0,"my dream lives like it and in the same place
modern life is full of tension, pressure and demanding
we have become like a machine that has a meaningful life
๐ฅฐ oh its luck","我的梦想生活就像它一样
现代生活充满了紧张，压力和要求
我们已经变得像一台具有有意义生活的机器
"
20546,UgxSRbGq0yfpFTqqCHF4AaABAg,0,"i envy the life sheโ€s living. in the us weโ€re just all stressed and buried in bills, college loans, insurance, health problems, and work. now i canโ€t even enjoy life. her vids really helped me cope with depression and bring me back to when times were good. and sheโ€s an angel. iโ€m 18 and canโ€t even cook for sh-๐’€",我羡慕她的生活。在美国，我们只是在账单，大学贷款，保险，健康问题和工作中感到压力和埋葬。现在我什至无法享受生活。她的视频确实帮助我应对抑郁症，并在时光良好的时候带回我回到。她是天使。我今年18岁，甚至不能为SH-
20545,UgyVu3hGOqft_xEGi_h4AaABAg,0,this is give up your city life and live on country side to see what living looks like.,这是放弃您的城市生活，并在乡村生活，看看生活的外观。
20517,Ugw2qrFeVZc69JTI45N4AaABAg,0,what a fake set up ..its damn good though ...i hope ppl dont think that this is real life in china ...,真是个假装..它该死的好...我希望PPL不要认为这是中国的现实生活...
20500,UgxQe-HZkEoSVVF2EAV4AaABAg,0,thatโ€s the real life ๐’ช๐ผ,那就是现实生活
20473,UgyOGBP0_k9R42RnV1V4AaABAg,0,"what a busy girl, one thing after another. that will make her stay active and healthy, and keep her away from unnecessary thought. not to mention she doing everything without electricity and fossil fuels, using what the nature provides, this is what life should be.",真是个忙碌的女孩，一件事又一件事。这将使她保持活跃和健康，并使她远离不必要的思想。更不用说她在没有电力和化石燃料的情况下，使用自然所提供的一切，这就是生活应该是什么。
20467,UgwBEY2oRT7yFyTmFXl4AaABAg,0,fuck this bull shit!!! pretentious ass lifestyle ๐–•๐–•๐–•๐–•,他妈的这个公牛狗屎！！！自负的屁股生活方式
20464,UgzmqeO97td44CgxRYN4AaABAg,0,how cool is your life :3,你的生活有多酷：3
20456,UgxqI8-Rj1X35JtrBRR4AaABAg.94WG1rmiizB94chaAwP9CS,0,"@meowskylev4785 again very much. everyone prefers to show the beauty of the united states in life. this is nature, and she also has an artistic atmosphere, so the indoor decoration is simple and comfortable. even if she wore a dilapidated cloth shirt, i also felt that there was a taste of her own, which was beautiful!",@meowskylev4785 非常赞同
20446,UgxZvCtyAizM7F-jx854AaABAg,0,"your videos are inspiring, i never tire of watching with my family. the facilities of modern life make us idle and accommodated. so much strength, disposition and creativity are gifts of god.",您的视频令人鼓舞，我从不厌倦与家人一起观看。现代生活的设施使我们闲着和容纳。如此之多的力量，性格和创造力是上帝的恩赐。
20440,UgxqI8-Rj1X35JtrBRR4AaABAg,0,the art film is so good! like! although this is a fake rural life. but it is really good.,艺术片拍得太好了！点赞！虽然，这是假的田园生活。但是，真的不错。
20436,UgytwvpPqSYOpvtw0NF4AaABAg,0,whata a wonderful life,什么美好的生活
20397,UgwCUKAclMTOpyBOAyJ4AaABAg,0,"fucking idiots keep on calling her disney princess? why?
her name is liziqi, and this is her life. she has her own identity. fuck your disney bullshit.","他妈的白痴继续打电话给她的迪士尼公主？为什么？
她的名字叫liziqi，这就是她的生活。她有自己的身份。操你的迪士尼废话。"
20391,UgzoEdrLMFWMoZG30dl4AaABAg,0,ambient music do not change always return to your world there you will load the battery you do not abandon it or change it my idea is that you put restaurants everyone where liziqi sees of course that life will eat life is going very fast bay beautiful blessings blessings,环境音乐不会改变总是回到您的世界，您将加载电池您不会放弃或更改它的电池，我的想法是，您将餐馆放在liziqi当然可以看到的所有人都会看到生活会吃掉生活的快速海湾美丽的祝福祝福
20347,UgyLKIZos8EgVu6Se1Z4AaABAg,0,a sucessful money maker by her wits๏ผnot real life but a good video,她的智慧，不是现实生活，而是一个好视频
20305,UgxsY_a48NxH78E3h_x4AaABAg,0,im hoping all my life to her,我希望我一生给她
20945,UgzfkW8q5S9HWER_8iN4AaABAg,0,"okay. i'll be honest but i really like this kind of life where there's a simpleness and such a beautiful quite place with that little cutie patootie puppy. but guess what, people likes to have a huge house and live like a princess. i salute to this girl who literally lives like a normal life.",好的。老实说，但是我真的很喜欢这种简单性和如此美丽的地方，带着那种小小的可爱的patootie小狗。但是猜猜是什么，人们喜欢拥有一个巨大的房子，像公主一样生活。我向这个女孩致敬，她的生活就像正常的生活一样。
20302,UgznArF3gRWCBcMpNIx4AaABAg,0,"i like the style of li ziyi video, comfortable and natural. there are a lot of people who envy her life. i just want to say that if you really live like that life, you will not think of it. we must not be able to live in that day. essence the video presents quiet and beautiful, and we can't imagine the hard work outside the video. at least it is what people who have grown up in a honeypot that can not be carried by my hands with melon seeds and can't carry it. if you are envious, i just envy her to have such perseverance to turn hard to become beautiful. blessing ziyi is getting better and better, happiness and health.",喜欢李子柒视频的风格，舒适自然。有很多羡慕她的生活的人，我只想说如果真让你过那样的生活，你不会想过，深受都市现代化各种便利工具荼毒的我们不到逼不得已是无法过那样的日子的。视频呈现的是恬静美好，视频之外的辛劳是我们无法想象的。至少是我这个啃着瓜子刷着视频手不能提肩不能扛的蜜罐里长大却天天怨天尤人的人无法承受的。如果说羡慕，我只是羡慕她有那样的毅力去把辛劳变为美好。祝福子柒越来越好，幸福安康。
20293,UgxW0XrlPfWeljhjLdl4AaABAg,0,"come on people!!! this is staging for the video. i was born and raised in vietnam and i witnessed all of the hard work and it is not look like in her video. her video is a fairy tale life. do you think just happened to have mango tree, chest nut tree, apple tree, yam in the ground, pepper in the garden , corn in the field etc. for you to pick them no you have to work so harddddd. for it. i watch her video and it took about 3 to 4 hour to prepare for breakfast or dinner. where she could find time to work in the field?? to those who is living in us please appreciated your life is here. this kind of video is fun to watch and it cannot be a reality life.",来吧人！！！这是视频的演出。我在越南出生和长大，目睹了所有辛勤工作，但在她的视频中看起来并不像。她的视频是童话生活。您是否认为碰巧有芒果树，胸坚果树，苹果树，地面上的山药，花园里的胡椒粉，田野中的玉米等。要让您挑选它们，您必须这样做那么硬。为了它。我看了她的视频，大约花了3到4个小时的时间准备早餐或晚餐。她可以在哪里找到时间在田野上工作？对于那些生活在我们里面的人，请感谢您的生活。观看这种视频很有趣，这不可能是现实生活。
20270,UgyzwBM8Wu3lPA1RQnZ4AaABAg,0,this is the most etheral documentary film i've seen in my life.,这是我一生中见过的最纯净的纪录片。
20185,UgyjnzMk5qieuAIEkxR4AaABAg,0,"liziqi i'm very jealous of your daily life style, i decided to live in my farm land..",liziqi我非常嫉妒您的日常生活风格，我决定住在我的农田中。
20162,UgzpDQ5sNe2vGgcljs54AaABAg,0,"wonderful, i love your style and style of living more than distinctive ,,,, think so about the continuation of the rest of my life.",太好了，我喜欢您的风格和生活方式，而不是独特的，又对我余生的延续如此思考。
20055,UgwXXp5SInCajqgzg9R4AaABAg,0,wow....like a dream life๐,哇....就像梦想生活
20049,UgzCX1DVi1FUEJoZE3R4AaABAg,0,how i wish i live there๐ thanks for sharing your life to us. your such a influencer. alot of us watching you is envying you for have a wonderful talent.,我希望我住在那里吗？感谢您与我们分享您的生活。您这样的影响者。我们中的很多人看着你羡慕你，因为有着出色的才能。
20013,UgwKGZ95R36mV-Oye5p4AaABAg,0,real life very beautiful ๐ณ,现实生活非常美丽
19912,Ugyft6OnnHP--zAWSuB4AaABAg,0,"this is best life. simple and rich in natural way. they have plenty of fruits and vegetable, have goats and maybe they have river to catch fish. they don't even need to buy gas for their stove. indeed they are blessed",这是最好的生活。简单而丰富的自然方式。他们有很多水果和蔬菜，有山羊，也许他们有河可以钓鱼。他们甚至不需要为炉子购买汽油。的确，他们很幸运
19876,UgxcUY-1LaOuk2bXDxh4AaABAg,0,she has made her life simple and happy.,她使自己的生活变得简单而快乐。
19843,Ugw6wCP58wWcMs4VVH54AaABAg,0,i kind of want this life style,我有点想要这种生活方式
19812,UgyK0v5bMxAyUGUKMM94AaABAg,0,"子 漆 ahh i don't know what to do so much that i'm bored and i'm overwhelmed, most importantly, i'm tired, i don't want to think about it anymore, what a calm and simple life would be good.",子子啊，我不知道该怎么做，以至于我感到无聊，我不知所措，最重要的是，我很累，我不想再考虑一下，一种平静而简单的生活会做好。
19792,UgxUb3ZHe3QAhlalwd14AaABAg,0,his life is so happy,他的生活是如此幸福
19783,UgzYcXw_OOWJ4F9rrzJ4AaABAg,0,i think this is an entire production made by the chinese government to illustrate rural life. beautiful none the less,我认为这是中国政府为说明农村生活的全部作品。美丽的
20551,Ugzupf9uwXpJEj6sJi14AaABAg,0,she mustโ€ve saved a country in her past life,她一定在过去的生活中拯救了一个国家
20554,Ugye6M_IMMfBGkaoe8d4AaABAg,0,this is the life,这就是生活
20563,UgxR1t5-JPGxle_8kah4AaABAg,0,"she is a real princess. so naive and petite and seems like fairy. works like a hercules. amazing ๐‘๐ have never seen such a beautiful person. she looks so loving and caring. i loved how her animals followed her . she really know everything about her culture and traditions. a rare thing,where wester world has captured us by awe and wonder. i so want to visit her and her place. what a life , she is following her dreams , mesmerizes us with her magic of simplicity and beaury. stunning videography. not a single word yet everything is communicated.",她是一个真正的公主。如此幼稚和娇小，看起来像童话。像大力神一样工作。惊人的
20565,UgxT_S-n3XHxATB6sfZ4AaABAg,0,stardew valley in real life ๐,现实生活中的明星谷
20942,UgwXyxEL7sdOaid34fV4AaABAg,0,i would kill to have your life mashallah!,我会杀了你的生命马沙拉！
20938,UgzuqJOZmqXKMvNyd5N4AaABAg,0,her life z perfect,她的生活z完美
20935,UgxSncH2tv_wIboCbNx4AaABAg,0,your life is so happy .. made me miss my grandmother.,你的生活真是太幸福了..让我想念祖母。
20918,UgzyTbApLW7KL3VfrON4AaABAg,0,makes me want to live a more fulfilling life,让我想过上更充实的生活
20892,Ugx9auuiL0YQpEVo_XV4AaABAg,0,ohhh... that is such a peaceful and happy life....our lives is but a product of this system of stressed and nothing more. she's living the dream.,哦...那是一种如此和平与幸福的生活。...我们的生活不过是这种压力系统的产物，仅此而已。她正在实现梦想。
20886,UgzIsuK5eMl8vVyq5qZ4AaABAg,0,why is everything about this girls life so beautiful?,为什么关于这个女孩生活的一切如此美丽？
20880,Ugz2VkOHQ2WoYbyQzNd4AaABAg,0,how does one person know how to do all of this and also how do i know nothing about so much of this food? amazing channel and lifestyle. beautiful living.,一个人如何知道如何做所有这一切，以及我如何对这些食物一无所知？惊人的渠道和生活方式。美丽的生活。
20879,UgyBE48aWVsJHVYutB94AaABAg,0,i love your life ๐ฅบโค๏ธโค๏ธโค๏ธโค๏ธ.,我爱你的生活。
20878,UgwsyT7IdzSEwXBU09h4AaABAg,0,wonderful life. i adore the way of life,精彩生活。我崇拜生活方式
20875,UgxKr7EMdD4-E-mv7Mp4AaABAg,0,i wanna see an entire movie about her life. this was just so pleasing to watch.... that's how i wanna live,我想看一部关于她的生活的电影。这真是令人愉悦的观看...这就是我想生活的方式
20851,UgzX5KMiJYmI0If2DP54AaABAg,0,what a beautiful and peaceful life!!,多么美好而宁静的生活！
20850,UgythZERg_ZKFSXBm-N4AaABAg,0,her life is the ultimate harvest moon game lol ๐,她的生活是终极收获月球游戏大声笑
20825,UgwAUUF0Sk1WYv4Qtqp4AaABAg,0,hijej hayj lives a life ๐,Hijej Hayj过着生活
20819,Ugz1EZHoyF-Q-YjRaOJ4AaABAg,0,wanna life like dis๐,想要的生活像dis
20815,Ugx_uLEaBxlth7Q4Vnl4AaABAg,0,"deep down we all know her life is hsqqrd,and exsusting but she never gave up",内心深处我们都知道她的生活是HSQQRD，但她从未放弃
