,cid,votes,含watch,含watch中文翻译
35718,UgwzksranQ1ipyZUEqB4AaABAg.8uaXQ921Lhd8ug-WDN_t6q,1,in case your wondering look it up thank me later https://www.youtube.com/watch?v=cahnb7vr-am,如果您想知道的话，请稍后再感谢我
35719,UgwzksranQ1ipyZUEqB4AaABAg.8uaXQ921Lhd8umdrdVEBHV,1,i think it's a cat's head-shaped oven. you should watch the video she made about she making that oven.,我认为这是猫的头部烤箱。您应该观看她制作的有关制作烤箱的视频。
35981,UgxGaJcVnLQqhTj9w7Z4AaABAg,1,she is beautiful cute talented and very amazing i like her video very much and i used to watch her video and like every time ....,她很漂亮，很有才华，我非常喜欢她的视频，我曾经看过她的视频，就像每次。
36133,UgxRXIMwonFBYEt89r94AaABAg.8uXlYsvfGwo8uYyIIZVZiR,1,eleanor shade watch one of her previous videos. she made the oven from scratch...,埃莉诺（Eleanor）阴影观看她以前的视频之一。她从头开始做烤箱...
41653,UgxP_Cj06aZmLa2bSqp4AaABAg.8ruzrnHtE3L8s3H5_ZYHHX,1,"@farwahehee8087 https://m.youtube.com/watch?v=x4bueq1cuks&t=12s
here is an example take a look watch till the end","@farwahehee8087 https://m.youtube.com/watch?v=x4bueq1cuks&t=12s
这是一个示例，请观看直到最后"
41783,UgzdbFEO1Zs7fFAoVxd4AaABAg,1,"before i watched the video i seen the ad who seen this commercial before? 
girl:excuse me?
guy:yes?
girl: whats the wifi password?
guy:oh its, kitty cat kitty kitty cat cat flicks (boing) 
girl:*nods* how many cats was that?","在观看视频之前，我看过广告以前看过这个广告？
女孩：对不起？
盖伊：是吗？
女孩：什么是WiFi密码？
盖伊：哦，猫咪猫小猫小猫猫猫（Boing）
女孩：*点头*那是几只猫？"
41838,UgzNSqtFeUYIyOSa1zV4AaABAg.8rrPBCGkdMp8s3VyI3htOD,1,"videos before 2017.5.23: she was filing from up the tree. she edits and pans the camera. she sets up the tripod to film her from multiple angles walking away. if you don't believe, watch this video: https://www.bilibili.com/video/av21101331/ 
if you can read some chinese.

videos after 2017.5.23: she and a cameraman were filing from up the tree. she and a cameraman edit and pan the camera. she and a cameraman set up the tripod to film her from multiple angles walking away.","2017.5.23之前的视频：她正在从树上备案。她编辑并打动相机。她设置了三脚架，从多个角度拍摄她。如果您不相信，请观看此视频：https：//www.bilibili.com/video/av21101331/
如果您可以阅读一些中文。

2017.5.23之后的视频：她和一名摄影师正在从树上提起。她和一名摄影师编辑并在相机上铺好。她和一名摄影师成立了三脚架，从多个角度拍摄她。"
41947,UgyJoHQGHDHOiYOxg_J4AaABAg,1,i like watching her video very much! she is beautiful!,我非常喜欢看她的影片！她很美！
47508,UgyLDLOdn_8mOHSauEJ4AaABAg.8qobR2aieS98qpsEBuARQo,1,"background music
1.karma from ever17 https://www.youtube.com/watch?v=lczqkqam_kw
2.shouri zen no theme (digimon) https://www.youtube.com/watch?v=150xu2bhwqy","背景音乐
1. ever17 https://www.youtube.com/watch?v=lczqkqam_kw
2. Shouri Zen No主题（Digimon）https://www.youtube.com/watch?v=150xU2bhwqy"
47655,Ugxk_1x4OmYGFKBG8ZZ4AaABAg,1,i would love to know how to read your name. love watching your videos with my young girls. teach them indirectly girls can do everything like you do. we are a korean family living in australia.,我很想知道如何阅读您的名字。喜欢和我的年轻女孩一起观看您的视频。间接地教他们的女孩可以像您一样做所有事情。我们是居住在澳大利亚的韩国家庭。
48051,UgzvfVJmbio-sxiLY8p4AaABAg,1,"never get bored watch her videos. now i wish to live at countryside too 
soo peaceful","永远不要无聊观看她的视频。现在我也想住在乡村
SOO和平"
48101,UgzQ0ZHjeB3O_R4NCvV4AaABAg.8qnTOIGXokZ8qqL9OvHdIp,1,"i also have a lot of illnesses ^ _ ^ you have to understand the feeling of love and hatred of my chinese, listening to music, but watching movies or reading stories is a moment when you have to be alert to not be chinese chemistry is also very hard ^_ ^",我也有很多疾病 ^ _ ^您必须了解我中文的爱和仇恨，听音乐的感觉，但是看电影或阅读故事是您必须保持机敏才能不要成为中国化学的时刻也是非常硬 ^_ ^
49496,UgyFlrsMf3CKtYFHomd4AaABAg.8qm5iRpzT658qmUjHL2a_i,1,miet denni i think watching is more suitable so kiev is 觀看,米特·丹尼（Miet Denni），我认为观看更合适，所以基辅是观看
49573,UgyiFZ029RrZn7E5VS14AaABAg.8qm32sz6wAQ8qoZv3411iP,1,"@triedandtested7576 one of my fond childhood memories in taiwan was to watch the rice-popping process being done in our neighborhood. unfortunately we are gradually losing this old-fashioned way of making pop rice, along with many other equally interesting manual food processing traditions, in the name of ""progresses"".",@trundandtested7576我在台湾的童年记忆之一是观看我们附近的稻米流行过程。不幸的是，我们逐渐以“进步”的名义以及许多其他同样有趣的手动食品加工传统以及许多其他同样有趣的手动食品加工传统的方式逐渐失去了这种老式的方式。
49833,UgxHceoUQ9ey9fCplrB4AaABAg.8qlwZ90GI_S8qlz3H9RgmU,1,"she made it and here's the video about how she made it from scratch:
https://www.youtube.com/watch?v=cahnb7vr-am&t=171s&ab_channel=%e6%9d%8e%e5%ad%90%e6%9f%92","她做到了，这是她如何从头开始的视频：
https://www.youtube.com/watch?v=cahnb7vr-Am&t=171S&ab_channel = channel=%E6%9D%8E%E5%AD%AD%AD%90%E6%9F%92"
49871,UgwnzHkrhfTnM7gk2UZ4AaABAg,1,"so glad it's 10 minutes! even if it is longer than that, i'll still watch your video. thanks :)",很高兴是10分钟！即使比这更长，我仍然会观看您的视频。谢谢 ：）
50674,Ugyx8GL1FLWqTe1h6g54AaABAg,1,this sweet lil lady is incredible so full of life and energy allways busy and from what i see on time she's truly a delight and a pleasure to watch again i say one of gods lil angels hard at work........,这位可爱的小女士令人难以置信的充满生命和活力，而且从我按时看到的东西来看，她真的很高兴，很高兴再次观看，我说的是一位众神lil天使在工作中努力工作.......
50861,Ugy8ps3yYM_3K2NI7_V4AaABAg,1,i am always soo hungry after watchng your video. you really talented. my respect from indonesia,观看您的视频后，我总是很饿。你真的很有才华。我对印度尼西亚的尊重
50895,UgwvhuURk4TpD9Mg9jd4AaABAg,1,took you a few days to get your sweeties prepared. great video editing one have to watch closely showing the transition or one would think,花了几天时间准备好糖果。精彩的视频编辑必须密切观看过渡，或者有人会认为您在一天之内做了所有的烹饪。新年快乐！
50942,UgwgpOq63ZVXoRgakGp4AaABAg,1,i love watching your videos this is so relaxing,我喜欢看你的视频，这是如此放松
51079,UgxCP7XxnMXaiAsc_sV4AaABAg.8ql_ahZLACt8qlosXKRmff,1,"better go watch all her vids n scroll its comment sections, especially her old vids. hv a beautiful journey.",最好去观看她的所有视频n滚动的评论部分，尤其是她的旧视频。 HV是一段美好的旅程。
51110,Ugwz9VJ9cLA6bf7noER4AaABAg.8qlZrxFmmDj8qlie0LtlCL,1,thank you for watching the magical chikako.,感谢您观看神奇的chikako。
51975,UgyeqbdLT6BP-FX996V4AaABAg.8qlQHCFL8LG8qlV5EPMHC9,1,"the hunter of the dam likes this elder very much, both beautiful and good. i like to watch something like this very much. 55 follow for a long time",大坝的猎人非常喜欢这位长老，既美丽又好。我喜欢看这样的东西。55长时间关注
52605,UgwE5KtEdGNXiX0-ynF4AaABAg,1,love your videos.i enjoy watching them. cute dog .,爱你的视频。我喜欢看他们。可爱的狗 。
52704,Ugyg0p6sgt5xtZ01hHl4AaABAg,1,i watched your video day before yesterday accidentally and now im addicted to your channel,我昨天偶然观看了您的视频，现在我沉迷于您的频道
47504,UgzDovIEVoLSQz9-8sB4AaABAg,1,preparation for chinese new year! i feel inspired by just watching your videos. :),为农历新年做准备！我只是通过观看您的视频而感到启发。 :)
46901,UgxNfuRBXv4ddnn2PA54AaABAg,1,to everyone who likes the piano music.. this is it https://www.youtube.com/watch?v=tgnqlj4gm84,给每个喜欢钢琴音乐的人。
46752,UgxYkpFJZyUAN_g0r-d4AaABAg,1,thanks for all these wonderful videos! i am so happy every time i watch them. they very soothe and bring the world to the heart.,感谢所有这些精彩的视频！每次看他们时，我都很高兴。他们非常舒缓，将世界带到心中。
43394,Ugz2taGqJQunLOcDYwt4AaABAg,1,so calming.. watching before bed time.. fills me full of peace. makes all the stress and worries of the day fade away.. will sleep well.,如此平静..睡前看。使当天的所有压力和忧虑逐渐消失..睡得很好。
41985,UgwPfWXOY1gyk2fvwUF4AaABAg,1,i'm happy to watch her videos. it is very relaxing,我很高兴观看她的视频。这是非常放松的
42034,Ugw5DRGSL5ojt9jdDsB4AaABAg,1,i felt like i was watching a sweet drama,我觉得自己在看一部甜美的戏剧
42072,UgyJaSt5aC9KuAGL79N4AaABAg,1,"never seen such a cute, focused, capable and determined woman before.. i've been watching several of these videos now and every one she is just nonstop and efficient. doing everything with expert skill and speed",从来没有见过如此可爱，专注，能力和坚定的女人。.我现在一直在观看其中几个视频，而她只是不停和高效的每个视频。以专家技能和速度来做一切
42131,UgwKNhftmtwB96lL6mR4AaABAg,1,idk how i come to this video but i can't stop watching it,idk我如何看这个视频，但我不能停止观看它
42284,UgyQoT4InHc0Z8rWo7J4AaABAg.8rhspoPdYK98ruwf2iF0VQ,1,"open yt, watch her enjoy her life",打开YT，看着她享受她的生活
42294,UgwSfk1Ky3mI1OjlNJx4AaABAg,1,relief frm tension if i watch dis ....i want to spend my rst of life in dis kind of place so peace.......,如果我观看迪斯（Dis），请缓解紧张局势。
42325,UgxzO9umxSf_wRhzBTV4AaABAg,1,i like to watch the video of sister qi the most 最,最喜欢看柒姐的视频了
43496,Ugzo1FOEREGiFyITaGd4AaABAg.8rLO06elMxx8rawt1ZThFl,1,"@bymenz1388 i beg to differ here sir/mam, both are important. i am currently staying in one of the most polluted cities of the world. not a single green tree around me up to 7-8 miles. sadly, it's pretty late and we have done enough exploitation. there is no going back from here. breathing clean air, watching a clear sky full of stars, listening to the birds chirping, all this means luxury to me today. what can i say more!",@bymenz1388我希望在这里不同，先生/妈妈，都很重要。我目前住在世界上污染最严重的城市之一。我周围没有一棵绿树，最多可以7-8英里。可悲的是，现在已经很晚了，我们已经进行了足够的剥削。从这里没有回去。呼吸干净的空气，看着晴朗的天空充满星星，听着鸟儿鸣叫，这对我来说意味着奢华。我能说什么！
46615,UgxMQVn7rPKaIWlwUrx4AaABAg,1,"oh my god. another great video. i loved to watch. it seems that you can so everything so perfect. crafting furniture, crafting cloth and great cooking. i could eat you up honey",我的天啊。另一个很棒的视频。我喜欢看。看来您可以如此完美的一切。制作家具，制作布和精美的烹饪。我可以吃你的蜂蜜。请征服
43573,UgyZYa4tvQca0SLeM-d4AaABAg,1,wow the video quality and the content itself is so relaxing to watch .. well my first time seeing ur videos today .. ur so lovely too .. keep it up,哇，视频质量和内容本身令人放松。
43615,Ugysf2QApkpyk2-1syZ4AaABAg,1,feels like i’m watching a cooking scene from a feudal era anime especially with the music very cool video,感觉就像我正在看封建时代动漫的烹饪场景，尤其是音乐很酷的视频
44772,UgzUhTsajFfG19kY27x4AaABAg,1,i feel relaxed from stress of work when i watch your video,观看您的视频时，我会因工作压力而感到放松
45136,Ugw6lLIgaIFbyWHN5q14AaABAg.8r7aomYvk5W8r9j0PWxmEn,1,"yes, she is a superrrrr, almost all the videos watched her, everything is better and better.",是的，她是一个超级拉，几乎所有的视频都看着她，一切越来越好。
45307,UgzBRvMa_dbarf7yySh4AaABAg,1,"this has unsettled me a bit:
at the minute 5:16 i started to hear a familiar tune...
and then i remembered, it's digimon!
https://www.youtube.com/watch?v=pu2uici3or8

so are the creators of the video using a digimon song?
or is the digimon theme based on a chinese popular tune?
what do you think? i can't keep it out of my head :o","这让我感到不安：
在5:16的那一刻，我开始听到熟悉的曲调...
然后我记得，这是Digimon！
https://www.youtube.com/watch?v=pu2uici3or8

那么视频的创建者是否使用Digimon歌曲？
还是Digimon主题是基于中国流行音乐的？
你怎么认为？我不能把它拒之门外：o"
45551,Ugy18Hn4W07-wG8Dv4h4AaABAg,1,"i gained 5 pounds just watching this.

it looks so good","我只看了5磅。

看起来很好"
46258,UgzIPVLe_-TegushP9R4AaABAg,1,"the baby is so cute. i first went to incheon car or town for the first time and tasted it for the first time. it was so delicious and my favorite snack. i only saw what was made with strawberries, but i first knew that i had a big apology. in the video, she shows a simple life of making, chopped, fried, and stirring. however, with her background of her nature, she is as impressed as watching a beautiful poem with her eyes. this is because she reproduces the beautiful traditional way of life that is no longer found in korea, which is used to smartphones and the internet and lost the beauty of tradition. seeing the process of making something that she can't guess at all, she gets peace and rest of her mind. i love this china.",婴儿是如此可爱。我第一次第一次去仁川汽车或小镇，第一次品尝了它。它是如此美味，我最喜欢的小吃。我只看到了草莓制成的东西，但我首先知道我道歉。在视频中，她展示了制作，切碎，炸和搅拌的简单生活。然而，凭借她的天性背景，她印象深刻，就像用眼睛看一首美丽的诗一样。这是因为她重现了韩国不再发现的美丽传统生活方式，该方式习惯于智能手机和互联网，并失去了传统之美。看到做一些她根本无法猜到的过程，她得到了安宁和安息。我喜欢这个中国。
