,cid,votes,time,含want,含want中文翻译
5297,Ugw8yFTWB1JOROt-JWd4AaABAg,0,2 years ago,"๏ดฟ and i created gin and mankind except to redeem them [al -dhariyat: 56]
and i did not cover
- saheeh international

๏ดฟ what i want of livelihood and what i want to be used is [al -dhariyat: 57]
i do not want from one product, nor do i whats them to feed me.
- saheeh international

๏ดฟ god is the sustenance of the two powerful power ๏ดพ[al -dhariyat: 58]
indeed, it is allh who is the [continual] provider, the firm posssor of strength.
- saheeh international

๏ดฟ for those who wronged sins, such as the sins of their owners, do not hurry ๏ดพ[al -dhariyat: 59]
and indeed, for those who have been worked is a portion [of punishment] like the job
- saheeh international

๏ดฟ woe to those who disbelieved from the day they promise ๏ดพ[al -dhariyat: 60]
and woe to share who have displayed from their day which they are promised.
- saheeh international","我和我创造了杜松子酒和人类，除了赎回它们[al -dhariyat：56]
我没有掩盖
-Saheeh International

）我想要生计和想要使用的是[al -dhariyat：57]
我不想从一种产品中，也不想让它们喂我什么。
-Saheeh International

）上帝是两个强大的力量的维持
的确，是[持续]提供者，是实力的可能者。
-Saheeh International

）对于那些犯了罪的人，例如主人的罪过，不要着急（[al -dhariyat：59]
的确，对于那些工作的人来说，是像工作这样的一部分（惩罚）
-Saheeh International

）对那些自从他们承诺的那一天不相信的人的祸患（[al -dhariyat：60]
和分享他们承诺的那一天的人。
-Saheeh International"
4156,Ugz7NQ65XaY671mSCgJ4AaABAg,0,2 years ago,i want to be like this.,我想这样。
3645,UgwRifvdC7S0c75AZY54AaABAg,0,2 years ago,"excellent video thanks. if you want to learn how to create viruses and fight them using python, you can also see in my channel bye bye ... https://www.youtube.com/watch?v=zfj2znxdqwo",很好的视频谢谢。如果您想学习如何创建病毒并使用python对抗病毒，也可以在我的频道再见... https://www.youtube.com/watch?v=zfj2znxdqwo
3722,UgxLcF_q-aDVhF7qow14AaABAg,0,2 years ago,want to ask why the cowpea is not cut directly? will it be time -consuming?,想问问豇豆为什么不直接刀切？手摘成小节不会比较耗时耗力吗？
3724,UgydLIZVq8tg3AMsxKl4AaABAg,0,2 years ago,i would like to ask what should i do if my bamboo shoots do not have a thorough pile? why not finish it completely ~? what is this damage? = it seems that there is a time to pick the bamboo shoots directly ~? i want to understand it completely ~,好奇想问问笋子的没有起彻底的桩桩怎么办？为什么不彻底起完呢～？这是什么起损手法？=之前子柒好像有直接摘笋子的时候～？挺想彻底完整了解一下的～
3729,UgwWw7xPTVG_iOYj9F54AaABAg,0,2 years ago,"from ecuador greetings.
a question because they put in those vases with water those products that i do not know what they are called and that put in that water.
i want to know
thanks for your answer","来自厄瓜多尔的问候。
一个问题是因为他们用水放入那些我不知道他们叫什么的产品和放入水的花瓶中。
我想知道
感谢您的回答"
3812,UgwZlL_SFzFL0sx7gHd4AaABAg,0,2 years ago,i want to be like you wen i grow up now i am 9 years old,我想像你一样，现在我长大了，我已经9岁了
3828,UgydnqEeIfntdQ4WXI14AaABAg,0,2 years ago,"her grandma said on the swing, i want great grandson as soon as possible.",她的祖母在秋千上说，我想尽快曾孙子。
3874,UgzZMnQnvhFv4XTmfm94AaABAg,0,2 years ago,now i want to eat luosifen,现在我想吃luosifen
3929,UgzL8KrmMeCjSXHsCs54AaABAg.9LicT_rORKf9MLRykb_m3s,0,2 years ago,"@coconutboy8198 if you want to use it, you know it anyway",@coconutboy8198 想用就用，反正都认识
3944,UgyJFNmSUqD1TnTlv914AaABAg,0,2 years ago,video you do very well. i want to work with you. how to contact you?,视频你做得很好。我想和你一起工作。如何与您联系？
3983,UgzddFErU7M5OM42IZ94AaABAg.9Lavf9Moto19PywSOuhTON,0,1 year ago,wish my life was like this. but with quarantine i’m constantly boxed between four walls with nowhere to go and noone to meet. i want to start living but i don’t know how.,希望我的生活就是这样。但是随着隔离，我经常在四堵墙之间装箱，无处可去，没有人见面。我想开始生活，但我不知道如何生活。
3998,Ugyd_W-0jr43ONghsK94AaABAg,0,2 years ago,i want to eat,我想吃
4012,UgzFwcSFPibEMkTSIUd4AaABAg,0,2 years ago,want to eat,想吃
4017,UgyQrfuVr58IePb0w_N4AaABAg,0,2 years ago,"she didn't have time for herself at all ... i want this lifestyle but....








i want some time for myself too....","她根本没有时间...我想要这种生活方式，但是...。








我也想要一些时间..."
4112,UgwsYMchjOqpzL2xtTR4AaABAg,0,2 years ago,"the great wall of china, confucius, and chi pao are historial korean cultures. confucius was born in gyeongju, korea, and had parents of korean descent, and the ge ge reat wall was built by koreans to protect the korean peninsula from enemies. chipao is also a modeld dress from hanbok. koreans wore hanbok when they wanted to be formal, and chifao when theyl we not formal. earing a chifao, which is to borrow korean culture a long time ago and maintain it to the present.
i live in new york city in the u.s. and work for the asia cultural foundation. new yorkers know all of the above, and our asian cultural foundation judges the. roots of chinese history as korea.
you can learn more about this story if you visit korea and new york. :)
thank you.

wanli great wall, confucius, and cheongsam are all korean culture in history. confucius was born in qingzhou, south korea. he has the parents of korean bloodlines. the great wall of wanli was built by koreans to protect the korean peninsula from being attacked by enemies. cheongsam is also a deformed clothes in hanbok. when the koreans want to dress up, they wear hanbok, and they wear cheongsam when they sleep. now you can see that chinese ethnic minorities wear cheongsam, which has been maintained to this day with korean culture a long time ago.
i now live in new york city in the united states and work in asian cultural consortia. citizens in new york know the above. the people of our asian cultural consortium judge that the root cause of chinese history is south korea.
if you visit south korea and new york, you can learn more about this story in detail. :)
thank you.

i am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
4159,UgxsQ7KMNZmOA8izX814AaABAg,0,2 years ago,i want to be her grandma so i can eat her food every day.,我想成为她的奶奶，所以我每天都可以吃她的食物。
5290,Ugzq4ggQM52cgW0IT2h4AaABAg,0,2 years ago,i want to live with you there.,我想和你一起住。
4242,UgxP4ssXIXV1R45h3OZ4AaABAg,0,2 years ago,i want to sit in the swing with grandma... after going to the bamboo forest... lovely,我想和奶奶一起坐在秋千上...去竹林后...可爱
4267,UgzXoLRn_DohimbFleV4AaABAg,0,2 years ago,so want to eat ciput. i want to eat ciput,所以想吃ciput。我想吃ciput
4294,UgyeVS_RTs7Cw5jb8eR4AaABAg,0,2 years ago,"i like her videos and i am from china, okah,i am a chinese boy and i am 24 years old ,i want to make friends with foreigners.
as you can see , many chinese persons are so friendly and welcome to china.
actually i still study english and i like this language very much. and i want to make some foreigner friends , if you don't mind my bad english
welcome to contact to me .","我喜欢她的视频，我来自中国，俄亥俄州，我是一个中国男孩，我今年24岁，我想和外国人交朋友。
如您所见，许多中国人是如此友好，欢迎来到中国。
实际上，我仍然学习英语，我非常喜欢这种语言。如果您不介意我的英语不好，我想结交一些外国人朋友。您可以回复我，我的电子邮件地址是2890185952@qq.com
欢迎与我联系。"
4399,UgxkVvXokZXj3LYg9GJ4AaABAg,0,2 years ago,everything she want. she got it,她想要的一切。她明白了
4598,UgzWPQyqhmt_-2-te2h4AaABAg,0,2 years ago,i want to marry her.,我想娶她。
4638,UgyqlJVXVRBt5hYfviJ4AaABAg.9JC7ArXt6XW9JKhlyqo73W,0,2 years ago,"inyoureyes2006 is still not enough, we do not want others, it is our gray, not to them",inyoureyes2006 那还是不行，别人的我们也不要，是我们的就算是一粒灰都不给他们
4778,UgxJ4wcWZYuPgYx9arJ4AaABAg,0,2 years ago,after all i didn't want to eat. it is impossible to boil twice boiled noodles.,毕竟我不想吃。煮两次面条是不可能的。
4826,UgwRJfrxBu1lHIEaB0d4AaABAg,0,2 years ago,i wanted to ask those long stems that we know here in my land,我想问我们在我的土地上知道的那些长茎
4832,UgyHBnO5ihwhR3uHMgd4AaABAg,0,2 years ago,want to eat,看了想吃
4958,UgzG_FFIvOc100sIbu94AaABAg.9IA1si6dAeW9IC08OMfCuz,0,2 years ago,indian food is really delicious! i want to go to india after the pandemic,印度食物真的很美味！我想在大流行后去印度
5044,Ugy72vq6YsgZ-AkBRBN4AaABAg.9HuwWEkEEpD9JO46m40W9n,0,2 years ago,@eviindrawanto haloo bumi serpong tangerang greetings from jogja-wonogiri ...,@eviindrawanto haloo bumi serpong tangerang tangerang问候...
5157,UgzsVxKd9bWGYEnddQ14AaABAg,0,2 years ago,please tell me where you live i want to met you,请告诉我你住在哪里，我想见你
5199,UgyfnduaeB8ppB39bb54AaABAg,0,2 years ago,"i wanted to try, it looks very tasty",我想尝试，看起来很美味
5253,Ugw4qEaiBsNa2Hg8PCN4AaABAg,0,2 years ago (edited),i think we are one same look same coulture same food . i want to meet you ๐ฅฐ๐ฅฐ๐ฅฐ,我认为我们看起来同样是同一食物。我想见你
12859,Ugz99Yy1xYeuze3pgHZ4AaABAg,0,3 years ago,do you get married? you are very happy to be your husband. essence i really want to be your husband,请问你结婚了吗，做你老公定很幸福。。真想做你老公
12882,UgzvzXk3hE-YiE0e_0V4AaABAg,0,3 years ago,"hi liziqi, i really enjoy your videos.. they're very relaxing.. can we have a video about a tour in your garden? i'm planning to have a garden similar to yours after my baby's born, i'm want to plant some fruit trees as well as some veggies so that i can feed my family fresh and healthy food like you",嗨，利兹奇，我真的很喜欢你的视频..他们很放松..我们可以在您的花园里有一个有关游览的视频吗？我打算在宝宝出生后有一个与您的花园相似的花园，我想种一些果树以及一些蔬菜，以便我可以像您这样的家人新鲜健康的食物
12894,UgyZ8SWmzeKYPrGAiTl4AaABAg,0,3 years ago,"i want to eat, too",我也想吃
17948,UgxVd4SOGXAYOUDQbkJ4AaABAg.92e6BsyVPrJ92oMdZkWMwp,0,3 years ago,"@ariel4806 still wants to change water, i didn’t expect",@ariel4806 还要换水啊 我没想到
18094,Ugwt9XI46424cslez3B4AaABAg,0,3 years ago,i want to eat .. it looks a bit like korean food ..,我想吃..它看起来有点像韩国食品。
18040,UgxBNOEbXvea0YqCmJl4AaABAg,0,3 years ago,"it’s understandable why ms. li ziqi doesn’t interact with her fans here. it’s illegal for mainland chinese to “climb over” the chinese internet firewall to access utube channel. now, do you still want a life of hers? for a bowl of noodle???? without government’s organized operations and special permission, how can a little girl access here and post a video? the country side kitchen may be close to what she presented, however it’s still a big lie fooling around the world......that chinese is a wonderful place to have a decent life.",李齐（Li Ziqi）女士在这里不与粉丝互动的原因是可以理解的。大陆中国人“攀登”中国互联网防火墙以访问UTUBE频道是非法的。现在，您还想要她的生活吗？一碗面条？？？如果没有政府的有组织的行动和特别的许可，一个小女孩如何在这里访问并发布视频？乡村方面的厨房可能接近她所展示的东西，但是在世界范围内，这仍然是一个大谎言……中国人是一个过着不错的生活的好地方。
18010,UgxW8gtgaZp0eHt10T54AaABAg,0,3 years ago,well! i want to eat snails and powder 蛳,唉！想吃螺蛳粉了
17964,Ugy0PvBBiOGItsDLfKJ4AaABAg,0,3 years ago,why does the wind of the wind want to do ...,为什么风的风想要做...
17957,Ugx2AH09LbxXNzAEjAF4AaABAg,0,3 years ago,"i only know that the snail powder was originally related to the soup base! recently, good snail powder! intersection intersection intersection i look hungry in the middle of the night ~~~~~ i want to buy the snail powder from the zi! intersection intersection",才知道螺蛳粉原来和螺有关的是汤底！最近好迷螺蛳粉！！！！大半夜看饿了~~~~~要去买子柒出的螺蛳粉！！！
17951,Ugz_OPuT-kWYiGWKYL14AaABAg.92dsYt4Sdt292gKZ_OvVMQ,0,3 years ago,"see if you want to like this,",看你想不想这样过而已，
17929,UgwiwzOafOf47AEdHHh4AaABAg,0,3 years ago,i also want to try to make these dishes,我也想尝试做这些菜
17686,Ugzm8NOHXsn76sF6inR4AaABAg.92hxLMiWUO992s_vADJcA3,0,3 years ago,"send you li ziran, we don't want it",送你李子染吧，我们都不要
17859,UgxSI_Kmfn8tosIm_1h4AaABAg,0,3 years ago,"i really want to go to your house, if you can have such a holiday, it's great",好想去你家哦，如果能有这样的假期真的太棒了
17849,UgwQAiCGz9NQ-7wi9o54AaABAg,0,3 years ago,"after watching ziyi's video, i am even more confused. what kind of life is what i want?",看了子柒的视频，我更加迷惑，什么样的生活才是我想要的？
17807,UgzoVHvuTdCAmaSG5AF4AaABAg,0,3 years ago,"after reading it, i finally know the reason for her fire is a demand for pure, because long -term lack and increasingly lack, more and more people are lacking. from obtaining ingredients to processing to the final product, many people are enjoying a section except for a period of appreciation. in addition to the production process of handmade food, it is more important to be a kind of association: the more far away from your own life now, the more than the pure and the pure sense of the yearning is indeed a thing that many people want to find one time and space, but unfortunately most people are most people. they are all contrary to their wishes, and she does satisfy the thoughts of those who violate these things in this regard.",看完我终于知道她火的原因了，就是一种对纯粹的需求，因为长期缺乏且越来越缺，越来越多人缺，从获取食材到加工到最后成品，很多人在除了欣赏一段手工美食的制作过程之外更重要的是一种联想：这种离自己现在生活越是遥远越又向往的纯粹感确实是不少人最想找一个时间和空间做的事情，但可惜多数人都是事与愿违，而她确实在这方面满足了这些事与愿违的人的念想。
17785,UgwIuinJuCfFMZ7fMdV4AaABAg,0,3 years ago,"liziqi, i want see your home and garden",liziqi，我想见你的家和花园
17781,UgzqYD1gwX6ldBmrxcN4AaABAg,0,3 years ago,where are you from?where your house? i want to go on your house to taking picture.plsss herathh if you agree,你来自哪里？你的房子在哪里？我想去你家拍照。
17778,Ugz8YUyEExRBl1U5QDF4AaABAg,0,3 years ago,may i know the music you used for this video? it's really mesmerizing and made my soul wanted to indulge more into the chinese culture that runs in my blood (that i just knew).,我可以知道您用于此视频的音乐吗？这确实令人着迷，使我的灵魂想更多地沉迷于我的血液中的中国文化（我刚刚知道）。
18101,Ugxi8mTOq8hfIg7kioN4AaABAg,0,3 years ago,"the life we wanted, but couldn't get",我们想要的生活，但无法获得
18189,Ugxh2HBGKg9ZrlWhKDZ4AaABAg,0,3 years ago,seeing that i want to order a bowl of powder to eat immediately,看得我想立马去点一碗粉来吃
18244,UgzO9RReP89Kg9NVxVF4AaABAg.92Ytme4gJow92bDNuKUn1-,0,3 years ago,"aarya anadeo's true and simple rural life, i long for it. want to go back to nature, instead of chasing in high -rise buildings.",Aarya Anadeo 真实又朴实的田园生活，我很向往。想回到大自然生活，而不是在高楼大厦中追逐。
18261,UgzgAeARfSfQsnr12JB4AaABAg,0,3 years ago,so beautiful that i want to cry,如此美丽，我想哭
18355,UgxHW28O1DTPDpXRyKd4AaABAg,0,3 years ago,i want to marry you,我想娶给你
18409,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92pgDnqZlYA,0,3 years ago,"my point stands. it's a lifestyle that few people can afford because they don't live in an area like that and to do so would require a great expense in purchasing land and tools. if she wasn't raised there and she wanted to live that lifestyle, then she would not have a grandmother to allow her to simply live there.",我的观点是。这种生活方式很少有人能负担得起，因为他们不住在这样的地区，并且需要在购买土地和工具上付出巨大的费用。如果她没有在那里长大，并且想过这种生活方式，那么她就不会有祖母让她简单地住在那里。
18415,UgwbdsE2_2KWTeRXJud4AaABAg.92Vd4vWuz7392Zqc0JaGTV,0,3 years ago,"@ryan-wm3cl mustard and kimchi are not the same thing. it is very kimchi to make kimchi. you probably haven't made it. if you don’t pay attention to the adjustment of the ingredients, you will grow up. eat kimchi. of course, everyone can afford it if you want to buy it, but the kimchi at home is the best.",@Ryan-wm3cl 榨菜跟泡菜不是一个东西啊伙计，做泡菜很花功夫的，你大概没有做过吧，不知道泡菜如果不注意调整配料，就会长霉，要通过小心照料才能在家做出好吃的泡菜。要买的话当然谁都能买得起，但是家里的泡菜是最好吃的，哪里都比不了
18427,UgwmRSwVdTw7_R-XMWF4AaABAg,0,3 years ago,"i want to ask people familiar with the matter. although i do n’t know how to cut bamboo shoots myself, but the bamboo shoots should not be cut like this. it should be a shovel? intersection intersection",我想问一下知情人士，我自己虽然不会砍笋，可是笋不应该这么砍吧，应该是连根铲起吧？？？
18445,UgwGOVkuHTT12w-NKGB4AaABAg.92Uhq2T0usQ92Wntg4LUBz,0,3 years ago,"it's one of the most foods you want to eat when chinese college students go home. i can't eat it and it's amazing, but i'll try it someday.",当中国大学生回家时，这是您想吃的食物之一。我不能吃它，这太神奇了，但是有一天我会尝试的。
18452,Ugx8y9urQgd10hph1x14AaABAg.92UdC5_uaE792bR_UChfoq,0,3 years ago,i actually want to go to my wife's house? ! have you asked me?,居然想去我老婆家做客？!问过我了吗？
18460,Ugz4oEoSLF-Q6PFOcHB4AaABAg,0,3 years ago,"longing for childhood, calm without burden and a lot of needs to want this and that",渴望童年，镇定而没有负担，也需要很多需要这个
18548,UgyqTS91AtdVbcQ3NN14AaABAg,0,3 years ago,"i want to eat beans so much ,hi...m ur big fan from northeast india",我想吃很多豆子，嗨...来自印度东北部的大粉丝
18562,Ugw75kbLdFYXwpgR9w54AaABAg.92SWJpDeBsS92W6WQwSedW,0,3 years ago,"if you are a rural household registration and rich, life can be so good

but if you transform your own rural home yourself, as long as your family has a constant population, the house will always be your home. if you are not used to it, you can go to the city to buy a new house.
this is why many places in the countryside want a boy, so that you can permanently inherit the real estate and land, and
in general, as long as you have money, you can spend very comfortable in the city or it, and it will be worse in comparison that there is no money in the city ...","如果你是一个农村的户口 并且有钱,生活就是可以那么好

但是如果你自己改造自己农村的家,只要你家人口不断,房子永远是你家的,你如果住不惯可以随时去城市购买一栋新房子 只要你有钱
这也是为什么农村很多地方都想要有个男娃, 这样可以永久继承房产,和土地,
总的来说 你只要有钱 无论在城市 或者 都可以过得很舒服,相比之下 在城市里没钱 会更惨..."
18586,Ugx1J7BZmsruAw30A394AaABAg.92RG1FsI7Ck92SMW3aoF34,0,3 years ago,so what do you want to prove? what are you talking about what you shoot? for the bars?,所以你想证明个啥？人家拍的是什么你说的又是什么？为了杠而杠？
18685,UgxkRNa3PCVtt_GGiJZ4AaABAg,0,3 years ago,"i want to eat it abroad, i really want to eat it, but i didn't sell it",在国外，看到你做的，好想吃，可惜没有卖
18736,UgyMFuS82X31_dtESgF4AaABAg,0,3 years ago,"as a liuzhou native, i want to say that the authentic snail powder is not so messy with the random side dishes, peanuts, peanuts, sour bamboo shoots, green bamboo vegetables",作为柳州人我想说正宗的螺蛳粉没有那么多乱七八糟的配菜 花生 腐竹 酸笋 青菜就够了
18740,UgzTgQNOxhlZY05TBbN4AaABAg,0,3 years ago,want to eat,想吃
17768,UgyNFU7rZ0lyTJi8Z3V4AaABAg,0,3 years ago,"is there anybody came here like me ,wanted to see how she cooks ,but feel she ' s an angel ,cannot move your sight away from her angelface?xddd",有没有人像我一样来到这里，想看看她是如何做饭的，但是觉得她是天使，不能将您的视线从安排上移开？xddd
17677,UgzfDslfx7qfK-WtSrN4AaABAg,0,3 years ago,"damn, why do i want to watch this late at night, so hungry, it looks delicious, this taste looks super authentic",我靠，为啥我要深夜看这个，好饿啊，看上去都好好吃啊，这味道看上去就超正宗
16966,Ugy_PGX_xU3FUFnIEuZ4AaABAg,0,3 years ago,the life i want,我想要的生活
17041,UgwKRJYCs3RwkdbQ4vR4AaABAg.92oOjhF9FkP92virwts5A7,0,3 years ago,"do you think too much, do you want to eat firewood rice? carefully check environmental protection and take your pot away.",你想多了，还想吃柴火饭？小心查环保的把你家锅端走
17128,UgxJE3ErV4kEsyVsCkJ4AaABAg,0,3 years ago,i want such a wife for myself,我想要自己的妻子
17125,Ugy3AGvsYt-tDIbulfx4AaABAg,0,3 years ago,i want to go to a bowl of snail lion powder,想去嗦一碗螺狮粉了
17103,UgwbkiFZJ2hOblwQx_x4AaABAg,0,3 years ago,"if i have a chance, this is the place i want to go.",如果我有机会，这是我想去的地方。
17066,Ugy1sPiLos6zP57oJrl4AaABAg,0,3 years ago,"people from guangxi, i want to eat without eating snail powder for a few days.",广西人，几天不吃螺蛳粉就想吃了，不说了，到楼下打包个螺蛳粉回来吃
17059,UgzyO184WHNiIGzqjG94AaABAg,0,3 years ago,i really want to marry a girl like you as a wife.,好想娶一个你这样的女孩做老婆。
17055,UgzDxdixVaXegfqp5ah4AaABAg,0,3 years ago,"do you have to change your wife, you want to change",得如此之妻、要江山都不换
17034,Ugy42vVpivLwv5T2Fet4AaABAg,0,3 years ago,"as expected, it's not bamboo, but can you eat it seriously? i want to eat.",正如预期的那样，它不是竹子，但是您可以认真对待吗？我想吃。
17553,UgxFNjwKbdxYapLThSB4AaABAg,0,3 years ago,i want to go there,我想去那里
17019,UgzDIzgHNmMg2FPJfUd4AaABAg,0,3 years ago,i want to marry her as a daughter -in -law,我想娶她做媳妇
17009,UgzlvLAuMcOxzT1nN5R4AaABAg,0,3 years ago,"what does it mean to be curious about this 11,000 -point person? do you want to step on food videos? or is it to step on? it can only be said that the person who click on is either stupid or bad",真好奇这1.1万点踩的人是什么意思？美食的视频也要踩？还是说为了踩而踩？只能说，点踩的人，不是蠢就是坏
17003,UgxYDt_i3cF-KDmaCGF4AaABAg,0,3 years ago,i want this sound track,我想要这个音轨
17002,Ugw0wzhhK0hOPIgp6L94AaABAg,0,3 years ago,i want to marry her,超想娶走她
16996,UgzWzQO-V4qTL8zhHDN4AaABAg,0,3 years ago,"i want to know the address here.
i really want to go.","我想在这里知道地址。
我真的很想去。"
16976,UgyzyhhQRHZVv1b81R54AaABAg,0,3 years ago,i want to move to that place n marry her.,我想搬到那个地方嫁给她。
17197,UgxXXXbHaQfFlDGrcWF4AaABAg,0,3 years ago,i want to eat that cooked foods....,我想吃煮熟的食物。
17232,Ugx01YV-aIZ8ekcEYkZ4AaABAg,0,3 years ago,"ahua, you have a godfather, and you still want to become famous and admire",阿花，你都有干爹了，还这么努力想成名，佩服
17254,Ugzd1X1DBjGYdtFkhQp4AaABAg.92mFScJvOzw92sgSNsspXD,0,3 years ago,"don't think about it, i really want you to live with her like that life should not be able to support for 1 month",别想了，真要你跟她去过那样的生活应该撑不过1个月
17281,UgwMIKCuSCDMZ0pbish4AaABAg,0,3 years ago,i cried in the evening when i was studying in japan and i wanted to go home.,大晚上的看哭了在日本留学好想回家嗦粉
17299,UgzNwunajL4UILKvNKd4AaABAg,0,3 years ago,i want to see her. i want to go to see her garden.,我想见她。我想去看她的花园。
17305,UgyZ0x3W4yF3gsdg8Ql4AaABAg,0,3 years ago,i want to marry her..,我想嫁给她..
17308,UgwB01MidNO7gVNbCyR4AaABAg,0,3 years ago,i want to live in a world where these videos are the standard of beauty.,我想生活在这些视频是美丽标准的世界中。
17309,Ugwc8omuL1gZTD_5IJN4AaABAg,0,3 years ago,"it's so scattered and peaceful, i want to live in china.",它是如此分散和和平，我想住在中国。
17359,Ugz_7s6SA3hDL7Can_t4AaABAg.92l8B0Itr-992uk3Ul3W2V,0,3 years ago,chinese food in the states is trash. what you see here is real original home brew food at it's finest. i so miss home dishes. i want to go but the darn flight are so expensive and long,美国的中国食品是垃圾。您在这里看到的是最好的原始家用啤酒食品。我非常想念家里的菜肴。我想去，但该死的飞行是如此昂贵且漫长
17376,UgxE4Xyv2x7GF9orXHZ4AaABAg,0,3 years ago,"nice video. dear friends, if you want to remove the commercial kitchen cooking smoke, pls contact with me , email : sales01@ruixili.com",不错的视频。亲爱的朋友，如果您想删除商业厨房烹饪烟，请与我联系，电子邮件：sales01@ruixili.com
17390,UgzGA5SwefAaArUYTl14AaABAg,0,3 years ago,i really want to live this kind of life,我都好想过这种生活
17404,Ugw_DK9c6q6oE8-GTrF4AaABAg,0,3 years ago,"how much spent to eat like this every day, and the stomach is hungry. if you can, please help me cook. eat every day in the restaurant and want to vomit.",要花多少钱才能每天 吃得像这样，肚子都饿了，如果可以的话，请帮我做饭，每天在餐馆吃都吃的想吐了
17413,UgwV-uzw6206Qx2IoKZ4AaABAg.92kaKG0I8dO92oP2CXCPXy,0,3 years ago,@dexter_7883 hey dude...even m saying she is..the only thing i want mention is she a simple and beautiful..dnt mind with my comment if u don't like..,@dexter_7883嘿，伙计...甚至我说她是..我唯一要提及的是她一个简单而美丽的..如果你不喜欢的话，我的评论不在乎..
17472,UgxCfi0y2ksRrLY6AdJ4AaABAg,0,3 years ago,i want to stay living in that place . ( but i cannot eat spicy food... actually can but the morning after is terrible :(,我想留在那个地方。 （但是我不能吃辛辣的食物...实际上可以很糟糕，但可以很糟糕:(
17475,UgyHAklRwUY9uQhExkx4AaABAg,0,3 years ago,i want to mary this woman,我想玛丽这个女人
17513,UgzB7n11n0RaK0DujjN4AaABAg.92jafgxMBzk92s8FL0owoN,0,3 years ago,no she wanted to take care of her grandmother,不，她想照顾祖母
17526,Ugytbo-rG4w0SKNYiE14AaABAg,0,3 years ago,i want to cry....,好想哭....
18860,UgxAVzHYfNIDIWGUTgV4AaABAg.92GcCTn5nva92TNgxl0Uhg,0,3 years ago,"she doesn’t need to get a man, she can live on her own as long as she wants.",她不需要一个男人，只要她想要的就可以独自生活。
18921,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92S3X1TkQVX,0,3 years ago,"kt zhou is sorry, i want to ask what is the cultural output? is it a derogatory term?",Kt Zhou 不好意思 我想问一下文化输出是啥？是贬义词吗？
18926,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92VbqQx4qkf,0,3 years ago,whoever has money does not want to live such a life. but where is the money?,有了钱谁不想过这样的生活。可是钱在哪儿呢 ？
20211,Ugz9pBffaUG1UDcznX14AaABAg,0,3 years ago,i want to eat snail powder,想吃螺蛳粉了
20509,Ugz1ec5y2Fi5N2CAyFF4AaABAg.90ojDy-Ex93914ToVun-q0,0,3 years ago,i just want to live a comfortable life,想生活舒而已
20484,UgxGaVRIx3Qu2qq0jdp4AaABAg,0,3 years ago,"so cute, so cooking. i want this mother.",好可爱，所以做饭。我想要这个母亲。
