,cid,votes,time,含want,含want中文翻译
6749,UgxPHxoFODAYbPz_VRV4AaABAg,0,2 years ago,i love your videos they make me want to do my chores,我爱你的视频，他们想让我做家务
7607,UgzltqG6Nz_gcCwqsal4AaABAg,0,2 years ago,i want to know her biography,我想知道她的传记
7610,Ugzag16hhqEJcBTfMih4AaABAg,0,2 years ago,"we need funds and have all machineries need packing machines and funds for my company related to food products mainly in masalas, pickles, papads, jams etc.i want to start it in large scale, so need funds......",我们需要资金，所有机器需要包装机和资金，我的公司与食品有关，主要是Masalas，Pickles，Papads，Jams等。我想大规模启动它，因此需要资金……
7728,UgxSgCYsMbdkY4I6If14AaABAg.9JSet9Ah3H29JnuCtTO4lF,0,2 years ago,@janinetayco250 would like to have thai subtitles too will understand. and want to follow. thank you in advance.,@janinetayco250也想拥有泰语字幕会理解。想跟随。先感谢您。
7744,UgwgMz3OZI-3sQtP9ZZ4AaABAg,0,2 years ago,i just want to camera man,我只想照相机
8501,UgxClTbDm4NcZC8ZjB54AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8498,Ugx8nDbIRWVQw5hU3ht4AaABAg,0,2 years ago,"please respect that china itself has a kimchi culture. if you don't want to see his video, leave right now.
narrow democracy only makes koreans hate from other countries.
there are 18 million koreans in china, and do you admit that chinese koreans share the same traditional culture as koreans? .
in china, there are dozens of kimchi soaked in china.
we are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8392,UgwsvBqPROZMw61M4I54AaABAg,0,2 years ago,i want the recipe of that snow flake crisp,我想要那种雪片酥脆的食谱
8381,Ugzn_iQ2T3jKlJ7Hod54AaABAg,0,2 years ago,i really want mango now,我现在真的想要芒果
8333,Ugy7s62aAQFke9cgHwZ4AaABAg,0,2 years ago,i really really want to live in the countryside.,我真的很想住在乡村。
8224,UgxgYmsPrh-NICAu4b14AaABAg,0,2 years ago,"it’s a peaceful way of life, by i don’t think i’d ever want it. i’m a lazy person by nature, and my father worked hard and swore to never let me live a life like this, he says it’s tiring work and would make my “smooth hands” calloused. i’ll honor his wishes and try to succeed in the urban landscape while appreciating such a life ^^",这是一种和平的生活方式，我认为我永远不会想要它。我天生就是一个懒惰的人，父亲努力工作，发誓永远不要让我过上这样的生活，他说这很累，会使我的“光滑双手”变得冷酷无情。我会兑现他的愿望，并试图在城市景观中取得成功，同时欣赏如此生命^^
8096,Ugz7xriTmFbhbymGheF4AaABAg,0,2 years ago,i want a new episode of liziqi,我想要一个新的liziqi
8031,UgxZtYKqvUJc3aoYQxt4AaABAg,0,2 years ago,i want to see you soon,我想尽快见到你
7985,Ugz1yWyMiJgdyI-n5k54AaABAg,0,2 years ago,peace. i want to go there,和平。我想去那边
7960,Ugyrd_nRG7HWGWpWBop4AaABAg,0,2 years ago,we want to support channels,我们想支持频道
7956,UgyPa_HT-PV1RayRBMB4AaABAg,0,2 years ago,"it's great, want to eat 想",太棒了 想吃
7949,Ugxz0hgMzvhZOfDxghd4AaABAg,0,2 years ago,i lovvv popcorn :3 and the candy’s was liziqi making make me want to eat that candy’s,我喜欢爆米花：3和糖果是liziqi让我想吃那个糖果的
7947,UgybZEy_mhj_hbQJDXd4AaABAg,0,2 years ago,"we urge your urgent attention as our democratically elected leaders including state counsellor aung san suu kyi, president win myint along with senior government officials, and the elected members of parliament have now been detained by the military. please kindly assist our country by stopping this military coup as it is happening right now in myanmar( burma). 

aung san suu kyis party won a landslide victory in the recent election and the new parliament is due to start in the next few hours. 

we need your urgent appropriate action and intervention to stop this military coup to protect the people of myanmar (burma) and the democratically elected national league for democracy government.

#savemyanmar 
#saveburma 
#reject_the_military
#we_want_democracy
#weneedjustice
#help_us
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleaderaungsansukyi","我们敦促您紧急关注我们的民主选举的领导人，包括州顾问Aung San Suu Kyi，总统Win Myint与高级政府官员以及民选议员现在已被军方拘留。请通过停止这项军事政变来协助我们的国家，因为缅甸（缅甸）正在发生。

昂山·苏伊斯（Aung San Suu Kyis）党在最近的选举中赢得了滑坡的胜利，新议会将在接下来的几个小时内开始。

我们需要您紧急采取适当的行动和干预，以阻止这项军事政变，以保护缅甸人民（缅甸）和民主选举的民主政府。

#savemyanmar
#Saveburma
#reject_the_military
#We_Want_Democracy
#weneedjustice
＃帮助我们
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleleaderaungsanukyi"
7946,UgzNcn6o4pSV33PW8fx4AaABAg,0,2 years ago,"we urge your urgent attention as our democratically elected leaders including state counsellor aung san suu kyi, president win myint along with senior government officials, and the elected members of parliament have now been detained by the military. please kindly assist our country by stopping this military coup as it is happening right now in myanmar( burma). 

aung san suu kyis party won a landslide victory in the recent election and the new parliament is due to start in the next few hours. 

we need your urgent appropriate action and intervention to stop this military coup to protect the people of myanmar (burma) and the democratically elected national league for democracy government.

#savemyanmar 
#saveburma 
#reject_the_military
#we_want_democracy
#weneedjustice
#help_us
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleaderaungsansukyi","我们敦促您紧急关注我们的民主选举的领导人，包括州顾问Aung San Suu Kyi，总统Win Myint与高级政府官员以及民选议员现在已被军方拘留。请通过停止这项军事政变来协助我们的国家，因为缅甸（缅甸）正在发生。

昂山·苏伊斯（Aung San Suu Kyis）党在最近的选举中赢得了滑坡的胜利，新议会将在接下来的几个小时内开始。

我们需要您紧急采取适当的行动和干预，以阻止这项军事政变，以保护缅甸人民（缅甸）和民主选举的民主政府。

#savemyanmar
#Saveburma
#reject_the_military
#We_Want_Democracy
#weneedjustice
＃帮助我们
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleleaderaungsanukyi"
7945,UgxRmEi1tZ5G_u3MuyZ4AaABAg,0,2 years ago,"we urge your urgent attention as our democratically elected leaders including state counsellor aung san suu kyi, president win myint along with senior government officials, and the elected members of parliament have now been detained by the military. please kindly assist our country by stopping this military coup as it is happening right now in myanmar( burma). 

aung san suu kyis party won a landslide victory in the recent election and the new parliament is due to start in the next few hours. 

we need your urgent appropriate action and intervention to stop this military coup to protect the people of myanmar (burma) and the democratically elected national league for democracy government.

#savemyanmar 
#saveburma 
#reject_the_military
#we_want_democracy
#weneedjustice
#help_us
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleaderaungsansukyi","我们敦促您紧急关注我们的民主选举的领导人，包括州顾问Aung San Suu Kyi，总统Win Myint与高级政府官员以及民选议员现在已被军方拘留。请通过停止这项军事政变来协助我们的国家，因为缅甸（缅甸）正在发生。

昂山·苏伊斯（Aung San Suu Kyis）党在最近的选举中赢得了滑坡的胜利，新议会将在接下来的几个小时内开始。

我们需要您紧急采取适当的行动和干预，以阻止这项军事政变，以保护缅甸人民（缅甸）和民主选举的民主政府。

#savemyanmar
#Saveburma
#reject_the_military
#We_Want_Democracy
#weneedjustice
＃帮助我们
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleleaderaungsanukyi"
7908,Ugyu8mz7KAOHTRxeqhV4AaABAg,0,2 years ago,want to run away like this,想像这样逃跑
7871,UgxyJeRe4X0XVmMOeox4AaABAg,0,2 years ago,"i want too, because you don't invite me to dinner",我也想要，因为你不邀请我吃晚饭
7870,Ugy_0f8OyV6TfhhPcwd4AaABAg,0,2 years ago,"i dont know, but i really want to taste that snowflakes crips. it looks delicious tho",我不知道，但我真的很想品尝雪花cr。看起来很美味
7841,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVQboq4kJT,0,2 years ago,"@shinkurosetta2157 you can believe whatever dumb clickbait you want to, i'm not even for the ccp, but ppl like you who attacks other people's hobby videos on yt and labels anyone who disagrees w/ you as ""ccp 50 cent army"" copypasta is a real brain-dead move. before you talk about other people's ""morals"" and how ppl shouldn't attack you for hobbies, you should look in the mirror. otherwise you're going to get a taste of your own medicine",@shinkurosetta2157您可以相信您想要的任何愚蠢的点击诱饵，我什至不适合CCP，而是像您一样的PPL，他们在YT上攻击他人的爱好视频，并标记任何不同意您为“ CCP 50 Cent Yours”的人真正的脑死亡动作。在谈论别人的“道德”以及PPL不应该以爱好攻击您之前，您应该照镜子。否则您将品尝自己的药
7839,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVPH2t0vql,0,2 years ago,"@shinkurosetta2157 you're the brain-dead one whose making sweeping generalization on a freaking countryside and politicalizing it. and when someone points out your politically charge comment as flawed, you label and attack them as ccp. now you want to talk about ""morals"" and how it's not cool attacking people's hobby... what do you think you're doing on this comment section; attacking liziqi for her farming hobbies and making it political? if you wanna talk abt ccp, go on serpentza's video. if you're going to do it here, i'm going to call you out on your clickbait sht.",@shinkurosetta2157您是脑死亡的人，他在一个怪异的乡村中进行了广泛的概括并进行政治化。当有人指出您的政治指控评论是有缺陷的时，您将其标记并攻击为CCP。现在，您想谈论“道德”，以及对人们的爱好的攻击方式不是很酷的……您认为您在此评论部分做了什么？攻击利兹奇（Liziqi）的农业爱好并使其成为政治性？如果您想谈谈ABT CCP，请继续使用Serpentza的视频。如果您要在这里这样做，我将在ClickBait SHT上呼唤您。
7814,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JQDOmwDICV,0,2 years ago,"@12vtbfx37 i saw that you wrote down that you are our chinese, then how do you fucking do youtube? that's illegal..! in world war ii, we were dominated by japan, and we've never heard of anything related to china. it's all fake and the only real thing is the coronavirus in china. and there's a star pattern on the chinese flag, right? since the star shape started with egypt, you don't seem to deserve to say anything about the taegeukgi. and i just told you about kimchi, why is the story leaking to another place? do you have any evidence to say that you want to take away the kimchi culture? please don't think that china is the center of the world! the population is huge and the production per person is lower than that of korea",@12vtbfx37我看到你写下来说你是我们的中国人，那你怎么他妈的youtube？那是非法的..！在第二次世界大战中，我们被日本统治了，我们从未听说过与中国有关的任何事情。这都是假的，唯一的真实是中国的冠状病毒。而且中国国旗上有一个星形图案，对吗？由于明星形状始于埃及，因此您似乎不应该对Taegeukgi说任何话。我只是告诉您有关泡菜的情况，为什么这个故事泄漏到另一个地方？您是否有证据表明您想带走泡菜文化？请不要以为中国是世界的中心！人口庞大，人均产量低于韩国
18640,UgyJoYE82X1U7jRu6yR4AaABAg,0,3 years ago (edited),what a nice video. i love that you want grandpa. and very natural sweets. you are very creative. it motivates me to do things. i have.,多么好的视频。我爱你想要爷爷。和非常自然的糖果。你很有创造力。它激励我做事。我有。
18720,UgzL-OXxiuU_dY9MCft4AaABAg,0,3 years ago,want to have a house with a community like this,想和这样的社区有一所房子
33246,UgyHKvVhPGR6Cj0H_JZ4AaABAg,0,4 years ago,i want to marry this girl๐’•๐’•๐’•,我想嫁给这个女孩
28042,Ugwi7HuobgjZaxyLf8V4AaABAg,0,3 years ago,"liziqi, you are a genius! if we all lived like you , there would be no want",利兹奇，你是个天才！如果我们都像你一样生活，那将不想要
28301,UgyDJvuq8i5JfgGb6Zx4AaABAg,0,3 years ago,i want to live with her too,我也想和她一起生活
28253,UgwW5I4JdtW-PgyhhdB4AaABAg,0,3 years ago,i think the puppies are always hungry ๐ญ. they are always smelling the food and want to eat what she is cooking ๐ญ๐ญ but she always moves them away โน๏ธ,我认为幼犬总是饿了。他们总是闻到食物的味道，想吃她正在烹饪的东西
28233,UgzBWOc15qC5bn8t33Z4AaABAg,0,3 years ago,i remember my grand parents and this wants me to be back in my childhood days,我记得我的祖父母，这希望我在童年时代回来
28218,UgzzzxPrPa_O232kTbZ4AaABAg.8yi87UH-nLQ8z9oh3mrI1S,0,3 years ago,"this is the culture shock. btw, mulan is not a feminist, she just want to protect her family and join army instead of her father or brother. any culture, will be twist or reform to fit in another culture. that's why the usa people having general tso's chicken(never found this dish in mainland china), and some of the mainland china's kfc are serving rice meal.",这是文化冲击。顺便说一句，木兰不是女权主义者，她只想保护自己的家人，而不是父亲或兄弟。任何文化，都是扭曲或改革，以适应另一种文化。这就是为什么美国有TSO将军的鸡肉（从未在中国大陆找到这道菜），而中国大陆的一些肯德基正在提供米饭的原因。
28176,UgwAuFK2c-BdCoATh2R4AaABAg,0,3 years ago,"well, chinese cinderella, you want to get married โ๏ธ",好吧，中国灰姑娘，你想结婚☝️
28110,Ugw1_LUWsJBPZ614hmF4AaABAg,0,3 years ago,sometimes i also want to have a free life like this. just because i'm so lonely and sad today,有时我也想拥有这样的自由生活。只是因为我今天是如此孤独和悲伤
28090,Ugy3h4G8GIOW0f7Cu3t4AaABAg,0,3 years ago,i want to living at your home ๐,我想住在你家
28083,UgxLwIcMb8vM2w6ohuZ4AaABAg,0,3 years ago,her videos are fake.this is what i want to say as chinese.we know she had a team to do these,她的视频是假的。这就是我想说的话。我们知道她有一个团队来做这些
28082,UgymlH7T3VhSyAT8Ith4AaABAg,0,3 years ago,compare to this then supermarket is nothing ๐ค she got everything she wants,与此相比，超市没什么
28074,Ugw8W7VCt_71nFAX7Xt4AaABAg,0,3 years ago,video disliking people want to be there .like me,视频不喜欢人们想在那里。
28028,UgxVzqQmNhYJfBwrbrV4AaABAg,0,3 years ago (edited),"hi lipizi.
i saw your all videos. 
i really enjoyed. and i wish that.i want to spend with you and your life style same days if you can.
riaz malik from pakistan lahore. 
my mobile number is.
00923004106502.","嗨，Lipizi。
我看到了你所有的视频。
我真的很喜欢。我希望。如果可以的话，我想与您和您的生活方式一起度过。
巴基斯坦拉合尔的Riaz Malik。
我的手机号码是。
00923004106502。"
28371,UgyiuCRWnxnKuQcAoVF4AaABAg,0,3 years ago,i want to go live with this lady! she is amazing!,我想和这位女士一起生活！她很棒！
27993,UgxbVpEu_20JyTbKT8R4AaABAg,0,3 years ago,every one in the world wants to live life like this..,世界上每个人都想过这样的生活。
27969,UgyQCAiqabsXBAhuG0Z4AaABAg,0,3 years ago,why do she have everything? i really want to see a little bit,为什么她的地方什么都有啊？好想去看一点点
27956,Ugxu8g131Hf99XJHSkt4AaABAg,0,3 years ago,want more and.more videos i m form bangladesh,想要更多和更多视频，我是孟加拉国
27835,Ugx1Wn-EXd-9FmbOwzp4AaABAg,0,3 years ago,which place is these i want to vist onces,这些地方是我想远离的地方
27771,UgzvbVFxU-fXadYLxJx4AaABAg,0,3 years ago,"so it's not just the chinese people like her videos, but foreigners also like it. it seems that this life is yearning for people all over the world.
so not only chinese like her videos, everyone in the world like, cause it's the best life we want live .....","所以不只是中国人喜欢她的视频，外国人也喜欢啊。看来这生活是全世界人都向往的.
So not only Chinese like her videos ，everyone in the world like,cause it's the best life we want live ....."
27742,UgwGNIlWmgA_sU9bU2p4AaABAg,0,3 years ago,where this heaven lizqi i want to visit,我想参观这个天堂的lizqi
27707,UgyBT_uobGddYNwbPmB4AaABAg.8z8aAC7Hduu8zNqXgDU01K,0,3 years ago,@frostjack8643 pls give her full address. i wanted to visit her.,@frostjack8643 pls给她完整的地址。我想拜访她。
27627,Ugw2OZAveM2wQhcpDzl4AaABAg,0,3 years ago,god i want to live and them ๐๐๐๐๐๐,上帝，我想活下去，他们
27599,Ugz-80StjzekzaZ0aJ54AaABAg,0,3 years ago,i want everything cool to you ๐๐๐น,我希望一切都很酷
27587,UgwZoYbYL2aC_w9lIzd4AaABAg,0,3 years ago,i wanted to eat.,我想吃。
28365,UgwMDQKzT2lFDkjsnCN4AaABAg,0,3 years ago,i want to go there๐–ค๐”โค,我想去那里
28398,UgwAmh9mwbsNn2MrK6F4AaABAg.8y_gWQmCqaX9bZgldnINEg,0,1 year ago,that is what they want you to feel like ๐.. it's a propoganda channel.. no one can upload stuff on youtube in china without ccp's approval.,这就是他们希望您的感觉
27564,UgwcKSH9Uic_kKD8oGx4AaABAg,0,3 years ago,i want to live like you,我想像你一样生活
28836,UgxAVfbEI6uR3O8O6Nd4AaABAg,0,3 years ago,this. this is what i want. i'm so tired of the life i'm living right now. she is truly rich.,这。这就是我要的。我对自己现在生活的生活感到非常厌倦。她真的很富有。
29154,UgyB1NaGPfkmVZrL41d4AaABAg,0,3 years ago,"i want to live your life like you because i love that nature where did you live and you are really very hardworking girl ,and you are looking so cute and humble , and i am from india but i like your place more",我想像你一样过着你的生活，因为我喜欢你住在哪里，你真的很努力地工作，你看起来很可爱和谦虚，我来自印度，但我更喜欢你的地方
29132,UgzaglQvftaDkaSB2CN4AaABAg,0,3 years ago,i also want to eat ~,我也想吃〜
29091,Ugz5MBCHhNQsj6y2BGp4AaABAg,0,3 years ago,"each year, the new year comes to follow to explode every time i hear the sky want to dance. but now it is over. all have a job to do it all. should lose childhood joy",每年，每年我听到天空想跳舞时，新的一年都会爆炸。但是现在已经结束了。所有人都有一份工作。应该失去童年的喜悦
29039,Ugy6zPwhwpQarESt2vd4AaABAg,0,3 years ago,i want to marry her to be a mother,我想嫁给她成为母亲
28993,UgzGXEMBCAgcK8hUxvB4AaABAg,0,3 years ago,where does she live. i want to live there.,她住在哪里。我想住在那里。
28977,Ugx2TKd12ZgAsguGC5t4AaABAg,0,3 years ago,i want to know where this is? is it yunnan or taiwan,我想知道这是哪？是云南还是台湾
28975,Ugyx_mneB7izvW1MR7R4AaABAg,0,3 years ago,hai madam i'm indian i don't know ur language bt i love ur videos pls i want subtitles in english pls pls,hai夫人我是印度人，我不知道您的语言bt我喜欢你的视频，我想要英语字幕
28874,UgxUz-rc2OZ1eDENx7x4AaABAg,0,3 years ago,i want to meet you once,我想见你一次
28850,Ugyt7T3gEUFM4p7rQJB4AaABAg,0,3 years ago,this is the kind of life that i want tbh,这是我想要TBH的生活
28848,Ugxxd3-ZEkUYmBhDYiB4AaABAg,0,3 years ago,i lost count at how many food she makes but i want to eat all of them,我对她做了多少食物，但我想吃掉所有的食物
28832,UgxKcshdHXcHiaR4I5t4AaABAg,0,3 years ago (edited),"i want ,love those dogs..they are lucky to be with her in that kind of environment๐คฃ๐คฃ๐’•๐’•...i want those popcorns...how did the do it๐ญ๐ญ",我想要，爱那些狗。.他们很幸运能和她在一起，在这种环境中……我想要那些爆米花...这是怎么做到的。
28423,Ugz0yRQMqzECGWQNhZF4AaABAg,0,3 years ago,i want come for you.,我想为你来。
28805,UgyBUzDGg0AdQdACSIl4AaABAg,0,3 years ago,i want a life like these. a lot of thing to eat ๐ฅฐ๐ฅฐ๐ฅฐ.,我想要这样的生活。吃很多东西
28654,UgxK_WTxiiRk9WpNayJ4AaABAg,0,3 years ago,hi i want to be your neighborhood,嗨，我想成为你的附近
28630,UgyUn-WXemEMBECcJrN4AaABAg,0,3 years ago,where this girl wants to live in the place,这个女孩想住在这个地方
28599,UgzFMF3OCt3oOjWrRCJ4AaABAg,0,3 years ago,i don't know why i want to use english? chinese chinese diet chinese landscapes.,不太懂为什么要用英文？ 中国人中国饮食中国山水。
28595,UgzhBmidBorqWEMicS94AaABAg,0,3 years ago,wants all videos,想要所有视频
28586,Ugw_QK8UEHQpGJeQKw54AaABAg,0,3 years ago,i want to go to live like this.,我想这样去生活。
28541,Ugx1g_ioxc4qwJvEAap4AaABAg,0,3 years ago,want to collect indonesian people who watch this๐,想收集观看此事的印尼人
28518,UgyrweBzzK7IB7cotMR4AaABAg,0,3 years ago,"people down in the comment section talking about this is how life is supposed to be or this is what i want the current system this and that blah blah. realize that this is a relaxing video that is heavily edited. in reality there is no nice background music. and to do a simple task of washing your cloth you have to walk 30min down a mountain to wash them by the river, scrubbing them one by one with the soap you made from ash and fats. then carrying the wet cloth all the way back up the mountain which will take one hour. and at this point a average city dweller would have been worn out you realize that was just one routine, you haven't even started cooking lunch yet, so lets turn on the fire. oh yea by turn on the fire i mean go gather firewood and start it from tinder. but where is the chicken that you now need to make, oh it's happily looking for bugs in the yard, you got go grab the nearest one and slit its throat and watch it as the blood is slowly drained from the body. have fun guys that's just a tiny portion of the morning.",在评论部分讨论的人是生活应该是什么样的，或者这就是我想要当前的系统和那个等等的等等。意识到这是一个精心编辑的轻松视频。实际上，没有好的背景音乐。要做一项简单的任务来洗衣服，您必须走30分钟的山上将它们洗净河边，用灰烬和脂肪制成的肥皂一一擦洗它们。然后将湿布一直延伸到山上，这将需要一个小时。在这一点上，普通的城市居民会疲惫不堪。哦，是的，打开火，我的意思是去收集柴火，然后从Tinder开始。但是，您现在需要制作的鸡在哪里，哦，很高兴在院子里寻找虫子，您可以去抓住最近的鸡肉，割断喉咙，看着它，因为血液慢慢地从身体中排出。有有趣的家伙，这只是早晨的一小部分。
28472,Ugxpk4KM_KAvgm0yslt4AaABAg,0,3 years ago,i like your video and i want to be your sister,我喜欢你的视频，我想成为你的妹妹
28443,Ugx-J_CEw6d_cQ01TYR4AaABAg,0,3 years ago,i want to marry her.๐,我想嫁给她。
27586,Ugxut6jJBx42PboHILh4AaABAg,0,3 years ago,i want to go there!!!!!,我想去那边！！！！！
27543,Ugy3gsac8Uq5R_Beev54AaABAg,0,3 years ago,"wow..this is the life i want ..
it's all natural.","哇..这是我想要的生活。
这都是自然的。"
29318,UgxlGW6tjQaE0YmsUJF4AaABAg,0,3 years ago,please make a video with your puppies or lamb. they're so cute they really want your attention.,请与您的幼犬或羔羊一起制作视频。他们是如此可爱，他们真的想要您的注意。
25566,UgyMDNLVEdR07V83XuF4AaABAg,0,3 years ago,take me with you i want to go to asia or i'm mexican and i have to go around to asia,带我和你一起去亚洲，或者我是墨西哥人，我必须去亚洲
25892,UgxCKfZv97AXEzRYOV14AaABAg,0,3 years ago,"if i come to china, the first place i want to visit is her house.",如果我来中国，我想参观的第一个是她的房子。
25886,UgwGeEQT6Hzx0Mf10AZ4AaABAg.8zwQswse-Z_9-N274BP0PH,0,3 years ago,"vanessa kennedy thatโ€s literally what being a farmer is. what, you want her just to say fuck it and have her family who is dependent on subsistence farming completely abandon one of the major aspects of that practice? come on now.",凡妮莎·肯尼迪（Vanessa Kennedy）实际上是农民的意思。什么，您希望她只是说他妈的，并让她的家人依赖生存耕种，这完全放弃了这种做法的主要方面之一？来吧。
25858,UgyNeI9hX4qql4dgkPN4AaABAg,0,3 years ago,"want to eat a ni to cook, live all my life in the mountain, does anyone look like me",想吃一个ni做饭，我一生都在山上生活，有人看起来像我吗
25729,UgyzIVewVN4S7ZEnKYl4AaABAg,0,3 years ago,i want to b ur guest plz ๐ค”๐ค”๐ค”,我想让您的客人plz
25721,Ugw4NGF8R2y5VOEvbil4AaABAg,0,3 years ago,"i'm so pretty ... i want to live like that too, ...
by the way, is that fruit tangfuru? it must be so delicious .. ใ… ","我真漂亮...我也想这样生活，...
顺便说一句，那是水果汤富鲁吗？它一定是如此美味。"
25711,UgxJ2yof1N0E_CtYl2p4AaABAg.9-4Tcm-zPzx9-N1H5W1mov,0,3 years ago (edited),calm patience youโ€re clearly the ignorant one. gordon is one of the most down to earth people iโ€ve ever seen as a celebrity. heโ€s his famous rude self to those who claim to be professionals and on his level but consistently fail to achieve what they claim they are capable of. go watch videos of his mentor. 100x worse. stay butthurt if you want but heโ€s a world class chef as well. heโ€s got credentials to back up his attitude.,平静的耐心你显然是无知的人。戈登是我看过是名人的最脚踏实地的人之一。他是那些自称是专业人士并在他的水平上，但始终无法实现自己声称自己有能力的人的著名粗鲁自我。去看他的导师的视频。 100倍更糟。如果您愿意，请留下Butthurt，但他也是世界一流的厨师。他拥有支持他的态度的证书。
25643,Ugw03NN1xMtoW55OOgh4AaABAg,0,3 years ago,"hi miss liziqi i like you, and i want to eat your cooking",嗨，利兹奇小姐，我喜欢你，我想吃你的烹饪
25612,UgxlH4vjQGgq3aFzxSJ4AaABAg,0,3 years ago,i want to stay with u for a year to learn everything i just love your videos....... ๐๐๐๐๐,我想和你在一起一年，学习我只喜欢你的视频的所有东西.......
25584,UgzBdhghzkE8bn5-ML94AaABAg,0,3 years ago,she is living the dream life i want god,她过着梦想的生活，我想要上帝
25568,UgyuWfP-BsAGSfP2anV4AaABAg,0,3 years ago,who would not want to marry or just even meet her,谁不想结婚甚至会见她
25563,Ugzgj2UnhQsqx-BDr214AaABAg,0,3 years ago,"want to ask dear zi, where are you living?",想问一下亲爱的子柒，你住的地方是哪？
25910,Ugyih5EW78Q4SSPEe-Z4AaABAg,0,3 years ago,i love here i want a wife like her .... wow,我在这里爱我想要一个像她这样的妻子。
25548,Ugw896lydupyVaQVlzZ4AaABAg,0,3 years ago,"i love her already...it's weird but yeah....i like her home and her attitude! i would want to live in a place like that....

ps is there no one who would talk about the fact that i can't see a single fly in there? it's just amazing","我已经爱她了...很奇怪，但是是的。。。我喜欢她的家和她的态度！我想住在这样的地方。

PS没有人会谈论我在那里看不到一飞的事实吗？真是太神奇了"
25535,UgzffaQh7CTvJ1nt0XF4AaABAg,0,3 years ago,who wants to marry her,谁想嫁给她
25533,UgyRi9iCUNzJnRYIds54AaABAg.9-BZdV6GyD59-L4Au39lap,0,3 years ago,"you want to help ruining it? like that island from the dicaprio movie. it's only beautiful because you ain't in it. and little less indians tourists, with all your disgusting habits.",您想帮助破坏它吗？就像迪卡普里奥电影中的那个岛屿一样。它只是美丽的，因为您不在里面。少了印第安人游客，您的所有令人讨厌的习惯。
25525,UgyGgWMMHqkC3G7KKxR4AaABAg,0,3 years ago,what do you want to eat?,你很要吃什么？
25485,UgyopKqq_TNnohHxND14AaABAg.9-HAT3KLPF-9-Q_q84ZG5E,0,3 years ago,why do not you feel shame why do not you feel men shame why do you want a girl to feel it?,你为什么不感到羞耻，为什么你不感到男人感到羞耻，为什么你想让一个女孩感觉到呢？
25483,Ugx49jGBb-OhuPz9gWF4AaABAg,0,3 years ago,"please be my bride! i want to find it anytime, so i want to find it haha",请成为我的新娘！我想随时找到它，所以我想找到它哈哈
25480,UgzXLpT3Wq5gdYN0xd14AaABAg,0,3 years ago,"i want to share this with as many people as i can so maybe some of the naysayers can understand better who she is. you'll gain even more respect for who li ziqi is by watching this wonderful interview!
https://youtu.be/yvggquw0g7w","我想与尽可能多的人分享这一点，因此也许有些反对者可以更好地理解她的身份。通过观看这次出色的采访，您将更加尊重李Ziqi是谁！
https://youtu.be/yvggquw0g7w"
25476,UgxfoIG09Qr6nXDAJhp4AaABAg,0,3 years ago,i jst want to know that in this technological nd mean world where does this peace nd affection of nature is found,我想知道，在这种技术和世界中，这种和平与自然的感情在哪里
25464,UgwYx4j0Z--sWzjYCq14AaABAg.9-IhUSN0itg9-Qa0he0Bt6,0,3 years ago,"what do you want from it? you live with nature, what do you want from it?",您想要什么？您与自然生活在一起，您想要什么？
25440,UgwQFZR72fFI-2UYx3B4AaABAg,0,3 years ago,"hello, i am a turkmen, i love you very much, i want to come to you and receive education",你好，我是土库曼人，我非常爱你，我很想来找你，接受教育
25903,Ugzg51UwhIoJkS1R1H14AaABAg,0,3 years ago,i want to live just like them ๐ญ๐ญ itโ€s so peaceful,我想像他们一样生活
25977,UgyMvfGq54HyWMrkluF4AaABAg,0,3 years ago,i want a cook book! these look yummy and fun to try !,我想要一本烹饪书！这些看起来很好吃，很有趣！
27457,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9EcVwnHIZU2,0,2 years ago,so instead of watching u video i jst want to eat u food,所以我没有看你的视频，我想吃你的食物
