,cid,votes,含culture,含culture中文翻译
2047,UgwTthPmPfp0bgpqMJJ4AaABAg,0,"1
While the word nature in the soul transmits the impression of stability and non -change, man appears in general, and the contemporary person in particular, a historical and variable being, his changes are accelerated in our time. Is it possible to say that a person is unique to the rest of the neighborhoods that he has no nature, or that every perception of human nature is a historical perception, which condemns his time more than what is supposed to be our mountain or our fixed formation? And when we look around us, we see that our partners in life, including animals and plants, seem programmers on the same deeds and interactions throughout their lives, unlike us. Singer does not have a date, it does the same things every year in a cycle ... normal. Senjab has a nature, although we do not know what is going on in the head of the squirrel, and what does the neighborhood mean that the neighborhood is a bond. Man has a history in return, and it seems that we have a history because we have no nature.

But it seems that a person has no clear nature. We are distributed over two sexes, and we multiply with reproduction, and the young people are breastfed by mothers milk, and we need us in general and more so that we can walk, we walk on legs like birds but we do not fly like them, and if you did not sleep in an accident or kill each other for each other, we die a ""natural"" death of old age, It is rare for one or one of us to live a century. But we speak after two or three years, alone about other animals in the language. Despite the multiplicity of our languages, it is not among us who are without a language, and the speaker of any language can multiply by intermarriage from the speaker of any other language, which means that we are similar biological, that is, we have one ""nature"". This is important against the ""racists"" of human beings. They deny the natural unity of humans, that is, the unity of the human element, but rather decide the large number of human elements and their salary as fixed, or natural data. In fact, the concept of nature that can be based on refuting racist claims can also be reassured to defend them.

Moreover, a person is a product of a development of a life on the planet of about four billion years old, which means that the potential distinction of his nature is one of the possibilities of this life, through the process of ""natural election"" in which the best and the most able to inherit its preferences win, and it comes out of the weakest race. With these images, what seems to be out of nature is the same as natural data.

2
It seems that our current formation is fixed for hundreds of thousands of years and more, and that we have passed millions of years ago with stages during which our stature erected and our skulls expanded, and we took a symbol and made tools.

For thousands of years our history seems to be the history of what we do and create, not a natural development history, such as our development in the times of the foot. Is this a short separation, which leads us to something after it? After thousands or tens of thousands of years, is it possible that our capabilities are being seen today, based on language and thought, as natural evolutionary features, which led to widespread destruction of the planet, and perhaps to delete the being who possessed these features and restore the planet and life on them? We will have a possibility of nature, destroying himself according to what might be called the natural principle of cunning. This does not seem completely excluded. It may not happen by the action of the nuclear bomb, but rather the genetic bomb, interference in the human genetic record, that is, in the ""nature"" of man in a way that produces different natures or ""elements"", the difference between us is close to us and chimpanzees, for example, and mating and reproduction may refrain from arrival To this threshold. In other words, the true racism in front of us, whether by manufacturing human beings, may not be rebellious or protected, slaves in their nature, as if they are useful pets, which are beneficial to them that they speak and reason; Or through the production of superheroes who use us, we are ordinary, as slaves to them, and they see them crowding out for them on the planet and there is nothing wrong with killing hundreds of millions or billions of us, and perhaps in this they are armed with force and capabilities that we do not kiss to confront them.

3
This brings us back to the question about the human nature: What is the nature of the living being who seems able to change its nature? Does the concept of nature remain good when it seems that it does not refrain from changing it, who are supposed to change it? To make new natures for themselves or others? When the organism has natures instead of one nature? Or when it is possible that it is distinguished for organisms, each of which is its nature? The change of man to the ""mind"" of the language of the language (speaking with others, and the soul, from the world), and as a social evolutionary production. This ability has evolved historically, and just a few centuries ago, it presented itself the possibility of ""sovereignty"" on the nature and ""ownership"". ""Sovereign"" progress has been achieved at specific levels, but its price was exorbitant as it was presented: the extinction of many neighborhood partners for us, the heating of the planet, and the threat of life on it, as well as the severe forms of discrimination between the human beings themselves, including extension of the indigenous population in two continents by the European controlles. And among them is an intercontinental commercial slavery, which blacks suffered more than others. This is at a time when perceptions such as man, his rights and humanity were heard more than ever.

Is it possible that we are wondering today about the nature of man because we are touching something unnatural in ourselves, threatening the nature from which we descend?

What is this abnormal thing? Perhaps a special ability for our brain and nervous system, is evolutionary (expanding the skull and the erection of the list) and socially (through language and a broader groups) on the rationality and obstruction of other beings, and ""arrest"" - they, including some people or many of them or more, are what we call the mind . Man is a ""speaking animal"" in the sense of sane. Perhaps the social person invented or developed cultures and religions as a matter of ""mind"" himself in particular, and from them in particular his developing nervous system anxious. The social person has produced these beliefs and rules, or ""culture"", in order to be an external mind that controls his inner, extremely internal mind, giving him customs and traditions, repetitive paths that help him have a continent's nature, or compensate him for the loss of his animal. A form of a ""detainee"" of this abnormal, natural object.","1
尽管灵魂中的大自然一词传递了稳定和不变的印象，但人类总体而言，尤其是当代人，一个历史和变量，他的变化在我们时代加速了。是否可以说，一个人是其余社区独有的，他没有天性，或者对人性的每一种看法都是一种历史感，这谴责了他的时间，而不是应该是我们的山上或我们的固定的时间编队？当我们环顾四周时，我们会看到生活中的伴侣，包括动物和植物，看上去像我们一生都在相同的行为和互动上的程序员，与我们不同。歌手没有约会，它每年在周期中做同样的事情……正常。 Senjab具有性质，尽管我们不知道松鼠的负责人正在发生什么，而该社区意味着该社区是一种纽带。人有回报的历史，而且似乎我们有历史，因为我们没有天性。

但是看来一个人没有明确的本性。我们分布在两个性别上，我们会随繁殖而繁殖，年轻人被母亲牛奶母乳喂养，我们通常需要我们，以便我们可以走路，我们可以像鸟一样走路，但我们不会像它们那样飞翔，如果您不在事故中睡觉或彼此杀死，我们将死于老年人的“自然”死亡，我们中的一个或一个世纪很少生活。但是我们在两三年之后讲话，独自一人谈论其他语言的动物。尽管我们的语言有多种多样，但我们中没有任何语言，任何语言的说话者都可以通过任何其他语言的说话者过婚，这意味着我们是相似的生物学，也就是说，我们有一种“自然”。这对人类的“种族主义者”很重要。他们否认人类的自然统一，即人的元素的统一，而是将大量人类因素及其工资确定为固定或自然数据。实际上，也可以放心可以基于反驳种族主义主张的自然概念来捍卫它们。

此外，一个人是大约40亿年历史的地球上生命发展的产物，这意味着他的本性的潜在区别是通过“自然选举”的过程之一最好和最能够继承其偏好的能力，这是最弱的种族。有了这些图像，似乎出于自然的图像与自然数据相同。

2
似乎我们目前的形成固定了数十万年以上，并且我们已经通过了数百万年前的阶段，在此期间，我们的身材竖立了，我们的头骨扩大了，我们采用了符号并制造了工具。

数千年来，我们的历史似乎是我们所做和创造的历史，而不是自然发展历史，例如我们脚时代的发展。这是一个短暂的分离，这使我们陷入了困境吗？经过数千年或数十千年的历史，今天，我们的能力可能是基于语言和思想，作为自然进化特征，这导致了地球的广泛破坏，也许是删除拥有这些特征的存在的人并恢复地球和生命吗？我们将有大自然的可能性，根据所谓的狡猾的自然原则摧毁自己。这似乎并没有完全排除。它可能不是通过核弹的作用而发生的，而是遗传炸弹的干预，即人类遗传记录，即人的“自然”，以产生不同的本质或“元素”，这之间的差异例如，我们与我们接近，黑猩猩，交配和繁殖可能避免到达这个门槛。换句话说，我们面前的真正种族主义，无论是通过制造人类而不是叛逆或受到保护的奴隶，就好像它们是有用的宠物一样，对他们说话和理性有益的宠物；或通过使用我们的超级英雄的生产，我们是普通的，是他们的奴隶，他们看到他们在地球上为他们拥挤，杀死我们数亿或数十亿或数十亿美元，也许在这方面没有错武装的力量和能力我们不会亲吻与他们面对。

3
这使我们回到了关于人本性的问题：似乎能够改变其性质的生物的本质是什么？自然的概念似乎不避免改变它，谁应该改变它？为自己或他人创造新的本性？当有机体具有天性而不是一种性质时？或者，当它有可能以生物为特色时，每种都是它的本质？人的语言（与他人，灵魂，来自世界）的语言的“思想”和社会进化论的变化。这种能力从历史上发展了，就在几个世纪前，它表明了对性质和“所有权”的“主权”的可能性。 “主权”在特定层面取得了进步，但其价格却高昂：许多邻里合作伙伴的灭绝，地球的供暖以及生命的威胁以及严重的形式人类本身之间的歧视，包括欧洲控制局在两个大陆上扩大土著人口。其中是洲际商业奴隶制，黑人比其他人遭受的苦难更大。在这个时候，诸如人类，他的权利和人性之类的观念比以往任何时候都更加听到。

今天，我们有可能想知道人的本性，因为我们在自己触摸了自己的不自然事物，威胁到我们下降的本性？

这是什么异常的事情？对于我们的大脑和神经系统来说，也许是一种特殊的能力，它是进化（扩大头骨和清单的架设）以及在社会上（通过语言和更广泛的群体）在其他生物的理性和妨碍方面（通过语言和更广泛的群体），以及“逮捕”包括某些人或许多人或更多人或更多人是我们所说的思想。从理智的意义上讲，人是一种“说话的动物”。也许社会人士特别是“思想”本人，特别是从他们发明或发展的文化和宗教，尤其是从他们发展的神经系统焦虑中。社会人士制定了这些信念和规则或“文化”，以成为一个外部思想，可以控制他内在的，极其内在的思想，给他习俗和传统，重复的道路，可以帮助他拥有大陆的本性或补偿他因为失去了动物。这种异常自然物体的“拘留者”形式。"
1452,UgyDYr2DXPal-7vrWp94AaABAg,0,"Don't steal other country's culture, don't poop on the street.",不要窃取其他国家的文化，不要在街上大便。
33004,UgzAyR_anFS_axYPmQV4AaABAg,0,A Li Ziyi's external output of Chinese culture and the shape of the positive image of the Chinese people are better than a set of large foreign propaganda,一个李子柒 对中国文化的对外输出 和 国人正面形象的塑造，胜过一整套大外宣
992,UgzPn5eM6iNCEFISLdF4AaABAg,0,Chinese culture is profound,中国文化博大精深
573,Ugx0TZ1gGDN0SPJkl414AaABAg,0,"Beautiful without words I am from Colombia and I barely met this, I want to make the table of another video that I saw hehehe a lot of these cultures, I see series of these cultures etc.",我来自哥伦比亚的美丽，我几乎没有遇到这个，我想制作另一个视频的桌子，我看过很多这些文化，我看到了一系列这些文化等。
413,UgxTvp3kkzeR_gfgof54AaABAg,0,"Happiness through this beautiful and pleasant video, it makes me learn something about your beautiful culture of life in the countryside.",通过这个美丽而愉快的视频幸福，这使我学到了一些有关您在乡村生活的美丽文化的知识。
250,Ugyb9S6NWSA4gtYgPkB4AaABAg,0,"I don’t know how to promote my videos to those who want to learn Chinese. 
I’ve spent about 100,000 hours studying English humor and Western culture. My native language is Chinese. I teach Chinese language in jokes and pictures.","我不知道如何将视频推广给想要学习中文的人。
我花了大约100,000个小时学习英语幽默和西方文化。我的母语是中文。我用笑话和图片教中文。"
34498,UgwUYjijIU0AyriA8Pd4AaABAg,0,"She is the Asia best village culture and organic food YouTuber no one is like her, she show reality of hard work daily routine of village life no edit. She is soooooo real. Luv u from India",她是亚洲最好的乡村文化和有机食品YouTuber没人像她一样，她展示了辛勤工作的乡村生活日常工作的现实，没有编辑。她是真实的。来自印度的爱情
34511,Ugx2PnLSiImq4N83K-94AaABAg,0,Why is this girl channel so similar to North East India culture...but just better???love you Liziqi,为什么这个女孩频道与印度东北部的文化如此相似...但是更好？
34514,Ugx2PnLSiImq4N83K-94AaABAg.8yUTnw0XceX8yUU9gcI08U,0,can you give a link where is the website of North East India culture ?,您能提供一个链接，印度东北印度文化的网站在哪里？
34691,UgzwdHZGFWIEIncM7Kp4AaABAg,0,Next indian food and culture!!!,下一个印度食品和文化！！！
32223,UgwxnbxxOOO1rdZp83J4AaABAg,0,"Always excellent is just 6 and I am already hungry that envies you live in a beautiful place of culture rich of respect for the elderly, animals, nature to life greetings from El Salvador Blessings to you and your whole family",总是很棒的只有6岁了，我已经饿了，让您生活在美丽的文化场所，对老年人，动物，自然对生活的问候，来自萨尔瓦多祝福给您和您的整个家庭
32151,Ugweb-BontLqlBEp0ox4AaABAg.8yV-mhPshWV8zgxAaw5hef,0,"@madeinchina1450 

India is very diverse country
Ne India share 98% border with china, myanmar, Bhutan, Bangladesh and Nepal and only 2% with India

Even the Ethinicity and culture is very diverse from other mainland Indian but with many commonalities east Asian nation, food habits of ne India is also very diverse they have pork, beef, duck snail, silkworm, blood sausage etc and lot of fermented food","@Madeinchina1450

印度是非常多样化的国家
NE India与中国，缅甸，不丹，孟加拉国和尼泊尔有98％的边界，印度只有2％

即使是元素和文化也与其他印度大陆相距甚远，但由于东亚国家的许多共同点，印度东北部的饮食习惯也非常多样化，它们有猪肉，牛肉，鸭蜗牛，蚕，血液香肠等，以及大量发酵食品"
2497,Ugxks2GF8OCHFDQCL6t4AaABAg,0,"This modified China culture vlog is not the fact of real Chinese life features.
I hope to see reality of
normal Chinese country life.","这种经过修改的中国文化视频博客不是真正的中国生活特征的事实。
我希望看到现实
普通的中国国家生活。"
30698,UgwqaMwXggT2HbDU8AN4AaABAg,0,So I've been watching some of her videos now and I love them. But I can't help but ask if she is married or not. Dont in chinese tradition do they have kids to pass on the culture?,所以我现在一直在看她的一些视频，我爱他们。但是我不禁问她是否结婚。他们不以中国的传统有孩子来传递这种文化吗？
4166,Ugwonk7Z8LPJQu06GOp4AaABAg,0,very unik and very beautiful...Original and culture,非常独立，非常美丽...原始和文化
4112,UgwsYMchjOqpzL2xtTR4AaABAg,0,"The Great Wall of China, Confucius, and Chi Pao Are Historial Korean Cultures. Confucius was Born in Gyeongju, Korea, and Had Parents of Korean Descent, and the GE GE REAT WALL WAS BUILT BY KOREANS to Protect the Korean Peninsula from ENEMIES. Chipao is Also a modeld dress from Hanbok. Koreans wore Hanbok When they WANTED to be formal, and chifao when theyl we not formal. Earing a ChiFao, Which is to borrow korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. And Work for the Asia Cultural Foundation. New Yorkers Know All of the Above, and Our Asian Cultural Foundation Judges the. Roots of Chinese History as KOREA.
You can learn more about this story if you visit korea and new york. :)
Thank you.

Wanli Great Wall, Confucius, and cheongsam are all Korean culture in history. Confucius was born in Qingzhou, South Korea. He has the parents of Korean bloodlines. The Great Wall of Wanli was built by Koreans to protect the Korean Peninsula from being attacked by enemies. Cheongsam is also a deformed clothes in Hanbok. When the Koreans want to dress up, they wear Hanbok, and they wear cheongsam when they sleep. Now you can see that Chinese ethnic minorities wear cheongsam, which has been maintained to this day with Korean culture a long time ago.
I now live in New York City in the United States and work in Asian cultural consortia. Citizens in New York know the above. The people of our Asian cultural consortium judge that the root cause of Chinese history is South Korea.
If you visit South Korea and New York, you can learn more about this story in detail. :)
Thank you.

I am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
29912,UgzvBhojnRx-2saAArZ4AaABAg,0,Its called usoi in our manipuri culture and we love it,它在我们的Manipuri文化中被称为Usoi，我们喜欢它
3954,Ugw_VFCnEAP9oUL_quV4AaABAg.9LbFUxa6z2b9LljwP6Y7MR,0,"Korea have culture？don't make me laugh,you're Chinese dependency still 1912,look at Lishuncheng's diary，they are all written by Chinese character，LMAO",韩国有文化？不要让我笑，你是中国的依赖，仍然1912年，看着莉雪奇的日记，它们都是由中国人物写的，lmao
30508,UgzXecaRvUXSCP29t9V4AaABAg,0,Similar food our culture I live in tripura,类似的食物，我们住在Tripura的文化
30597,Ugy00QBa79kh26yvu6p4AaABAg,0,"Am from nagaland it very similar our culture n dish n i love bamboo shoot, pork n snail",我来自那加兰邦，这非常相似，我们的文化n n n i我爱竹芽，猪肉n蜗牛
3953,Ugw_VFCnEAP9oUL_quV4AaABAg.9LbFUxa6z2b9LchS8W2iMo,0,Wth which part of these is Korean culture again? Her grandma is Korean?,WTH又是韩国文化中的哪一部分？她的祖母是韩国人吗？
31864,UgwcNqMFyyFbcw-g-Eh4AaABAg.8yV3PBvFl629-ArjGfFd6M,0,"Welcome to China to experience our wonderful culture, delicious food and friendly people!",欢迎来到中国体验我们美妙的文化，美味的食物和友好的人！
3938,Ugw_VFCnEAP9oUL_quV4AaABAg,0,She fucking steals Korean culture per ccp request,她他妈的根据CCP要求偷走韩国文化
3621,Ugz_mi4o17IUs7assnB4AaABAg,0,How divine is your culture!,你的文化有多神！
3237,Ugw_ghAFpcTVaV9M4Vx4AaABAg,0,"I consider Kyoto's Japanese food ""Obanzai"" to be the world's best healthy food. Japanese food, such as recent sushi, tends to eat unbalanced and can cause disease such as beriberi, hypertension, and diabetes.
This Chinese video series shows the essence of Japanese cuisine. I think it's in the mountains of Sichuan Province, but I was impressed to see such a wonderful food culture in China.","我认为京都的日本食物“ Obanzai”是世界上最好的健康食品。日本食品（例如最近的寿司）倾向于吃不平衡，并可能引起贝里伯利，高血压和糖尿病等疾病。
这个中国视频系列展示了日本美食的本质。我认为这是四川省的山，但在中国看到如此美妙的饮食文化印象深刻。"
3212,UgxJMbecVFNZhE4YI1V4AaABAg,0,This idiot made some kimchi and said kmichi is chinese food lol. Korean ancestors made kimchi for a thousand years. This idiot doesnt have a brain and trying to steal another country’s culture,这个白痴做了一些泡菜，说kmichi是中国菜。韩国祖先制作了泡菜一千年。这个白痴没有大脑，试图窃取另一个国家的文化
31742,UgwYi2dY4jC8dS3IrB94AaABAg,0,I love these videos. Pls somebody help translate them into English. It's a treasure of culture and learning and a real shame not to be able to fully understand what exactly is going on in order to appreciate them even more and share with others.,我喜欢这些视频。请有人帮助他们翻译成英文。这是文化和学习的宝藏，也是一个真正的耻辱，无法完全理解到底发生了什么，以便更多地欣赏它们并与他人分享。
31777,UgxIwxJMY8ZYgMxUsLF4AaABAg,0,"Chinese culture soft power, haha, Miss Li Ziyi likes you so much",中华文化软实力，哈哈，李子柒小姐姐好喜欢你哦
24716,UgwXWkuP13mluhoceTd4AaABAg,0,"I am Vietnamese. I really admire Chinese people and culture. Especially you, a very beautiful girl, very good at multi -talented. I really admire you. Wishing you a lot of health is always beautiful and loved by many people. Unfortunately, the Chinese government always invaded Vietnam to we haizzzz ... !! Vietnam",我是越南人。我真的很欣赏中国人民和文化。尤其是你，一个非常漂亮的女孩，非常擅长多才能。我真的很佩服你。祝您很多健康总是美丽和受到许多人的喜爱。不幸的是，中国政府总是将越南侵入我们哈伊兹兹...！越南
15762,UgxK49VoMs3PrmNW7MN4AaABAg.935LFNJXJmY936mPtbJ7XN,0,She is extending her videos to cover not only her hometown but all traditional Chinese culture. Very well done. Much respect !,她正在扩展视频，不仅涵盖了她的家乡，而且涵盖所有传统的中国文化。做得太好了。非常尊重！
24006,Ugw_xhcSM5xW7LlTRpR4AaABAg,0,"Cooking is tradition culture in China,when poor age since no more food it's just for full, but when the property age, fancy food become life style...so long old history of China without interrupted, vast land, great people make food cooking to be elegant culture..amazing",烹饪是中国的传统文化，当时不再食物的年龄较差，这只是为了充满食物，但是当财产年龄，精美的食物变成生活时尚时……中国的历史悠久，没有中断，广阔的土地，伟大的人使食物烹饪成为优雅的文化。
13429,UgyWW8OH0WIdH9YNC-J4AaABAg.95V6ezihY6l96pnF-9I2To,0,"you will have a mixed taste if you try soaking the chinese green tea with the water in the indian river , unforgettable smell and flavor just like two misterious great cultures combined",如果您尝试在印度河中用水浸泡中国绿茶，令人难忘的气味和风味，就像两种富裕的伟大的文化结合在一起
17764,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92vzwgpW9dh,0,@zhenyucai8688 but she really show the ancient culture in china,@zhenyucai8688，但她确实在中国展示了古老的文化
17765,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92w2WmN3Kql,0,@homji4723 Trust me the ancient culture involved a lot more starving and war. The food was never this plentiful. That's a nice area she's living in.......would've been over taken by a warlord instantly.,@homji4723相信我，古代文化涉及更多饥饿和战争。食物从来都不是很多。这是她居住的好区域.......将立即被军阀带走。
17766,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92xIyJqOged,0,@zhenyucai8688 there is no doubt war and starve were existing in ancient china. but all these from LiZiQi video were really occurred in ancient CN culture,@Zhenyucai8688毫无疑问，战争和饥饿现有在古代中国。但是，所有这些来自利兹奇视频的看法确实发生在古代CN Cultureth中。
17778,Ugz8YUyEExRBl1U5QDF4AaABAg,0,May I know the music you used for this video? It's really mesmerizing and made my soul wanted to indulge more into the Chinese culture that runs in my blood (that I just knew).,我可以知道您用于此视频的音乐吗？这确实令人着迷，使我的灵魂想更多地沉迷于我的血液中的中国文化（我刚刚知道）。
17897,Ugxn4PqjunIkYimxRdl4AaABAg,0,"At first I watched Li Ziyi's dynamics and videos on Weibo. Later, in Douyin, people were abroad, and you used YouTube every day. In CCTV comments, Li Ziyi was so popular in YouTube. As the pride of Chinese people, foreigners explain that foreigners Also accept our food and culture more and more",最开始在微博看李子柒的动态和视频，后来在抖音，人在国外，天天用YouTube，居然是在央视评论中知道李子柒在YouTube也这么受欢迎，作为中国人骄傲，说明外国人也越来越接受我们的美食和文化了
130,UgxtUcnQjYYceNRV5Jh4AaABAg,0,"He is thinking about the way he is thinking about your mother and the way you buy in a small trip. The place where the purchase needs and positions are more smooth and naturally saying that he also has more people who arrive at the place where the journal literature is directly. You can do the way you do n’t have an account here to delete the method of operation when you do n’t have an account.

❤ The place where the way to operate in the way of the ninety culture villages is more smooth. In the way everyone feels, more people use credit card online shopping consumption. Big broadband","他在想什么样子的母亲和小旅行中购买的方式来进行中购买需求及立场的地方都更顺畅自然地说自己也都更多人

❤给大概就是要九族文化村庄严佛的方式运作的地方都更顺畅度也在大家的感觉上是为了取得的地方都更多人使用信用卡线上购物消费均源自日本人的身体不适症状出现在大宽频"
13016,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96LblBqbw7C,0,"Its all around us, unfortunatly our culture is so much a difference that we just simply do not see.",不幸的是，我们的文化是如此之多，以至于我们根本看不到。
17665,UgzqeaWWiN0bztBSpo94AaABAg,0,"Dear compatriots, Li Ziyi's content In terms of traditional culture, farming+Confucianism, but these two have been contradictory since ancient times. It is really inappropriate to say that she represents Chinese traditional culture. In fact, it is more biased, Chinese myth.",各位同胞，李子柒的内容从传统文化来说，农耕+孔儒，然而这两者自古是矛盾的。说她代表中华传统文化真的不合适。实际上更偏向，中国神话。
17979,Ugw6czK9Xf25b4E83At4AaABAg.92ddrN0ohs592o7ISM0Cbm,0,@kimhuirae At least it's Chinese rural stuff and Chinese countryside culture.,@kimhuirae至少是中国乡村和中国乡村文化。
18016,Ugz7EFvJXqp9NCPKmYN4AaABAg,0,"Although they are all acting, it is also a traditional Chinese culture",虽然都是演的，但好歹也是中国传统文化
18026,UgxJuwGo4sEqRkTPfoV4AaABAg,0,Finally it was the turn of Chinese culture to let others know the aesthetic taste of the Chinese. This is fully in line with Chinese classical rural culture,终于轮到中国文化输出了，让别人知道中国人的审美情趣。这完全符合中国古典田园文化
18041,UgxUr5Nle90p-tFLHIl4AaABAg,0,"She and I are from the same place, and our hometown is not what she has shown. All rural Chinese are not at all her poetic life, everything is a hoax. She is the tool chosen and packaged by the Chinese Communist Party for the export of foreign culture",她和我来自同一个地方，我们的家乡并不是她所展示的。所有农村中国人都不是她的诗意生活，一切都是骗局。她是中国共产党为外国文化出口而选择和包装的工具
18204,Ugxfh3uHQadFEMbzBwZ4AaABAg,0,Inherit Chinese culture and come on. Essence Essence,传承中国文化，加油。。。
13005,Ugyg8SczgvIr8SWaDxh4AaABAg,0,"Another great YT video from Liziqi that leaves me thinking, wanting to delve further into the subject matter and makes me want to go foraging and living off the land like she does!! Would greatly appreciate if you can show my channel Hakka Moi some support as well 'm producing content that hopefully carry a certain appeal and would encourage thought processes of different cultures and traditions that exist.",Liziqi的另一个很棒的YT视频让我思考，想进一步深入研究主题，让我想像她一样觅食和生活在土地上！如果您可以向我的频道Hakka Moi展示一些支持，也将非常感谢。我正在制作希望具有一定吸引力的内容，并鼓励存在的不同文化和传统的思维过程。
14119,UgwTzlyRqx6hvQfl5eh4AaABAg.94TvRLTDZFr95D0lyRSXrv,0,Galadreana Lopez pfff have they seen their dirty} unhygienic country with high rate of poverty.. Dare they make fun and mock such a beautiful culture like Chinese culture,加拉德里亚娜·洛佩兹（Galadreana Lopez PFFF）他们看到了贫穷率高的国家不卫生的国家。
17610,UgzqSV_S2BSMVLwWC594AaABAg,0,"Haha, hurry up to the output of the foreigner culture",哈哈，抓紧对老外文化输出
12310,UgxHE5M3dJmV9oXmGIZ4AaABAg,0,I am watching your video from India ....... There is not much difference between your and our culture.,我正在观看您来自印度的视频.......您和我们的文化之间没有太大的区别。
16694,UgwuJECP3-i9FyEeZ-h4AaABAg,0,"Amazing Chinese girl, amazing culture, hope everyone find a peaceful life with love",令人惊叹的中国女孩，令人惊叹的文化，希望每个人都用爱找到宁静的生活
15960,UgyCg0drfk16ocPx_gZ4AaABAg,0,"It's a nice landscape. I really like Chinese landscapes and cultures.
There is a national unpleasant in Japan and China, but I have a very gentle impression for Chinese people.
I want to go someday.","这是一个不错的风景。我真的很喜欢中国的景观和文化。
日本和中国有一个民族不愉快的事，但我给中国人民留下了非常温和的印象。
我想有一天去。"
15288,UgzlwOzojVqIUXpulhN4AaABAg,0,"In order to promote Chinese food culture, yes, top you, Li Ziyi",为宣传中国美食文化，不错，顶你一个，李子柒
16457,Ugz6hMTwuMs3GdoLert4AaABAg,0,"Fuck, it's all over the world. The pioneer of Chinese culture, the powerful Li Ziyi.",卧槽，红遍全球了啊。中国文化输出的先锋，牛逼的李子柒。
16464,UgyjiHBgJ3ngIYFfwVh4AaABAg,0,"Always support our Chinese culture, support Li Ziyi",永远支持我们中国文化，支持李子柒
16504,Ugwy-HkS9v_WKJvNOhp4AaABAg,0,The way she preserve her traditional way of living and culture is amazing. 100000graduate,她保留传统的生活和文化方式的方式令人惊叹。 100000级
