,cid,votes,含culture,含culture中文翻译
2227,UgxXaFFGIcE9EZ24CBp4AaABAg,0,Chinese culture is naturally beautiful! Chinese culture comes from natural sunshine!,中国文化自然美丽!中国文化来自自然阳光!
3063,UgwNV0X-xETQyj8Z-8F4AaABAg,0,China's food culture is extensive and profound. I love it.,中国的饮食文化是广泛而深刻的。我喜欢它。
3511,UgxNeO4EdsJeaBeB3uZ4AaABAg.9TlrGlQH_w29TucOYaREHv,0,"@iMusician8885 is really difficult to learn, but you have time to learn Japanese and Korean, and it is recommended that you start to study Chinese now. There are 1.4 billion people in China. From the perspective of culture and economy, it is very cost -effective as your second language.",@imusician8885 中文确实很难学，但你有那个时间学日语和韩语，建议现在开始改学中文。中国有14亿人，从文化和经济角度来说，做为你第二语言都是很划算的。
3772,UgxtJQJiBubnVQLdNet4AaABAg,0,I like your channel it's amazing u r doing agriculture and also using them to make dishes.,我喜欢您的频道，这真是令人惊讶的是，您在做农业并使用它们来制作菜肴。
4354,Ugzjo1OuHCqdY6Gyhj94AaABAg.9RSiWZjWhKZ9Rh-_ponpaN,0,"@user-hj3gc5tp8l I mean why do u wanna make that video political? It's just a relaxing video sharing our colorful culture. And fyi, we Chinese eat paocai instead of kimchi, that's totally a different thing, some other countries also has a similar thing like pickles.",@user-hj3gc5tp8l我的意思是你为什么要制作该视频政治性？这只是一个放松的视频，分享了我们丰富多彩的文化。仅供参考，我们中国人吃paocai而不是泡菜，这完全是另一回事，其他一些国家也有类似的东西。
5471,UgxHcf70ia81T6bPeQ14AaABAg,0,stop stealing KR culture! fk u CN!,停止窃取KR文化！ fk u cn！
6514,UgyJyyKcgJp_QHpdfxx4AaABAg,0,"Common
Although he knows that he is Chinese culture, history, characters
Actually not China

Confucius-not Han but Dongyi people
Start with the name of my father
Mongolian
The landlord of Lu was also a country of Dongyi people.

2. Chinese characters -the initial Yin Dynasty period
The Dongyi ethnic group created.
And in the history of mainland China
Is used by the ruling class
Most of the ruling class
The Dai/Northern Ethnic Series,
Most of the Han nationality
He is the ruling class and does not know Chinese characters.
So compared to Chinese characters
Oriental text is more suitable for this sentence.

3. Invention of paper
Dongyi

4. Gariotherapy
Jin Chao Zhen

5. Milan -Northern Wei Dynasty
Beiwei is the country of Xianbei.
Now the Mongolians may
The ancestors of indigenous people.
Original woman
Those archery of archery riding archery
The culture that the Han people can't see,
Evidence of the northern nation.

6. mutton skewers
Northern nation catching goat,
Sometimes holding the sheep on the sign
The culture of being eaten is also culture
It is not the culture of the Han nationality of the farming nation.

7. Hot Pot
The northern nation is riding on horseback,
To quickly solve the problem of eating
Pickled the pickled lamb slices
In the community soup called Dongfu
The influential culture,
Not Han culture.

8. Fried sauce noodles, sweet and sour meat
Food produced by the Qing Dynasty.
Therefore, it is Manchu culture,
Not Han culture.

9. Cheongsam
Qing Dynasty culture. Not Han culture.

10. Origin of pasta
The Yuan Dynasty's Uygur
Seeing Ragman's Italian
Learn to use them to use them
After seeing Chinese pasta in Italian noodles
Said it, but fabricated.

11. Qin Shihuang
Northern nation

Dumpling -originated in Central Asia

Pass the country of Buddhism
-It is the Northern Wei Dynasty of the Xianbei people, not China.

Then, then
Real Chinese culture
1. Pool oil
2. Fake milk powder
3. Fake squid
4. Chemicals eggs
5. Can inhale particulate matter
6. Coronary virus
7. Mouse shit pepper noodles","常见 
虽然知道他是中国文化，历史，人物 
其实不是中国的东西 

孔子-不是汉族而是东夷族
从父亲的名字开始 
蒙古裔 
出身地鲁国也是东夷族的国家。

2. 汉字 - 最初的殷朝时期 
东夷族所造就的。
而且在大陆历史上 
是统治阶级使用的文字
统治阶级大部分 
侗族/北方民族系列， 
汉族大部分 
他是被统治阶级，不知道汉字。
所以比起汉字 
东方文字更适合这句话。

3.纸的发明
东夷 

4. 火药
金朝女真 

5. 米兰 - 北魏出身
北纬是鲜卑族的国家。
现在蒙古人或
土著人的祖先。
当初女人 
骑马射箭的那些射箭的
汉族身上看不到的文化， 
北方民族的证据。

6. 羊肉串
北方民族赶羊群，
有时抓着羊在签子上
被串着吃的文化也是文化
不是农耕民族汉族的文化。

7. 火锅
北方民族骑马行走，
为了快速解决吃饭问题
把腌制的羊肉片儿 
在叫做冬福的小区汤里
被浸润的文化，
不是汉族文化。

8.炸酱面，糖醋肉
清代出品的食物。
故是满族文化， 
不是汉族文化。

9.旗袍
清朝文化。不是汉族文化。

10.意大利面的起源
元朝维吾尔族的 
看到拉格曼的意大利人
学着学着用他们地方式
是意大利面 看到中国的面食后 
说是做的，却捏造了。

11. 秦始皇
北方民族出身 

饺子 - 起源于中亚 

传播佛教地国家
-是鲜卑族的北魏，不是中国。

.
真正的中国文化
1. 便便油
2. 假奶粉
3. 假鱿鱼
4. 化学物质鸡蛋
5. 可吸入颗粒物
6. 冠状病毒
7. 老鼠屎辣椒面"
6918,Ugy3KDucSGb5HE3OKjx4AaABAg,0,"The Great Wall of China, Confucius, and Chi Pao Are Historial Korean Cultures. Confucius was Born in Gyeongju, Korea, and Had Parents of Korean Descent, and the GE GE REAT WALL WAS BUILT BY KOREANS to Protect the Korean Peninsula from ENEMIES. Chipao is Also a modeld dress from Hanbok. Koreans wore Hanbok When they WANTED to be formal, and chifao when theyl we not formal. Earing a ChiFao, Which is to borrow korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. And Work for the Asia Cultural Foundation. New Yorkers Know All of the Above, and Our Asian Cultural Foundation Judges the. Roots of Chinese History as KOREA.
You can learn more about this story if you visit korea and new york. :)
Thank you.

Wanli Great Wall, Confucius, and cheongsam are all Korean culture in history. Confucius was born in Qingzhou, South Korea. He has the parents of Korean bloodlines. The Great Wall of Wanli was built by Koreans to protect the Korean Peninsula from being attacked by enemies. Cheongsam is also a deformed clothes in Hanbok. When the Koreans want to dress up, they wear Hanbok, and they wear cheongsam when they sleep. Now you can see that Chinese ethnic minorities wear cheongsam, which has been maintained to this day with Korean culture a long time ago.
I now live in New York City in the United States and work in Asian cultural consortia. Citizens in New York know the above. The people of our Asian cultural consortium judge that the root cause of Chinese history is South Korea.
If you visit South Korea and New York, you can learn more about this story in detail. :)
Thank you.

I am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
7814,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JQDOmwDICV,0,"@12vtbfx37 I saw that you wrote down that you are our Chinese, then how do you fucking do YouTube? That's illegal..! In World War II, we were dominated by Japan, and we've never heard of anything related to China. It's all fake and the only real thing is the coronavirus in China. And there's a star pattern on the Chinese flag, right? Since the star shape started with Egypt, you don't seem to deserve to say anything about the Taegeukgi. And I just told you about kimchi, why is the story leaking to another place? Do you have any evidence to say that you want to take away the kimchi culture? Please don't think that China is the center of the world! The population is huge and the production per person is lower than that of Korea",@12vtbfx37我看到你写下来说你是我们的中国人，那你怎么他妈的youtube？那是非法的..！在第二次世界大战中，我们被日本统治了，我们从未听说过与中国有关的任何事情。这都是假的，唯一的真实是中国的冠状病毒。而且中国国旗上有一个星形图案，对吗？由于明星形状始于埃及，因此您似乎不应该对Taegeukgi说任何话。我只是告诉您有关泡菜的情况，为什么这个故事泄漏到另一个地方？您是否有证据表明您想带走泡菜文化？请不要以为中国是世界的中心！人口庞大，人均产量低于韩国
8408,UgyUhLr2FnYJVKfYE7B4AaABAg,0,"Any Indians here

Especially Tamilan
UKG kid talk about Agriculture 
Kindly watch, like &comment

https://youtu.be/ktg3BoebKeI","这里的任何印第安人

特别是泰米兰
UKG孩子谈论农业
请观看，喜欢＆评论

https://youtu.be/ktg3boebkei"
7831,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVC_eFSXMc,0,@kaahzvi5820 anime is part of Japanese culture. Are you bad-mouthing the Japanese? That's racist.,@kaahzvi5820动漫是日本文化的一部分。你在日本人不好吗？那是种族主义者。
7832,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVDkkKKnNp,0,@shinkurosetta2157 HAHAHAHAHAHAHAHA oh I hit a nerve. Goes STR8 to defending anime. Weeb loser. News flash: Japan's rich historical culture is defined by more than 2D cartoons.,@shinkurosetta2157哈哈哈哈哈哈哈哈哈，哦，我打了一个神经。去捍卫动漫。 Weeb失败者。新闻快报：日本丰富的历史文化由2D漫画定义。
7833,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVIgZTOVA6,0,"@kaahzvi5820 nah, your ultra nationalistic Chinese views are making you racist against Japanese people and their culture. You are paid for by the ccp. 50 cent army trolls running rampant and spreading bs about China.",@kaahzvi5820不，您的超民族主义中国观点正在使您对日本人及其文化进行种族主义。您由CCP付款。 50 Cent的陆军巨魔猖ramp，在中国传播BS。
7838,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVO1Ngovh0,0,"@shinkurosetta2157 Racist piece of sht, what do you have against Scandinavia's culture? Unbelievable racism towards Suomi. Disgusting is what it is.",@shinkurosetta2157种族主义者，您对斯堪的纳维亚半岛的文化有什么影响？对Suomi的种族主义令人难以置信。令人作呕的就是它。
7844,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVSdJeUoIV,0,"@kaahzvi5820 you were badmouthing Japanese culture. That makes you a racist. I simply said the Moomins is intended for a younger audience. That's a fact, and you say it's racist to point that out? lmao",@kaahzvi5820你是日本文化的糟糕率。这使你成为一个种族主义者。我简单地说，穆林是为年轻观众提供的。这是一个事实，您说要指出这一点是种族主义者？ lmao
7846,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVTQ6BmBDU,0,"@shinkurosetta2157 sorry to break this to you, anime isn't real culture",@shinkurosetta2157很抱歉将其分解给您，动漫不是真实的文化
7849,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVVoHc4g4q,0,"@kaahzvi5820 sorry to break this to you, but anime, manga and computer games are very much part of Japanese culture.",@kaahzvi5820很抱歉向您打破它，但是动漫，漫画和计算机游戏是日本文化的一部分。
7850,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVWh5fdHHP,0,@shinkurosetta2157 Seppuku is Japanese culture :),@shinkurosetta2157 seppuku是日本文化:)
8062,UgwsDeNWq-7k-ZB-_El4AaABAg,0,This is Thai culture. Why was it taken by Chinese people?,这是泰国文化。为什么被中国人带走？
8179,UgypIIaKuGyLvJzMaE14AaABAg,0,"They always steal other country's tech , culture , people etc even not korea other country must becareful otherwise china will ba take your everything",他们总是窃取其他国家的技术，文化，人等
17241,UgxTttH8_DhF7EexGr14AaABAg,0,"Li Ziqi was born 6 July 1990. She is a Chinese food and country-life blogger, entrepreneur, and internet celebrity. She is known for creating food and handicraft preparation videos in her hometown of rural Pingwu, Mianyang, Sichuan, often from basic ingredients and tools using traditional Chinese techniques. 
Li lives with her grandmother, who occasionally appears in videos, in the countryside of Mianyang in southwest China's Sichuan. As a young adult, she lived in the city, working various jobs such as a waitress, a music DJ, and a singer. When her grandfather died, she moved back to take care of her grandmother. Initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer.

Li started posting her videos on Meipai in 2015. As of 2020, she has over 9 million subscribers on YouTube, over 22 million followers on Sina Weibo, over 3 million followers on Facebook, and has inspired many bloggers to post similar content.

She was awarded the People's Choice Award by the People's Daily newspaper in September 2019. CCTV praised her and stated ""Without a word commending China, Li promotes Chinese culture in a good way and tells a good China story"".

❤I was born in Sri Lanka and five years ago I migrated to Australia. After very challenging years, I could buy my very first home last month, on the beautiful Sunshine Coast. Now I can see a new CDB from my home and I have very limited space. However, I really want to be a minimalist and have a sustainable life.

I came across Li's videos when I am trying to find videos of sustainable gardens. Thank you very much, Li for the inspiration ❤❤ ❤❤❤ ❤

I studied so many of her videos in the last couple of days. I could learn a lot from her. Even though I was not very active in my channel last few months I will make new style videos using my Sri Lankan cultural background and my urben but Sustainable life. I will make some videos about urben gardening, traditional Sri Lankan cooking and I will share how I saved for my first home. At the moment most of my videos in English But soon I will do the videos from Englis

❤If you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=Mo8EGBWHsCc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
17464,Ugzov9bWfWt9GFXcO594AaABAg,0,"You are great ...I believe chinese people are the only ones who never lost their old tradition in many aspects of their life ..Tradition in medicine,food,life,.Martial arts ..China had a lot more ancient tradition that no country would have, and it's fact.....Their culture and tradition in food it's marvelous ...That the reason chinese and japanese people had low death rate because the life saving high quality food they consume ,vegan i prefer most...",你是伟大的...我相信中国人是唯一在生活中许多方面都从未失去过旧传统的人。国家会有，这是事实.....他们在食物方面的文化和传统是奇妙的……中国人和日本人的死亡率很低，因为挽救了他们食用的高质量食物的生命，我最喜欢素食。 。
17633,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh98QmR_0Iteu,0,"At least she is doing all the hard work by herself which part can't you hates see? Well I guess you haters can always find something to judge and hate, I highly doubt that if you actually have a life in reality or this is how pathetic you guys are, don't appreciate a different culture, the beautiful side of countryside lifestyle...it just can't be something nice in your eyes, it has to be poor, dirty, not developed or even not educated. Where does your self priority come from Mr. Know-it-all? In the end you are just a human like everyone else. Righteousness doesn't make you a wise man but demonstrates that you have ugly soul.",至少她自己正在做所有艰苦的工作，您无法讨厌看到哪一部分？好吧，我想您仇恨的人总是会找到一些可以判断和仇恨的东西，我高度怀疑，如果您实际上有现实的生活，或者这就是你们的可悲，不要欣赏不同的文化，这是乡村生活方式的美丽一面。 ..这在您的眼中不可能是一件好事，它一定是贫穷，肮脏，没有发展甚至没有受过教育的东西。您的自我优先级来自智力先生？最后，您就像其他人一样。公义并不能使您成为一个明智的人，而是表明您有丑陋的灵魂。
27342,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9483U6EZjx0,0,"@Am A huv Me Lam
Greetings!

Thank you so very much for sharing the story of her life journey. I believe this was her life in the videos. I never doubted it. I love visiting her channel. I love your culture. 

I hope you also do a video soon. I will subsvribe to your channel as well.

~Shabbat Shalom~
๐๐‘๐๐•๐๐‘๐","@AM我lam
问候！

非常感谢您分享她的人生旅程的故事。我相信这是她在视频中的生活。我从不怀疑。我喜欢访问她的频道。我爱你的文化。

希望您也能尽快制作视频。我也将向您的频道子接下来。

〜shabbat shalom〜
"
23863,Ugw3p5UZymvyQ_Dm_IN4AaABAg,0,"Thank you, Ziyi's video! Ziyi is a legendary figure in China (culture, independence, sense of responsibility, and one of the Chinese cultural figures). Whenever she is a strange woman in China! Because contributed our Chinese culture! Respect",谢谢，子柒的视频！子柒是中国的传奇人物（文化，独立，责任感，传达中国文化人物之一）不论什么时候都是中国的一个奇女子！因为贡献了我们中国文化！尊敬
24106,Ugx1OibTn6JtmPVYGH54AaABAg.91VYLuPSb4A91eYkGjXbK9,0,@alexwhite3961 but not as pretty as hers. American culture does not have that aesthetic.,@Alexwhite3961，但不如她那样漂亮。美国文化没有这种美学。
24108,Ugx1OibTn6JtmPVYGH54AaABAg.91VYLuPSb4A91e_9i-TgoV,0,@rosesblue1218 you're just romanticizing culture now because a lot of native and midwestern pioneer life is very aesthetically pleasing to watch,@Rosesblue1218您现在只是浪漫化的文化
24192,UgyTReIYRn5fN4_oN454AaABAg,0,"Huge chestnuts๐ we make soup out of them, looks strange, but very tasty! โบ๏ธ Different cultures, traditions, food, interesting to exchange things like that.
Who like pompoms and new DIY ideas welcome to my new channel https://youtu.be/FYtSAyUnKLE
Best wishes ๐","巨大的栗子
喜欢蓬松和新的DIY想法的人欢迎来到我的新频道https://youtu.be/fytsayunkle
最好的祝福"
24797,Ugza9UjGUstlogQJ9G14AaABAg.90I4XBlHa_2921pApqzZjS,0,Let the world know more about Chinese culture,让全世界更了解中国文化
24993,Ugw04Uimwmp5r-6XhsZ4AaABAg.9-yq5NvA-dW91gYdOecIEw,0,"@OC-CPA Finally you came up with a good question in the last of your reply? Yes, why a miserable Chinese who doesn't have the freedom of speech or freedom of press could even show up in this website? Shouldn't you questioning about what you have been told by the western media now? You are so self-righteous to say people are worldview distorted and brainwashed bla bla by only knowing that I'm a Chinese and I speak for China. Look who is brainwashed now? I think a mature adult should know to see things dialectically. We or I never say that Xi made himself president for life is right or good. Actually we were very upset with this even though we know that Chinese political system is originally not democratic. But after thinking about the time when all my Americans friends had to choose a worse president out of the worst, and the time when the British ordinary voted for Brexit but was shocked by the result because they were suppose to vote it for fun, I do think that it might not be a bad thing. Because ordinary people have no idea what and who they are voting(Americans votes for what they have been promised by the candidates, but god knows if the promises can really became real. Most of the time they are fulled by the candidates, or in the end the voted president didn't make his promise come true if though they might want to keep his promises). If Xi is a good president and can lead the Chinese to better Economy and a more united country, why could let him be a life president? I know you would start your noble Democracy literature like other westerners. But fuck off Democracy! Democracy is not the only right way to run a country. Actually, is Democracy a right way is a good question as well. Look at how the Democracy has decreased or stopped the economy in most western countries! Even America, look at how old their highways are and the terrible road conditions; the average annually income hasn't change much in 10 years, not even mentioning other western countries. They are falling. I like what the former president of Singapore Lee Kuan Yew said: Countries like us who need to catch up do not need democracy. We have to gather our resources and use it to one and only goal. That is what suitable for us. And now look at what a marvelous country he managed to build from nothing! No homeless, super safe society with diverse culture and people from different background. Thus your democracy doesn't work and suits others. Don't be bully judging others by thinking only your way is the right way. That is very immature thought. But you are not immature in only that aspect, look at how funny you said about Nathan Rich. He said things you didn't familiar but contradict to what you thought then you said this person has no integrity but just to please the Chinese. Why do you stop trying to be a truth-fighter now by criticizing about his content but instead to attack this person? Cause you know you don't have the ability to say it out loud that what he had said was unreal. You want to but you cannot.Only I and other who truly have ever lived in China can have that right to say if what he said is true or fake. We were arguing if the content in the western media is true or not right? Why come to Nathan Rich's videos, you switched to just subjectively judging a person instead of arguing the objective video contents? So stop lecturing about your so called ""freedom of speech"" cause it's actually not existing in America either. Youtube's algorithms has set limits to the reviews of videos which contents the authority don't want you to see. So don't be childish, believe what you have seen by your real eyes. That's why I recommend Nathan Rich's videos cause the Chinese current situations described by him is the one I know of and experienced. I live outside China but I do go back every now and then. I worked and lived in the States from 2012-2018 in a world top tech company having top 5-10% American annually income, but I still feel the huge problems of American society. The extreme white left politicians, the stupid law of letting the criminals to go away if the assets amount they get from robbery or stealing is under $975, the unavoidable frequent car window broking robbery, the drug problem, the disgusting streets of SF with homeless and their shits. Your democracy just don't work that well, ok? Just accept the truth that not everyone want this and they can live a good life without this. After my American greencard application got current, I had to make a choice if I really wanted to live here and raised my child in a society like this. Our answer was no and my family voted by our own feet--we moved out of the States. So all the above came from a person who had really lived in both China and America, sorry to let you down and snapped your face about your brainwashed and worldview distorted conclusion. But if you insist by saying this poor Chinese is just so deeply brainwashed even your great truth teller western media couldn't save her back in 7 years, feel free to say so.",@oc-cpa终于在回复的最后一个回复中提出了一个很好的问题吗？是的，为什么一个没有言论自由或新闻自由的痛苦的中国人甚至会出现在本网站上？您现在不应该质疑西方媒体所告诉您的内容吗？您是如此自以为是，以至于人们只知道我是中国人，而我为中国说话，人们就被世界观扭曲和洗脑了。看谁现在被洗脑了？我认为一个成熟的成年人应该知道辩证的事情。我们或我从未说过习近平使自己终身总统是正确的。实际上，即使我们知道中国政治制度本来不是民主的，我们对此感到非常沮丧。但是，在考虑了我所有的美国人朋友都必须从最糟糕的情况下选择更糟糕的总统的时间，而英国普通人投票赞成英国脱欧，但对结果感到震惊，因为他们本来应该投票赞成娱乐，我确实如此认为这可能不是一件坏事。因为普通人不知道他们在投票的是什么（美国人都投票赞成候选人所承诺的东西，但上帝知道承诺是否真的可以变得真实。在大多数情况下，他们都被候选人或在结束选票的总统不会做出他的诺言，尽管他们可能想兑现他的诺言）。如果习近平是一名好总统，可以带领中国人走向更好的经济和更加统一的国家，为什么让他成为终身总统？我知道您会像其他西方人一样开始您的崇高民主文学。但是，滚蛋民主！民主并不是经营一个国家的唯一正确方法。实际上，民主是正确的方法也是一个很好的问题。看看大多数西方国家的民主如何减少或阻止经济！甚至美国，看看他们的高速公路年龄多大和可怕的道路状况。每年的平均收入在10年内没有变化太大，甚至没有提及其他西方国家。他们跌倒了。我喜欢新加坡前总统李·库恩（Lee Kuan Yew）所说的：像我们这样的国家，需要赶上的国家不需要民主。我们必须收集我们的资源，并将其用于一个唯一的目标。那就是适合我们的。现在看看他设法从一无所有地建立了一个奇妙的国家！没有各种文化和来自不同背景的人的无家可归，超级安全的社会。因此，您的民主不起作用并适合他人。不要通过仅思考自己的方式来欺负他人是正确的方法。那是非常不成熟的想法。但是，您并不是在这方面并不成熟，请看看您对Nathan Rich的说法有多有趣。他说您不熟悉的事情，但与您的想法相矛盾，然后您说这个人没有诚信，而只是为了取悦中国人。为什么您现在不再试图通过批评他的内容而试图成为真相战斗机，而要攻击这个人？因为您知道您没有能力大声说出他所说的是虚幻的。您想，但您不能。只有我和其他曾经住在中国的人可以说他说的是真的还是假的。我们在争论西方媒体中的内容是正确的吗？为什么要参加内森·里奇（Nathan Rich）的视频，您改用了主观评判一个人而不是争论客观视频内容？因此，不要再对您所谓的“言论自由”进行讲授，因为它实际上也不存在于美国。 YouTube的算法已设定了视频评论的限制，该视频内容不希望您看到。因此，不要幼稚，相信您的真实眼睛所看到的。这就是为什么我推荐内森·里奇（Nathan Rich）的视频，原因是他所描述的中国当前情况是我知道和经历的。我住在中国以外，但我不时地回去。从2012年至2018年，我在一家世界顶级科技公司中工作并居住在美国，每年获得5-10％的美国收入，但我仍然感到美国社会的巨大问题。极端白人左派政客，如果他们从抢劫或偷窃的资产金额不到975美元，那是让罪犯离开的愚蠢法律，这是不可避免的经常发生的车窗经纪抢劫，毒品问题，令人恶心他们的狗屎。您的民主制度不太好，好吗？只要接受并非每个人都想要这个的事实，没有这个，他们就可以过上美好的生活。在我的美国绿色申请中申请后，如果我真的想住在这里并在这样的社会中抚养我的孩子，我必须做出选择。我们的回答是否定的，我的家人用自己的脚投票 - 我们搬出了美国。因此，以上所有内容都来自一个真正生活在中国和美国的人，很抱歉让您失望，并为您的洗脑和世界观扭曲了结论。但是，如果您坚持说这个可怜的中国人被深深地洗脑了，即使您的伟大真相teller teller teller媒体无法在7年内拯救她，请随时这样说。
25040,UgzTcf1APprE9hMke4J4AaABAg,0,Eating culture on Tet holiday like Vietnam ๐ป๐ณ,越南tet假期中的饮食文化
1099,UgySGdA2e_F0B3ywwAt4AaABAg,0,"I am an Assam, but I like Chinese culture.",我是阿萨姆人，但我喜欢中国文化。
25604,UgxHntkBWOx5RviR26V4AaABAg.9-8nFm2JC9c9-Hnm8Woo8O,0,"Come on, life is part of Chinese culture, as well as super wonderful history and beautiful scenery.",加油，生活是中国文化的一部分，还有超级精彩的历史和美丽的风景。
25866,UgzSTkTNo_Gjlja7iBN4AaABAg,0,BEAUTIFUL AS ALWAYS! Liziqi is doing the proper thing in Chinese society/culture by taking care of her elderly grandmother: FILIAL PIETY is the BEDROCK of CHINESE SOCIETY!,一如既往的漂亮！利兹奇（Liziqi）通过照顾她的年长祖母来做适当的事情：纯粹的虔诚是中国社会的基石！
27596,UgwmIZZss0YDUqwt9DR4AaABAg,0,I feel really connected with chinese cultural things because some things that she make; we also make at our home and that's are our culture's main dish.,我觉得与中国文化的事物真正联系在一起，因为她做了一些事情。我们还在家里做，这就是我们文化的主菜。
