,cid,votes,time,含culture,含culture中文翻译
2047,UgwTthPmPfp0bgpqMJJ4AaABAg,0,1 year ago,"1
while the word nature in the soul transmits the impression of stability and non -change, man appears in general, and the contemporary person in particular, a historical and variable being, his changes are accelerated in our time. is it possible to say that a person is unique to the rest of the neighborhoods that he has no nature, or that every perception of human nature is a historical perception, which condemns his time more than what is supposed to be our mountain or our fixed formation? and when we look around us, we see that our partners in life, including animals and plants, seem programmers on the same deeds and interactions throughout their lives, unlike us. singer does not have a date, it does the same things every year in a cycle ... normal. senjab has a nature, although we do not know what is going on in the head of the squirrel, and what does the neighborhood mean that the neighborhood is a bond. man has a history in return, and it seems that we have a history because we have no nature.

but it seems that a person has no clear nature. we are distributed over two sexes, and we multiply with reproduction, and the young people are breastfed by mothers milk, and we need us in general and more so that we can walk, we walk on legs like birds but we do not fly like them, and if you did not sleep in an accident or kill each other for each other, we die a ""natural"" death of old age, it is rare for one or one of us to live a century. but we speak after two or three years, alone about other animals in the language. despite the multiplicity of our languages, it is not among us who are without a language, and the speaker of any language can multiply by intermarriage from the speaker of any other language, which means that we are similar biological, that is, we have one ""nature"". this is important against the ""racists"" of human beings. they deny the natural unity of humans, that is, the unity of the human element, but rather decide the large number of human elements and their salary as fixed, or natural data. in fact, the concept of nature that can be based on refuting racist claims can also be reassured to defend them.

moreover, a person is a product of a development of a life on the planet of about four billion years old, which means that the potential distinction of his nature is one of the possibilities of this life, through the process of ""natural election"" in which the best and the most able to inherit its preferences win, and it comes out of the weakest race. with these images, what seems to be out of nature is the same as natural data.

2
it seems that our current formation is fixed for hundreds of thousands of years and more, and that we have passed millions of years ago with stages during which our stature erected and our skulls expanded, and we took a symbol and made tools.

for thousands of years our history seems to be the history of what we do and create, not a natural development history, such as our development in the times of the foot. is this a short separation, which leads us to something after it? after thousands or tens of thousands of years, is it possible that our capabilities are being seen today, based on language and thought, as natural evolutionary features, which led to widespread destruction of the planet, and perhaps to delete the being who possessed these features and restore the planet and life on them? we will have a possibility of nature, destroying himself according to what might be called the natural principle of cunning. this does not seem completely excluded. it may not happen by the action of the nuclear bomb, but rather the genetic bomb, interference in the human genetic record, that is, in the ""nature"" of man in a way that produces different natures or ""elements"", the difference between us is close to us and chimpanzees, for example, and mating and reproduction may refrain from arrival to this threshold. in other words, the true racism in front of us, whether by manufacturing human beings, may not be rebellious or protected, slaves in their nature, as if they are useful pets, which are beneficial to them that they speak and reason; or through the production of superheroes who use us, we are ordinary, as slaves to them, and they see them crowding out for them on the planet and there is nothing wrong with killing hundreds of millions or billions of us, and perhaps in this they are armed with force and capabilities that we do not kiss to confront them.

3
this brings us back to the question about the human nature: what is the nature of the living being who seems able to change its nature? does the concept of nature remain good when it seems that it does not refrain from changing it, who are supposed to change it? to make new natures for themselves or others? when the organism has natures instead of one nature? or when it is possible that it is distinguished for organisms, each of which is its nature? the change of man to the ""mind"" of the language of the language (speaking with others, and the soul, from the world), and as a social evolutionary production. this ability has evolved historically, and just a few centuries ago, it presented itself the possibility of ""sovereignty"" on the nature and ""ownership"". ""sovereign"" progress has been achieved at specific levels, but its price was exorbitant as it was presented: the extinction of many neighborhood partners for us, the heating of the planet, and the threat of life on it, as well as the severe forms of discrimination between the human beings themselves, including extension of the indigenous population in two continents by the european controlles. and among them is an intercontinental commercial slavery, which blacks suffered more than others. this is at a time when perceptions such as man, his rights and humanity were heard more than ever.

is it possible that we are wondering today about the nature of man because we are touching something unnatural in ourselves, threatening the nature from which we descend?

what is this abnormal thing? perhaps a special ability for our brain and nervous system, is evolutionary (expanding the skull and the erection of the list) and socially (through language and a broader groups) on the rationality and obstruction of other beings, and ""arrest"" - they, including some people or many of them or more, are what we call the mind . man is a ""speaking animal"" in the sense of sane. perhaps the social person invented or developed cultures and religions as a matter of ""mind"" himself in particular, and from them in particular his developing nervous system anxious. the social person has produced these beliefs and rules, or ""culture"", in order to be an external mind that controls his inner, extremely internal mind, giving him customs and traditions, repetitive paths that help him have a continent's nature, or compensate him for the loss of his animal. a form of a ""detainee"" of this abnormal, natural object.","1
尽管灵魂中的大自然一词传递了稳定和不变的印象，但人类总体而言，尤其是当代人，一个历史和变量，他的变化在我们时代加速了。是否可以说，一个人是其余社区独有的，他没有天性，或者对人性的每一种看法都是一种历史感，这谴责了他的时间，而不是应该是我们的山上或我们的固定的时间编队？当我们环顾四周时，我们会看到生活中的伴侣，包括动物和植物，看上去像我们一生都在相同的行为和互动上的程序员，与我们不同。歌手没有约会，它每年在周期中做同样的事情……正常。 Senjab具有性质，尽管我们不知道松鼠的负责人正在发生什么，而该社区意味着该社区是一种纽带。人有回报的历史，而且似乎我们有历史，因为我们没有天性。

但是看来一个人没有明确的本性。我们分布在两个性别上，我们会随繁殖而繁殖，年轻人被母亲牛奶母乳喂养，我们通常需要我们，以便我们可以走路，我们可以像鸟一样走路，但我们不会像它们那样飞翔，如果您不在事故中睡觉或彼此杀死，我们将死于老年人的“自然”死亡，我们中的一个或一个世纪很少生活。但是我们在两三年之后讲话，独自一人谈论其他语言的动物。尽管我们的语言有多种多样，但我们中没有任何语言，任何语言的说话者都可以通过任何其他语言的说话者过婚，这意味着我们是相似的生物学，也就是说，我们有一种“自然”。这对人类的“种族主义者”很重要。他们否认人类的自然统一，即人的元素的统一，而是将大量人类因素及其工资确定为固定或自然数据。实际上，也可以放心可以基于反驳种族主义主张的自然概念来捍卫它们。

此外，一个人是大约40亿年历史的地球上生命发展的产物，这意味着他的本性的潜在区别是通过“自然选举”的过程之一最好和最能够继承其偏好的能力，这是最弱的种族。有了这些图像，似乎出于自然的图像与自然数据相同。

2
似乎我们目前的形成固定了数十万年以上，并且我们已经通过了数百万年前的阶段，在此期间，我们的身材竖立了，我们的头骨扩大了，我们采用了符号并制造了工具。

数千年来，我们的历史似乎是我们所做和创造的历史，而不是自然发展历史，例如我们脚时代的发展。这是一个短暂的分离，这使我们陷入了困境吗？经过数千年或数十千年的历史，今天，我们的能力可能是基于语言和思想，作为自然进化特征，这导致了地球的广泛破坏，也许是删除拥有这些特征的存在的人并恢复地球和生命吗？我们将有大自然的可能性，根据所谓的狡猾的自然原则摧毁自己。这似乎并没有完全排除。它可能不是通过核弹的作用而发生的，而是遗传炸弹的干预，即人类遗传记录，即人的“自然”，以产生不同的本质或“元素”，这之间的差异例如，我们与我们接近，黑猩猩，交配和繁殖可能避免到达这个门槛。换句话说，我们面前的真正种族主义，无论是通过制造人类而不是叛逆或受到保护的奴隶，就好像它们是有用的宠物一样，对他们说话和理性有益的宠物；或通过使用我们的超级英雄的生产，我们是普通的，是他们的奴隶，他们看到他们在地球上为他们拥挤，杀死我们数亿或数十亿或数十亿美元，也许在这方面没有错武装的力量和能力我们不会亲吻与他们面对。

3
这使我们回到了关于人本性的问题：似乎能够改变其性质的生物的本质是什么？自然的概念似乎不避免改变它，谁应该改变它？为自己或他人创造新的本性？当有机体具有天性而不是一种性质时？或者，当它有可能以生物为特色时，每种都是它的本质？人的语言（与他人，灵魂，来自世界）的语言的“思想”和社会进化论的变化。这种能力从历史上发展了，就在几个世纪前，它表明了对性质和“所有权”的“主权”的可能性。 “主权”在特定层面取得了进步，但其价格却高昂：许多邻里合作伙伴的灭绝，地球的供暖以及生命的威胁以及严重的形式人类本身之间的歧视，包括欧洲控制局在两个大陆上扩大土著人口。其中是洲际商业奴隶制，黑人比其他人遭受的苦难更大。在这个时候，诸如人类，他的权利和人性之类的观念比以往任何时候都更加听到。

今天，我们有可能想知道人的本性，因为我们在自己触摸了自己的不自然事物，威胁到我们下降的本性？

这是什么异常的事情？对于我们的大脑和神经系统来说，也许是一种特殊的能力，它是进化（扩大头骨和清单的架设）以及在社会上（通过语言和更广泛的群体）在其他生物的理性和妨碍方面（通过语言和更广泛的群体），以及“逮捕”包括某些人或许多人或更多人或更多人是我们所说的思想。从理智的意义上讲，人是一种“说话的动物”。也许社会人士特别是“思想”本人，特别是从他们发明或发展的文化和宗教，尤其是从他们发展的神经系统焦虑中。社会人士制定了这些信念和规则或“文化”，以成为一个外部思想，可以控制他内在的，极其内在的思想，给他习俗和传统，重复的道路，可以帮助他拥有大陆的本性或补偿他因为失去了动物。这种异常自然物体的“拘留者”形式。"
30795,UgwMQqtsWCCQpA4MO9l4AaABAg,0,3 years ago,"you call it cow peas, we in trinidad and tobago call it string beans. culture sure is a beautiful thing",您称它为牛豌豆，我们在特立尼达和多巴哥称其为豆豆。文化肯定是一件美丽的事
9159,UgzklntCNID4wKlyuMl4AaABAg,0,2 years ago,"the environment it so peaceful, and the food she's cooking, it satisfying. man their culture it interesting, i would try out their food that would be great.",它是如此宁静的环境以及她正在烹饪的食物，它令人满意。他们的文化很有趣，我会尝试他们的食物。
8426,Ugy9YUhj5FAfWG7B3Yl4AaABAg.9BRX-p_fxNC9BVOm9AgL2Y,0,2 years ago (edited),"not to be rude to you but i'd like you to know that it's part of their culture. if you don't make any slurping sound or any sound like eating, to them it looks like you're not enjoying your food and a very disrespectful gesture to the person who made the food. we have different cultures and saying that while watching this video is a bit offensive to these people you're referring not liking their eating ""manners"". don't say such things to people who have different race, learn to know their culture first before commenting this kind of things.",不要对你无礼，但我希望你知道这是他们文化的一部分。如果您没有发出任何刺耳的声音或任何声音，那么对他们来说，对他们做饭的人来说似乎不喜欢食物，也不是非常尊重的姿态。我们有不同的文化，并说在观看这段视频时，对这些人不喜欢他们的饮食“举止”有些冒犯。不要对有不同种族的人说这样的事情，请在评论这种事情之前先了解自己的文化。
1452,UgyDYr2DXPal-7vrWp94AaABAg,0,1 year ago,"don't steal other country's culture, don't poop on the street.",不要窃取其他国家的文化，不要在街上大便。
31742,UgwYi2dY4jC8dS3IrB94AaABAg,0,3 years ago,i love these videos. pls somebody help translate them into english. it's a treasure of culture and learning and a real shame not to be able to fully understand what exactly is going on in order to appreciate them even more and share with others.,我喜欢这些视频。请有人帮助他们翻译成英文。这是文化和学习的宝藏，也是一个真正的耻辱，无法完全理解到底发生了什么，以便更多地欣赏它们并与他人分享。
31777,UgxIwxJMY8ZYgMxUsLF4AaABAg,0,3 years ago,"chinese culture soft power, haha, miss li ziyi likes you so much",中华文化软实力，哈哈，李子柒小姐姐好喜欢你哦
3237,Ugw_ghAFpcTVaV9M4Vx4AaABAg,0,1 year ago,"i consider kyoto's japanese food ""obanzai"" to be the world's best healthy food. japanese food, such as recent sushi, tends to eat unbalanced and can cause disease such as beriberi, hypertension, and diabetes.
this chinese video series shows the essence of japanese cuisine. i think it's in the mountains of sichuan province, but i was impressed to see such a wonderful food culture in china.","我认为京都的日本食物“ Obanzai”是世界上最好的健康食品。日本食品（例如最近的寿司）倾向于吃不平衡，并可能引起贝里伯利，高血压和糖尿病等疾病。
这个中国视频系列展示了日本美食的本质。我认为这是四川省的山，但在中国看到如此美妙的饮食文化印象深刻。"
23771,UgxymrkSKAi9mod4RFJ4AaABAg,0,3 years ago,i started to wonder about the taste of bamboo. your food culture and indispensable. very interesting.,我开始想知道竹子的味道。您的饮食文化和必不可少的。很有意思。
16464,UgyjiHBgJ3ngIYFfwVh4AaABAg,0,3 years ago,"always support our chinese culture, support li ziyi",永远支持我们中国文化，支持李子柒
17778,Ugz8YUyEExRBl1U5QDF4AaABAg,0,3 years ago,may i know the music you used for this video? it's really mesmerizing and made my soul wanted to indulge more into the chinese culture that runs in my blood (that i just knew).,我可以知道您用于此视频的音乐吗？这确实令人着迷，使我的灵魂想更多地沉迷于我的血液中的中国文化（我刚刚知道）。
15960,UgyCg0drfk16ocPx_gZ4AaABAg,0,3 years ago,"it's a nice landscape. i really like chinese landscapes and cultures.
there is a national unpleasant in japan and china, but i have a very gentle impression for chinese people.
i want to go someday.","这是一个不错的风景。我真的很喜欢中国的景观和文化。
日本和中国有一个民族不愉快的事，但我给中国人民留下了非常温和的印象。
我想有一天去。"
15762,UgxK49VoMs3PrmNW7MN4AaABAg.935LFNJXJmY936mPtbJ7XN,0,3 years ago,she is extending her videos to cover not only her hometown but all traditional chinese culture. very well done. much respect !,她正在扩展视频，不仅涵盖了她的家乡，而且涵盖所有传统的中国文化。做得太好了。非常尊重！
130,UgxtUcnQjYYceNRV5Jh4AaABAg,0,1 month ago,"he is thinking about the way he is thinking about your mother and the way you buy in a small trip. the place where the purchase needs and positions are more smooth and naturally saying that he also has more people who arrive at the place where the journal literature is directly. you can do the way you do n’t have an account here to delete the method of operation when you do n’t have an account.

❤ the place where the way to operate in the way of the ninety culture villages is more smooth. in the way everyone feels, more people use credit card online shopping consumption. big broadband","他在想什么样子的母亲和小旅行中购买的方式来进行中购买需求及立场的地方都更顺畅自然地说自己也都更多人

❤给大概就是要九族文化村庄严佛的方式运作的地方都更顺畅度也在大家的感觉上是为了取得的地方都更多人使用信用卡线上购物消费均源自日本人的身体不适症状出现在大宽频"
17979,Ugw6czK9Xf25b4E83At4AaABAg.92ddrN0ohs592o7ISM0Cbm,0,3 years ago,@kimhuirae at least it's chinese rural stuff and chinese countryside culture.,@kimhuirae至少是中国乡村和中国乡村文化。
18016,Ugz7EFvJXqp9NCPKmYN4AaABAg,0,3 years ago,"although they are all acting, it is also a traditional chinese culture",虽然都是演的，但好歹也是中国传统文化
18026,UgxJuwGo4sEqRkTPfoV4AaABAg,0,3 years ago,finally it was the turn of chinese culture to let others know the aesthetic taste of the chinese. this is fully in line with chinese classical rural culture,终于轮到中国文化输出了，让别人知道中国人的审美情趣。这完全符合中国古典田园文化
18041,UgxUr5Nle90p-tFLHIl4AaABAg,0,3 years ago,"she and i are from the same place, and our hometown is not what she has shown. all rural chinese are not at all her poetic life, everything is a hoax. she is the tool chosen and packaged by the chinese communist party for the export of foreign culture",她和我来自同一个地方，我们的家乡并不是她所展示的。所有农村中国人都不是她的诗意生活，一切都是骗局。她是中国共产党为外国文化出口而选择和包装的工具
18204,Ugxfh3uHQadFEMbzBwZ4AaABAg,0,3 years ago,inherit chinese culture and come on. essence essence,传承中国文化，加油。。。
5649,UgwpUI0m8Mk-QT1ICNl4AaABAg.9G4tMmRfxew9HAkvmFqqLp,0,2 years ago (edited),"@facelessdrone first of all, ethics and morality are relative and subjective in terms of culture and environment. second of all, this guy wasn't mentioning about pigs? his original statement mentioned about the consumption of a large quantities of water snails. this clearly refutes your first assumption that within context, he is referring to pigs. then, you made the hasty generalization fallacy that no one cares about creatures who aren't self-cognitive. this is clearly wrong too since nothing is definitive and there are people who own spiders as pets.",@facelessdrone首先，在文化和环境方面，道德和道德是相对和主观的。其次，这个家伙没有提到猪？他的原始陈述提到了消耗大量水蜗牛。这显然驳斥了您的第一个假设，即在上下文中，他指的是猪。然后，您使仓促的概括谬论没有人关心那些不自我认知的生物。这显然也是错误的，因为没有什么是确定的，有些人将蜘蛛作为宠物。
6556,UgyM6lbg1utjBNTqpNB4AaABAg,0,2 years ago (edited),that pagoda with chilly you eat same my country north thailand. becouse i think we are nere culture.,那个宝塔和寒冷的人，你在北泰国吃同样的国家。因为我认为我们是文化。
5110,UgxjQ2Z9ijBBXelbOIV4AaABAg,0,2 years ago,"i am from iraq. i am one of the most fans, but i see i feel agriculture sweet, i love agriculture and i have plants",我来自伊拉克。我是最多的粉丝之一，但我看到我感到农业很甜，我喜欢农业，而且我有植物
15321,UgxLRT13FAl-Tf2lVNV4AaABAg,0,3 years ago,"this is the traditional food and food cooking culture of chinese people, what 5 -star restaurants and michelin. this is an authentic people in the world!",这就是中国老百姓的传统美食和饮食烹饪文化，什么5星餐厅，什么米其林。这才是地道的人间美味！
18543,UgzshfSVoxjgBDkAHJF4AaABAg,0,3 years ago,"great china culture, meals, fascinating women",伟大的中国文化，餐点，迷人的妇女
15288,UgzlwOzojVqIUXpulhN4AaABAg,0,3 years ago,"in order to promote chinese food culture, yes, top you, li ziyi",为宣传中国美食文化，不错，顶你一个，李子柒
4846,UgzTEFpdleh7t-2g3cp4AaABAg,0,2 years ago (edited),it is a dirty people who say that korean culture and food are to be used!,这是一个肮脏的人，他们说要使用韩国文化和食物！
17897,Ugxn4PqjunIkYimxRdl4AaABAg,0,3 years ago,"at first i watched li ziyi's dynamics and videos on weibo. later, in douyin, people were abroad, and you used youtube every day. in cctv comments, li ziyi was so popular in youtube. as the pride of chinese people, foreigners explain that foreigners also accept our food and culture more and more",最开始在微博看李子柒的动态和视频，后来在抖音，人在国外，天天用YouTube，居然是在央视评论中知道李子柒在YouTube也这么受欢迎，作为中国人骄傲，说明外国人也越来越接受我们的美食和文化了
17766,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92xIyJqOged,0,3 years ago,@zhenyucai8688 there is no doubt war and starve were existing in ancient china. but all these from liziqi video were really occurred in ancient cn culture,@Zhenyucai8688毫无疑问，战争和饥饿现有在古代中国。但是，所有这些来自利兹奇视频的看法确实发生在古代CN Cultureth中。
23731,UgxGkA6SigRoge5Q6JF4AaABAg,0,3 years ago (edited),"you are such an amazing woman. i'm so amazed i can't even believe this could possibly be real. right in the middle of making her soup she has to walk out into the environment, then find the particular ingredients she needs and and then she has to extract them from the earth which takes time, and then she has to bring them all the way back to her house and and then she has to wash them and prep them and then she has to wash her hands which they also don't show on camera and all this time the fire is still cooking the rest of the ingredients while she's doing all this. i don't see how this could be possible. if you add up all the time it takes to do that it would seem that the food would have been long boiled away. but in the next camera shot it appears as though she's only been gone a few minutes. i still think she is the most amazing woman i've ever seen though.so much talent and knowledge at a young age.your culture is very very beautiful in your home too. everybody should try to live their life like you do. thank you for sharing with us.",你真是个了不起的女人。我很惊讶，我什至不敢相信这可能是真实的。就在做汤的过程中，她必须走进环境，然后找到所需的特定成分，然后她必须从地球上提取它们需要时间，然后她必须将它们一路带回到她的房子，然后她必须洗净并准备它们，然后她必须洗手，这些手也不在相机上显示，而这一切都在做所有这些时仍在烹饪其余的食材。我看不出这是怎么可能的。如果您所有的时间都需要做，那么似乎食物将长期沸腾。但是在下一个相机拍摄中，看起来她好像只有几分钟了。我仍然认为她是我见过的最神奇的女人。这很小的人才和知识。您的家中的文化也非常美丽。每个人都应该像您一样尝试过自己的生活。多谢与我们分享。
17765,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92w2WmN3Kql,0,3 years ago,@homji4723 trust me the ancient culture involved a lot more starving and war. the food was never this plentiful. that's a nice area she's living in.......would've been over taken by a warlord instantly.,@homji4723相信我，古代文化涉及更多饥饿和战争。食物从来都不是很多。这是她居住的好区域.......将立即被军阀带走。
16504,Ugwy-HkS9v_WKJvNOhp4AaABAg,0,3 years ago,the way she preserve her traditional way of living and culture is amazing. 100000graduate,她保留传统的生活和文化方式的方式令人惊叹。 100000级
16573,UgwNGOuRANb6qpm0GNh4AaABAg,0,3 years ago,"i really can't stand it. a bunch of chinese people in the comment area said there that they were so tender and not as acting as farming. i just want to ask, even if the performance is, watching this video is definitely a professionals. there is such a professional team that people who have such a heart can sink their hearts in this deep mountain lao lin silently record life to spread our culture. can you do this like this, people offend you or what happened, you just work hard. when others make achievements, you continue to bumper. some people may not be as good as others. really fucking waste, i fuck your mother, a group of waste, continue to force, and lose our chinese face!",我真就受不了了，评论区一堆中国人在那儿杠说人家手这么嫩不像干农活还说就是表演。我就想问，即使是表演怎么了，看这个视频运镜绝对是专业人士，有这样一个专业团队，有这样有心的人们能把心沉下来在这深山老林默默记录生活来传播我们的文化，你能做到人家这样么，人家是得罪你还是怎么了，你们就使劲杠吧，当别人做出成就之时，你们继续杠，可能有些人都不如人家子柒，还在这酸，杠，真他妈废物，我操你们妈的，一帮废物，继续逼逼，丢咱中国人的脸！
16694,UgwuJECP3-i9FyEeZ-h4AaABAg,0,3 years ago,"amazing chinese girl, amazing culture, hope everyone find a peaceful life with love",令人惊叹的中国女孩，令人惊叹的文化，希望每个人都用爱找到宁静的生活
16729,Ugxr2hiRlSs3ldFpCpd4AaABAg,0,3 years ago (edited),i am a great admirer of your work. your videos bring me a lot of calm. i ask you to show subtitles with the names of the foods and spices you make because i would like to know more about your culture. hello from brazil.,我是您工作的敬佩。您的视频给我带来了很多镇定。我请您以您制作的食物和香料的名字显示字幕，因为我想更多地了解您的文化。来自巴西的您好。
6351,UgzrOgipSKHwc8hEvCV4AaABAg.9EsO86ldc5x9HAquMZgWAc,0,2 years ago,simple u need a 5 acres on land first and a degree combination of agriculture & cooking i'm like your big brother ๐‘,简单，您首先需要5英亩的土地，而农业和烹饪的学位结合在一起，我就像你的大哥哥
17107,UgyxdVTnPLg4wepYyIh4AaABAg,0,3 years ago,now on chinese social media there's a lot of discussion on whether this is a stereotypical take of chinese culture .... i don't think so but her living condition is definitely better than most of the rural population.,现在，在中国社交媒体上，关于这是否是对中国文化的刻板印象的讨论。。。我不这么认为，但是她的生活状况绝对比大多数农村人口更好。
17121,UgwhMzCLmld5RdQ_mo14AaABAg,0,3 years ago,"if this is not called cultural output, then i really don't know what cultural output is. chinese people know that they can be sour.
when you encounter the civilized culture of adults, you can lick it, and you can spoil it.
alas, the foreign adults in the western world did not learn, and the dual standards were quite fast.
is it wrong to highlight the rural farm life of the countryside to the countryside abroad?","如果这都不叫文化输出，那我真的不知道什么叫文化输出了。国人就知道会酸言酸语。
遇到洋大人的文明文化就可劲舔，遇到国人自己的就可劲糟蹋。
艹，跟西方世界的洋大人们别的没学到，双标倒是学的挺快。
向国外彰显我国的乡村惬意的农家生活可有错？"
17190,UgwAHl4oz0emvAB7Tjd4AaABAg,0,3 years ago,"such a fresh look at one of the world's oldest cultures. this young lady could easily be one of the thousands of fair maidens gracing chinese silk screen paintings. this lady could easily don long flowing white silk robes, her black hair piles on high into a bun, silk slippers caressing her feet. women !!!",如此崭新的观察世界上最古老的文化之一。这位年轻女士很容易成为成千上万的公平少女之一。这位女士可以轻松地穿着长长的白色丝绸长袍，她的黑色头发高高地堆成面包，丝绸拖鞋爱抚她的脚。女性 ！！！
