,cid,votes,time,含nice,含nice中文翻译
27637,UgwsOr6YzcOpQP-kpfh4AaABAg,0,3 years ago,"is there anything which she dosen't have. water is dripping from my mouth, sooo nice, me hungryyyyyy.",她没有什么。水从我的嘴里滴落，太好了，我饿了。
27853,UgwSgGzeLjEjJs_09Z14AaABAg,0,3 years ago,nice ๐๐๐๐๐,很好
27895,UgxnoPLL2TEWGmv0BZ14AaABAg.8z-h6FaOz848zTMF48Wgup,0,3 years ago,liziqi will be nice of you answer some coments,liziqi会很高兴您回答一些coments
27978,UgxR5vRJGthokh-nro54AaABAg,0,3 years ago,very nice good,很好
28007,UgwhYBVrae-EuR6SQ254AaABAg,0,3 years ago,so nice! come on!,So nice! 加油！
28025,Ugy7heGwPJQjVaWpazp4AaABAg,0,3 years ago,very nice video,非常好的视频
28062,Ugxp2QPv_RhQMAQC2Ux4AaABAg,0,3 years ago,"nice to meet you ๐€

i am japanese.

this person is addicted to seeing a video that breaks bamboo and watching it.

how old is this woman? i'm curious.

i registered the channel ๐€","很高兴认识你

我是日本人。

这个人沉迷于看一段视频打破竹子并观看它。

这个女人多大了？我很好奇。

我注册了频道"
20873,Ugx_Z_Rd3WXkjgSwfP14AaABAg,0,3 years ago,so nice,太赞了
20803,Ugw-kzr3NZetZjj9ipZ4AaABAg,0,3 years ago,very nice,很不错
11568,Ugxcseu4JGdop7aJD5p4AaABAg,0,2 years ago,"very nice, good, making",很好，很好，做
13205,Ugz4vkOY5vm-4-4kYht4AaABAg,0,2 years ago,niceee,好
13273,Ugw2F1r-QZrrK_IiqpN4AaABAg,0,2 years ago,ohh..nice places i want to go there. love from bangladesh.,哦..我想去那里的地方。来自孟加拉国的爱
13300,UgxOAsgpt6EiBHq0Cbp4AaABAg,0,2 years ago,nice to see you again try plzz to me,很高兴再次见到我
13337,UgwzWjX-J4wkfOPx5mZ4AaABAg,0,2 years ago,"amazing 
i like the place,
nice food very fresh","惊人的
我喜欢这个地方，
美味的食物非常新鲜"
13389,Ugza_ElAKYSww8k0MyR4AaABAg,0,2 years ago,nice,很好
13546,UgyZV7ZMDhz6coOH7OV4AaABAg,0,2 years ago,i like this place very much .the scene and weather is so nice .,我非常喜欢这个地方。场景和天气真好。
13639,UgzxnI1grGxyZmjHlQx4AaABAg,0,2 years ago,this is nice but very technical in terms of cinematography. she manages to keep clothes incredibly clean and colorful through all the farming activities. it almost looks like communist propaganda. what a stark contrast with other parts of china that are contaminating our planet.,就摄影而言，这很好，但是非常技术性。在所有农业活动中，她设法使衣服保持令人难以置信的清洁和色彩鲜艳。看起来几乎是共产主义的宣传。与中国污染我们星球的其他地区形成鲜明对比。
13644,Ugz_9DR9LXDo_cYwRsB4AaABAg,0,2 years ago,that is nice to have neighbor like you.fun to make things to share,有像你这样的邻居真是太好了。
13708,UgzBOm9GP7nZn448qIJ4AaABAg,0,2 years ago,very nice,很不错
13722,Ugwotza4ykY3ZAMfZ8R4AaABAg,0,2 years ago,nice channel https://youtu.be/m-irojttd0e,nice频道https://youtu.be/m-irojttd0e
13723,UgxNSAjzWZiDZ-tZSnV4AaABAg,0,2 years ago,"nice channel, traditional cake https://youtu.be/m-irojttd0e",不错的频道，传统蛋糕https://youtu.be/m-irojttd0e
13733,UgxdR3BVzsgIICyxV1V4AaABAg,0,2 years ago,nice i like this video,很好，我喜欢这个视频
13786,UgwNvJ0js9lzOVa8v0Z4AaABAg,0,2 years ago,u r very harworking women .and nicee ur all video,你很苛刻的女人。
13887,UgyQJTCRvOH8VVCRM5V4AaABAg,0,2 years ago,nice your video,不错的视频
13915,Ugzbvx3fqueUJBPzQTd4AaABAg,0,2 years ago,nice to look at.,很高兴看。
13995,UgwWe7oniSO41CaT_yx4AaABAg,0,2 years ago,nice,很好
14037,Ugx9XtZfqeLfmk5QLc94AaABAg,0,2 years ago,your nice cheak,你的cheak很好
14171,UgxCm6qBsQNl147EpXx4AaABAg,0,2 years ago,this video is very very nice i like it,这个视频非常非常好，我喜欢它
14252,UgzVOYCzgSvvMCdsOaN4AaABAg,0,2 years ago,wow nice pupes and got,哇，漂亮的学生，得到了
14412,UgxlmYZXzQQW-Q4PvVd4AaABAg,0,2 years ago,so qute girl cooking very nice,所以古德女孩做饭很好
14481,Ugzb8beecg2nOQO14dZ4AaABAg,0,2 years ago,you so nice doing,你真好做
14497,UgzsabbtfW3TuqWsXKF4AaABAg.9Ad3LSeJ3QA9BHHp3xjucb,0,2 years ago,"nice try, behind me, do you know how many miles to wait for someone who wants to see her",不错的尝试，在我身后，你知道有多少英里要等一个想见她的人
14547,UgwHZzEpGOihxorZif54AaABAg,0,2 years ago,nice work,做得好
14721,Ugxssyz70F1-vUZmCPZ4AaABAg,0,2 years ago,hello you video very nice thank you sharing,您好，您的视频非常好，谢谢分享
14777,UgzJHfIGYOmjw_JoIb94AaABAg,0,2 years ago,so nice,很好
14851,UgyOLgvoWK6Vk8f4AOZ4AaABAg,0,2 years ago,nice,很好
13215,Ugx3e6ElVt6RyFfC1214AaABAg,0,2 years ago,"it’s so nice, lovely, and relaxing to live in a countryside",住在乡村真是太好了，可爱和放松
13203,UgyxfhseNlSEJ8pVzSl4AaABAg,0,2 years ago,nice,好的
20776,Ugztcmddj_PQ0XYtiuN4AaABAg,0,3 years ago,very very nice.....๐๐๐๐,非常非常好.....
13131,UgwgSp3FOo8PQ5e_yEh4AaABAg,0,2 years ago,nice,好的
11682,Ugw_3oILgQncWeCMiWJ4AaABAg,0,2 years ago,oh wow nice..i love it this channel..i learnt so many things...how to make,哦，哇，很好..我喜欢这个频道..我学到了很多东西...如何制作
11816,UgyUpT46o02GvpJozvp4AaABAg,0,2 years ago,waoo nice,waoo很好
11830,UgzwrOUs8L5vKlJAMNx4AaABAg,0,2 years ago,nice to you ๐๐๐‘๐‘,对你很好
11832,Ugw7NauIyjJIRrDCo714AaABAg,0,2 years ago,"nice

๐๐‘","好的

"
11849,UgzIuRpxZw11Fwgcifd4AaABAg,0,2 years ago,nice video,不错的视频
11918,Ugw2z34R0hkh2RnABTt4AaABAg,0,2 years ago,hai sister i like your videos very much very nice videos. my youtube channel is thamizhini's lifestyle please subscribe to my channel sister thanks in advance take care. i love your cooking very much.,hai Sister，我非常喜欢您的视频。我的YouTube频道是Thamizhini的生活方式，请订阅我的频道姐姐，谢谢。我非常喜欢你的烹饪。
11954,UgwDItUdsliIeAvWs_54AaABAg,0,2 years ago,nice video#ldentiy420,不错的视频＃ldentiy420
11968,UgyBRFrn3vs0e2ASe9R4AaABAg.9DpPtG3bod59DpPurkqI9W,0,2 years ago,so nice,太赞了
12004,Ugx1mbHeDeOSTdg3EaJ4AaABAg,0,2 years ago (edited),"it's nice to watch such a video, all the natural product. and the plastic that china produces let other countries eat. such reality. if you are already afraid to buy rice.",观看这样的视频，所有天然产品和中国生产的塑料让其他国家都吃饭真是太好了。这样的现实。如果您已经害怕购买米饭。
12013,UgxurnPYB9mIvOJNj6h4AaABAg,0,2 years ago,nice,好的
12170,UgyjStX7T5MD4kGyc8l4AaABAg,0,2 years ago,very nice to watch natural beauty.,非常高兴观看自然的美丽。
12244,UgzjVaev9Ba8-zc1ANJ4AaABAg,0,2 years ago,very nice.,很不错。
12367,UgzdtBMw7Hq7LTtC7Rd4AaABAg,0,2 years ago,nice,好的
12449,Ugxk5FpgPcoSpjKmRz54AaABAg,0,2 years ago,nice,好的
12504,UgxprBL16C17y_gDCbJ4AaABAg,0,2 years ago,"nice

https://youtu.be/z5kkvktxmfu","好的

https://youtu.be/z5kkvktxmfu"
12594,UgxY4ZVrjr0njGRX_-14AaABAg,0,2 years ago,nice. video,好的。视频
12601,Ugx4B7OLwa7XH7yjrFh4AaABAg.9CxpxitW3aF9ENhaYoGUMW,0,2 years ago,also got a nice smoke grenade,也有一个不错的烟手榴弹
12610,UgyQNVGdfNeWMoWtHOp4AaABAg,0,2 years ago,"love your vlogs., nice taking care of nan",爱你的vlogs。
12699,UgzvcYf4sThJizliU4h4AaABAg,0,2 years ago,nice great cooking talents keep it up,很棒的烹饪才华保持效果
12741,UgzqX-Ys8ifAS4-_w254AaABAg,0,2 years ago,nice,好的
12746,UgzR47kwRa4Zki2ph4F4AaABAg,0,2 years ago,nice,好的
12762,UgwRREvWOO0INpfMRgR4AaABAg,0,2 years ago,i live in bangladesh .this vedio is so nice .,我住在孟加拉国。这是如此不错。
12839,UgyNx8QxU-2ISWlvcAR4AaABAg,0,2 years ago,wow very nice,哇，很棒
12989,UgxEwKJ50uXCNIpvC654AaABAg,0,2 years ago,wow nice garden.and amazing recipe's. grandma really very lucky.sister god bless you abundantly. love you sister from india,哇，不错的花园和惊人的食谱。奶奶真的很幸运。上帝上帝祝福你。爱你来自印度的妹妹
13063,UgzArtC0-coA9k_ihl14AaABAg,0,2 years ago,nice beby,很好
15029,UgzIGBVPSIz9EOxdxuZ4AaABAg,0,2 years ago,you have made turkish turkish delight very nice,你让土耳其土耳其的喜悦非常好
15300,UgzFmMHH05S_R6j6-vV4AaABAg,0,3 years ago,wow your kooking is so nice,哇，你的家伙真好
15328,UgwDHJv_pPCRT6hurCZ4AaABAg,0,3 years ago,so nice,太赞了
15467,UgxtftiKr93h0gX0hwN4AaABAg,0,3 years ago,i can not belive someone who is so nice to the nature and mother earth how can be neglecting those cute puppies. ignoring your dogs make me feel that you sometime soon may cook them and eat them,我不能相信一个对大自然和地球母亲如此友善的人，怎么会忽略那些可爱的小狗。忽略你的狗会让我感到你很快就会煮狗并吃掉它们
18640,UgyJoYE82X1U7jRu6yR4AaABAg,0,3 years ago (edited),what a nice video. i love that you want grandpa. and very natural sweets. you are very creative. it motivates me to do things. i have.,多么好的视频。我爱你想要爷爷。和非常自然的糖果。你很有创造力。它激励我做事。我有。
18879,UgyaiacSlnAsfK9mquh4AaABAg,0,3 years ago,your videos are always relaxing. dragging in the earlier time of adam n eve. its so nice to sit silent n watch your videos.,您的视频总是很放松。在亚当·夏娃（Adam n Eve）的早期拖延。无声地看着您的视频真是太好了。
19065,UgzpobsONcQAMle-Y554AaABAg,0,3 years ago,"what a smart man, a needlewoman, looking at her skill is simply nice.",看着她的技巧真是太好了。
19178,UgztM3Tm2VByLDHI6I14AaABAg,0,3 years ago,very nice,很不错
19322,UgznfVNKJYosAkNcjH54AaABAg,0,3 years ago,"nice ,like it...",很好，喜欢...
19411,UgxM9m5T6SQkuWdOG6h4AaABAg,0,3 years ago,his house is so nice and beautiful. the weather is probably very good.,他的房子是如此美观。天气可能非常好。
19448,UgwpepipdU3nh_-URFF4AaABAg.95m1IAbbsFz96zy_AEWcdj,0,3 years ago,nice to know,很高兴知道
19573,UgyTloPaLDPSYnf3iTB4AaABAg,0,3 years ago,nice,好的
19697,Ugx9-bFEtLy0hyrGlEp4AaABAg,0,3 years ago,"what a nice video, like if you liked",多么好的视频，例如您喜欢
19804,UgwXuIOtnv2NxRG17Pp4AaABAg,0,3 years ago,she halp always you mom she is so nice,她总是你妈妈，她真好
19851,Ugx-3J19LScQbA7_MUR4AaABAg,0,3 years ago,i want go your place it nice,我想去你的地方很好
19866,UgypaiOPwiPgQi3QOHp4AaABAg,0,3 years ago,and very nice places,和非常好的地方
19933,UgzHEknrZO3mgMwXy294AaABAg,0,3 years ago,nice your all videos...,很好，您的所有视频...
19957,UgxF2cJ5ZQN6JCfDMAd4AaABAg,0,3 years ago,nice.... good work... stay blessed,好....好...保持幸福
19979,UgxFuu68InDRIuKPsXh4AaABAg,0,3 years ago,nice,好的
20087,UgzpO-in3HIt-0QO67t4AaABAg,0,3 years ago,wow khub sundor laglo nice dii. from west bengal ๐’๐’,哇，khub sundor laglo nice dii。来自西孟加拉邦
20128,UgyieCxHni3zmtWgITp4AaABAg,0,3 years ago,very nice ๐‘,非常好
20148,UgxwaST4uhPV8_mk1Ad4AaABAg,0,3 years ago (edited),"what about the compassion about the dogs/sheep? are you feeding them? feed them when you eat too! not nice let them watch when make food and eat and they still not! bummer not cool!! they eat meat and vegetables, friuts,you have so much from it...",那狗/绵羊的同情呢？你在喂他们吗？当你也吃东西时喂他们！不好，让他们看着食物和吃饭时，他们仍然没有！ bummer不酷！他们吃肉和蔬菜，弗里特，你有很多东西...
20269,UgxoeNl8bTc2r4dfAWd4AaABAg,0,3 years ago,she deserves every cent she gets from these videos. really nice stuff.,她应该从这些视频中获得每一分钱。真的很不错的东西。
20271,UgxT5xtrplbENNkwVUp4AaABAg,0,3 years ago,nice enjoy it ๐‘๐‘,很高兴享受
20320,Ugy-aRVxYXh7hehMbJx4AaABAg,0,3 years ago,nice you,你真好
20376,Ugzzu59zJphXo4QgTgF4AaABAg,0,3 years ago,nice.,好的。
20612,UgxcuH5zkLyqo2EpWgF4AaABAg,0,3 years ago,"what hard working girl, nice",什么努力工作的女孩，很好
20678,UgzyPeP5tk_dAchK9lt4AaABAg,0,3 years ago,nice production value for a propaganda video,宣传视频的良好生产价值
20725,UgwmEfmfobdZWdsMDcd4AaABAg,0,3 years ago,"it makes me feel fortunate that i haven't lived an absent life like the rest of the people in this comment section..i'm a jack of all trades and i could survive in the wilderness if needbe..i can out fish any man, build a small house, cook nice meals, paint pictures, draw, weld metal, run a machine, clean a hospital room from one end to the other, ace a college course final, cut hair, do make-up, create something beautiful, enjoy a day off in the sun, load my kayak, bake pies from scratch... dang, i could go on & on but now everyone wants to bash me i bet lol ..

learn all u can in life!","这让我感到幸运的是，我没有像本评论部分中的其他人那样过着没有过的生活。.我是所有行业的杰克，如果需要的话，我可以在旷野中生存。男人，建造一间小房子，烹饪美食，油漆图片，绘画，焊接金属，运行机器，从一端到另一端清洁病房美丽，在阳光下度过一天，加载我的皮划艇，从头开始烤馅饼... dang，我可以继续前进，但是现在每个人都想打我，我敢打赌。

了解您生活中的一切！"
18445,UgylhUPFHdocMM5JoUB4AaABAg.96xGI6kKZ3a96y--9hWhLy,0,3 years ago,"carlson choppynice yes it was sun flower seed. but we chinese are used to call of kind of seeds “gua zi” , which means melon’s seed in english",Carlson Choppynice是的，是太阳花种子。但是我们中国人被用来称为种子“瓜Zi”，这意味着瓜的种子英语
18444,UgylhUPFHdocMM5JoUB4AaABAg.96xGI6kKZ3a96xzznOZo9n,0,3 years ago,"carlson choppynice yes it was sun flower seed. but we chinese are used to call of kind of seeds “gua zi” , which means melon’s seed in english",Carlson Choppynice是的，是太阳花种子。但是我们中国人被用来称为种子“瓜Zi”，这意味着瓜的种子英语
18340,Ugzt_fRSezQqZO1aw1B4AaABAg,0,3 years ago,soo nice..... you r so amazing ...,太好了.....你真是太神奇了...
17055,UgxXeDzQoVTY7AV_lPR4AaABAg,0,3 years ago,"you realize, she’s like a barbie doll version of a woman from the bible. she’s a propaganda version of what men want. i mean someone had to teach her all that stuff. it’s really a nice short film about a wholesome girl that just great, clean, pretty, can cook anything and never looks tired.",您意识到，她就像圣经中的女人的芭比娃娃版本。她是男人想要的宣传版本。我的意思是有人必须教她所有这些东西。这确实是一部很好的短片，讲述了一个有益健康的女孩，这个女孩很棒，干净，漂亮，可以做任何东西，而且永远不会疲倦。
15599,Ugz3B9J_ANjiRzpP8O54AaABAg,0,3 years ago,it's very nice,这是很不错的
15601,UgzdILuvUPnLld2wv4F4AaABAg,0,3 years ago,nice,好的
15871,UgwvvxHNepndznanJUt4AaABAg,0,3 years ago,very nice ur life im watching ur fb program very very nice i like it,非常美好的生活，我正在看您的FB程序，非常好我喜欢它
16065,UgwQP5kRpw9OSys1P0V4AaABAg,0,3 years ago,live with it nature is nice,与它的生活很不错
16087,UgzZSfKr_XKOyjUnyt14AaABAg,0,3 years ago,super nicey,超级好
16156,UgznzneHUEZIJxDPrkV4AaABAg,0,3 years ago,nice one,好一个
16209,UgzK4i7TMWx6w8Itez14AaABAg,0,3 years ago,very nice,很不错
16536,UgycUNM3QstT5fuqUGx4AaABAg,0,3 years ago,"liziqi.....
...... nice.....
again nice...
forever","liziqi .....
...... 好的.....
再次很好...
永远"
16785,Ugz7hd2XBr7eK4NcUTV4AaABAg,0,3 years ago,"realy i appreciate you what a garden beauty its so nice 
thn spicy food wow i really like youu","真的，我感谢您多么美好的花园美女
我真的很喜欢你"
16865,UgzKqwrRNGcjcj8wKvt4AaABAg,0,3 years ago,very nice visual,非常不错的视觉效果
17015,UgyOwZDueGIEhhBoLFJ4AaABAg,0,3 years ago,what a nice puppy i love them,我爱他们多么漂亮的小狗
17231,Ugwktgbr1sX_kOrrqXN4AaABAg,0,3 years ago,nice,好的
18248,UgzD0f0m73G4uK-TFe14AaABAg,0,3 years ago,look so amazing i like your video a lot nice girl nice work,看起来很棒，我喜欢你的视频很多好的女孩
17262,Ugyl9wuW2LwLe8vJXwt4AaABAg,0,3 years ago,hardworking girl wow she cooks nice,勤奋的女孩哇，她做得很好
17338,Ugxg-F77GU5ncD51Ln54AaABAg,0,3 years ago,nice video,不错的视频
17546,UgxSGsaJXct7FG60A9d4AaABAg,0,3 years ago,nice,好的
17554,Ugzc6pVw7ZQc7OrDo7Z4AaABAg,0,3 years ago,"very nice
","很不错
"
17599,UgzZJQLfxZmjWJC-CE94AaABAg.97mGEjwYYmP98cYSWTJ3Dc,0,3 years ago,"she have a really nice energy to her, honestly i would marry her haha",她对她有一个非常不错的能量，老实说我会嫁给她哈哈
17633,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh98QmR_0Iteu,0,3 years ago,"at least she is doing all the hard work by herself which part can't you hates see? well i guess you haters can always find something to judge and hate, i highly doubt that if you actually have a life in reality or this is how pathetic you guys are, don't appreciate a different culture, the beautiful side of countryside lifestyle...it just can't be something nice in your eyes, it has to be poor, dirty, not developed or even not educated. where does your self priority come from mr. know-it-all? in the end you are just a human like everyone else. righteousness doesn't make you a wise man but demonstrates that you have ugly soul.",至少她自己正在做所有艰苦的工作，您无法讨厌看到哪一部分？好吧，我想您仇恨的人总是会找到一些可以判断和仇恨的东西，我高度怀疑，如果您实际上有现实的生活，或者这就是你们的可悲，不要欣赏不同的文化，这是乡村生活方式的美丽一面。 ..这在您的眼中不可能是一件好事，它一定是贫穷，肮脏，没有发展甚至没有受过教育的东西。您的自我优先级来自智力先生？最后，您就像其他人一样。公义并不能使您成为一个明智的人，而是表明您有丑陋的灵魂。
17758,Ugx0naEMVemhxBsxFyR4AaABAg,0,3 years ago,does somebody know the recipe of these nice crispy pancakes she dried and put it into the bags ? ❤️,有人知道她干煎饼并将其放入袋子里的食谱吗？ ❤️
17763,UgwEeoLqW7hJoxsxiut4AaABAg,0,3 years ago,very nice!,很不错！
17766,UgxLaNnzm7pnvMrvQvF4AaABAg,0,3 years ago,"i like how cossines your meals look rich, very nice embroiders ...

ta curious your mud oven. the place where you live.","我喜欢你的饭菜看起来很丰富，非常漂亮的绣花...

好奇你的泥烤箱。你居住的地方。"
17830,Ugzll2fbpsnAibeI4ox4AaABAg,0,3 years ago,"you should keep the audio. it makes your videos more authentic. music is nice too, but your daily life is too precious and wholesome. keep up the good work & god bless!!",您应该保留音频。它使您的视频更加真实。音乐也很好，但是您的日常生活太珍贵和有益健康。保持良好的工作和上帝保佑！！
