,cid,votes,time,含girl,含girl中文翻译
52215,UgxOOdTwXgYNxUUBYml4AaABAg,15,4 years ago,i have never seen such a beautiful girl. happy new year,我从未见过如此能干美好的姑娘。新年快乐
40295,UgyaCui1bXDrVA2Lyc94AaABAg,14,4 years ago,just a sorceress from the world of dreams! the girl is a miracle worker!,只是梦想世界的巫术！这个女孩是一个奇迹工人！
22171,Ugx-wcC0l6nx1caCGqh4AaABAg,14,3 years ago,"she can be every thing and she can do every thing. i realy like this girl and i like what she do. her work, her style of life. she is a model of a strong and beautiful chineese woman๐",她可以是每件事，她可以做每件事。我真的很喜欢这个女孩，我喜欢她的所作所为。她的工作，生活方式。她是一个坚强而美丽的Chineese Woman的典范
44211,Ugy5WY0-UdYLgJHJGNd4AaABAg,14,4 years ago,this girl is really wise,这姑娘真的太贤慧了
33270,UgzYAPal7GjkZkDP3yZ4AaABAg,13,4 years ago,"the best youtube channel with great music,cinematography,beauty young girl& super talented&cooking",最好的YouTube频道，具有出色的音乐，摄影，美丽的年轻女孩和超级才华和烹饪
7348,UgzvyfEXsMTNe1M8eJ94AaABAg,13,2 years ago,"thanks a lot! delight! girl truck, well done! i watched the video different, admiration! well done :-)",多谢！喜！女孩卡车，做得好！我看了视频不同，钦佩！做得好 ：-）
5545,UgxtsHt7oFimDzVx_j14AaABAg,13,2 years ago (edited),"favorite channel. i am a good liziki. the girl is glorious. darling. beautiful and very talented. your channel, my girl, is a pleasure to watch. god forbid you a paw and your grandmother of health and many years of life",最喜欢的频道。我是一个很好的利兹基。这个女孩很光荣。亲爱的。美丽而很有才华。我的频道，我的女孩，很高兴观看。上帝禁止你是爪子和你的祖母健康和多年的生活
30529,UgyySwGmDvOFkuceh9F4AaABAg.8wygo0jMHYk8xHhTbtbPLL,13,3 years ago,"@odee126 man you're just brainwashed by west propaganda. this girl made videos on china's website such as bilibili far more early than youtube along with other video makers. they join youtube because of competition and the huge benefits. another reason is that almost every village of china now connects to 4g, so you see more villager using youtube and upload videos now. talking about their tool vpn, it is legal to use but illegal sell it, we have no problem if we just use it. furthermore, this is also not a better image of china, the real better image of china is an advanced, tech-originated country which we are going to meet soon lead by our government. so i am pretty sure that there is no national support for this kind of videos, it is just your own imagination based on the bias to china and anti-china's west propaganda you've received in decades.",@odee126男人，你只是被西部宣传洗脑了。这个女孩在中国网站上制作了视频，例如比利比利（Bilibili）和其他视频制作人更早。他们由于竞争和巨大好处而加入YouTube。另一个原因是，中国几乎每个村庄现在都连接到4G，因此您现在看到更多的村民使用YouTube并上传视频。谈论他们的工具VPN，使用合法，但非法出售它，如果我们只使用它，我们就没有问题。此外，这也不是中国更好的形象，中国的真正更好形象是一个先进的，以技术培养的国家，我们将很快见到政府的领导。因此，我很确定没有国家对这种视频的支持，这只是您自己的想象力，基于对中国的偏见和您几十年来您收到的反中国的西方宣传。
48079,Ugwek5my90OxP2WM2iV4AaABAg,12,4 years ago,"what a sweet, smart, working girl. very nice to watch!",多么甜蜜，聪明，工作的女孩。很好看！
28646,Ugye9uTD8Jl5_SegN7t4AaABAg,12,3 years ago,"i recently found this channel and i love this girl so much, such an inspiration ๐ฅฐ",我最近发现了这个频道，我非常喜欢这个女孩，这是一个灵感
48720,UgxG1NnEvR0e-Iqjam54AaABAg,12,4 years ago,i absolutely love this channel i first found her through facebook and kept searching and finally found her channel! so much amazing food and such a hard working girl that loves her grandmother!!! also does anyone notice that the grandma has cute little ears on her hat!!!!!,我绝对喜欢这个频道，我首先通过Facebook找到了她，并一直在搜索并终于找到了她的频道！如此多的美食和如此努力的女孩，爱她的祖母！！！还有人注意到奶奶的帽子上有可爱的小耳朵！
36491,UgyvmxmPJmXATBXTYnV4AaABAg.8uUOtMcYkny8uXEy4sqEjG,12,4 years ago (edited),mang kanor i mean by how she does stuff ofcourse she can have that life style but living that type of life sure its not easy. because those things are difficult to do even with that life style they could easily go wrong thats why i said she is a talented girl,曼格·凯诺（Mang Kanor）我的意思是说她如何做自己的事情，她可以拥有这种生活方式，但过着这种生活类型的生活，确保这并不容易。因为这些事情即使生活方式也很难做，所以他们很容易出错，这就是为什么我说她是一个才华横溢的女孩
20963,UgzDA7LvsQaDocWgzfh4AaABAg.944JVs0uHe0949vfDbs7pc,12,3 years ago,"cherry w. mann i was thinking the same too. but she had been living in city before. she know how to do photo and etx. she is liziqi girl who raised by her grandma, then going to the capital city(beijing)to take her career, later she was going back to village in sichuan, china to take care of her grandma.
she is hoping that all of people who are living in city know how the food come from.","Cherry W. Mann我也在想。但是她以前曾住在城市。她知道如何拍照和ETX。她是Liziqi女孩，她是由祖母抚养长大的，然后去首都（北京）去职业生涯，后来她回到中国四川的村庄照顾祖母。
她希望所有住在城市的人都知道食物的来源。"
16856,UgxLNW1P3lxL7potNSh4AaABAg,11,3 years ago,we all need a girl like her. so hardworking and talented.,我们都需要一个像她这样的女孩。如此勤奋和才华。
33513,UgxscvGcl354w4DmCfh4AaABAg,11,4 years ago,"excellent girl.
i want to have a friend like this","优秀的女孩。
我想有这样的朋友"
19508,Ugw-LfhAQMSxFkTNOcF4AaABAg.95hQGx72lER95oA5rY8aIX,11,3 years ago,"@lucygo6415 hi, i understand your sentiments but isn't it awesome bec this girl right here represents them all? besides, all her videos are therapeutic. meaning, it calms our souls. it is refreshing. brings positive impact to us, viewers. so let us all be happy we've got a channel like this.",@lucygo6415嗨，我理解您的观点，但这不是很棒，因为这个女孩在这里代表了所有人吗？此外，她所有的视频都是治疗性的。意思是，它平静了我们的灵魂。令人耳目一新。观众给我们带来积极影响。因此，让我们所有人都很高兴我们有这样的频道。
34654,UgwIubx7mqS6SYaXx_x4AaABAg,11,4 years ago,"i wish could live like her...
she beautiful,clever and do everthing alone...love you girl...the village so nice and eating fresh fruit and vege...so good...","我希望能像她一样生活...
她美丽，聪明，独自一人做事...爱你的女孩...村庄真好，吃新鲜的水果和蔬菜...太好了..."
13729,Ugy5NNemn1eWA6mOetZ4AaABAg,11,2 years ago (edited),this girl deserves world ... imagine if she get this world she would take care of them,这个女孩应该得到世界...想象一下，如果她得到这个世界，她会照顾他们
3533,UgzxWXyl3rFUF_YUDVh4AaABAg,11,1 year ago,this video truly pleasing to eye and heart also.... that place become my dream destination now ❤how beautiful is her village. lucky girl,这个视频也真正令人愉悦。幸运的女孩
29832,UgyL52iM2DEW7ZEGz0B4AaABAg,10,3 years ago,this girl is just too busy being amazing!!!,这个女孩太忙了！！！
28199,UgzIyFVg_fDALnYMxLJ4AaABAg,10,3 years ago,love this girl and the love for her grandmother i wish them the best,爱这个女孩和对她祖母的爱，我希望他们最好
3769,UgzdQYPW8rUSmE7n-RJ4AaABAg,10,1 year ago,absolutely amazing!!! this girl can do anything!!!,非常精彩！！！这个女孩可以做任何事情！！！
41487,UgxECOdJicp4FScGJCp4AaABAg,10,4 years ago,just love watching her do her things. such a young girl and so talented...so inspiring and a good example for today's young generation.,只是喜欢看着她做她的事情。如此年轻的女孩和才华横溢……如此鼓舞人心，这是当今年轻一代的一个很好的榜样。
44695,UgzVCEuOLohvv2U_zHp4AaABAg,10,4 years ago,you are a great working girl! i send you a big hug from mexico.,你是一个很棒的工作女孩！我从墨西哥给你一个大拥抱。
45258,Ugw-lyqmijLB1EqqA4d4AaABAg,10,4 years ago,good interest girls! smart and beautiful movements will do so many delicious things!,好利害的女孩子！聪明 美丽 动作快 会做这么多好吃的东西！
6860,Ugw_mnPTNkmaNmEThQR4AaABAg,10,2 years ago,this girl so good in everything she does,这个女孩在她所做的一切中都很好
14273,Ugw6V626jDCkDjTxDjV4AaABAg,10,2 years ago,"i’m getting addicted to watch this girl, wish to meet her once!",我上瘾看这个女孩，希望见到她一次！
28213,UgyvQdSABPAR4uU3nnt4AaABAg,9,3 years ago,i love how she takes good care of her grandmother she's such a sweet girl!:๐’—,我喜欢她如何照顾她的祖母，她是一个如此可爱的女孩！
13660,UgwyNavXKGq9BYX16W14AaABAg,9,2 years ago,"hello, girl zi, watching your videos. i think of the quiet and simple life of my hometown. it is enviable. sometimes it ’s sad to wrap a busy day in big cities.",子柒姑娘你好，看你视频另我回想故乡的宁静朴素实在的生活，令人羡慕，有时在大城市裹忙碌的日子实在难过。
43826,UgyyYaGX1DO6tWuKHHt4AaABAg,9,4 years ago,wonderful girl,很棒的女孩
35502,Ugw4KzgbiresLHig9Zh4AaABAg,9,4 years ago,๐‘ory what is a hardworking girl ๐น๐น๐น๐น๐น clever ๐‘๐‘๐‘ hostess ๐น๐น๐น๐น,什么是一个勤奋的女孩
30099,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd78yENepOerfA,8,3 years ago,@janicetarot mulan is a story about a girl who goes off to train in the army and goes to war to take her father's place. love how people say she's mulan just because she's chinese and mulan is the only disney princess they know about. ๐,@Janicetarot Mulan是一个讲述一个女孩，她在军队中训练并参加战争以取代父亲的位置。喜欢人们说她是花木兰，只是因为她是中国人，而花木兰是他们唯一知道的迪士尼公主。
6431,UgwXuT2WB7Ayy3MDPG54AaABAg,8,2 years ago,"° ° c ° c ✅ ✅ (

free for you: sexgirls.monster/hornyer0ticxx628

!","°°C°C✅（

免费：sexgirls.monster/hornyer0ticxx628

！"
