,cid,votes,time,含girl,含girl中文翻译
15635,UgyfNDirihSbsA0Pp7R4AaABAg,0,3 years ago,what kind of girl she is a amazing girl,她是一个了不起的女孩
16026,Ugxct9CGjr0f2GPwUYx4AaABAg,0,3 years ago,this girl is worthy of praise,这姑娘值得一赞
15708,Ugx1Ao2T-vwMn4Ifiwl4AaABAg,0,3 years ago,"beautiful girl, with proper morals",美丽的女孩，有适当的道德
15746,UgxlvpxuAenQmPU9njh4AaABAg,0,3 years ago,"food look tasty, but i enjoy when look at her... she beauty, calm, gentleness...its liar if you said you dont want marry with a girl like her...",食物看起来很美味，但是当看着她时，我很喜欢...她美丽，镇定，温柔...如果您说您不想和像她这样的女孩结婚，这是骗子...
15790,UgwDRpKcXqjtMDTq3a54AaABAg,0,3 years ago,"spring, summer, autumn and winter in japanese movies. however, the camera technology is very good. sichuan girls are also very good. to tell the truth, the life of the real people can really move the heart of the world. it is the real cultural output",和日本电影 小森林 春夏秋冬差不多。不过，摄像技术非常不错。 四川姑娘也非常不错。 说真话，反应真实老百姓的生活才能真的打动世界的心，是真的文化输出
15794,UgzvZxYdVQsKNIzPTU94AaABAg,0,3 years ago,"anybody remember/watched that video when anthony bourdain (rip) introduced us the ""lunch lady""? well, i'll never gonna eat what she cooks... and now this girl is my new ""lunch lady"" and sadly is the same, because i'm just a poor idiot that lives in mexico.",当安东尼·布尔登（RIP）向我们介绍“午餐女士”时，有人记得/观看了该视频吗？好吧，我永远不会吃她做饭的东西……现在这个女孩是我的新“午餐女士”，可悲的是一样，因为我只是一个住在墨西哥的可怜的白痴。
15800,UgzwCguzdWd4UwhSWF54AaABAg,0,3 years ago,do not know this girl must be vietnamese but the vietnamese translator is too standard,不知道这个女孩一定是越南人，但越南翻译人员太标准了
15805,Ugw_r7jLZfqLmIkMsfp4AaABAg,0,3 years ago,very good wifey material. i must admit she really strong girl,很好的妻子材料。我必须承认她真的很坚强的女孩
15816,UgxzHYI01yR_7ufkEFV4AaABAg,0,3 years ago,"the work of the ccp united front department, like china on the tip of the tongue, is deceptive and out of facts. the cctv team sincerely cooperates as a girl to make a professional production. the purpose is to attract overseas people to go to china as a leek! the real rural weather pollution is also very serious. whoever has the energy of dressing is beautiful. in order to live and work, the child is borrowing money everywhere. there are also farmers who criticize pigs who do n’t live alive pesticides. apples who sell apples ca n’t sell it. there is no help to cry there without help. you can take a look at the real situation and see that you will delete your number after two days.",Ccp统战部作品，和舌尖上的中国一样是骗人的、脱离事实，央视团队精诚协作为一个女孩子专业制作，目的就是统战，吸引海外人士赴中国当韭菜！真实的农村天气污染也很严重，有谁有精力打扮的漂漂亮亮，为了生计忙的累死累活，小孩读书还得到处借钱，一场大病就得跳楼，今年养猪的养了几批猪仔养不活喝农药的农民也有，卖苹果的成吨的苹果卖不出去烂在那里无助痛哭，你拍点真实情况放上去看看 没有俩天就把你删号了。
15818,UgxQxedGK6BMkLX0jzR4AaABAg,0,3 years ago,"the work of the united front work department of ccp is as deceptive and deconstructive as china on the tip of the tongue. the cctv team sincerely collaborates on a professional production for a girl. the purpose is to unite the front and attract overseas people to china to be chives! the real rural weather pollution is also very serious. who has the energy to dress up beautifully, and in order to live and work hard, have a serious illness he must jump off the building.",CCP联合前线工作部的工作与舌头上的中国一样具有欺骗性和解构性。 CCTV团队真诚地合作为女孩提供专业作品。目的是将前线团结起来，吸引海外人民进入中国成为细心！真正的农村天气污染也非常严重。谁有精力打扮得很漂亮，为了努力生活和努力，他必须跳下大楼。
15876,UgxW-R-7PhbXuSI_YK54AaABAg,0,3 years ago,is sichuan girls all such cheerful and optimistic character?,四川姑娘是不是都是这种开朗乐观的性格？
15927,UgzvtIbISZmXUAEUYAJ4AaABAg,0,3 years ago,wow this girl has patience...,哇，这个女孩有耐心...
15935,UgwiIGK_15X_CF8x9-J4AaABAg,0,3 years ago,"watch it at station b and watch the oil pipe again, come on my baby girl! watch your video super decompress!",在b站看了再来油管看一遍，加油my baby girl!看你的视频超级解压！
17161,Ugw2AVolmQuN-OYl9JJ4AaABAg,0,3 years ago,so many people all arround the world tell me where do i find someone like you girl .. love from malaysia,这么多人都在世界上告诉我，我在哪里找到像你这样的女孩。
17167,UgwuWNMwgW3GPNBr9wp4AaABAg,0,3 years ago,"i have to say .... the rural girls in the post -90s and post -00s are no different from urban girls, and they will not do housework, let alone farm work .... so li ziyi is a perfect wife. elastic",我必须要说....90后和00后的农村女孩跟城市女孩毫无差别，都是不会做家务的，更别说农活了....所以李子柒这种简直就是完美老婆....
15174,Ugz-v-TV0pUOr1y0z5l4AaABAg.93UWNVMNPio93ZpEyEAc-0,0,3 years ago,"@etriganthedemon666 she is , you cant find other girl same or better than her . you can , but it hard",@etriganthedemon66她是，您找不到比她相同或更好的女孩。你可以，但是很难
19213,Ugy9u8kWl0KyDucKSuh4AaABAg,0,3 years ago,well done girl! skillful fingers!,做得好的女孩！熟练的手指！
18648,UgxYFDULNZlT7DuUCR14AaABAg,0,3 years ago,"i loved the girl, llove you ❤️❤️",我爱那个女孩，llove you❤️❤️
18716,UgzUsOaVEL1yIhv3BDl4AaABAg,0,3 years ago,wonder girl.,奇迹女孩。
18852,UgzU-pdSoeroWmPjZot4AaABAg.92GzIqaTO7892g__DVlUvq,0,3 years ago,"​ @user-jd5cs7te2r lol, that's insulting...its a girl, not a dude.",@user-jd5cs7te2r，这是侮辱性的……它是一个女孩，而不是一个家伙。
18859,UgxAVzHYfNIDIWGUTgV4AaABAg.92GcCTn5nva92Kho2DczmG,0,3 years ago,"@itzyogirl sarah, she better stay away from those types of men.",@itzyogirl莎拉，她最好远离这类男人。
18903,UgyRQYzjL4sMOUIlKQ94AaABAg.92DFFAhaLDZ92GNxjkJq-q,0,3 years ago,"sara usmani i am a chines girl, in my house have a same giant pans, in my village in every house have the same one",萨拉·乌斯曼尼（Sara Usmani
19110,Ugxo2JIk4yVLoPqcmVR4AaABAg,0,3 years ago,"equilibrium between nature and human survival. i can feel the tranquility. the girl just take what she needs carefully, without over possessing, or damaging the nature.",自然与人类生存之间的平衡。我能感觉到宁静。这个女孩只是仔细地接受她的需求，而没有过度拥有或损害大自然。
19113,UgwPR_IkLuq-mIhqvlR4AaABAg,0,3 years ago,"if this girl is good, even though bad a cx",如果这个女孩好，即使CX不好
19142,UgzG2VeTI6B_JjSRzhV4AaABAg,0,3 years ago,i want to meet a girl like you,我想见一个像你这样的女孩
19163,UgwDGw_OLlVUqZJ4nbh4AaABAg,0,3 years ago,that meal looks very tasty (i already wanted to eat) ... the girl who cosina very beautiful ... and above all very important is that she is going to look for her fresh ingredients of her garden ....! and happiness of that family !!,那顿饭看起来很美味（我已经想吃了）... cosina非常漂亮的女孩……最重要的是她要寻找她的花园的新鲜食材....！那个家庭！
19202,UgxS5UIdHkDz_7KkgEp4AaABAg,0,3 years ago,beautiful girl),美丽的女孩）
19205,UgwU_hAuvbTxJrW0a6p4AaABAg,0,3 years ago,bamboo girl :),竹女孩:)
19270,UgxS2VZg5TEcH2H8R-d4AaABAg,0,3 years ago,"no way it's one person shooting it. must be a whole movie crew. i bet they have a producer, budget and all other stuff like in a movie. too pretty for a farm girl. deceiving people. that's why so many dislikes. it's hidden propaganda. only a blind person would believe how good of life in a village in china. there are a bunch of documentaries showing otherwise.",这是一个人射击它。一定是整个电影团队。我敢打赌，他们有制片人，预算以及电影中的所有其他内容。对于一个农场女孩来说太漂亮了。欺骗人们。这就是为什么这么多不喜欢的原因。这是隐藏的宣传。只有一个盲人会相信中国一个村庄的生活良好。有很多纪录片显示。
18470,UgyEoawFn7SHZMG8J2V4AaABAg,0,3 years ago,girl with a good skin. essence universal rural areas can have such a good temperament and skin every day. essence,皮肤好好的妹子。。不科学农村天天干活能有这么好的气质和皮肤。。
19275,UgyeoQCxoqOJDwQtNaB4AaABAg.91zs5bMYhBO9293vAcnCtw,0,3 years ago,"@graceyang5569 in short, you are your film, that is, good mountains, good water, good skills, good girl, add love.",@graceyang5569 总之，
19278,UgzDESHGbvAxejQ4BiZ4AaABAg,0,3 years ago,such a beautiful girl!,好漂亮的姑娘！
19382,UgwRC6k-ocFViT5U2Ih4AaABAg,0,3 years ago,i am a girl n i really wants to meet her n be my teacher,我是一个女孩，我真的很想见她n成为我的老师
19443,UgwfnCXYc9samOmZPpp4AaABAg,0,3 years ago,girls who are good at heaven,擅长天堂的女孩
19444,UgxvZPx6TpdoZvp9lut4AaABAg,0,3 years ago,"this rural girl is not dark at all, and often runs, it must be true",这农村妹子一点都不黑，还经常地里跑，一定是真的
19522,Ugwu5_TXR3LT0J_-Qyl4AaABAg,0,3 years ago,"i fell in love with her !! it's beautiful, there's a girlish way! and still know how to cook super well !! i would marry her!!",我爱上了她！它很美，有一种少女的方式！而且仍然知道如何做得很好！我会嫁给她！
19560,Ugz7Q1JeCfwvuS81r3x4AaABAg,0,3 years ago,"what a beautiful place, a good and beautiful girl. can you tell me where is this?",好美好美的地方，好能干又美丽的姑娘。能告诉我这是在哪里吗？
19626,UgycVTw5Mibcir6LzfZ4AaABAg,0,3 years ago,"the little girl next door, simple and unpretentious",邻家小妹，朴实无华
19634,Ugz6QZ8woALf94vNlPp4AaABAg,0,3 years ago,beautyfull girl,Beautyfull女孩
19683,UgzO_WGl1UvOTQle80d4AaABAg,0,3 years ago (edited),"zhi chi, a young woman who is kind, cooks, telling recipes and methods. for the general public good luck and happiness. today, stir -fried bamboo shoots, long beans, donated with the remaining grandmother to eat the next day or sell to earn money. the future is hoping to be rich, the little girl this is a genuine chinese, fruit plant. dry, pickled, pickled, branches, weeds, as fuel, raising animals for self -use, self -use, sell, sell, make it to see as well. do only do not talk people in and abroad like therefore have ten million fans to follow really awesome, the little and pathetic little girl her history is very attractive. right now, the little girl beside the bridge that she used to be famous is her life. history is in the clip that she spoke alone, answering with the fan club who was with two grandmother. near the bridge there are village headmen to help parents and grandfather at a young age. looks very difficult. wish you good health and good luck, both grandchildren, talented people 写给 泰国 看 看",智奇（Zhi Chi）是一个善良的年轻女子，烹饪，讲食谱和方法。对于公众祝你好运和幸福。今天，搅拌竹芽，长豆，与剩下的祖母捐赠第二天或卖钱。未来希望有钱，小女孩这是一个真正的中国水果植物。干燥，腌制，腌制，树枝，杂草作为燃料，饲养动物以自我使用，自我使用，出售，出售，也可以看到。只能不说话国外的人喜欢因此有一千万的粉丝要跟随真的很棒，小而可悲的小女孩她的历史非常吸引人。现在，她曾经出名的桥旁边的小女孩是她的生活。她独自讲话的历史是在剪辑中，与两个祖母的粉丝俱乐部回答。在桥附近有村长在很小的时候帮助父母和祖父。看起来很困难。祝您身体健康，祝您好运，两个孙子，才华横溢的人写写看看
19754,UgxC1ZXyBMu0zghVK6B4AaABAg,0,3 years ago,what a wonderful and hardworking girl,多么伟大而勤奋的女孩
18508,UgxT8lJMlmeQbrL8gdJ4AaABAg,0,3 years ago,katee mito khana @ parikaarr thank uuuuuo girl,凯特·米托·卡纳（Katee Mito Khana） @ parikaarr谢谢uuuuuo女孩
18300,UgyUMF5x8WusRvQRfcJ4AaABAg,0,3 years ago,fairy treasure girl,充满仙气的宝藏女孩
17209,UgyicKJmxT8UAOWEB514AaABAg,0,3 years ago,fire girl! intersection intersection come on,火火的小姑娘！！！加油
17760,UgwMdrhf7-GUJy1-_-94AaABAg,0,3 years ago (edited),"you could say right,im not rich enough like those millionaires,but im more handsome or beautiful than em.you could say i dont care if he/she more handsome or beautiful than me ,take my money and shut the fuck up. 
when u stand before liziqi,ok girl.you win.totally win.","您可以说对了，我不像那些百万富翁那样富有，但是我比Em更帅或美丽。您可以说我不在乎他/她是否比我更帅或美丽，拿我的钱闭嘴。
当你站在liziqi面前时，好吧，你赢了。"
17210,Ugy03lZRI182pZPyJjB4AaABAg,0,3 years ago,i really like this girl,好喜欢这个姑娘
17242,UgzQCzWEr42mI7D1zDx4AaABAg,0,3 years ago,this girl is so beautiful,这女孩太好看了
17264,Ugz3iesR7mhHF9_w0i14AaABAg,0,3 years ago,is this girl mina from twice ? or is she just look like her ? lol,这个女孩是来自两次的Mina吗？还是她看起来像她？哈哈
17272,Ugx1wDNPFDL_ojToGER4AaABAg,0,3 years ago,"beauty girl, and smooth life",美容女孩和光滑的生活
17362,UgyBVZ2G7buTweGxE0p4AaABAg,0,3 years ago,she is perfect girl,她是完美的女孩
17364,UgyNaP3y5LXt3pMc2aV4AaABAg,0,3 years ago,seeing that li ziyi was touched by the world's recognition of the world's treasure girl on youtube fire. refueling duck,看李子柒在YouTube火起来有一种自己的宝藏girl被全世界认可的感动。加油鸭
17401,UgxKqU7FQq9SCavroTV4AaABAg,0,3 years ago (edited),"my type of girl, the one i would marry. the posh one is the one i would dump after a night out.",我的女孩，我会嫁给的那个女孩。豪华的那个是我晚上出门后会倾倒的那个。
17484,Ugy8bPL7E-XMV-JMSbZ4AaABAg.92jr2VRvJaO92ldkf5_N7m,0,3 years ago,"this is the case in rural areas in the south. the difference between the two is that the house is not as clean as the video. when the girl is working, it will generally not cover the makeup.",南方农村是这样的啊，唯二的差别是房子不像视频里这么干净，姑娘干活的时候一般不会遮掩化妆
17559,UgzifBTf1J7fYgZ76Mp4AaABAg,0,3 years ago,"you are great girl, peacful, cure my anxious mind",你是伟大的女孩，和平，治愈我的焦虑
17562,UgwUHeulyDUIu8PMsq54AaABAg,0,3 years ago,"li ziyi is really virtuous and beautiful, with a clever heart, very good chinese girl!",李子柒真的贤惠漂亮，心灵手巧，很赞的中国姑娘！
17757,Ugy-2-yiAUODUzdtScJ4AaABAg,0,3 years ago,this girl looks like a fairy.,这女孩像极了仙女下凡。
17780,Ugwl3fT1ctd28kIFFv54AaABAg,0,3 years ago,accepted you be my girlfriend i am really amazing this wonderful life that you live take me with you write me hafidarandon410@gmail.com it is my email,接受你是我的女朋友，我真的很棒
18206,UgzIlI7aCOhskJKTioN4AaABAg,0,3 years ago,"come to collect some praise, the girl, come on, take her own way, ignore the wild dog barking the road.",特地来收藏点赞，姑娘加油，走自己的路，不用理睬路边狂吠的野狗。
17816,Ugwd2FaKcNtJoNYWS8d4AaABAg,0,3 years ago (edited),"luosifen 
i don't know who this girl is, but this video is good.
professional","luosifen
我不知道这个女孩是谁，但是这个视频很好。
专业"
17817,Ugy_5N9lLv1fzqH1Olx4AaABAg,0,3 years ago,where is the girl?,妹子是哪里人
17851,UgxtOOPCby9QGqhZ_Vp4AaABAg,0,3 years ago,girl is so beautiful,姑娘好美
17881,UgznT0SM6EMyYmlr_h54AaABAg,0,3 years ago,"girl, you are so beautiful, where are you taking a video?",姑娘 你真美 你拍视频是在什么地方啊
18040,UgxBNOEbXvea0YqCmJl4AaABAg,0,3 years ago,"it’s understandable why ms. li ziqi doesn’t interact with her fans here. it’s illegal for mainland chinese to “climb over” the chinese internet firewall to access utube channel. now, do you still want a life of hers? for a bowl of noodle???? without government’s organized operations and special permission, how can a little girl access here and post a video? the country side kitchen may be close to what she presented, however it’s still a big lie fooling around the world......that chinese is a wonderful place to have a decent life.",李齐（Li Ziqi）女士在这里不与粉丝互动的原因是可以理解的。大陆中国人“攀登”中国互联网防火墙以访问UTUBE频道是非法的。现在，您还想要她的生活吗？一碗面条？？？如果没有政府的有组织的行动和特别的许可，一个小女孩如何在这里访问并发布视频？乡村方面的厨房可能接近她所展示的东西，但是在世界范围内，这仍然是一个大谎言……中国人是一个过着不错的生活的好地方。
18083,UgzbgCWjkeYTTyphxeZ4AaABAg,0,3 years ago,"this girl is busy as early as late, and it is very hard. essence essence essence","这女生由早忙到晚, 很辛苦。 。 。 。"
18117,UgwDAZKV2HbqBtY9AsB4AaABAg,0,3 years ago,"girl, you cook so fragrant, let's live together, eat together every day, and do nothing else. essence essence",妹子，你做饭那么香，我们一起过日子吧，每天就一起吃饭，其他啥也不干。。。
18141,UgwFFHbGBnpCqZxUaYx4AaABAg.92_4c6Udh6k930MS1ey2id,0,3 years ago,"@xiaolanglin9487 is sorry, i drank too much that night, hahaha, in fact, the snail powder is the same as stinky tofu, but i think it tastes good, just dislikes it, but my girlfriend loves it. i open the window every time he eats!",@xiaolanglin9487 不好意思，那天晚上喝多了，哈哈哈，其实螺蛳粉和臭豆腐一样，但是我觉得味道好大，就有点不喜欢，但是我女朋友特爱，他每次吃我都开窗户！
18146,UgziGJsNSXxh5yc76R14AaABAg,0,3 years ago,very smart girl... luv u,非常聪明的女孩...爱你
18174,UgyGNOeNj4QVDKZxYJF4AaABAg.92ZeoRX897K92pyyf6jyKu,0,3 years ago,"@svmathtutor most of the japanese girls/ladies i know they eat very little, literally. if you go to a restaurant in japan you will find portion is much smaller than in western countries. i lost weight when i was in japan although i felt i ate every single thing on the plate. the portion is just smaller and people expect you to eat less.",@SVMATHTUTOR，我知道她们的大多数日本女孩/女士从字面上看很少。如果您去日本的一家餐厅，您会发现比西方国家要小得多。我在日本时减肥，尽管我觉得自己在盘子上吃了每件事。该部分只是较小，人们期望您吃得更少。
18185,UgyUq1lIRnIbDFZYhxt4AaABAg,0,3 years ago,hyphono girl,好贤惠的姑娘
15175,Ugz-v-TV0pUOr1y0z5l4AaABAg.93UWNVMNPio93ZsKaiL9Zk,0,3 years ago,@pac5909 yeah because of girl power stuff,@pac5909是的，因为女孩力量的东西
15167,Ugx07gnhTp7xRM1DwI94AaABAg,0,3 years ago,"the girl's skin -slippery hands are not right with the kind of rough and heavy village aunt. whenever you have a heavy thing or do a rough work, you will not see people. use too much for body. take a glove to photography. it is common for labor to carry gloves to make rough work. there is never a joke for them.","女孩的皮滑手嫩跟做那种粗糙重工的村姑对不上。每当背重东西或做粗活时都是见影不见人。用得太多替身了。载手套来摄影吧。现在劳工载手套做粗活是很普遍的现象,从来不见有人笑话他们。"
11841,UgyXRupjbCTFXuR4iMN4AaABAg,0,3 years ago,"city girl : wow thats her, lets take a selfie with her.
qizi : bixch please...","城市女孩：哇，这是她的，让我们和她一起自拍照。
Qizi：Bixch请..."
13077,UgwfWc3jS8GT86XGyxx4AaABAg,0,3 years ago,love her so much. good girl,如此爱她。好女孩
12648,UgxjkrtYOjTPdGsQav94AaABAg,0,3 years ago,"you, a girl like you have more advantages than ... people in the city .... abc",您，像您一样的女孩比...城市中的人更优势。...ABC
12700,Ugzv9dsJi-UwzCbN_m14AaABAg,0,3 years ago,"why haven't you seen a new video for a long time? how are you? today i see a new vlog of your avatar. i clicked on the registration but another girl made a video, i thought that girl had taken your image to make youtube pulled viewers to them. i am a vietnamese like to watch you cook.",您为什么很长一段时间都看不到新视频？你好吗？今天，我看到了您的头像的新视频博客。我点击了注册，但另一个女孩制作了视频，我以为女孩拿了您的形象，使YouTube吸引了观众。我是一个喜欢看你做饭的越南人。
12720,UgxuBMG_q7ipV81wieF4AaABAg,0,3 years ago,awesome girl,很棒的女孩
12863,UgySePDZQxQasgxXPld4AaABAg,0,3 years ago,the girl is damn,女孩该死
12869,Ugw6Gn49VUC6v0MK-N94AaABAg,0,3 years ago,it's time for a girl to marry a beautiful hostess and the guardian of the fireplace.,现在是一个女孩嫁给一个美丽的女主人和壁炉的守护者的时候了。
12970,UgyjGGathDJikBX_HgJ4AaABAg,0,3 years ago,girl bka covid n in!,女孩bka covid n in！
13004,Ugxx8ijaQrJ_oRGxjPp4AaABAg,0,3 years ago,"i. want this girl to be my wife,please",我。希望这个女孩成为我的妻子
13040,UgzZAiWYZOrLbOjjBjZ4AaABAg.962rCINghtD96qIDR4LlxY,0,3 years ago,https://youtu.be/2vycytfhef4 look gie thank you beautiful girl,https://youtu.be/2vycytfhef4看Gie谢谢你美丽的女孩
13043,Ugx1okKIJ3LO4u5-Dyd4AaABAg.962dK36NxJk96ElHClVpDR,0,3 years ago,my dream girl,我的梦中情人
13061,UgypT2-h5GuWtKtMJgV4AaABAg,0,3 years ago,"the one from indonesia is there?.
btw tu beautiful girl bet","来自印度尼西亚的那个吗？
顺便说一句"
13076,UgwsZDggund_8uJQA0Z4AaABAg,0,3 years ago,i really like this girl's channel! watch all the time boring! i wish to live here ??,我真的很喜欢这个女孩的频道！一直看无聊！我想住在这里吗？
13120,Ugx2jSzdx1Zef9ionS54AaABAg,0,3 years ago,greating from indonesia. your girl strong.,来自印度尼西亚的伟大。你的女孩坚强。
12601,UgxICPnpMLGhmkdJVV94AaABAg,0,3 years ago,i want that girl talk to me in hindi love from india,我希望那个女孩在印度的印地语爱中与我交谈
13172,UgzTP5B_8lGQuaz7nMZ4AaABAg,0,3 years ago,"i am so envious of the girl who can cook, and where is this the countryside how to go out and pick up the ingredients that they eat, i really want to eat screwdriver",我好羡慕会做饭的女生，还有这是哪里的田园怎么出门随便捡都有吃的食材，好想吃螺丝粉
13178,UgylD4Xj72CcBaKukkJ4AaABAg,0,3 years ago,"you are so extraordinary, rare girls in the world. come on!",你是如此超凡脱俗，世间少有的女孩。加油!
13218,Ugx-xKJ5s-bUI36oT1d4AaABAg,0,3 years ago,"the girl works in a restaurant in a cook, and came to stay with her grandmother?
such a wife, the dream of any man.","这个女孩在厨师的一家餐厅里工作，然后和她的祖母住在一起吗？
这样的妻子，任何男人的梦想。"
13220,UgzhPqaFN5QzZXyEtnp4AaABAg,0,3 years ago,beautiful girl,美丽的女孩
13224,UgyhzZRPdC1j8CJKn9t4AaABAg,0,3 years ago,beautiful scenery and girl cute ...,美丽的风景和女孩可爱...
13248,Ugzbnz_ByLOGqYWIz6N4AaABAg,0,3 years ago,i love watching these videos. i find it very relaxing and i admire how this girl works! but i don't know what the country is and i would like to know. if anyone can answer me i thank you. wonderful video!,我喜欢看这些视频。我发现它非常放松，我很欣赏这个女孩的工作方式！但是我不知道这个国家是什么，我想知道。如果有人能回答我，我谢谢你。很棒的视频！
13249,UgwdaaOdEwbyLYpm_X14AaABAg,0,3 years ago,"man fakhrlanib uzbek tilida yozaman, ilokhim lee ziki ga uhshagan kizla nasib kilsin bollashimga. i pray to god that my sons married girls similar to li ziki. love, beautiful good! is my beloved ziki.",男人Fakhrlanib Uzbek Tilida Yozaman，Ilokhim Lee Ziki ga uhshagan kizla kizla nasib kilsin bollashimga。我向上帝祈祷，我的儿子与李齐基（Li Ziki）类似。爱，爱，美丽！是我心爱的Ziki。
13265,UgxYrnTgZjNKlz8hEgZ4AaABAg,0,3 years ago,soo sweet of you hard working girl allah bless you dear,你们辛苦工作的女孩友善的女孩阿拉祝福你亲爱的
13317,UgzJqPZiZl5ZXqQRvaB4AaABAg,0,3 years ago,hi girl wat your name...i am very like u...,嗨，女孩，你的名字...我很喜欢你...
13331,UgwQBxzgxiBf2axB_fV4AaABAg,0,3 years ago,"the good mistress the girl, however, from almost nothing, did what ""which""",然而，女孩的好情妇几乎一无所有，做了什么“什么”
13365,UgxVj695fumLsZlEJhd4AaABAg,0,3 years ago,this girl is very hardworking and cooks.,这姑娘好勤劳，还会做饭。
12631,UgztkTxKCOkwL-om4lF4AaABAg,0,3 years ago,garbage girl! intersection intersection,垃圾女！！！
12566,UgyV0QfcpfmKdt9U2PJ4AaABAg,0,3 years ago,beatifull girl.,Beatifull Girl。
13398,Ugzm0gPpSQK30rOgkql4AaABAg,0,3 years ago,"good girl, your wearing your boots :)",好女孩，你穿靴子:)
12240,Ugyu2CI9KqWxZAvAudp4AaABAg,0,3 years ago,i want to marry this girl,我想嫁给这个女孩
11854,UgzABZn6fskJH8dfXoR4AaABAg,0,3 years ago,"too good, it is the best girl",太好了，这是最好的女孩
11874,Ugyqpo0kFbrAZ6OO9Rt4AaABAg,0,3 years ago,eita working girl,EITA工作女孩
11890,UgwAuMrgZUPBKgA9vSl4AaABAg,0,3 years ago (edited),"new fantasy vietnamese people. but like vietnam real. small people are so chatter. this girl is also good at cooking well.
everything knows how to do it all?

salted, stir -fried, then soup and picking vs from the garden are not new or new.

too good at all.

see that saliva.
are vietnamese girls so good ???



vietnam does not apply.","新的幻想越南人。但是像越南真实。小人们很chat不休。这个女孩也很擅长做饭。
一切都知道该怎么做？

咸，搅拌，然后汤和从花园中摘下vs是新的或新的。

太好了。

看到唾液。
越南女孩太好了吗？？？



越南不适用。"
11975,Ugz5si-TJnhatRZJ3Ht4AaABAg,0,3 years ago,saranghae cut girl,Saranghae剪裁女孩
11980,Ugy1JC1Me4U3iGMK1n54AaABAg,0,3 years ago,the girl is so good,女孩真好
11985,UgxCPEOQuyVyV7o5hQR4AaABAg,0,3 years ago,honey girl ️️ mechanical,亲爱的女孩茅quricial机械
11994,UgyXw-TTv2XNVV3u-d54AaABAg,0,3 years ago,she is a good girl n smart girl,她是一个好女孩n聪明的女孩
12000,Ugz0mFC-Ay6si-uU1pZ4AaABAg,0,3 years ago,wow that very impressive everything is perfectly done very nice video good job chinese girl you and your team are very talented,哇，令人印象深刻的一切都完美地完成了非常好的视频，你和你的团队都很有才华
12079,UgxBP3z7AAdFzwjn9rV4AaABAg,0,3 years ago (edited),"mostly american youtubers spends lots of money and just waste them for blogs, but this girl is finding any single thing and make amazing thing ou tof it",大多数是美国YouTubers花很多钱，只浪费它们来博客，但是这个女孩正在发现任何一件事，并做出了惊人的事情
12096,Ugz-p052DdIQSdL8Pct4AaABAg,0,3 years ago,"friends kevilsanjaya k class while the guy 2 people seduce a girl 3 people eh don't want to even choose a handsome bucin, a handsome movie tonight",朋友Kevilsanjaya k班级，而2个人勾引一个女孩3个人，EH甚至不想选择一部英俊的Bucin，今晚一部英俊的电影
12128,Ugx_DftRBa7P4N_NriB4AaABAg,0,3 years ago,wow chinese girl is good at cooking vegetables,哇，中国女孩擅长烹饪蔬菜
12247,UgzMO8JsEIqzNGoEzyR4AaABAg,0,3 years ago,this girl is incredible uauuu,这个女孩是不可思议的
12556,Ugydp6Ud9tPQDFs-U314AaABAg,0,3 years ago,"do you have any more of these i can buy at the supermarket? no, not the beans, i mean the girl!",您还有我可以在超市购买的其他产品吗？不，不是豆子，我的意思是女孩！
12273,UgxY6xz4Ys6KfINK00t4AaABAg,0,3 years ago,"life in country side is the best, it requires a lot of parience and hard work but less stress. i was once a farm girl moved to different country, if only i could turn back time, i’d like to live the life she is living. i like to pick fresh vegetables and cook them.",乡村生活是最好的，需要大量的偏好和辛勤工作，但压力减轻了。我曾经是一个农场女孩搬到不同的国家，如果我能回来的时间，我想过她的生活。我喜欢挑选新鲜蔬菜并烹饪。
12309,Ugy8uf7cpeJQ4kTgSFh4AaABAg,0,3 years ago,hard working girl☺,努力工作的女孩☺
12318,UgwmDxzk5soyK73SBuN4AaABAg,0,3 years ago,i love this girl,我爱这个女孩
12344,UgzHPl5s_qH4e-GdqRR4AaABAg,0,3 years ago,this girl is amazing,这个女孩很棒
12384,Ugwxun5eT4YqRzRQ47J4AaABAg,0,3 years ago,pretty girl,漂亮的女孩
12386,UgyBn-foWhnx96pgmCh4AaABAg,0,3 years ago,"support two girls masa and rimas, thank you",支持了两个女孩Masa和Rimas，谢谢
12388,UgwaWQBKFhXFqP1RFLN4AaABAg,0,3 years ago,your life so simple girl & natural,你的生活如此简单的女孩和自然
12399,UgwBtO9kAOdfwcu2Ojx4AaABAg,0,3 years ago,"beautiful girls even hard to get this one, they will be happy for 3 generations",美丽的女孩甚至很难得到这个，他们将在3代
12403,UgzvEWfa2k9bBcF8QGh4AaABAg,0,3 years ago,"smart girl, hardworking and kind, athena",智慧的女孩，勤劳善良，雅典娜
12438,UgwLoDVriKAIeaWObip4AaABAg,0,3 years ago,this girl is so beautiful,这妹子真好看
12479,UgyfkCygdv4zrKqds-h4AaABAg,0,3 years ago,she's really awesome 's very responsible girl i've ever seen.,她真的很棒。她是我见过的非常负责任的女孩。
13369,Ugz5aI_AdmrCNJhpwhR4AaABAg,0,3 years ago,i like this girl...plz communication with me...,我喜欢这个女孩...与我交流...
13439,UgxqmrgdM5mesp7b43B4AaABAg,0,3 years ago,"girl .. i'm very beautiful 
hope you and her are healthy","女孩..我很漂亮
希望您和她健康"
