,cid,votes,time,含kind,含kind中文翻译
18471,UgzcK1vrwIWdoQIjDAN4AaABAg,2,3 years ago,who can i recommend this kind of youtuber?,这种youtuber谁还能推荐几个
12353,UgyyLMkP4MtuTbl6VaB4AaABAg,2,3 years ago,everything you want and everything you need is already at the surroundings everything has all around you it's so nice live peacefully in this kind of place.,您想要的一切和所需的一切都已经在周围的环境中，一切都在您周围，在这种地方真是太好了。
31565,Ugw7N3nxtx5DtQgo3WB4AaABAg,2,3 years ago,si tumo eats this kind of stinky rice noodle in gu weiyi's home. that's the noodle.,Si Tumo在Gu Weiyi的家中吃了这种臭大米。那是面条。
13021,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96WV1D_IKcR,2,3 years ago,it is a lot of hard work. people should prepared for that if they're thinking of returning/adopting to this kind of lifestyle.,这是很多艰苦的工作。人们应该为此做好准备，如果他们想返回/采用这种生活方式。
5424,UgzopX7Yr44Dc0Gv2cZ4AaABAg.9GVsPeHCDNu9I_xEwz6-BH,2,2 years ago,"im from the philippines and we still have that kind of knife in out house its from my grandpa,i remember thats my favorite knife to use when my mom asks me to cook or help her cook using that kind of knife has this feeling that your chopping is done faster idk why but thats how i feel ,we also used too cooked in clay pots just like her and istg everything that was cooked in a clay pot is 10x more tastier and also if u store water in a clay jog it always takes so sweet and idk know why but putting it in a jog pot the water becomes cold even if the place isnt cold or you didnโ€t put any ice,i miss drinking water from it and eating foods that was cooked in clay pot.also the knife i miss using we dont use it anymore since it not sharp anymore and its hard to make it sharp again they say it uses a diff method on sharpening it,only my granda knows how to but he is years dead already",我来自菲律宾，我们仍然有那种刀从我的爷爷那里放在外面，我记得那是我最喜欢使用的刀完成了更快的速度IDK为什么为什么我的感觉，我们还使用过像她一样在粘土锅中煮过甜美而idk知道为什么，但是将其放在慢跑锅中，即使这个地方不冷或您没有放冰也变冷，我想念喝水，吃在粘土锅中煮熟的食物。我想念使用我们不再使用它，因为它不再锋利了，很难再次使它再次尖锐
32918,Ugz3FH_-93t-gEqVUdx4AaABAg.8yUkS5gmmql8yVBV-4_Soo,2,3 years ago,"@richubai3863 every small detail you raised, miss li will make people feel chinese culture, the kind of peaceful, quiet and quiet beauty!",@richubai3863 你举的每个小细节，李小姐都会让人感受到中华文化，那种传承那种祥和，幽雅宁静的美好!
3247,UgzEp0FVwYGUxD5OU-J4AaABAg.9PMwMuFsvmp9WBQBqCh-sn,2,1 year ago,this kind of shooting+mirror+editing ... i don’t know how many members are after the camera,这种拍摄+运镜+剪辑…镜头后不知道有多少成员
4487,Ugzj2Yk28J8Y2fosqYR4AaABAg.9JVbXgTfIBn9N4hv0Fuqy7,2,2 years ago,"to be honest it’s kind of understandable. i wouldn’t want to people adopt my culture and call it themselves. we as turkish people have been facing the same thing as greeks call yoğurt greek yoghurt, armenians call lahmacun as armenian pizza and say that baklava is theirs.",老实说，这是可以理解的。我不想让别人收养我的文化并自己称呼它。作为土耳其人，我们一直面临着与希腊人称Yoğurt希腊酸奶的同一件事，亚美尼亚人将拉哈马湖称为亚美尼亚披萨，并说巴克拉瓦是他们的披萨。
14662,UgzRhk8lXZQh4vf0BOd4AaABAg,2,3 years ago,she gives me some kind of relaxing when i watch her videos,当我观看她的视频时，她给我某种放松
33153,UgxskBXQ8pxOMWva9FJ4AaABAg,2,3 years ago,those kind of look like some of the bokoblin parts from the legend of zelda breath of the wild,这些看起来像是野外塞尔达传说中的一些Bokoblin部分
23124,Ugx36mmuXyMakzfJm954AaABAg,2,3 years ago,happy mid -autumn festival ~ people watching your videos overseas are really a kind of enjoyment and want to return to china to eat chinese food,中秋节快乐呀～人在海外看你的视频真的是种享受 好想回国吃中国美食
22050,UgyWsWFWJwShely4YQB4AaABAg,2,3 years ago,"nature is really beautiful ...
after work ...
sit down and see the beautiful women ...
it's a kind of enjoyment ...
it is also a kind of supplement to refined food ...

thank you…
love you ...","大自然真美…
工作之余…
坐下来看看美女子之做…
是种享受…
也是种补充精食粮…

谢谢你…
爱你…"
14065,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p894qzmPhTPjM,2,3 years ago,"hi, im a filipino but admire this kind of living, specially chinese culture.. i believed we should not blame any one..",嗨，我是菲律宾人，但欣赏这种生活，特别是中国文化..我相信我们不应该责怪任何人。
33482,Ugxi62w6Jt8MlO_OpJl4AaABAg.8yUau3LzW8Y8yUuqh0eC_M,2,3 years ago,"yeah, her life is very simple and that i want that kind of life,and her garden",是的，她的生活很简单，我想要这种生活，她的花园
12372,UgygGphu6PgOX7YaItl4AaABAg.96jNsXWiWzz97M_lXurOMB,1,3 years ago,poptart io seriously what kind of a sick person would dislike this grace from heaven!,Poptart io认真地说，有什么样的病人会不喜欢天堂的恩典！
12960,UgyK_Q7uEDSIHnteje14AaABAg,1,3 years ago,i wanna live kind of this rest of my life any body give me company,我想活下我的余生，任何身体给我陪伴
17682,Ugzh_Pxv1GtK35gtTNV4AaABAg,1,3 years ago,"don't watch the iron, no woman is willing to live this kind of life with you, but still try to get the qualifications of the slave slave. be a slave.",铁子们别看了，没有一个女的愿意和你过这种生活，还是努力获得房奴资格，当房奴吧
14359,UgzYHury2mA4yVtrZMl4AaABAg.94Fh6gqwLT794MktyVAQTC,1,3 years ago,i like this kind of a girl,我喜欢这个女孩
17618,Ugy8_drWdVCcrpXhotR4AaABAg.92iOjyLRCpT92mL5X_YvXp,1,3 years ago,"how long can this kind of bamboo shoots like yu shun can grow so big, and so far, i haven't eaten such a fresh and large bamboo shoots. i am very envious!",虞舜 这种笋子要长多久才能长这么大，到现在都还没吃过这么新鲜大个的笋子，羡慕极了！
13900,UgzA2UIUAQHwVT3mgGl4AaABAg,1,3 years ago,what kind of paradise has all those food available ?? where is she living ? is it nature or her garden ?,所有这些食物都有什么样的天堂？她住在哪里？是自然还是她的花园？
21031,UgxPnSR4p98_-_Dl2AF4AaABAg,1,3 years ago,"this kind of life is envious, but i can’t do it",这种生活羡慕，但却做不来
17738,Ugzb212ptN337o72i_t4AaABAg.92h_lG60ZLF92k_4I-jc9B,1,3 years ago (edited),what kind of human being(?) would leave disgusting comment like this?,什么样的人（？）会留下令人恶心的评论？
29050,UgycgpGO0oXfYZtZbzt4AaABAg.8yXwbGL6CnX8yblsSuzXVI,1,3 years ago,"that's why i like her, only hard-working people have that kind old hands. like my mom's hand when she is young.",这就是为什么我喜欢她的原因，只有勤奋的人才有那种老手。就像我妈妈小时候的手一样。
34805,Ugx29m4i949lCr7dWhl4AaABAg.8yUSxGSbGfl8yUXMLJ2mTl,1,3 years ago,@elizabethwang8300 i was referring to the food she is making. have no idea what kind of plant she was picking in the beginning and what kind of food she made.,@Elizabethwang8300我指的是她正在制作的食物。不知道她一开始就选择哪种植物，以及她制作的食物。
34358,UgwPkAvCEBTvJ61wN2N4AaABAg,1,3 years ago,please kindly update clip continuously. i'm waiting to watch all the time from thailand fc,请连续更新剪辑。我一直在等待泰国足球俱乐部观看
34208,UgzMOUVTAzNUSWIpaVN4AaABAg,1,3 years ago,"⚠️ prophet
example of muhammad's speech

间 {love, compassion and kindness between believers are like a body: if any part of the illness, the entire body will have a fever and difficult to sleep. }

的 {the most devout believers will have the highest morality. and the best among them is the best person to the wife's room. }

钟 {until you love yourself, you love yourself as if you love yourself. }

怜 {the mercy shown is no reserved pity. show compassion to people on the planet, and allah will show you compassion. }

弟 {smile to your brother is loving ...}

好 {love is a good word. }

主 {fanxinzhu, the day (trial day) will be beneficial to its neighbors. }

根据 {allah will not judge you according to your appearance and wealth, but will examine your heart and behavior. }

{pay its salary before the workers sweat. }

小 {a man walking on the path feels very thirsty. at a bite, he climbed down the well, drank, and climbed up. then he saw a dog vomiting outside his tongue, trying to lick dry and wet mud to stop quenching thirst. the man said, ""this dog feels thirsty like me."" so he climbed down the well again, filled his shoes with water, and gave the dog. therefore, allah thank him and forgive his sin. the prophet was asked: ""allah, will we be rewarded because of being kind to animals?"" he said: {treat every living animal or humans to be rewarded. }","⚠️ 先知
穆罕默德的 言论范例 



















"
