,cid,votes,time,含kind,含kind中文翻译
44762,UgwxF0TFarciO6ZQvKh4AaABAg,0,4 years ago,"i miss this kind of simple life. it reminds me back home when i was a kid...now i live in a city where everybody rush everything and no time to take time and slow down all foods are either frozen or just ready to make throw them in the oven eat go to sleep wake up, have coffee in the morning and go to work!",我想念这种简单的生活。它让我想起了我小时候回到家...现在我住在一个每个人都匆匆忙忙的城市，没有时间花时间和放慢所有食物，要么冻结了所有食物，要么准备将它们扔到烤箱里吃睡觉醒来，早上喝咖啡，上班！
44631,UgwysOJ0rHdwZS_DyUN4AaABAg,0,4 years ago,"helpful, beautiful, kind, work, a really admirable woman.",乐于助人，美丽，善良，工作，一个非常令人钦佩的女人。
44261,UgzvceUjAdTV0N0Tes54AaABAg,0,4 years ago,"insanely talented,a perfectionist, cleanliness is in her blood ,doesn't waste any thing ,everything she makes is so admirable.she stole the heart of millions and will so on...she will be a very kind hearted down to earth person ,so visible.the guy she marry will be happy (life changer)",疯狂才华横溢，一个完美主义者，清洁，没有浪费任何东西，她所做的一切都令人钦佩。 ，如此可见。她嫁给的那个家伙会很高兴（改变生活）
44255,Ugx8lxYCdZfRAaEQnCl4AaABAg,0,4 years ago,the background music sounds kinda familiar... i think it's from digimon or another anime..,背景音乐听起来有点熟悉...我认为这是来自Digimon或其他动漫的。
43998,UgzY-48f0wABiT8vLVN4AaABAg,0,4 years ago,"did anyone else notice that the oven is shaped like a dog? lastly, is anyone else making anything for the festival? i kinda feel like she got stuck making everything.",还有其他人注意到烤箱的形状像狗吗？最后，还有其他人为音乐节做什么吗？我有点觉得她被困在做一切。
43696,UgypqH-AvvuWBS4OTDd4AaABAg,0,4 years ago,"hi

i impressed your creative and i just created a youtube channel and i would like introduce to you.

channel address
deliciousbowl

https://goo.gl/aqttrw

kindly support 

my channel prefer indian style food and i would like to learn international food and like to introduce to our community.","你好

我给您的创意留下了深刻的印象，我刚刚创建了一个YouTube频道，我想向您介绍。

频道地址
美味碗

https://goo.gl/aqttrw

请支持

我的频道更喜欢印度风格的食物，我想学习国际食品，并希望向我们的社区介绍。"
43663,Ugy03fP3GT618-v1YlR4AaABAg,0,4 years ago,some kind of paradise corner. all they have. what a young girl is a girl. just knows how to do everything. and neat,某种天堂角。他们拥有的一切。一个年轻的女孩是一个女孩。只是知道如何做一切。整洁
43626,UgzhENjP2QpaSSRCmE14AaABAg,0,4 years ago,"i like this video too much.
the girls that come out are cute and all the foods that come out look delicious. the shooting is good. what kind of video is this?","我太喜欢这个视频了。
出来的女孩很可爱，所有出来的食物看起来都很好吃。射击很好。这是什么样的视频？"
43507,Ugy_9OnyohPxEaSZ_PZ4AaABAg,0,4 years ago,i love this kind of living,我喜欢这种生活
43289,Ugz5KoR6tTa2ndO0U3p4AaABAg,0,4 years ago,i can watch that kind of video all the day,我可以全天观看这种视频
43268,UgxGDUThpv4u5wFDP9h4AaABAg,0,4 years ago,what kind of cam use for this fantastic video?,这个精彩的视频中使用了什么样的凸轮？
43236,UgyRv4769st-Ihrq0xZ4AaABAg,0,4 years ago,i like this kind of life. it feels like you live in a movie life,我喜欢这种生活。感觉就像你生活在电影生活中
43208,UgxaweTLeHqxsyXWrt14AaABAg,0,4 years ago,where to buy this kind of dessert? i want to eat. the best chinese people of processing.,在哪里可以买到这种甜点？我想吃。最好的中国加工人员。
34470,UgwvEcQ_7691beoui2V4AaABAg,0,4 years ago,"a very beautiful, kind girl, and as a reverent and with love, she treats her grandmother. itโ€s just wonderful, it will make all hands on all hands, my grandmother has a worthy old age. with the current granddaughter you can live forever!. iry # # #",一个非常美丽，善良的女孩，作为一个崇高的爱心，她对待祖母。真是太好了，它将全力以赴，我的祖母有一个值得的老年。有了当前的孙女，您可以永远生活！ iry＃＃＃
2818,UgxV9987XjzNopxgGHZ4AaABAg,0,1 year ago,kind of life b for everyone,对每个人的生活b
42760,Ugz19i6ug1KohiahfFJ4AaABAg,0,4 years ago,"in the place where i came from (northwest of spain) we pick the chesnuts without that thorn-cover. it's kinda weird for me because you got everything and then you removed the cover from the chesnuts at home. in a different way, we sort it out in the same place where we got them.",在我来自西班牙西北部的地方，我们在没有那个刺覆盖的情况下选择了切斯纳特。这对我来说有点奇怪，因为您得到了一切，然后您从家里的切斯纳特（Chesnuts）删除了封面。以不同的方式，我们在获得它们的同一个地方进行整理。
42475,Ugxe9Fa9soDe6x6kCed4AaABAg,0,4 years ago,am i the only noticed that she kinda changed her style.. from a solo tough young lady into a sweet caring lady. which is sooo good. i could now feel the love and happiness in her video. just like the other lady (youtuber). i love both of them.,我是唯一的注意到她有点改变了自己的风格..从一个独奏强硬的小姐到一个甜蜜的爱人。太好了。我现在可以在她的视频中感受到爱与幸福。就像另一个女士（YouTuber）。这俩我都爱。
42409,UgynMJrWPziu05x8oPZ4AaABAg,0,4 years ago,"poor puppies, they will be prepared soon in honor of some kind of holiday",可怜的小狗，他们很快就会为纪念某种假期做准备
42339,UgxokHApl2274qRMHcF4AaABAg,0,4 years ago,what kind of thing is it to make and store so many?,制造和存储这么多的东西是什么样的？
45076,Ugwx_LLPYh0yNGep8tB4AaABAg,0,4 years ago,i heard my hometown dialect is super kind here! intersection intersection intersection ziyi is hard work!,在子柒这里听到家乡方言超级亲切！！！！子柒辛苦啦！
45087,UgyL8jGwFOCZQhdALpl4AaABAg,0,4 years ago,who says girls need to wear nice clothes to look pretty? shes already pretty with that cooking skills and kind heart.,谁说女孩需要穿漂亮的衣服看起来漂亮？她的烹饪技巧和善良的心已经很漂亮。
45239,Ugx4FZOoKn1E5LCZ2294AaABAg,0,4 years ago,kindly give something to your cute dogs also to eat ..they have been tempted for so long,请给您可爱的狗吃点东西。
45959,UgzZoLKpwALN7GnlYBR4AaABAg,0,4 years ago,"looking at it is a kind of enjoyment, the taste of my hometown is intoxicating.",看着都是一种享受，家乡的味惹人心醉。
47033,UgyShztBbsKWzVXpmMV4AaABAg,0,4 years ago,"actually i am a little bit afraid of these kind of snack, especially watched by my family and expected to eat all of them, you never say that 
you don’t like snacks","实际上，我有点害怕这种小吃，尤其是我的家人看着所有的小吃，你永远不会说
你不喜欢小吃"
47030,Ugwq5-L4wMeDk66bvP14AaABAg.8qqGGtz9jGc8qqParynofg,0,4 years ago (edited),"those are snacks for relatives, friends and neighbors who come to celebrate chinese new year. it’s kind like american’s halloween snacks/candies to share with neighborhood visitors.",这些是来庆祝农历新年的亲戚，朋友和邻居的小吃。这就像美国的万圣节小吃/糖果与邻里游客分享。
46770,UgxYkpFJZyUAN_g0r-d4AaABAg.8qraxemFvgO8qwbzScA5sY,0,4 years ago,"and what kind of music, a miracle ...",什么样的音乐，奇迹...
46724,UgxsChLLaXCMin5Lja14AaABAg,0,4 years ago,this kind of food cooking is really even today in china's countryside.,这种食物烹饪确实在今天在中国的乡村。
46440,UgynmoTeJPOfXuNg4bl4AaABAg,0,4 years ago,"does anyone know how ziyi takes care of the vegetable garden? how can there be so many kinds of dishes, so strong","有人知道子柒是如何打理菜园的吗? 怎么可以这么多种菜,,好强"
46347,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rUT6bSCpu-,0,4 years ago,"wang hahaha 30 years ago, you salad 1200 and bought a house 200,000 at that time. now your salary is 20,000 and buy a house 1.2 million. you stupid will calculate too much hahaha, the price has not changed? in addition, the united states is the worst. there are fake vaccines in the united states? do you have toxic milk powder? are there ground groove oil? how many fakes are china? how to deal with the red, yellow and blue kindergarten incident? your brain was washed well by the communist party. hahaha",王哈哈哈 30年前你工资1200，当时买房20万。现在你工资20000，买房120万。你个傻逼太会算账了哈哈哈，物价没变？另外美国最差，美国有假疫苗？有毒奶粉？有地沟油？假货有中国多？红黄蓝幼儿园事件怎么处理的？你的脑子被共产党洗得好干净哈哈哈
46340,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rU78Hbn1gi,0,4 years ago,"@lilysing766 has never been a low -class brother in china in china. really, some chinese people even discriminate against foreigners, feeling that they are barbaric. one of the few fourth -class fourth -class fourth -class fourth -class officials of the first -class foreigners is the han nationality that is ridiculous. it is not as serious as you said. now the national government has not raised foreigners, but the people are raised again. if people have been cut, it takes time for the people to accept that they are stronger than foreigners. you, such as the war wolf 2 red sea, and the recent stray earth, these films are supported by the chinese government to establish the self -confidence and patriotic of the chinese people. heart, you ca n’t always chongyang mei. compared with beijing, there will be a residence and home waiting for him. and foreign countries are homeless tramps. remember that it is the kind of homelessness, and if you are willing to work hard, you always have money to earn you.",@lilysing766 在中国中国从没有低人一等兄弟，真的，有一些中国人甚至歧视外国人，觉得他们蛮夷之类的。一等洋人二等官三等少数四等汉是汉族自己在调侃而已并没有你说的那么严重，现在国家政府并没有抬高洋人而是人民再抬高洋人，毕竟从世界巅峰沦为任人宰割过，要让人民接受自己比外国人强需要时间，你比如战狼2红海行动，和最近的流浪地球，这几部电影都是中国政府支持的就是要树立中国人的自信心和爱国心，不能老是崇洋媚外，相比中国北京，再怎么惨都会有个住处和家在等他。而外国全是无家可归的流浪汉，记住是无家可归的那种，而中国只要你肯努力360行总有钱给你挣。
46336,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rLIUUrFcFB,0,4 years ago (edited),"@user-hj7dn5sz7i chinese communist party suppressing the chinese people in the internal high pressure. yes, the communist party has developed the chinese economy. however, the communist party implemented the set of signs of governing the country in the han dynasty of the qing dynasty. it implemented slavery and suppression of the chinese people and disrespectful. there are chinese discharge abroad to drive the chinese, and beijing, china, drives the low -end population. the chinese have no dignity in their own country. they said that they were beaten for a meal, saying that they were packed and packed for a meal, and they could not raise their heads abroad. if a big family, parents have the ability to make money, but the brutal domestic violence, the abuse of the family members, outsiders come to your family to eat the sea and drink the best, the parents welcomed each other with a smile; the worst ones are still the worst. parents from time to time are cold to you to make you a few times. if you do something wrong, you can accept the parents. you can accept this kind of parents. and unfair treatment!","@user-hj7dn5sz7i 中国共产党对内高压打压中国百姓，是，共产党是发展了中国的经济，这点华人都感谢共产党。但是共产党实行的是清朝满族奴化汉族的那一套治国方案，对中国百姓实行的是奴化和打压，不尊重。国外有排华，驱赶华人，中国北京有驱赶低端人口。中国人在自己的国家都没尊严，说被打一顿就被打一顿，说被收拾一顿就被收拾一顿，在国外就更抬不起头来。如果一个大家族，家长很有挣钱能力，但是残暴的家暴，虐打家族成员，外人来你家能海吃海喝还处处用最好的，家长笑脸相迎；自己家人吃糠吃最烂的还用最差的,家长不时的横眉冷对揍你两下扇你几下，做得不对还受家长的收拾，你能接受这种家长是你的选择，不代表我们要忍受家暴和不公平待遇!"
46098,UgwH5WE_a2Cb3oULPmR4AaABAg,0,4 years ago,what kind of mango do i rely on that mango ... so big,我靠那什么芒果....好大
45925,UgwxjX_DD7kW7SRY44B4AaABAg.8qzK5FYKs298r6uJv4fSap,0,4 years ago (edited),"expressing a kind of excitement when he heard the vaguely bursting rice flowers shouting in the distance. everyone should have such a memory as a child. it may not be the excitement that burst of rice flowers, but something else that came to suddenly came! strangely, do you have no such experience? when i was a kid, i came from the village entrance to sell the sound of a little gongs who sold maltose, and decades have passed, and now i still think of it.",表达的是一种：听到远处隐约传来爆爆米花叫喊声时，激动的心情。 每个人孩提时代应该都有这样的记忆。 可能不是爆爆米花，是其他什么期待的事情突然来到的兴奋！ 很奇怪难道你没有这样的体会吗？我小时候村口传来卖麦芽糖的挑货郎的敲小锣的声音，几十年过去了，现在想起来依然很温馨。
2817,UgzvFqGy7BBt-EQ8hNV4AaABAg,0,1 year ago,i am a kind of being hv love v deep for sheep n lands greenery,我是一种hv love v Deep for Sheep n Lands Greenery
2202,Ugw1jRzAIXm1OirDlVd4AaABAg,0,1 year ago,these are the kind of people who will be surviving any type of collapse. they are self sufficient.,这些人将幸免于任何类型的崩溃。他们是自给自足的。
45806,UgwuiOrEXLg8XyhME5V4AaABAg,0,4 years ago,what kind of camera should i shoot with this picture? the screen is really pretty.,我应该用这张照片拍摄什么样的相机？屏幕真的很漂亮。
45762,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r3QmGChA7h,0,4 years ago,"amrita patil well if you commented like “where can i interact with her or how does she make a living by posting videos”, you will get much much more information about her (in a more kindly way). i know the robot narrative thing! i think they are just posting as many videos as possible with clickbait tricks to get paid ( i recently know that you can get paid by uploading videos on youtube and that’s not a small amount of money in rmb). if you are interested in these kind of videos, search dianxixiaoge, woshixiaoxi, yeshixiaoge ...all of them are selling snacks by shooting video.",Amrita Patil好吧，如果您评论“我可以在哪里可以与她互动，或者她如何通过发布视频来谋生”，您将获得有关她的更多信息（以一种更友善的方式）。我知道机器人的叙述！我认为他们只是通过点击诱饵的技巧发布了尽可能多的视频以获得报酬（最近我知道您可以通过将视频上传到YouTube上获得付费，而这并不是RMB中的少量钱）。如果您对这些视频感兴趣，请搜索Dianxixiaoge，Woshixiaoxi，Yeshixiaoge ...所有这些都通过拍摄视频来销售小吃。
2385,Ugxtz6sNhw1xJUG-My54AaABAg,0,1 year ago,the way your trying to cover your granma's ears because of the kettle popcorn instead it must be you. kind of cute for me. haha,由于水壶爆米花而试图遮住颗粒的耳朵的方式，它一定是您。对我来说有点可爱。哈哈
45655,Ugzdjx8envB401Hjq4p4AaABAg,0,4 years ago,ahhhhh this is the kinda life i want,啊，这是我想要的生活，我想要诚实的一天工作和耕种arghhhh
45622,UgwadGDIuNalvzlSG7d4AaABAg.8r1vXQvUjj48r3k7UBeczv,0,4 years ago (edited),"almost all chinese are now calling ‘sunflower seeds’ (葵花子）as ‘melon seeds’（瓜子）. people still say ‘sunflower seeds,’ but it’s kind of weird if people say ‘eat sunflower seeds ‘(嗑葵花子）. they always say ‘eat melon seeds’(嗑瓜子）instead. don’t know why. maybe melon seeds has only two chinese characters, while sunflower seeds has three characters. it’s simpler. how chinese distinguish sunflower seeds from real melon seeds? they will say xx melon seeds, like water melon seeds, if they want to make a distinguish",现在，几乎所有中国人都称为“葵花籽”（（（葵花子）为“瓜子”（（（人们），人们仍然说“葵花籽”，但是如果人们说“吃葵花籽”（他们总是），这很奇怪。他们总是说“吃瓜籽”（（嗑嗑）。 XX瓜种子，像水瓜种子一样，如果要区分
45523,Ugyco-DauYhqri1VGN14AaABAg,0,4 years ago,please write in english what kind of products and spices you cook.,请用英语写您烹饪的产品和香料。
45399,UgyjswPodLpuSvHB4KR4AaABAg,0,4 years ago,you have hotal so u making many kind of foods,你很热，所以你做多种食物
2469,Ugy4yX5f15_v_AEXTId4AaABAg,0,1 year ago,i love the knife you use. what is the name of this kind of knife?,我爱你使用的刀。这种刀的名字是什么？
34639,Ugx2D0gqSr1F5f8rZK14AaABAg,0,4 years ago,what kind of camera is this??,这是什么样的相机？
9837,UgzhvPQcPWocFN5CKPB4AaABAg,0,2 years ago,"https://youtu.be/36qd4b2qgi
entertainment video for the kindergarten child","https://youtu.be/36qd4b2qgi
幼儿园孩子的娱乐视频"
8664,UgzlTN0eFL1mbzDkSSV4AaABAg,0,2 years ago,"everyone : you are so hardworking 
me :ok but what about that cute dogs and especially 10:03













thanks for like but kindly visit my channel","大家：你真努力工作
我：好的，但是那只可爱的狗，尤其是10:03呢













感谢您的喜欢，但请访问我的频道"
34219,UgzvarKspSQKbpNulEl4AaABAg,0,4 years ago,does anyone know what kind of camera this is filmed on?,有人知道拍摄哪种相机吗？
14945,Ugzpsy0oKpSwk184taN4AaABAg,0,2 years ago,"wow, i’ve never seen this kind of mango.",哇，我从未见过这种芒果。
23419,UgwaScokhvlJwEyiwDt4AaABAg,0,3 years ago,"there is actually this kind of popcorn that i had when i was a kid. when i was young, i felt very delicious.",居然还有这种我小时候才有的爆米花，小时候觉得特好吃
23386,Ugze_WhBh2oHNWcO4YF4AaABAg,0,3 years ago,"i don't know anything else. when i went to school overseas, my sister wanwan next day recommended this video to vietnamese sister, which was shocked at the time. li ziyi is also in line with the ""spiritual needs"" of many people now. we can't live that kind of life, but we can remember the beauty.",别的我不知道。在海外上学，有一天课上旁边的湾湾姐姐给越南妹妹推荐这个视频，当时都惊呆了。李子柒也很符合现在很多人的“精神需求”，我们过不上那种生活，但还可以追忆一下那种美好。
23385,UgwMAWTaG0kXEG4c3x14AaABAg,0,3 years ago,is li ziyi a real name? it's really amazing ... i can do everything ~~ marry a wife to marry this kind ~~ ๐‘๐‘๐‘,李子柒是本名吗？真厉害……什么吃的都能做~~娶妻当娶这种~~
15081,UgzC8zr3XSyLVh9dvBB4AaABAg,0,3 years ago,this inspired me how to cook even im just 10 year old its kinda weird that in the age like this can cook something,这启发了我如何烹饪即使我只有10岁，这有点奇怪，在这样的年龄可以烹饪一些东西
15256,UgzcWR1EZCL1sRiompV4AaABAg,0,3 years ago,"in fact, after understanding how big this kind of film is filming and editing, it is necessary to know that people such as lee actually operate in fact, but this does not prevent me from like these films, at least it shows people's hearts in their hearts. i also made a lot of publicity for our country. of course, as a chinese, it must be unconditionally supported.",其实在明白这种片子拍摄剪辑之类的需要多大一个团队后就知道实际上生活成李这样的人基本都是运作出来的，但是这并不妨碍我喜欢这些影片，至少其表现了人们内心的向往，也为我们国家做了很大的宣传，作为中国人当然要无条件的支持。
15295,Ugx_p9EhAC6Jlbjz-KR4AaABAg,0,3 years ago,she is an inspiration to all humankind..,她是所有人类的灵感。
15301,UgzKDQAFhJdpOllU-Yh4AaABAg,0,3 years ago,oh y gd your so amaxing you work haed an dake care evryone aorung u yay omg youre so kind and helpful pls let god bleeu stay in the path fo god ok...,哦，gd，您的工作，您的工作Ha the of the take Care evryone aorung u y yay omg you you you you you you you you you you you you you pls pls允许上帝bleeu留在上帝的路上。
23026,UgztXElowmV98Sh40Id4AaABAg.92a20StX2dg92be-a1JAoB,0,3 years ago (edited),"weipin he how come such a young lady could have the capability to make such a professional and high-quality videos? just look at her clothes, you can tell there must be a big team with a lot of budget behind. ccp is very good at this kind if propaganda. for me, the lady is like an actress. if you understand ccp more, you will know what i said is true. the purpose of ccp is trying to give westerners a โ€good face of country are in chinaโ€. the real country in guizhou and other provinces are totally the opposite. it is a part of โ€face projects of ccpโ€.",Weipin他怎么会这样一个年轻的女士可以制作如此专业和高质量的视频？只要看她的衣服，您就可以告诉您必须有一支大团队，背后有很多预算。如果宣传，CCP擅长这种擅长。对我来说，这位女士就像女演员。如果您了解更多CCP，您将知道我所说的是真的。 CCP的目的是试图给西方人一个“国家的好面孔在中国”。圭村和其他省份的真实国家完全恰恰相反。它是“ CCP面对项目”的一部分。
23021,Ugx_9gYxVhkUK-e2SdV4AaABAg.92b0lJXL3GO92gEoTzK5km,0,3 years ago,"the above is extremely minority, and the world is so much inevitable. but in the other hand, most of these sprayers are the people of her own country. it's really sad, what kind of mentality?",上面说的那是极其少数，世界这么大难免。但反观大多数这种喷子是她自己国家的人。真的是悲哀，不知什么心态？
15398,UgwsUk_y9iMQCu2PAbR4AaABAg,0,3 years ago,what kind of powder is sprinkled before the mango is collected?,请问收芒果干之前撒的是什么粉呢？
22976,Ugxf-r6kRAdTxD3BWX54AaABAg.92cdmOeTdI49389VMbokGi,0,3 years ago,"@user-wi2qe1xg3i, don't move, just look at the map guns. go to see how many fans she weibo is on, and see the comments, most people are kind-hearted, but there will be strange things in any place, just like this video, just like this video someone stepped on the same",@user-wi2qe1xg3i 不要动不动就地图炮，你去看看她微博多少粉丝，看看评论就知道了，大多数人都是心地善良，但任何地方都不可避免的会有奇葩，就像这个视频一样有人踩一样
15432,UgwqaBeNVb7XR71TsMd4AaABAg,0,3 years ago,"crazy, people nowadays are so interested living in a suburb or living simple life like liziqi. wonder what life looks like back in those era, men went hunting women do all the agriculture childrens learning from their elders. i really want to experience all that kind of life without thinking how to get money or rent a apartment etc. back in those days, we fckn build a house by using woods and without money. man i really wanted to live a simple life",疯狂，如今的人们非常感兴趣地生活在郊区或像Liziqi这样的简单生活中。想知道那个时代的生活是什么样的，男人去狩猎妇女，使所有农业儿童从长老那里学习。我真的很想体验所有这种生活，而无需考虑如何赚钱或租公寓等。在那时，我们通过使用树林和没有钱来建造房屋。男人，我真的很想过一个简单的生活
15448,Ugxf_haIMB6gYsZWTOh4AaABAg,0,3 years ago,what kind of mango is? it's so good,里面的芒果是什么品种啊？好大好圆哦
15582,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p9ACIcxAs-G3,0,2 years ago,@lindseyrubenstein6028 its indeed acting but tbh its kinda like a nostalgic chinese inside joke bc most of us were scared of that black popcorn machine in our childhood. i am older than her but i wont even stand that close to the machine like her lol,@lindseyrubenstein6028的确表现得很重要，但它像一个怀旧的中国笑话，bc bc bc中的大多数人都害怕我们童年时期的那台黑色爆米花机。我比她大，但我甚至不会像她那样靠近机器
15590,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p9AXXrPKJVbx,0,2 years ago,"lindsey rubenstein plenty of grown women are scared of loud noises, it’s actually normal for humans to be afraid of them. besides, if you’ve never heard one of those things in real life, they explode kind of like a firecracker or a cannon, it’s really loud",林赛·鲁本斯坦（Lindsey Rubenstein）有很多成年女性害怕大声的噪音，实际上，人类害怕她们是正常的。此外，如果您从未听说过现实生活中的一件事，那么它们就像鞭炮或大炮一样爆炸，这真的很大
15591,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p9AXutlupnKp,0,2 years ago,"lindsey rubenstein apparently, you have no knowledge about the popcorn thing in rural area in china. i’m older than ziqi but i’m scared of that popcorn “machine” since i was a child. and it has become a kinda culture that children and adults gather together to wait for that bam although they are all scared of it. this culture has been carried on from generation by generation. she has two assistants to help her shooting videos, but doesn’t mean her life is fake. sadly, some people like you grown up in cities tend to assume an ideal life fake since you can’t appreciate such pure beauty generated from nature.",Lindsey Rubenstein显然，您对中国农村地区的爆米花事物一无所知。我比Ziqi大，但我从小就害怕那个爆米花的“机器”。这已经成为一种有点文化，尽管他们都害怕这种BAM，但儿童和成年人聚集在一起等待该BAM。这种文化是通过代代相传的。她有两名助手来帮助她拍摄视频，但并不意味着她的生活是假的。可悲的是，像您在城市长大的人这样的人往往会假定一个理想的生活，因为您无法欣赏自然界产生的纯粹美。
22720,UgxoQRSSkZA6OotoqXN4AaABAg,0,3 years ago,"after retiring, this is the life i want to be. i will divorce my wife and find another liziqi. but then again, liziqi
is one of a kind, maybe i will just keep eating the wifey's bearable food. hahahaha","退休后，这就是我想成为的生活。我将离婚我的妻子，找到另一个利兹奇。但是再说一次，liziqi
是一种，也许我会继续吃妻子的可忍受的食物。哈哈哈哈"
22633,UgyNtoEik4MxwMKEOl54AaABAg,0,3 years ago,"it reminds me so many memories while i am still a child living in a small chinese village. those scenes, fruits, traditional food and equipment could be seen in that time. people carries them walk through villages to earn little money for a simple living, send their children to school with the money, they sell sugar, popcorn to kids play on the open ground, feel like spring festival.......but now, we are surrounded by enormous commodities, yet we never feel that kind of happiness when we put a small sugar into our mouth",当我还是一个住在一个中国小村庄的孩子时，它使我想起了很多回忆。在那个时候，可以看到这些场景，水果，传统食品和设备。人们带着他们走过村庄，赚了很少的钱来以简单的生活，将孩子们送去上学，他们出售糖，爆米花给孩子们在开放的地面上玩，感觉就像春节........但现在，我们被巨大的商品所包围，但是当我们将小糖放入嘴里时，我们永远不会感到幸福
22514,UgxH0bPNfsTNK0AlDvp4AaABAg,0,3 years ago,"i don't know who in the communist party thought up this series of daily life in the chinese countryside, but it was brilliant. they are a great amalgam of fantasy and idyll. i daresay less than 10 people in china have this kind of lifestyle. i am looking forward to more fantastic scenery and i hope we can one day see the young lady participate in the harvesting of organs from live political prisoners, possibly underneath a magnificent mango tree and accompanied by the chanting of tibetan monks, live streamed from india.",我不知道在共产党中谁想到了中国乡村的这一系列日常生活，但这真是太好了。它们是幻想和田园诗的巨大汞合金。我敢说在中国不到10人的生活方式。我期待着更美好的风景，希望我们有一天能看到这位年轻女士参与现场政治犯的器官收获，这可能是在宏伟的芒果树下，并伴随着藏族僧侣的高呼，并从印度播放。
15593,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p9AbkUM4r8YF,0,2 years ago,i think that’s a kind of chestnut,我认为这是一种栗子
23606,UgwoawYuZAWgMZqf0yt4AaABAg.92GnstOh6bj92HY6L6TR-Y,0,3 years ago,andy lau is right. there are all kinds of obsessions. what is not good to say is the darkness in his heart.,刘德华 对哦，有异见都是执念，说不好听的不中听的就是心里黑暗。
14875,UgyMF0iAqJ6msoyfCxp4AaABAg,0,2 years ago,"you motivate me, lizqi. i renovate one of our house with one room and plan to stay here during this quarantine. i plant some flowers and vegetables outside and hopefully i can fill the inside of the house with different kind of plants. thank you! this is like a therapy to me. i hope you, your grand mother, your coworker, the dogs and the lamb safe these days.",你激励我，利兹。我用一个房间翻新了我们的房子之一，并计划在这场隔离期间呆在这里。我在外面种一些花朵和蔬菜，希望我可以用不同种类的植物填充房屋的内部。谢谢你！这对我来说就像一种疗法。我希望您，您的祖母，您的同事，狗和羊肉和羊羔安全。
23964,Ugw5npVZ0qPbUbWO6ml4AaABAg,0,3 years ago,"is there anyone who could translate the crepe recipe.it looks like flour, egg ,powdered sugar, oil and water. but what kind of flour?",是否有人可以翻译薄饼食谱。看起来像面粉，鸡蛋，糖粉，油和水。但是什么样的面粉？
25233,UgzgYm5066LdARdxrF54AaABAg.9-a0BhVFfBP91DK1JgCdpF,0,3 years ago,"@vinuthaize1 seriously, you can't afford that kind of labor intensity. there is a big background team behind her. though this kind of life is really a dream life in our culture.",@vinuthaize1认真地，您负担不起这种劳动力。她背后有一个大型背景团队。尽管这种生活确实是我们文化中的梦想生活。
25933,UgwdqNG_AbOyxRhKPyZ4AaABAg,0,3 years ago,i think that its awesome how she does so much for her grandmother. you can see how much she loves and respects her. i wish more people would treat their elders so kindly.,我认为她如何为祖母做很多事情。您可以看到她有多爱和尊重她。我希望更多的人能如此友善地对待他们的长者。
25869,UgwGeEQT6Hzx0Mf10AZ4AaABAg,0,3 years ago,anyone else find it kind of cruel that she cooks and eats animals that sheโ€s friends with...?,还有其他人发现她做饭和吃着她与之成为朋友的动物有点残酷吗？
14187,UgyzT_26Ds5H-I28hAl4AaABAg,0,2 years ago,"i have smaller gardens like that in my village, but i'm too lazy to make planting , so i guess this kind of lifestyle only suit for industrious and smart people…not for lazy girl like me…sad",我在村里有这样的较小的花园，但是我懒得种植，所以我想这种生活方式只适合勤奋和聪明的人……不适合像我这样的懒惰女孩……悲伤
14201,UgxemkXlxBAXkh_E5Sd4AaABAg.9AwisP8zDSs9Az9WLhNGEE,0,2 years ago,"when i was a kid, i liked to eat this kind of explosive rice and the egg rolls on the street.",小时候最喜欢吃这种爆的大米还有街边的蛋卷
25682,Ugx1nd6fN9yP84M6V2V4AaABAg,0,3 years ago,"what are the yellow fruits of minute 8:49? thanks for your kind attention. you are a positive inspiration in my life, greetings from sonora mexico.",分钟8:49的黄色水果是什么？感谢您的友好关注。您是我一生中的积极灵感，来自墨西哥索诺拉的问候。
14221,UgxHOoE8-F_HdSu3BCF4AaABAg,0,2 years ago,what kind of camera do you use?,您使用哪种相机？
25650,UgwZR4CEuqxezurHtXZ4AaABAg.9-6HOd2TEZF9-DF79DOt7g,0,3 years ago,"hhha, we have so many kinds of mango.",嗯，我们有很多芒果。
25622,UgwfQgaTmh7HFkLNnkp4AaABAg,0,3 years ago,"i am impressed by these videos. 
what language and what country is it?
she is so perfect busy. i like to see her working and after this i work like her. 
she is a kind of a good example or role model. 
great! i love the scenes and everything in these videos.
thanks a lot for it.c","这些视频给我留下了深刻的印象。
它是什么语言和哪个国家？
她是如此忙碌。我喜欢看到她的工作，之后我像她一样工作。
她是一个很好的榜样或榜样。
伟大的！我喜欢这些视频中的场景和所有内容。
非常感谢"
25475,UgyYMxrqi-ApOaHN5gB4AaABAg,0,3 years ago,01.33 can you tell me what is kind of fruit?,01.33你能告诉我什么是水果吗？
