,cid,votes,time,含great,含great中文翻译
5066,UgyBACl4oW2cr8bPHnd4AaABAg,0,2 years ago,https://www.youtube.com/watch?v=trkupo90dum&t=35s plz visit. your vidio is great.,https://www.youtube.com/watch?v=trkupo90dum&t=35s plz访问。您的Vidio很棒。
4993,UgxduR7HL_U1ZM0C9oZ4AaABAg,0,2 years ago,mother earth is great we are crying we don't have this nature beauty but we ourselves has distroyed it.,地球母亲很棒，我们在哭泣，我们没有这种自然美，但我们自己分散了它。
4904,UgxSRRWxASdxyuOoedF4AaABAg,0,2 years ago,great,伟大的
4662,UgyPCYPYYWU919wJQK14AaABAg,0,2 years ago,love bamboo shoot...delicious...great job,爱竹芽...美味...出色的工作
4656,Ugx7LHe9fz89VGUG3j14AaABAg,0,2 years ago,i think she is a modern chef...then back to hometown to expose her great culture and food...because her beauty look so different,我认为她是一名现代厨师...然后回到家乡，揭露她的伟大文化和食物...因为她的美丽看起来如此不同
4629,UgzU6VrWaUnvXFZ7DTt4AaABAg,0,2 years ago,"great jobs, markayune",很棒的工作，马克索恩
4547,Ugxy3fWUUsiGuWY1pJp4AaABAg,0,2 years ago,great miss,伟大的小姐
4266,UgzSKFSOkQvFEBVVcDx4AaABAg,0,2 years ago,great descent,很棒的下降
4112,UgwsYMchjOqpzL2xtTR4AaABAg,0,2 years ago,"the great wall of china, confucius, and chi pao are historial korean cultures. confucius was born in gyeongju, korea, and had parents of korean descent, and the ge ge reat wall was built by koreans to protect the korean peninsula from enemies. chipao is also a modeld dress from hanbok. koreans wore hanbok when they wanted to be formal, and chifao when theyl we not formal. earing a chifao, which is to borrow korean culture a long time ago and maintain it to the present.
i live in new york city in the u.s. and work for the asia cultural foundation. new yorkers know all of the above, and our asian cultural foundation judges the. roots of chinese history as korea.
you can learn more about this story if you visit korea and new york. :)
thank you.

wanli great wall, confucius, and cheongsam are all korean culture in history. confucius was born in qingzhou, south korea. he has the parents of korean bloodlines. the great wall of wanli was built by koreans to protect the korean peninsula from being attacked by enemies. cheongsam is also a deformed clothes in hanbok. when the koreans want to dress up, they wear hanbok, and they wear cheongsam when they sleep. now you can see that chinese ethnic minorities wear cheongsam, which has been maintained to this day with korean culture a long time ago.
i now live in new york city in the united states and work in asian cultural consortia. citizens in new york know the above. the people of our asian cultural consortium judge that the root cause of chinese history is south korea.
if you visit south korea and new york, you can learn more about this story in detail. :)
thank you.

i am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
4041,UgyGXFz2hcbNz_dv0h54AaABAg.9LJo1VP3m8x9LLKuOysB8N,0,2 years ago,great! she is 29 but is single for now.,伟大的！她是29岁，但现在是单身。
3838,Ugy-f0KEF8xxGYIt2Ct4AaABAg,0,2 years ago,"great great david i love you chanel
happy sister of songgan festival ^^","大吉大利 妹妹 我爱你的 Chanel 
宋干节快乐 妹妹 ^^"
3828,UgydnqEeIfntdQ4WXI14AaABAg,0,2 years ago,"her grandma said on the swing, i want great grandson as soon as possible.",她的祖母在秋千上说，我想尽快曾孙子。
3776,UgzaPXbyFYTLvR5Q1uJ4AaABAg,0,2 years ago,great surantap ⚘,很棒的Surantap⚘
3758,UgzSs8EgCPfn_CWwurp4AaABAg,0,2 years ago,"great ball show congratulations goiás experience subscribe to the channel to help us plant vegetables for you
https://youtu.be/wf2fimpvaas","伟大的球表演祝贺Goiás经验订阅该频道，以帮助我们为您种植蔬菜
https://youtu.be/wf2fimpvaas"
3585,UgyvZFXWffUHSDVPfaF4AaABAg,0,2 years ago,"bamboo forest ... great ...

i like bamboo root (rebung), my wife often cook it ...
nice video ...","竹林...太好了...

我喜欢竹根（Rebung），我的妻子经常煮它...
不错的视频 ..."
3538,Ugy5eGUZU9RJvMazudF4AaABAg.9NvtqVXNXHX9NxL0qrv4mE,0,2 years ago,"thank you for your explanation
after exiting this video yesterday, i immediately saw a video that introduced her rise. i went to see it.
at the beginning, it was the beginning of the food. i found her earliest video. the cooking method was skilled, the color and fragrance were great, and the splicing was relatively coherent. very normal. there are no fairy -fluttering people in the picture. it is a very normal video.
later, began to be excavated, and the consortium began to fund her and provides professional editing. at this time, the style of painting began to change and became a question i asked in the previous message.
in fact, the content she produced is more suitable for one hour.
each process of picking, finishing, and production is displayed at least five minutes, and the video content may not be so messy.
other bloggers may be divided into four or five issues, and finally together becomes an ending.
thinking above.","谢谢说明
昨天退出这个视频之后，立刻看到了一个介绍她崛起过程的视频，我去看了一下。
一开始的确是美食开始，我找了她最早期的视频，做菜手法娴熟，色香味也棒，剪接也比较连贯，不会东一个画面西一个画面。很正常。画面里面也不太出现仙气飘飘的人。是一个很正常的视频。
到了后来，开始被发掘，财团开始资助她并且提供专业的剪辑，这个时候画风开始转变，变成我上一个留言所询问的问题。
其实以她所产制的内容，比较适合一个钟的内容。
把采摘，整理，制作的每一个过程至少用五分钟展示，可能视频内容不会这么凌乱。
其他的博主可能这么多内容是分成四五期展示，最后合起来成为一个收尾。
以上感想。"
3334,UgzSRskUQX4_lGMPnll4AaABAg,0,1 year ago,"you are a great person,,,",你是一个伟大的人，，，
3025,Ugxt1Z-hha71k4fEYpl4AaABAg,0,1 year ago,wow really great video and superb sharing my friend,哇，真的很棒的视频，很棒分享我的朋友
2922,UgxLazfwm33q0M7VJ4Z4AaABAg,0,1 year ago,now i know you .. beautiful..then ... great ..,现在我认识你..美丽..然后...太好了..
2501,UgxfIoo5fLCxKud13Zt4AaABAg,0,1 year ago,the best forever my frend .... that's called bamboo shoots when in indonesia .... great ....,永远最好的我的兄弟。..
2440,UgwUZNn3EKliG7VqwNl4AaABAg,0,1 year ago,sister ye is great,耶 姐姐好棒
2309,UgzT_5lrDukML0xxbZB4AaABAg,0,1 year ago,"she's so pretty, she's a great housewife",她是如此漂亮，她是一个很棒的家庭主妇
2286,UgwachdYR_IOncSC1N54AaABAg,0,1 year ago,such a great and wonderful life in the middle of beautiful forest,在美丽的森林中间，如此美好而美好的生活
10569,UgzAx4qHEaBfwthwmMR4AaABAg,0,3 years ago,“great”! she is great to do that !,“伟大的”！她很高兴这样做！
10645,UgzBTFJAVT46QRm6zZx4AaABAg,0,3 years ago,you are great bjus,你很棒
10724,UgxR9du_dy9e6fsNeLF4AaABAg.98Udn6-ocYs98Z6EaWMR7y,0,3 years ago,"@i'm sorry kosuke naka. but it's such an unusual surname, but the same name is not great? ! perhaps kosuke naka, the singer, is a stage name, and you may be a genuine kakosuke naka (^^)",@对不起，naka。但这是一个不寻常的姓氏，但同名不是很好吗？呢也许是纳卡（Kosuke Naka）的歌手，是一个舞台名称，您可能是Naka的真正Kakosuke（^^）
18097,Ugw5iGdn7w8ZTvNLEDZ4AaABAg,0,3 years ago,"great, there is such a powerful video to drive the image of the countryside.",太好了，有这么厉害的视频拉动农村的形象，不用去管农村了
17960,UgwAZebk6pHSeWUCz2d4AaABAg,0,3 years ago,"you are great, thank you for your video!",你太棒了 谢谢你的视频！
35,UgzLDBsL8bwxEGS7uE54AaABAg,0,2 weeks ago,too great with..❤❤❤,太好了
17876,Ugz-3rLclvWd-0uoSip4AaABAg,0,3 years ago,it's great to be a wife,这要能当太太真好
17859,UgxSI_Kmfn8tosIm_1h4AaABAg,0,3 years ago,"i really want to go to your house, if you can have such a holiday, it's great",好想去你家哦，如果能有这样的假期真的太棒了
17855,UgzmcBvNFaMO42GYgX94AaABAg,0,3 years ago,ziyi is really great,子柒真的太棒了
17845,UgwS_glMaAbeX-hwljd4AaABAg,0,3 years ago,"luxury supreme step fan fan, great",豪华至尊版螺蛳粉，太棒了
17673,UgyYbLa0ma4sh6II76R4AaABAg,0,3 years ago,watch her video like watch a movie! i think she got have a professional/hollywood-level crew supporting her. but the food look great though.,观看她的视频，就像看电影一样！我认为她有一个专业/好莱坞水平的工作人员在支持她。但是食物看起来很棒。
17559,UgzifBTf1J7fYgZ76Mp4AaABAg,0,3 years ago,"you are great girl, peacful, cure my anxious mind",你是伟大的女孩，和平，治愈我的焦虑
17544,Ugy86FcBNTVfSy5QCzF4AaABAg,0,3 years ago,"it's great, xanadu. thank you for shooting. that ’s awesome, it’ s utopia, thanks for shooting this video","太棒了吧，世外桃源。感谢拍摄。that’s awesome, it’s utopia, thanks for shooting this video"
17538,UgxM78bP3-zAgnwfrPR4AaABAg,0,3 years ago (edited),"ziqi is making great videos. she spreads to the world a great way of living. but there are dislikes. some ask why. i’ll tell you why: the video seems untrue for a real villager. in china, it is almost impossible to live delicately like this if you live in suburbs. people struggle for a living: they do very hard physical works, to plow the soil, spread seeds and water on several acres of land almost totally physically and individually every day, in order to earn no more than $10,000 every year. every year! and also subject to uncertain climate conditions. some can only get half of that. farmers are playing hard mode in china. most of them need to feed themselves, their parents and their children attending school. so for them, the video may make them uncomfortable because they are not authorized by the world to live like this. and since the video does not reflect so much reality of suburban china, some people may feel that inconsistency and express it. of course there are also haters without reason. that’s it. there are different people in the world, and they cannot be all satisfied, which is also unnecessary. i like her video because the food seems so good. however i lived in village when i was a child, so i know to some extent her video differs from what i see there. i also sometimes think things like “well if she has expensive professional photography device like that, maybe she needs not walk without shoes in her video to pretend to be indigenous.” but those are only thoughts, i still love her videos.","Ziqi正在制作出色的视频。她传播到世界的好方法。但是有不喜欢的人。有人问为什么。我会告诉你原因：这段视频对于真正的村民来说似乎是不正确的。在中国，如果您住在郊区，几乎不可能像这样巧妙地生活。人们为谋生而挣扎：他们做非常艰苦的体力劳动，几乎每天几乎完全是身体和单独的几英亩土地上撒上种子和水，以每年的赚取不超过10,000美元。每年！并遇到不确定的气候条件。有些只能得到一半。农民在中国玩艰难的模式。他们中的大多数人需要养活自己，父母和孩子上学。因此，对于他们来说，视频可能会使他们感到不舒服，因为世界没有这样的生活授权。而且，由于该视频并不能反映中国郊区的太多现实，因此有些人可能会觉得这是不一致的并表达了它。当然，也没有理由的仇恨者。就是这样。世界上有不同的人，他们都不能满足，这也是不必要的。我喜欢她的视频，因为食物似乎很好。但是，我小时候住在村里，所以我在某种程度上知道她的视频与我看到的视频有所不同。我有时也会认为“好吧，如果她拥有这样的昂贵的专业摄影设备，也许她在视频中不需要走路就可以假装是土著的。”但是这些只是想法，我仍然喜欢她的视频。"
17287,Ugw-j8hwUFFBmyt7Hzh4AaABAg,0,3 years ago,a little bigger. it is great,稍大一点。太好了
17189,Ugyl9vq7GmrVZl3BG0R4AaABAg,0,3 years ago,her videos are great but damn are there some white knights in the comment section,她的视频很棒，但是该死的评论部分有一些白骑士
17146,UgwbmU9yQw0vmWKOMSl4AaABAg,0,3 years ago,this is great.,这也太棒了吧。
16981,Ugz-QaFGKxU4lFgVY0p4AaABAg,0,3 years ago,she makes a great home care worker. ☺,她成为一名出色的家庭护理人员。 ☺
16941,UgxL-WXue1vTq3hQRdl4AaABAg,0,3 years ago,"great way of cooking in a traditional manner known by this channel, silence and peace great channel, great chef",以这种频道，寂静与和平的传统方式烹饪的好方法，伟大的厨师，来自印度伟大文化
16935,UgwaFYtrKm-grcUeeS94AaABAg,0,3 years ago,great,伟大的
16921,UgwRmKcfxMd9L-4WnzF4AaABAg.92q3IEkRXER931jAq4Zx84,0,3 years ago,"dont be silly, she is just one member of a great team. there are directors, photographers, marketings behind her.",不要愚蠢，她只是一支伟大团队的成员。她背后有董事，摄影师和营销。
16805,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI937eV6JIkS4,0,3 years ago,xuzheng zhang so what? great video makes money! she should be rich cuz she deserves it. you guys dislike the video just because she’s rich now? unbelievable.,Xuzheng Zhang那又如何呢？很棒的视频赚钱！她应该是富有的，因为她应得的。你们不喜欢视频，只是因为她现在很富有吗？难以置信。
16733,Ugw8ohG17I-fwu_aX6B4AaABAg,0,3 years ago,shes a great wife,她是一个伟大的妻子
16729,Ugxr2hiRlSs3ldFpCpd4AaABAg,0,3 years ago (edited),i am a great admirer of your work. your videos bring me a lot of calm. i ask you to show subtitles with the names of the foods and spices you make because i would like to know more about your culture. hello from brazil.,我是您工作的敬佩。您的视频给我带来了很多镇定。我请您以您制作的食物和香料的名字显示字幕，因为我想更多地了解您的文化。来自巴西的您好。
16705,UgyHvk9QfK30rjcHOEJ4AaABAg,0,3 years ago,great life.,伟大的生活。
16641,Ugz_AbOzNUVCa5ghEm94AaABAg,0,3 years ago,a little great,有点厉害
16277,UgyLctOBOcpmogteMPd4AaABAg,0,3 years ago,"the guy shooting the video is very lucky. her skills are great ( as one engineer to another). good for her; to be able to do all this and show us ways we have not seen. to the jealous, well they are their own problem; was it something she said? my wife sent me these knowing that i would very much appreciate learning from the example i am watching. as an american, i am very pleased with her work. plus, i am a total fan of giant bamboo and have been fascinated since childhood at all of the things that can be done with it. god is good.",拍摄视频的家伙非常幸运。她的技能很棒（作为另一个工程师）。对她有好处；能够做到这一切，并向我们展示我们从未见过的方式。嫉妒，他们是他们自己的问题；她说的话吗？我的妻子寄给我这些知道，我非常感谢我从我的示例中学习。作为美国人，我对她的工作感到非常满意。另外，我是巨型竹子的全部粉丝，从小就迷上了所有可以做的事情。上帝是好的。
16224,Ugx6B-hXOv4TaUDZ3At4AaABAg,0,3 years ago,river snails really taste great my father's specialty.,蜗牛的味道真的很棒，我父亲的专业。
16158,UgyYUJxqHDO7GcjmNYZ4AaABAg,0,3 years ago,great film crew,伟大的电影摄制组
16117,Ugx9Ux6ovSd_kqtfAHx4AaABAg,0,3 years ago,it will be great if you give subtitle,如果您给字幕
16009,UgxOlWCKsrh_E3yVn0h4AaABAg,0,3 years ago,"seeing everything i have seen in this video makes me long for such healthy surroundings and habits. although i've never eaten snail, i can tell all this food is medicinal and would be great for the body. thank you.",看到我在这段视频中看到的一切使我渴望如此健康的环境和习惯。尽管我从未吃过蜗牛，但我可以说所有这些食物都是药用的，对身体很有帮助。谢谢。
17971,UgxcuhNHmPn5D8ZWNRZ4AaABAg,0,3 years ago,great!,很棒！
18309,Ugw9xNBCZKBwyuo6EOh4AaABAg,0,3 years ago (edited),"after watching the sister’s video
think of some clips when you were a kid
cook
also use the stone grind beans
the health you grow vegetables
sister is great
take care of yourself. bleak
20191214","看了姐妹的视频之后
想起小时候的一些片段
用材炒菜
还有用那石磨磨豆
自家种菜吃的健康
姐妹好棒
多照顾好自己。
20191214"
10808,Ugy57FvJKecWTKgNuj14AaABAg,0,3 years ago (edited),"greetings from russia of the little town of vologda !! i look at you and admire you how you are all this all with your golden handles and then cook delicious food and treat your grandmother or mom and your dog !!! you are a wizard and beauty, a hard worker and you have everything so delicious. i work the same on earth and i have the same thing my family is large and so i have a lot of everything. this is a great job !!! mira and good to you beautiful wizard !!!",来自小镇Vologda的俄罗斯的问候！我看着你，欣赏你的金色手柄，然后煮美味的食物，对待你的祖母，妈妈和你的狗！您是一个巫师和美丽，一个勤奋的人，一切都很美味。我在地球上的工作也一样，我的家人很大，所以我有很多一切。这是一项了不起的工作！！！ mira，对你美丽的巫师好！！！
18402,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm92w-riYfGdb,0,3 years ago,"the video is really great and very good, but there is always an inexplicable feeling of being happy. chinese farmers",视频确实很棒拍的也很好，但总是有种莫名的感觉被幸福了的中国农民
21388,UgyIzZPvbhtoE0nKlYV4AaABAg,0,3 years ago,"thanks, your videos are great, please have a look on my channel too https://youtu.be/cisgvozhabe",谢谢，您的视频很棒，请在我的频道上查看https://youtu.be/cisgvozhabe
21361,Ugw6bGalG6GxpFvlT0B4AaABAg.9-zPuOjOPAT90xl5j8uLSu,0,3 years ago,"@10li129 give a great gift, 10!",@oo0li129 送个大礼， 10颗吧! 把这个恶事作尽丧天害理的岛民小国炸平!
21280,Ugwu5uyQgJRAzXzMi7V4AaABAg,0,3 years ago,you great really,你真的很棒
21246,UgzEu6shTJG54BBe5954AaABAg.905dSTgaWAw905lV-ss4B_,0,3 years ago,"@watercolourferns first of all i don't know how to cook food, i know how to make omelette and tea but come on that's not enough, and besides you need a good partner who can understand you, and as they say they say one of the ways to get to the heart of a man is through his stomach, and if you who ever you are think because a man can't cook he is 'useless ' then i know many useless man,whom happens to live great. i didn't say my wife should cook in the way that she should become my slave, but simply because i love to eat.",@WaterColourerferns首先，我不知道该如何烹饪食物，我知道如何制作煎蛋和茶，但这还不够，而且您还需要一个可以理解您的好伴侣，正如他们所说的那样，他们说的是其中之一到达男人心脏的方法是通过他的肚子，如果您想到的是，因为一个男人不能做饭，他是“毫无用处的”，那么我知道许多无用的男人，他们恰好过着很棒的人。我不是说我的妻子应该以她应该成为我的奴隶的方式做饭，而只是因为我喜欢吃饭。
21229,UgyGnNEx1dPsYHzWZI14AaABAg,0,3 years ago,great,棒
21220,Ugypj5X640_E9Fxrf6B4AaABAg,0,3 years ago,good great,太好了
21076,UgxnF7EmVeT_iYNFDat4AaABAg,0,3 years ago,great food....,好食物....
21051,UgwwLPjPe039NdOjhwV4AaABAg,0,3 years ago,natural smooth and great,自然流畅非常棒
20857,UgzYhAZ3H4YxvMqSxTJ4AaABAg,0,3 years ago,great,伟大的
20724,Ugw5bmR3NvIPSqOTQox4AaABAg,0,3 years ago,"i want to marry this girl, that's great <3",我想嫁给这个女孩，那太好了<3
20567,Ugwal9h_MLX7miQnIKV4AaABAg,0,3 years ago,"it's so beautiful to shoot sichuan, the locals haven’t found it so beautiful, it's great",把四川拍的真美啊，本地人都没发现这么好看，太棒啦
20482,UgyV_8q5mfjZPDhjJsJ4AaABAg,0,3 years ago,great,伟大的
20383,UgzXn0_nKq2owWw1blB4AaABAg,0,3 years ago,"i like you
too great","我喜欢你
太好了"
20311,Ugx6m6sQAEP3pfq3rW54AaABAg,0,3 years ago,"i often watch your videos great
https://www.youtube.com/playlist?list=llkjcyl-yhdd5taytbzuapvg","我经常看你的视频很棒
https://www.youtube.com/playlist?list=llkjcyl-yhdd55taytbzuapvg"
20037,UgxzvFGJi1lLvUpdPfZ4AaABAg,0,3 years ago,great,伟大的
19576,Ugx3D5e8e7fpKPsrHQt4AaABAg,0,3 years ago,"li ziyi is great, is this sichuan?",李子柒好棒，这是四川吗？
19554,UgxaosA0XsBAxhKkAWF4AaABAg,0,3 years ago,"extraordinary, great, beautiful and smart",非凡，伟大，美丽而聪明
19396,UgwQni_NgKUmcVt6VZh4AaABAg,0,3 years ago,"came here for some relaxing entertainment, now i'm hungry as hell xd . great video regardless :)",来这里是为了一些轻松的娱乐活动，现在我像地狱XD一样饿了。好的视频不管:)
19290,UgwUwXccLvDzeo-qHK94AaABAg,0,3 years ago,siri please put me fear the great foot so,Siri请让我害怕大脚，所以
19184,UgxCiYRg3EO9AKoOLuB4AaABAg,0,3 years ago,"you are not just a great artist, you are also a beautiful and admirable woman ....",你不仅是一位伟大的艺术家，而且你也是一个美丽而令人钦佩的女人。
18800,Ugy-QMs53lqzLQVPiAR4AaABAg,0,3 years ago,"miss is another level of women, besides being a great artisan, still has the gifts of cooking, lives in very rich paradise living in the midst of nature, not to mention love how you do everything to please your grandmother suppose. you are to be congratulated.",小姐是另一个女性，除了是一个伟大的工匠之外，仍然有烹饪的天赋，生活在大自然中的非常富裕的天堂，更不用说爱你如何竭尽所能取悦祖母。您要祝贺您。
18753,UgzgPkT5nMYuWJAsORZ4AaABAg,0,3 years ago,plz try to make indian food plz i'm ur greatest indian fan,请尝试制作印度美食，我是最伟大的印度粉丝
18655,UgyXMl19G2SF4Qn9l4V4AaABAg,0,3 years ago,these videos have great cinematography,这些视频有很棒的摄影
18642,UgyCCUBm-t98MogyyW14AaABAg,0,3 years ago,"very artistic conception, this kind of life rural life is really great",很有意境，这种生活田园生活真的好棒
18561,Ugw4EejVhShTqWN3kbh4AaABAg,0,3 years ago,great,伟大的
18543,UgzshfSVoxjgBDkAHJF4AaABAg,0,3 years ago,"great china culture, meals, fascinating women",伟大的中国文化，餐点，迷人的妇女
18409,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92pgDnqZlYA,0,3 years ago,"my point stands. it's a lifestyle that few people can afford because they don't live in an area like that and to do so would require a great expense in purchasing land and tools. if she wasn't raised there and she wanted to live that lifestyle, then she would not have a grandmother to allow her to simply live there.",我的观点是。这种生活方式很少有人能负担得起，因为他们不住在这样的地区，并且需要在购买土地和工具上付出巨大的费用。如果她没有在那里长大，并且想过这种生活方式，那么她就不会有祖母让她简单地住在那里。
15831,Ugz9yIW0_sTfOVZcda54AaABAg.933dWSf5Viy93CNZB5sFwB,0,3 years ago,"i also feel so relaxed, a really great feeling with every movie.",我也感到非常放松，每部电影都非常好。
15740,UgyJ0y5TpuZkxMcDGyZ4AaABAg.935zhr8qxM593yXJa6jh3I,0,3 years ago,@user-fx5mu3pt8c is worthy of praise from the mainstream media. it is really great. i don't understand why someone spray her and jealous?,@user-fx5mu3pt8c 不愧是主流媒体都赞扬的，真的非常棒，不懂为什么会有人喷她，嫉妒？
15725,UgwKmvCYgvIwZBiZ-_Z4AaABAg.936K9pwta5L9qC_keh2bYW,0,2 weeks ago,lo​ @greaterbayareahero1401 l,lo @greatebayareahero1401 l
15715,Ugylc6No4Jw-Oler12F4AaABAg.936PIbRqsC7936jNdFgQKf,0,3 years ago,"the videos were made in her home village in sichuan province, southwest of china. next to home county to great panda as i know.",这些视频是在她位于中国西南部四川省的家乡制作的。据我所知，旁边是家乡大熊猫。
12729,UgwpJuu5n4_ZHRDqpzt4AaABAg,0,3 years ago,great yutuber i like this g,很棒的Yutuber，我喜欢这个G
12629,Ugzf-xEHYXtezG1s0fB4AaABAg,0,3 years ago,great video. wow,很棒的视频。哇
12579,UgxkSuhcZOghHsyaGW54AaABAg,0,3 years ago,yum this food looks delicious and healthy. thank you for sharing such a great peaceful video.,yum这种食物看起来很美味又健康。感谢您分享如此出色的和平视频。
12548,UgxWgVuwS_rf91ioPld4AaABAg,0,3 years ago,her cameraman and team is doing a great job,她的摄影师和团队做得很好
12443,UgwhlDhssGhLCeyHcWN4AaABAg,0,3 years ago,the artistic conception is great,意境棒极了
12429,Ugw8hKUrgr3bpFfvMsd4AaABAg,0,3 years ago,it's great to marry you,娶到你真好
12357,UgzHmw79VeVhLxcrAqt4AaABAg,0,3 years ago,what a great video - this is real chinese 'homestyle' food - well done,真是一个很棒的视频 - 这是真正的中文“ homestyle”食物 - 做得好
12286,UgwPXhmAf13JY0uEzb14AaABAg,0,3 years ago,so btful the vr great,如此伟大的VR很棒
12169,UgycBYapKu7TH6vb3Ed4AaABAg.96zCrvM37vj971IMw18hTX,0,3 years ago,the beautiful artistic life of the great talent is to admire the broken sound of the diligent honest gestures that cannot be used by one of the beautiful views that the sky will be impressed.,伟大的才华的美丽艺术生活是欣赏美丽的诚实手势的破碎声，而这些诚实的手势无法使用，而天空会印象深刻的美丽景色。
11912,Ugzd9GJrumCFKTLbCb94AaABAg,0,3 years ago,u r really great,你真的很棒
11907,Ugw3ptlswXQGd766gG14AaABAg,0,3 years ago (edited),she goes to the garden and great video please visit my youtube channel,她去花园，很棒的视频请访问我的YouTube频道
11775,UgyVx4vkpu0ZGn3Gv9R4AaABAg,0,3 years ago,great. sign up for exchanges,伟大的。注册交流
11734,UgyOzhd7SvFXHIkxKUN4AaABAg,0,3 years ago,great,伟大的
11669,Ugz4v3NDvFwbqZAlNrd4AaABAg.97MWmJxtxx_97QIEMCP6w9,0,3 years ago,"it seems to me that this is a feature film, the ideal world, so to speak, is ""man and woman"", ""big family"", ""mom and child"", etc., and this is ""grandmother and granddaughter"", but it is beautifully shown here "" culture "", china, an ideal culture. who would not say, all the same, they have a great one. in the first place, food. close, they use a huge number of herbs, plants that surround them.
unfortunately, the war, revolutions, destroyed a lot, memory. then i remember from childhood, as my grandmother said, my grandmother’s neighbors, that many herbs that surrounded them used to eat, used food and praised, but i don’t remember exactly. ..
but the film is very beautiful!","在我看来，这是一部故事片，是理想的世界，可以这么说，是“男人和女人”，“大家庭”，“妈妈和孩子”等，这是“祖母和孙女”，但是它在这里很好地展示了“文化”，中国，一种理想的文化。谁不会说，他们都有一个很棒的文化。首先，食物。近距离。他们。
不幸的是，战争，革命，摧毁了很多，记忆。 .. ..
但是这部电影很漂亮！"
11501,UgyXkMRa0IWbKVdMoll4AaABAg,0,3 years ago,hard work ~ you are really great 55555,辛苦啦~你真的超棒55555
11439,UgxKYx9m_Z3fMm93Ap94AaABAg,0,3 years ago,very very nice ...you great,非常非常好...你很棒
11349,UgzSzI4SZyWoyYv64854AaABAg,0,3 years ago,"great wife material and she's pretty too, but sadly i know i'm not worthy for her. 's way too capable than me. i can't do almost everything she can. sigh....",伟大的妻子材料，她也很漂亮，但可悲的是我知道我不值得她。
11275,UgwE1HF2jnI4Y7QlPr94AaABAg,0,3 years ago,this is pure chinese very great liziqi chaiyookk - fan malaysia,这是纯粹的中国人很棒的liziqi chaiyookk-粉丝马来西亚
11257,Ugwv0g2pGipa0JOG3L94AaABAg,0,3 years ago,you are so great ~ thank you for your video sharing,你真的好棒哦～谢谢你的视频分享
11204,UgzMTERMq4uK3ztT3NR4AaABAg,0,3 years ago,"its amazing everyone from every country watches this great job
work hard","每个国家的每个人都很棒，看着这项出色的工作
努力工作"
11149,UgyOTIKrw-1vR769BfF4AaABAg,0,3 years ago,"very great, free life",非常棒，随心所欲的生活
11078,UgyUqSpSQdbs_GPOqNJ4AaABAg,0,3 years ago,your great,你太好了
11046,Ugy9fnXyoMrGIEdKnfJ4AaABAg,0,3 years ago,i think we should thank the person who record the video as well. both of them did a very great work.,我认为我们也应该感谢录制视频的人。他们俩都做得非常出色。
