,cid,votes,time,含great,含great中文翻译
2415,UgyuLUKAN06GP4GbUhR4AaABAg,0,1 year ago,"great, excellent, wonderfull!",太好了，很棒，很棒！
2502,UgwY6xquiJSmp1PicuV4AaABAg,0,1 year ago,it's a great time to watch it before going to bed,睡前看柒柒真是一大乐事
2504,UgwW2EyB1j_mOtiW0354AaABAg,0,1 year ago,"ziyi, you are great.",子柒 你很棒哦 ㊗️你喜乐平安 婆婆 安康♥️新年快乐 谢谢你的视频♥️
2520,Ugzme5m6L-6Lhcn9nDV4AaABAg,0,1 year ago,she is so great i like her cooking skills according to me she is more great than cheif....,她真是太好了，我喜欢她的烹饪技巧，根据我，她比Cheif更大。
2561,UgykbNILQ4GetRlLTWB4AaABAg,0,1 year ago,"great ,very very nice life",伟大，非常非常美好的生活
2572,UgzN7UypPIzlPPFHvXR4AaABAg,0,1 year ago,your video information is greater. i like,您的视频信息量更大。我喜欢
2583,UgyODVnIWr80chzXufF4AaABAg,0,1 year ago,she is great,她很棒
5239,UgyXgt_1wfHwmjGMGgB4AaABAg,0,1 year ago,you're doing great,你做得很好
5589,UgygE8-xMyfP5RFRmbx4AaABAg,0,2 years ago,great! support miss li ziyi! intersection intersection intersection intersection intersection,非常棒！支持李子柒小姐姐！！！！！！
10632,UgxvYpjirvsYY0sBPUt4AaABAg,0,2 years ago (edited),"i don't know why, but it feels fake. great video, warm and beautiful but something about it doesn't feel right",我不知道为什么，但是感觉很伪造。精彩的视频，温暖而美丽，但关于它的感觉不正确
9739,UgyocxsR202i9r_0kvJ4AaABAg.9GukARbN8zo9IlzJPHp0Or,0,2 years ago,"because it is. 
i`ve been on some farms and it was always great.
of course it was nothing compared to this video but still.
beeing outside and taking care of animals and the fruits and vegetables planted there feels so much better than sitting around all day staring into some screen.
it feels amazing beeing outside in general.","因为它是。
我去过一些农场，总是很棒。
当然，与此视频相比，这是什么都没有的。
在外面养蜂，照顾动物，在那里种植的水果和蔬菜比整天盯着某个屏幕要好得多。
一般来说，在外面的蜜蜂感觉很棒。"
8870,UgxxvRbWYmJFhlzC_Cp4AaABAg,0,2 years ago,as it may be that you tube took lizi's bideo texts. the great chinese girl who subscribed to me and you don't know what it does !!!!!,可能是您试管了Lizi的Bideo文本。订阅我的伟大的中国女孩，你不知道它做什么！！！！
9019,UgzWREMbGE6jWMIwJSR4AaABAg,0,2 years ago,"this seems great in the video but in real life these chores are really not that enjoyable. the candy making, preparing delicacies are really tiring and of course everything is absolutely mess. but the video is well shot and really satisfying.",这在视频中似乎很棒，但是在现实生活中，这些琐事确实不是那么有趣。制作糖果，准备美食确实很累，当然，一切都绝对是混乱的。但是视频拍摄得很好，真的很令人满意。
9025,UgxfAUiWfqPSqtPZJXp4AaABAg,0,2 years ago,she is the great cook,她是伟大的厨师
9043,UgzxRc3Qad1BT86vALN4AaABAg,0,2 years ago,great women..hard working,伟大的女人..努力工作
9258,UgzgRYzKh0pF-P0KiNl4AaABAg,0,2 years ago,"[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
want to drink tea ~ but can't find a reliable tea house?
want to drink tea ~ but are you afraid that your sister is unhealthy?
want to drink tea ~ but can't find honest tea sister?
want to drink tea ~ but can't find the cup that meets you?
it's okay ~ join lai: 76k8, let you enjoy the highest -end service
there are surprises every day every day, it is definitely your best choice
◆ trading is small, the biggest person ◆◆ integrity transaction, a ninno qianjin ◆
◆ credit is gold, wealth is silver ◆◆ conscience and morality,? just integrity ◆
service area: taiwan/taipei/taichung/kaohsiung/hsinchu/changhua/nantou/tainan
service time: 12:00 noon-before 4 am
service content full set of service shower oral sex aihara
all matched the delivery of the delivery without fixed points, the hotel is selected by the great self -selected self -selected self -selected self
this tea house is all with ~ meet ~ satisfaction ~ cash ~ transaction ~ can be shot and replace people","【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
想要喝茶~却找不到可靠的茶庄吗 
想要喝茶~却害怕妹妹不健康吗 
想要喝茶~却找不到诚实的茶姐吗 
想要喝茶~却找不到符合自己的那杯吗 
没事~加入赖：76k8，让你享受最高端的服务 
每天不断更新 天天有惊喜,绝对是您最佳的选择 
◆交易是小,做人最大◆◆诚信交易,一诺千金◆ 
◆信用是金,财富是银◆◆良心道德,?就诚信◆ 
服务地区：全台湾/台北/台中/高雄/新竹/彰化/南投/台南 
服务时间：中午12点-凌晨4点前 
服务内容 全套服务 淋浴 口交 爱爱 哈拉 
一律配合外送没有固定的点，旅馆的话由大大自选 
本茶坊都是以~见面~满意~现金~交易~可打枪换人"
9277,UgzgRYzKh0pF-P0KiNl4AaABAg.9HRekanLubk9HRelPI-G69,0,2 years ago,"[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
want to drink tea ~ but can't find a reliable tea house?
want to drink tea ~ but are you afraid that your sister is unhealthy?
want to drink tea ~ but can't find honest tea sister?
want to drink tea ~ but can't find the cup that meets you?
it's okay ~ join lai: 76k8, let you enjoy the highest -end service
there are surprises every day every day, it is definitely your best choice
◆ trading is small, the biggest person ◆◆ integrity transaction, a ninno qianjin ◆
◆ credit is gold, wealth is silver ◆◆ conscience and morality,? just integrity ◆
service area: taiwan/taipei/taichung/kaohsiung/hsinchu/changhua/nantou/tainan
service time: 12:00 noon-before 4 am
service content full set of service shower oral sex aihara
all matched the delivery of the delivery without fixed points, the hotel is selected by the great self -selected self -selected self -selected self
this tea house is all with ~ meet ~ satisfaction ~ cash ~ transaction ~ can be shot and replace people","【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
想要喝茶~却找不到可靠的茶庄吗 
想要喝茶~却害怕妹妹不健康吗 
想要喝茶~却找不到诚实的茶姐吗 
想要喝茶~却找不到符合自己的那杯吗 
没事~加入赖：76k8，让你享受最高端的服务 
每天不断更新 天天有惊喜,绝对是您最佳的选择 
◆交易是小,做人最大◆◆诚信交易,一诺千金◆ 
◆信用是金,财富是银◆◆良心道德,?就诚信◆ 
服务地区：全台湾/台北/台中/高雄/新竹/彰化/南投/台南 
服务时间：中午12点-凌晨4点前 
服务内容 全套服务 淋浴 口交 爱爱 哈拉 
一律配合外送没有固定的点，旅馆的话由大大自选 
本茶坊都是以~见面~满意~现金~交易~可打枪换人"
9423,UgzLKZRwE5SUG72BHrl4AaABAg,0,2 years ago,"bravi, a great work of an operator !!!",Bravi，运营商的出色工作！！！
9538,UgymNsdYxi_4_o4hTtR4AaABAg,0,2 years ago,"coronavirus and announcing the miracle of healing without vaccine nor medicine.. 09 - 12 - 2020 / 09:01 am

in the name of allah the all merciful, the most merciful.
from allah’s servant and his khalifa nasser mohammad to the people altogether: o people, i am the imam mahdi nasser mohammad, i am not only khalifa of allah over yemen; in fact, allah’s khalifa over the whole world. indeed, by allah there is no difference to me between a yemeni and chinese.

o community of human leaders and decision makers among their people, and to all who reached their maturity among the humans; the arabs and non arabs, musilm and disbeliever, listen and rationalize what we will give you a fatwa with truth by the decisive word and it is not a jock: i swear by allah the one, the subduer, i do not know of a vaccine and healing to you for what is in the chests from allah’s chastisement until you beseech with this supplication without arrogance against allah’s khalifa al-mahdi nasser mohammad, and the words of chastisement removal of what in the chests are; is that you humble yourselves to allah and implore to allah by the following:

“our lord, we have wronged ourselves, if you do not forgive us and (not) have mercy on us we certainly would be of the losers”. and after repenting they should say: “oh allah, i am your servant, i ask you by the fact there is no god except you, and by the fact of your mercy that you ordained upon yourself, and by the fact of greatness of the bliss of yourself’s good-pleasure that is greater than the bliss of your heavenly-garden that you heal me from the chastisement of corona or remove it away from me surely i believe in the true caller from you. oh allah, remove your chastisement away from us and from every entrance so we would follow the path of truth from you, and to make us steadfast on fulfilling what we promised you — o who comes between man and his heart, surely we do not have except your mercy that you ordained upon yourself. indeed, if you do not forgive us and (not) have mercy on us we would surely be of the losers. oh our allah, you have said in your decisive book: {and your lord says: pray to me, i will answer you.}truthful allah the great [ghãfer] 40:60. supplication-prayer and turning (close to allah) is from me while responding is from you. indeed, you never violate your promise. our lord, glory be to you, surely your promise is ever true and you are the most merciful than all who have mercy. o our allah, make us steadfast upon fulfilling what we promised you to follow allah’s global caller khalifa of allah in the land; the imam mahdi nasser mohammad al-yemeni. o our allah, make sending him as favor upon us and not affliction against us because of our turn away from the true call of the imam mahdi nasser mohammad al-yemeni”.
{ وَقَالَ رَبُّكُمُ ادْعُونِي أَسْتَجِبْ لَكُمْ } صدق الله العظيم [غافر: من الآية ٦٠]
___________","冠状病毒并宣布没有疫苗和药物的治愈的奇迹。09-12-2020 / 09：01 AM

以真主的名义仁慈，最仁慈。
从真主的仆人和他的哈利法·纳赛尔·穆罕默德（Khalifa Nasser Mohammad）到人民：哦，我是伊玛目·马赫迪·纳赛尔·穆罕默德（Imam Mahdi Nasser Mohammad），我不仅是也门的真主的哈利法（Khalifa）；实际上，阿拉在全世界的哈利法。确实，阿拉对也门和中国人没有区别。

o人民中的人类领导人和决策者社区，以及所有在人类中成熟的人；阿拉伯人和非阿拉伯人，肌肉和不信任者，倾听和合理化我们将通过决定性的词给您的真理，这不是一个乔克：我对阿拉发誓，一个人，分子，我不知道疫苗并为您康复，以恢复真主的贞操，直到您恳求这种恳求，而不受对真主的哈利法（Khalifa al-Mahdi Nasser Mohammad）的傲慢，而审视胸口的审判措施的话是；是您谦卑自己对真主，并通过以下方式恳求真主：

“我们的主，我们委屈自己，如果您不原谅我们并且（不怜悯我们，我们肯定会成为失败者”。在悔改之后，他们应该说：“哦，真主，我是你的仆人，我问你，除了你外，没有上帝，以及你对自己的怜悯和事实的事实，以及伟大的事实您自己的好愉悦的幸福，它比您的天气园林的幸福更大，您可以从Corona的责备中治愈我，或者将其从我身上删除，肯定是我相信您的真正来电者。哦，真主，将您的罪恶从我们身上删除，从我们的每个入口中移开，这样我们就会遵循您的真理道路，使我们坚定地满足我们的答复 - o在人与他的心之间，我们当然没有除了您命令自己的怜悯。的确，如果您不原谅我们，并且（不）怜悯我们，我们肯定是失败者的。哦，我们的真主，您在决定性的书中说过：{您的主说：向我祈祷，我会回答您。}真实的真主[Ghãfer] 40:60。恳求者和转弯（靠近真主）来自我，而回应是您的。确实，您永远不会违反诺言。我们的主，荣耀归于您，您的诺言肯定是真实的，而您比所有怜悯的人都是最仁慈的。哦，我们的真主，让我们坚定地履行我们答应您在土地上跟随真主的阿拉的全球呼叫者哈利法（Khalifa）； Imam Mahdi Nasser Mohammad Al-Yemeni。哦，我们的真主，让他对我们的青睐，而不是对我们的痛苦，因为我们远离了Imam Mahdi Nasser Mohammad Al-Yemeni的真实呼吁。”
{{＃أُ ُأأأأأأجِ}ص}صolif [غ°غغغف已：它们小
___________"
9753,Ugz_dA5vyvYt7hLQpG14AaABAg,0,2 years ago,i'm great fan of you❤️,我是你的忠实粉丝❤️
8676,UgxyYu7WsGnsddDW2iV4AaABAg.9IMPVU4WzXa9IP52t2KzFS,0,2 years ago,"bat meat is not especially popular in china. but in southern china, bats are sometimes eaten and can be found in some markets. specific bat species eaten in china include the cave nectar bat, pomona roundleaf bat, indian flying fox, and leschenault's rousette. additionally, the greater short-nosed fruit bat is hunted for medicine, but not food. it has been contested whether or not the huanan seafood wholesale market, suspected as having ties with the covid-19 outbreak, sold bat meat.

all wildlife trade in china, including bat meat, was banned in january 2020 in response to the coronavirus pandemic which is assumed to have originated in wuhan.","蝙蝠肉在中国并不特别受欢迎。但是在中国南部，有时会吃掉蝙蝠，可以在某些市场中找到。在中国食用的特定蝙蝠物种包括洞穴花蜜蝙蝠，波莫纳圆形蝙蝠，印度飞狐和莱斯诺的rousette。此外，大鼻子的水果蝙蝠被追捕了药物，但没有食物。是否有争议的是瓦南海鲜批发市场（涉嫌与Covid-19爆发有联系）出售蝙蝠肉。

2020年1月，所有中国的野生动植物贸易均被禁止，以应对冠状病毒大流行，该冠状病毒被认为起源于武汉。"
9918,Ugxmd3CVyebC0eXA4L14AaABAg,0,2 years ago,great girl and did hard work.,伟大的女孩，做了艰苦的工作。
9956,Ugxd9gvLrbnwmJtr7Kx4AaABAg,0,2 years ago,great,伟大的
10095,Ugz9teFE6G-_fbzLTEV4AaABAg.9GS8QbE7mJ29HAIPbKCGFp,0,2 years ago,she has great taste,她的品味很棒
10310,UgwaaYXa49Ji1FxrWGl4AaABAg,0,2 years ago,"the video is very beautiful, but the work is hellish. such loads are fraught with many diseases, i live in the country of farmers and my parents worked on earth, as a result, many are sick, few live until a very old age, the first service station is getting sick of this musculoskeletal system - joints and bones, tendon and hernias from lifting weights that's why i wish you a great health to this fragile girl.",该视频非常漂亮，但是作品是地狱般的。这样的负载充满了许多疾病，我住在农民的国家，而我的父母在地球上工作，因此，许多人生病了，很少有人活到很老，第一个服务站已经厌倦了这个肌肉骨骼系统 - 关节和骨头，肌腱和疝气，从举重，这就是为什么我希望您对这个脆弱的女孩健康。
10479,UgxTjZzW4AdZRlKU61t4AaABAg,0,2 years ago,"hey meeru andharu anduku night heavy meal tintaru adhi good habit kaadu ...... morning and afternoon should heavy meal ..... ok
asala niku antha balam ekkadedi ... enni panluu chestunave ..... you are realy great","嘿Meeru Andharu Anduku Night highte highthe tintaru adhi好习惯Kaadu ......早上和下午应该沉重的饭.....
asala niku antha balam ekkadedi ... enni panluu Chestunave .....你真的很棒"
10484,Ugwo5QQLSfwWTUZXbOV4AaABAg,0,2 years ago,great soul,伟大的灵魂
10529,UgwPvnqYVJ7BwlfWwU54AaABAg,0,2 years ago,very great,很好
10574,Ugw8Z5EXeMhdO8IHeJZ4AaABAg,0,2 years ago,"i love you hardworking spirit, liziqi you are great โคโคโค๐จ๐ฆ๐จ๐ฆ๐จ๐ฆ๐จ๐ฆ๐จ๐ฆ๐จ๐ฆ๐จ๐ฆ",我爱你勤奋的精神，liziqi你很棒❤❤❤
8764,UgxBUy7U_orzAyRDnNd4AaABAg,0,2 years ago,too good it's great it's great,太好了，太好了
8667,UgzIwXfWiDurLQJSq554AaABAg,0,2 years ago,"有有眉疪竇的ऄ的ऄ都札政国暜天奁天宨朾國〞 is twisted.
이 글에 댓글을 작성한 모든 사람은 중국 정부의 천안문 사태 진상 공개와 중국의 민주화, 대만과 홍콩의 독립을 지지합니다.
veryone woequare in thi article supportely the publication of chinese goverenment's training's training, and the great democratic and its indepenence of hong kong.","有有ऄ的ऄ都札政国暜天宨朾国宨朾国宨朾国宨朾国宨朾国〞〞 twist宨朾国〞 twist奁天
이글댓글한사람사람은의사태진상공개중국중국중국의의민주，대만화화의민주중국중국화와와와중국중국중국대만대만대만대만대만대만대만대만대만대만과
在这篇文章中，非常有一个woequare支持中国政府培训的培训，以及伟大的民主党及其对香港的独立。"
5709,UgzRYiaN0PYWIl0c9KJ4AaABAg,0,2 years ago,great iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii ill,伟大的iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
7000,UgykcEnHqXMxJIhi4Cx4AaABAg,0,2 years ago,great ❤️,伟大的❤️
5802,UgzY4We3T-EHrrIwkeh4AaABAg.9NdAfCfAjwt9QFlMZaj8ZR,0,1 year ago,"don't bury yourself, keep your heart far away from yourself. 
although the environment has a great impact on people, what really needs to be strong is your heart. you don't need to be like li ziqi, but you can change yourself little by little. 
don't pay too much attention to the eyes of others, and try to be your truest self without offending others,have a good day.","不要埋葬自己，让自己的心远离自己。
尽管环境对人们有很大的影响，但真正需要坚强的是您的心。您不需要像Li Ziqi一样，但是您可以一点一点地改变自己。
不要过分关注他人的眼睛，而是尝试在不冒犯别人的情况下成为您最真实的自我，祝您有美好的一天。"
6024,UgzKb4Mi416H3e14qCZ4AaABAg,0,2 years ago,"please feed ur dogs also,anyways ur eorks great",无论如何，请给您的狗喂狗
6030,UgxnkRCxn59doRHugYp4AaABAg,0,2 years ago,she is a great woman,她是一个伟大的女人
6141,Ugw-IV4xCDgrLU3zMbp4AaABAg,0,2 years ago,great video my friend. thank you for sharing. have a wonderful day. i can’t wait to see your next video.,我的朋友很棒的视频。感谢你的分享。祝您有美好的一天。我等不及要看你的下一个视频。
6142,Ugzk2ydO6p8G5n6Yg5V4AaABAg,0,2 years ago,hello ther ei want to say that pls help i want to share there is a meat trade of dog and cats are going on in yulin shenzen and many more citys i want you to stop them killing those inoccent dogs i want you to click on the video with the title dog meat trade continues in china 2020 and click the description box and click the link in there and sign in its free and if you want to donate.its great pls help me lls this little favor of your may save a thousand lives of the innocent dogs you need to except the fact that humans ade monster,你好，想说的是，请帮助我想分享的是，尤林神庙正在进行狗的肉类贸易，我希望你想让你阻止它们杀死那些被接收的狗，我想让你点击视频。随着狗肉贸易的标题，在中国仍在2020年继续，单击描述框，然后单击其中的链接，并免费签名，如果您想捐款。除了人类Ade Monster以外，您需要的无辜狗
6243,UgyiHM70Z3mh3VUhFKB4AaABAg,0,2 years ago,great video,很棒的视频
6661,Ugy53NupspRWmCjYYl94AaABAg,0,2 years ago,great mother earth gifts to you and your skills and hard work thank you for sharing with the machinery and electronics world,伟大的地球母亲礼物给您，您的技能和辛勤工作，感谢您与机械和电子世界分享
6918,Ugy3KDucSGb5HE3OKjx4AaABAg,0,2 years ago,"the great wall of china, confucius, and chi pao are historial korean cultures. confucius was born in gyeongju, korea, and had parents of korean descent, and the ge ge reat wall was built by koreans to protect the korean peninsula from enemies. chipao is also a modeld dress from hanbok. koreans wore hanbok when they wanted to be formal, and chifao when theyl we not formal. earing a chifao, which is to borrow korean culture a long time ago and maintain it to the present.
i live in new york city in the u.s. and work for the asia cultural foundation. new yorkers know all of the above, and our asian cultural foundation judges the. roots of chinese history as korea.
you can learn more about this story if you visit korea and new york. :)
thank you.

wanli great wall, confucius, and cheongsam are all korean culture in history. confucius was born in qingzhou, south korea. he has the parents of korean bloodlines. the great wall of wanli was built by koreans to protect the korean peninsula from being attacked by enemies. cheongsam is also a deformed clothes in hanbok. when the koreans want to dress up, they wear hanbok, and they wear cheongsam when they sleep. now you can see that chinese ethnic minorities wear cheongsam, which has been maintained to this day with korean culture a long time ago.
i now live in new york city in the united states and work in asian cultural consortia. citizens in new york know the above. the people of our asian cultural consortium judge that the root cause of chinese history is south korea.
if you visit south korea and new york, you can learn more about this story in detail. :)
thank you.

i am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
7373,UgzQCCRRfW0SpmmDSO94AaABAg,0,2 years ago,hey you are a good cooker and hardworking you have a great skill keep up,嘿，您是一个好的炊具，勤奋工作，您的技能很高
