,cid,votes,time,含village,含village中文翻译
45093,UgwOYwGTuK4UjAUKcyN4AaABAg,0,4 years ago,"i miss my goats back then in my village, they always follow me when i go around.",当时我想念我的山羊，当我四处走动时，他们总是跟随我。
39152,UgzOg8-tga9mvmnUfl94AaABAg,0,4 years ago,i like the documentary because the atmosphere of the village and food is directly from the surrounding plantations,我喜欢纪录片，因为村庄和食物的气氛直接来自周围的人工林
39358,UgyoAybGdMGS1fXGH5p4AaABAg.8ss4jJHp9am8svLuk8Keyb,0,4 years ago,"hehe,it's hard to not agreed , she is beautiful indeed. but ur praises would be too much for her. she will rejected it rightaway, she was so down to earth as a living goddes, she lived in sichuan province with her grandma as a simply cute village girl and grand doughter , left behind her job as dj for grandma,start her own product and mark on taobao mall, lets see more her other videos on her channel ,so we'll gain comforts once get to know her",呵呵，很难不同意，她确实很漂亮。但是您的赞美对她来说太多了。她会拒绝它，她像一个活着的女神一样脚踏实地，她和祖母一起住在四川省，是一个简单可爱的乡村女孩和大doughter，留下了她作为DJ的工作，开始了自己的产品，开始了自己的产品和马克在淘ao购物中
44957,Ugw_lDKrVGHZokFJuZZ4AaABAg,0,4 years ago,i wish that you invite my children to spend some time with you in your village,希望您邀请我的孩子们在您的村庄里度过一段时间
44873,UgxiS_x9fOUkCmEKFix4AaABAg,0,4 years ago,you are more intelligent than veg village food,你比蔬菜乡村食物更聪明
35346,UgxEHXBUDThyLncDoxJ4AaABAg,0,4 years ago,beautiful village life,美丽的乡村生活
148,UgyL8tzcyI8NOr7pmZF4AaABAg,0,1 month ago,i like your village life style and you.,我喜欢你的乡村生活方式和你。
35230,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-9MZFCnphpUP,0,2 years ago,"my village is like this, trust me sometimes reality are worse than expectations.",我的村庄就是这样，相信我有时候现实比期望还要糟糕。
9729,UgyocxsR202i9r_0kvJ4AaABAg.9GukARbN8zo9HTw8qxHH6K,0,2 years ago,village life...,乡村生活...
11122,Ugxi2rVFtZ9AjivxcFl4AaABAg,0,2 years ago,where is this village? it's so beautiful..๐๐๐๐,这个村庄在哪里？太漂亮了。
11190,UgxDqmaXJWw1fHBj8UR4AaABAg,0,2 years ago (edited),"the subtitles are too fast.. atimes it's a guess work - what she's doing..... ????๐ค” plz improve the quality if video.. else, its just a kinda interesting documentary video with nice background music,.. about one chinese village girl that's to her works.... everyday' chores... wonder, what's this really all about???...๐ค”",字幕太快了。。。关于她作品的一个中国乡村女孩。。。。。。。。。。。。。。。。。
11307,UgzBC3m_JA8fdU9Lbht4AaABAg,0,2 years ago,universal village woman?,万能的村妇？
11393,UgyzKm0_aNbjmLJhyaZ4AaABAg,0,2 years ago,"how enjoyable to live in the village ,,, ๐‘๐‘๐‘๐‘๐‘ventions",居住在村庄的愉快，
11578,UgzXKIVITW0kEWhwwSF4AaABAg,0,2 years ago,"i dont care about she living in village, i will marry her for the god sake !!!",我不在乎她住在村里，我会为了上帝的缘故嫁给她！！！
11808,UgwIKFHqsTfOvMrAAvp4AaABAg.9E2vTm5skGO9E7--CLxYjO,0,2 years ago,"@chinesetranslated9427. essence essence in your eyes, only poverty and backwardness are the real rural china. isn't the rich fields and well -organized farmers that are not real china? intersection intersection you just bring prejudice and arrogance. china is very large, and the countryside in china is very large. it is not all the poverty and dirty in your mouth. do you know that every village and village are allowed to have cement roads? intersection",@chinesetranslated9427 。。。在你眼里 只有贫穷和落后才是真实的中国农村，富饶的田地和井井有条的农庄不算真正的中国？？？你只是带着偏见和傲慢罢了，中国很大，中国的农村也很大，并不都是你嘴里的贫穷和肮脏，村村通让每个庄子都有水泥马路你知道吗？？
11812,UgwIKFHqsTfOvMrAAvp4AaABAg.9E2vTm5skGO9E7UZp5l7GO,0,2 years ago (edited),"@s-asw1360 video this is just a lot of people who do not know the real situation of rural china with the aesthetic of the city in the city. is it possible to live in this way? have. is this video representative? i don't think not. most rural lives may not be like this, it will be much rough than this, even if it is a rich person. no matter what your village is or not, there are still hundreds of millions of poor farmers in rural china in china. this is an objective fact. what do you say is what i want to express? inexplicably adding myself to criticize me.",@s-asw1360 视频里的内容这只是众多不了解中国农村真实情况的人带着城里人的审美对于田野诗意生活的意淫。有没有可能有人以这种方式生活？有。这视频有没有代表性？我觉得没有。绝大多数农村生活可能都不是这样，会比这粗糙得多，即便是有钱人家。不管你村村通还是怎么样，目前农村中国还有好几亿贫困农民这是客观事实。你所说的，哪一句是我想表达的？莫名其妙给自己加戏把我批判一番。
13142,UgybBUX-OZiEl7z2DMd4AaABAg,0,2 years ago,"where she is from, she is rich but by western standards, she is not. i'd rather be rich in skill, fresh produce, and care, then have a chef cook for me, it looks like her and her family help the village a lot, lovely video.",她来自哪里，她很富有，但按照西方标准，她不是。我宁愿富有技巧，新鲜的农产品和关怀，然后为我提供厨师厨师，看起来她和她的家人对村庄有很多帮助，可爱的视频。
13302,UgzpfjVVa3ZkeK9W9bF4AaABAg,0,2 years ago,"new village style cooking channel... must watch...
https://youtu.be/jdjtpdtq7_0","新的乡村风格烹饪频道...必须观看...
https://youtu.be/jdjtpdtq7_0"
13355,Ugy2475vVARTC3zMrm54AaABAg,0,2 years ago,"abowl of free antique porcelain witness agreat history . one the day that europe was under ottman control 
especially the village of victoria in slovenia .where the piece is made in the 17 th century . bringing to gether the civilizations of east and west in writing the name of ( victoria) with kofi typing and with the slovanian language .stamped with crescent and artist name ( ctelmog lovanai )
for sale 002001267861617","自由古董瓷器的见证人历史。欧洲受到奥特曼控制的一天
特别是斯洛文尼亚的维多利亚村。该作品是在17世纪制作的。带着Kofi打字的（维多利亚）的名字和斯洛伐克语言，以新月和艺术家的名字（Ctelmog lovanai）撰写，以（维多利亚）的名字撰写（维多利亚）的名字来到奇特
出售002001267861617"
13437,Ugy1r1ukYlGOCEX02C94AaABAg.9BoMps1mmw-9DBRYma-DRN,0,2 years ago,john helix there are numerous interviews by local and korean tv her life story are genuine and she does live in a remote village but now she do earn a lot of money but mainly from the mainland where she has 50-60 millions fans,约翰·赫利克斯（John Helix）在当地和韩国电视台的生活中进行了许多访谈，她的人生故事是真实的，她确实住在一个偏僻的村庄，但现在她确实赚了很多钱
14027,UgzBbeif6eTZ_wYv3zR4AaABAg,0,2 years ago,how peaceful and beautiful her village . wowwwww love it,她的村庄多么宁静和美丽。 wowwwww喜欢它
14071,UgyBkVRgZBTrXRVFvGd4AaABAg,0,2 years ago,really i am missing my village in hills,真的我想念我在山上的村庄
14187,UgyzT_26Ds5H-I28hAl4AaABAg,0,2 years ago,"i have smaller gardens like that in my village, but i'm too lazy to make planting , so i guess this kind of lifestyle only suit for industrious and smart people…not for lazy girl like me…sad",我在村里有这样的较小的花园，但是我懒得种植，所以我想这种生活方式只适合勤奋和聪明的人……不适合像我这样的懒惰女孩……悲伤
14992,UgweaZxG8NbmF7uOiE14AaABAg,0,2 years ago,oh i have eaten those i ate it in my village i forgot the name of it i used to pick a lot of those at the woods me and my brother used to computer when we came back home there were alot,哦，我在村里吃了那些我在村里吃了它的人，我忘了它的名字，我曾经在我和我的兄弟回到家时曾经在树林里挑选了很多那些，我的兄弟习惯了很多
15115,UgznD4SO88k3luWTsH14AaABAg,0,3 years ago,"i liked that place where you live, village life nature people i would like visit this place",我喜欢你居住的地方，乡村生活大自然，我想参观这个地方
15315,Ugz6z1Q4sAsHr7HHXeF4AaABAg,0,3 years ago,i want to be the next life ... i want to live in more villages with trees and plants .. i think this is better than a city with a building haha,我想成为下一个生命...我想住在一个树木和植物更多的村庄..我认为这比一个拥有建筑物的城市更好哈哈
15695,UgzRD_h-oSYNTld1II54AaABAg.99KUlogRNf-9A9DKnTucqS,0,2 years ago,i am so lucky to grew up in a village,我很幸运能在一个村庄长大
15763,UgzOaUypX-qmeB3c2e54AaABAg,0,3 years ago (edited),"i have always wanted to live your life, non stop working in my own land, cold weather, in a variously planted village like yours. ❤",我一直想在自己的土地上过着寒冷的天气，不再在像你这样种植的村庄里过着寒冷的天气。 ❤
15811,UgwgOcWN8agPdd7diAJ4AaABAg.99CwfMsceLH99NcCzngET_,0,3 years ago,"in china many people live like this in the village, just like my grandparents. they work very very hard and do all the things without help. the life is beautiful but it's tiring too.",在中国，许多人像我的祖父母一样在村庄里生活。他们非常努力地工作，并在没有帮助的情况下做所有事情。生活很美，但也很累。
16263,UgyoEw56GNJ0AJskl6J4AaABAg,0,3 years ago (edited),does anyone know the the name of the fruit at 4:01 ? a village in my country grows it but no one i know seems to know what it's called.,有人知道4:01的水果名吗？我所在国家的一个村庄正在成长，但我认识的人似乎不知道它叫什么。
16807,UgxfthfhIoPj8OGFE_V4AaABAg,0,3 years ago,i really like the village ... very beautiful and cool ....,我真的很喜欢这个村庄...非常美丽和凉爽...
16873,UgyRXHSMqQbyTyaGHHp4AaABAg,0,3 years ago,beautiful view and village..,美丽的景观和村庄..
10653,Ugx0xMQiWA3Yti2GPgF4AaABAg,0,2 years ago,i want to visit your village ๐,我想参观你的村庄
9535,UgzQApu6F8UJXcCmYAV4AaABAg,0,2 years ago (edited),this piece of shit is just a scam show. she is super rich and was never from any village infact she was a dj girl and a big company in china is making this fake stories and video about her. stop supporting this covid 19,这件事只是一个骗局。她超级富有，从来没有来自任何村庄，她是一个DJ女孩，中国的一家大公司正在制作有关她的虚假故事和视频。停止支持这一Covid 19
35196,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-97wUOrUi6P9,0,3 years ago,"@parkersnowe shush your text hole... such a dumb comment for 202 thumbs up.. why? 
how can we learn besides watching this? does she have a school at her village? if so, sign me up!","@parkersnowe shush your text孔...这样的愚蠢的评论202大拇指..为什么？
除了观看此事，我们还能学到什么？她在村里有学校吗？如果是这样，请给我注册！"
9353,Ugx3M0Dv2asQ-oU5ait4AaABAg,0,2 years ago,please watch bangladeshi village lifestyle: https://www.youtube.com/watch?v=zzbcfruagre,请观看孟加拉国乡村生活方式：https：//www.youtube.com/watch?v=zzbcfruagre
469,UgznvIafE-0FNuLtsFJ4AaABAg,0,3 months ago,"the way your videos help me. thank you so much! wish i could live this slow pace of life one day. doesnt have to be in village, city okay too but this kind of slow pace. i will hardworking so i could live this lifestyle :)",视频对我的帮助。太感谢了！希望我有一天能过着这种缓慢的生活节奏。不必在乡村，城市也可以，但是这种缓慢的步伐。我会努力工作，这样我就可以过这种生活方式:)
1447,UgyiRNNhxciV-l7Lmy14AaABAg,0,11 months ago,which village this,这个村庄
1526,UgxC7poLzdseDQ2sac94AaABAg,0,11 months ago,i really want to know..which village is this...?,我真的想知道..这是哪个村庄...？
2292,UgyG5RF9bsx6vg4rqch4AaABAg,0,1 year ago,for who does she made so many food? who is going to eat it all since it has whole village portion???,她为谁做了这么多食物？由于整个村庄的一部分，谁会吃掉它？？？
2762,UgwZ18Ecmp4RUS5AtqJ4AaABAg,0,1 year ago (edited),what is the name of that village,那个村庄的名字是什么
3136,UgwF1RqgCakSXGYptTp4AaABAg,0,1 year ago,"for whom she is preparing,i can eat those in a glance and with my friends there could be scarecity in the village",她要准备的人，我可以一目了然
4140,UgxtZhwAgTlElFc03L54AaABAg,0,1 year ago,your videos are so aesthetic. love from northeastern village of india,您的视频是如此美感。来自印度东北村的爱
4144,UgzEy2HNlv9yUB21cBt4AaABAg,0,1 year ago,fresh and tasty food can only be found in a village. i also live in a village,只有在一个村庄才能找到新鲜美味的食物。我也住在一个村庄
4282,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9X5aMMojYl0,0,1 year ago,https://youtube.com/c/poornathenaturegirl village cooking channel,https://youtube.com/c/poornathenaturegirl乡村烹饪频道
4287,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9XhRhza6EBi,0,1 year ago,"nope,bro.in chinese village this is what their way to celcbrate lunar new year(the most imporyant day in china)many families will reunite",不，在中国村庄，这是他们去Celcbrate Lunar新年（中国最不可能的一天）的方式，许多家庭将团聚
4808,UgwotVtOQyVWEQL0hTp4AaABAg.9QL82uSxCt_9QNXyBxED93,0,1 year ago,"the girl live sichuan province of china, a small mountain village,the videos is make traditional chinese snacks.rural life",女孩中国的四川省，一个小山村，视频是传统的中文小吃。
5346,Ugy4TyFVkpNWBC_szal4AaABAg,0,1 year ago,"taking care of farm,pet animals,making food,lots and lots of wrk how she getting time...may b nature and village life mould her to live a beautiful worthy life rather than our city lifeless life...",照顾农场，宠物动物，制作食物，很多WRK，她如何获得时间...愿自然和乡村生活塑造她过着美丽的生活，而不是我们的城市毫无生气的生活...
5740,UgxOuhqiDstbmvW9i-l4AaABAg,0,2 years ago,"welcome to hottest dating sweety ___ ❤ p-r-i-v-t-e-- s-e-e-x-. lfinlandsex793xxx
! 
#in the history of individual humanity 歷 in the history,#strong, #fjin japanese proserous characteristic characteristic characteristic buraku, #chang,#castle city waga village middle village, #less `''#morawa poor. #shinshin, #stophy of human survival 垃圾 uraho, a trivial refusal,#deprivation and basics basic demand 們 找 種 種 種 種 種 種 種 種 種#other 們 kokai ryo, #cuts,#seasoning wako -puy -like vegetable japanese meat, #sdatistic food market for home -based households 蔬 蔬 蔬 蔬 蔬 蔬 蔬 蔬 會 會 會 會 且 且 且 且 且#stan nei peach powdering shiroki #shinical food boiled weather^|","欢迎来到最热门的约会甜心___ p-r-i-i-v-t-e - s-e-e-x-。lfinlandsex793xxx
！
＃在个人人类历史上，历史上的＃＃strong，#fjin日本的典型特征特征buraku，＃chang，＃城堡城市瓦加村中间村，#less #morawa #morawa可怜。 #Shinshin，#Stophy of Human Survival垃圾uraho，一个琐碎的拒绝，＃剥夺和基础知识基本需求们们找种种种种种＃其他们kokai ryo，＃剪切，＃调味wako -puy -like蔬菜日本肉，#Sdatistic for Home -Bate -Bate -Bate -Bate -Bate -Bate -Bate -Bate -Bate Houseps蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬粉末状#shiroki #shinical Food沸腾天气^|"
5909,Ugy46OeVUHOZIfRs64l4AaABAg,0,2 years ago,"wonderful life, i raised in village for 18 years before i went to the city for education, after graduation i worked in the city as well, i missed the countryside very much, i think i can find the meaning of life overthere.",美好的生活，我在村里长大了18年，然后才去这座城市接受教育，毕业后，我也在这座城市工作，我非常想念乡村，我想我可以找到生活的意义。
6000,Ugz21Oi6NttJVRroxQt4AaABAg,0,2 years ago,hii where do you live in china? i like. ur village,hii你住在中国哪里？我喜欢。 ur村
6711,UgzcVydoKO4mk6LWJlN4AaABAg.9LNokyFv-9N9LOCpJQ1jzM,0,2 years ago,lmao that's unnecessary. this is the life of ordinary villagers in the beautiful sichuan area. ziqi and her team have the skill and aesthetics to present it in a calming way.,lmao是不必要的。这是美丽四川地区普通村民的生活。 Ziqi和她的团队具有以平静的方式呈现的技巧和美学。
6830,Ugwt7y4_-Yq_FSrM0L94AaABAg,0,2 years ago,"u️ hotslut.live/xxx1ovem0de1539 ⤵️
b.e.s.t f'u'l'l d.a.t.i.n.g h.o.t g.i.ra.l's
—l — o — e — e-x —— ❤️
..

in the history of human beings, strong people, rich and cunning people predatory tribes, clan, towns, cities, and villages in the weak people, without members of the poor and poor. however, people's willingness to survive forces those who are rejected, deprived or destroyed, and have found a lifestyle and continue to integrate their dna into the development of human society.
when it comes to food, don't think those who are rejected only eat garbage. instead, they learned to find nutrition in the neglected meat and vegetables. they learned to clean, cut pieces, seasoned and stewed wild vegetables and meat, some household vegetables and meats ignored in the food market, and learned to use aromatic wood cigarettes (such as mountain walnuts, walnuts and bean shrubs
when the food is cooked ..","➡️ hotslut.live/xxx1ovem0de1539 ⤵️ 
B.e.S.T f'u'l'l D.a.T.i.n.G h.o.T G.i.r.L's
—L—o—V—e—S—e-X———❤️
..

在整个人类历史上，强者，富人和具有狡猾特质的人捕食部落，氏族，城镇，城市和乡村中的弱者，无`'守和贫穷成员。然而，人类的生存意愿迫使那些被拒绝，被剥夺或摧毁的基本需求的人们找到了一种生活方式，并继续将其DNA融入不断发展的人类社会。
说到食物，不要以为那些被拒绝的人只吃垃圾。相反，他们学会了在被忽视的肉类和蔬菜中寻找营养。他们学会了清洁，切块，调味和慢炖慢炖的野菜和肉类，在食品市场上被忽略的部分家用蔬菜和肉类，并且学会了使用芳香的木烟（如山核桃，山核桃和豆科灌木
来调味食物煮的时候.."
6911,UgzWknlJd51tnzHeCbB4AaABAg,0,2 years ago,"i love your little wood oven, the dishes you prepare with care and with guaranteed gestures. your adorable little dogs that always follow you. the landscapes of your village. thanks.",我爱您的小木烤箱，您要谨慎准备的菜肴和保证的手势。您可爱的小狗总是跟随您。您村庄的景观。谢谢。
7190,UgyBDUwjkzvHoGca3Ed4AaABAg,0,2 years ago (edited),"it reminded me of my mum living in the village surrounded by mountains. obviously she made it looked effortless and more beautiful, but alot of the things she did i remember mum use to do. like get bamboo from the mountains, grandma used to pick berry from the mountain for me as a treat while gather wood for cooking. even the kitchen looks the same, and i remember our village was surrounded by rice fields. everything they need they can get from the land around them.",它让我想起了我住在山脉包围的村庄的妈妈。显然，她看起来很轻松，更美丽，但是我记得妈妈曾经做过的很多事情。就像从山上得到竹子一样，奶奶曾经从山上挑选浆果作为零食，同时收集木材做饭。甚至厨房看起来也一样，我记得我们的村庄被稻田包围。他们需要的一切都可以从周围的土地上得到。
7453,UgwkJWWDx4BQ9x0wWUt4AaABAg,0,2 years ago,"when you make a magnificent village life, there is everything abundance natural all villages, no matter which country is just body strength and work after working peaceful sleep",当您过着宏伟的乡村生活时，所有村庄都有丰富的自然自然，无论哪个国家都只是身体力量和工作，在宁静的睡眠后工作
7622,UgzNpkcVGzEM1WZiNo14AaABAg,0,2 years ago,"https://www.youtube.com/watch?v=lswyc4azioziozioziozioziozioziozioziozioziozioziozioziozioziog
the village is how to make ooterary in the village. subscribe subscribe now to get rid of this interesting food.","https://www.youtube.com/watch?v=lswyc4azioziozioziozioziozioziozioziozioziozioziozioziozioziozioziozioziozioziog
该村是如何在村庄制作院子的方法。立即订阅以摆脱这种有趣的食物。"
9172,UgyYUq_z8tcFKHnXHJ94AaABAg,0,2 years ago,"erkan davulcu 
has some simple village videos if you like","Erkan Davulcu
如果您愿意，有一些简单的乡村视频"
9291,Ugx_ecPSXWdWYQGAtTF4AaABAg,0,2 years ago,i want to visit you in your lovely village,我想在你可爱的村庄拜访你
17025,UgxpjNimAQ6Y1Yz1Ngl4AaABAg,0,3 years ago (edited),even you are reach person and famous..but you are still simple person in your small village...you inspired me ...,即使你是触手可及的人，也很有名..但是你仍然是小村庄里的简单人...你启发了我...
17185,Ugx3I0wcK3N05WCxdSZ4AaABAg,0,3 years ago,"that's all what we need, live in beautifull village with full of plant, veggies, nut, and all of condiment we need to cooking or sell it",这就是我们所需要的，住在美丽的村庄，里面充满了植物，蔬菜，坚果和所有调味品，我们需要烹饪或出售
17779,Ugy2SoTLU8TKObvz4xR4AaABAg,0,3 years ago,"great project, high -quality shootings, the art of living! if only this was removed about the russian village, maybe the people reached out to the ground, to the natural",伟大的项目，高质量的枪击事件，生活艺术！如果只将其删除有关俄罗斯村庄，也许人们伸向地面，自然而然
18327,UgzRKs4d9NmwMOL5lQx4AaABAg.97427EejB2G97Om6eRccY0,0,3 years ago,"haha, popcorn makers used to be popular in china, they can still be found in many villages.",哈哈，爆米花制造商曾经在中国很受欢迎，在许多村庄仍然可以找到它们。
25671,UgzsuyYqpWh-NROlzkF4AaABAg.9-6D8C6Q_lL908sOR_mvag,0,3 years ago,"@kurtwong9264 her house is extremely well maintained, well stocked and clean for a chinese rural village. the videos are not a realistic representation. that said, it's still worth going",@kurtwong9264她的房子维护得很好，储备良好，清洁了中国乡村村庄。这些视频不是现实的表示。也就是说，仍然值得
26169,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-9-qEkDYqzt2,0,3 years ago,"wen li enjoy! continue feel good about yourself, no not bothered me. every time i and my son wen back to my be loved country we both get really sick from smog and poisoned air. i could not even see the water of great yangzi river from the bank or on the bridge. about village country life? full of non parenting kids and elders . some paths is full of human and animalโ€s excreta (shit!).",温李很享受！继续对自己感觉良好，不要打扰我。每当我和儿子回到我被爱的国家时，我们俩都会从烟雾和中毒的空气中生病。我什至看不到大扬齐河的水从河岸或桥上看到。关于乡村乡村生活？充满了非育儿孩子和长老。有些路径充满了人类和动物的排泄物（屎！）。
26170,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-9-qQn8WaRZD,0,3 years ago,"as a students who studied around yangzi river but never been poisoned by air around, as a young generation growing in a village and now have access to further my study aboard, sorry i do cannot feel what you feel, and cannot understand why when you saw a popular video about china, you have to show your opinion and say ""all must be fake! because it's too beauty to fit my experience and imagine"", so curious about your guys' motivation hhh. i have no expectation for guys like you can see the different of china with real understand(actually i don't think you would like to spend time on learning rather than browsing the video and make emotional comments) and without biases. but plz keep enjoying your life outside china and mind your own business, anyway, thank your for your visitor's opinion",作为一个在扬齐河周围学习但从未被空气中毒的学生，因为一个年轻一代在一个村庄里成长，现在可以进一步进入我的学习，对不起，我确实无法感受到您的感觉，并且当您看到时为什么不明白为什么关于中国的热门视频，您必须表达自己的意见，并说“所有人都必须是假的！因为适合我的经历和想象太美了”，对你们的动机很好奇。我对像您这样的人都没有期待，可以看到中国的不同理解（实际上，我认为您不想花时间学习而不是浏览视频并发表情感评论），而没有偏见。但是，无论如何，请继续享受中国以外的生活并注意自己的生意，感谢您的意见
26866,Ugz-alOvGgLczP1M8dR4AaABAg,0,3 years ago,i think is better we life like this village than in the town is so nature,我认为像这个村庄那样比在小镇上的生活更好
27787,Ugx0gRGOj9dva5BRI2R4AaABAg,0,3 years ago,happy life in the village,村里的幸福生活
27827,UgzBdnCssn0nEH0Y8rd4AaABAg,0,3 years ago,"this is state-sponsored chinese propaganda 
youtube is blocked in china, if this channel was legit it would be illegal. 
she lives in a small village but has a high quality camera and computer to upload on a website she is not legally allowed to access. 
women her age do not stay in the villages they go to big cities to get factory jobs.","这是国家赞助的中国宣传
YouTube在中国被阻止，如果此渠道合法，那是非法的。
她住在一个小村庄，但有一台高质量的相机和计算机可以上传在她不允许访问的网站上。
她这个年龄的妇女不会留在村庄里，他们去大城市获得工厂工作。"
411,UgzsMvh7VKRDMKRQGNt4AaABAg,0,3 months ago,who thinks her village house is better than our city houses...,谁认为她的乡村房屋比我们的城市房屋更好...
28544,UgyIAyZgI0Q5W4tjQpp4AaABAg,0,3 years ago,"wth, there is a heaven.. nice place.. nice village..",wth，有一个天堂..好地方..好村庄..
29805,Ugx8zA9Opa_73bfj0xx4AaABAg,0,3 years ago,children in the village want to recognize you as a sister,全村儿的孩子都想认你当姐姐
30855,UgzUuTQk8yuJ8cB7z514AaABAg.8whurCrXFJC8x1ns7_ytHK,0,3 years ago,there is a chestnut tree in our village,我们村子里就有一棵板栗树
31272,UgxRRs-B99GOL_GPL9l4AaABAg,0,3 years ago,i wonder which village she lives in china.,我想知道她住在中国的哪个村庄。
31574,UgzZIXhW3sVfvLZ5fv54AaABAg,0,4 years ago,i feel like this is a live action behind the scenes of a naruto movie in the village.,我觉得这是在村里一部火影忍者电影的幕后现场动作。
31888,Ugy8Qtz4xSKoJvcLr0h4AaABAg.8w22xfNs0u98w3Z1407A5o,0,4 years ago,her grandfather who passed away a few years ago was a cook in the village.,她几年前去世的祖父是村里的厨师。
32207,Ugw98zMUT5-2W4KP6xF4AaABAg.8vxydkDtngx96kHMRKFHQG,0,3 years ago,"@asiansalt8800 i believe currently, she live at that house. she did stay in city before, but she went back to her hometown to care for her grandma. its beautiful place ain it. 

5 years ago its the same as other villagers houses. you can check out her weibo/meipai account and scroll to her older posts. its the same house but more humble look. she slowly change things here and there. and it become like this. :)","@Asiansalt8800我相信她目前住在那所房子里。她以前确实呆在城市，但她回到家乡照顾祖母。它美丽的地方。

5年前，它与其他村民的房屋相同。您可以查看她的微博/Meipai帐户，然后滚动到她的较旧帖子。它是同一房子，但外观更谦虚。她慢慢地在这里和那里改变了事情。它变成了这样。 :)"
32212,Ugw98zMUT5-2W4KP6xF4AaABAg.8vxydkDtngx9CVDumor0Es,0,2 years ago,this video just makes me want to buy a farm and be a simple village people,这个视频只是让我想买一个农场，成为一个简单的乡村人
32330,UgwKGEITuPfh8GtR5Q94AaABAg,0,4 years ago,"hmm, she now looks artificial to me. dnt knw wht. its not village simple girl. there are more natural chinese channels like dianxi",嗯，她现在对我来说是人造的。 dnt knw wht。它不是乡村简单的女孩。有更多天然的中国频道，例如Dianxi
33096,Ugxh1rIY7kPg_lXonGp4AaABAg,0,4 years ago,remind me of our village,让我想起我们村庄
33257,UgxkFTj_godu7rGvTkZ4AaABAg,0,4 years ago,"all my stress is gone while watching this, in china village that i explored, really was so peaceful and breathtaking , rich with all organic foods and clean air, people are so decent and innocent too, reminiscing those good old times ๐๐๐",在观看这一点时，我探索的中国村庄都消失了，确实是如此的和平与宽松，充满了所有有机食物和清洁的空气，人们也是如此不错，也很无辜，回想起那些美好的时代
33354,Ugw7nrRFCBMNSoyV1H94AaABAg,0,4 years ago (edited),woawww village village in the past of the old japang cuisine masi masi wood kabarrr lezaaattt tasty it is definitely and kwaci & beans & complete menus for sale,Woawww村庄过去的旧Japang Cuisine Masi Masi Masi Masi Wood Kabarrr Lezaattt Trucky Besty Bess and Kwaci＆Beans和完整的菜单出售
34034,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49Mj9IRKB5vm,0,2 years ago,@4leolux the answer was in her village. let come to there then ask people.,@4leolux答案在她的村庄。让我们来到那里，然后问别人。
34178,UgwWmXCVRo_zzhHW2B94AaABAg,0,4 years ago,best of his village๐๐๐,最好的村庄
34201,Ugycmv-ZeR4qEofKQRZ4AaABAg,0,4 years ago,"all i see is love,peace, calm and the lovely village life.. love it.. oh and nice foodddds",我所看到的是爱，和平，平静和可爱的乡村生活..爱它..哦，不错的食物
34505,UgzBNPaiy0-Px0aeJnl4AaABAg,0,4 years ago,these videos feel like the intro to an anime before the villians attack the village and destroys the main character's life.,这些视频感觉就像是在Villians攻击村庄并摧毁主角的生命之前的动漫的介绍。
25467,UgyopKqq_TNnohHxND14AaABAg,0,3 years ago,you are so brave and some girls feel shame live in some village,你是如此勇敢，有些女孩感到羞耻地生活在一个村庄
25178,UgwPQwu_b5AdFc6k9D54AaABAg,0,3 years ago,such peaceful village,如此宁静的村庄
24897,UgwHxEQZJ1TMbrrekPZ4AaABAg.905qohjHkaM914zfz-v8NF,0,3 years ago,@dasychane9719 she has neighbors? in a village?,@dasychane9719她有邻居吗？在村庄？
21526,Ugy_rDs8BM0sdE53Xk54AaABAg.93Zm-mIdXXA95jdbU6HdzZ,0,3 years ago (edited),@cyan2865 ahhh that sheep is pretty i m from india ppls here also eat sheep .... so in my village we tie a ribbon to mark them so no one steal them ...,@cyan2865啊，绵羊很漂亮，我来自印度ppls，这里也吃羊。...所以在我的村庄里，我们绑着丝带标记它们，所以没有人偷它们...
18328,UgzRKs4d9NmwMOL5lQx4AaABAg.97427EejB2G97OmAdIWyFl,0,3 years ago,"haha, popcorn makers used to be popular in china, they can still be found in many villages.",哈哈，爆米花制造商曾经在中国很受欢迎，在许多村庄仍然可以找到它们。
19319,UgwAMZ3zejhh54LXrp14AaABAg,0,3 years ago,"if youre impressed, you should be. she is also defender of the village. ninjas beware",如果您留下了深刻的印象，那应该是。她还是村庄的捍卫者。忍者谨防
19744,Ugzq6FheEpU8-6DrD2J4AaABAg,0,3 years ago,i want to meet your village.such a beautiful,我想见你的村庄。
19868,Ugw646C0vKpg1eCf4bJ4AaABAg,0,3 years ago,"it doesn’t look like a village, everything too quality, tools, furniture",它看起来不像一个村庄，一切质量，工具，家具
19960,UgyBMfU4QyzI3QJRtxl4AaABAg,0,3 years ago,is she making snacks for the entire village?,她是为整个村庄做零食吗？
