,cid,votes,含Chinese,含Chinese中文翻译
4118,UgwsYMchjOqpzL2xtTR4AaABAg.9Kmejve8dOx9LllJx1qrR7,0,Yes，south Korea created everything，but Chinese created Korea,是的，韩国创造了一切，但中国人创造了韩国
4354,UgwycwWFSAT38b9Ebit4AaABAg,0,Love Chinese girls,爱中国女孩
4505,Ugzj2Yk28J8Y2fosqYR4AaABAg.9JVbXgTfIBn9P8DSkEbRoV,0,"haha...I thought Koreans only did that to Chinese and Japanese, I had no ideas they did that to Indonesian, too.",哈哈...我认为韩国人只对中国和日本人做到了，我对印尼人也没有任何想法。
4514,Ugzj2Yk28J8Y2fosqYR4AaABAg.9JVbXgTfIBn9RnG0X4T6lH,0,@O O There was one time when Liziqi made a Chinese version of spicy fermented cabbage and some Koreans said she was appropriating Kim Chi. I don't she called it kim chi.,@o o有一次利兹奇制作了中文版的辣卷心菜，一些韩国人说她正在拨出金奇。我不是她称它为金奇。
4522,UgwaayCu5qx4RLgilsN4AaABAg,0,"Chinese people rarely see the oil pipes, and there is almost no comments",中国人很少能看到油管，评论几乎没有
4529,UgyGF1cV6jQuzi4sxPd4AaABAg,0,"Chinese eat thieves, bats, snakes, scorpions and empty caves. Your mother's mother -in -law.",中国吃小偷，蝙蝠，蛇，蝎子和空洞。你母亲的岳母。
4535,UgyAFWflnd4Mm0CuwgN4AaABAg.9JTQ0RwqglL9Mq1RxG-kHi,0,"""Diring powder"" is sold at a Chinese product store.",“ Diring Powder”在中国产品商店出售。
12221,UgxjeeGwi1yWQv2hKyZ4AaABAg,0,"How can I not comment without the Chinese, I am here",怎么能没有中国人来评论呢，我来
12295,UgzsZeQsXSTci2fL_EB4AaABAg.96prqFYTcIg97OZbQYDCkq,0,Most of us Chinese people also envy her life like this,我们大部分中国人也羡慕她这样的生活
19083,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392Gy47HE484,0,"Well if you're born Asian and have Chinese parents...

Other than that though, Asia's pretty chill.","好吧，如果您出生的亚洲人并有中国父母...

除此之外，亚洲还很寒意。"
17729,Ugyp_5UiLLMxlE0lfBZ4AaABAg,0,"...not trying to be stereotypical but what ""food"" doesn't the Chinese people eat?",...不是想成为刻板印象，但是中国人不吃什么“食物”？
17557,UgxHLiuKmbBUw_VYVJ14AaABAg,0,"My Chinese is not very good, but I love you",我的中国语不很好但是我爱你
17562,UgwUHeulyDUIu8PMsq54AaABAg,0,"Li Ziyi is really virtuous and beautiful, with a clever heart, very good Chinese girl!",李子柒真的贤惠漂亮，心灵手巧，很赞的中国姑娘！
17642,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92rTb0G9o-9,0,I use the German network to watch a message from a person who watched the Chinese online video on a video of the Chinese website on the US network.,我用德国的网络看一个用美国网络看中国人发布在国外网站的视频的人的留言
17649,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92sd4lDSWmf,0,I use the Japanese network to watch a video posted on the U.S. website with a Chinese network,我用日本的网络看一个中国人发在美国网站上的视频
17653,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92tOpuMRj1A,0,"I watched Chinese videos with foreign networks → _ →, if I can, I can also post videos to YouTube, I do n’t know how the computer uploads.",我用国外网络看中国人视频→_→，如果会我也可以发视频到Youtube上，就是不知道电脑怎么上传额。
17665,UgzqeaWWiN0bztBSpo94AaABAg,0,"Dear compatriots, Li Ziyi's content In terms of traditional culture, farming+Confucianism, but these two have been contradictory since ancient times. It is really inappropriate to say that she represents Chinese traditional culture. In fact, it is more biased, Chinese myth.",各位同胞，李子柒的内容从传统文化来说，农耕+孔儒，然而这两者自古是矛盾的。说她代表中华传统文化真的不合适。实际上更偏向，中国神话。
17699,UgwDKcB0FP0X1zVVb2V4AaABAg,0,"As a Chinese, I am envious of her",作为中国人来说，我很羡慕她
17701,UgwBekgLeJuqbABc22t4AaABAg,0,Chinese super lady.,中国超级女士。
17722,UgzWToUbfT3drqkoxHJ4AaABAg,0,This is what I imagine an ancient Chinese daughter in law would do all day...,这就是我想象的一整天的中国女儿会做的...
17727,UgyQ5cgt1MEnLA48Mod4AaABAg,0,The sautéed bamboo shoot w. Chinese bacon seems so yummy!,炒竹芽。中国培根看起来很美味！
17740,Ugyp_5UiLLMxlE0lfBZ4AaABAg.92hKw7DH4wq92jbE6Dyoan,0,"Ummmm, one thing for sure that Chinese doesn't eat is cat meat",嗯，可以肯定的是中国人不吃的是猫肉
17968,Ugz4rwbTubYi-MQ1kjJ4AaABAg,0,Why do Chinese foods so greasy and so spicy! Very heavy taste ~ Will the kidneys be broken like this?,中国人的食物 怎么都这么油腻 又这么辣! 非常重口味 ~这样肾脏不会坏掉吗?
17744,UgwaScSWKjjOP_SBNDR4AaABAg,0,The foreign announcement of the Chinese mouthpiece party media has subtly spread to spread the thoughts of evil communities,中国喉舌党媒的外宣，潜移默化散布邪共思想
17750,UgxleieXkneTgm304mJ4AaABAg,0,This is the first time I have commented on YouTube. I was very surprised to see the shadow of the Chinese. Dedicate the first comment! come on,这是我在YouTube第一次评论，非常惊讶的看到中国人的影子，子柒我挺你！将第一次评论献给你！加油
17775,UgyTABoEpCzZNOULKaJ4AaABAg,0,I like Chinese dishes,我喜欢中国菜
17778,Ugz8YUyEExRBl1U5QDF4AaABAg,0,May I know the music you used for this video? It's really mesmerizing and made my soul wanted to indulge more into the Chinese culture that runs in my blood (that I just knew).,我可以知道您用于此视频的音乐吗？这确实令人着迷，使我的灵魂想更多地沉迷于我的血液中的中国文化（我刚刚知道）。
17791,Ugw8DqyaXTKvuAt64n54AaABAg,0,Do you have no Chinese people to see? Intersection Intersection Intersection,没有中国
17799,UgwdeRtW91Iok4lIjZZ4AaABAg,0,"As Chinese, it is so funny to read comments in #Liziqi channel.",作为中文，阅读#liziqi频道中的评论真是太有趣了。
17811,UgyRROJtFbEXrLujpVd4AaABAg.92g4yT1W1r492lOvy2n8g6,0,"No one has never been forced to see it. You just read the news. Li Ziyi's channel was only opened in 2017. Now more than 7 million subscriptions, 80 % are not Chinese.",从来没人强迫你看，你不过是看了新闻跑过来的，李子柒的频道2017年油管才开通，现在700多万订阅数，百分之八十都不是华人
17824,Ugxgx_lMi0oYlrIKEqZ4AaABAg,0,Greetings from the Chinese,来自国人的问候
17837,UgyGRafbscw26QOjFKB4AaABAg.92fl-udgELU92irsJLe66p,0,Hesh lol cause Chinese people don't need deodorant,赫什大声笑，因为中国人不需要除臭剂
17883,UgyN2zPy9Un8LHVRzit4AaABAg,0,How did the Chinese channel upload to YouTube?,中国国内的频道怎么上传到YouTube的？
17502,UgyLQc2IAj-fZxyw4JN4AaABAg,0,"Chinese peasants are modern serfs without an inch of land. And farming completely lose money, not only the obligation of farming to support the government, and additional to go out to work to earn money to support the family! ! It can be said that Chinese farmers are the most abject human history, no human rights to speak of. This documentary is nothing like the real life of a Chinese farmer.",中国农民是没有一英寸土地的现代农奴。耕种完全损失了钱，不仅是耕种的义务支持政府，还有外出工作以赚钱以养家糊口！呢可以说，中国农民是最卑鄙的人类历史，没有人权。这部纪录片与中国农民的现实生活一样。
17497,Ugwreh38Jm8uuwNdbo94AaABAg,0,"I thought our Tripurasa tribe was the only person who ate bamboo, but today I see that Chinese people eat the same food like us.",我以为我们tripurasa部落的人是唯一一个吃竹子的人，但今天我看到中国人也像我们一样吃相同的食物，我们几乎只有我们吃山姆的语言相同
17479,UgyfjdYFc48YPdO2Jvp4AaABAg,0,"Beautiful, traditional Chinese food culture.来 We also bring food to Africa",好好吃，中国传统美食文化。
17452,Ugw4Y6TdDjlU9zRkSHR4AaABAg.92kMx1rS9LO92th6SQRHEA,0,Holy shit I thought I was the only one lol I thought I was watching an old Chinese tv series,天哪，我以为我是唯一一个我以为我正在看古老的中国电视连续剧的大声笑
16925,Ugy1u9UNKYKyCjfM6fJ4AaABAg.92q2C4e-qK192w9S8me4WV,0,"Jun Nakajima: It's definitely not a standard use, well, there are many Chinese people, and by the way, I think Leeko -chan is the same as me.",尼卡吉玛（Jun Nakajima）：这绝对不是标准用途，好吧，有很多中国人，顺便说一句，我认为leeko -chan和我一样。
16955,Ugx4ygyT3HRKtvh43Gp4AaABAg,0,With the support of the Chinese,中国人支持下
16974,UgzJ_SvtXHIWyD14PIh4AaABAg,0,"why her fans are most of non-Chinese? I don't think foreigners knows anything about China: she's one of the 0.3 billion people living in remote area where the young are trying to escape from... If I'm aged, I will leave the big cities, live simple life like her",为什么她的粉丝大多数是非中国人？我认为外国人对中国一无所知：她是居住在年轻人试图逃脱的偏远地区的3亿人之一...如果我年老，我将离开大城市，过着简单的生活她
16989,UgwyMzoiTI-8SieeSTZ4AaABAg.92pE2iL_7jj92wvO5TSBET,0,"@Haochen3066 Are you a logical ghost, isn't the southern Han people Chinese? But my understanding is that it does not need to represent anything, and it has achieved its own value to the person you see. What ""reflect reality"" and what ""represents China"" is meaningless, and it should not be the meaning of her work",@haochen3066 你这逻辑鬼才，南方汉人不是中国人？但是我的理解是，它不需要代表任何东西，它给看到的人带去价值，就已经实现了它自己的价值。什么“反映现实”，什么“代表中国”，都没有意义，也不该是她作品的意义
17014,UgzlvLAuMcOxzT1nN5R4AaABAg.92oaz9FrQkW92pEiCPa33_,0,Leon Lian will also step on the Chinese.,leon lian 也就中国人会踩。
17022,Ugy_waCvgTxNXQNQBM54AaABAg,0,"Chinese pastoral shepherd, poetic beauty ~",中国的田园牧歌，诗意的美～
17030,UgxM2DyUN86WMKCl1u54AaABAg,0,"As a Chinese, I haven't eaten snail powder.",作为中国人 还没吃过螺蛳粉
17105,UgxST9iPhmyokGEt8JF4AaABAg,0,Chinese version of the small forest,中国版小森林
17107,UgyxdVTnPLg4wepYyIh4AaABAg,0,Now on Chinese social media there's a lot of discussion on whether this is a stereotypical take of Chinese culture .... I don't think so but her living condition is definitely better than most of the rural population.,现在，在中国社交媒体上，关于这是否是对中国文化的刻板印象的讨论。。。我不这么认为，但是她的生活状况绝对比大多数农村人口更好。
17121,UgwhMzCLmld5RdQ_mo14AaABAg,0,"If this is not called cultural output, then I really don't know what cultural output is. Chinese people know that they can be sour.
When you encounter the civilized culture of adults, you can lick it, and you can spoil it.
Alas, the foreign adults in the Western world did not learn, and the dual standards were quite fast.
Is it wrong to highlight the rural farm life of the countryside to the countryside abroad?","如果这都不叫文化输出，那我真的不知道什么叫文化输出了。国人就知道会酸言酸语。
遇到洋大人的文明文化就可劲舔，遇到国人自己的就可劲糟蹋。
艹，跟西方世界的洋大人们别的没学到，双标倒是学的挺快。
向国外彰显我国的乡村惬意的农家生活可有错？"
17126,UgxXgcGGqB2ZHJO0pLB4AaABAg,0,Im going to eat Chinese noodle for lunch!!,我要吃午餐的中国面条！！
17152,UgxNuJ4xdgUvUJMy-Ml4AaABAg,0,"Obviously it is fake video, it is not real life of Chinese farmer. it only shows the gains without pains.",显然是假录像带，不是中国农民的现实生活。它只显示出无痛苦的收益。
17190,UgwAHl4oz0emvAB7Tjd4AaABAg,0,"Such a fresh look at one of the world's oldest cultures. This young lady could easily be one of the thousands of fair maidens gracing Chinese silk screen paintings. This lady could easily don long flowing white silk robes, her black hair piles on high into a bun, silk slippers caressing her feet. Women !!!",如此崭新的观察世界上最古老的文化之一。这位年轻女士很容易成为成千上万的公平少女之一。这位女士可以轻松地穿着长长的白色丝绸长袍，她的黑色头发高高地堆成面包，丝绸拖鞋爱抚她的脚。女性 ！！！
17239,UgwkTGcvQGlqPylRATx4AaABAg,0,"mhm am i supposed to believe these videos are independently made videos without the backing of the Chinese government? Like, while youtube is officially blocked in China, Ms Li is able to upload her videos on youtube and and actually earned the People's Choice Award from the Chinese state controlled media the People's Daily?",MHM我应该相信这些视频是独立制作的视频，而没有中国政府的支持？就像，虽然YouTube在中国正式被封锁时，Li女士能够将她的视频上传到YouTube上，并实际上从中国国家控制媒体《人民日报》获得了人民选择奖？
17273,Ugws4Vk0Ci3qg1b-D6J4AaABAg,0,"She is so rich,she has such a large land,I am a Chinese ,but I dont",她是如此富有，她拥有如此大的土地，我是中国人，但我没有
17338,UgxJE9Wc_XlHK-MIacd4AaABAg,0,"I’m sure most of those who gave thumbs down are Chinese, which shows the complexity with this huge Country. Unfortunately, fewer Chinese people can tell the difference between nation, people , government and the party. Some group of them defy anything that goes in or with China unless it is against this country. They hate CCP, and so they hate everything of China.",我敢肯定，大多数给予大拇指的人都是中国人，这表明了这个庞大的国家的复杂性。不幸的是，较少的中国人能说出国家，人民，政府和党之间的区别。他们中的一些人反对在中国或与中国发生的任何事物无视。他们讨厌CCP，因此他们讨厌中国的一切。
17346,UgxFJjCXk_uCv4Wzn3F4AaABAg,0,"Chinese cuisine is a bridge between Heaven and humans, and the world is alone.",中国美食，是上天与人类沟通的桥梁，独步天下。
17359,Ugz_7s6SA3hDL7Can_t4AaABAg.92l8B0Itr-992uk3Ul3W2V,0,Chinese food in the states is trash. What you see here is real original home brew food at it's finest. I so miss home dishes. I want to go but the darn flight are so expensive and long,美国的中国食品是垃圾。您在这里看到的是最好的原始家用啤酒食品。我非常想念家里的菜肴。我想去，但该死的飞行是如此昂贵且漫长
17386,UgzpONnO8ysIUopexzB4AaABAg.92knIKq5sJf92rI0Eyzm2C,0,"Ta Le I cannot put the Chinese government as the best, but it is the only government I trust. I love my country and I respect the government.",我不能将中国政府作为最好的，但这是我信任的唯一政府。我爱我的国家，我尊重政府。
17430,UgwV-uzw6206Qx2IoKZ4AaABAg.92kaKG0I8dO93-IlEBwKp4,0,Please speak Chinese,请说中文
17447,UgxwP5sr-dm5KOjqpDd4AaABAg,0,"I always like white women,but she change my view,Chinese in sichuan also white and beautiful",我一直喜欢白人女人，但她改变了我的看法，四川中文也是白人和美丽
17897,Ugxn4PqjunIkYimxRdl4AaABAg,0,"At first I watched Li Ziyi's dynamics and videos on Weibo. Later, in Douyin, people were abroad, and you used YouTube every day. In CCTV comments, Li Ziyi was so popular in YouTube. As the pride of Chinese people, foreigners explain that foreigners Also accept our food and culture more and more",最开始在微博看李子柒的动态和视频，后来在抖音，人在国外，天天用YouTube，居然是在央视评论中知道李子柒在YouTube也这么受欢迎，作为中国人骄傲，说明外国人也越来越接受我们的美食和文化了
17979,Ugw6czK9Xf25b4E83At4AaABAg.92ddrN0ohs592o7ISM0Cbm,0,@kimhuirae At least it's Chinese rural stuff and Chinese countryside culture.,@kimhuirae至少是中国乡村和中国乡村文化。
16892,Ugz_XGakypcX-50lSqJ4AaABAg,0,She isChinese，me too.,她也是我的。
18664,UgzDXRxKIxcAL_rDG8R4AaABAg.92PmbB_LOwl9331J4_cdJ8,0,"@mkit606 yes, I am Chinese and now working in Germany?",@mkit606 yes，I am Chinese and now working in GERMANY你也是嘛？
18421,UgwKJUuSuSi08KA6nUt4AaABAg.92Ux_KRAWh192bV6BGyPkY,0,"@user-sf8ep6ur3q Hello, in fact, I am talking about the golden mean, the golden mean is the highest state of Chinese Confucianism.",@user-sf8ep6ur3q 你好，其实我说的是中庸啦，中庸是中国儒家思想的最高境界。
18445,UgwGOVkuHTT12w-NKGB4AaABAg.92Uhq2T0usQ92Wntg4LUBz,0,"It's one of the most foods you want to eat when Chinese college students go home. I can't eat it and it's amazing, but I'll try it someday.",当中国大学生回家时，这是您想吃的食物之一。我不能吃它，这太神奇了，但是有一天我会尝试的。
18455,Ugzih8_RWVCXSaXvpep4AaABAg.92UYbDuoG0s92XDhAQQwrr,0,"There are many English comments from the hands of the Chinese, and some are Ziyi's fellow.",有很多英文评论是出自中国人之手，有的还是子柒的老乡。
18480,UgxjAa_JW6Q6Li2P4Kl4AaABAg.92U8FvvU47r92WyubUA0UB,0,Silly? This thing can be seen in the domestic website. What's wrong with Chinese comments on the first page of the foreign network?,傻了？这东西国内网站都能看，在外网第一页没中文评论怎么了？
18540,Ugz7vX27tY0R8YBBwyB4AaABAg.92TOl30agtK92iKPHXND6_,0,"This is also the rural life that traditional Chinese is longing for, calm, peaceful and natural",这也是中国传统所向往的乡村生活，平静且安详且自然
18555,UgxScn8iSxTuE8w2jvR4AaABAg,0,"My dad used to live in the same rural area in Sichuan China, and he told me many ways to cook like several staffs in this video, and I am able to make sour beans and sour bamboo root myself, learned from my dad. There are still many Chinese ppl living in that way, instead of nice, peace, organic, deliciousness shown in this video, that's really hard working and way too difficult in real life.",我父亲曾经住在中国四川的同一个农村地区，他告诉我多种方式像这段视频中的几个员工一样做饭，我能够自己制作酸豆和酸竹根，从我父亲那里学到。这种视频中仍然有许多中国人的生活，而不是善良，和平，有机，美味，这在现实生活中确实很难工作，而且非常困难。
18587,Ugx1J7BZmsruAw30A394AaABAg.92RG1FsI7Ck92VhhnHMhs0,0,@rochgao2920 he is right，this video is brain wash video。Chinese are poor，always in starting level society。From SAF。,@rochgao2920他是对的，这段视频是脑清洗视频。
18619,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92gQROcDYRy,0,"@alexandernorrie Keep hating, but thanks to Mao, you guys have no way to stop China from growing and steal China from Chinese people.",@alexandernorrie一直讨厌，但是感谢毛泽东，你们无法阻止中国从中国人民身上偷走中国。
18628,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92ipmqOidIo,0,"@Alexandernorrie said that if you can't use VPN, the criminal is really laughing. Lao Tzu suspects that you are only 16. Lao Tzu tells you that I will work in a state -owned military industry enterprise. When she is an official, her mother uses VPN to work. You can tell me that it is a criminal based on law. You fucking is afraid that he has never even been to the network? The Chinese Communist Party has given me a moisturizing life now. I am too grateful to be too late. Only the abandoned waste and the dead mother will hate the Chinese Communist Party so much. You are one of them.",@alexandernorrie 还说什么不能用VPN用了就是罪犯真是笑死老子了，老子怀疑你年龄不过16。老子告诉你，我就在国营军工企业上班，当官的都她妈用VPN办公你搁这跟我说依据法律就是罪犯，你他妈怕是连网吧都没去过吧？中共给了我现在中产滋润的生活我感激还来不及，也就只有被生活抛弃的废物和死妈轮子会这么恨中共，你也就是他们的一员
18663,UgzDXRxKIxcAL_rDG8R4AaABAg.92PmbB_LOwl92Z1tlqidDX,0,you are Chinese also?,你也是中国人吗？
18665,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QDCRmEQnF,0,"120 million views.
She certainly does Chinese culture and food. Wonderfully.","1.2亿次观看。
她当然从事中国文化和食物。奇妙的"
17989,Ugy9Dzd0HKEAe92QJqh4AaABAg.92dXHQeZgvs92oF_AvUW2A,0,"The head of state, do you speak Chinese?",元首，说中文行么
18666,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QGlCrPhcA,0,@Peacerespect98 Thanks for liking them! She has done a fantastic job that China's government could not do yet. I also hope that more people could get Chinese culture better through her videos. By the way I come from China :),@pecerespect98感谢您喜欢它们！她做得非常出色，中国政府还无法做到。我也希望更多的人能够通过她的视频来更好地获得中国文化。顺便说一句，我来自中国:)
18667,Ugy-AHuU1UvLfpyoKWl4AaABAg,0,"I once cared about her history, or rumors of plastic surgery. But now I see amazing attention, and I am happy to spread and love Chinese food culture. Isn't this the most important? I Know Her DisgraceFul History as well as her face nose. But what ’s more important that our culture spread all over the world?",我曾经也在意过她的坐台历史，亦或整容传闻。可如今我看到惊人的关注量，我高兴中国饮食文化得到传播及喜爱，这难道不是最重要的吗？I know her disgraceful history as well as her fake nose. But what’s more important that our culture spread all over the world ?
18679,UgwfkMiRedmfhdJKHk94AaABAg,0,Li Ziqi WeiBo：https://weibo.com/mianyangdanshen?is_hot=1#1576027398613 Here's her Chinese message posted on Chinese social media,Li Ziqi微博：https：//weibo.com/mianyangdanshen？is_hot = 1＃1576027398613这是她的中文消息发布在中国社交媒体上
18689,UgySH-KJUzmieL_m5c54AaABAg.92OSktSJ7um92RYD2YuSSd,0,"To be honest, northern Chinese don't know how to cook.",老实说，北方中国人不知道该怎么做。
18702,UgwIaGhldVCO9nGGZ3V4AaABAg,0,"As Chinese, I have to live like them. But I would like to tell you that the real pastoral life has not shown much film in the film that idylle is not depressed in the film. There are many difficulties in the long -term, the long -term, which is brought into interference in the idol work of the inability to have adverse effects such as Hump and lumbar effectiveness.",作为中国人，我必须像他们一样生活。但是我想告诉你，在电影中，真正的田园生活并没有在电影中显示太多电影中没有沮丧。从长远来看，长期存在许多困难，这会受到对无法产生诸如驼峰和腰部效力等不利影响的偶像工作的干扰。
18718,UgzBSvUyxfo5pPiMFdZ4AaABAg,0,Chinese people to help,国人来助力
18839,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792haLpoIfVw,0,@oriolopocholo I wonder is it a common phenomenon that the west is filled with ppl like u who gets easily triggered by any kinds of materials that contain the word Chinese? Why and what are u ppl so afraid of? One of the facts that the west is losing its world dominance is because there are so many ppl like u who's still holding opinions in ColdWar while the Chinese are embracing the world. Pathetic.,@orioleopocholo我想知道，西方充满了像u这样的ppl是一个普遍的现象，他们很容易被包含中文一词的任何种类的材料触发吗？为什么和你如此害怕什么？西方失去世界统治地位的事实之一是因为有很多像你这样的人，他们在中国人拥抱世界时仍在冷战中持有意见。可怜的。
18840,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792l2VoXAOqL,0,"This actually shows the complexity with this huge country. I’m sure most of those who gave thumbs down are Chinese. Unfortunately, fewer Chinese people can tell the difference between nation, people , government and the party. Some group of them defy anything that goes in or with China unless it is against this country. They hate CCP, and so they hate everything of China.",这实际上表明了这个庞大的国家的复杂性。我敢肯定，大多数给予大拇指的人都是中国人。不幸的是，较少的中国人能说出国家，人民，政府和党之间的区别。他们中的一些人反对在中国或与中国发生的任何事物无视。他们讨厌CCP，因此他们讨厌中国的一切。
18863,UgyMpsTIv7LsAzPwJLx4AaABAg,0,"Come to watch Li Ziqi's videos on Youtube cuz recently there's a heated debate about her on Chinese Internet. Actually I heard of her long time ago, but this is my first time to watch her videos.",快来观看李齐（Li Ziqi）在YouTube Cuz上的视频，最近在中国互联网上进行了激烈的辩论。实际上，我很久以前听说过她，但这是我第一次观看她的视频。
19032,UgxNGQ8zAuZhB6xXhzx4AaABAg,0,"Der hard -working and kind Chinese, we will enter the new era together!",勤劳善良的中国人，我们一起走进新时代！
18410,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92pv9L-XMRL,0,Guy Core You don't know enough about China. What you just said is the daily life of Chinese farmers. Almost all farmers live like this.,伙计，您对中国还不够了解。您刚才说的是中国农民的日常生活。几乎所有农民都这样生活。
18403,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm9ZOi_I0U8co,0,@chunhaizhao5095 You can go to the middle and take a look. The Chinese people in reality are also very happy,@chunhaizhao5095 你可以去中看一看，现实里的中国百姓生活也很幸福
18402,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm92w-riYfGdb,0,"The video is really great and very good, but there is always an inexplicable feeling of being happy. Chinese farmers",视频确实很棒拍的也很好，但总是有种莫名的感觉被幸福了的中国农民
18352,UgyILvlrGHc0ms2elYN4AaABAg,0,Chinese magic Chinese food,中国魔术中国菜
17993,Ugy9Dzd0HKEAe92QJqh4AaABAg.92dXHQeZgvs92qx7W-0gnM,0,"The ""Michelin Restaurant"" who left Chinese food is the obscenity of the West feels good",离开了中华美食的“米其林餐厅”就是西方自我感觉良好的的意淫
18004,UgyDqiBN4TjtwadRPWN4AaABAg,0,"I saw eggs and mustard in the video. It seems that this Li Ziyi is not a Chinese at all, at least not the mainland people hammer",我在视频里看到了鸡蛋和榨菜。看来这个李子柒根本不是中国人，起码不是内地人实锤
18016,Ugz7EFvJXqp9NCPKmYN4AaABAg,0,"Although they are all acting, it is also a traditional Chinese culture",虽然都是演的，但好歹也是中国传统文化
18026,UgxJuwGo4sEqRkTPfoV4AaABAg,0,Finally it was the turn of Chinese culture to let others know the aesthetic taste of the Chinese. This is fully in line with Chinese classical rural culture,终于轮到中国文化输出了，让别人知道中国人的审美情趣。这完全符合中国古典田园文化
18040,UgxBNOEbXvea0YqCmJl4AaABAg,0,"It’s understandable why Ms. Li Ziqi doesn’t interact with her fans here. It’s ILLEGAL for mainland Chinese to “climb over” the Chinese internet firewall to access utube channel. Now, do you still want a life of hers? For a bowl of noodle???? Without government’s organized operations and special permission, how can a little girl access here and post a video? The country side kitchen may be close to what she presented, however it’s still a big lie fooling around the world......that Chinese is a wonderful place to have a decent life.",李齐（Li Ziqi）女士在这里不与粉丝互动的原因是可以理解的。大陆中国人“攀登”中国互联网防火墙以访问UTUBE频道是非法的。现在，您还想要她的生活吗？一碗面条？？？如果没有政府的有组织的行动和特别的许可，一个小女孩如何在这里访问并发布视频？乡村方面的厨房可能接近她所展示的东西，但是在世界范围内，这仍然是一个大谎言……中国人是一个过着不错的生活的好地方。
18041,UgxUr5Nle90p-tFLHIl4AaABAg,0,"She and I are from the same place, and our hometown is not what she has shown. All rural Chinese are not at all her poetic life, everything is a hoax. She is the tool chosen and packaged by the Chinese Communist Party for the export of foreign culture",她和我来自同一个地方，我们的家乡并不是她所展示的。所有农村中国人都不是她的诗意生活，一切都是骗局。她是中国共产党为外国文化出口而选择和包装的工具
18043,UgwAfGwroV8Ugeu4P654AaABAg,0,It's 2:50 am in Chinese time and after watching this video I take out my phone and order takeout.I think I'm hungry.,现在是凌晨2:50，观看了这段视频后，我拿出手机并订购外卖。我想我饿了。
18053,UgwzaIGEDtMMSqS9h5J4AaABAg,0,I’m Chinese. It reminds me of my childhood!,我是中国人。这让我想起了我的童年！
18058,UgzKh7oPhMg0GaPGBdJ4AaABAg,0,"I am Chinese, I like her video although i know that Chinese of most dont life as her video.",我是中国人，我喜欢她的视频，尽管我知道大多数人都不像她的视频那样生活。
18060,UgxBNOEbXvea0YqCmJl4AaABAg.92bpytRnG4Q92cqYQOK1Vq,0,"Let me tell you why it’s fake, and totally a lie: 1. The pictures here were never a real life of rural life in China before, neither today. It’s an acting. She is a good actress. 2. It’s true she made her meal from scratch. Looks like all natural and organic. However through these videos she sells products all made by industrial line. None of those are organic. 3. She has official YouTube channel itself shows somehow she is privileged to break Chinese law to show so called “Chinese value” to the world. I am not saying the law is good. I am just curious who backs her to do this. 4. Her videos are generating 84,000,000 Chinese yuan (12,000,000 USD) a year partnering with a privileged government backed family to show you a fairy tale, a quiet and soothing life far from business and industry. If this is not lie, what the hell would a lie be like? ! 5. I didn’t say I hate CCP, you said that. I didn’t even mention these three letters. If you hate CCP, May God bless you.....","让我告诉你为什么这是假的，完全是谎言：1。今天，这里的照片从来都不是中国的乡村生活，今天都不是。这是一个表演。她是一个好女演员。 2.确实，她从头开始吃饭。看起来所有天然和有机。但是，通过这些视频，她出售了由工业系列生产的产品。这些都不是有机的。 3.她的YouTube官方频道本身表明她有幸违反中国法律，向世界展示了所谓的“中国价值”。我并不是说法律是好的。我只是好奇谁支持她这样做。 4.她的视频每年产生84,000,000个中国人民币（12,000,000美元），与一个有特权的政府支持的家庭合作，向您展示一个童话故事，远离商业和行业的安静而舒缓的生活。如果这不是谎言，那谎言会是什么样？呢5.我不是说我讨厌CCP，你这么说。我什至没有提到这三个字母。如果您讨厌CCP，愿上帝保佑您....."
18123,UgxbWBioxf9OmPQvssF4AaABAg,0,"I’m surprised that no one has commented about the giant wok she’s been using in all her videos? It is a typical Fixed appliance for rural Chinese households from the very south of Hainan province to the north point at inner magnolia, I have seen giant woks like the one she is using.",令我惊讶的是，没有人对她在所有视频中使用的巨型锅发表评论？这是一种典型的固定设备，适用于从海南省南部到木兰的北点的中国家庭，我已经看到像她正在使用的巨型锅一样。
18136,UgwFFHbGBnpCqZxUaYx4AaABAg.92_4c6Udh6k92jNRtAkacX,0,"@brightcheng9321 is difficult to eat, there are many Chinese food, but this cannot be on the table at all ..",@brightcheng9321 很难吃的，中国美食很多，但这根本上不了台面..
