,cid,votes,含Chinese,含Chinese中文翻译
245,UgwWNGNO1BfOy8q1n1B4AaABAg,0,The Chinese are here for archeology,中国人来考古了
1594,UgyD_smopTI92PPA6sB4AaABAg,0,"I am so proud to be Chinese despite that in college ""the"" guys make racist jokes every day on me ...",尽管上大学，但我为成为中国人感到非常自豪。
1966,UgxjrfA6ccVqfkuqR514AaABAg.9aDEN-i4Ylq9g2n0ZlUMah,0,@TV-TW7PG China 't you see Chinese?,@TV-tw7pg 中国
2855,UgyFmraGfnEoPo72jCp4AaABAg,0,Chinese food! I like it!,中国菜！我喜欢！
1970,UgwtN_CrG4CFf1f6TSp4AaABAg,0,U are Chinese or Japan?,你是中国还是日本？
2827,UgwD81AX77EnYyLOh2d4AaABAg,0,"~* Chinese vloggers similar to liziqi:
Dianxi xiaoge little brother | Anxiaolu An Xiaolu | Longmeimei Longmei |
Grandpa Amu Grandpa Amu | Laotai Arui Old Tai Arui | Summer Kitchen Xia Kitchen Chen 20 |
ERMICHUIYAN two -meter cooking smoke | MS Miao Office Channel Miaomei Jiu Yang official channel

~* Liziqi's Popular Background Music:
Cloud Blow | April Sakura | Sakura March | Begonia Sleep | August 23 | Always with Me |
LoveSickness Ocarina | Accel World bye Bye | Lough Leane | Sudden
It's better not to read | Cicada Banxia | Huai Ancient Legacy | Hometown Story | Tao Lin | New Year's Eve | In the past | Mo Yu","~* Chinese vloggers similar to Liziqi: 
Dianxi Xiaoge 滇西小哥 | AnXiaoLu 安小鹿 | LongMeiMei 龙梅梅 | 
Grandpa Amu 阿木爷爷 | Laotai Arui 老台阿瑞 | Summer Kitchen 夏厨陈二十 | 
ErmiChuiyan 二米炊烟 | Ms Miao Official Channel 苗妹九秧官方频道 

~* Liziqi's popular background music: 
云吹动 | 四月樱花 | 樱花三月 | 海棠未眠 | August 23 | Always with Me | 
Lovesickness Ocarina | Accel World Bye Bye | Lough Leane | 忽如一夜梨花开 | 
不如不念 | 蝉鸣半夏 | 淮古遗殇 | 故乡物语 | 桃林 | 除夕 | 昔年 | 墨雨"
2768,UgxNJX2xFFWv0cdid0h4AaABAg.9WTZ2vXYM619XKbhJrkWfU,0,"At first glance, ""Christian Chinese""",一看就是“基督教华人”
2634,UgxBcrD1ZoJtFagqQRN4AaABAg,0,"East Turkestan has Chinese persecution, there is genocide",东部土耳其斯坦有中国迫害，有种族灭绝
2633,UgyejltgNAlTSUkoA3l4AaABAg,0,"East Turkestan has Chinese persecution, there is genocide",东部土耳其斯坦有中国迫害，有种族灭绝
2632,UgxgXh0_gArIx_QgwrF4AaABAg,0,"East Turkestan has Chinese persecution, there is genocide",东部土耳其斯坦有中国迫害，有种族灭绝
2631,Ugzt10q8kli3JZ--CWR4AaABAg,0,East Turkestan also has the persecution of Chinese genocide. I constantly referred the Chinese infidels to the name of Allah's al -Gahhar. Allah u Akbar. Victory is Allah. La ilaha illallah Muhammad Rasulullah ...,东部土耳其斯坦也遭受了中国种族灭绝的迫害。我不断将中国异教徒转介给真主的阿拉·加哈尔（Al -Gahhar）的名字。真主你阿克巴。胜利是真主。 La Ilaha Illallah Muhammad Rasulullah ...
2417,Ugykw2YHoWwpaLrbWUN4AaABAg,0,"I hope everyone gets this life not just this lady who earns a lot through her videos. If it is not for her, those dogs would appear in Chinese meat market",我希望每个人都能获得这一生，而不仅仅是这位女士通过她的视频赚很多钱。如果不是给她的，那些狗会出现在中国肉类市场上。
2368,UgyoJwN1aBJ_z_8Eth14AaABAg,0,"I looked without reading the name, only by the end I realized that this is the season of workpieces in Chinese. I did not understand only about pancakes, in the sense she removed them too? Well, a big vessel - does it get a wok? Only huge?",我看着没有读这个名字，只有到最后，我才意识到这是中文工件的季节。我不仅了解煎饼，从某种意义上说，她也将它们删除了吗？好吧，一艘大船 - 它会得到炒锅吗？只有巨大？
2342,Ugy9FQ5Pc_OwtG1SAFl4AaABAg,0,The puppet of the Chinese Communist Party.,中国共产党的木偶。
2335,UgyHbmguByJ3WbG7jFt4AaABAg,0,"Chinese people should report to the Chinese government when playing YouTube. In China, YouTube, Instagram, and Facebook are all illegal countries.","中国人玩YouTube,应该向中国政府举报。 在中国，youtube、instagram、facebook都是非法的国家。"
2301,UgyVMuleUxPJ5P1z2th4AaABAg,0,I love this Chinese woman,我爱这个中国女人
2227,UgxXaFFGIcE9EZ24CBp4AaABAg,0,Chinese culture is naturally beautiful! Chinese culture comes from natural sunshine!,中国文化自然美丽!中国文化来自自然阳光!
2103,Ugz9CdNWnJIzgRacYsx4AaABAg,0,"Perhaps because I grew up watching Kyung -si and Kung Fu, I really like this kind of Chinese video video ( *' *｀) I want to travel someday.",也许是因为我长大后看着Kyung -si和功夫，我真的很喜欢这种中文视频视频（ *' *｀），所以我想有一天旅行。
2094,Ugw-Ue50cmSabJQfLqt4AaABAg,0,"Do not from the sky. Renewal (life of life, memory, time), objectized thinking (mirror opposite, ability to oppose, confrontation of mind, messenger and non -me), self -consciousness, is a trap. (No matter who sets the trap. No matter it is related to the second law of thermodynamics.) It is a robbery.
The diversity of life is complicated, so that ""the mirror is unchanged, and the phase variant is unchanged. So as a rosary."" I, I, I, ... "". Is it inevitable? Is it considered a progress or evolution, and there is no need for discussion. (Even science is fans. Fans from all walks of life can't offend)
With me, I lost my own (so -called me, my self -definition: I have it, there is no need to read me.)
Freedom often, no need to find.
Riding a donkey to find a donkey, looking for his head, anxiety, nervousness, and pain (to crazy). This should be a common sense and cannot be avoided. Even if you do n’t go to the school to receive instilling (the ancient and modern Chinese and foreign instills are paste, big witch and small witch, fifty steps and hundred steps, the same), and being named by the parents at the “Niang Gow”. Essence
This may be the price that the so -called civilized progress (or the so -called prosperity development) must be paid.
The concept noun, according to ""A Brief History of Humanity"", is a powerful weapon for the wins of the Homo sapiens.
It now appears that this is a double -edged sword.
Human beings are about to (or have already) so crazy to destroy this world (this prison, this corner field, the fighter field)
Anyway, each ownership (there are all kinds of promises. Including nothingness, or even absurdity, each have their own fans.)
Go to see Marx, go to see the ancestors .......
The so -called conflict of civilization is not just the dispute between the conceptual dispute, the mixed geographical skin color and even the habit of dispute, etc.
There are unified thoughts, standardization, simplification, part -time, systematic, modern, and global blessings. These war machines cannot stop.
This may be a disaster that will usher in the evolution of life.
I got a hint from a great place many years ago. Unexpectedly, it is so obvious now. (At least for me, it is obvious)
The effort to try to try with the mud has long failed, but now it has been verified that this is basically a car.
Let's practice it. Only practice.
Xin Zhai did not, the cliffs were scattered, and he fell into the darkness at all, admitting ignorance. (From a song from Pu Shu)
Or can get new life. Heaven and man are one, and the Tao is not out of the foreigner. It is often sufficient. As a result, calmly, facing the ending of life and even the universe.
(But pay attention: unequal mind and easy to enter the magic.)

Renewal: continuity. It was mainly inspired by the story of the knowledge of knowledge (good and evil differences) by the temptation of the snake.
Some people say that Adam's original sin originated from Eve's lying. In fact, there is no snake, it is Eve to seduce Adam himself.
I wrote a short article to refute this absurd interpretation. (Yi Zhongtian believes that this snake is related to reproductive worship. It is more than this more than this.)
See ""Adam's original sin (Eve did not lie)"" 6park.com
""Diamond Sutra"": ""No one, no one, no one, no beings, no life.""
Generally explained as equal treatment. Not bad. But what is the ""life""?
Some people say that it is a fake word of ""suffering"", and those who have no sufferings depends on the appearance of through the body. It is also easy to say, but it is not coherent with the context.
I think: the so -called life, regardless of longevity and shortevity, and those who have a life span. (Not only beings, not life, but also life.)
The actual Feiya is not moving, Fang Sheng Fang died, Fang Dead Fangsheng (Zhuangzi) has a life span, which is the illusion or illusion that memory brings us (like visual retention) 6park.com
Regarding memory phase and time, please see ""Congenital First Reason (Background and Source)"" 6park.com
Regarding the trap of objectization thinking and self -consciousness, please see ""Objective thinking (self -conscious trap)"" 6park.com
Mirror opposite is a metaphor, which is more important. It can be said: Everyone (even all perception sentient beings) is a bright mirror that is the same.
(The dimension is pushed. We are a two -dimensional plane in front of us. It is not three -dimensional. Three -dimensional logic from our straight logic. What we see is illusion. We can't see the actual space. It's bent.)
Including the body, it is just a mirror image.
Where did this sensory mirror come from? No one knows.
At least I don't know, I can only guess. At present, my recommended conjecture is: energy conservation, energy first.
If you have energy, you must light up your consciousness, and even the so -called non -organism. It is definitely not self -conscious, or even if it is, it is extremely vague and extremely unstable. 6park.com
The metaphor of a rosary, like snakes, seduces selfish self -cultivation.
On one occasion, a netizen asked me: Why did he feel that he had many previous lives and died in the same Nanjing Massacre.
I made an analogy. Zhuangzi: Fang Sheng is dead, Fang Dead. For example, the mahjong card stacked together.
The difference is just stacked neatly. There is still the next life, and it still has to be empty and it is not worth pursuing. 6park.com
Regarding the second law of thermodynamics, due to the lack of professional knowledge, it cannot be accurately judged. At present, it is considered that: uniform distribution is an orderly. The complexity and diverse life (each gene is different, including twins, including clones, there are somewhat places to copy wrong homework, and there is no mutation or evolution), which is disorderly.
Therefore, there is no contradiction between the laws of thermodynamics and the evolution of species. It cannot be misleading because someone wrote this book or made a prophecy, thinking that the world should live like this, and it is better to destroy it. See the contradiction between the second law of thermodynamics and evolution? ""6park.com
If we face a disaster, we do not from heaven, the crazy from our own, and the cause is the self -loss that must be caused after self -awareness.
找不到真正的自己，必然要攀援（执着于镜中像，例如身体或金钱，笔杆子，刀把子，等等等等）或妄想（执着于对于镜的猜想，各种名词之争，以至于The so -called civilization conflict, at the expense of destroying this world, must also maintain your beliefs)
This may not be avoided. 6park.com
Collective, it is mainly bad in the modernization of standardization industrialization.
The so -called civilization, the so -called cultural circle, has become a war machine that has become unified.
(Western advocating personality is an illusion. Actually, the family cannot standardize it into a screw, which is not conducive to industrialization. See ""Another Brick on the Wall"")
This simple and orderly repeatting is a reactionaries that violate the heavens, not a variety of complicated life.
Energy is conservative, life will not be cut off, and the big deal will change the form. The standardization of the systemic and the cold war machine will inevitably be destroyed.
I kept at the nuclear winter.
(Genghis Khan's war machine is also very ""modern"".
Establish officers such as functions and so on. And the whole people can be equipped with a quota, without any troubles such as three crickets.
Is the winner more advanced? ) 6park.com
(There is no determination to go to the end of the hundreds of millions of people, and there is no spirit of swallowing the ten directions in the lone peak, and talk about the real awakening.
Even if it is a praying arm blocking the car, the wind is not shining anyway, try it again. .

Personally, you can practice Xinzhai's inaction and let the cliffs let it go.
Dharma: Foreign interest (let go of my persistence, like persistence), there is no breath in the heart (letting go of the law, the mirror persistence)
This is the mind, not in the external behavior, meditation or standing piles, running or sleeping, let alone practice unnecessary asceticism.
Altar Scriptures: There is no need for righteousness and evil. Long extension lying on his feet.
One foot evil, that is, obsessed with foreign ministers, one foot is positive, that is, imagine the infinite perceptual body (it is too easy to enter the magic, because there is no difference between good and evil)
Don't do the so -called good things, let alone do bad things (not Chinese culture too much sauce cylinder, some people are dull by themselves)
The method of inaction is the principle of leverage, the alternative use of cathode and yang (see ""Alternative Application of Leverage Principles"")
Be careful of all the so -called proofs, especially the sudden sensitivity, such as suffering from a sense of purity, sober, clear and clean ...
There is no need to do thousands of miles in life experience. This does not become a test, mainly depending on the inner and unequal (see ""Equal Equality and Entering the Magic"")","劫不从天外来。相续相（寿者相，记忆相，时间相）、对象化思维（镜像对立、能所对立、心物对立、我与非我的对立）、自我意识，是个陷阱。（无论是谁设的陷阱。无论与热力学第二定律有没有关系。）更是一个劫。
生命之多样复杂，以至于敏感到“像变镜不变，相变体不变。从而串起一条念珠。“我，我，我,.......”. 是不是演化的必然，算不算进步或进化，也没有讨论的必要。（连科学也是有粉丝的。各路粉丝都得罪不起）
有了个我，反而失去了本我（所谓本我，我的自我定义：本就有的，没必要念的我。）
自在常在，无须寻找。
骑驴找驴，迷头觅头，焦虑紧张烦恼痛苦（以至于疯狂），这应该是人之常情，也无法避免。即便不去学校接受灌输（古今中外灌输的都是浆糊，大巫小巫，五十步与百步，一样的），被父母指着“娘生褂”起个名字，就已经是迷失的开始了。
这也许是所谓文明进步（或所谓繁荣发展）必须付出的代价。
概念名词，据《人类简史》，是智人胜出的有力武器。
现在看来，这是柄双刃剑。
人类快要（或已经）疯到要不惜毁去这个世界（这个监狱，这个角斗场、斗兽场）
反正各有各的归属（各有各的应许之地。包括虚无，甚至荒诞，也各有各的粉丝。）
去见马克思，去见祖宗.......
所谓文明的冲突，不止于理念之争宗教之争，混杂了地域肤色甚至习惯之争等等等等
有统一思想、标准化、简单化、零件化、系统化、现代化、全球化的加持，这些战争机器是停不下来的。
这或许是生命演化出自我意识后，就必将迎来的一劫。
我很多年以前就从某位大能处得到暗示。没想到如今已如此明显。（至少对我来说已经很明显了）
试图和稀泥的努力早就失败，如今不过再次验证这基本上是螳臂当车。
还是实修吧。也只有实修了。
心斋无为，悬崖撒手，不惜坠入黑暗，承认无知。(出自朴树的一首歌）
或能获得新生。天人本一，道不外人，常在具足。从而自在从容，潇洒面对人生乃至宇宙的ending。
（但是要注意：心不平等易入魔。)

相续相：连续感。主要受夏娃被蛇诱惑吃了知识果（善恶分别果）的故事的启发。
有人说亚当的原罪源于夏娃的撒谎。其实没有蛇，是夏娃自己要诱惑亚当。
我曾写了篇短文反驳这种荒唐的解读。（易中天认为这蛇与生殖崇拜有关。也比这强了不止一点。）
参见《亚当的原罪（夏娃没有撒谎）》 6park.com
《金刚经》：“无我相，无人相，无众生相，无寿者相。”
一般解释为要平等对待。大抵不差。但何谓“寿者”？
有人说是“受”的通假字，无受者，就是说要看穿身体这个表相。也说得通，但与上下文不太连贯。
我认为：所谓寿者，不分长寿短寿，有寿命可计的都是寿者。（不仅是众生，非生命，也是寿者。）
而实际飞矢不动，方生方死，方死方生（庄子），有寿命可算，是记忆带给我们的错觉或幻象（好比视觉暂留） 6park.com
关于记忆相与时间相，请看《先天第一因（背景与源头）》 6park.com
关于对象化思维与自我意识陷阱，请看《对象化思维（自我意识陷阱）》 6park.com
镜像对立，是个比喻，比较重要。可以这么说：人人（乃至所有的知觉众生）都是一面同样圆满的明镜。
（维度是推想出来的。我们眼前是个二维的平面。不是立体的。三维来自我们笔直的逻辑。我们看到的是幻象。实际的空间我们看不到的。按物理学来说不是平直的是弯曲的。）
包括身体，都只是镜中像。
这个知觉镜到底从哪里来的，没人知道。
至少我不知道，只能猜。目前我比较推荐的猜想是：能量守恒，能量第一性。
有能量必然点亮知觉，连所谓的非生物也是一样。只是肯定没有自我意识，或即便有，也是极其模糊极其不稳定的。 6park.com
一串念珠这个比喻，和蛇一样，都是引诱人自私自利修来世的。
有一次，某位网友问我：为什么他觉得自己有很多前世，都是死于同一场南京大屠杀的。
我打了个比方。庄子：方生方死，方死方生。好比叠在一起的麻将牌。
区别只是叠得整齐不整齐。来世下面还有来世，还是要清空了重来，不值得追求。 6park.com
关于热力学第二定律，由于缺乏专业知识，无法准确判断。目前倾向于认为：均匀分布是一种有序。生命的复杂多样，（每个基因都不同，包括双胞胎，包括克隆，都多少有抄错作业的地方，没有变异就没有演化或进化），是一种无序。
因而，热力学定律与物种演化论并无矛盾。不能因为有人写了本书或做了个预言，就被误导，认为世人活该如此，毁灭了更好。参见《热力学第二定律与进化论矛盾吗？》 6park.com
如果我们面临一劫，不从天外来，来自我们自己的疯狂，究其因，就是自我意识产生后必然造成的自我迷失。
找不到真正的自己，必然要攀援（执着于镜中像，例如身体或金钱，笔杆子，刀把子，等等等等）或妄想（执着于对于镜的猜想，各种名词之争，以至于所谓文明的冲突，不惜毁了这个世界，也要维护自己的信念）
这未必不能避免。 6park.com
从集体来说，主要坏在标准化工业化现代化全球化，
所谓的文明，所谓的文化圈，已经各自成为统一了思想的战争机器。
（西方崇尚个性是个幻象，实际是家庭无法规范成一个个螺丝钉，不利于工业化。参见《墙上的另一块砖》）
这种简单有序的重复灌输才是违反天道的反动派，不是多样复杂的生命体。
能量守恒，生命不会断绝，大不了换个形态，标准化零件化体系化的热战或冷战机器必然覆灭。
自己不停就止于核冬天。
（成吉思汗的战争机器也很“现代化”，百夫长千夫长万夫长的连排制度，从各部落独立出人质建立近卫军，
以职能设立军官等等等等。而且全民皆兵，可以配给配额，没有三饷从哪里来之类的烦恼。
胜利者一定比较先进吗？） 6park.com
（没有虽亿万人吾往矣的决心，没有独居孤峰顶一口吞尽十方的气魄，奢谈真正的觉醒。
哪怕是螳臂挡车，反正风吹不动光，再试试吧。）

从个人来说，可以修习心斋无为，悬崖撒手。
达摩：外息诸缘（放开我执，像执），内心无喘（放下法执，镜执）
这是心法，不在于外在的行为，打坐还是站桩，跑步还是睡觉，更不要去修什么无谓的苦行。
坛经：正邪俱不用。长伸两脚卧。
一脚邪，即迷恋外相，一脚正，即想象无限大的觉性本体（过分了容易发狂入魔，因为本无大小善恶之分）
所谓好事都不要做，更不要说做坏事了（不是中国文化太酱缸，是有的人自己愚钝）
无为心法，是杠杆原理，阴极而阳的另类使用（参见《杠杆原理的另类应用》）
要小心一切所谓的证明，特别是突然过于敏感，例如突获清净感、清醒清晰干净......
人生历练不一定要行万里路。本不成为考验，主要看内心平等不平等（参见《心不平等易入魔》）"
1990,UgwtN_CrG4CFf1f6TSp4AaABAg.9a6bh-gp1-z9c5FXbepdyQ,0,Chinese,中国人
6087,UgxB80bNnEKWIJ5b4p14AaABAg,0,"Chinese 샊, this is a rhyme cuisine",中文샊，这是一种押韵的美食
6095,Ugy7-7XUg_03pMGLvSx4AaABAg.9MuG_7Zx7T29P7cXVkCCff,0,"Uh, is she a Chinese?",额，她是华人吗
6162,UgyDIu1Y6FArwBS50Cl4AaABAg.9MickYrTvku9MjtXeP80m1,0,We Chinese people all hard work,我们中国人都辛勤工作
8670,UgxJ2TtR0GkhbPVOuSR4AaABAg,0,"Is Xi Jinping, President of Chinese State President?",中国国家主席习近平对暗杀计划顺利进行吗?
8644,UgzMsFMADWFbNmyTCpJ4AaABAg.9INdRBq89IR9IRtB_qS4M2,0,"I'm Chinese. I like Korea, but I don't like Korean angry youth. Kimchi is a traditional Chinese and Korean food.",我是中国人。我喜欢韩国，但我不喜欢韩国生气的青年。泡菜是一种传统的中国和韩国美食。
8635,Ugz5KJXi-6gzqCre9o54AaABAg,0,"Chinese can't use YOUTUBE. cause the country shut it down. But why does she can use the YOUTUBE. I bet their is sth behind her.

KIMCHI is korean traditional food.
Chinese culture all died in 1989 Tiananmen square massacre","中国人不能使用YouTube。使国家关闭。但是，为什么她可以使用YouTube。我敢打赌他们在她身后。

泡菜是韩国传统食品。
中国文化全都死于1989年天安门广场大屠杀"
8632,Ugy3Blu_vtHOigGgEZ54AaABAg,0,"It's shameless.
How could 'kimchi' be Chinese food?
There are no side dishes spiced with red sauce,such as red pepper paste, in China.
Kimchi is KOREAN FOOD, not Chinese traditional food.
Please don't be fooled.","这是无耻的。
“泡菜”怎么可能是中国食品？
在中国，没有配音的配菜，例如红辣椒酱。
泡菜是韩国食品，而不是中国传统食品。
请不要上当。"
8602,UgwYqCD2LygGCILClo14AaABAg.9IOsofHPWuB9IRt5Lwd9CT,0,"I'm Chinese. I like Korea, but I don't like Korean angry youth. Kimchi is a traditional Chinese and Korean food.",我是中国人。我喜欢韩国，但我不喜欢韩国生气的青年。泡菜是一种传统的中国和韩国美食。
8578,UgzIOu_WyVUvXtxXM6d4AaABAg.9IPupp-MXie9IRsmlUROhl,0,"I'm Chinese. I like Korea, but I don't like Korean angry youth",我是中国人。我喜欢韩国，但我不喜欢韩国生气的青年
8572,UgxBvqd4cIz5VVwt4sZ4AaABAg.9IQ-tJwaNmL9IRskYnSDcU,0,"I'm Chinese. I like Korea, but I don't like Korean angry youth.",我是中国人。我喜欢韩国，但我不喜欢韩国生气的青年。
8549,UgzNjDPN2f4dMfnWGep4AaABAg.9IQlqzjGLbn9IRsbEExHZu,0,Kimchi is a traditional Chinese and Korean food. China has a history of 5000 years.,泡菜是一种传统的中国和韩国美食。中国有5000年的历史。
8548,UgzUBw6ORQfOBsfLFe94AaABAg.9IRaxfrKPzL9IS77PVnVo-,0,It's too clear that you are a lame Chinese lol,很明显你是la脚的中国人哈哈
8546,UgzUBw6ORQfOBsfLFe94AaABAg.9IRaxfrKPzL9IRsS_ZqFYO,0,"The Chinese and the Koreans are really relatives, and the cyber hooligans are so similar. I believe most Korean people are rational.",中国人和韩国人确实是亲戚，网络流氓是如此相似。我相信大多数韩国人都是理性的。
8540,UgzNjDPN2f4dMfnWGep4AaABAg,0,"Do not distort history of kimchi!!!
Kimchi has been made by koreans for thousands of years!!! 

I ask the Chinese!! Stop the absurd false agitation that Goguryeo and Balhae are the history of China! 
The history of Goguryeo and Balhae is clearly Korean history.

And I hope to establish a sincere and friendly relationship with Korea!","不要扭曲泡菜的历史！！！
Kimchi由韩国人制作了数千年！！！

我问中国人！停止Goguryeo和Balhae是中国历史的荒谬的虚假鼓动！
Goguryeo和Balhae的历史显然是韩国历史。

我希望与韩国建立真诚和友好的关系！"
8506,UgxwVtviid_I-f49GTN4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8505,Ugz3KrinNkdeGuY2l9d4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8504,UgwYNRrUDtOnDkAinhJ4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8503,UgzgG65dlc4qTkYKVFB4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8502,UgzVPZQrTKCOeKYpiu54AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8667,UgzIwXfWiDurLQJSq554AaABAg,0,"有有眉疪竇的ऄ的ऄ都札政国暜天奁天宨朾國〞 is twisted.
이 글에 댓글을 작성한 모든 사람은 중국 정부의 천안문 사태 진상 공개와 중국의 민주화, 대만과 홍콩의 독립을 지지합니다.
Veryone woequare in thi article supportely The Publication of Chinese Goverenment's Training's Training, and the Great Democratic and Its Indepenence of Hong Kong.","有有ऄ的ऄ都札政国暜天宨朾国宨朾国宨朾国宨朾国宨朾国〞〞 twist宨朾国〞 twist奁天
이글댓글한사람사람은의사태진상공개중국중국중국의의민주，대만화화의민주중국중국화와와와중국중국중국대만대만대만대만대만대만대만대만대만대만과
在这篇文章中，非常有一个woequare支持中国政府培训的培训，以及伟大的民主党及其对香港的独立。"
8674,UgxyYu7WsGnsddDW2iV4AaABAg.9IMPVU4WzXa9IP2dEkqpLz,0,"@user-rs6ib5sp7p These behaviors are also weird and disgusting enough to other normal Chinese people, have you ever seen anything like this in a Chinese restaurant?",@user-rs6ib5sp7p这些行为对其他普通中国人来说也很奇怪，令人讨厌，您是否曾经在中餐馆见过类似的东西？
6202,UgxAKxTg74AUmVhjgut4AaABAg,0,What’s the difference between Chinese chestnut and chestnuts from elsewhere ?,来自其他地方的中国栗子和栗子有什么区别？
8675,UgxyYu7WsGnsddDW2iV4AaABAg.9IMPVU4WzXa9IP3jxHFh_5,0,"@user-rs6ib5sp7p I've already told you, normal people wouldn't eat these things, what Liziqi makes are what normal Chinese people eat.",@user-rs6ib5sp7p我已经告诉过你，普通的人不会吃这些东西，liziqi是普通的中国人吃的东西。
11022,Ugyk31zXISrj266bBaF4AaABAg,0,"Thank you for telling me the Tiananmen Massacre. Is Xi Jinping, President of Chinese State President?",谢谢你告诉我天安门大屠杀。中国国家主席习近平对暗杀计划顺利进行吗?
10912,UgxXWMwdj0MWGMYEIsJ4AaABAg,0,Chinese chestnuts are not as sweet so good for desserts for sure. Italian chestnuts are amazing and from Washington state too they are amazing,中国栗子肯定不那么甜，对甜点肯定不那么好。意大利栗子很棒，从华盛顿州也很棒
10520,Ugz6DyPfaxrhe5Xsr6h4AaABAg,0,"Chinese-this video is too calm. I hope our world is like this

English-ThiS Video is so people and beautiful I wish our world was like this","Chinese-这段视频太平静我希望我们的世界就像这样

English-This video is so peaceful and beautiful I wish our world was like this"
10474,UgzktLJd6_Cay6IK9Fp4AaABAg,0,The first time I see the Chinese eating apples,我第一次看到中国人吃苹果
10372,UgwU5oJJoP4TpYsvQSB4AaABAg,0,Wasn't Chinese cubs the YouTube block?,中国幼崽不是YouTube块吗？
10286,UgxRwn-ojonGdZpMs154AaABAg.9GEymQXeI649GIx99zjC81,0,You have watched the performance in the Chinese production.,您已经看了中国作品的表现。
10045,UgzoVRA1cQo6_ENuuWJ4AaABAg.9GVE-8qwCbn9GjigI4B57e,0,This Chinese is not Korean,这个中国人不是韩国人
9926,Ugz1b-dzZEGd_BEFh3R4AaABAg,0,So nice to see your video on youtube! Pride of Chinese people !,很高兴在YouTube上看到您的视频！中国人的骄傲！
9890,UgwKhG-H8fxUoxwLlbZ4AaABAg.9Gh4-sN0iiH9GisqHX5HR5,0,Necessitas Aprender Chinese,Necesitas aprender 中文
9844,UgwdI5kXpOehbiPUqLV4AaABAg,0,This video is for those who think Chinese are not good. Best place to live and relax.,该视频适合那些认为中文不好的人。生活和放松的最佳场所。
9704,UgzwMyHql7kt6auEop54AaABAg,0,Chinese pride,中国的骄傲
